Speaker 1:          00:02          Oh wait, you're listening.
Speaker 10:         42:02          Well, yeah, no, I, I was suddenly, uh, I had been gang busters. We got to release this thing, uh, and not tell anybody and try to fake out the entire world. Uh, but when, when I saw it, there was, uh, a reluctancy. You mean you went, oh no, I went, Oh God, yeah, yeah. I thought, oh,

Speaker 12:         42:17          this, this, you know, my personal thought was like, it was convincing enough that I got genuinely spooked. But you know, just in fairness, we shouldn't sit around talking about something people can't see. Go to future of fake news.com and check it out for yourself. It's all one word, future of fake news.com and it'll pop right up. You can see, tell us what you think. You can see how Simon made the video. Check it out. Anyhow, the whole process got us all thinking like, Oh wow, what if we bunch of idiots can do this, uh, for no money very, very quickly. What will this mean to like a newsroom, for example, just to start there.

Speaker 10:         42:58          Uh, we're at the level now with, with this kind of thing where we need technologists to, to verify or knocked down. And again, news executive, John Klein, I don't think journalists, English majors are, are, are gonna be the ones to, to solve this. You know, you may have been editor of your school paper, but this is beyond your, your capability. But if you're good at collaborating with engineers and scientists, uh, you know, you'll, you'll have a good chance of working together to you to figure it out. So we need, we need technical expertise more than we ever have.

Speaker 12:         43:38          Okay. Can I ask you in your heart, this isn't the only, let me compare your heart to my heart for a second. In my heart. I want somebody to tell the researchers he has, sorry, you can't do that. Sorry. You know, I know. It's really cool. I know you, I know you probably a really proud of that algorithm, but, um, some men in black are gonna walk in right now and they're going to take your computers away. And and you, you just can't, sorry. Society is going to overrule you right now. Did you, is there a part of you that just dictatorial, he wants to just like squash this?

Speaker 10:         44:10          Sure, but when you still have the, what are they, the FSB and Moscow or the CIA utilizing this and developing it anyway, weaponizing it so to speak, probably. I think that the top down model could never contain that. John says ultimately happening is probably going to be bigger than any one organization or any one newsroom can solve. He said it'll probably end up coming down to the 14 and 15 year olds of tomorrow who will grow up using this technology, making fake videos, being the victims of fake videos and that maybe in the maze of them having to parse truth from fiction in such a personal way. Some kind of code will develop. I'm an optimist by nature. I do. I look at this and I say, well, somebody's going to figure it out. What worries me is the larger context within this state within which this takes place a way.

Speaker 10:         45:10          This is all occurring within a context of massive news. Illiteracy and the, the consumers seem to be just throwing their hands up and tiring of trying to even figure it out. And so just the, the, the, the work involved in getting to the bottom of the truth is unappealing to a growing percentage of the audience. And I'm not sure where Gen z the teenagers of today come out on this. Let's hope that they are more willing to do the work. Maybe out of self interest may be so that they're not dissed by, you know, the girl in social studies. But that's our best hope for overcoming it.

Speaker 6:          45:56          Okay.

Speaker 10:         45:57          Because everybody else seems to be sick of trying

Speaker 6:          46:08          [inaudible] uh,

Speaker 17:         46:16          reporter Simon Adler, this piece was produced by Simon and Andy McCune. Very special thanks to Kyle Olszewski and the entire team at USC Institute for Creative Technology for all their work, manipulating that video of President Obama. And thanks to Matthew Aylett for [inaudible]

Speaker 12:         46:46          the sizing. So, so many words for us. Rachel Axler for writing us the jokes that we tried to use. So whom power for building? It's an amazing website. Angus, Neil, Amy, pearl, everybody in the WWE NYC newsroom for advising us and giving us reaction shots to the face to face video and to David Carroll for putting us in touch with Nick Bilton in the first place. And to Nick Dalton for inspiring this whole story with his article, he's got a new one, a book actually American kingpin about the founder of a black market website called the Silk Road and to superstar in switching the coin computer scientist who works in eras lab, who helped us understand what the heck was going on. And finally, you can see the video that we created as well as a bunch of other kind of a crazy that we mentioned throughout this episode. It's at future of fake news.com all one word, future of fake news.com and uh, with that, my real cohosts and I will bet you a Jew. I'm jet Booman. I'm Robert Krulwich, who we really are. I'm glad we could finally be honest about that all these years.
