Speaker 1:          00:00:02       Five, four, three, two, one for sure. Live.
Speaker 3:          00:40:50       And then duncan, we talked about dunkin doesn't have any kids. I know, but he's got a dog will be still be fun on the road. Yeah, that's a great idea man. So you know, I just wanted an excuse to buy one of those airstreams. Totally. I just think they look bad ass. Well I build upon your fj 62. Oh my god. I don't think I haven't been. I got business cards. I'm looking at. There's a place called off the grid rentals and just to test out, but it's too small. It's like this teardrop. It's a four by 14. So you can put a rooftop tent on top of it. Has the ladder that goes up. Yeah. And then I could just have everybody. I'm thinking I want a little bit more surreal one. Well I've been going to the differences. Sports mobile, if you go to sportsman will bill.com, which is fucking dirt.

Speaker 3:          00:41:34       They've been doing it for a long time but you can get one of those dodge sprinter vans, a diesel truck down and get that four by four it out and just go. And then you could still tell some stuff. So there's this company called fuck it. What is the company called? There's aN expedition vehicle that they take and they take like a ford f 2:50 and then they put this thing on top of the roof, lIke the like above the front cab. It goes up and then back know exactly what you're saying. It's got solar power and a generator and you can live in those fucking things. It's all ready to rock. There's a rock climber guys. Look at that fucking thing. Jesus christ. Oh my god. I'm in love with a rooftop tent. Yeah, and will they do that too? They take vans and there's a company called u joint off road.

Speaker 3:          00:42:24       They take a van like that. They remove the natural suspension or suspension that comes with it and put a full on dual solid axle. Four wheel drive suspension setup in. Uh huh. And you could just drive that motherfucker xmmobile.com and take a look at this now because this is what they used to do and they're still doing with some of these. The vans Will do this. That looks amazing words. But if you look at what they're doing with the mercedes and the dodge sprinter, that's when it just goes up to a whole nother level. Downsize other sites down. Oh yeah. But you can see soMe of them. Yeah. Like it just fucking. I like. Yep. I like it. I have those same ideas, but I do go on these trips for hunting where I go out in the woods five, six days at a time and most of the time there's no cell phone service.

Speaker 3:          00:43:14       I just did bordaiN, uh, with the crew that you guys shot with in Montana. Oh yeah. Yeah. What'd you do? I did his uh, no reservation. Yeah. Well it's called, um, what is it called now? Parts and parts unknown. Yeah. Where'd you go? What'd you do? We just say it was mexican food down on of street. Oh, nice. Nice. Yeah, we went bird hunting in Montana. It was fun. So interesting that, that guy's still goes hard. Yeah. Hard. Like I'm throwing them back. We got so high I thought I could feel the earth benning will. He had just come from. He was super late. I got drunk. If you watch this parts unknown, I'm fucking wasted up. People are like, why is that magical? His eyes closed kind of super drunk. He was four hours late and I just went to bars with that crew while we were waiting for him because he got a tattoo and then he showed up super late and then we ate to ketos and by the time he got there I was just trashed.

Speaker 3:          00:44:10       I'm the biggest lightweight of all time. It really is true. I did a show with you had the comedy magic club. We walked around the corner and got baked with red band and then I went back in and I had to apologize to your audience. I go, I've been so busy, been able to get back like I used to and it just fucking snuck up on me. I don't know what the fuck is going on. Where you can stock up. You could sneak up on you. Easy today. Yeah, and like people are productive. Doug benson is A producTive motherfuCker. He gets a lot done. I can't speak. I'll just leave that there.

Speaker 3:          00:44:52       Yeah, I get it. I mean, some people are much more comfortable with joey. Joey diaz is constantly in that state. I saw him who senT me a picture of it. If it was a. Somebody showed me something that he was in the noodles. Big gummy bear, dude, that has 3000, 300 milligrams milligrams of thc in that thing and you'd like chop the head off and he does that all the time that he stopped doing that though, by the way, joe. He stopped. He backed off the edibles. Oh really? Yeah, just tax. Oh yeah. Yeah. I can't, I have such. I'm been waking. I just went to the doctor. I a little bit of a health scare and this is two days ago, uh, because I've been waking up in the middle of the night out of breath. Yeah. Oh, you probably have sleep apnea at that or I get a sleep study that's being done and then I'm just saying I have anxiety and we definitely have anxiety.

Speaker 3:          00:45:41       Yeah, a lot of it. You ever thought about doing like yoga or anything? Um, I try to go to the gym. I go to the gYm every morning, but I don't like I need to meditate and people have talked to me about transcendental meditation and stuff like that that I need to settle the fuck down. YeAh, they. But you know that you have this thing and you're not doing anything. I'm not doing anything about it. And the doctor said that this is good. now you're finally being compelled to talk about it with Somebody that is a problem and you feel like you're angry at yourself for being so anxious. Because if I go to the airport with my wife and kidS, I could feel it. I feel my anxiety. I feel myself freaking the fuck out. Wow. When you freak out, like what's the thought?

Speaker 3:          00:46:25       What are you worried about? We got to get through and everybody slowing us down. I go early. I know that's what I started doing it. That's why I'm like trying to prepare myself was so huge. Just leave an hour earlier than you need to and you don't give a shit and I still look at my wife from like the last couple of times, like doing pretty good. I'm working on it. It's weird. It seems like maybe you were set up for this from like your early career, like this, like tension, you know, and then the desire for success like to be a successful comic is a lot of hustling and does a lot of life. You've got to fuckIng, you gotta be on your point. You got to be on your game. He had a look around, go, go, go, go. And now with atc again, I feel so much responsibility for all these comics and things. So we have 50 podcasts. We have 50 live comedian. That thing down for sure. I tried. That'S another thing where you getting calls. I did 20 percent at least. Right? Everybody's like, okay, here's, here's a perfect fucking example. Like ian edwards has a podcast called soccer comic.

Speaker 2:          00:47:30       I'm not going to. I love ian edwards to death. Right? [inaudible]. He's on that note. I don't care for people listening that fucking show. He's on that network. I don't. Okay. I don't give a shit. Yeah. I feel the same way and so I don't care about the numbers as much as I believe in the comics, likE there's two comedians, michael, constant, mike and chris fairbanks that I want to start making tv like they're not on tv. Costs is a funny dude. This is a funny motherfucker and I have a great story with costa. So um, this is how we met me and bill burr first comes to comedy store, sees me, we become friendly, then sees me onstage, did some bit about how my wife's half korean, half greek and I go, I might add this korean mother in law and I don't do any jokes about her because then I'd be doing margaret cho's jay, I act and who wants that

Speaker 5:          00:48:25       shithead fucking. He loves it and I can't. That's fucking hilarious.

Speaker 2:          00:48:37       We go now I'm at the point in la, you guys like I'm doing spots, I'm not doing anything else. And so I'm working on these tv shows as much as I can, but when I'm not, I'm at the comedy store two cents. Then I go to the laugh factory, then I go to the improv. I'm doing that triangle and I'm hitting them all and I had the ice house, like I'm going everywhere. I'M a guy who's doing like 12 sets a week and this is from 2004 until I get the daily show, pretty much like this is a good solid six or seven years of just fucking going and then go to the improv and bill again. New I go, let's go to the improv. It's fucking go down there. and so he jumps in my car. We drove down to the improv. It's a show that they're doing where they show a sketch comedy video and then they bring up a standup and then they show a sketch comedy video and a stand up and my cost as the host.

Speaker 2:          00:49:30       So I go up in between these sets and I look at them and I go, heY, do you know if they're going to show another video? Are they going to bring me up? And then he responds, I forget what he says, but then he goes up on stage and he goes, okay, this next comedian is, um, I guess it's al magic guy. If You want me to pronounce your name right, you got to come introduce yourself to me before the shit. I can'T be expected to this. I don't know if it's a guy or a girl and I'm on the side losing it and I go, fuck you. And he goes, what? I go, you heard me fuck this room full of asian night or something. Like there's all these chinese people there. And so I go, everybody turns and I go, you heard me?

Speaker 2:          00:50:12       Fuck you. I go do Your job. I introduced myself to you like, just get the fuck off stage. And I go, what? Because he's like, I don't know if it's a guy or a girl. Who are you going to go, dude, you're the fucking host. Figure it out, right asshole. So I walk up and I proceed to just lay into him. Just fucking 15 minutes are about the guy or girl, you're the host. It's all you have one fucking job to do. Bills hunched over, laughing on the side. we're going to. all the comics in the back are just. See there's tables In the back or on the floor. And it's the echo, it's fucking asian night. This is the worst crowd scenes that atlanta like just going crazy and I can't help it. Again, if anyone's listening to this guy's an asshole, I don't want to be.

Speaker 2:          00:51:06       I want to do that. right. It just came out compelled uncontrollable fucking burst of fucking telling people this asshole continuous. Yeah. Right, right. Yeah. And I could've, I could've gone. I'm right here. Sorry about that. Magical, magical. no problem. Just bring me up. Yeah. But that puts you in a bad position. You go up there like sort of. Yeah. Like they can submitting. Yeah. It's willie barcelona had those storIes about like headbutting somebody in the hallway because they brought up charles fleischer instead of him. You know, he will. It's crazy. Well, yeah, that's a whole nother thing. Like, I think I told that story last time I was on his podcast were I told him to fuck off and he's an east la street fighter. So I. Yeah, it doesn't matter. I don't think when I see red they fucking started telling everybody, fuck you.

Speaker 2:          00:51:58       So anyway, I'm being my costa. Very good friends. To this day I came up, I mean, I see the error of my ways right away and I go, apologize and go deal. Can't control It. I'm sorry. I see crazy shit people. And so again, when you and I have never had a weirdness, weird moment happens with very few people, but when it does, when you feel slighted. Yeah, yeah, yeah. I've never slighted you like, and if you. No, no you haven't. Yeah. But yeah. I don't know. Again, I want to just, just to, uh, consider. I know that feeling though. There's a feeling, especially like the anxiety before you're performing, you're, you're ready to go. And then someone that you feel lIke someone's fucking with you and you're like, oh, okay. I've had that happen before where a host will purposely say some dickie things about you thinking they're going to chop down your set.

Speaker 2:          00:52:50       I've done the same thing. I just go after him. Upset. Totally. Yeah. Um, who's in brendan schaub told me the stories like he to people because, you know, he's a big guy and a stand up new standards and somebody went up on stage at the improv and he said, um, he said, who the fuck is that guy? Like, you can't be that handsome fucking started just tearing into them for being like, this isn't a fighter too for you. Yeah. Well those erik griffin was it? Yeah, he was just fucking around. Yeah, it was just like, that's what you say, you know, the guy

Speaker 3:          00:53:25       goes up and he does stand up and he's got this perfect haircut and you're like, hey, fuck you. You know, eric goes up with the spare tire rod is waste is a big jolly guy fuck out of here with this fatty with glasses and a mustache mustache. So he looks like he puts on the glasses and mustache together today. It's like when he was doing that, I was trying to tell brendan, I go, dude, that's what we do. I go, you got to understand that like you go up, you do your set, the guys can shit on you. You know what I mean? That's like I would have shit on youtube probably. Especially in New York, same thing. Oh, you fucking whore in New York anymore. If you don't do two or three minutes of what's going on in the room and what just happened, you're going to have his shitty set like that's I would.

Speaker 3:          00:54:12       That's what I learned right away. You have to Be like, you know, start of hugging, hold everyone's attention and just start launching into material to comment on what's happening. You know what that is from. I noticed that too when I lived in New York, I was like this because the crowds are small and the stage is small. It's way more intimate experience. It's like the belly room, you know? The belly room is a totally different experience in the or, which is a totally different experience in the main room. It's one of the beautiful things about doing the hat trick of the comedy store. if you do all three rooms in a night, you get to feel the different. Like the belly room is so much more intimate and so much more intense because there's only 70 people in the room and they're jammed in there and they're right in front of you.

Speaker 3:          00:54:51       And that's like in New York room. so I'm doing that. That show on showtime about standup comedy. I'm dying up here. You get to meet that guy in the back. That's helping me. He's making that show. And we were talking about the belly room and interviewing people about that just to figure it out. And that used to be, it was called a billy room because it was for women. And then like at pregnant women, you know, like a womb. Mitsui literally thought of it as a comedy womb. Yep. Yeah. And then they used to put overflow. So if richard pryor, somebody huge was in the main room, they put all the overflow up in the belly room and then a comic would be on stage and they'd come in if like a table opened up, they'd go mid, mid act thompson party for like you, you're doing stand up onstage.

Speaker 3:          00:55:40       And the waItress would come in and go at the thompson's here and then the thompson's ever sitting in the front and they just get up and walk out and go to see richard pryor so that place, you know. And then I worked on that with erik griffin so I didn't really know him that well before and hilarious just fucking fucks with people nonstop. so of course he was the guy that said that shit, but he's a great dude. He's a nice guy. He's not doing it because he's an asshole. He's just being silly. That's what I was trying to tell brendan. He's like, you wouldn't hit me hard bro. And I'm like, that's what we do. You like brendan's new to this whole world, you know, because he started out doing podcasts. He's a funnY guy. And then he started doing these live podcasts with cal and then they would do sort of like a little sketch, like a comedy routine.

Speaker 3:          00:56:26       and then he would do a few minutes on his own just doing like kind of standup, like telling his story. And he's funny. He says he has some funny ideas. So now he's doing sets like on a regular basis and then he's doing sets in front of people don't know which is the right way to do it. Totally. The bad things that people do is they only do their own crowd over and over and over again. Not smart. You got to go out and do those shows that I was trying to. Like when you start doing standup comedy, you invite all your friends out and it takes you three sets to figure out, oh shit, I better stop inviting my friends that do it. Well and not only that, but if you invite your friends out and they're a significant part of the audience, they've already seen your jokes.

Speaker 3:          00:57:06       Yeah, exactly. It's just goes bad right away and you're like, oh, I want to make strangers laugh. I want to make a complete strangers like and if I can do that and it just makes you a better comic. I got a bunch of shit and we were talking about this building. I got a bunch of shit for fucking heckling. Steevo an attitude, heckle them in the audience, the improv. I was on stage, I told the story, I said, I don't again, I don't want to be this guy. I really don't. You don't understand that it is a problem and I'm trying to. I'm going to go to a cognitive behavioral. This what the doctor prescribed me is cognitive behavioral specialists is gonna stop me from doing shit like this. ReallY? Yeah. But, uh, I said, uh, I don't feel bad, that bad event, this. I said, um, he was in the audience and I said, alriGht, I go, I don't want to care about standup this much.

Speaker 3:          00:57:55       I really don't. I'm so passionate about this. you guys don't fucking understand. Like I take so and so stole this joke and stole that joke and I go, I just got to come to grips with the fact that what I feel like is my life's calling is somebody else's last resort. And then, because I told you about like dustin diamond to stand up, I go fucking, uh, you know, skippy from family times does stand up like, and then people don't even know what that is anymore. I know. Does he still do it? Skippy? Yeah, I think so. That's the diamond was in jail and stab somebody. Yeah. Yeah, tell he was doing stand up. He was lIke a family ties sort of ended. He was doing standup when I was an open mic or I was just starting out and he was headlining in these places and that's, you know, he had this big smile, skippy from family ties and he just would go on the road, but I never heard from him again.

Speaker 3:          00:58:50       Yeah, I wonder what that guy's doing. There's kind of at some point the audience just goes away and then people stopped booking you and then you have to go away. I guess. What do you do a job? I guess? Hopefully you invested your money properly and some real estate. Skippy. Skippy is just a real estate baron Who talks me down and has callen has talked me down a couple of tImes. He's like, no, just relax. He's a nice guy. Don't worry about it counts as a calm guy. Yeah. But you know, the thing is like it is your life calling and for some people it isn't. Some people, it's like something that came along after they had been doing a bunch of other stuff, but that's okay. Yeah, whatever. Who cares? There's an audience for a lot of people will say like, that guy's not really comic. Like if you're doing stand up your comic and although most of them don't ever become comics, you respect. It's not like it's outside the realm of possibility that you could do it or I could do it. How come they can't do it? Somebody said this about carrot top, like that fucker carried around say what you will. But that fucking carried around that bag fucking time. Not only that, he, he monopolize that genre. That was a legit genre. When we started out. You remember like there were prop comics. I'm buddies with rusty.

Speaker 3:          01:00:02       Rusty do. It was a problem. Yeah, but there's no prop comics anymore. that's and carrot top. He killed the genre. Wow. Dude. When I first started in 88, there was a. you would have a prop comic on every other show. Three or four shows. You do three or four shows. One of those shows. How would have a prop comic con it now? They don't exist anymore, so I really feel like in this. I'm dying up here. We did a good job of bringing all that stuff back and this is nice. Set. Nineteen, 73 weekend on a ventriloquist is. I can't Wait for you to see the show. The other thing, there's no more. Ventral goes. Who killed that? I'm probably dual. Jeff dunham. Yes. He owns it. He owns it. He owns it. And then there was. You saw otto and george. I worked with auto times many times.

Speaker 3:          01:00:49       We did prom shows together in New York. Oh my god. Tell me. People don't know what auto in Georgia, so you can. Maybe you can explain it as you worked with them because I saw the puppet would say the most vicious, vile, racist shit and then he would go, I can't believe you're saying that. And you'd go, hey, look at that fucking ladies. Yeah. It was just walking the entire room. He would say ruthless, ruthless shit. He was a great guy to dead. Yeah. He died and I'm a sawyer. Had them in that small room and we watched tourist after tours walkaway and tom looked at me and the rest of the comics who again, or just hunched over on the floor and he goes, I'm losing money this weekend guys, but this is for us. That's great. yeah, and his act was ridiculous. We did a. We did jersey shore shows for this guy. Pop gonzo. We did a. I did a lot of shows with auto. They go looking for horse and crack. Oh, he would go. He would go off. Yeah, he would get crazy here. We get crazy. You have through sending. So we ended up with ventriloquist in the show. Kind of like the petty fights. Like I get to write on it, so I got to incorporate all my fucking weirdness in there and like a petty bullshit. Bad intro. Fuck you.

Speaker 3:          01:02:08       Well you guys also got 19 seventies wardrobe and hair, which is fucking bad ass. I saw some photos of it. my daughter walked out to me and I'm onset. Didn't say anything about my hair. I'm not going to biggest mustache you. I'll post a picture of just dragging them. I think it's on, it's online. Jamie could probably find it. Um, huge real mustache. Big side burns and that our mind. And then this wig, my daughter walks up, she goes, why are you wearing a towel? Terry? Cloth towels. They bother. Why is your shirt made out of a towel? I don't understand. As kids growing up, how were your kids who had grown up with like do they know stand up comic debt? Like they're figuring it out? Yeah. I brought my uh, living in New York, brought practicing for a comedy central special that I don't think one person saw and I go an hour half hour.

Speaker 3:          01:03:04       When did you do it? I did in 2014. Two thousand 13 or something that gave you, once you started doing the daily show, early show special came out and how many times they were having crying. Just fuckIng midnight on a friday. Those motherfuckers you burn a special with them. Yeah, it's a problem. Well, you know what? And then they're like, but you can catch It online at comedy central. Dr. But he companies going there, no one is going there, it's not happening to them to do, to netflix, sell them to netflix or have a billboard, really have a campaIgn that says dave attell, jim gaffigan, jill rogue, like all these names of just every comic that you love and watch all available here. Two dollars. Like, you know, what are some like just not going to do that because no one's going to do it.

Speaker 3:          01:03:48       They're not like you have to have something on a platform that people are already used to. Cecil, you have amazon, you have netflix and you know, like apple, that's it. No one else is going anywhere else. It's just not going to happen. Yeah. It's too easy to do those things. So anyway, to be burned that special. Anyway. So, uh, I am practicing for that. I go up to rochester, New York, bring my wife and kids with me and we stay in a holiday inn and suites and this is a six year old little girl, goes over to the curtains, opens them up, and she goes, I'm, why am I looking at the parking lot? I go, everybody gather around. ThIs is the road. Okay, that's what I do. This is what daddy does, so when you think I'm having a great time flying around, it really gets sad. We're going to fight a businessman for a waffle tomorrow morning. Everybody shut up those rochester road gigs. Rough like those spots where people don't necessarily want to go. Albany. Rochester, well yeah. It was a bar. It is attached to a country western bar called daisy dukes. Oh, jesus looked that up. It a place in in youngstown, Ohio that I did that was a to a disco and there was a back door and every time the back door would open up, like when people would go to the bathroom here and the door would slowly close.

Speaker 2:          01:05:20       Okay. So it was rough. I did this place, laughs in kirkland, Washington, Washington, and I go there and I'm doing this again if you want. She's like longer stories, tangents, characters, shit like that. For the most part, like my closer is 25 minutes long and this special. It starts wIth this 2014. No, this is the one I'm doing right now that comes down to, thIs comes out this week and 20 minutes long, so it's this big long fucking bit that I've been working on forever about revenge and my anger. I did see food revenge. I shrimped the place. That's what it's called. Shrimp in an easy. So I'm a fucking. Just a mess and I'm. Well I forgot I just got off track. I forgot what I was talking about. The road open up the parking lot, fighting someone over a waterfall. Kirkland, Washington so, so at kirkland hand a big long in the middle of a big long story and they bring out these trays that have neon lights around them with jello shots on him and they and they and everybody in the entire audience looks at these trays there. They look like ufo was. They got jello shots on him and I go, ladies and gentlemen, we're going to interrupt. Is a crafted a bit that took me fIve years to master to bring you in.

Speaker 6:          01:06:39       Yeah.

Speaker 2:          01:06:42       Who wants a jello shot? Lets everybody do jello shots. Ladies and gentlemen. Jello shot time. and I just started fucking selling the shit out of jello shots as a bit because I'm like, this guy fucked up like this. I need everyone concentrating. Ideal is printing it out. The owner and the waitresses are bringing out these trays. Just ufo trays. The jello shots at a comedy club at a comedy club. Lose every single person in the audience. It's A standard thing. They do, I guess. So I just went with it and what they do at the end of the night to wrap up, there's just a big push in the night. We're going to get some extra dollars in our coffers. Believe it was happening. I was shocked at the time and then the owner comes up like I was serious. And he goes, holy shit. He goes, we sold out of jello shots. You were amazing. That was unbelievable. And then I walk into the next night who's got more jello shots? I mean the kitchen is filled with them and those jello shots come out. And I don't say a thing.

Speaker 2:          01:07:38       Siri. I thought we were a business together. We had a good thing going on. I don't know if you know this because he didn't mention he didn't mention the jello shots. What are you doing? I go, yeah, I really, I don't know if you could tell by really hate the fucking jello shots like I go. It was just, it was horrible. You should not be selling them. I don't know. It's a huge distraction. What did he say? It was just to teach you a lesson. Like a fucking sell any jello shots now. You weren't pushing them? No. Zero. No. so he just had a huge, like he should probably explained that to him. Yeah, on the first night and then he would have got it, but he probably still would have sold them anyway. He made money and he was a nice guy and it was nice, like it was just like it.

Speaker 2:          01:08:21       I don't know man, like I can't. It's hard for me to do. And again, if you have people coming out that know you and you're going out to see something in you like collectively or group of people that love an individual comic, it's a great place to be. But again, if you're up there winning over 60 percent of the audience, not good, but rather just go hang out at the store. Well, it's good to do the road though because like you can. I think like every time you do a set in a new place, you got a new experience, a new vibe, a new feel, new crowds. New I like. I think places also have like a different personality. Like I feel like portland, Oregon has a different personality than a lot of places. Like you go up to portland and feels different, the audience feels different and then you go to austin, Texas different feeling like a little lighter.

Speaker 2:          01:09:13       They're little lighter, a little more fun. It's more silly. I like doing shows in Canada, in toronto. One of the best sets I've ever had my entire fucking life. Toronto, vancouver is fun for me to go to. Canadians are just great audiences. I don't know what it is to just. It's loose. They're not uptight about 20 percent less douchebags. Really? Yeah. That's my theory about Canada. They have 20 percent less douche bags and it must be what it is. There's aLways fun. Yeah, but they have 20 percent less as in that vancouver. A calculated metrics of comedy mix. Yeah. Great spot. Awesome spot. And you go right to your hotel. You go, it's in the hotel. If you go down, down to the bottom floor, walk right into the club. All clubs, underground comedy works, dcm, prive. If you live at a bad old copies that we talked about. All these great places. Yep. I'll just underground comedy club, but there's something about it. It's just fun. Anyway, so, um, I think there's three guys in the front row and I look at them and they keep going on in the bathroom, like you just do coca and we look at the bounce around. I like these guys are clearly doing coke. No one you shot him in the front row and then because. Well they paid to sit in the front row. That's a koch money.

Speaker 2:          01:10:31       Well, vancouver is a big coke town. Really? Yeah. It's a big weed town, but it's aLso a big coke town. They, um, I was one of the points where I had sunday night after that said, and I go after that weekend, it's the last sentence. I'm hanging out with this great comic up there, graeme clark and Bearded guy looks like de young santa claus, like all, you know, vancouver coMics and we go and we're having drinks at a bar and you're buying and these two girls send over these two shots of Jack Daniels and um, he's not attractive fella. I'm no brenton job and so we go run yet really? Or they look over our shoulders. This for us. Okay. It must've been at the show. That's it must've been to jump. They weren't at the show. We're, there's a lot of chicks in that town.

Speaker 2:          01:11:25       Maybe they wanted you to liver. Yeah, that's what I was thinking, that I immediately go to fucking me in the bathtub. no, oregon's wake up on you. Totally. I'm very suspicious because rocking her wedding ring. exactly. Not people's sexiest man alive, you know. So I can, my wife is very attractive, but I'm not pulling any chicks after shows. And um, the, um, no, uh, you know, Brian Collins, outgoing, nice guy, I'm not brian. So why is this, why they I know. So then they come over and this is, I've never felt so bad about these two chicks are hot and I immediately go to, we're going to die, like they're trying to drag us and take some shit. And Then, uh, because I can't under offer any explanation for it and now they're congram and so we send them back shots and we don't go over there.

Speaker 2:          01:12:17       We just like, okay, it's even now. And then they come join us at a taBle and then the one girl starts talking to us. We were like, were you guys the show? And they're like, what? Show? And then I go onto we're chitchatting and the one girl goes, she goes, I really want to go to strip clubs right now. And I said, fuck, in this second trucking fantasy for me, it's, if I can go to strip clubs with these hot chicks and uh, and graham looks at me and I go, well, I could a flight to catch. And I guess I'll just see you guys later. Fucking walked awaY and that's never had this happened in vancouver. You walk around that cIty and I was just placed called the cactus club. And have you been there? No. Oh my god. What is it? They cast with head shots.

Speaker 2:          01:13:06       They uh, they staff their whole place with head shots. Real. It's the most gorgeous women you've ever seen in your entire life. working at a place. Cactus club. That cactus the cactus club. I don't know where they came back. So the uh, they uh, it's a lot of just hot chicks and that's when I saw in vancouver was just drinking hot chicks. I think prostitution is legal road. Do you think there are prostitutes? They might've been prostitutes. They got your drinks thinking they'll get these guys intoxicated. Look at him. He's got glasses on executive or something, some more money. He's got a little whore stash. Beacon ors. I just went to the beverly wilshire hotel. Where's that? I did a private gig. It's on right at the end of rodeo drive in Beverly hills. And then it's on wilshire and hits and it's an old hotel and Me and tom papa did a charity gig on monday night, so then me and tom hit the bar afterwards and proceed to watch parade

Speaker 7:          01:14:12       of high end or go through that place picking off old men left and right to the point where we're like, we were just shocked that he was really amazing. Good looking ladies. Well there's that. There's that crazy beverly hills money. You know, just the other day I was looking at real estate in beverly hills for a goof. You ever looked at like the redfin app though? I love that. I love to do that. every now and then. If I was going to move to beverly hills, let's see what I can afford. I'm looking at like $17,000,000 house to $85 million. A hundred million to $100 million. Duke, who's. That's exactly who's buying it. Well, I went to dinner with my wife and one of her friends, her friend's husband, and we went in beverly hills and this guy pulled up in a million dollar car. He had a bugatti Iran.

Speaker 7:          01:15:02       It's a million dollar car and it has saudi arabian license plates on plated, which is totally illegal. It's totally illegal to have Saudi Arabia license plates, like they're taking these cars. They either fly him over or they put them on a boat. They have them registered and Saudi Arabia, they bring them to America and they drive around with these plates on it. That palace plates, like it said like palace on the fucking plate and those guys warren taken carries because there's so much money. Yeah. You remember that one guy that was like some sort of a foreign dignitary guy and he was banging his maids or force them to suck his dick or something like that. And they called the cops on him and they aRrested him and then you know, they were going to process them and charge him with rape and he just fucking hopped in a private jet and flew out of the country and they were saying, why did you let this guy go?

Speaker 7:          01:15:50       Oh, fuck You. Fuck you. Diplomatic community. He was crying. Diplomatic immunity. Yeah. Yeah. But I'm juSt thinking about my mate is this old fucking mexican lady for sinners. The money it was arnold, but he did get the money in that area and beverly hills area is just, it's catastrophic. I mean it's stratospheric rather it's off the charts. like you can't even understand. like the guy who makes good money is poor there. Your I'm a poor person there. Yeah, I do well, but I'm poor. There sure is. When you get into oil money, people who own money and even in the United States, we do have people that have been here for so long and generate, you know trump's ma mayflower fucking shit where it's like, oh yeah, we own. We used to have my family used to own pasadena. That's another tricky thing is say we've talked about that is where there was so much money in pasedena that they put that to 10 freeway there. That's white is where it is. So they keep the black people on the other side. What's. That's exactly what every ways there where they keep the black people on which side? On the other side. Now north of pasadena, that to 10 separates out to dina. That's where the black people are. That's where the black people, that's why they call it crime medina.

Speaker 2:          01:17:10       Really? They called altadena crime medina. No way. Yeah, that's rough up there. Yeah. We were playing weird playing this youth basketball league when my son was maybe like a fifth grader and that got the nicest man in the world who ran a basketball league. Just got hit by a bullet in the head and fucking dead. Yeah, pasadena streets. There was this park. He got shot in pasedena. Just stray bullet. A stray bullet. Yeah. Who they shooting at each other? You know, gangs. Whoa. In pasadena, there's gang violence in pasadena. Shit load of it. What are the ice house? Not near the ice house. Ice houses on the right side. A south side. This is the freeway. Go fucking north of that freeway and go up into the hills right there and there's a shitload of crime. Shitload. Wow. I saw there's this place called villa park where my son was playing soccer and we went there and I saw guys getting their haircut in the street, like a stock guy sit down and just buzzing and lines of people just giving haircuts in the street and everybody watch out like this fucking rough neighborhood.

Speaker 2:          01:18:15       We're just dudes getting haircuts in the street and you're like, fucking everybody look alive. It's rough. It's a lot of latinos, you know. And there's also a lot of um, black on mexican crime member when that was happening in the nla, the mexican guys were just shooting black people, not black people really read any of them. Yep. Why trying to run them out of neighborhoods. Whoa. Yep. When you get into like ms 13 shit. Yeah. Convinced it starts to get. Well, that's where like Gary White people get really pro trump, you know, they're, they get very excited about trump and that's ms. [inaudible] is one of the things that they keep bringing it up and all these illegal immigrants that have these gangs for the most part. When you look at all of the people coming in to work, they don't want any trouble shore. Nobody. Everybody wants to keep their head down work these so I can give themselves a chance.

Speaker 2:          01:19:11       Road, trouble it with anything. There's going to be bad apples. There's going to be the guy in san francisco that everybody keeps referring to kind of be gangs, but you know what? I see that everYwhere I go, that is a huge fucking problem that is going to just spreading like wildfire is fucking math. Yeah. Math. Oh, thInk when you go an adderall, by the way. Adderalls ben. Oh, it's a huge problem and it leads people to meth. Really? Oh yeah, for sure. Adderall and meth are closely related. Very closely related. If they're both amphetamines. I took a half adderall once and I was like, oh, I'm never doing that again. Fuck yeah, I do. I'm not too good on drugs. It's a. I took. Freddy soto gave me an ambien who was an ambien, unfortunately to the men, wasn't it? It had to be sleep apnea. That yeah, he's fat and sIck,

Speaker 3:          01:20:08       you know, drugs and sleep apnea. Parents, a lethal combination because you don't feel yourself choking. Yeah, he gave me an ambien. I, we moved. I took it as like I needed to take a nap and that was all wound up. I slept for five hours straight in the middle of the day and I was like, I'm never fucking taken that again. And then, um, took this adderall and just felt all fucked up and just never. I'm like, I don't think my body don't know, just, uh, I don't do anything. I was getting really tired during the day and I remember you told me to take some vitamin d and so we started taking a multivitamin and that really helps me and I take a lot of b 12. That helps. And it would also help you in a big way, cut out all the bread and sugar and carbs and all that stuff because then the insulin spikes, you're not getting these big spikes, which is a big reason why people crash the other day.

Speaker 3:          01:21:05       It's bread, bread, pasta, all that stuff. Like your body goes too far and your body has to process that and you get this big slump is soon as you cut all that out. You experience a much, even much more even flow of energy through the day. Yeah. So if I could just learn to um, do like that. Like I'm like, I'm again, I'm such a glutton man. A bread when the kids were, my wife has making, gives you a fresh loaves of this artist and bread that she has. Then steve may bring peanut butter and jelly and it seems like I just like a scavenger. I'm a family goat. Like I'll just cross out all the kids leave behind. Sometimes it's stuff dealing with ordering food for myself at a restaurant because I know that everyone's going to leave half their shit or all order myself a full entree and then somebody will have half a chicken parmigiana or something over on it because my son and daughter and system ordering off the kid's menu.

