Speaker 1:          00:00:02       Three, two, one.

Speaker 5:          00:45:42       Like how long have human beings on the planet and enormous area to have. It's bigger, bigger than Georgia. What does it say that it could have maintained a population of 60,000 people, more people than in many medieval European cities. Wow. The structures were created by a network of trenches about 36 feet, nearly 11 meters wide and several feet deep line by banks up to three feet high, somewhere ringed by low mounds containing ceramics, charcoal and stone tools. It's thought that they were used for fortifications, homes and ceremonies, and could have maintained populations of $60,000. That's saying they sound fun. Yeah. Great people, they were cannibals. Oh yeah. But that other than the ones that he found. But other than that, they're fine. So he had these guides and the guides, we're taking them to this mount. Obviously this is again, a Wonky TV show. Might've been bullshit, you know, they, they, they go fast and loose with the facts or tomato show seemed more fun and they got me.

Speaker 5:          00:46:37       They were saying that he was told by his guidance to stay back. They wouldn't go any further because there's cannibals and he was never seen from again the last contact with him. He ran into some other tribes. I was like, yeah, somebody probably jacked him. They probably knew even back then the white people coming over from England, like what can they just want it as north face. He didn't have to throw everything back then was probably super nice. How long were crap though? People, people in this forum and this forum, I think it's been 150,000 years. One hundred 50 I think. And what's the oldest town that we found like that? I think the oldest structures that they know of right now are somewhere around 14,000 plus years ago. 14th as far as like stone structures. Like when they went to like one of the very first

Speaker 2:          00:47:30       cities, which was in Beirut. Ooh, it was this, I forget the name of it, but it was like one of the original cities, like where they actually started to grid out and stuff. And uh, but I don't know how long ago that was. Well, let's find out what is the oldest known evidence of civilization and what do they do determine a civilization like functioning? Like, you know, we were hunters gatherers first, right? But he, I guess, where do you draw the line? I guess when did you have girlfriends and like have fun on a Saturday night. What did you guys have a drive through? That's when it all started. So when I was at a food festival the other day and the band pretty good. Van, like these young guys were playing Elton John Saturday night and were like Saturday, Saturday, Saturday. And I was thinking, is that as important to kids as it was when we were like, yeah, because school Saturday it important.

Speaker 2:          00:48:24       Is that still the way it is? Yeah. School makes it important. Earliest evidence of modern human culture found 20,000 years. Oh Wow. Forty 4,000 years ago, over 20,000 years before other findings. Modern modern human behavior. So this is the earliest unambiguous evidence for modern human behavior has been discovered in an international team of researchers in a South African cave. Now, here's what's crazy that is saying that the first evidence of civilization of modern human behavior was all 44,000 years ago. That's so crazy recent. That's so recent. And then the earliest stone structures I think is that the stuff they found in Turkey, the really big stone structures in Turkey at, um, go becky, go Beckley, Tepi. I think that's the oldest right now as far as like really complex because that before then they weren't really, they weren't really convinced that people could do that kind of stuff back then.

Speaker 2:          00:49:19       So that means in 30,000 years they figured out how to make that. There's gotta be some older structures that they just haven't found that are way down or could see. Yeah. I think they're guessing you definitely, they're guessing with a lot of evidence. That's a good. I'm guessing with a complete supply of evidence that be found, this whole other culture, will they find stuff aliens in it where they find stuff is in the oceans because the water levels prison since then, so they find like entire cities like underwater that that I think there's probably some amazing evidence. They've never even discovered, right. Ancient cities. So there's got to be. But you got to think also that what was the city made out of? Because unless it was made out of solid stone, the oceans just going to destroy the ocean crept over. Malibu. Do you think you would find anything in 3000 years?

Speaker 2:          00:50:09       Right. What would you find? Gary Busey is this thing on marina. She'll still be at the back. What do I find a good time? Is this thing on the pills? Come on. We're in Malibu, which is vanished. Totally vanished. Salt Water, metal, and even if it was anything made of metal would give out after a thousand years. What about like any jobs and stuff that are down under the ocean? Not that old. There's some hundreds. There's nothing that's like. Yeah, I mean there's. There's probably some the remanence of it of like the Roman times, but think of that. What's that? A thousand years? Yeah, right. Two thousand years. Three hundred years. What about 7,000? What about eight? Nothing you're not going to find. So we're talking about more than 14,000 years old. If it was a city like this, you ain't gonna find shit, but what if just hear me out. What if it was covered with lava and you couldn't.

Speaker 2:          00:51:09       And then get solidified it like Pompei crack that bitch open and we're ranch where divers discuss, discover ancient Roman treasure trove and shipwreck. Sixteen hundred year old shipwreck. Whoa. There's still some stuff, but like the ship's gone and look at the anchor dude. They found the anchor. A. You go back to that anchor again. Find a little coins. Look at that. Is that the anchor? Yeah, that's a long walk. That's so cool. That is cool. Imagine that they would throw a giant hunk of metal overboard yet it to snag them over and then they would hope that they'd be able to pick it up within that role and look at the rare bronze statue. Holy Shit. That's incredible. You've been to Rome, right? Yeah. Just once. Just last summer. Two summers ago. Last summer. And pretty mind blowing, isn't it? Fuck man. Life changing. The images are insane. Look at all this stuff.

Speaker 2:          00:52:07       They're finding down there that. Wait a minute. That was the statue of Liberty. The Statue of Liberty. And get back to the souvenir shop on third street. Someone's fucking with us, man. Goddamn liberty. Holy Cow. Stole. It's about as close to the statue of Liberty as you can get it. Really? She's. She's just the same pose. Just not holding the torch. We'll look at the bottom of it. It's like a horn. Yeah. What is it? Is it like you drink out of that or something? I think it's poseidon. What? Oh, what is it? Yeah. What is it at the bottom though? It seems like it's got it. Doesn't Jamie like a horn? Like a buffalo? Some kind, yeah, like maybe you drank out of that, right? That's probably a new handle. I mean if you flip it upside down like the [inaudible] could be to and. But it's the wrong way.

Speaker 2:          00:52:57       It looks like you would want to see her if it was on a handle on her face facing the door. It's a hood ornament. Oh yeah, that's right. Because on the front of the car. Oh yeah. When our old buicks big as a house kids that lived across the street from me where like, uh, like maybe five years older and that was the thing to do on Saturday nights. There were parties in the neighborhood with adults and stuff. They would go rip off everybody's hood ornaments. Oh, the household. They had a whole box of like the big ornaments from the front and then like the names on them from the side there. Just take a screwdriver and ornaments. Such dick's has. They're such dicks. And when you give kids freedom, you let him go outside, like anywhere, what's ring that doorbell and go go, go a little fucking gremlins in your windows, throwing eggs at your house where people give them homework, her homework because you just let it be free. These gonna go nuts. But it was a pipe. Could be. Yeah, it fine. I was like looking for more pipe. Big Pipe. Holy Shit. To Roman pipe right here. I to party. So I just be an ancient Roman. I might've made it in the style of ancient Roman. Um, I don't know about all that plastic mouth. Plastic or is it carved out of be spencer gifts?

Speaker 2:          00:54:23       You get more than $100 at forever. Twenty one bubbles come out of it. They're trying to encourage pipe smoking now that trump's in office trying to be pretentious. I smoked a pipe recently on the podcast a couple of weeks ago. That's good over there. I was going to bring a cigar, but I didn't know if you could smoke a cigar in here. Yeah, we could. Sure. Yeah. Just turn on that filter thing and we could smoke. I think we smoked cigars in here, right? Yeah. Wow. Let's do that next time. I have a big thing of Cuban cigars. Do you juggle or illegal? Big shots. Big shots. Big shots. Illegal through a guy. I know in Vegas. It's not a big deal. I know people a little to get them. Thanks for great. It was good. Yeah, it was fun. The fight was weird though. The main event, there was a lot of controversy.

Speaker 2:          00:55:13       People thought it was a boring fight. Oh really? Yeah, yeah. Yeah. It was just not a lot of action happened. It was very tactical fight for most of the five rounds. Then the fifth round, tyron woodley cracked them and almost had them out cold but was losing most of the round in a lot of people's eyes before then. So the scoring was really oddly, uh, it was, it was really odd because a lot of people disagree with the score. The score was, it was for the champion, but the first fight they had was a draw. And then people, a lot of people like, well, if that first part was to draw this fight was a draw to including the guy who was commentating with dominick Cruz, a former, a bantamweight champion. So it was um, a lot of people felt disappointed when you're in that situation and you're broadcasting it, do you speak your mind like sometimes you think it's weird sometimes, but I don't want to.

Speaker 2:          00:56:01       I didn't think in that case it was that weird. Okay. I felt like I don't. I think the scoring system sucks. Oh yeah. Do you know anything about scoring system for MMA? We essentially took the boxing scoring system and adapted it to mma. Oh. So it's a 10 point must system and it's very difficult to get around to be scored 10, eight. The with that is, I don't think it leaves enough room for a accurately judging all the events that take place in a five minute period of combat sports because there's so many different interactions. I think those interactions should probably be judged on their own merit. Like almost like, um, it should be like there should be a way to quantify how much damage was done, whether or not it was the right thing to do and it should be like probably a hundred point score system or something like that.

Speaker 2:          00:56:53       A lot more factors, a lot more factors like the difference between a 10, nine and in one round at 10, nine and another round. Totally different fight. Like one guy's getting dominated and he's clearly losing. And the other one it's a toss up and it's still there both to 10, nine rounds. It doesn't make sense. A does it work for boxing because it's longer and it's just one thing. Just one thing. It's three minutes instead of five minutes you more rounds. So there's more variables because there's 10, nine rounds boxing. The 10 point must system works. People like it. I mean maybe it can be improved upon. I'm not saying it couldn't be, but for MMA is woefully inadequate. So they've created an updated system, but Nevada hasn't adapted. Adopted it yet. Okay. But when you go to vegas and you're gigging gigging, Daddy, you and you're gigging, do you, uh, do you eat whatever you want today or this weekend?

Speaker 2:          00:57:46       I had to it this weekend. A Spaghetti I had like linguine with clams. Nice. I fucked up. So you need a Cuban sandwich? Grand Sunday night? Yeah. I shitty food. So I felt it today. So that's like, people are so tired of hearing people complain about what they eating bad food and what it does to your body. I think people have. I've worn my welcome out with that stuff because I've talked about it too much on my own. I definitely, uh, definitely indulge. I had pizza on Sunday. I had a lot of shitty food. Yeah. No because it's hard when you're on the road. It's difficult to, uh, to not do it. And once you break the seal when you're on the road you're like, oh, I'll just clean it up when I get home. Exactly. Yeah. But, but I've been pretty consistent. It's like diet and pretty consistent with working out.

Speaker 2:          00:58:32       I was going to bring some bread today because I, I, uh, I was experimenting with something and tried to make something different and it was kind of a fail, not a total fail. It's still tastes good, but it didn't look that great. And it was like I was going to bring it by and then I was like, Eh, I don't think they're going to want to eat bread. I think they're, I think they're dialed in right now. I'm trying to be dialed in right now. I just think, uh, I'm going to get myself one day a week, one day a week to fuck off. We're not always going to take it. I'm not always going to take that day. And that was my, I don't need it and don't go batshit crazy. Well, here's the thing. In Aubrey Marcus, my good buddies described this the best way. He's like, well, you're doing is you're just for a few moments of mouth pleasure. You're totally hijacking your body for the next day. Yeah. Like if you're eating like an ice cream Sundae

Speaker 4:          00:59:23       and you know, you drink a coca cola with that and you have a cheeseburger and fries, right? You are high jacking your digestive system. Yeah. He just said, listen, I don't give a fuck what did for me. We're going to throw some groovy poisoned down there and I'm going to get the shortest. I mean like a few minutes of good feeling. That doesn't come close to a lot of stuff. That's legal. It doesn't even come close. Yeah. But something's Kinda last. Like when you've been thinking about fried chicken for for a month or so, and then you get that fried chicken, it'll stick with you for a bit. Do you think you should earn it? Yeah, I think it should be special. I think it's gotta be like, you know. Yeah. I think it's. Yeah. You're one of my all time favorite cheat foods is, is Popeye's fried chicken with hot sauce.

Speaker 4:          01:00:13       Hot. Damn. I take some fucking l you could take a Habanero sauce when it's cold. I like it the next day even more than I liked it better. Yeah. And then dip it in the Habanero sauce and just fucking gluten be damned. Ah, you got to put a nice potato with that fuck potatoes on the side of that. Just going hard with fried chicken. Fried chicken is two food groups. Okay. It's bread and it's chicken, right? Because all that crust on the outside of oil. Yeah. Plenty of oil. Got Fried Chicken at this food festival the other day. I was like, oh, I haven't had that in a long time. And it wasn't that great. That's the worst. You know what the best chicken isn't? California Roscoe's. Oh really? Roscoe's chicken and waffles. The just my eyes. Maybe it's just the combination combination of the chicken, chicken and waffles and Syrup and Collard Greens or something about Collard Greens.

Speaker 4:          01:01:08       On the side column, there's a place in a studio city called a uncle Andres and it's barbecue place. Tiny little place one do just in the back making this stuff forever. It looks like they took him out of Alabama and the woods and he's just kick ass makes them credible. His Collard Greens are insane because somebody's gotta learn how to cook because when someone does it really well, I got a really good barbecue place and it's like dripping when you pull it out of the box a little. Yeah, a little liquid. It's good stuff. It's a delicious vegetable and it's not like a well used one. No, it's good for you. Fuck it. Why anything green? Essentially. It's good for you, right? It's, you know, they say that Bok Choy is something that people are really getting into now for the health benefits. Bok Choy I'm going to do with that. I'm a Kale Freak, man. I love it. Makes me feel good. Kale does make you feel good. Love it. It's really good. I had a. there's this place called a blossom in New York and it had this total Kale dish and a. It was a lot of it and you just ate the whole thing and then you walk out. You feel better than when you walked in the restaurant and you shit like a lumber

Speaker 2:          01:02:20       accident. Our river ship hit a rock. You want to take pictures and send it to you? I'm proud of you little buddy. What was that scene? Was it in dumb and dumber where he's holding on while he's taking a shit was getting launched into the air. Literally. Sometimes you just want to take a picture and share it with your friends. There's something about shit jokes, man. Ari Shaffir had to get rid of his agent or a manager, one of the to realize they told him to stop. Oh, there it is right there on found the scene.

Speaker 2:          01:03:06       Said so funny and such a child. It's a primal thing, but already had this great joke about and it actually was a real thing that happened when he and I worked together, he had to go over this bridge and it was a long ass bridge in Sydney, Australia, and as he was halfway over the bridge, he had shit himself. It takes forever to get to the other side. Just he stuck. His manager was like, you shouldn't do that. It's a shit joke. And I mean this joke. Oh, he had it in his act was a joke kit. Eld killed. He was closing with it, you know, and his manager was telling him he shouldn't do it because it's a shit show. And he was like, yeah, we're not going to be working. We can't, we can't do this. We can't do this. While I was just laughing at it.

Speaker 2:          01:03:51       I was like, I came to tell him I, I do the joke. It's so funny. It's so funny that you tell that story and it's fucking hilarious. And he goes, yeah, I just had a fire my manager. And he was, yeah, he told me to stop doing. I go get the fuck out of here. There's no way. He's like a. because it wasn't, it was a joke about a guy who had to take a shit, but it wasn't just, it was a, it was just funny. It was a real story. And that concept is a real part of life. It's not just theirs, but there's people that think like there's toilet humor and there was a thing that like in the 19 sixties and seventies, you know, someone like Lenny Bruce came along, Oh, he's doing it. Toilet humor, right.

Speaker 3:          01:04:29       If it's coming out of somebody and all they have is that, and there's nothing if it's coming from ru, like he's a funny comedian, you know, and it's just a subject, you're just a real subject. But I was talking about how it's hard to be a human being and I had this like run and I said, uh, you ever Fart so loud and your sleep, you wake yourself up. And I was like, wow, this is so base. Like I know normally have talked like that in my act and it's just so fun to talk about and the girls just get hysterical in the audience because they do. It's just too much fun to talk about. Oh, why? Why else are we here to enjoy ourselves? You know what I mean? I can't be like, no, I mean I'm not going to do it on Cole Bear, but you know, it's fun to do at Ice House. I mean, it is a thing they put. It's a thing that

Speaker 2:          01:05:18       you should certainly use it sparingly, right? If you're going to describe it and talk about it, like what is this guy obsessed with shit, right? Because vic is your computer. Jesus, look at his bookmarks. Oh God, I accidentally so many fucking retweeted a scat page. There's a scale twitter page. Somebody retweeted it and I was like, why is this on my feet? It was some dude with these giant hairy fat overweight ass hunched over this woman's face and hitting in her mouth while people were like pulling the shit out of his ass and run it face. And I was like, this is on twitter, but Milo's not your guys' band, Milo Yiannopoulos and this is like, whoa. Oh that's terrible. I'm like, what in the fuck am I looking at? How was that? And also there's a lot of porn on twitter. Not really. Yeah, like fight a hardcore.

Speaker 2:          01:06:12       I don't read the twitter feed anymore. I don't. I'll read like mentioned like with fans that want to talk about stuff, but I, I've known through everybody else. No, it's just, well, yes, it just got too much. It's just, it was overwhelming. I'd rather just talk to people about bread recipes and. Well there's too much information and for sure we're definitely suffering from an overload of information. I just feel better because it's just too much to go through. It's just instagram is good. You see a couple of pictures of your friends. I feel like if something really crazy is happening, someone will text me. Yeah. Yeah. Something really crazy. Like Erin Foster, the guy who's coming tomorrow who thinks he can kill a wolf with his hands. He's going to be on a podcast tomorrow. Oh yeah. Former NFL player. Has he done it? No, he never has killed a man by the way.

Speaker 2:          01:07:00       No one's killed wolf with their hands up. Giant super athlete. And he's like, I'll get. He said if he gets a hold of its neck, it'll be done. So that's what he said. I'm like, I'm not entirely sure he understands how big that NEC is. Well, I don't think he understands how fast those things move. How vicious they are. They have a bite that's five times harder than a pit bulls. Oh No. Yeah, I was uh, I was, I joined the wolf movement when I was in college was around the time it was like saving the wolves because the numbers of guns so low. So what year was this? This was a like a 89, 88. So that was before the yellowstone reintroduction? Yes. It was all part of that. Oh. And uh, everyone's just pouring money and effort into, you know, talking about it and stuff. And uh, we were, me and my friends were so into wolves were just like we'd watch wolf videos, wolf packs. We loved like the packs and the healthy would hunt and like go around different things. And then now the wolf is a dominant again. It's kind of exploded a little bit of a problem, right? In some areas. But most in most areas they think it's like it's healthy. It is good. Yeah. Like they think it's healthy in yellowstone. Like people are upset that live on the outside of it because they weren't given a say

Speaker 5:          01:08:16       and they, there's a lot of wolves. Now there's a real, it's a real thing. And as long as the elk populations are high and they manage the wolf populations, that's where it gets squirrely. Some, some people don't want anyone to kill wolves. Like you say, well why would you kill a wolf? Man? The problem is if you get the, they get over populated, you have a real problem, like I agree and beautiful and I think they're amazing. They'll probably like, if I had like one animal that I would be like most psyched to see in the wild, it would be a wolf. I think they're incredible for sure. I'm fascinated by them, but I'm also really aware of what the consequences are. If there's too many of them, they'll eat people. They definitely eat people they've eaten at many times in the past eight dogs.

Speaker 5:          01:08:58       There's some pictures that someone sent me. Um, his buddies and Kazic Stan had three dogs killed the night by wolves and they ate the dogs and they have pictures of the remains of these dogs were, they're bitten in half, like the lower abdomen. Like you could see everything from the shoulders up, like the dog's head, the dogs arms, and then everything back there is gone. They cut it in half. She's there. The amount of power they generate in their jaws, he's insane and they don't look at dogs like their buddies. They look at dogs like pray and they'll look at people like prayed. Yeah, if there's. If they don't think that you're dangerous, they'll get you. They'll get you. There's coyote is all around us and we'll get you to. If everything gets. If it gets real bad. Yeah. We know someone who would. The coyote went in the house and got the dog. Oh my God. Yeah. Little dog winning got it off.

Speaker 6:          01:09:49       Oh,

Speaker 5:          01:09:50       they're scary. Yeah. They're scary. Who has a stronger bite? A Wolf or a bear? Grizzly bear. A grizzly bear. Yeah. Not even close. Not even close. No. A real like if you're talking like a Kodiak Island grizzly bear, that's the biggest they get. They're not really grizzly grizzlies. There's two bears, right? There's a brown bear and a grizzly bear and the grizzly bears, the interior bear. That's the bear that you find in the rocky mountain. That's a grizzly bear, right? The, the burial. Find a Montana, but the coastal bears are even bigger and that's what they had to kill in California. You know, our state flag has a brown bear on it and that brown bear that's different. Gene Brown and Grizzly st animal, but one of them lives interior and it's much more aggressive. By the way, the Grizzly is much scarier than the coastal bear because the coastal bear gets plenty of food.

Speaker 5:          01:10:37       That's why they're so big and the other one's hungry. Yeah, so coastal bears are enormous. I mean enormous. And the biggest ones on the planet that are brown bears, the biggest bears in the planet right now are polar bears. Polar bears, but the brown bears on Kodiak Island, I think they get too close to 2000 pounds. Like find out what's the brown bear ever shot on Kodiak Island? They, I think it might be close to 12 feet tall and I think it might be in the neighborhood of 1800 to 2000 pounds. She's, I you, that time when I was hiking

Speaker 3:          01:11:14       in Alaska and I was close to a bear who accidentally. Yeah, yeah, girl or a boy, I don't know. Black or brown. It was a kind of Tan. Tan. Yeah, probably it was in Alaska, like probably a black bear. They have the color phase. Black bears there. It was big. It looked like the size of a minivan. Oh Jesus. So it was probably a grizzly though. It was big. Yeah. So really big. Yeah. And it was coming through the weeds. God, that was with my. We were in the back country. We were out there like miles and miles in like overnight for like a week. Oh Jesus up. And it was reads like as tall as me, like a whole field of those reads and we just saw the, the, the reeds just partying like 50 feet away, like oh my God. And I'm with like five other people and you're not supposed to run when they see a bear, you're supposed to freeze. Everybody took off. They just got so scared and me and my one friend's froze and then saw them running and we went to bat. We were like, kind of in between the instinct of what to do. The bear was like where the corner of that room is and just was, it was late September. It was full. Oh yeah. It was going way down to get the last berries, like way down low. And uh, it was, uh, didn't care about us at all. It just, but you realize it

Speaker 5:          01:12:37       like in a split second if this guy decides this is a whole different story, you know what I mean? They can move so fast, so fast. Okay. The biggest brown bear, the world record was bagged by Roy. I like how they say bagged. Just say killed Roy Lindsley in 1950 2:30 12 slash 16. I don't know what that means. A score. Largest scoring. Where's the size of it? I don't know. It doesn't say 30 feet long. They're just scroll down, scroll down. No, it's definitely not 30 feet long. Twelve feet? No, I think. No, they're, they're, they're actually measuring the skull. I think eight cups. I think there may have measuring the skull and then 16. Who knows what that is? Maybe it's the length.

Speaker 3:          01:13:21       Yeah. Just trying to find out what that meant on here. I didn't really see anything.

Speaker 5:          01:13:23       Just just look up how big or how much does the biggest Kodiak bear way? Just Google that says it weighed more than half a ton. Oh, that's a big bag. Says commonly way more than half a time. Yeah. I mean that's just a thousand pounds. Yeah. I hate this website. This website blows, Bro. Ever. I think that's one of them. Hunter websites, right? Is it bears my favorite animal though? Outdoor hub.com. Yeah. See that's like, wow. Oh my God. That can't be real thing. One thousand to 1200 pounds can weigh up to 1500 pounds when conditions are right. That's not real. Look at the size of that head. Oh, that's real. That's real. Yeah. It's perspective though. The guys behind it and he's like hiding out like three feet behind. The barely got killed her so big and I'm is the. That's

Speaker 2:          01:14:12       a heavy rock. Adam. Stick that dire wolf skull. This is what a Dork I am. I recognize that. That's not a dinosaur. Which one? No, it's as mammals. What is that animal? Is that a dire wolf? A look at those teeth. Sun. Ooh. It looks like my dog. Good Lord. Look at those fucking teeth. What is that? A visit page. What the fuck animal is that? It was a parakeet. What does it say? It says the hell pig. Hell pig. Oh hell. Helping. I just found out about this thing a week ago. I never heard of it. A hell click on that motherfucker, please. I'm learning new things. This was apparently like a super predator giant pig, mean fucking huge. There was a um, was an article like really recently, like within the last couple of days on it that I saw online were there were say thank God the hell pig gets extinct or something like that.

Speaker 2:          01:15:05       But it was a fucking huge. It was a huge animal. They haven't seen my family on thanksgiving. Hello Bob. Hello pig. Wow. Facts about the giant killer pigs. Look at the face on that fucking thing. Look at its haunches. It's like a bowl. It's like a bull horse. Facteau horse that fucked a wolf. Yeah, right? Yeah. Like a bull horse wolf thing. Yeah. Face. It was like a tank of a face. Oh God. Let's imagine that thing running at your family. What do you do? He's closer to Hippos and Wales. You Push, you push the smallest one into it and run to devolution. Scares the fuck out of me closest to hippos and whale. We're here. Definitely a good time. A hippo whale thing. That was huge. I mean they were a hippo size too. And I think this was a thing, correct me if I'm wrong, we're this thing live.

Speaker 2:          01:15:59       He lived around people, right? Joe, would you rather live in a world where 2000 pounds with all of nature is being decimated and we're. And we're drilling in national parks and it's really bleak. Like everything's concrete or would you like to live in a time like this where hell pigs are running around and you had to fight for your life the whole time? Depends on what you mean. If I had to live back then with the weapons they had back then because what year is this that this was going down? These were times when did this thing exists? Nineteen to $16. Million years. Okay. So there's no people.

Speaker 2:          01:16:35       No, let's put them in modern day. So if there wasn't an animal back then that was like us, it's past the, um, the big impact that you could on impact. So that's 65 million years ago, so there's. Those are probably like weird monkey people. Back then they didn't have. They probably they were fucked. Let's update it. Let's let's say the EPA is granted all of the things I wanted to be able to do and the place is just crazy with animals, but we have held pigs, pigs in your garbage. See that's where got guards and stuff like that. People are going to be happy that there's people that know how to hunt

Speaker 5:          01:17:12       because if there really are hell pigs and they really do become a problem, look, the only thing that's keeping wolf populations down as hunters and when they don't have that, you know what they do in Alaska, they get an airplanes, they fly over him and they shoot them from the sky. They find the packs, they locate them and they swooped down and shoot at them when they killed too many Caribou or they killed too many moose. What would happen if they didn't do that? They would get overwhelmed. They have massive populations of like they have in Siberia. Siberia. A few years ago they were having these super packs of wolves because it was a particularly horrible winter and it would have like 100 wolf could, would get together so they could take out horses, so they would go into these barns and then imagine you're hanging out in your house and your barn is next door and there's 100 wolves apart, 100 walls, right?

Speaker 2:          01:17:58       So it's okay if we kill a couple of things. You have to. It's survival well if you don't, they're going to get. They're going to get.

Speaker 5:          01:18:05       Or with the Russians in World War One, the Russians and the Germans in World War One. So many of them were killed by wolves, that they had a ceasefire and they decided to kill wolves for real and they went and they went back to killing each other after they figured out how many. They sorted it out and killed a ton of walls

Speaker 2:          01:18:22       and this friend that's coming tomorrow says he can kill him with his hands. He believes he seems incorrect. I think this thing people have this thing in their head and a wolf is like a dog to kill a dog. If he's a giant dude and the, you know, the dog doesn't bite him in the right spot and he can get ahold of it's neck. He might be able to kill a dog. Could kill a dog. I'd bet you might be able to kill some dogs. My lab. Yeah. Which puppy do you have a knife with you when this is going down in Sirhan's? Choke it out. Not Easy. Not Easy. Not Easy to kill an animal with your hands. You suffocate it. Choker hold very hard. It was going to be very hard to do. Yeah. Very hard dog. Yeah, very hard. Have you seen my hands? You have giant hands, like a massive, massive football player, man. Um, if you learn, know Jujitsu and you get it back and you can sync the choke in like a real proper rear naked choke, you might be able to kill it. But I would think you would put it to sleep and then stomp it's head, right? It'd be the move. Yeah. You got to wear boots if you're going dog hunting. Yeah.

Speaker 2:          01:19:21       Well it's, it's like an animal that we've chosen. Again, you know, this is an animal that. This is our animal because they eat them, right? Can't. But if you go to China, they have a whole festival. You know, you can eat dogs just like pigs. Yeah, man. I mean they're supposed to be the smartest pigs. Yeah, you're right. My dog is definitely not as smart as a pig. Dogs and idiot. I love her. She's fun. We just got her. She's great, but a not bright. Do you remember when people were having pigs for pets? Yes. It was like a thing. Yes. Everyone had pop up. Not everyone, but a lot of people. Pop belly pigs. What happened? All those pigs. I bet they're not doing that great old farting in the house. It's a pig barely hanging on. What

Speaker 4:          01:20:08       do they do with those pegs? You're bring them outside and just let them go. What do you do with those pigs? My dog got picked up from Bakersfield. Yeah. A lot of people dump dogs and Bakersfield. Bakersfield. Because it's open and you can just pull off the highway and throw a tennis ball and keep going. It's that terrible. God. People are assholes. They the worst. That's so fun. I really so sad. I could not imagine. I mean sometimes I get mad at my dog, but not to the point of driving it somewhere. You hear those stories about someone checking a bag of puppies out their car window and you're like, wait, what? My dog was a puppy that might've happened. Oh yeah. Just a whole bag of puppies. You couldn't do something else that's just dumb and lazy. You couldn't walk into a shelter and be like, here's some puppies for you.

Speaker 4:          01:20:52       What's worse and dumb and lazy. It's. It's so fucking callous. Yeah. Like how do you not feel? Get a puppy. You don't get excited. Like, oh, well that's how they know you're a psychopath, right? When you're a kid. It was always the kid that would torture animals. They were concerned about that kid. There was a kid in my class who tied a bird up once. No, a cat tight. A cat like spread eagle and went to town on it. Yeah, he went away for awhile that. Well, he was weird. He was doing weird stuff all the time and then they. Then the cat story got around and they're like, all right, someone's got to. Someone's got to do something with. This guy's getting weird because that's a sign that you'll do. You'll hurt human beings. You don't. You're missing an empathy that makes you able to kill things.

Speaker 4:          01:21:37       I don't know if you were around back then, but there was some, someone in life and men want to say like the early two thousands maybe. Maybe like even before that, like maybe late nineties someone was killing cats and Hollywood. Oh really? I don't know if they ever caught the guy really. And by the way, no how I said guy, because I'm sexist and I know that most people that kill cats are fucking guys. Yeah. But this guy was killing cats and cutting them open and like, I'm like, you know, like gutting them and shit. Like really? Yay. Yeah. Like oh my God. Almost like he was doing like science projects on like spreading them open, holding their guts out. Yeah. And people would come outside and they would find their cat not just dead but dead and surgically cut open and pulled apart and oh my God.

Speaker 4:          01:22:22       Yeah. It was scary. That's a guy you want to feed into a wolf. Yeah. Some people were speculating though that they were wrong and that it was really. Coyotes were getting these dogs. Well, you know, what else does that guts cats and leaves them a raccoons. Oh yeah, yeah. My neighbor's cat was killed like a raccoon that way and they don't eat it. They just kill it and gutted it. Will raccoons are predators. Yeah. Record was trying to get into my chickens. There was a raccoon on the other night trying to get at my chicken. Yeah. He wouldn't even fucking leave, man. There was trying to scare him. No, I was trying to scare him. I was like, bitch, you better get the fuck away from here. And he just looked at me and I got closer to him and he got closer to me was like, oh my God, I will fucking get a bow and Arrow and I will kill you if you kill my chickens. You can't

Speaker 5:          01:23:06       because this chickens are like their pets and their pets that live outside. Just fucking guy was hanging around by the cage looking right at the chickens trying to figure out how to get at him. And he'll figure it out to their smart. Will he uh, he'll come back. Oh Man. Yeah. Probably take them out there. Allowed to. How's that work? I would have to check what the laws are. I think if it's on your property, he allowed to kill raccoons. I bet you're not just allowed to just kill him. He said, well, you got to call someone to have them trapped them. Well, first of all, I have to make sure he's in a place where I can actually hit them with an Arrow ethically, like I have to be able to actually make sure there's nothing behind him, you know? I don't want to miss and have an Arrow go through my neighbor's window because I'm playing Robin Hood, my backyard with a fucking.

Speaker 5:          01:23:52       You know what you're doing now? I do, but. But you want to make sure there's nothing behind. So he would have to be in an area of my yard where I would shoot a target or there's like a back wall, you know, so like I have to be somewhere where I could. Yeah. But the arrows you used to go after elk, would it go right through a raccoon? Oh yeah. Oh my God. An Lte. So big. It would go right through. The elks are a thousand pound animal going to be like, what was that? Elk have these huge bones. Man. These arrows just plough right through those bones. Really? Oh yeah. The only thing they have a hard time going through is the really thick, big ones like shoulder bones scapula sometimes give your. Is Not that powerful like ribs. They, they all the time you get what's called a pass through.

