Speaker 1:          00:00:04       Experience.
Speaker 4:          00:39:38       These are the old rules, right? So if the, if it's the old rules and one hands down, uh, then it's illegal, right? He goes, yes, he goes, but I don't feel like it was bearing weight. He goes, you know, he's definitely playing the game. And he definitely was putting his hands down, but I felt like the first time it wasn't bearing weight and that's how I define it. And he's like, and then the second time, uh, it was a legit mistake. The second time was, was definitely illegal, but I felt like he was in the middle of throwing it when it all happened. And I think he's correct in that. So he's the guy that's closest to the action and he's got to make like the most pertinent decision. I also think it's going to be a weird issue with referees that do events that have the new rules.

Speaker 4:          00:40:25       And then do events that have the old rules and it's pretty much universally agreed that the new rules are the way to go. So with the touching and the hands on the mat, it's going to be interesting to see if there's like an interpretation that favors the way the new rules perceive it versus the old rules. Cause that's how her kind of referee that fight. He went with the sort of the, the feeling of the new rules or like what people want out of the new rules, but still within the confines he believes and he knows it better than me of the old rules. Why weren't the new rules adopted for Texas last year? I don't know. You know, I mean I think it's probably different with each organization. They have to make decisions and they decide themselves whether or not they have, I mean it might be a budget issue and maybe they don't have the time to review it.

Speaker 4:          00:41:07       I don't know. It might be a, they disagree, you know, I who knows man. And you know, these athletic commissions can make their own decisions when it comes to that. But as far as like the good of the sport, it would be nice if we all agreed and I think, I don't think the real concern would be whether or not it's bad for the safety of the fighter. I don't think it is because I think it encourages fighting more than an encouraged stall techniques. So if you give someone a stall technique, the ability to put your hands on the ground, you won't get kneed in the face, you're going to take it. Some guys are, in some situations it's going to be a desperado move that if it's there you're going to reach for it. But if it's not there, you won't reach for it.

Speaker 4:          00:41:45       So like it terms of like the actual effectiveness of overall fighting and like the realism of real, of of fighting. It's better to get it out. We don't want it in there because I don't think it really does protect people. I think the people that are going to get need are going to get need. I think what it does is it protects you for that brief moment, but in the decision that you make to do that, like you're making a purely defensive decision, you're putting your hands on the mat, both of them. So this guy can't need you in the face. That's, you know, that's like not a good sign in a fight. Right. You know, you're in a bad position and sometimes you can rebound from a that position, no doubt about it. But it's, I don't think we should reward, I don't think you should have these escape routes where somebody can touch the mat and not yet be able to. It's like I'm on base safe, you know? So I think her was right ultimately, but according to the right, the strict interpretation of the rules, it was an illegal blow. So it was interesting that he made it a no contest.

Speaker 3:          00:42:40       You can sort of get away with that Sorta as leeway. Right.

Speaker 4:          00:42:43       Well, it's, um, you know, it's open to interpretation. I guarantee you the, I haven't read anything online, but I guarantee you it'll be a controversial, I mean it's just a hot button subjects to people to be debating it back and forth and there's going to be people that agree with her is going to be people that disagree with them. But um, you know, ultimately that's the toughest job next to being a fighter. It MMA did get be the guy who has to make those calls and I give them a shit ton of respect, man.

Speaker 3:          00:43:11       I used to be on a baseball umpire, like for little league and that, that was hard and like to think like, man, so much passion. Yeah. It's like a tie in. If I go safe that this side goes crazy, but if I go out, that's side goes crazy and it's so close. And to think that those guys have to make those decisions we do to health and lies that those are fathers and children and brothers and sisters and everything and like that's crazy gig. Yeah. Knowing how many punches and whether the person's just sort of seems like they're out of it or if there's still defending themselves and their whole livelihood. Yeah. Crazy job.

Speaker 4:          00:43:50       Yeah, it is a crazy job, Ben. It's, um, and you have to know a lot about MMA and you have to really understand when a guy's actually in trouble, when you need to step in, you know, you have to have seen a bunch of guys get hit. You got to know when a guy has done and it's subjective and you know, you can make bad calls and sometimes you make bad calls. There's nothing you can do about it. I mean, the early days, big John McCarthy, uh, was refereeing a fight between Matt Lindland and Barolo Bustamante and Marilla booster Montay taps Matt Lindland. And then Lynn Lynn said that you didn't tap. So they restarted the fight and they went back at it again and then Bustamonte tapped them again at later round. So he tapped him twice in the same fight

Speaker 3:          00:44:35       when it happened. And when you were commentating? I believe so. And like, did you see him tap on the video? Do you remember?

Speaker 4:          00:44:42       Trying to remember if I was commentating. It's hard to remember. It's like they all get blurry after a while. I'm pretty sure I was, but man, I might not have been. Now that I think about it, I'll have to go back and listen. But I remember the fight clearly cause I remember I remember going, oh no, it's stood him up and now they're going to make them fight again. I'm like, that's crazy. You already won though. He Won. Like all you got to do is look at the replay and you get see Lindland Tab. And he said, look, he's, if they give him another chance to fight, he's going to take another chance to fight. If he can. Con is way back in the fight and he's going to do it. So he, he said, I didn't tell him because have to go back in there again. That's a ball or move. It's a jump ball or move.

Speaker 3:          00:45:22       I didn't have, I was just moving my hand bag.

Speaker 4:          00:45:25       Well more ball or move his Bustamonte tapping them again is there go really. And then he caught him with the GFC and the second time, but that's happened before. That's happened in fights before we'd guys said they didn't tap when they did. And so because of that people have been forced to like hold submissions and you know, and wait till the referee like literally separates them. But that's also what got people like people are super sensitive about that with knee bars. Like what? Chokes doesn't seem to bother be bliss. Much like people don't get mad if somebody holds onto it. Shows

Speaker 3:          00:45:58       speaking nice. Another thing I thought was really cool, the last thing with the other female fight and the lady's kicks from her back. Oh yeah. Unbelievably effective. Cortney Casey. Yeah, right on the kneecap. Trying to hyper extend those legs. And even from our angle it looked like it was really working. You could see her leg bending back and she didn't want to fuck with that. After awhile. No. In the beginning crowd was going crazy cause the bigger girl dragged her to the middle of the ring by your foot. You know what I mean? It got the crowd into it. But as the fight went on, she was beating the shit out of her from her back with feed. It was very, very, very awesome. Again, like I wish I knew what you guys were talking about over there because over there I'm like, it's interesting because you're sort of watching fight in arena. You're sorta like on an island by yourself when you're not, we need under the headset on and you can't hear you guys. But

Speaker 4:          00:46:58       watching it right in front of you too, you're not really seeing it on the monitor is very much. Right,

Speaker 3:          00:47:02       exactly. So it's all very like, we're just trying to make sure that what you're seeing is real. It's weird not hearing you guys. I hear you guys everywhere else at home on the Internet, on the phone, but you're that close to the action. Yeah, it's habit. It's bizarre. Yeah. So what were you guys, what was that like where you going?

Speaker 4:          00:47:21       Well I was impressed. Well saying that like what she's doing is like kind of next level up kicking like are up kicks were so good and that was making a mistake. I mean, right in front of her. It was Daniel's point and then Aguilar's Niesr are jacked. She kept getting hyper extended and Daniel's saying all the different things she could do to avoid that, but I was just so impressed with Courtney Casey's up kegs. I was like, she's taken up, kicks to the next level and I'm thinking like, man, I bet up kicks here. Just one of those things that if you just practice it, you get really good at it. I bet we haven't really seen the full potential of appkit's. I bet somebody would just be so deadly that you wouldn't even want to get close to them when they're on their, yeah,

Speaker 3:          00:47:57       bad. Right. Imagine that opponent, the one that just lays down as soon as the,

Speaker 4:          00:48:03       just pretend to fall down and fuck you up off their back.

Speaker 3:          00:48:06       Hey, I still feel like Nate Diaz was setting a trap for Conor in that second fight. Those two times

Speaker 4:          00:48:12       that could have very well big, right.

Speaker 3:          00:48:14       Totally see him move. Trying to make it look like that was one of their plans. Make it look like Conor got me on the chin. Like Connor overreact and then did he say that? Did he say that? I never officially heard it. He may have said it in like a post press conference or something, but it felt like a mousetrap to me and I don't even know. I don't even know if he would admit that if, if it, even if he would, because I don't think he'd want to give away strategies.

Speaker 4:          00:48:38       Right, right. Well I think, look, he's got such a giant advantage on the ground. Imagine if Nate Diaz became like a killer wrestler. Like Nate Diaz is like, you know Kevin Randleman back in the day like, shoot, these power doubles and Kevin dudes on the ground like Nate Diaz, his ground game is very high level man. He's super nasty and mixing up strikes with his submissions too. Like what's set up? That's a mission. First of all is the strikes on the feet. He popped Connor and the jaw had them rocks and they got him on the ground. It was busting them up on the ground and then Conner gave up his back trying to escape the mount and he chokes up mean

Speaker 3:          00:49:15       beat him standing up. Yup. That's shot. Connor took was absolute garbage.

Speaker 4:          00:49:21       Oh, he was just, it was really hurt. Yeah. Yeah. He was just trying to hang on. It was just trying to hang on.

Speaker 3:          00:49:27       It's Harvard. Was that right last week? Said that too.

Speaker 4:          00:49:33       Tarver yeah. The guy who was the Alexa. Yeah. He's, you know, he's the, I'm new striking coach for American top team. Oh really? Oh Wow. I did not know that. Or the black zillions. I'm sorry. The black zillions. Sorry. Yeah, he's, the new striking coach was backstage. Man, that's such an offensive thing that I just said. You don't even know blacks don't answer the American top team of a giant, uh, they have a giant rivalry with each other. So that's the point where they had an ultimate fighter where they, the two teams faced off against each other for a whole season. So my apologies to American top team. Black zillions go. Either way. Tarver is a bad motherfucker. Remember when he knocked out Roy Jones. Yeah.

Speaker 3:          00:50:11       Amazing Dude. Anyway, he said that it should be Nate Diaz going up against Floyd Mayweather because Niki as be Conor McGregor and I'm totally on that same wavelength. Reds like, yeah, what are we talking about here? Like I just want to see more of the Diaz brothers overall anything. I guess that's my thing is that,

Speaker 4:          00:50:29       well, I agree that it definitely was still sell a shit ton of money. That's a shit ton of paper views. Rather make a shit ton of money. I mean, I just don't think that Nate Diaz has the international appeal to Connor has, right? Nate Diaz should, Nate Diaz and America as a Goddamn hero and I don't think the UFC is totally aware of what a big star he is.

Speaker 3:          00:50:49       I think so either. I think, I think he's, he could be just three, four, five fights away from me. My Gregory is to Ireland. Yeah, from Mexico. He's American, Bro. I know. Trust me, we're all American, but my point is like, you know, they need that. I think. I think UFC really still needs huge Mexican superstar. I think that they've had them, and I don't mean from Mexico, Mexico, I mean like just Mexico. Does that help people get into it and it's a big part of it? Well, that's one of the champions.

Speaker 4:          00:51:22       One of the things that people are excited about what the IEA Rodriguez, uh, but it just bit off way more than he could chew last night against Frankie Edgar. Frankie just mauled him. Yeah. Like literally Malden.

Speaker 3:          00:51:35       The best defense is a good offense and he just kept going at it. Well,

Speaker 4:          00:51:39       yeah, as a person who's a kicker, like you, you realize when you're, you're kicking and you're standing on one leg, I mean, you're vulnerable. You're just more vulnerable to being taken down by a guy who's an elite MMA wrestler. And when I say MMA wrestler, I mean the guy was used to catching kicks, understands where the kicks are coming, where they're coming from, knows when it's happening. There's no hesitation. Dives on it and takes you down. No, thank you. No, no, thank you. I know I'm good at, I'm good at everything. Okay. Thank you very much. Thank you. Feel like I've been watching Frankie Edgar forever. You have been, I mean he beat Bj Penn for the title Shit. I don't know when it was, but I want to say it was like 2008 or nine maybe. That was a long time ago. Man, he's still in the heat at one 45 I mean he proved with that fight that he is in the heat.

Speaker 3:          00:52:34       He looks great. Afterwards he walked out near us and like it's like didn't even look like he fought that day. Very amazing.

Speaker 4:          00:52:42       Yeah. It just goes to show you how good although really is, you know, cause all of those already beaten them twice. Yeah. The thing is, man, I want to see all doe vs Mcgregor, but it's a hard sell. When someone knocks you out in 13 seconds, it's super hard to say. I got an and you've got to get a second shot at him.

Speaker 3:          00:53:05       I think it goes both ways. I think it makes it hard to get another shot at him and I think it makes it easy to get another shot at them because we know that's like God damn nominally. I know we would all feel silly if, say they did it again and he knocked him out in eight seconds and we're like, are you

Speaker 4:          00:53:22       good? Let me tell you something. He could. Connor could

Speaker 5:          00:53:24       if does that, that we melt down that belt. We melt down the gold into a crown and you cut it on Connor's head and you say you're done. Go enjoy your crown. Done. You're on your, you're now on game of Thrones. You're no longer a fighter. Isn't that an amazing as the land he requested a crown. Yeah. I don't fight for belts anymore. I fight for crowns. I melted my belt into the crown. That's a terrible accident. That's a, I don't do that. That's what the undertaker once did. Even ones melted down the WWF belt into like a, a championship, like a necklace. Didn't really, no, it wasn't actually, I wasn't him. That was like a, the Godfather. That was like a pimp. He was like, he won the ww belt and the had the gold melted down into like a pimps left. Oh my God.

Speaker 5:          00:54:15       Basically fuck yo belt. That's hilarious. My necklace now. I love the storylines like that. Oh yeah. It's wrestling is so campy. It's so silly as my, the thing about wrestling as though, man, when you joke around about it, people get super upset who they supported. Oh, they get upset. They get sort of very happy to. I think it goes both ways. It takes those real more on Nigga upset about it. There's a lot of real morons out there though. Hey, you had me up, said that one time saying that it was not real and we know it's not real. Like that part's not surprising. But you kept saying that like game of Thrones was a real, you're watching a play. You go to see musicals. It might as well be singing. Sometimes they sing on wrestling too. You know Daniel Cormier is a big wrestling fan. Oh yeah. I'm sure he is. He's a silly fellow. Yeah,

Speaker 3:          00:55:22       but there's definitely a lot of that. I mean we talked about this years ago on a podcast where I said, you know, I think more elements of pro wrestling in the UFC would do him justice because it's just makes for entertainment. And since then this, you know, this Irishman has become a big deal, the Diaz brothers and these tough characters. We're starting to just find out more about the characters and that's sort of what I meant. Nothing fake or anything, but just the entertainment part is a big side of the UFC and it's a big side of boxing and it's a big side of the wall of sports. And uh, I think the UFC is like really embracing that and also having a little bit of trouble embracing it, but also embrace it.

Speaker 4:          00:56:02       Well, I think they definitely embrace it, but you also have to respect the hierarchy of championship. Like when the, like the Amanda Nunez Ronda Rousey thing, when they were doing that big promo and they were only featuring Ronda Rousey, I don't know whose decision that was. I'm not going to criticize them. They did their best. They created a very interesting, compelling little peeps that got me fired up about the fight. I fired up about the fight when I saw that. So they did a good job on it, but I don't think they paid nearly enough attention to the danger that is Amanda Nunez. And I think that if they showed that, it would have made it even more compelling as Amanda's a fucking monster. That chick hits hard, she's ferocious, she's nasty on the ground and she knows how to win and she's an attacker. And if they just showed the highlights, man just showed her, beaten up, Misha Tate strangling her. They showed her putting it to people, man, the way she did the Sarah Coffin or not Sarah Copy Sam Mcmahon did. She's a beast. And so they didn't even really concentrate on it and she was the champion. And I was like, well that's silly. I got them all for the showbiz part. But you're missing out on one star here. You're focusing on one on your current star and missing out on an opportunity to highlight a new star,

Speaker 3:          00:57:14       by the way. And that's not even, that's what I'm saying is that that isn't the show. Best Way to do it. The show Biz way to do it is to pump up nooner. Yes. And to show that when like if Vince Mcmahon was running it. I know that sounds crazy, but that's what he would do is since he doesn't know who's going to win, he would pump up Nunez instead of Rhonda. We already know Rhonda. So when Rhonda Beats Nunez, it's like Ron does bad.

Speaker 4:          00:57:39       You didn't know, I had heard that Vince Mcmahon was thinking about buying the UFC when it was for sale. Crazy. That would have been if he took over.

Speaker 3:          00:57:48       He's bought all of his other competition except for boxing throughout history. And I think the UFC is obviously not competition, but I think that uh, I think it would have been interesting to see what he would've done. It would've been interesting to see if he would have let it keep building or if he would've just cut it out and disintegration. Yeah.

Speaker 4:          00:58:06       Well it's also interesting, we'll just see whether or not it's problematic to have a guy from the show Biz side of athletics, which there's no doubt about it. Those pro wrestlers are fucking athletes. Yeah. You can't look at Brock Lesnar and tell him he's not an athlete. You can't look at John Cena. Tell me he's not an athlete. The Rock, all those guys, they're fucking stud athletes. No doubt about it. Yeah. I don't know another gay guy.

Speaker 3:          00:58:27       Yeah, that's mark was the guy that, yeah,

Speaker 4:          00:58:29       like when Bronc Lester did that three 60 flip in the air and landed on his fucking head and still finish the match, like okay, that's if you like Cirque de Solei. Do you think those people are athletes? For sure. This guy, this is a serious athlete. Yeah. But there's also the fact that it's entertainment. So if a guy goes from that side of the business and then it goes to the, the side of the business where it's supposed to be pure sport, which is the pure sport MMA, right. And a sport that has always had a reputation, or at least the whispers of being fixed. You're always hearing about a fixed fight. Like in Japan in particular, you heard about a bunch of fixed fights and there was a recent case where someone in the UFC had an offer to fix a fight but didn't go through with it.

Speaker 4:          00:59:16       But there was evidence, apparently there's a big story about couple of couple weeks ago about the first evidence that someone was attempting to fix a fight. So even though it didn't get fixed, someone had tried to put influence on someone to fix a fight, allegedly. But in pride, we know for a fact it happened. I know that I know firsthand from people that were in fixed fights. I know from people that were told that a fight was going to be fixed for them. So it's, it's not, it's not speculation whether or not there was fights that had been fixed in the past. So to have a guy like Vince McMahon come over and run things, they would have to be a very clear delineation.

Speaker 3:          00:59:55       I think he'd have at least really good ideas. Oh really? No doubt about it. But I know this, the Diaz brothers would be fighting and it would be crazy shit. It'd be Connor versus nick after the neat thing, and it would be, I think you're right. And things like that because it's, he knows that pop, you know what they do is they just listened to the crowd. That's how they write it. It's not like some thing where he's going to stick to some, well sometimes he does. That's why everybody hates that one guy Roman reigns because he just keeps letting him win, which is like for the first time a storyline that we've never even heard of. This is the crowd hates this guy, but they keep letting him win. So now he gets nothing that heat, nothing but booze because we were like, fuck, this guy sucks.

Speaker 3:          01:00:34       Why? We know you're going to let him win. It makes no sense. So he's fucking with us really good. But other than that guy, other than that exception, he listens to the crowd and then like you know, I mean it's just another perfect example. Looking back with a new nose Rhonda thing. Looking at that analogy, he would have focused on the Diaz brothers. Any would have focused on Nate waking up and smoking a joint and going for a run. Like he would embrace that side of that storyline because that is the interesting part. That's what everybody's saying about, you know, the, the Jon Jones for me, I think over the er at that presser is like, I did cocaine all weekend and beat you up with the Diaz brothers have been running triathlons while drinking tequila and smoking joints. Like it's nothing like, they don't even think about that.

Speaker 3:          01:01:23       It's like how we have a cup of coffee in the morning. They literally smoke a joint. I read an in thing, they smoke a joint, but for getting up and going on a 10 mile run the fuck outta here. This guys their hand. I'm also, and that should be embraced. That should be talked about. That should be part of their storyline. That's what I love about them is because by the way, even though I'm not a super athlete, that's sort of how I live. I like smoking pot. I like drinking at night with my friends and I think I still can get my work done and do all that and have fun and be productive. And that's sort of where I connect with those guys and why I liked her. So granted, I'm a comedian, it's more fitting for my lifestyle to be able to smoke pot and drink, but I think that them being able to do all that inspirational and goes to show you that you can have fun and work hard and work hard and have fun.

Speaker 4:          01:02:13       Yeah, they're really unusual too in that most people associate triathletes and you know athletes

Speaker 5:          01:02:20       and we'll likely that you don't think of them as like thugs, you know? But you think of Nick Diaz, you think of it as this bad motherfucker that also happens to run triathletes. He's not like some granola crunch and I can just street dude who knows how to fight and then at the same time he is what? I'll have another one. Me Too. Please. Thank you very much. Thank you. It's funny because like yeah, they're there. They go both ways to where it's like, yeah, that's a thug street dude. If you look at his Instagram, you see him in this like little bicycle outfits. The guys on bicycles, the way Nick Diaz wearing a fucking bicycle helmet get out of here. What? He has a hilarious story about getting in a Bra. In one of those things, people didn't know any better like something happened. He was riding a bike and he wound up getting a fight with this other dude is riding a bike and a couple of dudes at the same time.

Speaker 5:          01:03:10       It takes one Duke down, get some any heel hook fucks his leg up. Some other dude, I've got back on his bike control off, but just they fucked with them. The of the mayor in a bicycle race and you're like, you know what? I'm mad at this guy. I'm going to start a fight with this guy. Hey Man, if you'd want to go looking for fights, you can find them. Here's a lot of people out there that are just looking for a fight. I mean, if I was going to look for a fight, that's where I would look for a bunch of people racing bicycles, right? Boy, did you fuck up and he picked a fight with Nick Diaz. You're like, wait, this dude is a little bicycle shorts. I'm gonna beat his ass. All of a sudden you're like, why is my knee sideways rips? What a fucking, what a crazy move to doing up street fight. He heal hooks. You tears your Nia part.

Speaker 5:          01:03:57       That's what's interesting. You know, and not only that aspect but so many more with those guys. It's like, yeah. And they also look like street fighters that are going to punch you in the face, but they're also great seeing high level black belt. You know, Jujitsu super hardest. Yeah, 100% of the highest degree. So it's like they just, because, and I think that helps and that perception like psychologically like it's like, you know, it makes you think like fuck this con, but you're realizing that there's eloquent beauty coming at you in the art. It's just because they look one way. It's almost a distraction of like, it's almost like a Venus fly trap. How it's like all pretty and it's like, you know, the opposite, but it's like made to, made to bring you in and then it just snaps by using its natural element where I think it's sorta reverse where they sort of make you think they're punks. But they're not. They're smart as fuck and there it's a trap. Yeah. Yeah. It's good point, man. It's like a, you would think that dude's doesn't have that kind of shit. Talking attitude couldn't really fight, but they fight real good and they're real technical and they have crazy endurance and discipline, which is what's really weird about it is how much discipline may have, you know, you would think a guy, when a guy would talk a lot of shared like with something mother fucker stocked

Speaker 2:          01:05:18       and Motherfucker, that's not going to be a guy who run marathons and swim back and forth from Alcatraz, but it is. That's what's crazy about. Thank you so much. Is it okay if your voice is used in the background of a podcast? Is it okay if your voice is in the background of a podcast? We're recording something. Many people are going to us. Is that okay? That's fine. That's okay. Do you have a beautiful accident? It's great. It's very pretty. It's just a comedy podcast and we do, sometimes we do one on a plane on occasion. Yeah. Okay, good. All right, thank you. What's your name again? Yup, Sylvie. So thank you. Silvie listening. Sylvie's our guest for this evening, Ladies and gentlemen. You heard it, Sylvie? A lovely lady with a beautiful accent. They treat you nice up here and first class. Yeah, it's fun. Super Nice. A lot better than being the peasants. Dude, I'm going to take your spoon in your mouth and I'm putting in my coffee. I don't give a fuck. How about that dude? I'm not scared of Shit even embedded in my mouth. But like uh, people will share joints that you won't share a spoon or do you think you're doing bitch,

Speaker 3:          01:06:42       don't be scared with those guys is really wacky and it's big part of their success, man. And another crazy thing is that is how psychologically damming the flatbeds. Oh, yet the way that guy beat you have about it is fucking hilarious. And it's so true. And because of the bed, I'd gotten to think about it a lot more in sort of analyze it a lot more in from different angles than just as I was as an MMA fan before. And really figure out what it is sort of behind it. I mean, not that I know more than anybody, but it's sorta like the guys, if it makes you overcharge, all of a sudden they become a matador and you're the bowl by poking you like that because if you punch another guy in the face that's expected, any of you kick your opponent in the head that's expected, but open hand slapping your opponent like makes people laugh at you and you can hear like laughter in the crowd. It's a different type of roar. Right? Or like that ric flair woo that you hear a lot lately. Like ooh that those types of pop's. I feel like even though you know a lot of those guys talk about tunnel vision and this and that, they can still hear that crowd. They feed off of that energy just like anybody does it alive. Anything and you don't want to get slapped no matter what. You just don't.

Speaker 2:          01:08:05       Randy couture fought two door Tz spanked him, got on top of when we stack them and then we had them stacked. He was spanking him and the crowd was going crazy.

Speaker 5:          01:08:16       Spanked his butt. Oh Man. It's ridiculous.

Speaker 4:          01:08:25       Some ridiculous shit happens in fights. The first time Nick Diaz fought Robbie Lawler, I'll never forget it because I knew about nick, I knew about his fights with Jeremy Jackson, who is this a really talented striker that was on the ultimate fighter, but one of getting in trouble, he was in jail for something. I forget what it is. Uh, it might some bad, like you said, jail for a long time. Um, but anyway, uh, when I first saw nick fight Robbie Lawler, he got into the cage and Robbie Lawler was a phenom back then. You know, it was probably like, he's probably like 20 years old, 21 years old. And Nick just starts going stucked in motherfucker. And Robbie's like, what is this dude said? He said, come on bitch, come on bitch. Come on bitch. And while he's calling a bitch, you could see Robbie Lawler's head. Like, I can't believe this dude is calling me bitch. Like, I can't believe he's telling me a bitch. He's like trying to get you emotional. And he got inside Robbie's head a little bit.

Speaker 5:          01:09:19       Yeah. Oh, he got in a fight. Conor said too, they don't want to show you those clips, nick. Never Fuck Conor.

Speaker 4:          01:09:26       Nick did fight. Conor kind being a lot of trouble next. A different animal. That would be, I was saying that would be a really interesting fight and everybody's like, Nick Diaz is so much bigger. I'm like, look, Nick Diaz fight 155 pounds. Nick Diaz can get to one 70 no problem. Connor fights at one 70

Speaker 5:          01:09:43       yeah. That is the fight. Yeah. Or Nay or Nate. That is the fight. Yeah, the shamrock versus the pop leaf. Yeah. Look, I liked the idea of them coming. That's a good, I liked that dude. I like that marketing. They do look Kimmy knuckles on that shamrock and the pot leaf. That's strong on Dana White. Yeah. They need to hire you and have some great ideas. Would you be interested in trying to turn this ship around? As for loose battleship has taken on some damage. I'd be so little with us. Rhonda gets some water damage. I really, I'm not even kidding. And I, Hey, I would love that. And B, I would actually enjoy it. Like, I mean like we should have a it out at it. We should have a meeting. It's, it was such a fan of both UFC and entertainment, but my brain naturally, yeah, you got to do another fight companion. Yeah. Those are so much fun. I missed those. We haven't had a chance to do one of those and so long for it. It'll be like, I think a lot of guys back when, back in the day when it was just the TV used to want to be on like the late show with David Letterman and stuff tonight. So literally my goal is to do more FYC companions. That's so fun. It's like the coolest thing. Yeah. They're so fun, man. They're the most fun learning some of that flat earth. She Jitsu,

Speaker 4:          01:11:03       they do go off the rails and the booze gets flowing. There's just no doubt about it. I'm both sides. Everybody's side. It's just, people get so crazy when the boos starts, but it's, it's the best way to watch fights cause you're not interrupting anybody. It's not like you're like talking to a lot of shit while you're in the arena and the other people try to enjoy the fight. You're just the comfort of your own little studio there. You're talking shit with your friends and people don't have, like if I did that during commentary, it would be incredibly disrespectful. Like if I wasn't watching the fights when we were talking about Ufo shows or pussy or feet, like a big flood or whatever the fuck we're talking about.

Speaker 3:          01:11:41       Yeah. You keep it on the fights. Even yesterday jre and you're like, let's talk about the fight. That was a crazy moment.

Speaker 4:          01:11:48       Oh, it was nice if you wanted to. Yeah. Jason Knight, crazy motherfucker. You slip a joke. How can I even been on the Joe Rogan experience?

Speaker 3:          01:11:56       Uh, onions have fun. We just did a companion with wrestlemania. Me and my pro wrestling friends. We do a pro wrestling podcasts now. Yeah, we did a companion to Wrestlemania five minutes.

Speaker 4:          01:12:07       We got to do that. You and I have to do one of those. It's going to let me know when there's another big wrestling thing and you and I will do a wrestling companion. Yeah. I'm supposed to do a soccer companion with Ian too.

Speaker 3:          01:12:19       Oh Jesus. Why don't you just do a sleeping companion?

Speaker 4:          01:12:22       No, no, no. We're going to get high as fuck. Then we're going to talk some shit about soccer and you're going with me to see Ian knows all lot about soccer. Oh yeah. Ian Edwards is a real soccer fan. He does a soccer podcast with some other dude. I forget who it is.

Speaker 3:          01:12:38       See, I think soccer's speak. Some people think wrestling snake.

Speaker 4:          01:12:43       Uh, uh, I'm here to tell ya it's real as fuck. They definitely have some fake moments in soccer. I'll tell you that. Like when guys accidentally barely get touched in the face and they fall down like they got shot, there's a lot of bitch shit that goes on in soccer games. I mean when I say bitch shit with all disrespect to the bitches out there, I'll disrespect or respect rather whatever

Speaker 3:          01:13:06       team that got like possessed by demons. That's my team bro.

Speaker 4:          01:13:13       Yeah. I gave them the Santa Maria before I told them we're going to win this shit at all costs.

Speaker 3:          01:13:19       Some scary shit. No,

Speaker 4:          01:13:22       that's when you know someone's retarded. When they believe in demons. Like it's, it's a funny thing. I used to have a bit about this, I need to bring it back. But the bit was that like you could talk about God you want and all you want and nobody freaks out. But if you started talking about the devil, people go what? And the bill was at like, George Bush can go, uh, make God bless our troops in Afghanistan and everybody goes, that's a beautiful sentiment. But if he says we've located the devil, he's in Pakistan, he's in the mountains and we are going to knock him out of existence and evil will end on earth. You'd be like, what? Hold on. Wait a minute. Hold on. The actual devil. Like you found the devil and you're going to go shoot him. Is that what you just said? What the fuck are you talking about?

Speaker 4:          01:14:08       You think there's a real devil? Like if, if, if someone was on TV and they started talking about the will of God, we wouldn't have a problem with it. But if they started talking about the devil having influence on all the events of the world and that we have to repent and we have to realize the Christian way is the only path to see like Whoa, people would go with the fuck are you talking about the devil? Like that's the one aspect of Christianity than in 2017 is super touch and go with the populace. Like that's real fringe stuff. So which shows you like how the religion is sort of evolving in a weird way. It's moving away from the most ridiculous thing to the lease rate. Like the least ridiculous thing is like this university is so big, it's so infinite. What are the likelihood that something is far more powerful than US created it?

Speaker 4:          01:14:53       Probably man, who knows make sense and what if God is love and the love that binds us together and creates everything that is life and other building blocks of life and it's all, it's one infinite plan that's too complex for us to understand. We can call it God. Okay, I'll buy that. I'm a smart guy. I'll buy him a nonsecular or a secular God, but when you start talking about the devil like it actual devil, like an actual demon that is tempting you into doing bad things like, come on bitch, I can't do this with you. Like that's too ridiculous for people today.

Speaker 3:          01:15:26       Totally. It's crazy. That video that you tweeted out a couple of days ago that had the entire history of the universe and 10 minutes

Speaker 5:          01:15:34       isn't that amazing? So amazing. And it just goes to show you how silly religion is because it's like three minutes into the video for 10 seconds. It's just like Jesus is born, he's existed. You worship Jesus. Jesus died and all the other religions too. Yeah, but it was just one small part of such a huge millions of years and hundreds of thousands of gaps of space in between. You know what? I was horrified by in that video how little I knew, but what he was talking about, the empires and the Hawaiian God who, how many you know happened? Wow, okay. That's what happened. Like I really need to like

Speaker 4:          01:16:14       get a comprehensive, some sort of a book that will give me like a great world history. That's something that's easy to follow or you know what I need to do, man, I need to listen to Dan Carlin more listen to hardcore history. Yeah, but see, there's just some, there's so much history. I mean if you go back thousands of years like Mesopotamia to today, how many different things you have to be aware of how many different events

