Speaker 1:          00:00:01       Hmm. Hmm. Hmm. Hmm. Hmm. Hello
Speaker 3:          00:37:13       I'm like, bitch, what's your diet? You ain't got a balanced diet that they're just doing that because they don't get money out of there, out of the vitamins. No, no. They don't have. It's not feel like reading up on the new stuff, but they haven't. They haven't decided to pursue it. That's all it is. I mean, and if they did pursue it, they'd realize it's a fucking bottomless pit of information from essential fatty acids to different kinds of proteins and absorption of plant based proteins versus animal based proteins. What's the benefit of grass fed beef over regular B? It's a fucking endless stream of, yeah, I mean if you follow someone like Dr Rhonda Patrick, you realize really quickly that she is in the heart of this shit 24 hours a day, seven days a week and she's still learning things net. It never ends. It never ends.

Speaker 3:          00:37:54       I mean we, we, and also it varies. What's good for you is not necessarily good for me. Your Diet might not be as effective as my Diomede elk cause that bad. That's good. That's good for everybody. It is alk all day. Turn you into a fucking savage. I'll give you this fucking elk. Give you some, I got it. I got some waiting for fanny pack and some Goddamn alk. That's what kind of a cooking set up do you have at your place? I just have just a stove with frying pan, like cast iron frying pan. I do. I have to know how to cook. You could cook. I'm all right. Decent. Okay. I'm decent. I'll hook you up with some elk sausage. We'll start with that. I'll give you a recipe how to cook it correctly. Do you have a thermometer? Um, I'm really into, I'm really into, um, big foot porn. Can you not say

Speaker 2:          00:38:36       elk sausage in front of me? Yeah. Um, I don't have a meat thermometer. No. Well that's good for elk sausage. It's fine. And you'll, you'll get a sense of when it's going to leave. You want want line me? Y, Y, y n cause I didn't get to a quick, when you're talking about choke sausage, Bro, I'm sorry I'm insulting or no, it's just big foot dick elk sausage. I don't know why I wouldn't draw those two. I wouldn't pull those together. Why you wouldn't, yeah. Why W why would I not have one of them as a undulate? The other one is a legendary primate. Oh my God.

Speaker 2:          00:39:09       You're ever really getting stuck in semantics here. Listen, you're the one who cracked the joke. Let me just make some fucking jokes. I just got accused of doing a therapy session and now I'm telling jokes, I'm feeling triggered. Are you feeling judged? No. No, but I'm, I'm not feeling judged, but everybody that I know that has had those wild drunken days, it has come out on the other sides. There's something like nostalgic about it. Like you look back and you go, Huh, I made it through that. Have you been to an AA meeting? You can't. It's like the good old times and AA or I always felt like people were either telling these stories that were so insane. I was like, I'm not an alcoholic. Or they were like, I was like, let's put Shit, you know, get outta here. You don't even cool enough to be here.

Speaker 2:          00:39:54       Like celebrity rehab. Right. Did you ever watch that show? One of the best parts about it was Eric Roberts. Julia Roberts brothers has been a bunch of movies. He, uh, was there for weed addiction. Yeah. And everybody else was having the fucking d dts or on the floor in the fetal position shaking. He's reading the paper [inaudible] Shit. Cause on a treadmill, it's so ridiculous. Like some people, you know their stories are a joke. I did quit smoking weed and it did make things a lot easier, like laundry, just little things. I was like, oh that was maybe making things. I would always smoke weed before I cleaned my apartment and I was like seven years to get my apartment. Glenn. Yeah, it can get distracting. It doesn't, it does not affect me. Well yeah. Well when I do things like if I want to clean my office, I just have like a thing, like this is what we're doing now.

Speaker 2:          00:40:42       And I had her all, even listening to music is not good. I find that I used to listen to podcasts while I clean my office, but then I find that I would be like pausing and listening to a particular part and then I'd want to rewind it. I'm like, Oh, I'm fucking with myself here. I'm distracting myself. And then that's a weird defense mechanism too. Cause I do that all the time too. I'm always multitasking and I always have to be doing three things at once. It's like why? Cause it's gonna make me, I'm gonna slow down so much. I might have to like deal with them. Yeah. So like writing to like sometimes I write listening to music, but most of the time it's better without music. With lyrics. Yeah. Yeah. Sometimes lyrics and sometimes foreign music I like foreign music is, I don't know what they're saying.

Speaker 2:          00:41:20       What kind Brazilian. Oh. Like a lot of Brazilian music. I look a lot of Spanish music, Bollywood or what? I listen to some of that dollar men day. Do you know dollar Bandanas? No, you don't. No dollar now. Oh he's amazing. It's really cool. I just listened to, I listened to a lot of Elton John. That's what I'm into right now. That's why I like to wear all my crazy things too. Like to Elton John. That shit put you some dollar Mindy here. Play it on my phone. She didn't. We get banned 100%. 100%. Why it's gotten before. Even if we have, cause you can't, how do you spell his name? D a. There it is. Dollar Mindy. Um, what does this say? The song is not currently available in your country or region. Oh my God, I love it. And now I'm really into it and I want that shit. What is that? Oh, here it goes. [inaudible]

Speaker 2:          00:42:15       we can't hear. We can't hear. We can't hear. We can't hear. That's actually a woman getting fucked by big firm. The Guy Yelling. Yes. Wow. Okay. Welcome to the wonderful world of the Internet. Um, anyway, I like dollar Mindy. It sounds cool, but this is named dollar d a. H. Hold on. I would like to better if it was like the [inaudible] l. E r m e. H. N. D. I, but I think he got arrested for human trafficking. But can you still like his work? That's a problem. Like I was at a Dave Chappelle and I did some shows the other day, DJ and the DJ was playing all this, uh, Michael Jackson music and uh, he is so good. Yeah, he's great. Go. He's a fucking pedophile. Allegedly. Most likely. Yeah, pretty. Probably. Definitely did something wrong. Yeah. Even though it's still fucking great. Yeah. But also he's dead. Yeah. So what if you don't listen to his music, you're punishing?

Speaker 2:          00:43:19       What are you punishing? Okay. The man's dead bright. But even if he wasn't dead, like if Ted Bundy had some great poetry, would you want to read it? Would you enjoy it? Um, no. I don't create it. Probably not. Yeah, I mean, I don't know. I really don't know what Michael Jackson did. I don't know. And I don't think anybody does other than the snow. He did it too, but there's a lot of fucking weirdness to it for sure. Yeah. Hands with little boys. And I know it's really uncomfortable, just like inappropriate boundaries. And that's enough to like Molesta Kit. Honestly, just having that inappropriate listen blurred thing between kids and grownups. That's not good. Yeah. You hold hands with your nieces and nephews and that makes sense. Your children, that makes sense. But if you're a 55 year old man and you're holding hands with 11 year old boy in Dubai, yeah, that's where I gotta get. I gotta get suspicious. I got a question whether I'm going to enjoy this song that I'm enjoying right now. I want to be. It's done. It's done. It's done. It's so good. I was listening to the music. I was like, God damn, this guy was amazing. Yeah. So except there's no way he wasn't molested. I mean, it doesn't, he seem so molested. Well, um, in the interest of being beaten a fucking dead horse.

Speaker 3:          00:44:32       I have talked about this many times in the podcast where I think that he was a cast trato, which is someone who was castrated when he was very young to preserve his high pitched voice. Then his doctor, the same doctor that killed him, came out later. This is long after I'd predicted this and said that he was chemically castrated to preserve his voice. So he, he confirmed what I was saying. Now whether this doctor's telling the truth is castration. Are you not able to get a boner? I don't believe so. Um, oh my God. So he maybe was him less than them, but he was just, he could have been just being weird with them. I don't know who, maybe didn't do anything with them. Maybe he just wanted to be a child. Maybe his childhood was stripped from him because he was famous from the time he was five fucking years old and his father did something to definitely was a weird life.

Speaker 3:          00:45:18       According to the doctor, his d, His father did did something to him, like chemical castration is what they do. That pedophiles, they'll do it to pedophiles so that they can never get erections. And it basically stops your body's production of testosterone and kills your testes. And they do it with some, some chemical injection. And apparently according to the doctor, that's what they did to Michael Jackson, which you think about his voice. It makes sense because his voice was insane. It was so high pitched. And if you listen to like ca Strados, those a, there's, there's only a few recordings of actual Chris throttles. But it was a common practice. Not Common. Most everybody did it, but it was a practice that was done to young boys to preserve their high pitched voice where they're at fucking cast rate and what a word, horrible cause strata. But they did it. I mean, people would let their children get their balls chopped off, can sing good, and they would, you know, it'd be very valuable too. How long ago was that? Well, there's a recording, so the recording, I don't think they had recordings until like the late 18 hundreds I don't believe when there was a lot of dance dancing last one 1922 1922 is the last Castrato recording. And how old was that dude? So he's probably born in the 18 hundreds or something died in that same year. So that's, but it's, he died. Never nothing but always. Yeah.

Speaker 3:          00:46:50       Have you ever heard the voice of an angel and the, we can't play that either, right? No. You should listen to it though. We'll, I'll play it upsetting. It's upsetting. It is upsetting. It's haunting. Yeah, you can. Yeah, you can enjoy that. Yeah. I played it for a friend of mine the other night and he was like, what? And I was like, look, you got to listen to this. And I played, he's like, is that fucking real? And he's like, it sounds like like someone who like did something to somebody and you're like, oh, maybe people show jerk off to it to like an honor of the man was 63 when he died in 1922 he was born in 1958 and those recordings, 1851 and 1902 to 1904 so that makes them forties he was in his forties when you say Lord knows you said 1958 you mean he was born

Speaker 4:          00:47:30       in 1858 and 58 when he was born, I'm sorry. Yeah. And died in 1922 wow. Yeah, that's the whole thing's dark. The look you gave me during my circle jerk idea was [inaudible] we'll look, I'll you, you gave me a come on bitch circle jerk for the, I was saying it to [inaudible] he couldn't come. Look, you're projecting. Listen, I know this is uncomfortable for you and you're nervous to be here, but I'm your friend and I love you and I want you to be happy. I'm not looking at trip. Come up the king. You know I love you. I know. I love you too. Thank you so much for having me. I really do appreciate it. I am trying to be chill. It's just like a cool weirded out by this, by being here. I'm not weirded out. I'm trying to be in the moment. I like to be funny impulsively like it's my impulse to always like tell jokes and stuff and this is a more like chill, less jokey.

Speaker 4:          00:48:22       You could be jokey now there's pressure to be joking. You're overthinking this shit. Too much overthinking anything. I'm being chill in normal. Everyone. Two Cups of coffee, cups of coffee. One's calling me a con. What is a one of them? One of them is cave man. What's the other one? This is caveman and this is a cunt mug. I got it from my dad and I got one for myself to got it for your dad. He has a joke. Well, my dad and I, it also looks like it says aunt. We one time, uh, we went to, we were at the post office. My Dad's very funny. He reminds me of caddy. Daddy actually the, Oh, really? Held down against thing. By the way, that fucking thing is hilarious that you guys are doing. It's fun. Yeah. We recorded one and then, uh, it just wasn't funny.

Speaker 4:          00:49:08       It wasn't, we'd have to rethink it. Don't want to put out, we don't want to disappoint with Capitol one. You did do the one you did put it out was hilarious. Yeah, that was fun. Yeah. He's so funny. He's hilarious. But, um, so my dad and I were at the post office and mailing something out and I was taking a while to mail something out and just were just jokingly antagonistic. You know, my dad's like, come on. I was like, Dad, leave me alone. I'm not done. You know, we're just joking with each other. Right. And this old woman who's been observing, she goes to leave and then she just pivots before she leaves and turns around. She goes, she goes, you know what young lady, you're a real itch, itch, itch. And my dad goes, I think he mean an end, which is fucking one of our best stories.

Speaker 4:          00:49:50       My Daddy's funny. So she doesn't realize, you're just joking around. She didn't get, we were just joking. She was like, Oh, you're being sewn. And it's like, did you tell her, Hey, this is my dad. We're just joking around. My Dad said she's an aunt and we laughed. So I think she got up. Yeah. Well she was leaving when he said, yeah, we just worked with like crying. And the fact that someone really needs to stump you and put you in your place. Yeah. It's just so silly, but it's like she was old. What does she know? Ah, I'm sure. I'm just going to try really hard to not be one of those old people. What do you think you're going to be like as an old lady? I'm going to peak. I'm excited. Well, I'm trying really hard to, I'm trying really hard to be in the moment and appreciate each new age and not get anything in my face or anything like that.

Speaker 4:          00:50:31       And just sitting in your face while, you know, except come shots obviously. No, I'm in like a, you know? Oh you, I don't, yeah, I'll try not to do anything too crazy. It's just, it's fighting an inevitable thing. And I think it's a gift to age. You know, we get to be different every day. My mom was a, she worked at, uh, this organization called Gray Panthers, which can cause for old people, old people that like to fuck. I mean, I'm sure they like to fuck. But Maggie Kuhn, Maggie coon was the woman's name, which I know there's a little bit of a parallel between gray panthers, Black Panthers, her last name is [inaudible], but it was spelled differently. Um, but so she was this, it was in Philadelphia and she was, uh, she liked [inaudible] was 90, maybe 89, but we used to hang out with her all the time.

Speaker 4:          00:51:17       And she had dated, famously dated like a 40 year old, I think in her eighties or something hollow. So I think she was fucking pegging him. She might've been pegging him. I don't know if she could peg at that point. She had a lot of hats and a lot of cats down. He could peg. Oh, he can peg himself. Remember Elizabeth Taylor? It was like she married a series of gay guys before she died. Oh yeah. Yeah. That happens really pretty old ladies that you know, they just want a man to tell them they're beautiful. I've been just showered with compliments by gay men. Yeah. I think they go through menopause too and they probably give up on the idea of sex. They just want pretty men around them. Yeah. I mean not that her gays were that pretty. I've had prettier gays. I've definitely been the law. I've been the last post for a couple guys.

Speaker 4:          00:52:02       The last post before gay. Yeah. Where I'm like, and then one guy had got married and shit. I was sure he was. I sure I was sure it was his last. Listen, just because you got married doesn't mean he's not good. Yeah, that's a good point. I know. Did he guys would read gay men would reach out to him. They would try to touch him and he's always wearing a suit. We lived in Santa Fe. I'm like, where am I going to suit? Like slap their hands. I'm like, not until he comes out here. I knew. I mean I was like, there's no way. He used to always want to have like threesomes with other guys. Like there was always, I remember we invited my one friend and we were just drinking so much. We call it a, we called Jack Daniels o j so we didn't feel weird and more like past the OJ, we're just like fucking shit faced all the time.

Speaker 4:          00:52:39       Shuggie [inaudible] went to this college, what? My college and I'm going out of business, just this little school in Santa Fe just hammered. And uh, my friend who I worked at a restaurant with a guy friend, he wanted to hug, hook up with me and he's like sweet. So he like hops into bed with us and then he leaves the next day. He's like, he kept looking me in the eye and he kept looking at me. He kept trying to make eye contact with me. So he was bone in you and you, your boyfriend was like, I don't know if he ended up owning me. I think he would just, he hopped in the hopped out pretty quick. What does that mean? Cause he got freaked out cause he kept looking at him. I don't know if it actually, I mean we were in full black lights at that point.

Speaker 4:          00:53:16       I don't remember. I really feel like I'm five years younger than I am because I just blacked out five years. You should write about those days. I don't know. This book, there were so many. I have so many crazy stories and it's funny because I always thought everyone else had them. I really thought everyone else had this crate. I'm like, you didn't steal cars when you were little. Like you didn't do all these things that never happened to you. Have you thought about writing a book? Yeah, but that'd be, it's also a great glide comedy writing act. Yeah, I know. I want to tell these stories on stage to the more flashing. The changing was, I mean there's just been so many. I drew some pictures I draw too, so I've been drawn in a while, but I drew like a coloring book once that I never followed through with, but it was a lesson from a Chubby alcoholic and it was just different, like true scenes from my drinking days.

Speaker 4:          00:54:02       Just fucking crazy. This shit I did. So how did you stop? I will tell you, that actually brings me back to Tate. So I moved to New York. I wanted to do standup so bad. I'd just done that one thing at the cowgirl in Santa Fe and I liked it. I really, I was nervous and I don't remember. I'm sure it was like all abortion jokes. I don't really remember. But then I do remember my first set after that. Um, I remember all the beginning ones. So the first one was when I got to New York, I moved to New York to do standup. I crashed my scooter, so I wanted to move to la. I had met people out in La and I thought that was where I wanted to go. But because I kept drinking and driving, I was like, oh, I have a drinking and driving problem.

Speaker 4:          00:54:39       I have to go somewhere where I can't drive. So I moved to New York, thank God, because I think I really, I think it helped me really push and get really strong before I came out here. So I moved to New York. I wanted to do standup. I was just drinking, I was partying. I have so many friends I just met on benders, like random shit. I was just doing insane things, day drinking, just way more drunk than everyone else. My, I left my drinking buddies in Santa Fe and everyone else was kind of like, what are you up to? So I was staying on my friend's couch and I wanted to do stand up. And so finally she was like, look, um, let's just go to an open mic. I'll go with you. And I was like, all right. So I got all my jokes ready. We go to an open Mike.

Speaker 4:          00:55:18       Um, I go up, I dropped my setlist and then I completely black out. I'm so nervous. I'm like in this basement at this place called cake shop. Um, my friend Caper lamp was the host of it or was she the host yet? I don't know. Anyway, I got up on stage and completely bombed. Just started yelling at everyone. I just started yelling at all of these comics like, fuck you. He pieces a shit. Like I don't know what happened. And then I sat down at the bar and I'd already quit Jaeger. Jaeger was the first thing I quit. So I was sitting at the bar and some guy came up, this comic who I did not like or think was funny or want anything to do with, and he kept buying me drinks. He was buying me shots of Yeager and I was like, look man, I'm like struggling with drinking.

Speaker 4:          00:55:58       I really like, I can't really say no to a drink, but please stop buying them from me. And he just kept buying them like I just was, you know, I wasn't going to stop. And so he kept buying them. And then so then I ended up waking up on his air mattress. Is that for my first [inaudible], waking up his air mattress fully clothed. That didn't fuck him or anything. Just like trap somewhere in Bushwick. It was snowing. I was like, where am I? What am I doing? I looked around his apartment. I'm like, all I want to do is be a comedian. I was so sure that's what I wanted to do. I was spending all this time drinking, getting fucked out. Second set. This was my second. Yeah. This was what I had moved to New York was my first one in New York. What made you so sure that you wanted to be a comedian?

Speaker 4:          00:56:35       I just never wanted to do anything else. And when I think, but you only had one set at a karaoke bar and then the second set where you screamed and told everybody to fuck off. What was it that made you think that you could do it? Um, I just, I don't know. I just never wanted to do anything else. I just didn't have another, there was no other plan. I had been a special ed teacher. I had done a Gogo dance. I'd worked at the bars, I'd done all that stuff. I just never, I just always, I just felt like if I could do it, I could do it. I mean, I guess it's that little bit of that delusion and that, but I just, I never, but I knew that I wouldn't be able to do, I knew there were obstacles in my way and I knew that drinking was one of them.

Speaker 4:          00:57:10       I had talked to a comic before, uh, that sat at the open mic and he had said, just try not to, his advice to me was try not to hook up with the, with the guys that open my ex because you're gonna get a reputation when you're just trying to be respected. So he had said that to me. I think it was great advice because it's also, there is no time for that. This was my whole hustle also. What are the odds that person's going to fall through a few fall through and become a comic? What are the odds that they are? Yeah, you might get hitched up to some fucking loser. Yeah. You definitely don't want to get hit shot. But it also was, I needed to put all my energy. I was in an m s barely in a place now to be in a relationship. So it's like, this was 11 years ago.

Speaker 4:          00:57:45       So I, um, I, I, when I woke up on that guys air mattress, I was like, fuck. Like I already broke the thing that I wanted to do and I was already, you know, from all my, like weird sexual assault stuff when I was younger. I just didn't have a good relationship with sex. Drinking, didn't help with it, you know, everything was just out of control and all, and I had this thing now this like precious thing that I want so bad. So, you know, crashing my scooter, almost dying all that shit. Nah, it wasn't enough, but stand up really was, that's what I wanted. So I went to my friend's house and I called Tate, I just called [inaudible]. I was like, I got to, I just want to do this and I want to quit drinking. And so he told me to go to meetings and just cha try it out.

Speaker 4:          00:58:30       Do you remember your first meeting? Yeah, I went to one, I think it was the lower east side and the guy sharing was talking about, he's like, I always knew I had a problem because I, I, when I was two, I took all of the Tylenol and I was like, what are you talking about? Any kid with a childproof thing is just gonna eat the pills. I remember kind of judging him and being like, whatever. But it was good to have that community then because I needed to detach myself from like the partiers and all that lifestyle. So I did go to, I did 1998 at a meeting every day for 90 days and then I never went back. Some people actually learn how to do stand up from those meetings. There was a gun, I mean, not a bomb. There was a guy named Dave Fitzgerald who was a really funny comedian back in Boston and um, he learned how to do stand up from making hilarious stories out of his drunk days cause he, he was a fucking raging alcohol. The same thing, just quit and then started

Speaker 2:          00:59:22       doing, stand up and literally learned how to do a family meeting. Cause he would tell these crazy stories about being blacked out, drunk and fucked up and being at gun fights, you know, high speed chases and all this nuts had alcohol to shed. Crazy stuff goes down. Yeah. But those guys, many of them learn how to do stand up. You're standing up in front of an audience. I was brought up Quaker too, so our church was, you stand up and speak and everyone just sits there in silence and watches it. Yeah. What's that like? Which one's Quaker? That's the oats box. [inaudible] box. Everyone's like gets a confused with Amish, which has nothing to do with Amish. The difference. It's just a very chill Christianity. So it's, those are the pilgrims. The fist. Quakers. No, I don't think they were. They were, um, when do Quakers and start, I don't ask sophists.

Speaker 2:          01:00:04       They're, they're pacifists. They believe that God's in the form of an inner light that's in everyone and everything. So why would you fight? I mean I agree with that just from hallucinogen and shit too. But, um, it's something I struggle with. Like I have to look back at, you know, childhood predators and I'm like, can I, I have to forgive these people because they are from the same light. I guess. What is the, what's the wacky thing Quakers? Quakers are, well, it's just very, it's just, you sit in silence. So the churches, there's two types. There's programmed and unprogrammed I was unprogrammed, which is the super chill one. There's no bible talk. There's no preacher. There's nothing. You just sit in benches facing each other. My meeting house had these old creaky explain. What are you talking about? So it's like a, it's a meeting house that you meet up with the onset on Sundays.

Speaker 2:          01:00:47       Yeah. You look down at your hands, you don't really look at each other, but you, you sit, there's facing benches and then there's, you know, benches here. So you are kind of all looking at it. You're facing each other. And what do you do? You sit in silence and then if you feel moved to speak, it's supposed to be God speaking to you, but if you just feel moved to speak at all, you just stand up and you say whatever you want. Wow. And so you don't reading scripture. I mean, some people, every once in a while someone would do that. Growing up, I went to a Quaker school too, and we were little kids. We used to have to sit in silence for like 45 minutes, which was impossible. It's such bad 80 dude. It was insane. I would wear shirts that had like things on it.

Speaker 2:          01:01:21       I could play with. Like I had a shirt with a phone and it had like a cord and I would just wear it and I would set alarms and set on my alarm so it wouldn't go off. I just had to be doing stuff. It was crazy. You're just so little and you're just sitting there. So bored. Little incense, so bored, you know? And what's the first thing they do? They try to medicate them because they're so bored. Well, I got medicated to Ritalin and stuff. Oh No. But when I was older, I don't feel like it affected me. They put me on antidepressants a little bit, but I was pretty good at being like, I don't want to do these things. Don't feel like it affected you to be why stolen. But I didn't take it for that long. How long did it take it for? I Dunno. I don't think I took it for that. Allie Makowski Duh. She was talking about it last night. I love her. Love her too. She was telling us about how that same shit happened to her when she was kid. Yeah. Bouncing off the walls and the Medicaid you, yeah. It's so, it is interesting cause it is. I can only imagine what it's like to be a parent. You just, there's all this information coming at you and you're

Speaker 4:          01:02:20       dealing with your own shit. And a lot of people didn't go through their healing process or anything to, it's, it must be so hard to be a parent. It's just gotta be crazy. I think about it. I never wanted to have a kid until I did some hallucinogens and then I was like, maybe I want to have a kid. You'd be a great mom. Yeah, I think I would, but I'm just dealing with all my heel. I'm dealing with all my, I just want to make sure I'm not in a place. I was very angry in the past and it's something that I work on a lot. I just wouldn't want to redo patterns and stuff like that. But I do think because I've had, I had such traumatic stuff, I think I would be, I think I could protect my kids in a good way.

Speaker 4:          01:02:53       And Quakers are allowed to medicate their kids. It's part of the doctrine. Yeah, you can, there's no dye. I mean it's pretty loose. It's like you can do whatever you want. There was one guy that wore his like Jewish stuff to a meeting. Uh, well I went to meeting after the election. I want a little bit. I was like, maybe I want to go back to the church. The Quaker church. Yeah. I just feel doesn't 16 yeah. Cause I just was, it just triggered a lot of things in me and, and uh, I went real crazy for a second. I just had a lot of trauma that I wasn't dealing when Trump won. It wasn't, this is embarrassing. Okay. I was hanging out with a lot of, anyway, what happened? I just got really like, I got really mad. I don't know, I got really mad.

Speaker 4:          01:03:29       I just wasn't, I wasn't um, dealing with stuff and it just kind of pushed all this stuff forward for me. And also, what do you mean? But just like some sexual assault stuff just came up. Like I think a lot of people that were angry and were marching around and stuff were, had some personal triggers that had happened for them because of like the grab them by the Pussy and then you read it and then I read up on it and it's not what it seems. And I don't know, I just, I, you know, there was a lot of hysteria and it just trigger, it just triggered a lot of my shit. But I'm glad it did because it helped me get through a lot of stuff. And I definitely, I think have a different view on those things now. And I, you know, I was running around so mad at who I'm like, who am I mad at?

Speaker 4:          01:04:16       I did a lot of, like, when it first happened, I was like, fuck man, I did that for about three months. Thank God I got out of that. But really angry and just projecting and pissed and all this stuff. And it's like, there's a few, there's a few men, I'm at it right. There's a few, I'm certainly not mad at men, but there are a few from your past. Yeah. You know, and that was something I had to deal with and I had to learn to compartmentalize that and not make it this broad thing. I hate when people do that. So upsetting the drinking days, the drinking days, and from my childhood, you know, I had, I had some fucked up, shit happened. But you know, it, it's, you can't, it's just important to, for me to not blame a large group of people that have nothing to do with my trauma. And it's also when I get triggered, what I needed to learn was that's my responsibility to handle my trigger. And I can't just be running around like this, like unsheathed sword. I mean, I can, I'm going to cut everyone around me. You're the thing that people do when they blame everyone that's part of that group. You know, it's so common and it's so, you remember, uh, there

Speaker 2:          01:05:18       was a real problem a few months back where Liam Neeson, uh, was talking about one of his friends that had gotten something that happened where, uh, a black, I had done something murdered. One of his friends are raped, one of his friends, something awful. I think it was great. And so he would go out at night with a bat looking for a black guy to start trouble. And he talked about, and everybody was furious at him and he's saying, look, look, I didn't do anything and I was in a terrible state of mind. I'm just being honest about this. I'm not proud of this. It was one of the most embarrassing and darkest moments of my life, but I did it right. And not letting people express those things and talk about it and say a wet cause. I am embarrassed that I got so man hideous. I mean it's, you know, there's a couple of podcasts I did where I was like, fuck man.

Speaker 2:          01:06:04       You know, and I, that hurts people. I hurt people by saying that. Well, I mean it's still whatever. No, but people have lashed out at me for stuff like that, but it's like I don't fucking, I don't have the capacity to hate an entire group of people. And I certainly, like I have brothers, I have my dad. I don't, don't use any of this. Sometimes you say things and that's not really what you mean. Yeah. And then expressing anger of course. And then I think right now what's going on? And I've checked out of a lot of stuff. I don't pay attention to a lot of things anymore cause it was just like the news you mean? Yeah. It's just like not, it's not real. I don't read Twitter. I don't, I just don't do it. It's like I got to focus on what I can do and how I can feel good and how I can, I just want to make people laugh, have a good time, make people feel good.

Speaker 2:          01:06:46       I want to feel good. It's like I can't do that if I'm in this constant state of taking in all this information that's just pushing my buttons, pushing my buttons. Well, yeah, some of it's not going to be, but someone certainly is. And you, if you're not controlling the, like you have a mental diet too. And that's something that people don't think of all the time. You know? I don't remember who, who described it that way, but it's the best way of describing it. You have a physical diet and if you have a poor physical diet, your body's sick. But if you have a poor mental diet, your mind is sick. Yeah, you're taking a nonsense all the time and fights. You know, I had Bernie Sanders on yesterday and that guy who was running for something, my dad. Yeah, a little bit cool. Um, and uh, I briefly looked into the comments of uh, one of the posts and so many fucking people are so God damn toxic.

Speaker 2:          01:07:37       Yup. They're just battling it out left and right and misrepresenting his position and misrep someone was calling me and all right. White supremacists. White nationalists. Like what in the fuck. That's so high scent. I am at tee shirt. So this has, someone said that I had someone, what is this storm front or something like that? What does that white supremacist page storm in front of something they said I had the founder of Stormfront and my potluck. The fuck are you talking about? You're just making it up properly? No proud of those guys. I had Gavin McGiven Gavin who is the founder of the proud boys. I had him on before, but I had him on before. There was a proud boys. I didn't

Speaker 3:          01:08:16       even know what the fuck. Why can't you talk to him? I asked him about it and I was critical. I was criticizing him. I was like, you can't just claim you're going to have violence with people. It's so fucking dumb. And then all the proud boys, shit that happened with violence came far after that. But people were like blaming me for having him on. I don't even know what the fuck it is. He's the Co founder of Vice. That's what I knew. It just, it's also interesting. Don't you want to hear the other side? Like don't want to hear everyone's opinions and everyone's thoughts when you want to try to understand and come to a common ground. Don't you want to realize like I'm not religious really or anything, but it's like we are all God's children. Like there's missing this whole thing. It's this fight against each other.

Speaker 3:          01:08:55       Yes. But no. Okay. The problem is there's a lot of these people that do go on shows and try to reinvent themselves disingenuous way, and they try to whitewash what they're doing and whitewash their past. And to that point, I mean the idea is that you're helping them recruit people. Before he was on my podcast though there was no record, there was no people for him to recruit to is that people need to understand like he wasn't, there was nothing like I had a mom because he was this guy who was funny and he used to do a lot of interesting videos. He fucked up when he started that group and he fucked up when he was calling for violence and telling people to choke a bitch and punch people and grab these people. And he was doing it in response to the violence that Antifa was, was pushing on right-wing people that would have these meetings and they would show up.

Speaker 3:          01:09:45       Yeah. Doing like this all clown mirror back at them. It's all crazy area was all poorly thought out. But the idea that that makes you a white nationalist cause you talk to, you talk to them. Yeah. It's so fucking stupid. But it's like this is the world we live in and everything's so polarized. It's like your left or right. You're black or white, you're one or zero. It's like there's no gray area with the August freeze. You and the one moment that you said the thing and then there's no before or after, there's no growth, there's nothing. It's like, yeah, fucking out. Yeah. They just look for this quote trap and just that's it. You said that you said that. I'm like no Mike, I clarified, I expanded, I took it back. I revisited it like there's a lot of things that people do when you talk or you just, you know, you say things like, you say things like you don't even know what the fuck you're going to say when you're saying it and then you go, that doesn't make sense.

Speaker 3:          01:10:36       Then you re re clarify and when you're talking a long foreign conversation and like this in a podcast and someone wants to take a snippet out of it and I just decided that's who you are. It's nuts. It doesn't make any sense. And it's, this is the world we're living in today. Everybody wants to paint everyone as toxic. Yeah. Everyone that you want to paint. So many people, I should say, want to paint people as being a problem or a negative thing, and it's like this is the Twitter world where 20% of the people make 80% of the posts. So many of them are fucking losers and just also it's such a, you're giving all of your power out to outward. You're not paying attention to yourself, blaming others. You're

Speaker 4:          01:11:14       trying to change the world around you. You're trying to create a safe space through other people. Yeah. It's like, do you know unhappy? You're going to be in your life if you're expecting other people to come cower to all of your demands and do all of your stuff. Everyone's dealing with their own fucking,

Speaker 3:          01:11:27       they're not trying to be happy. Part of it. What's, what they're trying to do is somehow or another score points and rack up was, you know, and, and distract themselves from their own life by focusing on these external issues that they think are critical and super important. And some of them are obviously running for president. Whoever's going to be presidents, very important issue. And most of the time, like 95% of time I avoid comments, but for whatever reason I just found myself flipping through it because I wanted to see what the people think about Bernie. Yeah. I'm like, oh, what a mistake. You can't look, you can't love. It seems worse though. It seems like every time I check if I, if I don't check Twitter for four months and then I check it, it's like Whoa, it was, things accelerated this much. Or people are so angry at so many different things and just they, they paint people in such character caricature like AOC and the, she is a woman who I don't think they're, I don't think I've ever seen anybody work. So people work so hard to mischaracterize her or paint her in a horrible light. And I'm like, look, she says things that I don't agree with. Why is everyone so fucking angry? Like what is this?

