Speaker 1:          00:00:03       Three, two, one,

Speaker 7:          00:46:08       scripture, the game test persuade to pressed him takes on form. Now I ended up coming to worlds.

Speaker 4:          00:46:43       He does not look like a happy dude. What a, what a burden. But it's actually, I read the history of that, that effort, the Manhattan project and the Trinity Test. It is super sobering because there was, they move forward in, in a context of real uncertainty about what was going to happen. I mean there were they, in terms of the yield of the first bomb, there was a, a range, I think of a, a hundred fold difference of opinion of what they were going to get. This thing went off. Um, and there were some people who still placed some possibility a on the prospect of igniting the atmosphere. Yeah. And just canceling all of life right now, they had, they had spent a lot of time to, I mean, they did something like due diligence where they were, many of them were confident it wouldn't, but that was not without, beyond the realm of possibility for some of the people working on it.

Speaker 4:          00:47:49       And um, so we, we have shown a propensity for taking possibly existential risks to develop new technology because there's, there's a reason to develop it. And in this case, the destruct, the destructive potential is so obvious because it's all destructive potential. I mean, we're, we're building the biggest bombs we possibly can build. And so it, it's just, it's not difficult to think about the danger. It's all danger, right? Um, and these bombs, you know, now getting into the hands of the wrong people with Ai, it's so seductive because if you looked at it, looked at in, in, in one light, it's just all upside and there's nothing better than intelligence is nothing more intrinsically desirable than intelligence. And so to get more of it is, seems an intrinsic good. And so it takes an extra step to say, well, wait a minute, this could in fact be the most dangerous thing we've ever done. And you have to, you have to. You have to spend a lot of time fighting that, that ideological battle with people who just think, no, just this is just all upside. This is what could be. What could go wrong. You're just, you're just scare mongering and the year just evil that you've seen too many terminator movies.

Speaker 2:          00:49:12       Is that even possible to. No, not. Not with the first. The first was good. First one. Second was good. There's one in there that I don't think I've seen all of the three or four. I don't know. Like I think it was. I think I lost touch after the second I've seen. I haven't seen any more than two. I, I dunno, I just, I feel like it's been because of the race because the idea that there's a race to get to it, it seems like it's inevitable that someone actually does create it and much like the atomic bomb, it'll probably launched, probably be launched without a true understanding of what his potential is. That's my fear. I'm terrified of it. I think about it all the time. I, I stepped back sometimes and I look at like the city of Los Angeles, of the skyline. All the lights go off and I'm like, this, this is all new. Like this has only been here for a few hundred years like this, this, there was nothing here. 1,700, there was nothing. This is nothing. Now look at it, it's all lit up and there's a gigantic grid you see from the sky, like what are we looking at 300 years from now? Like what? What are we looking at with all these things that were feverously attempting to build and create.

Speaker 4:          00:50:21       Yeah. Well the, our dependence on the net is sobering. I mean, just what you just forget about all of these highfalutin fears of, of roguey. I just, just, we don't have a backup for the Internet and the Internet goes down. What happens in the real world a lot. That is, that is very difficult to recover from. You know, what happens to your money, right? I mean, what is money when there is no right or, or just just imagine some malicious code just destroying the record of, of uh, money, you know, just to getting into the banking system, right? So it's like you, you have men have to go look for the paperwork you may or may not have in your desk to argue that you have a certain amount of money because you know, all those bits got scrambled, right? Um, and we need some, all of this is just this, there's so many aspects of this, but the fact that you can now credibly fake audio, right?

Speaker 4:          00:51:21       So someone can listen to sample, you know, five minutes of this podcast and then produce a conversation. We've never had invoices exactly like our own. And those edits will no longer be discernible. I mean, we're basically there now and we're almost there with video, right where you could just have our mouths moving in the correct way. So I go to snapchat these crazy snapchat filters. I don't know if you know about these, but my daughter did pull up the one of my daughter being Abraham Lincoln. I mean, it's fucking crazy. I mean it's really rudimentary right now, but my six year old loves it. She thinks it's hilarious and she constantly uses it all the time. Like she just like, can I pay with your phone? And she grabs my phone and then she starts doing these little videos like somehow or another, their little brains like sync up immediately with the technology. Whereas if I gave it to my mom, she's be like, I don't even know what this is. What do I do? That six year old could figure it out like that. Check this out.

Speaker 8:          00:52:24       I lost my tooth

Speaker 4:          00:52:27       if I showed that, if I showed this to my daughters, you just never hear from them again. It would be the most captivating thing. I mean, this is obviously black and white and she's being silly and it's really obvious. Obviously it's fake, but man, how far. I mean this is thing in the world who looks like Abraham linking. It's mimicking the voice. You can't, like you see her, her mouth. You can't discern where her mouth ends and Abraham Lincoln's face begins. But here. But what's so insidious about this technology I'm talking about now is that someone can fake. I mean it's basically what is already true of Photoshop, right? Where you can't tell. You have to be an expert to tell whether the person was standing next to Donald Trump at the time because they could have just been put there, but with expert and expert use of Photoshop.

Speaker 4:          00:53:15       But now we're talking about being able to produce content where you are saying the thing that completely destroys your reputation, but it's pure. It's just fake news is just fiction. And so we need. I mean, I don't know what the fix where this is a, you know, I've just Spec, and this is again something I know very little about, but I've clearly something like the blockchain has to be a way of anchoring each piece of digital content so that there's like a chain of custody where you see exactly where this came from in a way that's not favorable. And so if I take, you know, your podcast and example, if someone is producing a clip that purports to be from your podcast where you're saying something insane, um, that just has to be a clear fingerprint digitally, which shows whether that came from you and Jamie or whether this came from some Macedonian hacker who just decided to screw with you.

Speaker 2:          00:54:16       Yeah. Well there's not. No, no, I know, but that clearly we need that. We need that tomorrow because the technology is here to produce totally fake content, which is. I am worried about that. I'm also worried about the idea that someone anywhere is completely in charge and knows what's going on. You know, I always point to you remember that guy that went onstage with Obama and pretended to be a sign language translator, that one that was really that this guy was South Africa or something like that. I believe it was, was it? That sounds right. But I forget where it was. Um, but, uh, but yeah, I mean that was amazing because it's just so few people read sign language that wasn't it around a Mandela. I don't know. I don't remember the details, but I remember thinking this fucking guy is three feet away from the president who was three feet away from the president and you would think that they had vetted everyone out.

Speaker 2:          00:55:10       So here's this guy talking and that guy is just completely making things up. He has no idea, has no idea how to do sign language and that, that, you know, that can happen. There was another incidence where a guy had gotten in an elevator with Obama, a security guard here with a gun, with a gun loaded gun in an elevator with Obama. Nobody's screened them. It's just people aren't really on the ball. You know, there was a bit for my last comedy special about the uh, guy that broke into the White House, but there was a woman guarding the front door by herself and they had shut the alarm off because it kept going off, so they had a fuck up, just shut it off. And then there was a guy who was on the lawn who's supposed to be, he had canines, supposed to be guarding lawn.

Speaker 2:          00:55:54       He took his earpiece out to talk to his girlfriend on the cell phone. He had a backup, a walkie talkie because they have a backup one, but he left that in his locker. So it was like all these steps and this guy just hit the perfect sweet spot where you hopped the fence, ran the whatever, 100 yards plus to get to the White House, got to the door. It was unlocked, got through it. There was a girl by herself through her to the ground and just ran through the White House and was in there for five, 10 minutes. He had a knife, the knife. He

Speaker 4:          00:56:23       was basically trying to. He was basically a suicide by cop situation because they hadn't caught him. This is what's really hilarious when people think that the government is watching out for you. They weren't even watching this guy and listen to what this guy did. He got arrested. They pulled him over, I believe it was less than three months before that with 800 rounds of ammunition. He had two rifles, a shot gun and the ax and a machete and a map of Washington with a fucking x where the White House is and they let them go. They have. There has to be a crime there, but they weren't even watching that guy. Like the idea that they're watching you, but we're not built as a species for perfect vigilance. That's so not perfect. I mean, that's so ridiculous. Thinking about even the Tsa, you know, we, it's just, we're just, we're just not built for that.

Speaker 4:          00:57:21       Twitter and twitter can confound even the perfect vigilance, but just look what happened at the Oscars. That was just their only job is to get those envelopes right. You've got two people with briefcases and one guy starts tweeting and produces the wrong envelope. I mean, it's just. Is that what happened? He was tweeting. Yeah, he was tweeting. This is brutal, but he took a photo of. I forget what actress, but it clearly he was. I mean they have been deleted the photo, but people recovered it. Yeah, he. He took a shot of somebody I don't charlise their own or somebody who was walking backstage and put it on his twitter feed and then that. Then the very next moment was the moment when he had to hand over the right envelope and he just handed over the envelope for the best bankers, but that's been their only job is to get this straight, just safeguarding the envelopes so it's all adorable.

Speaker 4:          00:58:25       Yeah, there's some. There's something I really enjoy about the folly of people that. That's one of the main things that I worry about with ai that are the things that we find cute about us being ridiculous like that or like the sign language guy or any of these things, but that. But that's the thing that computers are really good at it. I mean one is computer to get good at this sort of thing, but we're programming them right now. But we, we can, we can program them to, to fill in the gaps for stupid. We want. What we want to do is automate repetitive behavior and error detection that we know we're not good at the moment. You have a, a TSA screening robot that, that doesn't get distracted. I mean these machines don't get distracted, right? They don't, they don't get hungry. They don't have to take bathroom breaks, they don't, they're not looking at the person who's looking at them and get captivated by some social glitch.

Speaker 4:          00:59:23       Right? So that it all, if you have a bomb screening robot, that's all it will do and it will be better once it, you know, whatever. Whatever they visual signature or of a, of a bomb is when you're talking about looking for one in a bag. Once computers get better at that than people they will be. They will be reliable in a way that people can never be. And then we know that about ourselves, so that's we want to, we want to outsource all of that stuff is driving is the perfect example, you know, you don't, you don't have self driving cars that are falling asleep or you know, will reading billboards and while they're driving at 80 miles an hour and um, and so we want that and, and, but the scary scary stuff is when it can change itself, that that's a principle that will allow it to kind of escape from our control or we just, we build something where we haven't anticipated the consequences and, and the incentives are wrong.

Speaker 4:          01:00:23       The incentive, the incentives are not aligned to make us prudent in the development of that and what an arms race is. The worst case for that because with the incentives are to get to the end zone as quickly as you can because the guy next to you is doing the same and you don't know how you don't know whether he's ahead of you or behind you. Right? And, and it's a winner take all scenario because the amount of wealth that will go to the winner of this race, if things work, if, if this person that doesn't know, if this group doesn't destroy the world is unimaginable. I mean, it's just, we're talking about a level of, of um, kind of windfall profits that we just haven't seen in any other domain. Well, perfect example is the creation of the atomic bomb. I mean, look at 70 years from the creation of the atomic bomb to today, which is literally a blip in human history.

Speaker 4:          01:01:18       Just a tiny little blink of an eye. And then the United States emerges as the greatest superpower of the world's ever known. And that's going to be directly attributed to those bombs that were dropped on Hiroshima and Nagasaki. Mean that from there on, that's where everything takes off. When you look at human history, if you look at us from a thousand years from now, it's very likely that they look at that moment and then they go, this is the emergence of the American empire. But this is so much bigger than that because. Because the bombs, the power and the bomb was just, just the, the implicit threat that you might use them if you get pissed off. Right? But you can't do anything with the bombs here. We're talking about the resource that does everything. We're talking about intelligence. We're talking about. We're talking about the cure for cancer.

Speaker 4:          01:02:01       We're talking about the best virtual reality entertainment we're talking about. Uh, that the, everything, everything that a human being, once you, you're talking about general human intelligence and beyond, you're talking about now having access to suddenly having access to the smartest people who have ever lived, who never sleep, who never get tired, who never get distracted because now their machines and the smartest people who have never lived, right? People who are a thousand times smarter than those people and getting smarter every hour, right? And what are they going to do for you when they're your slaves, right? Because now you're talking about because you don't have to feed these people. These are working for you. Just how powerful would you suddenly be if you had 10,000 of the smartest people in the world working for you full time. They don't have to be fed, they never get disgruntled, they don't need contracts and they just want to do whatever Joe Rogan wants to do and get done and you just, you flip a switch and that's your company, right?

Speaker 4:          01:03:07       Um, that's some version of that going to happen. The question is, is it going to happen in a way that where we get this massive dislocation and in wealth inequality where all of a sudden someone's got a company and products and a business model which obviates, you know, 30 percent of the American workforce in over the span of three months, or you have some, some political and, and, and economic and ethical context in which we start sharing the wealth with everyone. And this, this is again, this is the best case scenario. This is when we don't destroy ourselves inadvertently by, by producing something that's hostile to our interests. Daniel terrified.

Speaker 3:          01:03:54       Yeah, no, this is. This is what hanging out with Sam does. Just listen. You spot. We get to a high spot, we get a pitcher of Margaritas and we just watched this whole thing. We're not gonna make it anyway. None of this room was going to live forever when I hang out with Sam, usually his wife's there. So it's like with the conversation is a little less elliptic. Yeah. Yeah. Well she keeps me grounded. She is actually awesome because when she's there she's like, just tooling on him and um, he giggles and stuff like that. It's like a completely different Sam than the guy who's under it, like being an undertaker here and telling you about how we're all going to die from Ai.

Speaker 4:          01:04:27       Yeah. She's, she keeps me honest. But um, I mean the truth is it's not. I mean, I'm, I'm cautiously. Whoa. This is, there's no way to stop. I mean, there's no, there's no brake to pull. Right. So it's like, this is the inevitability you were describing before. We're moving toward this thing because intelligence is the best thing in the world. I mean, intelligence is the thing that allows us to solve every problem we have or don't know we have. When we discovered what continually discovering new problems and the question is, what are we going to do? There's some global pandemic arrives and the challenges, do you find a vaccine for this thing or not? Right. Only intelligence solves that problem for us. We either, we either have the data and we can interpret it. We have to get that. We have to design the experiments to get the data. Um, and it's. So, it's, there's no question of us deciding while we've got. We're just going to stick with the intelligence we've got. I mean, we're just, we're not going to do that. We can't, we can, if there's other people that are working on it, it's exactly right because that's just too much power. Even if even if we decided that as an American policy, you know, we were not going to let China and North Korea and Singapore and Iran and Israel and all these other countries do it for us, so I'm fine,

Speaker 5:          01:05:52       but right above denver, big bucket of Margarita or, or, or the meditation that has helped a, that's, that definitely will help you. While human beings are a real thing.

Speaker 3:          01:06:08       Yes. Although I wonder if you know, the getting enough people meditating might improve the quality of whatever gets created in the Ai community. In other words, if you have people who are a little bit more sane as a consequence of meditation than maybe a, the people designing these products that the rather these, uh, don't know if products the right word, this stuff that somehow this stuff is better.

Speaker 4:          01:06:33       Well, I think it's especially relevant for the other side of that which is when you mean in the near term, we clearly have a, an employment problem. I mean there, there are jobs that will go away that are not coming back and this is a perennial problem where people need to find meaning in life. But, but we've always had, it hasn't been such a pressing problem for thousands of years because there's always been so much to do just to survive. Right now what we're. In the ideal case, we'll get to a place where there's actually much less that has to be done because we have machines that do it and we have to. We have seen the wisdom of mitigating wealth inequality to some extent

Speaker 5:          01:07:20       bilevel were so every, so all, all boats

Speaker 4:          01:07:22       begin to rise with this tied to some degree, uh, so whether it's universal basic income or some. So we have some mechanism to spread the wealth around. But then there's the

Speaker 5:          01:07:31       question of what do you do with your life? So what do you think people will do that, that's the easiest one is not, but it's not so easy because people will. People are confused. People in St Louis need to get their shit together. I mean that, that's giving someone free time, but find a hobby man. I mean there's a lot of stuff to do. If you told me that I never had to work again, that we just have to find things to do all day and all my food and everything would be taken care of. That would be the easiest choice I've ever made in my life. I would just pursue things. I would just learn how to speak a language. I've learned how to play an instrument. I'd practice archery more. I do Jujitsu more. I don't. That seems to me, so riddick, that seems to me that can be solved really easy was a guy, but

Speaker 3:          01:08:12       I think that the. I'm not convinced I feel that I could fill endless swaths of of free time with a number of things that I'm interested in including but not limited to meditation or just hanging out with my two year old. However, I'm not sure that the vast majority of humans are like that

Speaker 4:          01:08:32       guidance. That seems to be the be the easiest thing to solve that. Just let them know it. Go find something fun to do. Can start running up hills, man, go up, take up Frisbee Golf. Just to shift to do. There's a lot of shit to do. My concern is that more and more it will. It will take the form of being merely entertained, so we'll plug into some vr.

Speaker 3:          01:08:55       Last scene of wally. I never saw that movie. Well, okay guys, you should maybe pull it, pull this up, but the. They're in wally. That's a dystopian future where everybody's riding around in those little jazzy. I'm a mobile wheelchairs that people sit, sit in Disneyland and they are also there. They've got huge buckets of soda and like Turkey legs and and draped like kind of hooked over the back of the, of their motorized vehicle as a monitor at the front, which is entertaining them. It was just obese and entertained and immobile or mobile, but not actually ambulatory

Speaker 4:          01:09:35       is Disneyland. What were. What's happened in our lifetime that the smartphone has made it virtually impossible to be bored. Boredom used to be a thing like you'd. You'd be sitting in the waiting room of a doctor, right? And they have crappy magazines and then you're just sitting there. So at the end, if you didn't know how to meditate, you had to confront this sense of on board right now, a while you just go. One thing you discovered when he learned how to meditate is boredom is just an inability to pay attention to anything and you can pay attention. Once you learn to pay attention to anything, even something as seemingly boring as your breath, it suddenly becomes incredibly interesting. So, so focused attention is intrinsically pleasurable, but boredom is the state of, of kind of scattered attention looking for something that's worth paying attention to. And yet now with technology, you're never going to be bored again. And I've got, I have at least 10 years worth of reading on my phone, right? So it's like if I'm standing in live, I, I'm constantly pulling this thing out as a bad thing. Well, it's, it's potentially a bad thing because you for images to take this example of, of one interesting insight you get when you learn to meditate.

Speaker 4:          01:10:54       It's incredibly powerful to cut through the illusion of boredom. I mean, to realize that boredom is, is not, is not something you can become interested in the feeling of boredom and the moment you do it bites its own tail and disappeared. I mean it's just like a, it's there no such thing as boredom when you're paying close attention

Speaker 3:          01:11:15       to your experience. I think the bad thing about the hyper stimulation that we get through our phone and, and all of technology is that we have lost the ability to just sit back and, uh, for lack of a less cliched term, B and w we're just constantly stimulated and that means we have trouble paying attention when we're holding our kid in our lap and reading him or her a book or we find ourselves without our technology for a moment. There was a recent study that asked people a, would you rather be alone with your thoughts or get electric shocks and a lot of people took the electric shocks and I actually think that is a fundamental problem, uh, in terms of not being able to get in touch with the Ra and kind of powerful, although obvious fact that you're alive and that you exist. Right? But

Speaker 5:          01:12:07       don't you think those people are idiots? I mean, you don't want electric shock. You don't want. I won't take an electric shock. You're not going to take an electric shock. We were talking about the dude with the snapchat. Jamie is on the ball. I don't want those glasses either, but you know what I'm saying. He doesn't use the glasses. He just explores it because it's fascinating. But you know what I'm talking about. I mean, we're not talking about rational people. We're talking about lowest common denominator. People that would take an electric shock, you would take an electric shock

Speaker 3:          01:12:34       study of they're not just picking idiot

Speaker 5:          01:12:37       are they asking and what? How are they phrasing the question, but it also doesn't. I have

Speaker 4:          01:12:40       to be conscious. So for instance, we, we willingly grant our attention to things which retrospectively we can judge produce more or less nothing but pain for us. So I was like, well, I mean I'm continually thinking about this and rethinking about this with respect to social media. Like I. So when I like what comes to [inaudible], what's the effect on my mind of looking at my twitter at mentioned? So I wondered that when you were asking people what kind of questions they said, yeah, we should ask what some of this podcast. Sometimes it's incredibly useful. I was thinking of what you're doing. You're opening yourself up to the green frog, but I've had both kinds of experience. I've had people send me articles that I would have never found otherwise and fascinating, super useful and it's just, it's like this is the perfect use of this technology and then again, then I, then I get this river of green frogs and weirdness, but the.

Speaker 4:          01:13:38       But the to the previous point, I pay attention to something for long stretches of time rather than do in something I know is good for me with my attention. I kind of spin the roulette wheel with, with twitter and rather often there's just this kind of toxic undercurrent of, of mental activity that it produces in me that I'm mean. It doesn't make me feel. I mean, it doesn't equip me to do anything better in life. It doesn't make me feel any better about myself or other people. I mean, if, if it has any net effect, it's. It basically grabbed a dozen dials that I can just sort of dimly conceive of in my mind and turn them all a little bit toward the negative. You know, I feel a little bit worse about myself, a little bit worse about my career, a little bit worse about people will go a little bit worse about the future, a little bit worse about the fact that I was doing this when I could have been playing with my kid or or writing or thinking productive thoughts or meditating or doing anything that I know is that you still do this twitter compulsion, you argue with people.

Speaker 4:          01:14:49       I found that fascinating. You. I go, I go for. I go for weeks without arguments as well, but also you argue with people on your podcast. Well, yeah, but that's, that's different. But I mean it. Just on the podcast you'll also be talking about people you're arguing with on twitter or a. So the arguing is a part of your. Well, I get trolled a lot on twitter. I get trolled. You have guests, you have guests who come on your podcast and savage me on the podcast and then troll me endlessly on twitter and abby. Abby Martin. Well she was. No, she doesn't try. I mean, she, she, she, she, she hates me, but she, I don't know. I haven't noticed her at trolling me, but no, you got in a room with her. Everybody would calm down. She just has. There's people that have radical misconceptions of who you are.

Speaker 4:          01:15:35       You. Yeah. I'm sure you heard the josh steps a patent Oswald thing or Patton Oswalt don't, don't listen to it because he went off the rails pack, went off the rails, like Hannibal style. When are you thinking of Andy Kindler? Oh yes. I'm sorry. I'm so sorry. That's good. So sorry. How do I connect patents? Great. Good patents. Very smart and very reasonable as is andy for the most, most of the time. But so, so the end is kind of discovered this very late. I did it. So I kept seeing this guy. I didn't know who he was. I kept seeing him in my twitter feed, Andy Kindler and they can learn and then I realized, wait a minute. He is actually, he seems to be mean. He's an established comic. He seems to be friends with people who I really respect who I don't know. Like, you know, like Sarah Silverman, who I don't know personally, I mean we've, we've communicated a little bit on twitter, but it's like I, I, I'm just nothing but a pure fan of Sarah, Jim Gaffigan, other big comics, so I totally respect.

Speaker 4:          01:16:34       I don't know how close he is with these people, but he basically, he has endless energy for vilifying me as a racist and a bigot. Right. I mean he's just, he's a madman. And I discovered so I did a search of his twitter feed and he's got hundreds and hundreds of tweets where he's, he's going after me in the most retail way. So for instance, like I, I, I tweeted out a can anyone recommend 500 seat halls and all these cities and I think your friend is Duncan Trussell, a friend of yours. Okay. So Duncan wrote back saying, Oh yeah, Dma, I've got a great place in Boston or something. And then Andy kindler jumped into that thread talking to Duncan saying, don't help him, Duncan, he's a bigot. Right? So like he's like, this is Andy kindler just got endless energy for this. And then I, then I looked at what he was doing and he had been doing it for years and I wasn't aware of it just to you just to me and Bill Maher, he hates Bill Maher, but then you've got another guy on this podcast.

Speaker 4:          01:17:29       I'm hunter mats once. Okay. So he was on here and I actually had to go back and watch what he said here because I had been getting so much of this on twitter and I mean it's incredibly common. People are tweeting at me saying, why won't you debate hunter is, is Matt? Okay, why won't you debate hunter mass? I went back and looked at what he said here, you know, half of it frankly didn't make any sense. Um, but his attacks on me on twitter are the most juvenile. It's like the idea that he thinks this is a way he's going to establish a conversation with me by sending me to tweets and then sending me 400, which say you're scared to debate me. Right? Um, it's, I mean, I don't know, maybe it's very, very, very smart guy, but taking a terrible socially retarded approach to establishing a debate.

Speaker 4:          01:18:21       And I've contacted Brian Cowen about this and Brian Cowen contacted hunter about this. It's like, what the fuck are you doing? And he continues to do crazy behavior. He said he wouldn't do it anymore and then he gives more. I mean, every time I look, I, I see him somewhere in there, but then there's this guy, Mike Cernovich, who, who's actually has effects on the real world. I mean, Mike Cernovich is again, he's a twitter troll. Um, again, one of these other guys who's challenged me to debate him and uh, you know, I mean there's, there's, there's no, there's absolutely no possibility to suitable dialogue, spend less time on twitter, but Cernovich's was just on 60 minutes. I mean, he's like, he's in the world and he's affecting people's psyche. Oh yeah. Well, for sure. Right. Yeah. So they can come back. It's, it's not, it's not the nine times out of 10 looking just makes me think, um, I mean it's an illusion because if you met most of these people with you, if they came up to you at a conference or at a book signing or so, you know, after a Gig of yours and you thought you had more information about them, you saw all of the, you know, all of the crazy coming out, um, you would say, I don't have to pay any time.

Speaker 4:          01:19:33       There's no reason to pay attention to what this guy is saying. Whereas on twitter, everything is, has the same stature. So whether it's a Washington Post columnist who's tweeting at me or some, some guy like hunter who I had no idea who he is, but he's telling me I've got something wrong. Um, everything has the same stature and you just, there's no signal to noise sense of what you know. Well, first of all, you fucked up because you talked about them, both of them. You said candy man five times and now you've got a problem. You talked about him right now on this project, and this is the first time I've ever mentioned the gun out, but I'll go in and talk to you before this. I'm bringing it to you because you you, but you created it. I mean it was, it was, it was his.

Speaker 4:          01:20:14       It was his podcast with you. They kicked this whole thing on. 100 was going to do that and I know for a fact that hunter is actually a fan of yours. I think when hunter is trying got a strange way of showing it. I don't think it's a smart way. I think what he's trying to do and he, he, when I was trying to hold his feet to the fire and get some sort of a logical definition of what you do wrong, he really didn't have anything we'll hit but he thinks he does and he. But did he, when I talked to them about it and send half of what he said about Dawkins and me, it was totally wrong of what he said about the relevant biology was wrong. I mean he's just, he's not. He doesn't have his shit together, but he thinks he does and there's this, there's a, there's a level of arrogance and, and in civility and just kind of a lack of charity in, in interacting with other people's views, which is now kind of getting rebranded on the Internet as just just American can do Chutzpah.

Speaker 4:          01:21:16       Right? And it's like, it's, it's given us trump, right? It's like you've got a trump as the ultimate example. He's like the cartoon version of, you know, a person who doesn't know anything relevant to the enterprise, who doesn't show any aptitude for civilly engaging with differences of opinion. And this thing gets amplified to the, to the place of greatest prominence. Now in human history, everyone's on social media or many people on social media are playing the same game. And you know, Ms Dot Cernovich is another, you know, just malignant example of this where you have someone who's got a fairly large following. I mean, it's not as big as yours, but it's, you know, it's, it's a very engaged following. This whole trump phenomenon has, has, has, uh, shown me that Pete, that if a small percentage of, of one's audience can have like 100 times the energy of the rest of your audience, like whenever I went against trump on my podcast or this is still the case, the level of, of pain it causes in, in the sort of feedback space is completely out of proportion to the numbers of people who are, who are on that side of the argument.

Speaker 4:          01:22:31       And it's so. It's incredibly energized, but it's just this weird style of self promotion where you'd. All you do is that you brag about yourself, you say you're the best, you're, you're, you're, you're someone who has absolutely no basis to back up those claims. And yet an audience thrills to that level of arrogance and an empty boast. It's just bizarre. But well there's a, there's a big issue I think online where people find likeminded people and then they develop these communities where they

Speaker 5:          01:23:06       just support each other and they, they just have these, these gigantic groups of people. I mean, not even necessarily gigantic, but groups of people that find any subject, like for me, you know what it is flat earth, right? I get trolled by people all day that claim I'm a sellout because I don't believe the earth is flat, Mrs Reel. But, but don't think that there's a, there's a,

Speaker 3:          01:23:30       I think this phenomenon that you're describing is both, um, has really serious negative consequences. But it also has some beauty on the same. By the same token, you've got parents, uh, all over the world who've got children with a rare disease, but they can connect on the internet and bond over that and share tips and Dr. sure. So it is, it's actually, they're both outgrowths of the same kind of phenomenon, but he can be a, we see the, the really difficult, uh, uh, consequences of this in our politics right now, et Cetera, et cetera.

Speaker 5:          01:24:04       I think we're talking about two different things. You think. So I'm talking about confirmation bias. I'm talking about a bunch of people that get together and say, yeah, obviously I'm woke in the earth is flat and pay attention. There's an analogy allows ball, yes it, but there are different things. The groups of people that will find communities where maybe your child has autism and there's some sort of an issue that can be mitigated with diet and parents have had some success with that and they could give you some enlightening information and you can communicate with each other and that's nice. It's beautiful and I'm some of the hashtags that people use that they find search through. It's great, but you know that these little communities that you bond, that they're not those those ideas. There's no confirmation bias in those ideas, but there's confirmation bias and the idea that trump is the man is confirmation bias and the idea that the earth is flat. You know, and if you just huddle in those little communities and just bark the same noises that everybody else barks, there's some sort of sense of community in that too. And people love that. They love being a part of a fucking team. Even if it's a stupid team of green frog

Speaker 3:          01:25:09       and you don't have it. You don't have to listen to other people's views and you get deeply, deeply entrenched. I think we're seeing. We're seeing this all through our politics and media right now.

Speaker 5:          01:25:20       Well, you also see when you go to those people's pages, which I do often, I don't engage with people in a negative way online very often. Very, very rarely. Do you not look at your ad mentions, are you? A little bit. But you know what, man, I just like to just go on about my day. I've found that the negative consequences that you're discussing, I rare. It's rare that I go down the rabbit hole and I go for days without looking at at mentioned. I mean it's more that if I publish something, if I asked for feedback, I want to see the feedback.

Speaker 3:          01:25:50       Silly. Did anything wrong? I mean, just as your friend. I mean I feel like there's nothing wrong with. I look at my app mentions, but um,

Speaker 5:          01:25:57       but you can function in a very different space. I mean, you're not pushing controversial stuff.

Speaker 3:          01:26:01       Definitely not. Definitely not. So I'm, I agree.

Speaker 5:          01:26:04       I'm just fine. I'm sorry, go ahead. No, I was just more worried about, again, back to your psyche like it feels like you need a a little bit of a middle ground. I stay offline after UFC is for the most part. That's when I get the most crazy. People said if there's any sort of a controversial decision, but are they criticizing you for something you said or they get fucking mad at my commentary. They'll just disagree with who I thought water and when they're so fucking vicious about it. I'm just like, just yell. Just yell on your own. You don't want to see any of that. There's too many people. You're dealing with millions and millions of people and who knows how many of them are rational when you're dealing with. You know, there's a bit that I had one of my specials where I was talking about the number of people that are stupid in the world.

Speaker 5:          01:26:46       Like if you get a room full of 100 people, the idea that one person isn't a complete fucking idiot. Of course you're being very charitable being shared in one, but if you do that, we're talking about 300 million people in the United States. Plus that's 3 million fucking idiots. Yeah, so if you have 3 million fucking idiots and all your ad mentions, if you look at your ad mentions and $3 million comments are saying you're a fucking moron and there's just too many people. The numbers are, they're not manageable. The numbers of human beings you interact with online are not manageable. So anytime anything gets negative or insulting, and I just check out. I just next, next, next. I don't pay attention because you can't. But if I fucked up and I know I fucked up, I think one of the most important things that I do is I admit that I fuck you and I talk about it and I apologize and I say, look, I'm flawed.

Speaker 5:          01:27:39       I'm human. I made a mistake. Sorry, and then just step away. Let the fucking chaos ensue and the comments, but all the people call you a shill and a whatever. Let all that happen, but don't let it in like you're letting it in and then you stew on it and you have to bring up, you know, a hunter and all these other people and you're letting them way too. No, no, no, no. I perhaps I gave a false impression of, of how under my skin this has gotten. Just the fact that you talked about it at all, those too much. Well, no, but I think it's a huge consequence and I think it's given us trump this way, this way. The fact that this style of communication is attractive to so many people. The fact that you can bluff and bluster and empty boast and lives with it being caught in lies without consequence.

Speaker 5:          01:28:28       Um, the fact that the people never admit mistakes. I mean the, the, the, what you just described to you, you do. And which I do, you know, you make a mistake. You want to hear about it. You want to correct it as quickly as possible, right? That is the antithesis of what we're seeing now in this space. I mean, it made when has trump admitted a mistake, but isn't the difference being that neither you nor I have any desire to control anything like I don't. I don't want to be the leader of anything. Well, no, but you want effective. Can we? You want good ideas too? I am sure and you want the truth to win. You want the truth to propagate. We want facts to

Speaker 4:          01:29:02       propagate. You want to be able to correct errors, whether they're your own or others, especially when they're consequential. And I think that we need a. We need a common ethic where align has real consequences. I mean, so many people are trying to figure out what's the antidote to fake news? Well, one antidote is to be caught. Line has to be devastating for your career, right? Like it hit politically, journalistically, academically as a, as a public intellectual. I mean to be caught in a whopping lie without a will require at minimum some serious atonement. And historically it has been absolutely

Speaker 3:          01:29:44       and it in many spheres

