Speaker 1:          00:00:00       Right, too.
Speaker 3:          00:38:26       it's beautiful man. And I think that, uh, having a guy like Ortiz, uh, as, uh, an opponent that's one of those fights that think for a guy like you who doesn't have a lot of amateur experience, when you, when you fight a guy that's that seasoned and you get to see you like what it looks like, you get to see what it looks like when you're in the ring with a guy who's had just as he said, 300 plus amateur fights or overall, that's a, I mean, that's an amazing learning opportunity, right?

Speaker 2:          00:38:53       Stuff. Then most affluent. Then, um, you know, I just just had the confident that I was, I was the best. I was, no matter what he had always going with that confident though I blocked everything that um, his accomplishments in that we knew what we was up against, you know, but you know, they was calling him the bogeyman or the division and at that point of time I still needed to prove myself because you know, people still doubting me. They had been down to me from the start of my career. I was like, since nobody don't want to fight them, I want to bless them with this opportunity. So these next moves that I've made, which the Vern to Dan or teeth,

Speaker 3:          00:39:32       the inferi well there's to Vern highlight knockouts, one of the most ridiculous all time when you stand there with your hands down, step forward and it's like, it was a comic book scene. It's like the way you knocked him out. Like I said about like you being a bad guy in a movie. It seemed like you were a bad guy in a boxing movie, but it didn't make any sense. You are the guy. Like if I was, say if there's someone who was a, I was a coach of a good guy and I was sitting ringside and I was watching you do that, we'd be like, Shit.

Speaker 2:          00:39:58       Oh, okay. I'm going to tell you, man, when I stood over him like that, I was outside of my body. I could see me and him standing there and like I was a third person. I can't explain it, you know? And then when I started throwing the punches, like I went back into my body and start wailing on him or whatever. I can't, I can't explain that feeling.

Speaker 3:          00:40:21       Yeah. There's so many different things. That one too, because I got shared so much online. Yeah. That was the start of it. Millions and millions of people saw that online and they're like, what in the fuck is this guy got in his hand? And that's when they started. Who is this guy? We haven't heard about this guy before him. Yeah. It's like everybody's waking up to the heavyweight division. All of a sudden it was so true and it was the perfect convert. There it is. I, that dude play it for the beginning, Jamie. Here it goes. Come on. You know, straight boxing skills. You know, I, I got boxing skills. You know, when, when I first Fordham, I showed all that I stayed disciplined. I didn't abandon the game plan, you know, and I showed people that I could box. Yeah. And he told that was probably the only time I just really just stay super disciplined. Not despite, but the first one and this one right here. I went outside of my body right here. I was standing, then I came back. I kid you not, I don't know what the hell was going on with me. That was ridiculous. It was ridiculous. No, he did. Yeah, he was, he was quite upset. That's the strangest little concoction he's got on dreadlocks there. Yeah, look like tape. Yeah, that seems like that would get in the way, but keep it up. You know the Haitians believe in that too. That was, that was sweet too.

Speaker 2:          00:41:36       And then the referee get calmed. Me Ref I don't, is that, it wouldn't be funny of the web with the Lego. He wrote to the other corner, you talk about a movie that would have been, but you know, they're five Ryder was to real store or you know, in of public perception. Exactly. Exactly. I knew I was really good. So with that, especially when it went viral and then coming back with the Ortiz maybe cause the people that were more interesting to see what I'm going to do now cause people tune in now whether they they love me or hate me, they tune in to see can I knock the next personnel, you know, at this point of time, you know, because a lot of people didn't even know I was an Olympian. You know? Um, you know, people I don't really even get recognized for really being the WBC champion, you know, and others, people eyes, he just, that motherfucker

Speaker 3:          00:42:28       you out. You know what I'm saying? Everywhere I go now it's different. Tyson fight, they realize you're the champ. I mean you used to be, I mean obviously the, the belts are fragmented because there's a lot of sanctioning organizations, but it used to be there was Anthony Joshua in you. But people are not paying attention to Anthony Joshua right now. No, it's just, it's like he's literally had been forgotten. Most definitely. And that's a, that's a great way to put it. It's really been forgotten. He's defended his title since the Klitschko fight. How many times? Twice.

Speaker 2:          00:42:59       Maybe three. I'm not sure. I remember the Parker was Parker. Yeah, Parker was after Parker. Um,

Speaker 3:          00:43:10       was it, the attacker was tackling before then? Well, what is interesting is if, if this continues, you know, if you entice and have a rematch and then you eventually get to fight Anthony, Joshua, if you guys fight in Europe, I mean you might be able to fill up some giant fucking crazy ass soccer arena. Sometimes. It's going to be crazy. I mean if you, if you go over to England and fight him there, that would be insane because he's a giant superstar over there. Most definitely.

Speaker 2:          00:43:35       I, I definitely, um, um, would definitely be able to go over there. You know, you get an opportunity to go over there. You know, even if for any willful Joshua, even if it was someone I want to expand out there as well too. Uh, but um, we definitely get a fight with Joshua out there and then probably bring a hundred hundred thousand or plus. You know, the only thing about the UK, a lot of people, a lot of people think that's where the money is, but that's not true. You know, they got a cap on their money, you know, it ain't like, it ain't like here in America. America always be will be the Mecca of boxing. Anything pertaining to that because the money is here, you know, how they sell their paper view and how we sell. I was just like day and night. They $20 a week go from shit, the cheapest 50 sum on up to $100 and people pay for people. You know, it's fascinating and people think because you see more people equals more dollars, but you know, and that's, you know, it's a cow is a cow per day. You can only make so much over there. And that's it. If it was that, if it wasn't that fact, then you'll see more people from America going to the UK to fight. Right. You know,

Speaker 3:          00:44:42       casinos in Vegas or they're, they're probably gonna want to do this fight next. That's where they want it because they want all that extra gambling money in restaurant money and show money. Right. That's where I would likely, I would, I would say it's likely gonna want

Speaker 2:          00:44:55       it could be, you know, we got a lot of places, you know, I wouldn't mind going back to New York as well. Boxing's recording. Yeah. I mean, you know, you've got so many diverse people there, you know, um, a lot of people look at travels and stuff like that, you know, all those be busy and stuff, you know, people won't still, to be easy access. He, Vegas, Vegas makes it easy for people because you know, the airport is right there and then five minutes away you're on the Strip and that's what most of the people be at and stuff. But you know, we'll, we'll see when the time comes. You know, I'm open for any, any, any place, you know, when you guys talking about a rematch maybe, uh, we're looking at April, May, June, somewhere up in there, you know, and uh, we'll see what happens. I'm excited though, you know, he said he back in the gym, he text, he hit me up, he sent me a video saying how you back in the gym and stuff like that.

Speaker 2:          00:45:48       And I just hit back him likewise because it's crazy because his mindset is, it's being back in the gym and mine's is the same way. You know, I been, I been traveling a lot talking about this fight. Like it's been like I'm already, you know, it in discussion with certain outlets or whatever. It's like we've been boosting up this neck, this rematch fight. Like it's, it's, it's almost here. It's been crazy though. This is what my career needed as well too, you know? Um, so I don't mind, I've been from La to New York. I'm just again from New York now I'm back here. They're now offering to go to my original home time. I got some things I got to do out there. Enjoy the holidays. I'm going to take a vacation with my family and then once I get back on back into the gym myself.

Speaker 3:          00:46:32       Boxing fans, hardcore boxy fans already knew who you are, but this was the breakthrough fight for the general public. This is a breakthrough fight where people know about it now and the next fight. The rematch. First of all, you couldn't ask for a better dance partner when it comes to promotion. I mean, Tyson's fantastic on the microphone. He's hilarious. He's got that great accent. It's fun to listen to him talk, so you guys promoting this and getting ready for whatever it is, April, May, June, whenever it takes place. I mean, this is going to be probably one of the biggest heavyweight fights, if not the biggest of all time.

Speaker 2:          00:47:02       Oh Man. I'm just so excited. You know what I mean? Because I could see, I can visualize it now. I couldn't really visualize how big this could be come. I knew it was going to be big, but you just don't know how people are. You know? People are funny. Especially, you know, you know, people always have things to do. You know, you nailed it. There was nothing, nothing

Speaker 3:          00:47:22       else competing with you. There's nothing else there to watch. It was perfect. It was a perfect storm and then it was in la, so stars came out.

Speaker 2:          00:47:30       It was a big deal, man. It was amazing. And I'll never forget it, you know. Excuse me. Like I said, I've been waiting for this. I've been waiting for that moment for so long. You know, they don't have this problem in the UK because no matter, you know, no matter what they love boxing. It's the second nature of sport. They don't have college sports and professional sports that they had to deal with boxes. Like I said, they're second nature of sport and you know, Eh, you know, they don't have as many as people. We have here the here like with maybe 66 million, something like that. Uh, Alabama and Mississippi, they can fit UK in Alabama and Mississippi combined to be other, but they could fit the whole state and in Texas and still have space, which over here we got so much. We got how many colleges and professional sports and you know, boxing is like probably the last sport, you know, on the list.

Speaker 2:          00:48:24       You know, I probably, you know, exaggerating with that a little bit, but it definitely seemed like that we definitely, you know, in the back and there's so much to compete with. It's so, it's so hard here to do it. And then when you, when you, when you finally get that shine, you know, that's where it comes from. You know, when a minute and when you're in it and you understand it, it's like how it's so hard. It was to get it to get to this point, you know, down there 11 years and like to get to this point. And then when you finally get his life here. Yeah. Big Time. Yeah. When you think back when you're driving that Budweiser truck, I just, ah, I appreciate every job that I had. You know, I appreciate every, everything that you know, that it happened to me in my life.

Speaker 2:          00:49:13       It may allow me to appreciate, you know, who I am now allowed me to appreciate just the smaller things. It allowed me to just be myself. You know, I'm a type of person that I don't really care about fame. I don't even want to be called the celebrity. You know what I mean? I want to be able to live my life and do what I do. I want to be able to enjoy just the smallest things in life. I don't want people to take that away from me. You know what I mean? Being able to go to a movie or a grocery store or whatever and spend time with the family you can't shut, cause I like cooking. I like going to the grocery stores, the fresh market, pick out my fruit and stuff that I want to put in my whatever I'm preparing for the night and stuff like that.

Speaker 2:          00:49:53       I'm a people's person as well, so I don't mind being bothered, but you know, it can't get crate. I've seen other people get it get crazy for an iron man, you know? And they said it themselves like they don't, they wished that they could do certain things, normal things, but people, people, people take it to the next level, you know? Get all in your bit, especially after this fight, like I of had to cut some people, you know, I didn't had to cut some people because they intentions was already wrong. They seen a potential. I put they, they seen the opportunity and they tried to make moves on me, you know, already you know, in different than, that's why I said lonely at the top, you know, because you get to the point where you don't know who to trust. You start down everybody around you.

Speaker 2:          00:50:34       You know, I'm an energy person so I'm always re refreshing the feeling of the energy. Let me see what it feels like. You know what I'm saying? Another, I always allow me to meet certain people to be around certain people because if you change your presence, the energy just to just, it will change as well too. It changes. It shifts the way you feel when you're around. Then all of a sudden you feel like they're looking for angles and trying to profit off of you. They're trying to get you to do things. Yes. You know? Eh, you know, I'm a, I'm a strong minded person. I got a lot of strong minded men around me. I always tell people we speak positive. We think positive and re surround. I was helped by positive, you know, positive energy, you know, and then I will, results is always positive.

Speaker 2:          00:51:18       The only time you ever see me, you know, acting out. I would say if someone come and break that piece, you'll never find me and my brothers, you know out, you know, mess with someone's starting in anything. I'm not a, I'm not, I'm not, I'm not the one that started anything because I want peace. I don't even want to see a fight outside. If it's not in the boxing ring, I'll walk away if I see it on the outside because I feel like they don't know what they doing. You know what I mean? Is there something could happen easily. You see guns being pulled out now a days and you know any little thing. So I started to stay away from confrontation as much as possible. That's why I thank God that I'm a homebody. You know, if I'm not here, I'm at home, you know, back and forth because they say when you had to find, when you had to, you know, find things to do when you had to leave home all the time, you don't have a peaceful home.

Speaker 2:          00:52:09       And um, I believe in that, you know, I don't understand when you're, when it's busy, you have to work and stuff. That's one thing. But you know, when you just said, man, let's go here. Let's get out and do it. See, I don't want to, I don't, I don't put myself out there to be a risk for no one. You know, my risk is at home. If something's going to happen, then you know, the Auntie who was at home, you know, I don't, I don't put myself out there to the half chance chances at the chances of where people look down and it's like, Hey, let's do this. Let's do that to him. Or I tried to, because I know what I'm capable of doing. You know what I mean? And I like being me. I just like being laid back down to Earth, get along with everyone.

Speaker 2:          00:52:48       I'm a people's person and a lot of people will never know it because they only see the perspective of me and the ring. Or they see me on youtube and those interviews, yes. You're a very mellow guy. Like right now I'm just, I'm the coolest. I'm the best, you know, and what's got to help to the train a lot. So, you know, yeah. It, the stress training constantly, right? Yeah. I mean, I get my times in, you know, if I'm not with my family, I love my family. You know, I love, I got some beautiful churches and I got a beautiful woman and I just, I love being around them. I love being able to see my children grow, being able to see them smile, you know, tell me good morning or kiss me just own freewill without me having to tell them. We'll ask them.

Speaker 2:          00:53:31       They just come up and kiss me and say how much they love me and stuff. It feels good. The only way you want it. If you want to see me cry, deal with kids. They don't even have to be my kids. It can be others as well. I love kids. It's nothing. And what hurts me so bad with kids is that to see some kids have to have to grow fast, faster than what they, they normally would have to, you know, have to be a adult fast. Because I, I think your childhood years are some of your best years of your life because you don't have really no responsibilities. And when you get out into the real world, that's when reality hits. That's when it was like, oh, this, this, this, this is real. You know? So my heart goes out to a lot of kids.

Speaker 2:          00:54:14       I love, I love children. And that what keeps me strong in this sport, you know? Do you worry about getting more famous? Do you worry about the consequences? I don't think about, I don't think about getting more famous, you know, I, I know it comes, it comes with the territory, you know, and I, and even if people know everything, I just want people just, you know, don't, don't, don't hold me, don't, don't look at me as someone that, that holds me higher than then you know, people who have high, high expectations for you. And when you do something, they think, you know, the biggest thing in the world that happened, you know, you can do the same thing is as a being that weren't getting met. Donna does. But because I have the name and he doesn't, then it makes it even more, you know, worse than what he done.

Speaker 2:          00:55:05       You know, I'm like, we are humans. We are gonna make mistakes. We're going to do things. They probably do some things that you don't supposed to do. You get in trouble with doing. You know what I mean? It's just part of life, you know? And I never, I never make myself seem like I'm better than anyone, you know, I'm a type of God. I've talked to a homeless man and if the, if the conversation led, we until we a go, I'm a people's person. My mother was a people person. The term is she never met strangers. I never meet strangers because you can never know, um, by me and the active with a person. Do I know that person or not? Because of the how we are interacting with each other and that's just me. I'm a people's person. Cause you just never know who you may meet and what they can give you.

Speaker 2:          00:55:46       What advice or what you can kill them, you know, to make their day better, you know, or hug us say, man I love you man. You know, that's, that's the final things. Like that's what life of Bach all about. It ain't all so much about who you are and how much money you got because that can be gone tomorrow. You know, it ain't about that, you know, it's about treating people with respect. You treat me with respect. I treat you no matter what, what you are in life because you are human being. And that's what I'm all about. As you get more famous though, you're going to get more. The numbers are just, that's where it gets unmanageable. People start waiting for it. Like you, you ever see what it looks like when Manny Pacquiao is training? No, when he was in his, especially when he's

Speaker 3:          00:56:23       trained in the Philippines, is it was insane. Like Freddie Roach was there with them and you know, they'd be look outside and people be holding their phones up, just waiting for him to look outside the window. Just hundreds of people everywhere he goes. And you know, he lives in the Philippines, so it's a, he's the superstar and this incredibly poor country. And he's a really humble guy too. But it almost seemed, I mean, he handles it in an amazing way. I don't know how that guy does it, but he's, he's very chill too.

Speaker 2:          00:56:48       Yeah. Well he had to have, you know, he'd had been knocked down. I had to be good and to be brought back up. Light life teaches you lessons and, and um, and God bless you sometime with second chances, you know, and when you do get the second chance and you know how to handle a little bit better than the first time, you know, hopefully you don't never have to go through nothing, um, dramatic, you know, or nothing severe, you know, to, to learn a lesson, you know, because he definitely, he probably would tell you itself, you know, there's a lot of things that he was doing that he had the correct, you know, I had to get herself right or whatever because it can take you away. You know, if a person dwell, somebody, not saying Manny did this, but just talking in general, if a person dwell so much on, you know, being famous and people loving them and knowing them and stuff like that, like it can take that minor way from there and they'll become this type of person.

Speaker 2:          00:57:39       That's when people say, Oh, you've changed, you've changed. You know, and then they'll make, I've seen it firsthand, I've seen a person with no money and then when they get some money, they don't know. They changing, you know, it's just something that's happening and people would say you changing. And I'd be like, no, I'm just, they, I think they're just them. And you know what I'm saying, but not in reality, you know, uh, slowly but surely they're changing and stuff like, and I, I'm a, I'm a type of person that I'm not judging mental people alive. I'm a type of person that whatever you're doing your life, you chose to do that. I mean, who am I to judge you? I don't judge people because I don't want them to judge me. You know what I mean? Whatever. I'm the type of person that whatever you get involved with, it's a consequences.

Speaker 2:          00:58:25       That is consequences behind your ashes that you, you're going to have to face whether you do the right thing or the wrong thing, you're going to have to face the consequences behind it. And only you going to have to face it, you know, at the end of the day. And that's why I respect people. I, you know, whatever you do, you know that show, it's your life. Have Fun with your life. You know, we make mistakes to correct them. Loan we learned from my mistakes, then, hey, we're all human, you know, now coming this rematch, what would you do differently then? This rematch, what I would do differently. I would, I wouldn't abandon the body. I heard him twice in the body. I should have kept going with the body mark. What kept telling me to keep going to the body, going to the head, go to the hair, go, go to the body.

Speaker 2:          00:59:10       And I've been in that whole thing. Um, I would probably be jam more and I'd definitely be more calmer this time around. You know, when you, you know, though, when you, when you find the god twice you the first time you get to experience him, the second time y'all kind of know each other a little bit better than the first time. And um, I really feel fear. We brought his fear about the best of theory, but it definitely wasn't the best of Deontay wilder. And, uh, at this point of how we know what to train for because I don't think he's going to change nothing up. He fought a great game, you know, a great fight. And I don't think isn't, you know, nothing that could be changed up. Maybe he'd probably lose. If you get into GM now, he'll, he'll be a little bit lighter for sure.

Speaker 2:          00:59:53       And that could be me. That could mean a little bit light on the feet though, you know what I'm saying? Uh, but we definitely gonna adjust, make some small adjustments and I can't wait. It's going to, it's going to be explosive. Now when you do a training camp for a big fight like this, how many weeks do you prepare for this? Five was three months. Three months. And so do you start up and start slowly ramping and who, who sets your schedule in terms of like what you do every day? Um, with camp, my, my time train and Jay, he sets up like all the sparring partners and stuff. I got strength and conditioning coach and, and different and in shelves and stuff like that. So we, I got all that under, uh, um, I got all that, you know, or someone else. Here's all your foods or prepared to die.

Speaker 2:          01:00:38       Yeah. Yeah, for sure. For sure. That's why I was surprised I came in so such a low, even at two 12 because you know in cabinet stuff I got to such a high metabolism. It just, I just never know. I don't, I don't really just keep up with my weight. I'm not in type of guy that I weigh in all the time or whatever. I think because I've got an item gotten by with this power for so long, it's like, you know, it just, it's just an image, you know, I can't gain weight. Like I, I don't understand. You know, I may have to do that blood testing thing and see like they got to where you can take your blood and they can do a test and see what types of food would make you gain weight. And I think I'm, I'm, I'm, I'm a try that out.

Speaker 2:          01:01:20       But you want to get anyway. Yeah. Well, I want to get a little bit, I always had the goal being to 45 with my six, seven, six, 600 frame. But being two 45 you might get tired or in the later rounds you say you gained, you gained weight and keep the speed. So you know, as you gaining, you continue to, to work, keep your speed. That's how we, that's how we always wanted to, to uh, to go edit because we had a lot of guys that, you know, that specialize in bulking and stuff like that. And we didn't want that. We didn't want, I didn't want to bulk up, you know what I mean? I wanted to gain weight and keep the speed, you know, but just as much as I gained weight, it much as I work out in my tablet lives, I'm so high.

Speaker 2:          01:02:00       So it's like, it's like I lose weight and my sleep. How many times a day? We was eating about three, three times. Three to four times a day. And like what kind of foods? Special? Yeah, we was eating steak, fish and chicken. You know, a lot of, lot of, uh, low carb. He okay. You know, um, we were eating, you know, I definitely have us with some in the south, you know, I had to have me some Greens and cornbread, you know. Um, we was doing a lot of, um, um, let me see. Damn. Getting rid of my, I know we had mashed potatoes, we had a lot of a hop and Johns. How John is like, um, like a pinto beans and rice together with onions and stuff like that. You'll put up squash, do a lot of spinach, spinach. I was doing a lot of tuna.

Speaker 2:          01:02:53       Um, so just whole foods. Yeah, most definitely beverage, very happy food. You know, I get all my stuff from the whole food vitamins or anything like that. Correct. I was using the vitamins and stuff. I was using the vitamins. I did the vitamins, I did the whole nine with the vitamin things like I really had to, they would bring me, uh, I, um, a kind of holder for the pills and stuff for each day of the week and stuff like that. And just and still like I wouldn't gain with the RTS for, I didn't gain like still like I'm like what the world going on with my body. I don't know what type of freakish body I have. You know, because I tried to put on the weight, we're going to try another method this time I'm going to actually try to eat, try to eat every three hours or so like that. I'm going to have my assistant with me and whatever. So he'll bring me protein shakes and you know, and being able to, I just eating something, I want to put it, I want to see what this weight thing a little like, you know, um, we're going to, like I said, this next fight is going to be good, but the problem is you're doing so well.

Speaker 3:          01:03:58       I don't know if I would do shit different. No, fix it if it's not broken. In terms of that, I know you're eating, the thing about you is your endurance is so consistent. When you're in the 12th round, your endurance is very consistent. It's not like a lot of big guys. They drop off later in the fight and you see them leaning on each other more, taking more time in between exchanges, you know, trying to pace themselves out, trying to restore that energy. You've got that energy in the 12th round and part of that might be because you're walking around to 12 to 15 and you fighting two oh nine, it might, that might be up a real big positive because obviously the power is not an issue. So why else would you want any weight?

Speaker 2:          01:04:39       You know, uh, like I was telling him about, you know, some of my team want to see it. They want to see cer certain adjustments or whatever and they know, they know that I'm only going to do what I want to do, you know, they know they can't make me a forced me to do then. But I am a team player though. You know what I'm saying? I am a type of person that if everybody in agreeance on something, no matter how I feel about it, I'm like, all right, because we are a team. We always been this way. Like with my team, I got, I got a great team, you know, we never leave a discussion with dollar. We just never do. You know, no matter what it is, we always come to a green some something. And with this situation I told them, I like, all right, I'm gonna try to, what do they want?

Speaker 2:          01:05:28       How much they want you to gain. They haven't said how much they want you to put some way, put some weight on. And I told him, your strength and conditioning coach is this your boss management and stuff like that. Yeah. Everybody in the grants. So you know, I could use to say, Nah, I ain't doing this and my power, you know, you know, which I've said before, I like, well I really don't need to wait. It's just like what you were just describing. I like, I was saying the same thing. I mean my, I got power and I got true power and, um, but I just started thinking, I'm like, I'm a team player as well, you know, I'm never feel like, although I'm the fighter that's going to be in the ring, they not going to be fighting. But we were a team. I'm a team sport.

Speaker 2:          01:06:11       So how much, I mean I'm a team player and you know, they have you doing weightlifting. Yeah. We're going to do the weight lifting. What are you doing it for this camp? Most definitely. What kinds of stuff? We live for strength, so we do a lot of stuff lifting for strips, cleans, that kind of stuff all at the ropes, you know, um, pull ups, different things like that. But, um, I'm going to go back to, uh, not only lifting for strength but for balance as well too. You know, we used to do a lot of things with the balance ball and different ways with the balance ball. There's a lot of stuff with the man's ball. Um, I used to have this training that I loved. You know, he was amazing what happened to him when I had my title fight. You know, I think he started listening to people, you know, think he should, he saw the potential he taught.

Speaker 2:          01:07:00       He saw, he saw, he saw opportunity where he, he felt like he can make a lot of money off of me, you know, and it wasn't the case. It's like we wouldn't short cutting him. We was, he was getting paid the right amount of money. But you know how people don't understand boxing, they think it's more intuitive or you can get more. He tried to get rich off of me, really, you know, off of one client. I'm like, Bro, it's many of it meant ease of use. You know what I'm saying? It's very fused. I mean, you know what I'm saying? And it's like we won. I'm like, I miss him. I miss him. And, but when you, when you, when you, when you, when you, when you look at me like a piece of meat and try to benefit more than what it really tried to do, then you know, you didn't, you didn't cross me.

Speaker 2:          01:07:46       Like you can't be trusted at that point. But he had me write, he used to have me write, I loved everything he used to do. We still talk about him to this day and we had to move on though, you know, because we know what his intentions were. And just imagine now you let them back in. You know, they may do right then they may not, you know, you just never know. But that is a problem. Once you have conflict, once you started having conflict and you continue to have conflict escalates and then people always do think that they're worth more. Now is it, say it though, because I'll toggle my, he used to have me write everything. Oh Man.

Speaker 3:          01:08:26       This is a thing that I think that there's a lot of good trainers out there. All you have to do is you kind of explain what the guy was doing and how he was setting it up. And you'll find a guy, especially when you consider all the d mean it's not just for boxing, but there's so many guys that do that for pro sports and now they're adapting to boxing and MMA scene. A lot of this as well. You're seeing all these guys who are organizing these programs that, you know, they might've been doing NFL or NBA now instead they're doing it for boxing for Ellie Mae. Yeah.

Speaker 2:          01:08:57       It's a, it's a lot of things that, um, in strength training that, that we do is a lot of things that we didn't do because, you know, I'm getting away with a lot of things. There's a lot of things in training that I, that we does that a lot of fighter just don't do. Like, you know what I'm saying? It's like the, you know, most of them when I go in, I'm hitting, you know, when I have account is mostly just a, I'm hitting the speed, uh, hitting the Mitts, you know, hitting the mitts and going over different things. I barely go in and hit speed bad. I definitely don't do no jump roads, you know, sometime hit the heavy bags, you know what I'm saying? Because of the, the power that I have is certain thing we trying to get coordination down and timing.

Speaker 2:          01:09:44       You know what I mean? Because I know if I hit any man, they're going to sleep. You know what I mean? We know this and I'm, this is just a lot of things that, that I just, I didn't do because I'm getting away with it and I'm still, I still get away with it, you know what I mean? But at this point in time in my career, now we have the world attention. You know, I want a better me, I want a new me. It's a new Deontae coming, you know, and uh, I'm so serious about it. That's why when my team talk about certain things, I'm like, I'm down for it. Let's make it happen. Let's see what happens. We can at least try you. That's how I can get him the benefit of doubt. Although I may feel a certain way because I'm still, I'm the one in there fighting. But like again, like they did, we were a team so I at least can get him the benefit of the doubt and, and put forth an effort and to try. And

Speaker 3:          01:10:31       when you're going through a camp, uh, how many days a week are you doing strength conditioning and are you running in the mornings? Like how, how are you scheduling your workouts?

Speaker 2:          01:10:37       Um, stress right. Is, is, is three times a week, you know, we go light on sparring days because, you know, I got all these big guys in there and stuff, so it needs some strength for sparring. Um, but we were going three times a Monday, Wednesdays and Fridays. So on sparring days you go light or you go light on sparring, sparring days we go light with the weights, life, stuff like that.

Speaker 3:          01:11:01       You have energy for sparring? Correct. Right. And then on days where you're not sparring, then you hit it hard. Correct. So, um, so somebody organizes all this stuff for you now when you do strength and conditioning, are you running as well? Well,

Speaker 2:          01:11:12       swimming to did we, we don't, we don't like jogging. I don't do my jog and you know, we do everything fast. We want to, to, to act. We want to activate the fast twitch muscles. You know what I'm saying? We do everything with rapid speed. If I'm, if I'm doing anything consist of me moving, my feet is spreading and stuff, stuff like that. And I worry a 45 pound vest on me as well too. And all my exercise and everything that I do, they have that extra weight on chin, ups, school, everything, everything. I used to do that with this training I was talking about, you know, we used to do everything with this. Do you do plyometrics like that as well? Not so much. I still do every now and again, every now and again, but we're going to do a lot of things.

Speaker 2:          01:11:58       We've, we've, we've been, uh, we fin to enhance it. Or like I said, I'm here. I feel like I'm here and I know just being regular me just doing things that I would normally would do, gotten me to this point. But now I just feel like I'm on a whole nother level now. I just feel like, like now it's time to apply the things that need to be really done and not the things that you know, you can do and get away with. You know what I'm saying? And that's just how I feel at this point in time. So come to rematch. They will see a new Deontay wilder. Well, that is one of the things that's exciting about it. You're, like I said, is that if you're an only been boxing for 11 years, when you're just starting that really touch your potential, you're still putting combinations together, you're still putting your foot work with those combinations and learning the moves.

Speaker 2:          01:12:44       I mean, you're not talking about a guy like Louise or teas who's gone through it, just this gigantic amateur career and professional career. And he knows what he knows. He's not learning. He's maintaining your learning. Yeah, most definitely. It's one of the things that's so exciting about you in this stage of your career being an emerging as a star. Yeah, most definitely. You know, just to, just to learn. I always said that when a, when a, when a witness, nothing else to learn, then I don't want to be in this sport. I don't want to be a know it all. Do you have an exit strategy? Do you know when you want to get out? Um, my goal is to unify the division, whether it'd be one chapter, one face, one name, it'd be the undisputed, the undefeated, the unified heavyweight champion of the world.

Speaker 2:          01:13:25       I want to defend that for a couple of years. Maybe until I be all the top guys in the division, even maybe in the, in the second tier. And then once I complete that, I'm like, I'm done to, maybe I got more years. I say, I say I have 10 or less, but I'm more on the tenure. I'm on the less, lesser of the years to anything. I just want to accomplish my [inaudible] old man. And, uh, you are, you're 30 now, (313) 033-0330 three started at 21. You know, though too, I don't take too much punishment, you know what I mean? Um, that's it. I always tell, you know, I got a great team outside of boxing. You know, one day I will get that phone call and they will say, Mr. Wilder, you don't have to work no more than your life. You know, I built for, for four generation wealth.

Speaker 2:          01:14:16       This is not just for the moment in time or you know, just right now what I can do, it's all for my children and will always be for my children. A lot of people can come in with different stories about themselves during this, this and this. But when they're dealing with your children, you know, you always want to see them outgrow you. Right. You know? So with that being said, they got a long life to live and it's up to me to be able to provide for them so they can be able to, to do what they, they need to do. I want to, I want them to be able to, to do what they need to do, but, but definitely not. Do not just sit on the ass where they don't want to have to do Nafta. I ain't into that business. I, man, it's always been hard for me. You know what I mean? No opportunities that haven't really been given and if it hasn't been the opportunity to given it's a smaller, what I had to create opportunity inside of opportunity is always been like that for my life.

Speaker 3:          01:15:10       But don't you think that's also part of the reason why you have so much power behind you and not just physical power, punching power, but determinations? Yes. Because you've had to overcome adversity. You've had to push through and that, that gives you that willpower and most of, and then you hit it, you hit the nail right on the head. Now, are you a boxing fan outside of your own career? Do you enjoy boxing?

Speaker 2:          01:15:28       I do. I do. I try to attend as many as twice as I can, you know, um, I have, uh, you know, I definitely have a lot of stuff that goes on and tried to get me out there even more. Um, so, you know, we definitely be working on the outside of boxes, but I'm definitely, yeah, I definitely enjoyed the sport. Just see all other guys.

Speaker 3:          01:15:47       Do you, um, when you think about yourself as being this heavyweight who is a, you know, at the top of the division now, and you look at all these younger, uh, lighter weight fighters, you know, like guys like Terrence Crawford, Mama Chanko, all these really fantastic up and coming fighters. Do you, uh, do you try to apply any of this stuff that they do?

Speaker 2:          01:16:07       No, not necessarily. You know, um, it's good to look at it and stuff like that, but I'm just me, I like my style. Um, and you know, uh, I never, I never, I never looked to see what those, what those God does and tried to apply to, to my style. No, no. Parents have ways either, you know, my ultimate all time. Um, well, my idol is Muhammad Ali, you know, a love Mohamani and not only just what he did in the inside of the ring, you know, cause he's lost many a times. He, you know, he could predict certain things, but then sometimes he petitioned don't come true. It was basically what he did on the outside. He was, he knew who you were. He knew what he represented, he knew where he stood for. And you know, and that was strong for me because I'm the same way, you know, to this day I know who I am.

