Speaker 1:          00:00:02       Four, three, two, one.

Speaker 2:          00:40:38       Like when you do that, I think it becomes a giant issue and I think he got to let people talk and if you disagree with people, I mean as long as they're not out there promoting violence or promoting negativity or promoting some sort of a. anything that it's a portrait, but if you, if you let someone talk and then if you have someone that disagrees with them, have a debate. Well, I think the Baden have everybody be peaceful and civil with each other. I mean, I think the problem is, is that the, the, that line of what hate speech is, and I just talked to somebody from acl. Ooh, uh, my other podcasts about, about the whole hate speech thing. What podcast? Politically reactive. Uh, yeah. It's a podcast with my friend, Hari Kondabolu. What's a weekly talk about politics? We were going to do it. We started it right before the election, like we'll do this political podcast and Hillary will win. They will go about our business is huge. Hillary supporter. But that was a figure. That was the deal. We were offered do it up until the election and then it was like, oh, I guess we're doing this for maybe forever,

Speaker 3:          00:41:34       maybe through the end of time. So he becomes like Putin. Yeah. Exact. Yeah. I mean, you know, that's the real fear, you know. Although then I guess I stay employed. I don't know, just rock was onstage right after the election. He goes, you know, he's never getting out of there, you know that right. It's going to be there forever. He scared the shit out of me because I never thought about that. I mean, you know, Bloomberg stayed in New York an extra term just because he wanted to, you know, New York governor's. Yeah, New York. Mayor's is supposed to be two terms and out. And he was like, it was, I forgot who it was, but it was like he was like, I think I understand other one and they let him know that I didn't live in New York at the time, so I don't know how it all went down.

Speaker 3:          00:42:05       Did they change the law? I think he changed the law. I don't know if you changed permanently, but yeah. Yeah. So if there is a precedence for this is all I'm saying there's a precedence for some sort of like the country needs me because it's so divided. Yeah. Motherfucker. Because you divide a bit. Like this is how the game works. So I would say the thing about Ben Shapiro, and I don't, I've only seen a little bit of his work, but I certainly, I know there are people on that side who it's an ideological argument and ideological arguments sometimes can be filled with hate. So I'm not, I don't know Ben Shapiro. So that's, that's sometimes it's like, well yeah, it's just, you're just making ideological argument. But it ends with me having to move out of America, you know, so that's what. But I'm saying so, but some people make these articles.

Speaker 3:          00:42:45       I'm not saying him, but the problem is, is that now there's a whole movement associated with things that maybe ben looks to be a part of so that if he shows up, people don't know and don't know that he's not. That he shows up going, I'm not bringing violence, but they're not. Vape may be violent traveling around with him. It's not him, but there are others like him, a war less, less reasonable. Like all right, like whatever the fuck alt right is I, I have a problem. I don't know what the fuck it is. Right. And what does that, I mean people that are on that that are violent and there's people that are considered themselves antifascist that are extremely peaceful and they would say that they're anti for the real antifa. And then what is black block? What is that? That's no granicus. I think it's probably a bay area.

Speaker 3:          00:43:32       How long has that been going? It's been going. I think if we're going on a while, but I don't know, I, I, but it's a thing that like whenever we would see. I think now we're calling it an Antifa, but like there would be. I mean this happened the, there were some black lives matter protests in Berkeley and some black bloc. Anika. So it's described the same way. We're in black all covered up. And they were like. And these people showed up, so I don't know if they were in teeth, were like, great, now we can loot. And people stood in front of stores going, no, no, no, we're not. We're not doing that. We're not, we're not doing. That had nothing to do with you getting into the verizon store, right? Nothing to do with you ransacking this a radio shack. I saw some of the Antifa people trying to stop.

Speaker 3:          00:44:10       One of the other Antifa people from beating up a trump supporter. They had this guy down and that was a journalist Al Letson. That's A. Yeah, he's a bay area journalists. He has the podcast reveal and he's the guy that tried to stop. He's got. Yeah. Black Guy. Black Guy. Waited through the white people. Well, there's white people that I saw doing it too. So it must have been like sort of a must, but certainly it happened more than. Yeah, certainly there are people who are like, there's tea, there's people who support it because they feel like, well we need somebody who stands up to this, but there's not people who support people beating people up randomly. Uh, so yes, there were outlets in and other people stepped into like, yeah, we're not. The thing about the Berkeley and the berries that people don't get, they think it's all one thing like that.

Speaker 3:          00:44:47       It's awesome. Sort of like left d, like socialist blah, blah blah. And the thing about Berkeley's, it's not that the is not that it's a lot of different people who feel like who are on some version of the left, but they don't necessarily agree with each other and they let a lot of shit go. Like that's not like the, you know, so that can be the naked guy who walked through town. Like that doesn't mean we all support people walk around naked. But we're like, oh, was me. But it also means that like during Obama's reign in the bay, I lived in San Francisco, they were libertarian setup on corners with Obama, big huge pictures of Obama and with a Hitler mustache has painted on him and we're all like, oh, as long as you're not, you don't. You don't want to start a fight. Well you do your thing man.

Speaker 3:          00:45:26       And that's what people don't get. Who have put this whole lefty sort of whatever lived hard thing on Berkeley. It's not one thing. It's not, it's where it's a lot of things that the berries is. It's where all the freaks sort of end up with. Like I don't feel in my life that I'm understood, but we don't agree with each other thing that we sort of all agree on is that you can. So if the alt right wanted to show up, you know, conservative people come speak at Berkeley all the time. It's specifically around people who look like they're bringing violence or bringing targeting people. That's the problem. The Berkeley, UC Berkeley, one of the professors I think of law there is named John you a why? Oh, he wrote the Bush torture memos. He's a professor at UC Berkeley. Nobody's like, we got it. I guess he's a good professor. You know what I mean? What does the professor in a law, he's a law professor and he's been there for a long time and he's. He wrote the Bush torture memos that said, you know, if you do some waterboarding, this is not a direct quote, but he wrote memos. It said like that. It sort of outline how to do enhanced interrogation techniques. He's been there for a long time and nobody thinking about him.

Speaker 3:          00:46:27       Go get him. Everybody. No, but I mean, I'm jokes. I've never met him, I've never socialized with him, but he's there and also I'm the dude who was a deep in the Clinton White House, a kitten he was named, but yeah, there's. It was also at Berkeley, like there's not some sort of lefty version of Berkeley. That is one thing. It's a lots of different things. The free speech thing is true. The thing that people are nervous about is violence. Yeah. So I think that, you know, ann coulter can come speak at Berkeley anytime she wants to. If the. If, if there's this thing about like there's not going, I'm going, I'm not going to encourage violence. Here's the issue with Ann Coulter, I think Ann Coulter is and opportunists and they think that what she does is try to inflame people so that she can sell books and stay relevant.

Speaker 3:          00:47:09       It's, it's a, it's. She's actually going after the market like we were talking about earlier. She saw this market out there. It's like, Oh, I'm a pretty blonde lady. I could, I could probably sell. She's a what? I think that's how she's been at some point. I'm a black guy. I can't see what are you seeing glasses you try them on? I feel like early in her career she was marketed that way. I'm not trying to say I'm not trying to. There's a lot of those out there. I don't think she's one of them. Okay, well then I'll let you be the expert, but uh, please do. But I'm just saying I'm A. I'm a blonde lady. Okay. Yeah, there you go. Then there's a lot of that. Yeah. That it's like that in this package, this becomes. It's the same way that like his comics, he go, Oh, you're the guy who does this, you know?

Speaker 3:          00:47:51       Yeah. So she's doing it dot. I mean there's people that do that online that they, they're saying things that are inflammatory. They're saying things they don't, you don't know, don't necessarily fear of being completely objective and reasonable. They wouldn't say that you're only saying it because they think it's going to get a reaction, which is why her and Bill Margaret along together because they're both doing the same thing. I can't deal with that. I just don't have enough time. Not enough time in the world. You should get attention for what you deserve attention for and if you want attention by being provocative intentionally, unless you're funny. That's common. That's the nature of comedy. Yeah, yeah, yeah. No, it's absolutely true. I think she thinks she's funny, but I feel like these, like Berkeley has had conservative speaker speak there throughout the history of Berkeley. It's not about that.

Speaker 3:          00:48:31       It's a big history is different than the current. The current thing is because when, when Milo was going to show up, he. There was a, there was the fear and he'd seen it happen before where he was targeting students, either undocumented students. He like naming students during his stage thing who are undocumented or trans, and there was fear that like we that's promoting violence. That's documented thing is a huge issue. Yeah, that's, that's not, that's specified specifically targeting individuals that and that thing is Berkeley is like, we can't stand for that. That's not about free speech. That's about safety and I feel like that's where the word is hate speech began. Where does free speech begin? Where it's a huge market area that even the law can't tell you where it is and so, but those issues of what is free speech and what isn't free speech or freedom of expression, you know, again, in the bay area I live right next to Oakland.

Speaker 3:          00:49:16       Black Panthers were in Oakland, California used to be an open carry state until the black panthers like, oh it is. They went to Sacramento when Reagan was there and like openly caring and people were like, Hey, this open carries not such a good idea. It's not really a debate right now. In charlottesville though, isn't letting it slide. So it's about who's in power and what they wanted to let you get away with Charlottesville. Open carry men. Yeah. Must Be. There's no way. There's no, no, there's definitely that. I mean they, you know, that they, I think they picked Charlottesville for reason. Isn't that weird though, that there's, it's like a liberal college will of liberal art. Liberal Arts college doesn't mean it's liberal college with a Liberal Arts College, a blue.in the middle of this red state that has open carry. So like there's reasons they're targeting these places. I think Berkeley up until recently set for like a soft target because they'd been there twice and whooped our assets. We're like all we can just catch the third fight. Mayweather, Mcgregor, fight in the octagon on arturo might take it, right? Yeah. So this third time it was like we were like, no, we'll Charlottesville to me was so representative of the Times that we're in because all these white guys with citronella candles they got from home depot. It's like, why in the fuck? Why don't you guys carry whole foods as well?

Speaker 2:          00:50:28       Walk around with crocs on Tiki torches are not white inventions. So it's like a whole. Like it's just the whole thing. Like you had to, you couldn't even bring your own. You can just bring sticks. You had to ring Polynesian Tiki torches. But the whole torch thing, like what the fuck are we doing? Why do you have torches? They're invoking the images of, of white people carrying torches that have terrorized people of color and black. But that's what it is. That's exactly. There's no other reason torch, the free speech thing is like you're purposely invoking an image because you know you could've just held your phones up with the lights on if you want to head. We were talking about those headlamps you get when you go camping in the woods. Those are way better than those stupid fucking torture, but they want to look supreme.

Speaker 2:          00:51:05       That doesn't make you look supreme. What torches represented. Fire and fire is very volatile. You could use that fire. You could light things on fire like we're at step one. Step two is we start lighting shit on fire with this fire. Yeah, like right now we're carrying it around in a controlled manner, but you're showing it in a way like a step below open carry. You're walking around with something that you can use a light things on fire and they know the history of white people carrying torches as the clan, so they're very purposefully doing the thing. I love the idea that like there's probably a clan members like dudes. That's where we wore the hoods so we couldn't. We didn't want to be fired. That's why we wear the Hoodie, getting fired left and Ryan cold out and crying, but I think they know that they know the history of the fact that like if we show up carrying torches, it means something different than if we show up wearing headlamps are carrying our phone, couldn't even get those fucking Frankenstein style torches where they raspberry too quickly, so not real.

Speaker 2:          00:52:01       They had to replenish those every 15 minutes on movie sets. Yeah, they, they, those as I learned what the clan that would burn too quickly. Yeah. Well that's also the thing with flaming arrows, like people to think that you could like light an Arrow and they go out and shoot a fucking out wind and air works and hundreds of feet per second. You're shooting it through the air and it's going to go out. It's not going to be able to like that boat on fire. Get the fuck out. You know, there was probably, there was probably a rehearsal for the torch thing where they actually did have regular torches and they're like, oh, this isn't working guys. You know, Home Depot is probably like, wait, how many fucking poses? The biggest backyard? What are you doing it at? Home depot managers now, like how many torches do they slow down a second backyard torches.

Speaker 2:          00:52:47       Like what? Those things with the like the bamboo stalks that they're using for the bottom or whatever the fuck the stick is. It's just God. It's so. It's so the sign of the Times. It's such a poser move. Yep. It is opposed to moving and yet they know that if you're a black person walking through the teachers through the streets of Charlottesville and you see that coming your way and you know you're thinking, you're invoked by images, images of America's past where that was like that equal death because they weren't back then. The tortures were for your house, you know the torches were for you. They were not for. They were not just showing strength and so and they know that and that's why when people go, it's just free speech. It's like we have to stop acting like that's just for your speech. If you're walking around the torch, it's definitely more than that.

Speaker 2:          00:53:28       You don't have to have a torch. Everyone could see you. It's not done. It's not so dark out that we can't see you. Especially in those. In that way. My wife actually the other day was like, there's a guy walking the street with a blowtorch that she. It's only now because we think like what's that mean? But like in the baby's a welder there. Yeah, exactly. She wasn't, she didn't call the cops. She was just like on the phone. He got organized through the torch, but the idea is that that, that didn't alert her because it was just some guy walking around the torch, but it's specifically the context of nighttime. A group of hundreds of white guys carrying torches. Walking towards people is like, that's not, that's not free speech. That's not freedom of expression. That chance, this chance that they were yelling out to the whole thing was just so fucking bizarre.

Speaker 2:          00:54:07       It's like, how did they organize? Like where are these guys meeting up to figure this out? I feel like it's the. It's the same thing as like live action role play. It's like they're meeting up online and then they probably meet for the first time when they get there, you know, and, and, and I think it's also just really, you know, it's really, it's really indicative of, like you said, the times we live in that they think they can get away with this and then get surprised when they get fired. Like they think that like, oh, we'll just do that and then we'll go to applebee's. You know, dude, we can see you. So decretive of them being fucking stupid, which is why they're doing it in the first place. Which is why when the president goes on both sides, maybe there were people, a lot of people said this, maybe there were some white people are like, yeah, I do feel like that my rights are being a little bit trampled on and I really want to show up the minute you hear people chanting like all whatever the antisemitic sematic things they were saying.

Speaker 2:          00:54:56       You kind of go home. Yeah. Well what were they saying about take it back from the Jews are stop the Jews from taking over. Yeah. And then the president go, yeah, and the president can't come out against that. Well, you know, well he's seeing people open carrying with military outfits on walking with these folks. He's seen these people walking down the street with torches and he doesn't have some sort of an articulate response to that where he's saying, look, ladies and gents, this is not being inclusive. This is not. This is not like stepping up and saying that what we need to do is come to some sort of an understanding and be at peace with each other, which is what America should be. But will you. Yeah. But you started it wrong. Articulate response. Like that's not, that's not his thing. I mean he used to be more articulate, which is really weird.

Speaker 2:          00:55:42       I don't think men should do anything when they're 70. I really don't. I think they're older. It doesn't work anymore. They're fucking skin's falling off their face. Their back starts to hurt. They're cranky. I just think when you get to be that age, you should just shut the fuck up. Yeah, you should. You should sit down. You should go fishing or something. Yeah. But you definitely shouldn't have the kind of insane high pressure job that by the way, nobody should have. Nobody should be the one guy that run or the one woman who runs the whole country. It's. It's an insane responsibility. I was reading about Obama. Oh, I put a tweet up yesterday about when the Republicans were freaking out because Obama wore a tan suit. Yeah. That there's all these this day and Obama scandal, like in the middle of a trump

Speaker 3:          00:56:24       that. Yeah, he could get you like, oh my God. They were. They were trying to find something to get mad at. He was gay. There'll be days when you wouldn't wear a jacket. Like he would just wear like a button down shirt and a tie and people were like, you need to like bushes. Thing was he always wore. W Bush always wore a full suit and Obama was like, I'm still the president. It's just hot in this room. And people would gaze things that they nit picked. And this is the thing that's so stupid. There's many people on the left who had big, huge disagreements with Obama that we weren't able to express effectively because we were too busy defending his birth certificate. It was a trump thing. Yeah. Yeah, and that was the trump thing. He was ahead of that shit was the head. He was certainly.

Speaker 3:          00:57:02       He saw that thing happened in sort of stepped into it like, yeah, like this spot. Yeah. We hire people to go investigate it and Joe Arpaio was a part of this. He sent people to. There's all these tweets and he's like, I just sent a team to Hawaii. The things they found, it's big. It's sad. It's amazing. And then you look here we sit like nobody ever held him in. Trump never got held into account for anything and still doesn't really get held to account for anything that he said or done. What bothered you about Obama when he was an office? A lot of the stuff he did was business as usual. President stuff like, you know, using the military and nations and killing innocent civilians that, you know, that didn't need to be caught up in a war. You know what I mean, like drone shit and like, you know, I think, you know, we were supposed to get out of Afghanistan.

Speaker 3:          00:57:45       It's just regular president shit that we see that his first, you know, I, I drank all the Obama Koolaid the first time around, you know, hope and change a lot of hope and change was about not being a president as usual. Also, I don't think he really, you know, the thing that trump does really effectively the thing that George w dot Bush did really effectively. Republicans do a good job of that. They really know how to use the bully pulpit to really push their things through. Not that trump has really done anything to push things through, but he knows how to be a bully from the pulpit. He hasn't really passing major legislation but Obama because he was, he wanted to be an adult and he really wanted to be a unifier and I think a lot of that comes really literally from the fact that he's half black and half white, that he, he has existed in more than one world.

Speaker 3:          00:58:24       He didn't. I felt like there was times where it's like to just say you are an effective speaker, you could really push through like single payer health care in a way like at least the debate on it, you know, so we don't settle for obamacare. You know? I think that there's, I think that he didn't and I, you know, I've never talked to the man. I've never met him. I feel like I'm the only black person associate with Hollywood has never met Obama but piss you off. No, I just feel sort of like, oh, like I don't have. My Dad has a picture of Obama. I don't have been nice to be able to tell my kids what was the first black president. Like I have no fucking idea. Uh, that he didn't, that he didn't use the full force of his, of his presence because he was a rockstar and I feel like that that could have pushed some things through or at least got us to debate things that even Obama going to, when they asked him about marriage, gay marriage, he was like, I've evolved on that. He had nothing to do with legalizing marriage equality, but the president saying that made a lot of people go, Huh, maybe I'm ready to evolve. You know what I mean? I don't think he used the full force of his, of his bully pulpit in the way that I. I always thought I wanted

Speaker 2:          00:59:22       him to drive the presidency of the way the George W Bush did. Like I. There's no rules. There's no law. Do you feel like when someone gets into office they realized how complex the inner workings of the federal government really are and then they just kind of abandoned a lot of the ideas that they wanted to push when they got in there. I can remember when Obama had that hope and change website that had all the stuff about whistleblowers, whistleblowers are going to be protected under the Obama administration and then as soon as you got an office, he was worse on whistleblowers and anybody. And then he removed that section of the hope and change website. They deleted it after the whole, you know, the Edward Snowden thing and the Bradley Manning thing, Chelsea manning thing. They were like, fuck this, you can't do that. Yeah, I do. I think usually we're not seeing that with this current president, but I do think that's the thing where they get in there and suddenly people go, you're [inaudible].

Speaker 2:          01:00:05       There's a part of this. You are the most powerful individually in the world, but also the train is going this way like it's already. It's already left the station, so you. I do think that there is. You're not going to get really an ultimate revolutionary mindset in that in the president's seat. You just want somebody who's real, who's reasonable. You know what I mean? You're not gonna. Get somebody who's the Elisa Garza from black lives matter is not going to be the president as much as I think she'd be great at it because it's just not going to end up with somebody who actually has a revolutionary mindset, so I think that. And then so then if you start out there, then when we put those people in there, then they know, I don't know what the pressures of the officer. I'm sure they're amazing, but it automatically leads you to capitulate and if you have a read of the revolutionary mindset, you mean you might be able to use that for one aspect of being the leader of the entire free world.

Speaker 2:          01:00:52       But what about all the other shit that guy has to deal with all day long? There's not enough time in the day. No one has enough. Trump apparently has enough time to go golfing, you know, not doing it. He's not doing this stuff. How many people aren't even appointed in the Pentagon shitload of jobs that they haven't even filled yet? Currently for trump. There's extra time in the day, you know, but I do think and when I want to be clear because you know, because I know were listening. When I say revolutionary mindset, I mean single payer healthcare is a revolutionary mindset. Like every American has the right to, to healthcare. Every American has, every American has the right to send their kids to good public schools that are well funded, you know, these are things I think that are like. Or when I say revolutionary mindset, I don't mean like setting things on fire, I mean like revolutionary ideas that every person in this country deserves, you know, so now they think that that's, those people aren't going to be in the driver's seat of the White House.

Speaker 2:          01:01:41       Well, utilizing the resources that we have because of the fact that we pay taxes, a tremendous amount of money goes to the federal government with very little recourse. There's not, there's no audit. You don't get like some sort of. It tells you exactly where your tax dollars went. You don't get to pick you, please send this to the school. Well yeah. What would be important? You know, what would it be more important to fund? I mean, I think we should all have that conversation and I just think that the way it's structured right now, the amount of power that corporations have, the amount of power that special interest groups have influenced the president. The amount of just sheer money in politics with lobbyists. And you know, there's this one community

Speaker 3:          01:02:20       outside of Washington DC. It's one of the richest communities in the world and it's all lobbyists. Yeah. Yeah. I mean these are just people that using and selling influence. Yeah. I, I, you know, I'm not. People sort of call me a communist, but I think I'm not a communist at all, but I certainly don't get anything out of capitalists. I'm trying to make money. I also believe I can help put a spread, a better message and help you know and, and use my resources to help people. But I'm, I'm in the, I'm in show business like a business show business. Exactly. I'm not, I'm not. I know activists and I know how hard they work and then I sometimes use my resources to help those people out and donate money, but I'm not like I'm not, I'm in show business. I'm trying to, you know, I, I'm, I'm in Kevin Hart's career, you know what I mean?

Speaker 3:          01:03:02       Like I'm not Kevin Hart and I have a lot of respect for Kevin Hart. I think he's amazing, but it's like I have to sort of remind myself and other people like, yeah, I'm not of the people with the word activist next to my name. I'm like, activist is actually a job. I don't have that job. I mean I do, I do things that are engaged in activism, but I haven't met my tax form states, the comedian, you know, what you have interests. I'm interested in. You also have thoughts about how things can be better and you use your platform to spread those thoughts. Yeah. And I also want a bigger house. I get just like, you know, so and I think that like it's okay to do, to do all those things you, you know, as for my family, not just because I want to roll around my money.

Speaker 3:          01:03:40       I want a bigger house with my so I can move my mom out to. There are selfish interest interest in there, but uh, you know, so yeah, not trying to, not trying, but I do think that this country has level of resort. Like there's a website, it's called donorschoose.org and I'm not trying to do a commercial, but it just, it's a website where schools in your area, you go to the website and you put in your zip code and you will see the school, the public schools in your area that need things and it's, it's sad what they need. We need paper, right? We need to like, we're trying to teach the kids how to like learn how to read and we don't have any books. Where the fuck did that happen? Where did it go wrong? There's so little money for schools that teachers get paid like $30,000 a year and it's supposed to survive off of that and every teacher, even at public and private schools, but certainly public schools put their paycheck back into the school because they go, the kids need a.

Speaker 3:          01:04:35       we're trying to teach, you know, a learning thing. We don't have the stuff and they can't afford it. So every teach, every public school teacher I've ever known use some of their check to go back into the school. Yeah, I mean it's just like he's one of the most important things that we have there not being entertaining, making. Yeah, they're not making, they're making $30 and some of them are making $30,000 a year. Some of them are like teacher's aides who just out of college, but they have to, if they don't put money into the classroom, their kids will not have things and that's not even private school teachers do that but they may not put as much. But yet every, every teacher I've ever known has to do that and we don't and we don't think that's a problem. Like I feel like why isn't it that I feel like there'd be some way, like why isn't Mark Zuckerberg public school teacher getting a percentage?

Speaker 3:          01:05:12       Like, you know what I mean, like some sort of like just put, there shouldn't be some tax on all of us. That goes back to our public school teachers if we were to vote with school. But I feel like it's weird to me that like we're acting like these people come to nowhere because Joel Olsteen's got all that shit piled up basketball stadium. I do think there, there nobody talks about that is like hoarding money. That's, that's hoarding, hoarding to pay taxes, don't have to pay taxes. You're fucking straight up hard and yeah, there's no, there's no cat skeletons in there. But that's an egg like billionaire hoarding. I feel like that's a thing, you know what I mean? That is literally what made the guy who created scientology get involved in it. And that's, that was literally the idea behind l Ron Hubbard making a shitload of money.

Speaker 3:          01:05:53       Created a religion. Best way to make money. Yeah. It's literally his quote. Yeah. And then, you know, we talked to, we were talking before we got on, but there's all these like, you know, there's like religion is a good way to make money, but then there's all these motivational speaker type where it's like, I'm like looking like, what are you, where were you before you were this. Exactly. If Oprah's a motivational speaker. Yeah, motivate me. What did you do? But lies people. I'm like, there's some people like, weren't you just a comic before? Yeah, not even a good one. I know one of those. I just feel like there's. I didn't ask. I know a guy was a hack. He's a motivational speaker and you listened to things you're like, yeah, that all sounds right, but who are you? I don't, you know, w w what?

Speaker 3:          01:06:35       What's your resume that you get to tell this? I mean all this stuff. It sounded right. We can all read fortune, cookies, actual achievement. What's your. Yeah. What's your yet? What, what puts you. I mean if, if you, for example, were like this weekend and they'll era in Berkeley. I'm doing the Joe Rogan motivational speaking training seminar. I'd be like, oh, it goes what joe was talking about because there's clearly a thing you've done and you have done a lot of and you could be like, I want to know how this all happened. You know, how do I get my own podcast studio? But there's a lot of people out there who are sort of not. They can't be a religious leader because that, that, that does require some work and you've got to develop a new take on Jesus, which is uh, but uh, but they're doing this thing where it's like they're just, they just are motivating people based on the fact that they've read motivational books.

Speaker 3:          01:07:16       The new take on Jesus is what Bieber's guys doing right? Is that I keep hearing wisps of beavers that was happening is he has some Jesus guy who's also influential athletes who was the athletes he's got. Oh yeah, well he's some up and come and Jesus, a new take on Jesus apparently just really knows how to sell it. He just had a tickle. Those balls of Jesus lovers slow because I think it, you know, you get to that deeper level. He's been famous since he was what, 12 and all the money and he's probably had all the sex with every different combination of humanity he went out with and they, this huge next level. He's got stem cell people working on new and it's always at all that he's done. All the substances you can do and all the combinations. And he's, he's had all, he's had all the new houses, all the cars, and then you wake up in a room like what does this mean?

Speaker 2:          01:08:16       And so it's like, I got a new take on Jesus for you. Oh yeah, yeah, yeah, yeah. You got wonder man, why you gotta pull out earlier. That's why you got to like as far as if you. Once you get to that, let it be bird retired five years ago. Is this the guy? Oh Jesus. Oh, oh, that is a new take this guy on my podcast. Three hours. But you could find out what the fuck that dude's. Yeah, that's. That isn't new. Take a look at that. What? The haircut and everything. Like the Jesus beard. But Jesus with the hipster haircut. Yeah. He looks like a band member. Yeah, it looks like. Yeah. Like he's like, I could see him with a neck tattoo. Yeah. See, this is like grungy Jesus, because he's not like pastors don't normally wear suits and stuff, but yeah. Interesting.

Speaker 2:          01:08:58       Yeah. Your take on Jesus. I don't think that anybody can get through with bieber did and be any better than he is. I think it's insane to think that you could take a child and not have them go through the normal developmental shit that we all go through. Not being liked and trying to get people to like you and dating a girl and being, getting your heart broken, you know, getting in a fight and get in arguments and not having any money in your neighbor's houses and getting a fucking yet neighbors mansion. I mean he did a lot of fucked up shit, but I mean he, he is essentially like living on his adolescent with a billion dollars in public. It's insane. And I mean we already saw how that works out with Michael Jackson. Like it doesn't, it doesn't, it doesn't. It doesn't go well for anybody who has ever got through maybe Jodie Foster, but I don't know her.

Speaker 2:          01:09:44       But yeah, it might be the only ones. I think she got through it, but she also likes turned the volume way down, like just disappeared. She moved to Paris. She lived her life. She had a whole family that people are like, I think she's so, yeah, she, you know, it's like Kurt Russell's and other dude who like was a huge movie star as a kid and now it's just like, you know, not. But most people don't get through that. We can see the entire cast of different strokes is gone. Maybe not taught brutacos fucked up like that. You know who that's not, uh, that's not, uh, you know, I have a, my daughter, I have two daughters, but my oldest daughter is definitely a performer and wants to be in stuff. And I told my, my agent yesterday, if you ever see me bring her in here, like I think I'm like, that means that means we're done.

Speaker 2:          01:10:25       Yeah. That means that I've lost all perspective because I mean, I don't think you're even a person until you're 25. You're a work in progress. Why they don't let you rent a car and do we need a person behind the wheel of this? By the way, I didn't have that opinion until maybe about five or six years ago. I'm like slowly starting to develop that. Like realizing that when you see someone who's young and stupid and doing dumb shit, like, oh, they're fucking brains not even ready yet. Yeah, I read it. I think. Well, the older you get, you might keep raising that level two. He might. He might end up being 30 and that that age bias. You know what? I think it's probably 68. I think it's an age bias. I think it's just understanding who you are now today is very different than who you were a decade ago or two decades. If you're not, you fucked up. That's, I think that's a Mohammed Ali quote, a man who thinks the same way as 50

Speaker 3:          01:11:14       as he did it. Thirty years wasted 20 years of his life. You know, you should be going through some new experiences. She'd be wiser. Wiser. Yeah. And you should be like, man, I can't believe I did that stump shit. Yeah. It's really sad when you talk to someone who's 50 who doesn't know anything about the world, doesn't read, doesn't pay attention. It's so awful about trump is he seems completely uncurious. Like he doesn't seem like a curious individual. He doesn't seem like, to me that's the worst, that's worse than dumb. That's worse than racist. Like I feel like it's just completely uncurious about the outside world. Well also the way he like adorns his homes with gold, like a 12 year old just got like a magic bottle. He gets to rub, rub this genie bottle and they're like, what do I want? I want everything to furniture chandelier and if it's not touchable gold, gold colored, you know, like, you know, you know the people because the White House, this people work at the White House forever.

Speaker 3:          01:12:11       No matter who the president is, you know those people. And they're like, Oh God, he's redecorating everything. What is he doing? Is that what he's doing in the White House? There's a whole renovation that's happening. Like that's why part of the reason they said he went on his 17 daybreak is that they were doing a bunch of renovations in the White House, allowed to just do whatever he wants. He can do whatever you want. So what if you wanted to do like blacklight paintings that Jimi Hendrix, Bruce Lee, that's the problem with the, with the presidency here to for. We thought there was limits on stuff and trump doesn't believe in limits. So he was reserved. We thought, oh, it'll naturally the natural selection of running for president only elevates the best people or the people most prepared for the job. And I mean I'm not obviously there's lots of people get appointed to go to that person, but we generally.

Speaker 3:          01:12:52       People thought that like just the natural selection process. Like in the same way that like kinda like connor just kind of mcgregor just upset the whole thing. Usually we thought up until then you had to be a professional boxer who had lots of fights before you got the floyd mayweather. And then caught is like, I don't think that's the way that works. And I'm not mad. This is not about completely different situation, but I. This is not about me. I think I'm kind of a big car fan so I'm not A. I'm not mad, but I know you're writing a new way. The new way. The people are like, I didn't know you could do that and then it makes other people get, so I think trump has done that to the presidency where it's like we thought there was a, just the process of natural selection ended up with somebody who at least have a through line of an idea because if you don't agree with Bush, George W Bush or you don't agree with Clinton, you at least knew there was a through line of an idea and I think with trump there's not the belief that there's a through line of an idea.

Speaker 3:          01:13:38       Yeah. And there's also this idea that he wings things. Yes. He gets in, has these press conferences, like that one that he had that was really set a lot of people back like just a couple of months into his presidency. We went on this like 70 minute rant and just rallied about fake news and people came out of that going, what in the fuck was that like? Was that or not? That was. Was that the recent one? Yeah, no, I'm talking like way earlier. One of the first ones that he did. I remember I got texts from friends who are Republicans were like, this is not good. It seems unstable.

Speaker 2:          01:14:12       Yeah. Yeah. No, and I think that, I mean, I think the one in Phoenix felt a little bit like, you know, it's a little bit like Jeff Foxworthy do in the old. You might be a redneck joke. He's like, dude, write some new stuff. Like if he was still doing the same stuff, like he's still going over the same. He still legislate. He's like, Dude, stop saying Crooked Hillary. We have as a nation, even fans of Hillary, like we got it. Move on. He's still doing the same electoral victory and all these things that he's been doing. It doesn't seem like get to a new idea man. Well that was one of the really sad moments when he was confronted by a reporter and he was talking about how he won by the biggest margin ever. And the reporter said, well actually sir, that's not true because of this and that now.

Speaker 2:          01:14:52       And he goes, well, I'm from Republicans as a Republican. It's like, no, that's not true know. And he starts rattling off the the actual statistics and he goes, well, you'll agree that I won by a large margin. Right? He goes, you are the president. It's like, what? Who are you like? What kind of crazy ego battles at the have on live television? This is a guy who's way more related to beaver than he is to any other president as far as like, he's surrounded by people who have told him. Good, good job, good decision. I mean the. There's a, the insanity of like, first of all, there was the fake Time magazine cover that was in one that was in his golf courses. I mean, that's, that's insane. That's not, that's just. I mean, we've all taken the fun fake magazine cover. We don't put it up and make people think it's real.

