Speaker 1:          00:00:02       Three, two, one.
Speaker 2:          00:38:36       recognize that your model t to ferrari metaphor is a good one and actually speaking to young people now, I do feel that they're kind of more switched on. Geez, look at a baby With an ipad. It seems lIke they know already and, and, but what I feel is, and this might just be my personal narcissism, but I like to think of myself as the pinnacle of consciousness. That there isn't some other realm. Even though god, I want that dmt so bad. Like, why are you afraid of that? Because it's not. It's not a like, it's not an intoxicant because I'm a 12 step guy and I'm a sobriety shit. Stop other 12 step that you're not going to fuckIng book about that fucking promote. You're not going to fall slip addiction. It's not this idea that you're going to fall apart and become a junkie again.

Speaker 2:          00:39:23       It's not going to happen. That part of her is that you can say that joe, but also a in an integral part of my recovery is the idea of surrender and I think that's an integral part of a lot of spiritual beliefs and internal part of dmt. Yeah, I feel you, man, but like to bypass the idea of my egoic offer ship my egoic or flurry of I'm russell and this is what I believe and this is what I'm going to do. I've surrendered to a way of life. I've surrendered. If I can find some people with 25, thIrty years in recovery, clean time that go. You're allowed to take the empty. I'm like fucking hammered a pipe. You don't need there. There isn't a face or they're sanctioning. Well, in a way I learned by the way, you don't even need dmt. No. You don't need it, but you seem like you want it.

Speaker 2:          00:40:07       Yeah, because I love the transcendent. I love it because I've know and I've always known that this experience of being in a body, in the conscious, individualistic mind, and remember I've taken loads of acid when I was a kid as well. I know that this is not all of it. This is just we're just reading one bandwidth of data with our century instruments that there is limitless consciousness and limitless reality. Do you miss that asked experience? Yes, I do. I. I love it. I love it. Is the concern that if you fell into it like whether it was mushrooms or whatever it is, that if you fell into that experience again, that it would lead you in a downward spiral of addiction in a sense. It's that in a sense, it's that and the fact is as well, I've turned my life around or my life has been turned around by this program, by this system and like, you know, the, the 12 seven, it does have something in it.

Speaker 2:          00:40:56       That's quite what I want to say. Like I said, little bit. Ascetic is a little thing like it's about the nile, Right? Because, but the reason that I've written this book was an interpretation to 12 steps, excuse me, it's because I think it's a masterpiece I think is a masterpiece at a time when people are struggling with ideologies, a tIme when people are struggling with religion because the bad things about religion is so obvious, the bigotry and the violence, those things are so clear to us even though there are many, many beautiful things about islam and many beautiful things about christianity are focused, tends to turn on the bigotry and the hatred that is present it or used out of those ideologies. The 12 steps is accessible to anybody and can be used

Speaker 4:          00:41:34       as a code to unravel your connection to your own individual experience, your own self centerdness, your own self obsession. Now this might not be a problem that you have that this might be the line that separates us. Me, I'm self obsessed and I have the first league like this is hoW it works. One, you admit there's something that you want to change and like that could be I'm a smack head, pretty obvious then, or you're a sex addict and that's a harder thing to admit because it can be rewarding if you're into adult human females in a culture like I was, but if he ultimately leaves you lonely and unable to have a family and you feel like you're having a negative emotional effect on others and yourself, then you need to admit it's a problem. The secoNd thing is could your life be better and the of course it could, and the third thing is being willing to accept help from others and whether that's a community or from your understanding of a higher power.

Speaker 4:          00:42:22       Now I happen to have, I believe in god in the sense that I believe that there's limitless consciousness that my individual consciousness is connected to something that I can't understand, that no one can ever understand. And again, as I've heard on one of my own podcast, as a matter of fact, yanis varoufakis who lived this political movement in Greece. He said, we will never know whether consciousness proceeded matter or matter, proceeded consciousness and in a way it's irrelevant now because spirit, this quality is here. It's here and it's a big pile of what human beings are and it isn't dealt with by consumerism and it isn't dealt with by contemporary politics. People don't talk about love, kindness, togetherness there, but these are the dominant things in our lives. That's What's most important to me. The people that I love, like you said, the connections with the people.

Speaker 4:          00:43:04       You have to become your reality, but a political system that reduces you to a component of an economic machine is never going to fulfill you. So what I now believe is that by what I think this book and do is give people a guide to reach in their own spiritual truth because it's completely non prescriptive. It's like your version of god is going to be different from mine. Your personal inventory that you draw up, we will reveal the truths of the way you see the world and the problems you've made. The communIties that you belong to will support you and you can change your patterns, you can make amends for your past, you can continue to stay present, and a vital part of this program is prayer and meditation, continued connection to the moments you don't lose yourself in your past or the projections of your future.

Speaker 4:          00:43:45       Now, whether or not that prohibits me from experimenting with psychedelics in the long term. you know, for me the jury's out because I do want to. And bill wilson, the guy who founded these fellowships was fascinated by asset and subsequent like even when he was so bad, it took a lot of acid and I think that guy was a prophet. He was on a mission. He was trying to discover what is truth, what is reality? We discussed much in the 12 step program though is because I think it's like most things, it becomes orthodox. You know, like most religions, most systems in the end they become orthodox and it does such a good job at helping with its primary purpose of stopping people, being alcoholic, stopping people, being drug addicts. That's such an amazing job and it's doing that job and it should continue to do that job well.

Speaker 4:          00:44:26       I feel like I wanted to do is extract the thing that I think is amazing about it and say, oh my god, anyone could use this. Do you hear this again and again from people that have got long time pro clean in these programs, everyone should work this program. EveryoNe should know what is the impact cause your mom treated you tHat way or your dad, they saw associate at intuit score. You were abused. You are still carrying it in your consciousness. We've touched on it a moment ago, joe, if you're like I say this, you don't choose between having a program and not having a program. You choose between having a conscious program and an unconscious program. If you're not working in a conscious program, you are being worked by your unconscious program. This is what I do. If a man makes me feel intimidated, this is what I do. If a woman makes me feel like I'm important, this is what I do. If I have a bad day program, program, program, the program of your class, the program of your school, your family, your culture, your time, and this 12 step system can be buggy from it and it's not anybody else telling you what to do because it's your own version of a higher power. It's your own version of a truth, except it's guided by the idea, become free, connect to who you really are, and become benevolent and loving to others.

Speaker 3:          00:45:28       You know what I'm thing? Is it really important that you said earlier about there's no political system or no, no politicians that are talking about love and values and caring and a sense of community. I think that's the solution to what we're fearing about brexit and Donald Trump and the rise of, you know, the just this attorney of the apple card, this, this thing that people are seeing right now that they don't like and this, this, this, the hateful rhetoric that people are most disturbed about, particularly with brexit. Right? That's like the big thing that people are really disturbed about is that it was fueled by this fear of the other. Yes. That's right, but isn't it possible that the when if people decided that that didn't work out, whether it's brexit or trump, that the response to that would be the rise of this ideology, the rise of someone who's going to talk about love and community and someone who's going to be genuine.

Speaker 3:          00:46:23       I mean we don't have that person now, but it doesn't mean that that person can exist and we've only had 45 different presidents we had. We haven't had any, every single version of what's possible for a human being to be interfacing with the entire civilization of the United States of America. I think it's pretty clear that what that system delivers. I think that those power systems are evolving in this direction. I think that this is, if not the pinnacle, I think it's possible that there are better versions of a president, but I think that systems that at that centralized will always deliver inequality. I think it's impossible for them not to and I think that they should be evolved, altered, devolved in a in a sense,

Speaker 4:          00:46:58       but I do agree. One of the things that in the I think is positive about cataclysm in politics, if something like brexit, when brexit happened, when trump happened, I felt this sort of. I'm a bit, I'm eric know I'm a dharma mccormick. I live in mischief, I live in the madness. That's just behind reality and I've been away. This is good. Not for the people's lives will be negatively effective when we've seen the rise of divisive politics and like kinda softened quite old fashioned ideas about sort of ethno nationalism and that kind of stuff. But the good thing is it precisely as you say, joe, that it does open the conversation up for someone to say, oh, hold on a minute. I think we've just left out love kindness, unity, togetherness, like these things perhaps people will be open to. Whereas I think if, you know, if we'd stayed in the european union, if we'd had hillary clinton as president, things is a bit more business as usual. We're not forced with. We're not staring into the face of madness. We're not forced to address. Things are going wrong.

Speaker 3:          00:47:51       You know, I talked to my friends sturgeon, a dental sturgill simpson, the musician. He a brilliant musician and he sent me this text message of a conversation that he had with dr rick strassman. Dr rick strassman as the guy out of the university of New Mexico ran those clinical tests on dmt, wrote the book, dmt, the spirit molecule, but he was quoting when he was talking about the times that we live in and how fucked up everything is. He was quoting this, I forget, I think it was a monk who said this, that we are constantly in a fight between 49 point nine percent and 50 point one percent good and evil and that they fluctuate back and forth and that we feel like we are just like a speck of dust because we are both a speck of dust and the most important thing in the world.

Speaker 3:          00:48:48       Because the. The actions of one individual literally can influence the course of the human race. The course of our civilization and that this period of flux is what creates growth and change and that the tipping of the apple cart and the. The, the positive thing about having someone like Donald Trump, and I don't like Donald Trump more than I like hillary clinton, I didn't like either one of them, hillary clinton represented to me was this lifelong politician who didn't support gay marriage until 2013, which she was to me. What she represented to me was an obvious magician, someone who I could see them pulling the cards out on their sleeve and I'm supposed to not pay attention. It's bullshit and what he represents is the ego unfettered in figuring out with crazy hair and a family in the middle sands and the whole deal. It's just this chaos ego putting his name on buildings and then we're realizing that both of these are terrible options.

Speaker 3:          00:49:45       System is a terrible system. This way. When we have what's essentially a popularity contest to see who controls nuclear weapons, it's insane. It's literally insane and that the only way this is going to change is by having this incredibly upsetting moment for everybody where they're looking around going, what the fuck is going on? And then new ideas get introduced and I don't know what those new ideas are going to be or who's going to introduce them or how someone is gonna come along within the next three years and challenge this current system in a way that's appealing, not just to the right and to the left, but maybe in some way to just human beings. Maybe in some way human beings, They realize like what's what's we're not going to get by in this world by enforcing right wing politics and ideas and and, and this sort of ideology or left wing ideas and politics ideology, but freedom and love and community and to be free to practice your own level of conservatism on your own. But the idea that I don't want any gays and want to have a little tribe were no gays are allowed. That seems to me to be counterproductive and that seems to be the counter revolutionary. All of that idea. Any suppressing of people's individual right to express themselves.

Speaker 4:          00:51:01       Sure. I agree with almost everything you said there and I've got a sense of been involved in academia. Do you know one of the main changes or make notes? Oh, well, yeah. Notes now. I never would have dreamt to that when I was a younger man. Excellent. Native beginning. You talked about this idea of the fitbit, the percent aisle, you know, good and evil that couldn't even now there's a great quote by the rational for sultanates and the line between good and evil runs not between creeds, religions and empires, but through every human heart. So nice quote for that quote now, and he's a personal theory that the reason that I dollar tree is bad, like they becomes like an in most religions say don't worship individuals is precisely because they understand that don't make one individual have too much power. Even now, historically we know that gandy had skeletons in the closet.

Speaker 4:          00:51:46       Great. Great gandy, wonderful. Great hero of bringing down the british empire, bringing it about freedom and love. Interestingly, gandy said there's no point ass kicking the british out of India and then replicate in their systems. This is a country of 70,000 villages. These 70,000 visitors villages are or should be autonomous run on their own craft or craft economies, trade with one another only in access, so like he was trying to get like important ideas out there, but like, like your great civil rights leaders, malcolm x, martin luther king, these are men that had flow. Malcolm x did prison time for unusual shit, but Dr. King, you know, extra marrow of stuff. People are not perfect. They're great hero. Pioneer people are people. So we have to change this. What I think is is that we can't have a popularity contest to decide who's in charge of nuclear weapons.

Speaker 4:          00:52:35       These kinds of systems need to be devolved because it's mental. We know that. Exactly. I agree with your analysis of hillary clinton and Donald Trump entirely. I think that the reason that you have a mad option like Donald Trump being successful, it's when people had had enough of those cheap tricks and cards up sleeves and financial corruption. So yeah, the apple carts going over chaos too. I agree, is an important part of evolution. We rest on chaos. These patterns that we observe, just temporary or show their sort of a cult leader and sort of poetic figure leader said, we talk about civilization as if it's this great thing. What is civilization a clearing in the forest? You know, for a moment we create our cities in the forest closes in and has it again. We're all theSe ancient civilization. Graham hancock talked about, so lucidly, where are they now? It up by the amazon

Speaker 2:          00:53:26       and I think great quote in a herman melville's moby dick that says, you know, noah's flood is still happening. We are. The majority of the earth is still flooded in war. These, we are connected to these events. We are out there in that chaos. So I suppose, gosh, what I'm trying to say here, joe, is that when we recognize that we're all flawed, that we're all fallible, we have to sort of thing. We have to think, how can we build systems that tend towards the better aspects of our nature, not the worst aspects of our nature. Can we recognize that any politician in a position of power for too long we will make mistakes, will be floored. That power has to be spread out as much as possible and as close to the people that it affects as as is feasible. Yeah. There's always going to be an issue with someone being able to acquire $100,000,000,000 like the amazon, Jeff Bezos guy like that, that is going to corrupt people. It was like, why would you? First of all, why would you keep working? Why would you want that amount of money and what's your plan? What's your end game? You're trying to make the world a better place. You're going to try to acquire more brown boxes with your logo on them. I mean, what do you. What are you doing?

Speaker 3:          00:54:34       Where's, where's it going? And it seems to me that there's a game, right? Everybody plays this game. Some people play it for $10 an hour. Some people play it for $10,000,000,000 a year and that once you make $10,000,000,000 a year, you want infinite growth. You want 11 next year? I would like to tell my stockholders that we have caused to celebrate and we have 20 percent increase in our, uh, bottom line this year and everybody's looking good. Let's go to tahiti. Right? And then like where, what are you doing? You can't, this is not going to last. You're not going to live forever. Like what? What is the end game? Well, there's no end game. You're caught up in the current game, in the current game. They are literally, capitalists are literally living in the moment because you have to just stockpiling shit that they're not thinking about the overall objective, you know, a sky down looking from the, you know, looking from the heavens

Speaker 2:          00:55:23       down on earth like what the fuck are we doing? They're not thinking about that. Nor are they accepting that limitless growth is literally impossible. That we have finite resources on a finite planet,

Speaker 3:          00:55:34       not for me. It's also you get caught up in the momentum of whatever you're doing, you know, whatever you're doing, you just get caught up in it and you know, you. If you're doing something and you're trying to get better at it, whether it's make a better paintings or acquire more wealth like you these requests and you try to get better at these quests, you know, and that's, that's, that's a real issue with human beings and I think it has evolutionary roots. I think it has roots in our, our, our need and desire to make better structures and shelters to make better weapons, to make a better civilization so that we can stay alive longer so that we can ensure that our children will be alive longer. I think there's roots in that that are sort of just sort of bastardized and twisted in this world of ideas where, where you're talking about like money and and and, and stocks and bonds and mutual funds and hedge funds and it's like jesus, like it's, it's almost like we have these ancient instincts for, for constant improvement that just, they, these human reward systems get. They just get corrupt.

Speaker 4:          00:56:43       Did. My theory on this idea is that we have biochemical drives, as you've just described, that compel us to move forward and to survive. But we also have a culture that's continually stimulate in fear and desire in order to cost us in a particular economic role that have consumer. And the reason that I believe that this program and indeed this book are important, is because it is a code to awakening a code to becoming conscious and once you are conscious you aren't beholden to the same systems. So much of our behAvior is a result of what we don't know about ourselves. We are motivated. we're trying to fulfill ourselves because there is that biochemical imperative to get more to survive. Which as an addict I experienced and have experienced an extreme sex, sex, sex, sex, sex till. There's no more getting out of my head till it's inconceivable that I could do that anymore without killing myself a one in status and power and prestige.

Speaker 4:          00:57:43       And see. The reason that I think this system works outside of addiction in it's as it's currently recognized is I've had to work in all sorts of ways. Once I got rid of drugs, I got obsessed with sex. Once I get, once I get a handle on sex, I've stopped being obsessed with what other people think of me. Power, fame and money, and what I'm continually recognizing is none of these things can be fulfilling. If you're not connected to who you really are, that can give you a moment. Then you're free to pursue your art or your creation of structures in a conscious way. You're not doing it because you feel unconsciously a bit worthless or a bit crap or like it might fulfill you. It becomes pragmatic. Eric,

Speaker 3:          00:58:17       do you also feel that like less concentrating on yourself and less being self obsessed is allowed you to have more open communication with other people and more healthy like back and forth, fulfilling communication with other people, which literally makes you happier. Whereas you thought that being obsessed with yourself and being obsessed with success and adulation and or sex or whatever those other things were that you were obsessed with was going to fulfill those needs and they weren't, but that community and bonding and that's a big part of jujitsu as well, man. So I think part of it, yeah, big, big, big, big part of jujitsu. It's like we're a family when you're in there choking each other, as weird as that sounds like there's a. There's a bond between those people that are in those classes all over the world that are. They're going to. They they, they recognize this community in that as well as it being an extreme pursuit and as well as it being something that is developing your human potential, you're also. You're also creating this really intense community of likeminded people. Comedians feel that. I definitely feel that with you. I feel that with most comedians that come in here and I know what you. We are the same thing in a lot of ways.

Speaker 4:          00:59:25       Yes. Yes. I think that's very important and in a way it's a return to what you were saying at the beginning of our conversation that there are certain anthropology core requirements that you need to feel lIke you're part of a tribe. You need to feel connected to one another and in my very limited pop in there once a week experiences of bjj when I've done classes with other people instead of just the one on one with the instructor because he looks after me, you know, I mean he's delicate because he's brilliant, but when it's with like other people that are similar beginner level, there's moments of real intensity within it, but afterwards, a sense of fraternity and love and closeness and like some stuff that I'm not familiar with have not used to being close to men in that kind of way and it's amazing and beautiful and probably very, very natural and impute important side of my life that I didn't explore because I did download the myth of our time that you are an individual and you carve your own way in this world and what's important is your power, your ability to affect change on others.

Speaker 4:          01:00:27       Your ability to sleep with women, the adulation of others. And as I've got older and having experience a degree of it, I recognize, oh, it's not real. It doesn't work. And symbol things. Connection and community have become more and more valuable to me, but it's an ongoing thing because if you set, the percentage is so close, you know, we're not getting involved. Recently in a campaign that it was. I got involved in a campaign to save a house in the state a couple of years back about these women asked me to tell them our state's going to get turned into commercial flats were all getting evicted. We live here with our families. I back their campaign, I've got them on the tv, this corporate power back down and it was amazing because like ordinary people, ordinary family be, you know, it was like the rebels be in the empire. It's like an amazing achievement of those people. But my ego, like there I am, the power, I am the power fed back into it. You know, so like I, I see it as an ongoing thing, but that my life now is how can I convey ideas that I think will help people in a way that is accessible? How can I be useful? And knowing that my, my role in this is to make sure that I don't slip into the yoga egomania again because I would love to be a cult leader on some days.

Speaker 3:          01:01:39       Thinking, thinking about it though and being aware of it is one of the most important steps because we're all, we're all a work in progress. I mean, there's no perfect person out there. They don't exist. And we've already discussed this kind of ad nauseum, right? I mean, I'm a work in progress. You're a work in progress. I don't, I've never met anybody who wasn't. And I never met anybody who doesn't vacillate at least a little bit, larry. There were some days you're better than other days and those days where you're not as good, you feel uncomfortable about it. And those are the lid would lead to better days. When you find yourself slipping, those slipping moments are actually critical because they give you some self awareness. You realize why I fucked up, you know, I yelled, fuck you at my car window when I shouldn't have or whatever it was, you know.

Speaker 4:          01:02:17       Well, again, this system is what provides

Speaker 2:          01:02:20       you a way out at like the, you know, the recovery system, this 12 step system is that you like, you would not rely on one person to be perfect. You recognize everyone is fallible, but together as a community we can start to have better objectives and in an instance like I fuck up all the time, but this step nine, step 10 or about making amends when you make a mistake. So I would like now I literally do this. If there's a moment where I shout fuck you, but somebody or it isn't. I go shuffling back a day later listening to this thing where I said fuck you. That was wrong with me. That must have affected your feelings to find someone in traffic there you to fuck you. Yeah. I'll try and do it real quick. You've got, you've got fast and a lot of my fuck you's. Maybe it's on a phone call or maybe it's in a shop or whatever. The air like, I mean in a way is about, I suppose becoming a benevolent force in this world. If I tend towards that better, 50 point one percent as opposed to the 49, then I'm becoming an a progressive agent or a bird benevolent agent as opposed to another person intoxicated.

Speaker 3:          01:03:22       I think it's a microcosm of what we were talking about earlier about society itself is that one day in the future, look what the way we behave today is light years past the way they behaved in during the inquisition. I mean in, in, in the future. I imagine especially today because people have so much access to the way other people have behaved. We have so much data on just written words, listening to people talk and podcasts and speeches and watching videos. There's so much more data than there ever was available. One hundred, 200 a thousand years ago, that in the future we're going to have a much better way of communicating based on the learning and growth if we survive. Right, and I think that's the same thing with You and I and everybody listening to this as a human being. If you continue to grow and you don't fall into all these traps as time goes on, you will be a better version.

Speaker 3:          01:04:16       It's slow and it's fucking brutal and it's painful sometimes because it's just, You feel like, god, why don't I have my shit together? You know? I mean there's, I was saying this about Donald Trump, like someone was writing off Donald Trump, like he's never going to learn. You know, he's who he is. I'm like, did you just stop learning when you're 70, like, 70? That's it. It's over. There's no more data's getting in there. Well, I don't know. I don't. I mean, maybe Donald Trump could have a revelation one day, you know, maybe Donald Trump could realize the error of his ways and the way he communicates is his, you know, he's causing more problems and he's fixing, you know, maybe he'll be not even to point him out because it's just, he's just one of us, right? To all of us that I think we're, we're all slowly, brutally piecing this thing together and hopefully we're better at it than we were a week ago and hopefully we're better at it than we were six months ago and that it's going to continue.

Speaker 2:          01:05:09       Well, that feels like the general tendency in my own life to put out the general tendency in your life. Absolutely.

Speaker 3:          01:05:15       And you know, one of the things that's helped tremendously as this podcast, being able to have these long three hour conversations with people, you sit down and talk to them with no distractions. It doesn't exist anywhere else. It doesn't exist in nature. Someone. Someone said this to me, they said, you know, you always say on your Podcast that you just try to have a conversation. He goes, but who the fuck has these kinds of conversations? We just sit down and stare at each other and talk for hours at a time. I'm like, get your right. I mean, it is just a conversation still, but you're right. Is that, it's sort of an accelerated form of it. It's like a. If you, you know, you could kind of apply it to everything else. If you spent enough time doing it, you know, you're just, you're, you're going to get better at it and you're going to.

Speaker 3:          01:05:53       A lot of the podcasts is thinking right and it's an examining your own behavior and examining the way you interface with other people and I do more of that than I ever have before. What do you want to change about yourself? Just keep going the same way. I'm going to get better at being nice, get better at being honest, get better at being in loving. I mean, it sounds hokey, hippie bullshit. He says, yeah, I want to. I want to be nicer. To me. I want to have better relationships with my friends, better relationships with my family, better relationships with people that I don't even know that. I mean I just want to interface with the world in a more positive way. I think one of the most important things to realize is all the interactions that we have with each other, a dependent upon to individuals or more.

Speaker 3:          01:06:34       Right, but it's You and whoever you encounter and the way you encountered them is going to change the way they behave to you and everybody always wants to put it off on the person who behaved a certain way to them and in some ways you're right, but in other ways your reaction is completely dependent on your own way of approaching it and your reaction may change the way they react and you'll complete the right like any. Like if the, you know, throwIng a pool against that brick wall, it will bounce back a certain way, but if that became a softer surface or indeed a furry wall to quote one of my own films, that it will bounce back in a different way so that they did another thing that's in the program than necessity for forgiveness. If you. If you instead of blaming your past and blaming other people, you come to a point of forgiveness.

Speaker 3:          01:07:23       This creates the silver, the nexus for change. As long as you're like, ah, that person felt me out when I was a kid or my bad wasn't a loving figure in my life. As long as I hold onto that belief, I'm trapped by it. I mean, I say I relinquished that now. It's not happening anymore. I'm willing to move forward. That's another human being. They were doing the best they could. Suddenly you're liberate it in your path changes. Now, joe, when you were saying just then mate, about like wanting to help people, do you have any particular projects are specifically about that? Obviously this podcast is a tool for education, but do you have anything that specifically about right, I'm going to do this thing like, I don't know, take in martial arts in the community type stuff? No, no. You think it'd be really good at that if I had more time. I just don't. I don't have enough time to do what I'm already doing, you know what I mean? In terms of just sheer numbers of hours in the day and I think

Speaker 2:          01:08:16       I can't just work because if I just worked, my work won't be any good. I mean you have to live. It's one of the most important things about standup comedy is you can't just do comedy. You have to do other things and this is something that took me a long time to figure out like you can't, like you ever see a lot of comics, they just started talking about airline travel and hotel rooms and your life is your life and they can relate to it, so that's what they talk about. What? That to me is a failure of gathering research. I mean it's all. It's life, right? But your life has to. I think in order to have a continual body of work again, he can't just constantly talk about airline travel. You have input. My thing in the beginning of this was about airline travel and the low level, low frequency anxiety I experienced in airline workers.

Speaker 2:          01:09:06       It certainly wasn't a comedic bit, but it was cultural analysis and did to a degree revealed that I'm in the middle of a press junket and that's my life at the moment. I could just as easily have told you about bees. I'm a bee keeper. I've bees. All right. Do you swim in the river? you have experiences, you have said for we sort of one be, I'm not keeping one b, one b, one one doesn't work. You're like, be. I'm afraid. I said responsibility to have now. Sixty thousand pounds. I'm not taking them on the or anything like that, but he doesn't. Yeah, you're right. It's given me and said, what's your standard, your standup comedy then what is it currently? What are you covering? What your sections, your bolts. See what I'm doing right now is working towards the new netflix special that I'm going to do in either march or april.

Speaker 2:          01:09:47       I have to figure it out. Uh, want to do it in boston and I don't want to do when it's too cold because that 1000 seat place in boston. I think wilbur. Yeah, they will. Yeah. It's awesome little theater because it's really 900 seats and it's really three, 300 seat comedy clubs. Yeah. It's three stacked on top of each other. It's a great venue. Well, you'll say, so you're going to do an hour of free nights. Boy, you'll see. What if you got to a free 20 minute average? Do you know what your pit. So yeah. Anyways, if you don't mind me, it's difficult to talk about it on the podcast because without going into actual. But can you tell about the area or I'll tell you about my arrows to show you this. So I think I talked about like when I got heavily involved in politics and I found myself on tv shows and doing rants on telly and getting into arguments.

Speaker 2:          01:10:32       Those are great, but otherwise thank you. I love doing those. Love the one you did. Was it fox news that you did one with it? Breaking down like what are we doing here? I love doing that. I liked that love, ridicule available. Once you get into the analysis, you're, you're a fucking runaway train and once you start a sentence and you start going very fast and powerful and they'll be like, whoa, whoa, whoa, whoa, whoa. And there's not a lot of ums or uhs to interject and they're sitting there. They're all, you know, first of all, the little starry eyed in the first place. Second of all though, the runaway trains happened like, uh, uh, under the ride's over five minutes later, like tin cans or rolling down the aisle and they're like, okay, it's a good technique because see that what we were saying about bjj, that, that language don't know the language, the language comedy, it's a language I've worked on.

Speaker 2:          01:11:17       So one of my techniques is never create space. Give them no space, no space, no space smush. See if you take the actual jujitsu out of it. I'm brilliant. Or jujitsu, it's just the actual physical contact. Hold locks and chokes judges who shows itself in all forms. Yeah, that is true. Transcendence to find one universal language, one universal myth, one mind one consciousness, one, yes, no, the way broadly. And you'll see it in all things. So Ryan Hamilton, masashi, that was pretty good for five rings. Just drop that in there. Chinese philosophy or something like that to my arm. What is he? Some sort of master? He was a samurai that was a, he was a ronan. He was, uh, during the time where samurais roamed the earth and got into these one-on-one sword fights. And he killed 62 men in one-on-one sword fights. I said, life in a bad motherfucker.

Speaker 2:          01:12:10       He wrote an amazing book on strategy in life. And one of the things that he emphasized in that book is that a real warrior must be balanced. You must be good at art and calligraphy and poetry. Good. Can't have any holes in your game that you have a balanced person in order to survive in these intense moments of sorts, flying at your face. I had never teach a man to fight who doesn't know how to dance. It's quite good in it. I don't know how to dance set paycheck they like. But what I sort of like, what I've done is I've found things like the approach from a different angle of like pointing out the things that I did wrong in my political campaigning where I floored and fed into my ego. I do a good long bit about the birth of my daughter, like purely from the perspective of a watching a birth, like, like, uh, uh, commentary, uh, sports commentary on the baby coming out.

Speaker 2:          01:12:59       I don't use the beat, uh, the rhythms of sports commentary, but just actually describing what happened and what it did to my mind to be present at the birth of my daughter to experience something that's so defined, but so animal tearing, flesh roaring and all that stuff. But It's like god is in their house, you know? So it did it beyond that. But in every time I building up into a point of divinity, I undercut it with like, you know, how sort of mad it looks and the obvious stuff I guess you'd call it. So like I do that so. And the whole show rebif, which I'm doing from a netflix, I believe at some point soon it's like a is about, it's called rebirth. And the point of it is how having the babies, men, I've been reborn to myself, but a lot of it's about recognizing the limits because I think I got very narcissistically involved in politics the same way and possibly getting narcissistically involved in spirituality right now because I still have this yearning, this thing that wants to change other people's lives, changed the world in inverted commas. You know, but like the comedy comes from recognizing my own flaws within you. Do you do any sort of like really difficult to exercise outside of a jujitsu? Do you ever do ever get involved in, you know, any like yoga, like intense yoga, like long periods of time, like 90 minute hot yoga classes

Speaker 3:          01:14:12       or running or anything where you really have to push yourself physically, really push a run and then listen to your podcasts and sam harris' podcast sometimes or wherever and I'm like, and I do. I do do yoga, but not like. It's interesting that you specifically say push yourself to the limit. Why do you think that's an important part? I think there's a freeing aspect and pushing boundaries and physical boundaries because it's exhausting and not just exhausting physically, but mentally too because there's a strain on your. Your body's desire to quit, like your, your, your mind's desire to seek comfort and that in pushing past that you find this freedom and you also find a vulnerability and who you are as a person. It's very difficult to think greatly of yourself and to Be egos autistic when you know that you're so fucking tired, you have to put your hands on your knees and your, you're heaving and you know, and then you have to keep going and then don't, don't be opposed to you.

Speaker 3:          01:15:03       Come on, keep going. And so you, you don't, you realize who you are. You feel yourself for who you really are as opposed to like adulation and looking at yourself as this, uh, this thing that's above it all. Like you realize the flaws in your mental process, the flaws in your, your physical abilities. And I think it's very humbling you. Yeah, right. I can see that doing that in a bodily way, it will be useful. But like I tell you the truth, the trouble for me, and I think a lot of addicts, he's not the like of course they self obsession, but self obsession isn't usually about fucking great. IT's normally I'm worthless. That's why he comes mostly from that position, but it's also you're thInking about yourself all the time, right? That is the problem that needs to be decoded. And I think you're right, that physical exercise is really, really important.

Speaker 3:          01:15:48       The level to the level to which I think I always feel better. It's not my, like I have to work even to bloody do that. I'd rather spend a ton of time thinking or doing something thinking I'm fucking coming is thinking that's what's, what's confusing about it to people. It's thinking, but it's thinking in a very different Way. Like there's, there's thinking when your body's at rest and you're just using your mind whether there's also thinking when your mind is trying to manage your body under extreme stress. And that is also a mental exercise and that's where people get it wrong. When people look at people that exercise and especially people that work out really hard and they think of them as meatheads or as like someone who's based or primal and unevolved. But I feel like there's a high level of mental evolution involved and being able to push yourself like, like I, I really admire people that, you know, like you'll see like a lot of old people that are, uh, I see him in yoga class all the time that just never fucking stop in there. And they don't have extreme physical abilities at all. They're not, there's nothing athletic aBout them. They're not strong, but they're in there grinding. and in doing so you have to, I mean, it can't possibly be comfortable for them. Right? I look at their saggy arms and their old legs. This is not like some graceful person is able to do this easily. This is a person who's really struggling and in real struggle, like that is a mental

Speaker 2:          01:17:10       energy that's involved in forcing your body to go through these uncomfortable emotions. That I think is very freeing. Yeah. I think you're right. What you said as well about balance and possibly what you're saying is that I'm a person who will benefit from more of that. I see a guy in the gym once and he said, don't stop exercising. He was old, he was like in his seventies. He goes, don't stop exercising, don't let your body find out these dying. I just keep going. Don't let your body find out. It's dying. That's great. Yeah, that's pretty cool. Isn't it? So, yeah. So, but like I think that in any form of, uh, I think that some variety of it. I know you do the yoga, you do the brazilian jujitsu, you do the running. I think it's very important of different forms of exercise, different forms of mental activity, different forms of stimulation to live like good because this is what this machine is designed to do.

