Speaker 1:          00:00:04       Ah,
Speaker 4:          00:36:23       Is there some pill that you know about that we know? Is there some new leaf that we're going to find? The Amazon that restores his 80 year old guy who's paralyzed from the neck down. Jesus fucking Christ. Bitch, you don't know what you're talking about. You're talking nonsense and you shouldn't be allowed to be in a position where you have an opinion that can be expressed and then can influence people. Fucking stupid for them. She worked for, yeah, she works for this fucking newspaper, man. This is why I tried to save her telegraph, arguing with the bullet and because I'm like, I don't want this to be about a female or male at all. Like I just want you to know that you're stupid. So I try not to use gender specific words. Yeah, this is, uh, it's just, you don't, you don't have to gender specific with this lady.

Speaker 4:          00:37:02       I haven't, I don't think I have, but unless I called her a bitch. But the way I say that, I call them and say that's what happens with Doug. He was my boss. It's not his fault, but that's what they latch onto. I use with my best friends. I was like, bitch, you crazy. I mean, I'm not saying she's a bitch as a woman, but that's what I, that's what they latch onto. Why you hate for you to talking about? Well, because they want to be able to say, you hate women course I do worst. The women, I don't hate them, but as a whole, like they look down on them. He definitely looked down on them is I looked down on men too. There's a lot of men out there that are pictures. I run into a lot of very unfortunate men out there in this world that if I was a woman, I would be sad if I was a woman and I wanted to have a real man.

Speaker 4:          00:37:47       Good luck. Good luck finding one of those fucking things. There's like a specific type of female drunk that I hate, but there's also a specific type of mail junk that I hear you, dude. I would way rather be a guy. Then B. I think there's way more women that are cool. Then there are men that are cool. It's tuning me. Douche bags out there that have some weird chip on their shoulder. You know, there's some weird need to prove themselves and this is just too many aggressively cunty men, you know, I think there's a lot of country women, but I think it's way more country men. He's just fucking people. There's a lot of guys that are just going like this, just their chest and trying to like and like why, why, why are you fighting? What are you doing? See never who wants this to never train.

Speaker 4:          00:38:25       If you just trained, they would never do that. You know, you go to a bunch of guys who are like Jujitsu guys go out there like the nicest, most polite people ever. You know, it can be easier. It's way easier. Stupid. You know? I realized, you know that sometimes I used to do this thing, I don't do it anymore where it's like you're at a yellow light and trying to like pause far enough so the car behind you misses the light and you get to go through it. But I'm like, the amount of energy that takes to do that would be equal to the amount of energy to speed up and get the guy in behind you. The game works either way, you're trying to accomplish something total can't move. It's like you can be nice to still have the fun of the, of the game.

Speaker 4:          00:38:58       Yeah. Yeah. I think it's, I think people just get locked into a wave. It's absolutely, people get locked into a way of thing and we get also get locked into frustration. Some of the most aggressive people I've met word the most unsuccessful, the most frustrated. The reason why they were just like constantly involved in conflict. It's because they were dealing with a lot of internal conflict and no confirmation of, of, of anything good. No confirmation of goodness. It's from their life. You know, there's no confirmation of them being worth something. They were always getting dumped in relationships or you know, in the middle of fighting with their boss and just shit on either side. Yeah, there was always conflict. And when you're in that situation that that constant state of that's your norm of unease comes, you're like your, your base plan. It's fucking, it's the worst.

Speaker 4:          00:39:45       It's worst to you around. Yeah. It's the worst to be around, but the reality is you and I have it far easier than the average person. There was a threat on the underground give. I think the average person isn't like that. I think that's a lot of people, but the average person. Cool. You're absolutely right. But I'm saying the average person is under a lot more stress. It doesn't, it seems like standup comics will be under a lot of stress and we sort of are, but we're also a different stress. Yeah. There was, there was a threat on the underground talking about Sunday night, and the guy's like, man, fucking Sunday night, he just, some dude just reached out. He goes, Sunday nights are depressing, you know? Do you guys find Sunday depressing and focking? Everybody's like, yes, I hate Sunday nights. I hate going back to work.

Speaker 4:          00:40:24       It makes me sick and I'm sitting here, I'm just relaxing. I'm dreading. I'm dreading that. I got to go to work in the morning and I'm like, wow, that's when you really realize how stupid, lucky we are. Just stupid. Lucky to be stand up to me. I've been stupid lucky across the board and even fear factor. I never woke up and was like really mad that I had to go and make retarded amounts of money to I. I do that. It wasn't my favorite thing to do but I was never mad at it but the dude's like stand up or anything like that will work for the UFC. It doesn't even feel like a job. It's something that actually when I'm like tired and I don't want to go to some awesome Gig or get on the plane to go some great place, I'm like, I have a worse than Ethiopia. Just like put it out how it is like a relaxed though. You're going to complain but keep up, keep it. Say it out loud and she put that on your wall. I have it worse than Ethiopia. It'll force you to just not be a bitch. This ice cream is melting. I have it worse than Ethiopia.

Speaker 4:          00:41:17       Yeah, there's, I'm like, let me complain, but obviously I'm going fine. It's super easy to get into a shit mindset. But the bottom line is that life is a struggle. It's a constant struggle and doing anything. It's a struggle like we were talking about and you know, writing new material. We're both doing that right now. We're both, you know, you'd go up but sometimes it just eats Dick. It's not working. It's sometimes you don't know where you're going with something cause it's a new bed and you're trying, you try to say it one way and now he tried another way but then it sort of diffuses the second part of it and then you've got to listen to it and go over it and maybe rewrite it. It's a weird process. Sometimes you're like, okay this section just needs work and then the next time you're like, it's telling me it's work and the next time like dammit.

Speaker 4:          00:41:56       And it's something that is coming. Bits just show up done. Oh yeah. You know, sometimes like you get an idea and I have gotten an idea on the way to a show and then got to the show and then boom, the bit was done and it was killer. It kills like an old bit, you know, one of my bits from my Facebook thing the first time you said it. Yeah. Which Facebook thing? Wait a minute, I don't, I'm not trying, I don't want to run. One of your drugs are special. If, if, uh, the premise, if they had Facebook and like 1800 hundreds. Oh yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah. Um, that one came out like immediately, like, yeah, that was that night. It was theater. I forget what. Yeah. Yeah. Sometimes that's really fun. That's a tag though. That was sort of easy because it was, the big premise had already been set.

Speaker 4:          00:42:40       Oh, right. You were saying the whole thing. Yeah. But um, it's, it's weird, man. The, the process is so weird the way the process of creating new stuff, but it's so exciting too. It just gets you like real stimulated. Like, that's my favorite time because it's the most unsteady time you're going out there with all these like fucking weak ass weapons. It's like you're playing, it's like become a bad motherfucker. Starcraft or world of Warcraft. I'm going to Mike Tyson and punch out and you're like, what the fuck? It just knocks you out in two shots and then you quit and then you start all over again. Yeah. With the new account. That's a better example. And you're like, what? Yeah, you're a noob with shit. We played, we played the thing. We have [inaudible] we got to play tiger woods golf with tiger woods. Right, right.

Speaker 4:          00:43:24       And he drove it off the tee wants and he like went into this creek. He was like, I couldn't clear the creek. It was like 140 yards. Like yeah, welcome to regular PR, PR, PR people. Golf Tiger. Yeah. I'm just mumbling cause he was like, that's a regular people do it. I tried that, I got stuck in like a right, right there. That's in a skiff. Worst feeling. And you're on a stage in the middle of a fucking perfect Joe. And be like, come on body, stop it. You're Bonnie. Just hiccups. I don't word. Oh God damn. I'm running this whole moment. I almost did that this week and I paused myself and it actually made the joke better. Oh really? I almost fucked up. I had an almost fuck up where uh, where was I felt it come out, twist it. Like why does my tongue this shape?

Speaker 4:          00:44:06       I paused and extra second that I paused and extra section after the word after I got it correct. And it was like a better pause. It was chance buy stuff on accident. Right? Oh. Like I realized, I was like, Oh yeah, that gives you more time. This I am saying something kind of crazy right there. Maybe it's better to contemplate it for a moment. Political for you here. The second step is sometimes you know, stand up is it's just technical. Yeah. And you do it in front of different people. You know, you got an, that's the only

Speaker 2:          00:44:32       art form that I know of where you literally need them to practice it in front of. I need, I don't know. I know some of this stuff is, that's funny. You know, when I write it, I know some of the stuff that's going to kill, but some of the stuff, every now and then it's some shit that you didn't even think it was funny. He thought it was like laughing and washes. It could be like the biggest throwaway to you and it just, and that's like the biggest laugh of the job. Find a lot of times that I'll do certain jokes that I really enjoy that may or may not get us bigger laugh, but I'll do the jokes that get a humongous laughed and I'm like, yeah, I like it, but it's not my favorite. But you guys seem to like it, so I'll keep that in there.

Speaker 2:          00:45:06       So you're listening to these ones that I want to say? Yeah, yeah, yeah. It's like a tool. There's no substitute for fucking doing it on stage in front of people. There's no way around it. So I used to hear about bill Cosby. Bill Cosby would just write his whole routine and then just like go on the tonight show and just do it. Yeah, he just did it. He would say, he just knows what funny is it certain people like us go differently. I would like to see that dude, if he's in town, you want to see him with me? Yeah, I totally, I bet. I bet he comes to town like once a year. First Time I tried to leave the day before he was there and I was really upset. Yeah. I like to see him because it's hard when you hear a lot of the veteran comics talk about him because he's reached his deity status and if you can't take it out on us, because I remember the one time, you know obviously George Carlin's one of the all time greats is no doubt about it.

Speaker 2:          00:45:48       It's like one of the greatest comedians at several lives. But there was a time where he was coming to the comedy store and he was working on some new stuff and it was not good his last or second or maybe third the last special. But yeah, it was like, no, it wasn't good. There was one good bit in there, their hour and we all kind of sat around and non and no one wants to say anything and you know, and maybe you and I got together and we were like, yes. It wasn't going private, it wasn't good. But meanwhile he's fucking one of the greatest of all time. But yeah, you have to say like, I'm not taking anything away from his overall achievements. There's that moment and it really, the reason was there's a reason for it. It wasn't that he wasn't a good comic anymore, it's that he had an incredible workload and he's, he did the Louis C k thing where he's in, but he was the originator of it.

Speaker 2:          00:46:32       He would come up with a completely new act every do it like a dozen or two dozen special, so credible in his sixties right. And he was, or was, it was an older, yeah, and he's writing a whole new special and performing every year. It gave me 20 bucks. I went to, I went to the deli form [inaudible] form and I get, you're getting a ton of books. I was like, oh, it's on a house. He goes, yeah, I know. And I was like, thank you so much. You can get 20 bucks from George Carlin's should a frame that shit. And I think I needed it. That's, I mean that's so courageous to that he would do that. That he would go out there at 20 bucks. No, whatever. You try out all the new shit bomb when he could just pull out, you know, hours of classes. He said that his workout, he would be like, I'm not doing the old stuff. Don't, don't ask for it. I'm not going to do it. Yeah, here we go. Yeah. That's how he had to do it. Amazing. It's amazing. Really. It's hard to put yourself in that position, but if you do it enough, practice enough, probably just the same thing as working out. You get to a place with like happier that you just rely on the old

Speaker 4:          00:47:30       material and you actually just went through the new stuff. Yeah. But there's also Gaffigan and I talked about this and one of the things that he said was that you gotta have both. He goes, I, he goes, I'm, it's really important to me to be really good to have a good show. These people are paying a lot of money. I'm, I can't just work out in front of them. And I was like, you're right. I feel the same way. Like I want to, I sandwich new jokes in between. Well that's already known and killers. That's why I love workout sets at the store in New York or anywhere. It's just like, this is just, you know, it's a fucking Tuesday night. I want to hear to see anybody. Don't you think that, you know, you got to like get there. The audience is sort of a respect before you like start doing new shit.

Speaker 4:          00:48:10       I feel like here's what I'll do. I know what you mean. It's like you want to open her, it's going to get up right away. Opener. That works for sure. And find a new one. I'll find a new one for this year by not having one. That'll make me find a new one. That's a good way to look at it. But not having a closer that'll force me to get a closer. But if I do my eh, whatever and ending and then like, let me hit you with some great bid, I know works, then I don't leave with that feeling of like, I need something better there. Did you, uh, get bummed out if people, uh, send you like shitty messages about your show on Twitter? No. Thought you sucked. Because rarely is it super bad. I'm trying my best with whatever that new materialists and then it gets better and better.

Speaker 4:          00:48:46       So the more and more of it goes, well maybe then eventually all you need is just that closer. But the first 10 is great, you know, and then it becomes like, so, so yeah, we've got to do some things, man. Let's go to Alaska or something like that. We've got some shit. Your manager, and I told him, I'd say, he's going to forget again. So just Lo, I'm telling you, just look into it. The longest day of the year she'll press is Jay as a July 21st to the 23rd. Oh, can you get shrooms in Alaska? Fuck. Of course you can write this the way he says that. Of course you can. There's no way that can't be true. This is the guy who got almost were arrested at the mall of America. You, what do you mean to say? Is this the guy who got led off by the cops have mall of America?

Speaker 4:          00:49:27       That's one way of playing it. But you did get, I don't, I can't remember the last time the cops came at mall of America to talk to me. Yeah, I'm walking the line better. Ooh. Did you ride the roller coaster at the mall of America? I didn't. It looks Janky and old. It's like it's like done. Everything's from like 22 on the side. The inside rollercoaster. They have a water ride to the mall of America. The biggest mall Edmonton Mall in America. Edmonton Maltsberger in Canada. Wow. Yeah. That's the biggest wall in the world. I think so. Have the by the top people though. How does like Dubai, how they tolerate the fact that we have the biggest mall? They must be going crazy. It's a really, people driving their cars and in Dubai like have you seen, have you seen those photos of just like Mercedes driving by with a big like lion arm hanging out?

Speaker 4:          00:50:18       I haven't seen it. There's a new show called the Shahs of sunset. All Iranian sell the Persia here? Yeah. Okay. Can I just say this and you could disagree with me if you want. You can put this on the record. I've got the worst of the whites. Wow. Persons and our mediums. You are the Julius Jew of all types. The way you said it. The worst. The worst of the whites of all the ways by Paul said that though you, you, you so like made a Jewy face. God, I'm becoming an old man. Oh Man. Set in his ways. I worry about that man. I say something like, like someone will say something. I'm like, why? What are you saying? I'm like, what am I god, I'm an old Guinea. Yeah. Listen to me. I'm some fucking some old Guinea me. What? I was supposed to become the worst of the worst of the light. I'll tell you, dad. Dot. Wurster the whites.

Speaker 4:          00:51:10       They were fine. They were having a good time. I mean, they seem like they were enthusiastic people. Oh, this you got think about. Yeah, there's the show. They're starting, their dad's daddy lacks in the fucking functional working so store that was handed down to them. I am listening. I am all for anybody coming from somewhere that sucks. Like I ran and coming to America and guess what? They're going to have some, some fucking growing pains. They're going to have to, I mean, it's not okay. It's a completely suppress culture. It's the ones that act overly that both people are falling for the first time ever. And like, you know, six generations. You know what I mean? Think about that. They come to America over the last, I mean, look, the, the whole hostage crisis shit happened in the Carter administration and then they stopped calling themselves Iranians, cause I ain't a Iranian girlfriend when I was, she was Iranian then she was Iranian and then they changed the person and they change it to Persian.

Speaker 4:          00:51:55       Why? Because it got a bad rep fucking nobody wanted anything to do with Iran. Man. You don't, you don't know what it was like at that point. Like when I was, when she was my girlfriend, this is what, like my first girlfriend ever. I was like 11 years old and she was this girl across the street and I'm fucking mother. The mother was Iranian, she was half Iranian and half American. And the mother tried to stab the father with a knife while I was there. The cops got there. It was like, it's really crazy. It was a crazy little situation. She was a really nice girl. But like they were in like deep turmoil. Like her, her family was in detail and trying to get out. No, no. I mean like the mother tried to kill the fucking father with a knife. What? Yeah, yeah.

Speaker 4:          00:52:33       They got arrested while we were there. It was really crazy. But, um, the, um, my point was like, I got to see like, you know what it's like in their eyes to have escaped. I ran and I ran was, you know, it's, it's, it's, it's a fucking Dick dictatorship. I don't give a shit what anybody says. The, all those voting's and it's nonsense over there. There's a reason why everybody erupted and went fucking crazy after the last election. There's no real democracy going on. And I ran. That's great. Hunting anytime soon, but oh no, there's not. It's a scary place. Excuse your behavior when you come into a comedy club late at night. I don't know why this place. Yeah, you know what it is, man. They're just like the guineas of the fucking 1930s it's the same thing. It's so those are the stuck. Most of the word. Listen, that's my people. I'm a Jersey Guinea. I was born in Newark, New Jersey. Man. You know, that's, that's the, that's the environment. They're escaping

Speaker 5:          00:53:26       something that's sucks bad, you know, and so it takes him awhile to assimilate to the greatest culture the world's ever known. Hello. Welcome to cafe. It was one time before you, there's like 5% guys came into the store late at night. I would sit in the back row there and run as AC is working the cover booth. He was smoking a cigarette in the back row. It was like one 30 in the morning, but the Jim Painter, the door guy was on stage and these guys come in and smoking a cigarette and we're like, hey guys, you can't, uh, Steve said, guys, it's $20 cover. And they're like, oh, okay. And they sat there for him and he goes, guys, it's $20 cover and you can't smoke in here. You're going to go out. And they kind of get this look of like, alright. And they walked towards the steps, waited there for like two minutes and I just go get the fuck out you filthy Persians.

Speaker 5:          00:54:08       Oh. And they just started rushing at me. Steve is holding back their kicks. They were trying to spit at me a kick. I'm trying to be cool and just sit there and their kicks. We're just missing me. Oh my God, I'm so mad at them. I was like, get the fuck you're so rich. You've done nothing. You're all 19. Get the fuck out of here. So where are they getting their money from? Others. What does, what does Dan do? That worked hard because he overcame that shit you were talking about. Ah, all they did was inherit them. This is a problem with a really rich kids. You know like parents like you little bro. A lot of parents are rich kids are not taking care of those kids. Yeah. Well don't children were black. I'm working a lot too. They'll let them wear black on black. It's like you're a Douche. Stop looking at your sweater. Oh yeah. No, this is cool. You have the gay flag sweater. Yeah. He sitting on some picture pages. How could you possibly ask me to tell them what they're the worst? They'll worst. What colors to wear though? What? It's were black on black now with three buttons on done. They're really nice people and they were black on black. They would never act like that. I won't have you waited for your wife to yell at you in the back of it.

Speaker 6:          00:55:18       You're shy in. My Dad would never tolerate though. You're going off.

Speaker 5:          00:55:28       Oh my God, you're so hilarious. It comes out of him. He said, I just visited my parents. Maybe that's all. Maybe if you were a Persian, you could get away with saying that. No. Why? That's going to have some person's mad at you. They're going to come to the show and be less Persian. He,

Speaker 5:          00:55:43       it's only the ones, you know what I'm talking about. I do because, because again, in your defense, I am McGinney. I'm a Tom, mostly Italian and I don't like most Italians. There's a lot on say like, oh, you're Italian. Oh, you're a person. You're fine. Yeah. It was a lot of my life, but there's just this giant club. I wouldn't even say it's most, I don't like, I would say it's 30% Renault, like the Milton Palestinians, 30% Douche bags. So they ruin it for everyone. That's all you think of. Exactly. And all these goddamn mob movies, which just pumped those fuck heads up. It was really dumbed. Fuck titles them. Do you know who I am? I'll come back there. I know people kill yourself. I know people. Oh, that's horrible. We stop

Speaker 4:          00:56:24       it. Get rid of the loan. Let's do this. Yeah. I wonder how much, um, you know, they say that the big mob in this country is the Soviet mob and that they know how to keep their mouth shut. Cause the Terry, yeah, they don't walk around with fucking giant diamond rings on and they were like very sophisticated and there are forms of organized crime. They're the most dangerous because they're like the computer dude's Oh yeah. And the ruthless like, you know, that's how that's a cold world man. You know? Then those people went through a lot of shit that we can't even begin to fathom. These guys are like, yeah, I pinky off. I won't even blink. When we were in Japan, I didn't see any pinkies cut off to gym now. And everyone wore a black, a lot of wearing black. Would you yell at the Japanese?

Speaker 4:          00:57:08       No. Black on black. On black on black pants and a black guy. Black pants and a black shirt. NFC. See what is wrong with that? First of all, if you're worn out. Yeah. It's a little douchey. Black on black, you know my friend Bud, that's all he wears. Black on black. His whole fucking wardrobe is black, black button down. He has black jeans, probably a black tee shirt and black jeans, black sneakers. This motherfucker has black. Everything is black car. He's his. His whole thing is that he only wears black. I want you to tell about something. If he does that, because I know what he's going forward. This is all right. If he splashes a little bit of color in there, it would really pop. Maybe some colorful shoes or some socks. A, you would never get your car. Get my car murdered. What do you mean they got all blacked out?

Speaker 4:          00:57:55       That's murdered is the matte black matte. Oh yeah, call it that. Cool. Matt. He has Matt Gray. Really bad ass. I was like, damn, maybe we should do my car on my gt three. Get it man. That paint your house that way. Like Madam Merrill's house. Damn. You rolling dirty over there? What are you talking about it? What does that mean? Oh, that's what they'd would say about your house. You'd be like, yeah, we're rolling. Go. Do you think you think we're not rolling dirty? It's weird though, like not shiny is like in now. People got tired of training. He's crows. That's why I don't wash my car. Really? I like shiny. I like shiny. You know there's certain cars that look like space ships to me when they're shiny. I mean like I saw a Ferrari yesterday. It was one of these new four, five, eight Italians.

Speaker 4:          00:58:46       They look like, like it's like something from Battlestar Galactica. He's got these crazy, I lights down the sides like $300,000 that's about the time. It's a house. It's transportation, but it's not do it. It's not. It is not. It's a Goddamn ride. Everywhere you go. It's a wild screaming ride that men makes the most marvelous noise. It was Italian since they have this fucking giant engine. It's been amazing. It's the good part of Italians and it's like, yeah, but I'm sure it breaks down like crazy. My people are not to be trusted like meticulous. Some things,

Speaker 2:          00:59:22       they're not good at that. They're good to the passion. Did they go to the crazy thing and impulsive stuff, but it has this noise. It's kind of drove by and was like, Whoa, it's like this wild animal noise, man. It's just such a beautiful, like passionate noise, but $300,000 and it looks like a spaceship. You know, like the cars they're coming out with today, they, they're, they're, they're slowly starting to look like what we thought cars would look like in the future, you know, for a while they'd be like, you know, at Ford Festiva what the fuck is this? This is not space. This is not, this is not interesting. And this is just some shit shitty looking box that you've created. You know, the older, older cars and older, uh, Toyota's and share bad as mustangs for awhile. A lot of terrible shapes, man.

Speaker 2:          01:00:03       But now they're finally figuring out a way to like, make cars look everything except like, you should look into hybrids. Yeah. There's still look like shit. Except those Fiskars. Have you seen the fiscal Fiskars a die believe it's a Dutch company and they've created the first a, I think they're electrically, I think one of them may be a hybrid and one of them is all fully electric, but they're really cool shapes. They're really wild looking one, they have like a sports car version of it and have like a big like bad ass a Dan version. It looks like a almost like a Maserati or just wait until they get it to about 300 or 400 miles per hour rate. Miles branch once I get that. Yeah, they're not quite there yet, but the real issue with DME is with these electric cars, it's conflict minerals.

Speaker 2:          01:00:46       The real issue is there's only a limited amount. Well, lithium ion is what you need to make those batteries. There's not a lot of that shit around and you've got to get it in from places where people work for slavery. Really? Yeah. Most of it's coming from the Congo and isn't that what's in batteries and like regular batteries? Lithium Ion, yeah, laptops, everything. The conflict minerals or one of the biggest crisis conflict chargeable. No, the, the, the idea is they come from Afghanistan, they come from Congo places. Yeah, exactly. Like blood diamonds. Yeah. Well what, what, what people don't realize, you know, when you think about, like you think about a laptop, there's a gene of things that has to happen and be put in place in order to create this laptop and had the very end of the chain is going to be crazy. It's going to be harder for you to wrap your head around.

Speaker 2:          01:01:31       But the very end of the chain, the very end is a kid in Africa sticking a metal rod into the ground and chipping away rocks. Like literally they're mining. Really? That's what they're doing. Yeah. They're the little kids. [inaudible] that's some of it's cold tran for cell phones. Oh, that's so sad to think about. Are we all just say we'll put up with that? Well, no, on our stuff, people are trying to uh, do things about that. But first of all to go into the Congo is very fucking dangerous. Nobody wants to do that. And you know, you want to go into Afghanistan, Jesus Christ. That's fucking dangerous too. So it's like you only have so many different ways of dealing with the situation and obviously someone's in control over these minerals. I don't know. I don't know what companies they are specifically, but I know those companies must be making ungodly amount of money.

Speaker 2:          01:02:17       I mean, there's something, there's, they estimated that there's more than $1 trillion in unfound minerals in Afghanistan. They have discovered over a trillion in the mountains. So they've known about this chip away at the mountains. I don't know. It's, we'll do, you know, once they start extracting it, then it becomes a big issue of like who's getting this money? Who's in control of the situation? Who's in control of this, this piece of land? It's, it's a, it's a huge, well, not really. No. I mean it's a huge factor and the reason why we're over there and are in, uh, Afghanistan, the first place economically, that place is worth, if the future is in technology and we're, we're pretty sure it is. It's not like technology is going to stop. It's not like we're going to stop evolving it and we're going to need minerals. We're going to need these conflict minerals that are that.

Speaker 2:          01:03:04       Yeah, it's a big issue. What do you think of that guy? Shot up? Pick one reason is doing well, that guy, I read a whole story about him. If you don't know who he is, he killed, uh, I think it was 14 people and be 16, nine, nine, nine. Nine of them were children. Their homes. Yeah. Went into their homes, just gun. He was a soldier and he was a soldier that quit his job in 2001 and signed up for the army after September 11th. Really? And they felt, Catherine, what, you don't want to go on this last exactly. Did it for all the right reasons, you know, did it because he wanted to protect his country and defend his country and thought, you know, this is my time to step up and a and contribute to America. And by all accounts, for the longest time, it was like the greatest guy.

Speaker 2:          01:03:49       He was the life of the party. But he started after his first couple of tours, we went to Iraq, had been shot in Iraq. Um, and then, uh, he did not want to go to Afghanistan, thought he was going to get a promotion and he started thought it was going to get a better job back home and be able to come back home. And he was denied that and he knew that his family is back home. He has two kids and his, um, his house, apparently they had to put it up for sale and the people that went to look at his house, it was in complete disarray. He was becoming an alcoholic. He was, yeah. But look to man that the fucking pressure of what these guys go through to ask anyone to do it ever is crazy. To ask anyone to repeatedly do it over and over again when they don't want to do it anymore.

Speaker 2:          01:04:31       It was nuts. I mean this guy was up until a certain point in time, a hero and then he became a monster. Yeah. The weird thing is people are sort of like sick sickness. Like what are we doing with these guys? And it almost seems as if we're like apologizing for his behavior and it's like, no, what he did was completely wrong and horrible. But let's also examine what puts a guy in this position. Yeah, it's like a little bit, you're, you're totally right. It's so complex. I don't remember. The kid's like, you fucking piece of shit. You should die. And he became a piece of shit and he should die. But how did he become, we trained at a Taco. It's horrible that that guy became a piece of shit and it's horrible that he was forced into this terrible, terrible, unspeakable, unthinkable situation where I've seen people die. He watched a good friend, got his leg blown off that day.

Speaker 4:          01:05:18       Yeah. He, he had watched the guy get his leg blown off that day and then went trunk and went on a rampage. That's when he lost his shit. He, you know, the guy was, he was in trouble, you know. And what they're saying is how they not recognize this, I think because everybody said trouble over there. They're all in war. Suicides are up there though. Like 80%. It's crazy. More. Some more soldiers have died. It at one point in time, I don't know if it's still the case, but more soldiers had died from suicide than had died from combat over there. Yeah, no, it was in one point in time. It was suicides and Co. Let me, let me, it was at least in Afghanistan at was, so that can't be true. I, it sounds like it wouldn't be right. Yeah. I better not have made that up.

Speaker 4:          01:06:01       So how do I put phrases, suicides, suicides, conflict, go for meadow, garden casualties. I will like that. That would shock me. Yeah. It's a way to find out. Suicide claims more US military lives than Afghan war. Yup. Like claims or they've killed more, more soldiers. American military personnel are continuing to take their own lives in unprecedented numbers as the war in Afghanistan and that rack drag on by his late November, at least 334 members of the armed forces had committed suicide in 2009 and more than 319 who were also killed in Afghanistan or more, more than the 319 who were killed in Afghanistan or the 150 who died in Iraq. Wow. Yeah, but it doesn't matter. That was at what point? This is 2000 warheads more had died. Morehead died by suicide or had no one had done more soldiers killed themselves then were killed in combat.

Speaker 4:          01:07:01       Yes. Wow. Two years in a row. But that includes like American soldiers and stuff like still still over here. It's all American soldiers. Not I'm saying still people over here or is that Oh, people over there that were committing suicide. You know what I mean? Yeah. Cause it soldiers all Hawaii's period. It just says American military personnel that might be a little longer, but there's still a the over there, man. I think a lot of them have the, they have the same styles when they come back here and go somewhere or if done post. Yeah, the traumatic stress on many. Yeah. Yeah. I mean, I was, I was hoping, I didn't know. That's crazy. Wow. We listened to this before. 2001 the army rarely suffered. 10 suicides per 100,000 soldiers. Now the army suicide rate is 20 per 100,000. It's higher than the registered among males. Eight 19 and 29 gender, age bracket. The highest rate amongst the general population. Wow. So look man, it's obviously, it's fucking terrible over there. And why? Why is it terrible over there? Oh, there you go, man. Talking about, shoot, you don't know. We'll lose full gum trees. The birds country and the world. I don't know. I don't know. I don't

Speaker 2:          01:08:16       know. I'm asking you. I know what I read. So what's the problem? What I read is someone's doing something really bad. Why did you see the video of the first person shooter? A helmet cam firefight. Pull that up. It's crazy. Hell yeah. Helmet Cam firefight. They have a video of a dude in Afghanistan. Oh. And by the way, I got a message from a guy on Twitter saying that, uh, that him and his boys who are over there in the military in Afghanistan listen to show all the time. So I want to say if you're over there, man, stay safe and get them out of there. Don't kill yourself. Get the fuck out of there as quickly as you can and, uh, you know, Godspeed. And if you do get home and you got some shit fucking with you, apparently they've been doing a lot of studies on post traumatic stress disorder, an MDM ey.

Speaker 2:          01:09:06       So look into that. Look into if you have post traumatic stress disorder, there's a lot of studies now they're suggesting that you can, you can get over it much more effectively with Mtma, which is ecstasy, ecstasy, or the street name for it. Yeah. There's a lot of people that are, um, taking ecstasy and they were administering it to, uh, soldiers coming back from it. They're upbeat. Yeah. Wow. Well, you know, it gives you such a loving feeling that you can abandon all these terrible, definitely like if you're having those feelings, go seek a therapist because your mind is sort of messed up a little three and I pick up those thoughts you got up. Like let me just do this. Yeah. And you gotta be real careful about uh, traumatic brain injuries. You know what, what a lot of this was another thing that happened to this guy.

Speaker 2:          01:09:48       He had a traumatic brain injury, a truck, a truck accident. The truck flipped and uh, he had a um, uh, a significant enough injury that they called it a traumatic brain injury. I don't know the extent of it, but I do know from dealing with fighters, suicide, no, this is the guy that killed everybody. Oh, okay. It fucks with your judgment, unquestionably. It fucks with your judgment and your ability can be in as little as a couple like hard concussions you just in your life. A couple can really deteriorate the suicide that think that concussions can, can lead you to like unquestionably brain failures if you don't put the relax after the well, especially these guys who have concussions and then jump right back in the game and get multiple concussions and the same day that happens after you shouldn't even listen to loud music or anything that you shouldn't watch crazy TV.

Speaker 2:          01:10:38       You just sit there and read a book, do nothing. Yeah, you have to heal up your fucking brain man. And there's not, there's not a whole lot of different things that they can do to help you other than time. And nootropics too. It's one of the things they do. They give, they give them a lot of different nutrients. Like, um, Bill Roman [inaudible] has a whole outline based on that. It's called neuro one. And this was one of the first new tropics I ever got into. Um, no name told us about it. Remember when we were up in San Francisco? And Alison, Sarah, no name on the, uh, Alice morning show, great radio show that it doesn't exist anymore. They were awesome together. Or John, they split. But last time we did

Speaker 4:          01:11:13       no names when we, when I make him drink his purse. Yeah. Um, but my, my point was that he was working out with this Roman Ascii guy. Roman house gets suffered a ton of concussions. He's had many multiple, multiple concussions and he started, uh, looking into a different nutrients that can within he'd his, uh, his, his brethren, his recovery, and he created his own line called neuro one. Oh, that's cool. I used to take it all the time before I played video games. I should take, yeah, I take it all the time. That's one of the things that may have said about Alpha brain. That's what may hand Miller said. Well, that's why I knew Alpha brain is legit. Dude. He goes, I took it and he goes, I was on fire when I was playing video games. I was fucking people up, you know.

