Speaker 1:          00:00:05       Three, two, one,

Speaker 2:          00:51:12       Yeah, double. It's a standard. Kik Is, it is, you know for, for Redmond Dan, he does it the best I've ever seen personally. No, no one better. You know you to go back to like Rick the jet Rufus. Oh Man. You know what, when he fought that the, that really classic fight where he fought that tie fighter and he got his legs chopped out and everybody was like, Oh shit, people really got it. Understand the Vojtech Moy Tai, but he hit that guy that same kick, that front leg side kick him and spun in the air and hit him with the turning side kick in the face. Yeah. Yeah Man, I love watching that point. Karate style, that blitz style. I love it. I love watching that enter into MMA because I used to spar with a lot of those guys and it's fucking hard to deal with those guys that are really good at that, that that fast sprint at you blitz and when you do that and then you also have takedown defense and Muay Thai skills and Jujitsu, it's like, fuck man, that's so let's a lethal skill to have.

Speaker 2:          00:52:04       I love, I love doing boxing. Boy Ty karate, taekwondo, I love, I love blending it all. I believe all of your right here. Boom. It's just play that, play that back again. I mean come on man. This is fucking crazy shit. The way he does it too, he just hops up, touches you with the front leg pains and the second ones and look, he looks down like he's in a fucking video game. I mean that is crazy that this guy is pulling that off. That was when he was in glory. Look at this tap boom. I mean, come on man. Well fuck does that. And he does that all the time. That's, that's not, that's not like a one off. No, no. He could do that all day. Yeah. I mean there's a lot of those karate guys that have that skillset, they can do like, you know, those breaking demonstrations with their hold up pads don't do three 60 wheel kicks and brake pads and I mean there's, there's some legitimate PR karate and traditional martial arts techniques that are finding their way into MMA.

Speaker 2:          00:53:01       Absolutely. You just have to know how to use it. And the, just because aquatic guy got beat up by a grappler doesn't mean all the karate he's trained. It's not good. Exactly. These loves, that needs to learn how to grapple. Exactly. He needs to know how I stay on his feet and he's learning how to grapple and he needs to learn to set that kickup in a way. Because I think as if you're always fighting another karate guy and then you fight a boxer, the boxer, his behavior is just different. You have to get you, it's like what we're saying before you have to get used to it and then all of a sudden you saw the same movie a hundred

Speaker 4:          00:53:26       times. You know how to deal with it. You know, it's like you're watching the same movie over and over again. You start, you start predicting what the scene is going to be. You're not caught by surprise when you're caught by surprise, you're done right. You'd never done Jitsu before and I'm doing an armbar basic onboard. You're getting caught with it. You know? That's why I believe you got to know everything out there, but you've got to specialize. Don't, don't try to master everything. Know everything. Like, I like to know Doris Triangle. He'll hook. Even though I'm not a necessarily a dark sky, but I want to know everything about Doris. I don't want to drill it all day long. I just want to know about it. Right. Because when you're trying to put your Darson, I know what you're trying to do. I'm familiar with what you're going for.

Speaker 4:          00:54:01       I can break out of it. You don't go for Darson. I do. I do. I do. But I mean, I'm not, I wouldn't say it's my best submission. I do do the arses. No doubt about it. You don't have the longs arms. Exactly. Exact. Do you ever try Japanese Necktie? Uh, yes, I don't use them that much, but I am, I'm familiar with the solution for guys who don't have long arms. I have short arms too. But the Japanese necktie became a specialist at that when you really, yeah, you get that clamp over the time of the neck and then you drop down with the left shoulder and you tuck the head into the forehead and you hook one of the legs with your legs. Yay. Crack that neck. So you're pushing in with your chest and then cracking that. It's, it comes, it comes to, it's a nasty, nasty neck crank.

Speaker 4:          00:54:42       I love it. It's just so good. And it's also, it's, it's there a lot. It's one of those techniques that people, they're not aware of the danger that that one position, you know, there's a few guys that are really good at it and you know, whenever you feel that arm going underneath your neck, you're like, fuck, I gotta get Outta here. Cause it's such an easy one to cinch up. Doris is hard. It's hard to synch to get all the way up. Yeah. Like, I remember working with Marcello, like I got to trade Marcello Garcia and a, we're doing it just a one on one training session. And uh, he was telling me he doesn't like Doris when I was like, he doesn't teach stars, doesn't believe in Doris. And I'm like, but your arms are short. You know, if you have this monstrously long guy, you won't tell them to do darks.

Speaker 4:          00:55:24       No, no, no. Don't do the, it's not good. It's not good submission because your arms in the way. I'm like, dude, there's some guys with w the most devastating. Darcy's like you, you don't want to be in their doors. You know Tony Ferguson. Yeah, exactly. He doesn't like leg locks. Has No leg locks are no good. But oh, that's so crazy. I imagine a Paul Harris Walks into your gym and you're like, no, don't do leg. Like it's like, dude, that's his gay. But he tapped out Rico Rodriguez with a heel hook. I would die. He would tell you it was there. It's not a good submission. It shouldn't have worked. Oh, that's hilarious. He was telling me he doesn't like his guys to wrestle. I'm like, why? I'm like, when you fudge it shields you did a single leg and he took him down. He was like, he shouldn't have fell.

Speaker 4:          00:55:58       See Jake shields shouldn't have fell. He said, but I'm like, you're wrestling is good. He's like, no, no, no. You shouldn't wrestle a wrestler at all. What that was like. I get, I get what you're trying to say, but there's a time of place while wrestle a wrestler. When I see a good vulnerability. Yeah. And um, I don't know. He, he's very, I think he's changed over the years. But when I was, when I rolled with him, he was like at the top. You know, you, I wouldn't question him. I wouldn't write the NL. Who am I? Who am I to tell him I don't agree. You know? Like he doesn't like Kimora. He would tell me not too much muscle. Right. That's what he said to powerful. It's powerful. Yeah. But when you look at his career, he, all of the things he doesn't like.

Speaker 4:          00:56:29       He's, that's what he's been caught with. Like a radio caught him with a Doris Shakuri Kamora yeah, yeah, that's right. It didn't, um, who else caught him with the Darce and Braulio caught him once or twice. Once I think. Um, oh. Uh, they'll caught them with Doris. Doris work, real good data. They do like if you have the attributes, they're great. Yeah. Why would he say he does a decent died? That's so crazy. I think he's got short arms and Fab. It doesn't work. He doesn't like a arm triangle. It says no, forget the arm triangle. Yeah. I'm like, dude, that's was Prince George's arm. Triangle triangles and nasty. This destructive. What guy like George, he's sits a crusher. He's got long arms and he's heavy, heavy, puts that weight on you and knows how to control and squish. Never let my arm get across my body because I know it's over.

Speaker 4:          00:57:15       There's two things you never want to give George Kimora because he'll rip your arm off and too dark. Uh, a triangle triangle. Yeah. Catholic Hatami Yeah. There's, there's a Rafael Lovato. He's, he's got a nasty fucking arm trying, you know, he's competing in Beltour now I'm, I'm always fascinated when I see like super, super high level Jujitsu guys that enter into MMA because I'm like, okay, well for sure these guys who are used to just training MMA and trained, they're not going to know what the fuck it's them. When a guy like [inaudible] Gracie grabs him or like a guy like Damien Maia and we've seen it time and time again, there's, there's a difference in the level. And so the argument is always, should you be just like, what's the best way to be? Is the best way to be an elite specialist at one particular thing, like a Raymond Daniels or a Wonderboy?

Speaker 4:          00:58:06       Or is it to be a guy who can kind of do everything really well? Like George? So here's my perspective on that. That's such a great question. I mean that's the heart of training. You could flood your system so that, what does that mean? When you flood your system, you're giving your student too many things to master. He's just really not good at anything. Right. Or you can bottleneck him. You're giving him too few skills that people know what he does. Like for instance, like classic examples, Chuck Liddell, he went on a tear for a while, but he's still the same guy and after a while the next generation, they understood what he does. They understood the pockets where you're safe, where you're in danger, like machine does. A great example. Early on he was such a mystery. Now we're like, okay, we get what he does.

Speaker 4:          00:58:45       We've understood his patterns. Patterns are huge and fighting and in life period. Human beings or pattern detecting machines, whether they know it or not, whether they can verbalize it or not, we are pattern detecting machines. That's why I like sparring a lot because sparring, I've had a thousand people throw a right hand at me. When you throw your by hand my mind, the subconscious is going to compare that right hind you're throwing to a thousand different ranch hands I saw and it's going to say it looks matches this one the most. Again, this is my narrative and this is what I see and this is personally been my experience, right? When I train somebody who's new and you throw a punch at them, they flinch, why you've overwhelmed

Speaker 5:          00:59:22       them with information. But after awhile they see a punch and they're relaxed and they see it in eaten and it seems slow motion. Cause at first it was too fast for them. It's too much to compute. So my students, what I do is I give them a small amount of technique and when they get better I give them a new technique. So I want them to get a certain level of competence with that technique. And my standard is it has to be instinctual. If the technique is instinctual, I've taught it to well meaning if you've done it live on the mat on a regular basis, you execute on a regular basis. It's not for me not to give you another gym because if I don't give you another gem, I'm going to bottleneck your art. You're going to become too predictable. But if I give you a gem too early, if I give you another technique too early, I'm flooding your system.

Speaker 5:          01:00:03       I'm flooding the your game. It's your game is just is diluted. It's just two weeks. So with George, we're always reinventing George for the next fight. We're always adding one new or two new gems depending how much time we have, but there's always an x factor when you fight him. He's not going to do the same patterns we did the last fight. You could watch his tape. That's why I told George, why is it harder to be championed than to become champion? Because when you're champion, everybody's watching you in studying your patterns. It's a matter of time before you're old news, so you've got to reinvent yourself before the next fight. That's why I didn't want him fighting three times a year. I told me to fight twice a year and there were making comparative with Chuck. I got a lot of heat for that.

Speaker 5:          01:00:41       They're like chuck fights three times a year. George would fight three times a year. We're like, we'll see what, how, how hard careers go be. I want George to fight twice a year because to reinvent them, take six months, we're going to do that twice a year. That way he'll be champion longer. I told him, I saw him when he became champ. He said, I want you to be champion for 10 years. It happens in boxing is gonna Happen to an MMA for the first time? There's going to be a champion for 10 years. I used to tell him that when, when he first won the belt and he was like, really? How are we gonna do that? You're going to read, we're going to cycle. We're going to do only training camps that last six months. You can only really do a 20 cap every six months.

Speaker 5:          01:01:13       If you want to hit a new level, it takes six months. Every fight you got to be at a new level and you get to do something. Nobody knows did they haven't seen it before. How did you come up with these numbers? What, what made you decide? Um, I read once, I read one very influential book called the New Power Program by Michael Colgan. I don't know if you ever heard of it. I have heard of the book. I haven't read a book. He says, look, there's two programs. There's either, he says, look, if you can do a training program shorter than six months, you're either superman or your like. He formulated the way he says, I never met Superman. A real training program is six months long, so that's just always really influenced me. I think his book was really, really basic and this is one of the first books I read on training and it really influenced me. He taught, he taught, he teaches in the book periodization, but he dumbs it down really, really well. So if you read to the pump, pompous book on periodization is just too much at intellectual jargon. It's hard for a regular Joe, especially at the stage. I was then to read the book and understand what he's trying to say and I, it's like today I can understand it, but Michael Colgan made it really simple for me and he's like, look, if you want to train and reach a new level, it takes six months. This is

Speaker 4:          01:02:20       the body's natural process. So it would be like trying to, uh, you know, plant a seed in there having an apple tree in three months. Now he says, no, the apple tree grows at a certain rate. So the human body does things at a certain rate. There's no way around it. You need stress, you need recovery, then you add up the adaptation. Here's the, the cycles you have to go through to reach a new level. And it ends with a plyometric cycle. Not Today. I don't really use that system anymore because I found better ways over the years. It ends with a plyometric cycle. Why does it end with a plan? You have to hit the speed of your sport. So for instance, let's say you do a lot of back squatting. Okay, let's see. Do backs one and your numbers on the back squat go up.

Speaker 4:          01:02:58       Do you think that's going to make you a better fighter? No. No. Why? So? Why do the squatty cause it'll make you stronger. Okay. But does it make you stronger on the field in the octagon? It can make you stronger in certain positions in certain positions. Yes. Now I think my question was say it can make you stronger in certain positions if you can apply that force over a certain time. So power and strength of two different things. Pop strength is can you live that bard weighs 500 pounds. You can lift it. Okay good. Can you get that by off the ground and locked out in 1.5 seconds? That's the question we want to ask for sports. How fast can you apply the force? That's power force over time. A strength over time. So when you want to shoot a double, like you have to do it in the window.

Speaker 4:          01:03:43       So that's why the plyometric phases, the last phase is very important that you need to take all that strength you cultivated and translated to a level of speed. So I need George to change level and explored in a fraction of a second. So that's why I like things like sprinting, track and field, et cetera. These are things done in a short period of time. The ground contact, the ground force reaction that the time you spent on the ground applying force into the ground. So when you want to apply force on a, on a person, you first have to apply the force in the ground and then I ground. Then that reaction is applied into the, into your opponent, right? So every action has an opposite. Equal reaction. How fast can you apply? Apply that force into the ground. Now squatters. If I take you and I make you squat a slow squat down and up the I'm treating you like a tow truck, right?

Speaker 4:          01:04:26       Then I measure your vertical jump. You're vertical jumps, gonna have gone down after you've done six months of a squatting, it's not going to have gone up. Why? Because you're training like a tow truck. You're telling your body, look, I need to lift lots of money, lots of heavyweights in a slow, in a slow fashion. However, if I make you do plyometrics or I make you do Olympic lifting and Olympic lifting is very fast, it's 1.5 second contraction on the hamstring, 1.5 seconds. And, and there's a certain point where it's 0.5 seconds, then I make you a test, your vertical now your verticals gone up. So there's an element of speed. So Michael Colgan at the end of the program, he does a a four week or three week phase of the calls. It the link cycle where you're doing plyometrics is very important. That's fascinating.

Speaker 4:          01:05:08       I've never heard it put that way. And I like that thought. I liked the thought process behind it. I think there's a, there's a lot of people that are using a lot of plyometric drills now. Um, and uh, it's way more common when you see like training montage has of guys hopping over hurdles. But I really have to think that George was one of the first guys I ever saw do that stuff. I used to tell him, do you want to treat it like a tow truck or do you want to train like a Ferrari? Which one do you want to be [inaudible] if you look at Damien Maia, he's like a tow truck. Yeah, he stiff. Even when he throws a punch is a very stiff, yeah. Why? Because years of gait training, it's like, yeah, I've trained my body to make an isometric hold and now your built your body behaves.

Speaker 4:          01:05:46       I symmetrically. Why you asking you to do anything different? I never ask my body to do something in practice that I don't want it to do on fight night. So I do believe squatting is important. Squatting's important to develop a general strength. So let's say for instance, you're always doing plyometrics. White, you might have an overuse injury, certain muscles not being activated. You go on the squat rack, you do a few squats and I believe you've got to do squats. Um, not, not too heavy, about 70% of your Max and do it fast. You'll still get all the benefits. What about lowering it Lauren, and how do you lower it fast or do you lower it? Lower it fast and up fast. Really? Yeah. So for instance, if Fred had field, he's a probably said it best. Okay? He said he's the first man to officially squat a thousand pounds.

Speaker 4:          01:06:28       He said, look, throw a baseball, throw a throw a paper, you take a paper, you can pull it up and you throw it, it's too light for it to, to to go anywhere. You throw it really hard bit because it's so light. That doesn't go anywhere. Take a bowling ball or bowling balls too heavy, throw it doesn't go anywhere. You take a baseball, that's the right amount of resistance. It's the right amount of weight. Now you're going to apply more force on that baseball. You're gonna get more force out of it. Why? It's the, it's in the goldilocks range. So for instance, let's say, let's make it really simple. Okay? Let's see you way zero pounds. I put you on a scale. You weigh zero pounds. You have a bar on your back. The bar weighs 100 pounds. Okay? So we're looking at the scale.

Speaker 4:          01:07:06       Now the scale says 100 pounds, the bars on your back. Let's take away your weight just to make it really simple. You go down and up. The scale is going to read 101 that's the minimum amount of power you have to put into that, that that scale for it to come up. So when you go down the scale is going to say 100 100 as you come up, it's going to say one on one. For it to have a positive trajectory, you have to apply 101 pounds upwards, sorry, downward. And then reaction will be upwards. If I put that weight on my back, if I put 70 pounds, if I think 70% of the weight and I go up and down really fast on the scale, the scale is going to read 101 minimum for me to, if I explode up really fast, it's going to read 100100200 three now I got the benefits of a maximum contraction, let's say 100 pounds with a maximum you can lift, but I don't have the weight of a hundred pounds on me. You know, somebody who, who, who really made this popular is a Louie Simmons. He learned it from the Russians, you know, said. Have you had him on your show? Yes. He's a brilliant trainer. He's fascinating. He's a brilliant human being too.

Speaker 5:          01:08:16       He's out of his mind. We, we interviewed an Hermes in his gym. Really? Yeah. And uh, Columbus, it was great. But he's a genius when it comes to lifting. Yeah, he's a genius. He knows what he's talking about. He read super training. I also read super training. It's super training is about lowering the rates to the right amount and doing a plyometric with it. You get the same benefits is using maximum weight, but you don't get the side effects, the soreness, the injury, the red lining. You don't get anything out of that. So the Russians found a great way to apply maximum force on the bar, but they also get speed. They're not training like tow trucks to training like Ferrari's. That's actually where I got the term from Louie Simmons. He really clarified it for me. Made it really simple. So like what kind of like say if you could bench press a 315 pounds, what would you use?

Speaker 5:          01:08:57       You use between 65 to 80% of that weight and it's just real quick, boom, boom. You'll get the same amount of resistance if you do it quickly as if you had the maximum weight on it. So he doesn't use maximum weight except for once a week. And the reason why he explains it, he says, look, you have proprioceptors in your system. Proprioceptors is like, it's what tells you if your arm is up or down. If your arm is bent to your chest, if you are, if you, if I close your eyes and I lift your arm, you'd be like, you're lifted my arm. Oh, how do you know that? Appropriate sectors? He says, if you, if you put on a map, let's say you, let's say you're working with um, 75 pounds and your maximum is a hundred. When you go to lift that day and on the competition date, when you get a hundred on your bones, your buddy's going to be like, Hey, I've never felt that amount of weight.

Speaker 5:          01:09:38       This is Arthur. Kinetic reflects, shut the muscles down. We've never felt that weight. This is the narrative that he gives us. He says, because you've never felt that weight, your body's going to, it's not going to allow you, there's a safety mechanism in your body. It says, look, this is, this isn't, we're not used to this. Let's not take a chance. And he says, if you get your body used to that, the Ortho kinetic reflex will, will quiet down and allow you to lift. There's, there's an inner mechanism, the safety mechanism in the human body. So he says to bypass that, we do heavyweights once a week to two to numb that reflex. So, but the majority of the work is done with lightened, sorry, lighter and fast. 75%, let's say. What do you think of like Pavel Tot Selenis principles by the strong first principles of the, like say if you could do 10 reps of something you don't do 10, you do five.

Speaker 5:          01:10:25       Exactly right. How'd you percent? I've read all of [inaudible] works. Almost all of them. He's brilliant trainer that I agree with that 100% outside of competition. Let's explain it to people. Yeah. Okay. So, yeah, let me, uh, okay. So let's say for instance, let's say, you know, I'm a big believer never being sore. You should train the next day she'd wake up feeling good. Okay? And I'll why, how's that possible? Well, because look, if if, okay, that's great. That's a great example. Let's say, um, let's see your energy levels as talking about fit people, by the way, right? Every human being, every cell guys never worked out before. First Day first, they never call. Is it possible to work out and not be so no problem. Here we go. So let's say there's something called cr rate of perceived exertion. Okay? So let's say I make you do pull ups and let's say the maximum on of pull ups you can do the maximum out of bill is 10. Let's keep a nice round number at 11 you couldn't do 11. If I put a pointed a gun at you, you couldn't do 11.

Speaker 5:          01:11:23       Should I make you do 10 pull ups on our workout? Now I'm going to make you do five. Why? Because I'm setting you up to work the next day. The next day we're going to do five and the next day we're going to do another five and then we're going to six. When six is really easy, we're going to do seven y if you count, if the, if you did 10 pull ups on Monday, you're going to be sore till Thursday. What's, it's really your Max. So Thursday you've only done 10 pull ups from Monday to Thursday. Volume done, 10 pull ups. Me, I've been doing five pull ups every day, so I'm at 20 pull ups already. 25 pullups. I have more volume than you now. If you add up at the end of the year, who trained? The more I've trained way more than you. So let's say I go to Jitsu practice. I'm doing Jujitsu every single day. Three rounds, five days a week. That's 15 rounds. You go in twice a week, but you kill yourself. You do five rounds each day you kill, you push yourself. Those last two rounds, you burn yourself out. I still did 15 you're at 10 at the end of the year. I've done countless rounds more than I am. I may have had at so much more training than you. So how much training can we pack in in the week?

Speaker 5:          01:12:23       That's the real question. How much volume can you expose your athlete too? So I always tell people look energy as, sorry, exercise can produce energy. So let's say I'm feeling like a seven out of 10 10 being I'm really like energized one. I was like really lethargic, feeling like I need to lay down and seven I'm feeling good. Okay. If I get up and I do a right amount of exercise, the right amount, I can feel like an 8.5 exercise can give me a tonic effect, like drinking this coffee. So let's say I just do some jumping jacks. It hit the back for a couple of rounds. I'm feeling good. Once you get that high, shut it down. Don't go into the phase where your body's beat up, tight, broken up. Don't redline the body. That's only for training camps for P for a small period of time.

Speaker 5:          01:13:07       Why? Because you get a little bit more from the system, but in the long run you get less. In the long run, you've tax the system. So if you do that regularly, by the time you actually get good, you'll be broken up. Mm. That's why I do a lot of flow. And have you ever, have you ever heard of a Mihai send me high as a, a flow? No. Okay. So you can you, can you Jamie, can you look up a flowchart? It'd be so much simpler. Like just put in flow a flow in the workplace, a flow chart. This is such, this is pure genius. This guy is pure genius. Basically. He went and he, uh, he coined the term flow. So like when you're in a state of flow, we've all been in a state of flow. The number one way to know that you're in a state of flow.

Speaker 5:          01:13:45       As time flies by, I'm sure some somebody you've done podcasts and you're like, what was it, three hours already? It was, it was a great podcast. You know, the one where you have the worst guest or you're, you're having the worst workout. It feels like every minute is an hour. That's a bad, you're not in a state of Florida. State of flow is you're having the right amount of difficulty, but it's not so difficult that you go into stress and it's not so easy that you're bored. It's the right amount of challenge. So let's see it as simple as playing it like tetris. If I put you on a, if I put you on a level that's too high, you can be like you're going to play for five minutes and be like, I'm done. I put you on a level two easy. You're going to be like, this is boring.

Speaker 5:          01:14:20       If I put you on the right amount of level, you see that as the flow channel. So if the challenge is too high, you'll meet anxiety. If it's too low, your border. When I go in the practice room, I'm trying to create flow. I'm having fun at training should be addictive. Imagine training was addictive. Everybody would train everybody to be fit, but people always go into anxiety. They go and they kill. They're slammed their body. Then I have to convince you to do it again three days later, two days later, and you're like, dude, the mental energy is going to take me to get there. Like it shouldn't be. It should be. Training should be a pulling force. It should be pulling you. You want to go training. If you don't want to go train it, it's not fun. If it's not fun, you're not gonna do a lot of it.

Speaker 5:          01:14:59       And if you're not going to do a lot of it, you're never going to reach mastery. So how do I make it pleasurable? How to make it fun? I have to be in a flow state and you can get into a flow state in almost anything. But when you're out of that flow state, cut it. We're going to get further. We're going to do more training if we cut it today and come back in tomorrow. Cause I'm a big believer in consistency over intensity. Intensity should be done one in a once in a while because by nature, intensity can only be done once in a while. If you're going hard every day, you're not really going hard every day. You can't go your Max everyday. There's a, there's a, there's a cost to going to your Max. Can you sprint every single day and you cannot sprint every single day.

Speaker 5:          01:15:35       It's ludicrous. You could sprint once or twice a week. The best sprinters in the world is print once or twice a week. Nobody's sprints every day because intensity by nature entails that you need to take a break because if you don't need to take a break, you didn't really go to your maximum intensity. If you lift your maximum lift, the maximum amount of reps you can, the maximum weight you can lift. If you do two reps that was in your Max, because if it was you wouldn't have have a second revenue. Understand what would have to give you a break for you have a second rep. So we didn't find your true Max. Right? Intensity maximum effort entails you have to stop because it's the maximum. There was no more reserves. There are no more reserve. So what do you think about people that they'd say, there's no such news overturning.

Speaker 5:          01:16:20       Here's the John Denver, our narrative and that I'll add. And he said he coins it really, really well. He says, look, it's under arrest. So he says, look, you can overtrain if you didn't give your body the rest later. Yeah. But he says, look, no matter how hard I push in practice, if I didn't kill myself, I can rest from it. Then recover and have super comp compensation. I agree with that. Some guys have made great strides with just mental fortitude and mental strength. Overtrained the shit out of themselves. Okay, but can I ask you this? Yes. They were successful. Yeah. Yeah. But their body's breakdown, right? But they could, could they have been better if they used flow? Exactly as good as I say, Dan Gable for exempt, right? Example, like w Dan Gable essentially was done in his twenties right? In terms of like, his body's broken down.

Speaker 5:          01:17:06       Exactly. Knee replacements, hip replacements, that kind of deal. Let me ask you this. Who Wins more often? Russians or American wrestlers rations. Every time an American wrestler wins. He's like some pro prodigy. He's rare. It's rare. It does happen, but it's rarely is a technical master, right? However, you have these Russian guys that win gold medals, you've never heard of them and they're like Michael Jordan's of the sport. There's just so many of them. They train long consistent practices. Whereas in America we do Monday, Wednesday, Friday, hard, we kill it and then you rest use your Thursday. The Eastern Block had a totally different understanding there like it's volume, volume, volume near the fight, short and intense. Only near the the competition phase, but before that it's the maximum amount of volume. You can imagine me and you were or where to athletes a, and B, your a and B, you're training Jujitsu three times a week.

Speaker 5:          01:17:53       Really, really hard. You're going all out. I'm training Jiu Jitsu every single day. My average practice is two hours. Your average practice is two hours, but when you go in, you kill it like you, you go, you go with all the black belts and you kill it. At the end of the year. I'm averaging three practices are two practices more than you. So I've had a hundred practices more than you by the end of the year, 104 practice. Let's give two weeks for vacation. Hundred practices more than you to 100 hours more than you had been training. When we roll, your intensity that you put on the mat is going to be irrelevant. Why? Cause I've also tasted that intensity periodically. It's not that much of a factor. Now when you go super aggressive on me, when you talk me aggressively, I have felt that I know how to deal with it. Plus I have an extra hundred hours on you 200 hours so I'm going to mangle you.

Speaker 5:          01:18:40       You know what I'm saying? The volume is far more important than the intensity. The intensity by nature is neat, is neat to be done periodically. If you do everyday it's light intensity. So how the Russians is, how do they structure their training? They're more playful, you know, they kind of like, they kind of warm up, they kind of float all. They kind of like, they do a lot of technique, high emphasis on technique. Now a lot of people hearing this are gonna be like, well, the Russians also are funded by their government. Their government supports them a lot more than maybe an American, a wrestler. Okay. I agree with that. There are many factors, however, we can't deny that they're technically hates it, the word superior, but they're technically more advanced. Technically when it comes to wrestling, they have a more of a flow understanding.

Speaker 5:          01:19:19       They play around in it and it, and, and the practice gets more and more intense, more and more intense. Until you see them going really, really hard. They're going live, you know, they're going to really, really rough, but they were playing to have a more playful attitude. Look at the Cubans. You ever see Cubans aspiring, they're like 50 guys in the room. They're just touch boring. There's no head gear. There's no mat on the floor. They're literally sparring on concrete. You think they're really trying to drop each other? They're on concrete. I mean, the Cubans are the top boxers. They're consistently win gold medals. But in practice from their playful, nobody gets hurt. Like you're saying the ties, ties or just if, if you go in there and you, and you kick a tire really hard, he won't spar with you anymore. He was like, this guy's tools to amateur. Hmm. There's a time and place for intensity. I'm not anti intensity. I think that there's a time and place like Angelo Dundee was probably arguably the greatest boxing trainer in history. He says, look, fighting's for fight night in practice, it's only

Speaker 2:          01:20:08       practice. George Saint Pierre has that attitude and I think that's why he's so good and so healthy today. You know, because he never hurts a sparring partners. People line up to one a spar with him. It's a joy to spar with them. Yeah. I, I love this idea and I'd love this approach. I think that, um, we, we have this attitude that you have to be tough and we have this attitude that you have to work hard. And uh, I mean, I've fallen prey to that many, many times in my life. Or you just gotta be tougher. You got to work out harder. You got to push harder, but when I read Pavel stuff, one of the first things that struck me is like, well yeah, of course. If you just do five reps every day and then you won't be sore, you could do it more often and then your body, like you get farmer strength.

Speaker 2:          01:20:50       Exactly where it's farmer strength come from farmers. They're not going to exhaustion. Oh you know, they're not throwing hail big bales, Hay Bales to the point where you know they literally, they're heaving and they'll put their hands and knees and like come on five more. You should never be solar. If you're sore, you over did it. Whoa. Cause I can't train the next day. If I'm sore, I open the wound every time I work out. Then with that I said, I've overdone it. Worked out to you. They have, you may have, you got to, there's a lot of people listening to this right now. I'll wait a minute. How the fuck make your workouts a seven out of 10 and do them every day? You're going to get far more training hours. You're going to spike your mat. You're going to spike your metabolism far more often, your energy levels, your mood is going to be far more, uh, uh, up and, and training is going to be more addictive.

Speaker 2:          01:21:38       Now, what kind of training do you do at this stage? Like you're not competing, but you're constantly in their sparring with guys who are professionals and you're constantly training them. Like what kind of stuff do you do? Um, I do Jujitsu, wrestling, Moitai and a small amount of conditioning. After practice I'll do, I, I'm too bored. I find jumping hurdles and throwing it like we're doing the weights and stuff. Me Personally, I don't find that as enjoy. I don't have to take that much enjoyment of it. I can do five to 20 minutes in a practice. Isn't that because barring is just so fun, so much fun. I'm in a flow state. We're having fun. You know, we're wrestling with I think condition. You can't get away with it. You need it. He needed, and we've got to talk about what George was saying on your podcast that he doesn't do strength and conditioning and there's, there's a language issue there.

Speaker 2:          01:22:18       It doesn't think and what we gotta talk about that because we've done tremendous amounts of strength and conditioning. Me and George like tremendous like barrels full. Okay. And uh, but he has a different definition. He, there's a misunderstanding. Okay. So I really want to clarify that, but me personally, if we roll for an hour for me to pass like this, cause it's so fun. It's so fun. We're having a good time. I'm fascinated. I'm fascinated. Like you grabbed it like this. I like, I'm always learning new things, right? Um, to the swing a kettle bell to do push ups, pull ups. I can only do that for a finite amount of time. So I'll put a timer, three rounds, two minutes and I'm doing it and I bite the bullet and I do it. That keeps me healthy. But I don't go in practice to just do that. That I never do. It's always after my workout. After I do Jujitsu. You, you'll never have a day where you say, today I'm going to do Olympic lifting. No, I don't think Muhammad Ali ever done Mohammed Ali, never

Speaker 4:          01:23:06       he box and they needed this. Conditioning me. Whether it does this conditioning, then he boxes. The aid always came together. Why? When I go to the gym, I'm going to go to have fun, I'm going to go wrestle, I'm going to go box, I'm going to have a blast and I'm going to grab the kettle bell. I'm going to do a few presses, I'm going to do a few Turkish getups and I'm done because I need to have some general fitness. You have general fitness, then you have specific fitness. Specific fitness is to get better at my sport. General fitness to keep me healthy, strong and allow me to reach new levels of athleticism that later in longterm can translate to my sport later. But if you just do your sport, in my opinion, your system's going to break down, your back's gonna break down, your knees going to break down, your shoulders going to break down.

Speaker 4:          01:23:45       You need to stimulate certain muscles that are not getting stimulation in your specific sport. You create atrophy and certain muscles cause you're not using them. Really I need to work my stabilizers. I need to swing the Kettlebell, I need to squat, I need to do certain exercises. Like what are the, what are their standard course? Kettle bells for. Is that like triple extension is number one. So any type of squatting maneuver. I don't particularly use the squat. I like to use extension. Triple extension. So your knee, hip and ankle are bending also like a squat, your knee, hip and ankle or Benny. I like to jump. I like to throw the Med ball a lot against the wall. I like to do a hurdles. I can do box jumps. I like to very low impact parametrics. I like sprinting. Sprinting is huge. You ever do the be test?

Speaker 4:          01:24:25       What's that? Oh you got, you got the space for the beep test here. You've got to implement. What it does is the best way to do cardio. You ever hear the, the soccer players uses a lot. It's a beat, right? You run, you beep and then it beeps back. And the faster the beeps go, the faster you have to run. Ah, that's really amazing because what I do is I set a timer for five minutes. I put it on a high pace, like I'll put a 10 or 11 and I'll just shuttle back and forth. And it keeps, it tells you how fast to run to beat test. And some days I'll feel really good. I'll do 11 cause I know how fast I have to run to keep up with the beats and that just, it's amazing for cardio. It's short, sweet, painless, and it's, it's very, uh, it translates very well to sports.

