Speaker 1:          00:00:00       Do too.
Speaker 2:          00:34:34       send. I'm just saying that I know. I know the, I know the deck of cards I got and a lot of play. These technical, what do you think the deck of cards is? The deck of cards is going to come a moment where I'm a superstar and when I get to that moment, I have more leverage at this time. I'm not at the point where kind McGregor's at, so I got, if I got to fight the number one contender and I can't vouch Altify to George Saint Pierre or Bisbing or a con or a native at this moment, I'm going to keep whooping ass until I get to the,

Speaker 3:          00:34:59       well after Georges beaten. Right now. George is in an amazing position. Right. George Beats Bisbing if he wanted it and he dropped the title. But if you wanted to come back and fight you for uh, the welterweight title, that's a legitimate super fight right there. I mean that makes a lot of sense. Just coming off of his big fight. You don't think he does? Look, did you tell me, you think judge [inaudible] your faith George had George. Yeah, the,

Speaker 2:          00:35:24       she has to fight me before business. He chose if I business well maybe you felt like that was a better fight for him to come back with. It was a definitely a better fight cause he would have came back and gets me looking like that. George would have been right back in retirement. He did not look great business and didn't all look great. Um, one thing that helped George Nfi his experience, he loosened up. He was a little uptight. You know, he hadn't been an octagon. We're four years almost a little over two or three. Right. It's more than that was it for, it was almost four. It wasn't quite far. It's almost for her. Cause I fall November, I found November UFC, there was a 25th anniversary. I think it was like fuck, because fall Kasha here in the cart. Yeah. Okay. It's a long ass time for him to not fight that long chroma.

Speaker 2:          00:36:08       She's trained Yo ass end in a fight. You don't have a train of camp focus on a person. It's tough. So when he came back, I saw the experience kit. Can he relax a little bit? That's when he faked it. Lending a left hook. Heady. Not relaxed. I mean, you know, who knows would've happened. You know what I mean? Yeah. It was, uh, it was interesting because Bisping was tight and I expected, I expected him to be looser. Big Bisbing doesn't have the, the, I mean he's not guys out, but he's not a guy that, you know, you're taken over like a rumble way or in cotton or myself or someone shot Stephens, Jeremy Stevens, somebody who's going to touch you in this overweight. So with that said, he's a, he's a person that's going to be volume. He's gonna be in your face. Great conditioning.

Speaker 2:          00:36:48       He's very durable. And George had to make that adjustment. He said, all right, and it'd be an athlete on this guy. Then we fake him out and let me get them thinking about the shot. I took him down twice. Let me get them thinking about it. Level change come up, left foot, very smart move. And that's something that the experience of being a champion, a lot of them do. Well, there was some talk about him fighting Conor, but I didn't hear any of that from the official people. And him fighting Conor at 170 pounds would've been fascinating in terms of like, it's a terrible matchup for Connor. Yeah. You know, in terms of like just physicality and once again, risk and reward. What happens when you see the greatest welterweight of all time? People going to torture him about it. Yeah. But Canada's once that was another fight right now, like this is not a good time, especially in his division. There's so much talent right now. He want to see. He'll be right now. That's what I'm saying. That's what I want.

Speaker 2:          00:37:39       I mean Tony's, uh, if, if I was Connor, which I'm not, um, if I had to pick the fight, they both are going to be, I mean he'll be, might be a bigger draw. Cause he got huge, huge, 147 million people in Russia might be a bigger draw, but they both are very annoying fights, very dangerous fights. Dangerous Tony Ferguson, you know, it don't take much for him to find a way to get around your neck and choke. And he's always get tired. He doesn't get tired. He looks like he's losing fights and he don't care. It's striking is very awkward. Um, he can really do what they did is did to Conor and Nate Diaz baffled. I'm like, damn, I hit you with everything. You still around then Kinda were for the damn shot. The same thing's gonna happen if do that to Tony. Tony's going to submit him. Here's my prediction, my prediction, Congress and fight for a while. He watched those two things to trip him. They strip Connor, he comes by me, Habib and Tony Fight for the world title for you. One of

Speaker 3:          00:38:36       those guys were in the car is right now, but for you my dream, what's your dream?

Speaker 2:          00:38:43       You know what my dream was to really, I wanted to, I wanted to find yours and as possible. I feel like if I fall George, I can legitimately say I'm the best welterweight of all time. If I beat him, it's still possible. George hasn't retired. They said anything about you. He asked one time on like Fox Q and a or he was gonna like so tired and if he fought, what would be your game plan? You know if you fought us but it got exed out because they didn't want to get all the fans pumped up that we were fighting. Why wouldn't they? Do you think there

Speaker 3:          00:39:14       plotting against you? I was hearing it. Seeing your face, Joe. He is that going to do I am too bright. You want me to be like other people who are against me? Listen, I want you to just be focused. You want me to be real? Yeah,

Speaker 2:          00:39:30       show me real sure. Do I think that the people want to see me lose? No, I don't think they want to see me a little. So I think that sometimes I'm a pain in the ass. Yeah, I am. But in business, at one point in any business, there's not the person that's doing the business now what they best interest. So if I'm an athlete and I'm looking out for my best interest and I'm trying to put myself in a position where you know, I can fight, become a legend and become a hall of Famer, I should do that. If I want to be paid appropriately, I should do that. And our sport, because of the way the UFC started, we the damn UFC. You do what we say and that's it. No questions. You fight who we want to fight, you get paid. We want to get paid.

Speaker 2:          00:40:11       And that's it. And then what happened? The specialist, the one trick ponies stop. Then collegian athletes are getting in their college wrestlers. No, Kenny Florian is the guy. Damn. I'm almost thinking about being a doctor at one point. So now I got an intelligent people coming into the sport. They just so happened to be businessmen, entrepreneurs. So now I'm looking at market value. I'm seeing what these motherfuckers are making and guess what? I should be making this if they're making that, if I'm in a champion in this person's doing this, I should do that. No one would. Everybody's making knowing all the numbers. I want to be at least fair. I don't ask for no crazy. I'll ask no 15 million and all this other stuff. So if me doing that makes me come difficult, then I guess I'm just a little bit difficult.

Speaker 3:          00:40:54       Okay, well let me, let me look at it from their perspective, what they look at in terms of what a, an athlete is worth. It's like how much are they bringing in? Like what kind of pay per view buys? Are you getting? How much? How much? This is what I was bringing in when the first off fighting. Well, he wasn't making nearly as much money

Speaker 2:          00:41:10       back then, but how much was he? Everybody has to start the second way. You can't, you can't throw you out and say, okay, if I wonder boy, um, UFC blah blah, blah. And if you don't do five, oh well you did 300 bucks, $300,000 you're not a draw. Okay. How was I promoted as a champion? How was, okay,

Speaker 3:          00:41:29       this is a long circuitous sort of a conversation if we continue along this way, but what I'm trying to say is there's a way where it's like a circular, it's sort of a thing you gonna to keep circling back around to it. What I think is there's a way for if, if you want to make a big super fight, like if George Saint Pierre really wanted to make a big super fight in the UFC, wanted to make a big superstar at a you, that's the fight because one of two things happens. Either he beats you and he's even bigger than ever, or you beat him and you become bigger than ever. Let's do it. That's what I'm saying. You know the fight. That makes sense, but that's, that's, that makes sense. No one's trying to stop that from happening. What when the UFC is not willing to pay a certain amount of money, it's because they don't think they're going to get a certain amount of money.

Speaker 3:          00:42:12       It's not because they're trying to avoid getting paid. If they thought that you could be some enormous superstar and they could make Conor McGregor type money from you, there's not, they would never say, yeah, we don't want to do that cause we don't want to give Tyron power. They don't think like that. They think like they're numbers people. They're trying to make pay per view buys and if you only sold 300,000 paper view bys because the Wonderboy fight, there's not much they can do about that. I mean it's not whether or not you were promoted a certain way as a fighter is like that fight for someone like me is fascinating. But for the average fucking Johnny lunchbox, I want to see blood cut type person. That's not what the pay per views a Bob pack do. Paid reviews a Bob before the fight takes place. Right. But they knew the style. They knew the style, they knew the matchup and especially the second year

Speaker 2:          00:43:00       it was, it was the fight of the night on the biggest card of UFC history. You'll see two oh five in Madison Square Garden. According to them it was a best fight of the entire card. So if that was the best fight and it was fine

Speaker 3:          00:43:12       cause he had got the award, a fight of the night. Yeah. Yeah. That's just so you can get a bonus though, right? I mean when you look at the fights in terms of like you could have a card where there's a lot of fights that aren't entirely significant and that would be the fight of the night. I don't think there's anything wrong with that fight. I've told you before, I liked that fight.

Speaker 2:          00:43:30       Well as a UFC, the people that are cash any checks if they deem, cause they didn't want to make decisions. Right. Dana and whoever, if they say that this fight was a fight of the night, which means you get more money, you get more money, come back a couple more bucks. But think about this, how different was the sacrifice? It was really kind of the same fight, pretty much the same. So how was that fight fight at night? It didn't have very exact fucking fight. A few months later is a boring fight. Get it. What happened there for said it's boring. If you said it's born the worst, who says born? If Dana says born, the world's going to say it's boring. So, well, I never said it was better. I'm just saying.

Speaker 3:          00:44:10       I'd say if you look at the result after the fact, people might say that if you knew what happened during the fight and you might say, well, it's boring to watch again, but watching it live was not boring at all because the consequences are so grave. It's one of the things that I pointed out, like if Wonderboy fucks up, he's going to sleep. If you fuck up, you're going to get kicked in the head too. Like anything can go wrong in that fight. That's a very, David

Speaker 4:          00:44:31       didn't say it as a boring fight. What he said was, man, the way you, the way you let go on him in that period. You know? Why don't you just do that every time? Crazy. I said, Dana, I said, when I let go is because I see the opening when I see it open and you will always know me to go tell me one time I've seen opening and not went and I had somebody hurting. I'm not trying to finish it. Don't you think that does? Just frustration for someone who's not fighting, who says things that aren't logical to you as a guy who was a champion, who is fighting? It's, these are people saying what? His Dad, but as damaging witness to president when the president says it, especially when you got the cultish following, whatever he says is going to go. If they say, Damien Maia was born everybody, and they're not making machines where if he say Tyron Woodley in Damien Maia, all my God, that fucking fight was boring.

Speaker 4:          00:45:19       Somebody goes, sweet, Tyron Woodley, Damien Maia. Oh my God, that fucking fight is born. They're not even gonna change a word. That's what we have. So as a champion and in a position of being supposedly being promoted at that place, it becomes damaging. So now how are you going to come back and say, okay, towers back, it showed us fix. He's wanting to fucking most devastating guys out there. You know, knock your mother fucking head off. But then five minutes ago you just say he was born and you know what I mean? It's, it's very hard. I see what you're saying. We're not talking about two different things. What you're saying is you feel like the way they talked about you after the fight was damaging and she was respectful and and also not accurate in terms of the consequences of your actions in the fire and nobody ain't, nobody came through.

Speaker 4:          00:46:04       I was like, Damn, you know what? At to find out this motherfucker, Tory has gotten them labor room in the first round and he still didn't give a one damn takedown, didn't hardly get touched at all in the entire fight. Maybe Punch two or three times total. And that's kind of clutch she's motherfucker got, he must got fucking strong. You would like to hear, no, I don't want to hear anything because I want to fight. But you're saying, you're saying, I'm saying, I'm saying that, I'm saying that it was a choice made to say one thing but, but it was also lies off the cuff. Right. And that's always been the thing about them, but it's also you can also fly off the cuff in the other direction. You can also say, hey, this person's fucking next superstar. I'm a guy. And gone was crazy.

Speaker 4:          00:46:41       Oh my God, Cody Garbrandt his fucking the man. Oh my God. Page van Zandt. This on my main says York cut that you can say that and what's what happened to the 2 million followers? 2 million followers and that makes a big difference. But that can happen to you at any moment. You were frustrated by the reaction to three particular fights. You definitely, you want me to be fresh settled down fella. I know. I want to tell you to secret. I'm working like hell right now. I know you are and I'm not for sure. I know you are. I'm doing a lot of automotive work, unhappy with certain things and this unhappiness stems from the result of three fights. But if you look at one fight before that, the Robbie Lawler fight, I mean everybody was talking about you lucky with the most devastating thing of all time. The fact that you were able to do that to Robbie Lawler, all you need is one or two more fights like that kind of forgets about Damien Maia. You what happened? You

Speaker 2:          00:47:30       want me to be, no, I don't. Well, let me tell you this. I definitely don't, I'm really not frustrated him. Okay. Now he playing cool guy. I see. I'm not frustrated. I just know my deck of cards and I got a very thick layer of skin and I'm very, I'm very cautious of who I am and my brand. Now when you

Speaker 3:          00:47:48       do the division right and you're a champ, you're at the top of the food chain, what do you see in front of you? Like what, what threats, what, what fighters do you think are present unique challenges? None. Well, what do you think is next for you if you just forget about the supervisor?

Speaker 2:          00:48:04       I think the deck needs to be shuffled. And I think when I come back, uh, I think what, I'll come back, I take that back. Carlos Mendez is dope. He's frigging, he's fighting this weekend, tomorrow spoons and Mario says Batman

Speaker 3:          00:48:14       and he's a guy that a lot of people are not talking about

Speaker 2:          00:48:17       straight forward for a lot of reasons. And I'm okay to talk about it because, you know, I've always been honest. He's very tough. He's a good style match up for me, um, to present a lot of challenges. He's a good wrestler. He's very strong. He started to come along with his hands and I like, if I'm a fight somebody and it's on some number one contender shit shit, I want to fight somebody. I respect somebody like Rda, somebody like, Ooh Smith till pots and evo does these dudes are, these dudes are savages. And you know, not to sound cocky, but I think my toughest challenges are behind me. I think Carlos Condit and Robbie Lawler and at the time and costs check was almost a few fights, you know, way from fighting George. And you know those guys at that moment, those guys presented a lot of problems.

Speaker 2:          00:49:00       Kasha kept the same overhand right. Just a little bit different wrestling, Great Chin. I'm great conditioning. A lot of experience. You know, it was a, it was a threat for me. Robbie Lawler was a fighter a year back to back. You know, it has some of the craziest fights we've ever seen in fucking lip hanging open and he's bleeding and that's to do it. I had to walk and he was a Boogie man at the time. So for me to get bubble guts, don't nobody have that power. Then Nate Marco did. When he knocked me the hell out. I'll never be hit that hard again in my life. Think Colby Covington cause he's gonna Punch me and make me like went and back up. Now look at how he was punching me and Maya, it was a rabbit punches. So if you don't have great wrestling, great wrestling defense, great conditioning and powering your hand, you're just not going to give me butterflies.

Speaker 3:          00:49:42       Well, I think for sure you have accomplished some great things and fought some amazing fights against some very dangerous challenges. I mean, there's no doubt about that. No one could deny that. And those fights that you did just talk about Carlos Condit, particularly Robbie Lawler, Josh Koscheck in his prime, amazing fights, great results. But when you talk about [inaudible], we talk about Rda, you talk about Darren till you're talking about also potential amazing fights. You know, I think there's a lot of outstanding opportunity and I think your divisions, one of the most talent rich divisions in the sport.

Speaker 2:          00:50:15       I'm not discrediting that. I think that I'm always a forward thinking dude. So the teal guy didn't sneak up on me. Neither do you saw till in advance. You saw him. I'm going to tell you, I do this right. At one point in time, it was Brandon thatch. It was Eric silver. It was, um, Kevin gas alum. It was Stephen Thompson. Okay. Brandon Thatch, Eric Silver, kind of doing it the way gasoline went up and fought me. Stephen Thompson went up. So now these the, the Darren till the [inaudible] man. All those guys during that same pool. So I'm always thinking about training. I was thinking about fighting these guys always game planning for these guys before they even come up at some point. I don't have to fight everybody cause they got, they going to cancel each other out. If it's five studs, I might walk into three of them.

Speaker 2:          00:51:01       So I got to be ready. Damien Maia wasn't a surprise. I asked for Damien Maia, I fought Jake shields or somebody, somebody I fought and my manager was like, dude, why are you going to fight Damien? Maia may suck at such a bs and this is this, this and now I'm like, I know this on paper, Rory Mcdonald's, my toughest matchup in the division right now. Okay. Even when Ellenberger was a stud and was fucking wrecking people because of his power, his wrestling and his condition, him and Johnny Hendricks also would have been a threat. What guys? Where I was trying to fight, let me get Johnny Hendricks for foreign former champion. We're even Donald. So I was going up against the guys, Carlos Condit still today might be my favorite fighter. So when I watched his video, I was getting bottom like this motherfucker good. I was still in his techniques, but what happened when I fought him?

Speaker 2:          00:51:48       Did he look like the same quality county? He looked, no, I punched him. He looked like a ratchet was snatching them across the, you know, across the octagon. It wasn't like I just kicked him in the knee and all my God, he was going to win. No, he was getting dominated that fight because I did my homework. I respect him that much that I took all his tools and I left him naked out there in the octagon and he had to deal with my suite and he had deal my power. That's what I do to everybody. Nobody sees it. They think I'm just just strong ass fucking wrestler with a hard right hand. But look at the way that Jordan me and looked against me. Look at the way the Teryx happening. I all short Paul Day, the Kelvin Gosling is never looked like that. It gives anybody else.

Speaker 2:          00:52:24       Same thing with Steve and same thing with a Maya. Same thing with Condi. And same thing with Robbie is not, it's not a surprise. That's the way that Duke in Dean and I, we, we address what we, if I'm fighting me fight tower in this way, take them to the late round, kick his leg, stay away from his power circuit. It's way. So now I'm gonna formulate my game plan about what I think you think of me. Then I think about every fucking thing that you do, every skill, every talent, every mannerism. What you do when you get tired, what you're going to go to, what's your bread, butter. And I get ready for those and it's sometime it's like Robbie took a long time. It took up until the week of the fight for me to be like, I got this motherfucker. And what was it?

Speaker 2:          00:53:03       There was different. He just punched really awkwardly. He punched his arms are way longer than what you think. Um, he, he's, he's got way better boxing then when you think he doesn't look all like, like you see somebody slipping the stuff. Um, he, he threw a lot of unorthodox overhand lefts and upper cuts. And right kicks, which makes it very difficult to slip offline and throw any punches. He was scrambled first shot, if you shoot a shot, he'll scramble you hard. You have to shoot two, three, four attempts to get him to the ground. He had one butterfly that he used to sweep to get off the ground. So we just knew all that. And then at any point he can play rope a dope and then he can come off swinging. So that's a lot of things to think about. And then he just can stand here like this and go boom.

Speaker 2:          00:53:45       And you knocked out. Not Technique, not turning the hips. He just had heavy hands naturally. So thus all was a threat and we've seen them in wars, he's not going to go away. So I had to, you know, formulate a game plan that I can get around all that. Now when you saw the RDA, Robbie Lawler fight, you said that you weren't really impressed with that fight because RDA had him against the octagon and he was 10 off of 30,000 punches and he didn't knock him down and he didn't hurt him. He was basically just punching the punch. Anytime you punched the punch, he wasn't your energy. Well, he's going up in weight and he's more volume now than he was when he was fighting him. Rda Five. Yeah, I think it's fine. Hey, you here now we're energy me when you get here now, I mean if you, if you make the jump, you make the jump.

Speaker 2:          00:54:31       You know, you can't be like, I'm on. I was aware I was a lightweight and now he's a welterweight, but his style is different than especially a guy like you throws this. This is my thought on Ravi. Okay. A lot of people I picked Robbie apart in, in, in, in the film room before I even followed them. And the fight was over with before the fight started. Robberies starts out the first 30 seconds, extremely hard. He ends the first, second, 30 seconds, extremely hard. Second and fourth round of Kinda close. He's going forward. You're going forward. He'll take something to give some. Okay. They're right. He used to takes off. You ever notice that he gets, he gets a case, he's confident. His defense. He'll let you punching and he'll block you. Okay? He wants wastes a lot of energy so he can get into that second gear.

Speaker 2:          00:55:13       It's not that he's so well conditioned why she's fighting against Carlos. Why should his fight against Roy Watch his fight against Rda. He spent that same moment against the octagon where he allowed the opponent, the punch at him. The same thing with Johnny. Then he came off trying to get to in the burn themselves out. It's very smart, but if everyone would act like he just freaking marathon runner and he's not. So when that happened, I said, okay, you got to get on Robbie Hart. You got to get a rabbit quick. He's been punched a lot. Like I did all every fucking statue. You can take a hair, raccoon, the fighting omics. The guy hit me up saying, Robbie has a flat face. You punched fat face. He's used to absorbing those punches. Go around the side, punched him on the jawline. Kind of crazy logic. As a man, I'll use everything.

Speaker 2:          00:55:55       I can tell you how many times he stepped to the fucking left during a fight. How many times you throw his right hand versus left hand. So you know, I've been really secretive about a lot of this stuff because most people just see me as an athlete, they just punch hard as a good wrestler that you know that's tough and you know, you know good game plan. But I really overly get obsessed with studying my opponents to the point where when Mazda I fighting Wonderboy, I'm like, he about to do this, he about to do that. He's throwing this, he set this up, look towards you. There you go. Oh he bought did it. And everybody looking at me like, how the fuck do you know what I say? You motherfuckers watch that fight that I followed them and you thought it was so easy.

Speaker 2:          00:56:31       Get Yo ass in there. And that one, the boys, so one of the boys a g and he, he can take a punch way better than I thought. I hit us as hard and he went out three or four times and he just had the mentality, I'm not going to lose her then I'm not going to lose today. And he was rewarded for that effort or just saying, you know what, I'm going to give it all I got and um, he'll forever have my respect. But at the end of the day, you gotta be able to be honest with yourself. I'm honest with who I am, what I do well, I'm not the best at elbows. Can I throw elbows? Yes. But am I going to sit out there and act like I'm, you know, Matt Brown and somebody? No, that's his still Matt, Brian and goes storm. You're across the octagon like I will.

Speaker 2:          00:57:11       So once I see what I do well and I, you know, I can hide my weaknesses behind my strengths. I can allow my opponents never to put me in a spot where they're going to have the advantage to Damien Maia ever put me in a position where he had me in his half guard. No, never did it. But you still, you didn't think that RDAs performance against Robbie Lawler was impressive because he overwhelmed Robbie. I mean, he had turns, turns I'm going to fight. I don't know, thinking mitre. I tell I from a time thinking about, from a tactical standpoint, I thought find out. I thought he had some really good success with low kicks and I thought he kind of abandoned that. I was kind of surprised that he didn't do that. And um, then I, I saw Robbie do the roper dope. But Robbie never came off normally. Like I said, Robbie take some punches to, he'll come on storm. You never came out of stone or maybe it was because he messed his leg up or whatever. But just from, from two people that they want to say he's gonna fight me next, let me fight somebody. And it's a DDS hurt. Lawler fought

Speaker 3:          00:58:10       RDA. Seriously injured. Now those injuries have been revealed. Let's see what we got here was to say, um, destroy blew his ACL and meniscus and every other thing that's in your knee out in the third round said wobbled over to the fence. So it makes sense. Yeah

Speaker 2:          00:58:27       they sent it cause cause, cause if Robbie is notoriously known for, you know, like think about when Rory had him against the octagon with collars Kinda. And he comes out and he comes out blasting. But it's so I, since it said he hurt himself before the fight though, other article I was going to pull up, but I found that that said, yeah, he was injured going into the fight. Who tore his ACL before to fight during the fight. Find that,

Speaker 3:          00:58:51       well it said that, the title of that though, go back to that real quick. The title of it said who was seriously injured going into the

Speaker 2:          00:58:56       fight, right. Injured and then the entries have been revealed. Oh, okay. Yeah. So that's it. I think that was had to throw round, right? Yeah. Yeah. Right when you were saying that he lays off. Yeah. So, so, so he, so he didn't, he didn't come off all you, you can't go to a thread on the forum posts. That's at short. You can't go to the thread on as well. Nobody, but yeah. You know what, that would make sense. I'm

Speaker 4:          00:59:22       used to Robbie coming off and getting those 32nd bursts. Like, I don't know exactly. Not talked to big John about this for a while about the judging. Right. And you know, damage being landed. So some of those fights where even if Robbie wasn't the more active one, he's damaging people more cause he punched. Pardon? Is more aggressive. But how can Carlos condit control the fact that he just don't punch his hardest? Robbie, you know, she'd be pissed off. Did you think he beat I'm rubbing in a fight. I'd have to go back and washed out again. I thought it was at that time. At that time. Did you think it, I don't think I did. I thought, I think I thought that Hendricks did or that Robbie did. Just enough to win. What did, I'd have to go back and I'd have to go back and watch it again.

Speaker 4:          01:00:02       I thought at that moment that Carlos one, but I wasn't like, oh my God, I can't believe they gave him some Robbie, but it was extremely close. You can make an argument for either guy wouldn't put Robbie because he landed. The more harder can talk harder punching it looks scarier. I think that's why he got denied. That means something though. I mean, uh, someone who hits harder, it has more damage. That damage should be accumulated. I mean that should be somewhat so up. So someone's throws punches in, it looks like it's effecting the person more. Even if the other person throw more in landmark, then the person is landing the damage and punches. You think she went. I think damage should count for more than punches. It don't damage. So like if one person has that the way that they supposed to score now, currently, I don't know.

Speaker 4:          01:00:43       I mean the new, it's what's interesting is Nevada still doesn't accept the new rules. They need to get the crane ones right before they tried to bring in the new ones. Yeah. But what's also interesting is the scores are much wider now. Like you see a lot more 10 eights now than the other side before, which I think is good. I just think that we're our system taking a system from boxing that only uses hands and applying that to take down some mission attempts. Leg Kicks. You would almost have to know this guys, is you get to world champion. The fact that this guy swept him, he should score more because this guy, this is, you know, real house, but nobody's going. No judge is gonna have that, you know, insight. I think it should be a much broader system. I don't think it should be 10 points at all.

Speaker 4:          01:01:24       I think you're dealing with extreme amounts of variables. It should be like almost like a hundred point system. The guy that raft my fight against Wonderboy the first time, the one that, um, was one judge, they gave a 10, 10, eight the first round and the ten nine the fourth round, fourth round is when I knocked him down three times. Yeah. The ten eight was when you almost got him in the gay teens. Is that why he no, no, no, no. That, I was getting McGinty and in the fourth round. Yeah. And he said, well, why did I think you almost kind of in a gay the first round in the first fight, the first fight, the first one I just ground and pound the hell out of him. I took him down. And as you beat him up for the whole round, um, he gave that round a 10, eight or so. It was the fourth round where you got them in the gift. The fourth one is when I knocked them down and knock them down again, I knocked him down again and then I went for the get tank, knocked him down three times, and then we forget to you. And the judge told me, he said,

Speaker 2:          01:02:21       you know, I thought it was a 10, eight round, you know, but then you wasted a minute and a good team wasted a minute. They told me now that I had just got over this shit, right. I was, I was just fucking said that said that I had just got over the fact that I felt like it was some bullshit. I got over that fact. So, you know, whatever it is what it is, let's do it again. This time I'm fucking beat him. This motherfucker walk up to me, not even know who he is. Say, man, I just wanna let you know. I just your fight and um, you know, I'm the one that gave you the ten eight in the first round and tending to fourth, Ron did all of a sudden my insides just start burning and then he's like, you know, I just want to explain to you why.

Speaker 2:          01:02:59       You know, cause I don't have a problem with, you know, facing the fighters afterwards. You know, you did well, I was going to give you a 10 round, you know, it was crazy and you know, but then you wait wasted a minute and to get to him, I said, sir, let me tell you something. I said the first round, if you would have said 10, 900, okay, I ground upon our bloodied him up. He didn't show, no offense, 10, eight, 10, nine, whatever you want to give it. I'm cool with that. And I said the fourth round, I knocked him down three times and I said, I want to tell you a good team choke is not a, um, it's not a waste wasted. It's not a move that you can say, I wasted time and it's a finishing move. Heady ty. Ty had, he's fucking tapped out.

Speaker 2:          01:03:37       The fight would have been over with. So the fact that I tried to knock him out, then his neck became available to my arms. Then I grabbed his fucking neck and then I tried to choke him out. Then he popped his head out. Yes, he's tough for making it through the whole onslaught of me trying to kill him. But does that give him an extra point? He said, but then he threw some punches. I said, go back and watch the fight. I said, he threw a few punches from top. How many landed? He said, oh no, no. I said, sir, I'm said, I'm over the fight. I'm glad they didn't say I lost the fight, but the only significant damage that was landed in, if I came from me, the only knockdowns only, you know, blood drawn, the only jeopardy of someone, the referee getting involved happening when I was on the other end of it.

Speaker 2:          01:04:23       So I just think the system sucks. I really think the scoring system, they just don't let it go to the judges that, you know what? Fuck it today. I'm gonna let it go. Hey, you know what? I'm not going to try to knock to, I know I trust them three right there. I look very trustworthy. I'm going to leave it in their hands and all my kids and my family and my belt, I'm gonna just, you know, I'm living up to them. I always hate that expression. I hate it because it's so, some guys don't want to be finished. Most guys and Steven's case would've, would've, would've been overweight. Um, you know, some guys just talk, I mean, I don't want to just refinished, right? Nobody does snow. It's a foolish way of looking at it. It's just the best way to fight is the best way to fight.

Speaker 2:          01:05:07       And if you see an opening, like you said, that's when you move your idea that you're supposed to just rush into danger and that's how you lose. And the fact that people don't, that and that people say things like that and they don't understand what they really shouldn't be talking about. Fighting. Fighting is a complicated thing, grinding thing. And it's also, it's one sport where it's like if the team doesn't run the ball well they don't run the ball. They pass. So if this is Stephen Thompson, he doesn't have to wrestle. He doesn't have to try to do Jujitsu, he just have to stop you from doing it to him. But he's got that style that's impossible to find anywhere else. Standing completely sideways. He's throwing front leg kicks that can knock you out and social, a lot of weird stuff. And he bends at the waist like a snake.

Speaker 2:          01:05:54       He leads all those years of point karate, like he's really fascinated too. It's very good kick to Raymond Daniels, which is a painted as sage Northcutt, which actually in my opinion, sparring wise was way harder than the Wonderboy. More MMA experience for sure. And also sidekicks ages, his sidekicks, he knocked, I had the word Taekwondo Pat, despite his age, he kicked me to it. If it's on my, my bad, Mr Woodley, I'm like, damn this motherfucker, no joke, no joke. So He um, he was good. I had a kid named Chris Pang and from the same background that I had another guy named Michael Tang, who's the taekwondo guy from the, from the east coast. And then actually a lot of people don't know this. Duke, actually, his original base was taekwondo. So having all those guys, it wasn't fun. I mean it was, it was many rounds. I did not win.

Speaker 2:          01:06:45       I mean, sage Northcutt kicked my ass for a couple of couple of days because I couldn't figure out how the hell to get up on them without getting kicked in the sidekick. They now you've got to think about it like damn door. How close to I get to him before he, the side. So, you know, it's a totally different style of movement and Wonderboy is probably the best in the world. He's good. It's, it's a very complicated fight and that's why I almost had an NVP out to me, but he is, his manager was trying to get too much money. Michael Venom page. Oh really? I was gonna bring him out to, he wanted to come out, but his manager, excuse me, wanted me to bring him, bring the manager, bringing the friend, you know him all this money and get them all three different separate rental cars for, I said, I don't know the hell y'all think I am.

Speaker 2:          01:07:25       What kind of money I got. But we not doing that for three days. You made a big change in your life when you started training with Duke and a lot of people don't know that before that you really didn't have like a main trainer. It's pretty impressive. Dean's been with me for a long time, but as far as a coach coach every day, um, I put myself through stuff. That was all I was doing before Duke. It was just me. I had a gym. I would say, hey guys, we're going to swap this time. We're going to do this. I will, you know, you know, try to just my weaknesses that I've been really blessed to have the amount of success I had without having a full time coach. Then there's just got to the point where I told Dean, I said, man, whatever it costs me or whatever, I got to pay, I need you the whole time.

Speaker 2:          01:08:10       I said, because I can't do, I've been winging and shit. I can't keep doing that. But what was interesting that you told me that it was son's idea file. Yeah. You got a good memory to go to Duke and take some notes. No Hammer Shit. Yeah. My side, I had, um, who was doing an embedded thing and it was like, so where are we going tomorrow? And I was like, damn, like either tomorrow is so on a humbug and like we ain't gonna fly to Florida. I mean dean or are we going to drive to Milwaukee in the end? My, my, my son Darrin, he said, I think you should go to Florida quip turn tray with Ben asked aspirin and Anthony Patterson, those guys. And I think you should go with me. Milwaukee. Milwaukee. Yeah. So I said, we woke up that morning. I said, fuck it, we're going to Milwaukee.

Speaker 2:          01:08:52       So the embedded guys, they, they, they actually had to drive my car. I was getting tired and falling asleep. So the embedded guys driving my truck up there and we went up there. This is code negative 14 degrees. I was like, man, this sucks. I'm coming back home in a week. I brought eve out there who ain't never been in the colon in his life. He's acting like he was going to die. But um, yeah, I went out there and then Duke is always invited me to come out. And you don't invite a lot of guys. But Duke from Ben, from Anthony always saw those guys killing south Pauls. And after I talked to Duke, now I understand Duke's brother was a south pole. So his main sparring partner, he learned all the tricks on how to defeat a southpaw. So I'm like, how did Anthony and all these guys, every time they go and get somebody on the opposite stance, they did great against him.

