Speaker 1:          00:00:02       Good.
Speaker 4:          00:38:02       It was a real life. It's venison. They do these mass executions of deer in some, some places where they, uh, they have to eradicate these deer, like to get a little too crazy. I would imagine that's probably where they're getting some of their meat from. Yeah. Because it's lonely for a limited time. Only in limited places. Well you can only hunt them for so long. Like if it's in during hunting season, you're not allowed to sell it commercially. Like hunting meat. Like there's, you can buy farm raised deer, they might have that, but I think like a, I think it's illegal. I'm pretty sure it's illegal to sell wild game. Like to actually sell it, sell it. I don't think you could sell the meat, but I have some for you. I have my, I have elk Jerky for you. Oh, I went on. I have, I have elk Salami for you. What was that one thing you made me that one time. Oh, that was a smoked ham. That was wild boar.

Speaker 4:          00:38:52       Wild pig shit. Wild pig is so and wild pig is very sustainable. Those little motherfuckers, they breed like crazy. You, you literally have to shoot them. They have a big problem with them right now in San Jose. I was just reading this thing about San Jose. San Jose is trying to figure out there they're hiring people to a set traps in people's yards because in the middle of the night these wild pigs come up, but just fuck people's lawns up and at San Jose is like tech industry, you know? It's like, I don't even know. That was a thing up there. While oh my God. Well what's interesting is a lot of it came from that crazy asshole that made weedy illegal. William Randolph hearst, William Randolph hearst, when he built the hearst castle. Have you ever been to the hearst castle? It's pretty sweet. I never put the two together. I was like, Oh fuck.

Speaker 4:          00:39:38       I've been there. Yeah, that's is that. Is the hearst castle, the one that has like the stairways that lead to a brick wall, like you opened up the door and there's nothing there or is that another is a crazy lady I think. I think I'm thinking of a different person, but William Randolph hearst, when he had the hearst castle built, he released a bunch of wild boars, Eurasian bores all over the backyard so we could just hunt them and shoot them because he was just crazy rich asshole and those motherfuckers populated the entire northern California region. That's crazy. Hunter s Thompson when he was young and he lived in big Sur. He used to go hunt wild boars with a machine gun. There's like a famous classic picture of Hunter s Thompson holding a knife and an AK 47 while there's a wild boar that's hanging from his back legs and he's cutting it open and about to cook.

Speaker 4:          00:40:27       And have you ever had pig's tail pig's tail? That pig's feet? Pig's feet? I hate that fixed fee. It's good. Is it delicious? Yeah. I don't remember much about my, my real dad, but I do remember he loved pigs feet and I ate it when I was a little kid. Yeah. You can buy at the store. Yeah. Pickle it takes his feet. He's got to go to the bad neighborhood though. No, they have it. My, my girlfriend eats all that. She gets. She gets fish eyeballs. Sheets, fish. Oh, you're dating an Asian. That's the winchester mystery house. This is the. That's the nowhere. Where's that one at? It said near San Jose. Okay. Yeah. Same kind of area. Yeah. This house is a wacky house. How'd you go to this house? I was a little kid. I thought it was a great. Well, I lived in San Francisco when I was little fruits are age seven to 11.

Speaker 4:          00:41:14       We lived in San Francisco and we took a tour of the hearst castle when I was little. Remember it, and we went to this mystery house too, but there was like doorways to nowhere. I love these old rich houses. Like, like I went to the gamble house in a procter and gamble. It's a, it's in Pasadena, but that's where they filmed like back to the future. What was that one with the fish? With the seagull. What the hell is that? All right. It's just somebody. Oh, someone's blog. So what we're saying what but like these houses back then, the architecture there and proctor and gamble at the time he was like, you know, our billionaire. So he would have these houses have so many unique. That's it, right? Is that the hearst castle? And Campbell had the gamble house. Yeah. And so like there's like all these, like secret rooms and the architecture there is amazing.

Speaker 4:          00:42:01       That's a beautiful house. Doc Brown. That's duck. Darren's the future future. Really? Yeah. No Shit. It's in Pasadena. It's a cool. In Pasadena that houses. Yeah. That's beautiful. Yeah. I love houses like that would structure like who that lawn to the architecture there is so amazing and just this amazing man. Pasedena. Whoa. That's the inside of it. And you can walk through there. You got a three 60 tour. This house is shit. Like look through shit on the inside. Is this like they have tours of it? Yeah. Yeah. Me and my mom works as a ghost. People go look at the coast. They have different kinds of tours, tours where you get to go to rooms that you can only go to if you go to this certain tour. Uh, that's fucking beautiful. That's the same house. Yeah. Pasa. Dina had this Frank Lloyd Wright House that was for sale for ever and I think it finally sold and there was another one that's like another Frank Lloyd Wright House, I believe that was for sale in Los Filez.

Speaker 4:          00:42:57       And I was like, God damn, I don't want it. That's the house. Like I don't want to live in Los Filez with all the hipsters, but I might live there just to be in this house. Look at this fucking the Mallard House that places the Shit I love though. Yeah. The inside of that house was incredible. Jamie, go to the inside when you see, um, there was all this crazy patterns here. See all the crazy patterns in the stone columns. I mean, it was just a gorgeous house. Like it was literally like you're owning whoever owns it. You're owning a piece of historical art. Like that one right down there. Look at that. That's insane. I mean, come on, man. That's, that's like a museum or something. There's a house in Pennsylvania, Frank Lloyd Wright House. I think it's in Pennsylvania where it's the same thing where it's just waterfalls and amazing things like this.

Speaker 4:          00:43:44       Like, you know, it's probably the dope house I've ever seen is the, um, Ferris Bueller's day off house when he drove the Ferrari of Seattle, that houses in Seattle. That looks like it right there though. The Pennsylvania one because waterfall, that looks like. Oh, look at that. Click on that. That's the one I'm talking about. Chicago that's in Chicago. I'd probably have to dodge bullets. And the way the house was for sale not too long ago, really. I remember calling a fuck load of money. How much the Ferris bueller house cost. Look at that house. God Damn. That's gorgeous. Awesome man. Laura. No, that's Laurel highlands. Pennsylvania therapists do. There's nothing better than like living around trees. Like there's something about like that image of that house with all those trees in the background and all that green light that just makes you want to let you know what it reminds me of the crazy billionaire.

Speaker 4:          00:44:34       And uh, uh, ex Mokena. Remember that guy? The guy lived in some crazy wooded. Oh, I just rewatched it. Sits there. It is. Ferris Bueller's Day off house that houses the shit. But people would watch you. Fuck. They'd be hide in the bushes. Binoculars. I see. I just got a new movie coming out. Ferris Bueller? Matthew Broderick. Oh yeah. The x marketing guy has a good movie coming out. We watched the trailer off off air, but I try to remember what it was right now. Yeah. Yeah. At some sort of a science fiction movie, right? Yeah. That's one of my. If I had a top 20 all time favorite movies, ex Makan is right in there, so well done me to watch it. It's perfect. Still. Is he doing that? That book? The science fiction book. Annihilation. Yeah. What is it about Jeff Vendor Mirror watch the new trailer for x and Natalie Portman's in it.

Speaker 4:          00:45:34       Oh yeah, that's right. That they go to and like her husband died and their journey to find her some. Some portals will, we'll find out. You know, dude, I to stop drinking coffee when I'm on a podcast because it's the flip thing. Yeah. Terrible. Caveman coffee. Just coffee in general. If I drink water I'm fine. If I drink coffee, I started flipping up and I have to clear my throat. You should get a little bubbles will get out of that Flim Oh, you know what I like dude. Z that Stevia soda. Do we have any of those back then? The Soda? Yeah. I don't know what flavor is and those things are delicious. During those months. Where do you find them though? I can't find them anywhere. Amazon. Amazon? Yeah. Amazon. Some grocery stores, but like the Soda Aisle, so big and taken over by the big ones.

Speaker 4:          00:46:23       There's like one six pack and every grocery store and get lucky. I'm so burned out on the cry trying to do all the Zv a water. Yeah, very similar. It's so. Stevia is still fine, right? Like there's nothing bad with Stevia. I always hear like, what was the other one night? A aspartame. Yeah. That's terrible pain. The other wall. The clo. The xylitol. Um, yeah. What was the coconut one? Fuck. What was that one anyways? Most of them like monk fruit. Supposed to be really good. Um, most of that stuff, like the chemical stuff's dangerous, but the Stevia, I think I'm pretty sure we should have jamie. Check as soon as Jamie comes back. I don't want to tell anybody job, bro. You'd all. Steve, do you want. Do you remember that crazy guy that was a snort and Stevia? Yeah, that's his name. Dan Quinn still alive, man. That guy was crazy. He was a guy. Yeah. Yeah. I had some awesome videos of him snort and Stevia talking about Stevia burns off calories and it gives you muscles route here. Yeah, we got root beer, soda. This is zero calories and it's sweetened with Stevia and it's like a lacroix with that tastes better. Grapefruit citrus. People going to think this is some really fucking low level, sketchy commercial man. If I wasn't wearing my me undies right now.

Speaker 4:          00:47:47       Well if you just go to stamps.com. Oh my God. It tastes like root beer. Yeah. Legit. Okay. Here's the question. Is there anything wrong with Stevia? We need to find out. I feel like there was something recently that's. Does Stevia kill you? My Dad still on the thing where if it's any kind of artificial sweetener and your brain thinks it's real, so it releases chemicals unnecessarily. That doesn't have any where to go. So he says it's still bad for you. Any artificial sweeteners? Right? So this isn't an artificial sweetener in it. I just know Stevia is with the plant. That's why that was a little green leaf. That's what Stevie it looks like, but isn't it your brain think like, hey, this is sugar though. It tastes like sugar. I don't know. Maybe your brain dust. My sleeping, my brain smart enough to know my brain is like, Yo bro, this is fake, bro. Isn't fake sugar bro. Don't get crazy. I had a real coke the other day by accident. Oh yeah. I went to a drive through, was late at night and I was fucking starving. And uh, I've worked all day and I've worked out and I was just like, I just need to get a fucking burger king or not. Burger King. Wendy's went and got a, a baconator yeah. And I asked for a diet coke and he hooked me up with a regular coke. Please do. That shit pisses me off. But it's still good.

Speaker 4:          00:49:02       It was so good. I haven't had a regular coke and years. I treat myself once in a while. Get a little Mexican coke. I went to in and out the other day. I am not on board within an hour. I'm not gonna get shit on this. But what's wrong with you? It it in and out. Cigarettes killed your fucking teeth, but you got to Wendy's. It's so much better. What if you have a group? If you have a burger from in and out, in a burger from Wendy's, we have Chinese tastes a million times better. You are. You definitely have fucked up. There's a show called good mythical. What he's saying. I don't even know what you're saying. There's a show. You really think that Wendy's is better than in and out a million times better than it. That's a million million. I can't trust you with anything from now on.

Speaker 4:          00:49:40       You're, you're from California though. So you grew up on, in and out, but most of your life is spent here in California. I just used it. Columbus bias on Wendy's though from where we were from, doesn't mean it's better. True from California. You all getting to know I would love to take five guys, uh, all the burger places that we know of and have a taste test with blind taste tests. And you tell me which one's the best night out will be nowhere close to the guys with Bacon and Jalapenos would. But fuck all the rest of them. I just said it. Five guys is good. I liked it. I don't like the fries as much as I see. You got a problem with your face. Fat Burger's really way up there and many of them to come to compare their taste wise. It's just one like a mile away from here. I don't know. But I mean there's just not tons of them all around the world and country. Pretty good. They're pretty good. Really good. They give you frozen meat. I think it's frozen meat that they cook, but I don't think that's that big of a deal. I'll tell you what, man, that whole frozen versus

Speaker 2:          00:50:39       this is fresh argument. I think the real thing is like when you cook it, you got to cook it like right there and then you know like right, like the problem with a lot of these fast food

Speaker 4:          00:50:47       places that didn't have that fucking thing. Cook way in advance. They just nuke them and then hand them to your microphone. Burger King says flame broiled, but you know what they do? They flame broil it. Then they put it in a pan with all this beef juice and they just let sit it in this pan, like kind of like a caterer, like when you go to catering where they just pull it out. It's discussing, uh, the grossest burger you'll ever have in your life is Carl's Jr. Grassfed burger at some time. But you'll throw it out your window made me sick. How disGusting it was. Establishing lawsuits. I know a lot of people are big fans of water burger when we talk about in and out, like where they have it. I think like Texas is a big place where I went to burger, but they're all Texas doubt. They've got a fucking big belt buckle and cow horns on their front. Cadillac had a burger, delicious fucking mind by the spicy ketchup from amazon. that's the best ever have. But you buy water, burger, burger, spicy, ketchup. Amazon, I'll buy you say it's fucking the best catch up in the rod of burgers. Good.

Speaker 2:          00:51:43       maybe be wrong. I wouldn't say no if I was hungry, But it cannot fuck with five guys are in and out. Let's do a taste test, so. Okay. What's wrong with steve? You? What is it? Stevie is short for stevia. Reb bod deanna, a plant from the chrysanthemum family, which grows in parts of Brazil and Paraguay. The compound that makes the stevia sugar is extracted from the leaves. It's used in the uae, east asia, Russia, blah, blah, blah, blah, blah. And it's about 200 to 300 times sweeter than sugar. Whoa. When did the fda approve it? In 19 nineties, fda rejected stevia as a food ingredient after research linked it to reproductive problems and possible genetic mutations in rats. Well, not a rat. So, uh, in 2008, the fda approved a specific formula of pure stevia rebar. The said, I would say that owes side a pure via.

Speaker 2:          00:52:46       And truvia both contain the reb, a version of stevia, which is fda approved. The fda recommended daily dose is no more than one point three milligrams per kilogram of body weight. For healthy adults, you'd have to have at least 29 truvia packets a day to exceed that. What do the experts say if you're stevia isn't made from reb a, like for example, the whole leaf extract that's sold at natural food markets and labeled as a dietary supplement, hasn't been vetted for safety by the fda for truvia and pure via. The fda concluded with reasonable certainty that renee is not harmful under its intended of use

Speaker 4:          00:53:26       based on studies it looked at concerning reproductive blood pressure and toxicity effects. AltHough scientific studies in 1960 and 19 eighties found that stevia derived products decreased fertility and female rats feed at the church full of loads and potentially lead to mutations. The fda concluded that those problems didn't apply to a based on additional research that's one paid off the problem with those fucking I don't trust any studies from back in the day anymore. After that sugar study got exposed where you found out from the New York times, did this whole expo say on how the sugar industry bribed all these scientists to say that sugar is not bad for you, it's a saturated fat, and they, although they, they pushed all the blame on heart attacks and heart disease, saturated fat. So it's hilarious. So this, uh, I can't tell what they're pretty much saying is like the whole foods, the pure extracted stevia plants are not good for you or they're saying it's not fda have to, hasn't been vetted.

Speaker 4:          00:54:31       That's thE stuff that we put in coffee. That was also a four year old article. I was like, oh, they're jones.com. Which seemed like a good place, but it was mother jones is a good place if you have stinky feet and you're like wearing birkenstocks and uh, you have wouldn't beads. Mother jones is a good magazine, but they're super left wing hippie. I don't know if they're right though. They might be right. Makes sense. Yeah. I was just looking for some fda results on that. I mean, there's no biological free rides. If you talked to the doctors to say, look, there's something probably going on, you know, like I used to think that advil was fine. I think that advil, there's no, no problem with advil until dr rhonda. Patrick explained to me about strokes and fucking the heart attacks and all kinds of crazy shit that you can get from consuming advil, advil, the thing that you're supposed to take though, if you're having a heart attack.

Speaker 4:          00:55:17       No, not to ask for aspIrin. Aspirin and supposedly prevents heart attacks, but I wonder why like do you think it's. Is it something in the aspirin? If I remember correctly, she probably googled. I think it comes from the bark of a tree. I think actual aspirin is an extraction like a plant extraction and somehow or another aspirin, because it does reduce inflammation is supposed to be good for people that have heart problems. Aspirin blocks an enzyme called cyclo, oxy jennay's that makes your body less likely to produce chemicals that can cause inflammation. It helps prevent blood clots. That's important because they clog the arteries and blink bring blood to the heart muscles in the brain, which increases your risk of heart attack and stroke, so a aspirin blocks that enzyme and makes you less likely to have heart attacks and stroke. That's pretty bad ass, but what is aspirin from? where does aspirin come from? Is aspirin safe to take a vitamin every day? Actually encourage you to take aspirin, but you know what else can be done

Speaker 2:          00:56:24       that could probably mimic the effects like when you talk to people that really understand like health ailments. One of the big things they all seem to bring up is inflammation. Like inflammation is like one of the number one sources of malaise. How do you say that? Malaise disease, a massive issues. Health health issues that people have, inflammation, inflammation, they think is a huge factor in cancer. Huge factor in heart attacks, strokes, everything. An inflammation is just fucking bad. Like anytime you're eating inflammatory foods, that's the big problem with sugar. That's the big problem with refined carbohydrates is that they produce inflammation in people like a lot of people that have like joint problems and shit, they go on a low carbohydrate diet and other joint problems go away. Like if you have pain, your ankles and shit. While a lot of people have found that that just changing your diet makes that go away because a lot of that inflammation is just the. Your body just not responding very well to your diet. Yeah.

Speaker 4:          00:57:27       But that's different people. So what does it say? Anything about it being from a tree. Oh, I made it up. It seems like it's. I, I agree with you. I've heard that before. there's something that sounds familiar, but I don't know if it was aspirin or not. Well, what does it say it's comes from? I think it's just a chemical compound. I think acid tilak acid, but I think it's. What is aspirin extracted from the plant? Googled album because I think aspirin was around way before they figured out how to make like pharmaceutical drugs. I think that shit's been around forever. There was a dude that was a friend of mine who was a really funny comedian who would a willow bark, willow, barnes z, how to make aspects from a willow tree bitch contained the willow bark of a white willow tree contains the salus in, which is the chemical known as the sat, a satanic whatever. It sounds like. Witchcraft doesn't sound like witchcraft. Park of a tree in the middle of the night, unless you'll bring it to me and I will cut and dry it up. I'll put it in a written. It's a willow tree. Willow tree. The same as a weeping willow.

Speaker 4:          00:58:35       Huh? Weeping willow. Willow's the one that's like sex has like Those fuzzy things on it. Maybe felt like I had a willow tree and go, ooh, yeah, that's a pretty tree. It's a nice treat. Whoa. What's that one? It's frosted and how to make aspirin from a willow tree. Let's find out how to do it. What do you got to do? Let's make our own aspirin. It's make toothpicks out of a willow tree that prevent heart attacks to now you're talking. I wonder if that's real and if you could do that. Probably. Huh? Why not, right. Always sucking on a toothpick instead of smoking a cigarette. Yes. Yes. So that's what you want to do, right? You want to quit smoking? Quit smoking is my number one thing.

Speaker 3:          00:59:22       Lose weight as my number two. What's number three? Grow your dick. Uh, get rid of the damn rat at my house. I feel like I'm diseased right now. We played the video a couple of weeks ago. Of what? Of your. Your rat? We showed dreaming of your ra. Did we play with the screaming one that found the link late to like later. And we lived on. Brian caught a rat in a trap and set up cameras. I can't tell you what happened. The second part, what happened? So there's two rats were killed. One the second one with the video with the screaming one escaped for a week. We didn't see it. All my cameras. I have like all these night vision cameras. I'm like, well it must have ran away. Uh, so I took all my traps, putting them underneath the sink. What am I traps was a electrocute electric one when they walk in and they get electrocuted.

Speaker 3:          01:00:08       So I put that in underneath this thing. Anyways, cut to three months later. It smelled like death in my kitchen. You've smelled death before and you're like, oh, what the fuck is that? Sure enough, I opened it up and I see this flashing red light is the rat had gone into the electricity thing. Electrocuted himself, had been there for three months, went in there after after a must have. He must have been injured in my, underneath my sink. He might have been injured. It's the same rat. Yeah. Yeah, because I had so many cameras that I, I could tell there was one bigger, the pregnant one that we killed first. Then there was the father or the husband and like it was like two different sizes. One was like, you know, the crazy big one was smaller, but uh, so I look and I see this rat tail coming out and it smelled like death right when I opened up the thing.

Speaker 3:          01:00:55       Of course, luckily I'm dating an asian who eats fish eyeballs. So I was like, no, get that outta here. So he made her do it. No, she doesn't care. She does. She, she has no emotion about death fishing. And so she takes it out and she puts it in the trashcan. Like I just told her to throw the whole thing away and we're not going to reuse that electricity thing and it fell out into the trashcan and bust open and all these maggots just come out like, oh, hundreds of maggots. Like a burst open. Like the skin just couldn't take it anymore. She'd take pictures. No, I did. I think she did. I was freaking out. She definitely take pictures of it now. The rats back. New grad. I guarantee you you probably had a ton of rats living in your house. Well, what it is, we figured we got the exterminator out and we have one of those crawl spaces underneath my house and the whole house has been, you know, gritted up so there's no rats can get inside.

Speaker 3:          01:01:49       So how they're getting in was confusing. Everyone found out her stupid ass neighbor. He's like, oh yeah, rat chewed through my screen in the back of my house the other a couple months ago and he has a cat, so they've been coming in his house, going in his kitchen, going underneath the house, going out into my house. So he just, because he didn't tell us that he has a big hole in his back fucking screen. Yeah, but it's back screen. The rats are coming out of his house. It's coming in his house through this, this whole. And then they go in his kitchen

Speaker 4:          01:02:20       and underneath they can go underneath the house by goIng under the pipes under his kitchen. I guarantee you there's rats everywhere. Like you can't blame this guy. You live in an area. There's Backyards knows horses everywhere. They're everywhere. You know what? There's a fuck load of rats. That goddamn comedy store. Yeah. I saw three last night. Every time I go to that back smoking area, I look for rats and you'll see them scurrying across the top and I took videos of them. We were all hanging out in the back and the parking lot area where it says mitsis comedy. Mitzi spot only. It's fucking rats all over the place over there. I hate rats, man. Do you have red? You don't have rats at your house. You have like other crazy shit, right? We have routes to grants is definitely raTs. Yeah. We so trenches. I caught a big trench. Look on my instagram. I've never seen a tranche. The lead just walking around. That's real big fucker in my house.

Speaker 4:          01:03:13       I put my sneaker next to it so people can see how big it is. Big. I just, I just put trenches are pretty. Pretty mellow man. Like you scoop them up. I put it in a box. I got to scoop them up in a shoe box. Put them outside. They don't bite or anything or look at him. Oh my god though, if I saw that coming out of my shoe, are you freaked out? He didn't come out of my shoe. I put this shoe down next to him. I know, but are you scared that anytime you put your shoe on there might be a tarantula in it? Trenches. Don'T scare me. Black widows were much smaller than that and I see them all the time and they will fuck you up. Black widows are what's really scary. Yeah. I have a lot at my house.

Speaker 4:          01:03:53       Yeah, that's a, that's a fucking big bug, right? Would you ever eat that? Yeah, they taste good. Apparently the tastes like crabs. Well, they're in the crab family. Yeah. Yeah, that's what I've watched. uh, I watched the television show where these people were living in the amazon, I believe, and they were cooking. See if you could find it. Amazon natives cooking giant spiders. I mean, and they had them. You ever see how they do need to look it up? I hosted a fear factor. I could watch anything. I could literally watch people eat dicks. I know when they, they. You ever seen those things that they make, it's almost like a, a screen and they put a fish down and then they put the screen on top of it and they bury it and they're. No, no, no, like you cook it over a fire, you know, like not a screen.

Speaker 4:          01:04:44       It's like a bunch of sticks and the fish is in between the sticks, you know, it just, it basically just holds the fish in place while they cook it over the fire. They did the same thing with these, these giant fucking trenchless. They cut them open, slip a, split them up and lay them down on this, uh, this fire and just put the torrential is out there to cook. Just like they would cook, like a crab or a piece of fish or something like that. It looked good. I bet they taste good. Fuck nasty. They're really bugs, you know, like they call, they called lobsters, bugs. I think that's the thing. Like those, those divers, they call them bugs. oh. Oh, they're gonna kill it. No. Yeah. See here, they get these fuckers. Is it popping or mouth? Oh, they get really itchy because the hairs off of those bugs, they um, they're not bugs really. They're arachnids. But the hairs off the spiders. So they take it like little kids, man. Oh, they cook over the fire. But the thing is, man, I think they taste good. Somebody told me that aiden before. You know what, it might've been less. I think less drought told me that adam, that he ate them or girlfriend would eat that right away. No problem or problem with chopsticks. Yep. She put some of that, a duck sauce on it. Look at these kids' minds ready, but it looks like crabs tastes a bit like crap.

Speaker 4:          01:06:17       They're all excited. Human planet. Bbc. That's cool. But why are we afraid of is, but we're not afraid of crab. Like you know what? No one has a problem Cooking like you ever see like an alaskan king crab alive. Their fucking legs are like this long. Come in your house. That's a good point. You don't have to put a sneaker next. I think it's a hair thing. That's another good point. But roaches don't have hair and roaches freak you out. Ah yeah, but that's a shell thing, huh? Like if roaches were yellow. No, that's what have you. Well listen, I hate him. Roach roach on fear factor. They taste like nothing. It was like nothing they scored in your mouth. That's kind of gross. Like a gag, a little bit like scored it when I bit into it because it's so juicy, but the actual taste itself was very bland.

Speaker 4:          01:07:08       What about those you guys pill bugs or those garden bugs that you guys used to have on fear factor? Those big green caterpillars that were just pop in your mouth. Oh, I ate one of those tomato horn worm. I ain't one of those. That wasn't so good. What? What that tastes like that it seems that strong still, but very mushy. Like if I was really hungry, I eat the shit out of a plate of those. Oh, those roaches. Roaches. Because I was in Mexico last year and we were in cancun. No cabo tomato. Warm when I was fearful.

Speaker 5:          01:07:45       Yeah.

Speaker 4:          01:07:47       chewing up. Oh god. Damn storm man. This is when fear factor was costing is man, if I met this dude right now, today,

Speaker 4:          01:07:57       if I saw that dude today, I'd be like, nice to meet you. Like I never. I don't remember meeting. That's so great. memories such dong shit. Wow. My memory's pretty good for like normal stuff, but I think I've seen too much. All those people. I don't know who these people are. This is where obviously met them. That dude is going to town though. Look at him. This is when fear factor was amazing. Ludicrous. Man. Call me. I'll give you some tips here. When did we talk about is like one of those stones is like, oh no, you're gonna get your cell phone wet time. Like, no, no, they're on a budget. Yeah. Luda might've ate up that budget on that fast and the furious gig money. Now he's stuck in that world with tyrese and how those guys, when their franchise and we talk about tyrese and rock.

Speaker 4:          01:08:49       Oh my god. Did we talk about it yesterday? We mentioned it off on it. We didn't, we didn't talk about it. I have no idea. I was, I was, uh, on youtube looking at something else. I was looking at, uh, some automobile thing and uh, I saw the rock and then I saw the rock dysentery, reese and I was like, this is real. And I went to. No, it's real. They apparently, tyrese talked a bunch of shit about the rock and the rock did a review of [inaudible] album, but they're Also in a movie right now. They gather. Doesn't matter. He doesn't like them. Yeah. The things coming up because the rock made a deal to make a a spinoff sequel to the fast and furious franchise that's not bringing. Involving anyone that's in the fridge and they're mad. Tyrese is like, you're splitting up the family, which means nobody wants to go see a goddamn tyree smoothly.

Speaker 4:          01:09:34       That's the real problem. Yeah. I'm on team rock. Whatever he wants. I love the rock. He's a sweetheart of a guy. If you meet him in person too. Oh, you got to meet him. Yeah, he's great at tate did a movie with him. Jumanji. He's a fucking great guy. Like legitimately great guy and he inspires the shit out of me. You know, a lot of people think that that meat heads stuff like in the gym, like push harder, get it done. You know, all work. All play all day. You know, like all that. I, I find him inspirational. I don't care if it's, I don't care if it's simple stuff. I think he's great. I love him. It was pretty good. Yeah, we got kimmy some volume.

Speaker 6:          01:10:10       Am I just wrapped a phenomenal workout here in the iron paradise. Got after it. Hardcore hardest workers in the room. It's how we do it. The number one question that I'm asked everywhere I go around the world is always, how is it that I stay so motivated? What are the motivating factors in my life that keeps me in this psychological space? Um, number one will be gratitude. I try and find a way to be grateful for every single thing I have. Every single day. Wins, losses, loved ones, you name it. My life wasn't always this way. It was much different many moons ago. So these days I'm grateful to the bone for everything. The other thing is hunger. Uh, you always hear people say, well, it's about being number one about being at the top, or how about this? Um, you always got to find somebody out there is going to work harder. Well, I don't know that that might be bullshit, but I know no one is going to be hungrier than I am and I try and find a way to be grateful, so I hope that helps. It's 2:00 in the morning. If you're watching this, you better be doing something productive and not freaky shit. While you could go do some freaky shit. Saturday night.

Speaker 4:          01:11:08       Need a little editing, but I liked the point inspirational, but he's. But that. All that saying about gratitude, that's real. That's legit. And who fucking works harder than that guy? He's always on a new tv show. He's got 10 movies. Juggling at the same time. Probably sleeps two hours a night. Look at them. I could do without all these pictures of people hopping in private jets though. I get it here. Rich. That the private jet thing to me is, is just, that's a weird form of selfie. You know, like the private gym photos I get, but the private jet photos. Who's the guy that that fake? The private jet. Oh, bow. Bow. Bow. Wow. That's amazing. Now isn't it like people pretending to little bow things. WhaT's funny is nowadays flooded, it's someone on the plane busted him and now, and it's crazy because you could get a private jet pretty easily.

Speaker 4:          01:12:01       Now there's an app, whatever that app is where you can rent. Like if you're going to san francisco, you can, if you're with four people, you can get like $200 plane tickets on a private jet really that you can print out private jets through an app. Now I think it's still pretty fucking expensive. It's not like, I think it's called jet smarter jet. Set it the one here. You can only just go to like san francisco, vegas and maybe like oakland, but it's cheap. Cheap. It's super 200 bucks, 250 bucks, 250 bucks to go to vegas on a private jet. And you could, if you could rent out the whole jet, just your friends. You got to reserve it in time and make sure there's only after um, after the vegas massacre tickets for like 70 bucks you have to vegas. Like how does that work?

Speaker 4:          01:12:43       Does the airline just decide? No one's going to vegas. We need to make it cheap and easy. Right. Where do they go in cahoots with the casinos? Like I just happened fast. I don't know. I wonder if they're in cahoots with the casinos Because here's one thing that I noticed. you can't get a late night flight out of vegas. Like, oh, can we. You want to go home? Well, I think that's because of noise order or like same with burbank. you can't fly out or las vegas. Noisy fan. Come on man. what time did they stop running? 10. Probably you can leave la at one in the morning, right? You leave la anytime in the night so we would you feel weird staying at mandalay Bay because I mean we used to stay at mandalay bay all the time. All the time. I think I stayed in that room.

Speaker 4:          01:13:25       I'm almost positive. I stayed in that room probably half because that was a corner suite. It was always dope suite. I think the fertittas put me up in that room way back in the day. I'm almost positive. I looked at that room. I'm like, god, that seems like super familiar. Yeah. Yeah. I would stay there. I mean fuck, it's one guy, one crazy guy, now he's dead, But if you go online and read all the fucking rumors and all the theories, jamie's one of them. I was looking at facts. I'm not going into the conspiracy stuff. There's the chairman. He's kind of a truther. He's a vegas truth or there's reporters looking into it. I don't need to do that job for them. They're looking into what do you think? There's a second gunman. No, third, fourth, fourth. The team. I'll just say this. Much of it. It was happening. I was

Speaker 2:          01:14:11       listening to the police scanner audio and I was just following along the story. The story changed and I had questions on why it changed. Seems super normal. Sitting around listening to police get her audio. Oh, you mean multiple shooters from multiple hotels. I'm not, I just, that's because he was shooting towards multiple hotels and then shooting straight towards that, but no, there was some reports of people shooting people in a New York, New York and. But here's the thing that you have to take into consideration. Whenever there's a mass shooting like that, there's chaos and one of this chaos. You're going to get all sorts of bad information. people just like they see things that's not there. No one knows where the shooters were coming from. People thought there were shooters in the crowd. I hAve friends that were actually there at the thing that dodge bullets.

Speaker 2:          01:14:54       One of the girls who works for the usc, she was one of the ring card girl. She was actually there and she said she was running away. People were dropping right next to her like she's trying to run and people got shot, like literally like a movie balloon. People dropping and falling down right next to her. One of her friends blew out her acl because the guy got fucking shot in the head and fell and landed on her sideways and blew her knee out. Dan blitz blitz ariens or said they hit that woman next to him. Has her head blew up. Yeah. He was running away making a video. I just saw some girl got shot in the fucking head. He was right there at the concert. Fuck man. I mean that guy plan that shit for a long time. I mean, I don't like to read too much into it, but that whole family's fucking crazy.

Speaker 2:          01:15:39       The father was a serial bank robber who used to do all sorts of charity work so that people think you're a nice guy and then he'd do this charity work and you know, hey, it's just me. Just nice mr fred and then mr fred would go rob fucking shitload of banks. Yeah. He had mental health issues. Two years they fucked up. The father was a nun who was a real sociopath. Uh, and then the brother, the brother did like this rambling 30 plus minute interview where they were talking to him, uh, after the murders and all he just kept talking about is what a great guy. His brother was and his brother was so smart and my, you know, he was the type of guy, but if you wanted to just fly to Japan and have sushi. Yeah. Or kill 50 fucking people. Like it's nothing like what are you talking about?

