Speaker 1:          00:00:09       Experience.

Speaker 2:          00:46:23       Okay. You know, you have a hundred homes on a block, one of them one lot with v feed. Literally a hundred homes. You would just have to grow it correctly, you know, stagger the food and have everyone do shifts. If you have a hundred families doing shifts in this, you know, one half acre a lot, I mean a half acre is a lot of land as far as like growing food. If you have access to water and seeds and all these, the, you know, the proper soil to for growing food, you could do an amazing thing with an area. When I was a kid, my parents were involved in, um, my stepdad was going to school, he was a computer programmer and he went back to school to become an architect. And when he changed careers, he, when he was going to school, he was involved at one point in time with some project at his university where they were, um, they had like a communal garden sort of a thing and everyone had to do like a shift.

Speaker 2:          00:47:19       And I remember this very clearly because I went with him one day and I got attacked by a goat. Fucking conti. Goats jumped after me and they had livestock at Guardian. Yeah, yeah, yeah, yeah. They were, they were milking goats and uh, it was a part of, I don't, I was about maybe eight at the time, maybe seven or eight. So I do not remember the exact extent of their duties are what everything but what everything was for. But I remember there was all sorts of different vegetables. They were growing and then they had some livestock, I think they were using. Goat's milk is particularly nutritious. Yeah. Very easy to digest as well. And it's an issue with babies. A lot of babies have a real hard time with cow milk. My daughter did. It should a really hard time drinking cow milk. But goat's milk is super easy to digest for whatever reason.

Speaker 2:          00:48:06       I don't know nutritionally bubs or whatever. But that idea, that concept of a communal garden, I mean first of all it could bring the community together and amazing way, you know where everybody's sort of working towards some sort of a universal goal and two, it could provide people with food that either don't need money to pay for if they can just, you know, if everybody has a shift that they have to do like hey, it's your shift to lay down manure or your shift to pick up, you know, the crops and document them. And if you have like, you know, a log book that everybody has to sign in and you know, today we picked 18 squash, we put them here, you know, let everybody know, send the word out. Squash is available to families, come and get some squash. You know, the Kale is grown to the point. We could pick it that that's all possible and not like economically prohibitive. And it would probably save a lot of people a lot of money.

Speaker 4:          00:49:01       I think that makes a lot of sense. Most definitely. But I think for me it's like you won, you wonder how much time plays into it, right? Because when you like what comes with money and wellbeing and growing up in a good community and whatever is his time, free time, free time, which is what allows not only uh, you know, things like that to exist, but also the ideas, you know, like the, the, the, the free format of communication and ideas. When you subtract time from people when they are getting paid, uh, you know, a fraction of whatever they get paid per person is getting paid per hour or whatever. It's there or you know, red lining there, their cape, their capacity, the, the age old work smarter, not harder type scenario. But it's like if, uh, if time is not abundant, it's hard to imagine that people would find a w what could find a way to participate in something like [inaudible]

Speaker 2:          00:50:06       is a guy named Ron Finley who's got a Ted talk on this very subject, right? He calls himself a guerrilla gardener. Wow. Yeah. He's got a Ted talk about guerrilla gardening and south central La and it's really interesting. Yeah. And he has, um, these, these gardens that he set up and like medians, like growing food

Speaker 3:          00:50:28       in all these places that where nothing was growing, but like weeds before only gets young kids involved in growing this food. And he's talking, you know, this ted talk, it's really interesting because he's, he's talking about how little it costs and how healthy it is and how good it is for you. Yeah. You know, it's, it's a really to get him on here, man. I got him. He's um, yeah, I mean he sounds like a bad if he has a, yeah. I wonder if he has a Twitter foe. I'm sure he was at Twitter. It's funny though that if this stuff is really as accessible as it seems, it is like ground Sun rain, right. Why the hell does it cost what it costs at whole foods? What's that about? Yeah. What is that about? I mean, I, when I got here and I was at the whole foods in Venice and Jesus Christ, that place is buzzing. It's a scene, man. It's, it's like, it's like you're, you're, you're in some wacky nutritional nightclub.

Speaker 3:          00:51:27       They kind of like a little wine bar and if people are sitting there talking, sipping on expensive wines, you know, buying the most expensive products you possibly can. It's very, it's like a rite of passage. It's like nutrition is a rite of passage as a place even more expensive called Erewhon who were been an Erewhon. No, that's a new one to the next level. Do they have a dress code? No, but whole foods is better though because whole foods has like a real butcher shop. Like whole foods. You can get like a fat rice and steak. Yeah, I saw that. Like good meat that, I mean they even had smoked brisket. Like they're smoking it right there in the supermarket cheese. There's a whole food in boulder that is like a God damn restaurant. I mean they have all sorts of, or they have a pizza oven?

Speaker 3:          00:52:11       Yeah, I have. They make sandwiches. They have all sorts of stuff. The one in Venice had the wood pizza oven too. I tried it. It was bad ass pizza. Like I'm not taking anything away from them. Better food for more people is awesome. Expensive though. That's what I'm saying. So it's hard, but price wise it's like, and I'm not trying to uh, be prejudice or anything, but that is a type of person that's in there. You know what I mean? I love how you said that. I'm not trying to be prejudice. Um, I it is prejudice Twitter page called yes, you're racist. Oh, okay. And uh, I was tweeting it the other day because it was a during the day of the riots, it was a great time to go to, yes, you're racist. And they would find like racist tweets and put them up. And the guy who runs the page was saying that that was the worst day ever.

Speaker 3:          00:52:56       Worst than Trayvon Martin or worse than any other that day. Well, there was so much, so much racist bullshit being tweeted. Wow. I mean, I believe it. I've been in the youtube comments before. It's, it seems like there'll be a way to, to mitigate a lot of the issues. And this also, it's, it's, it's also difficult to get people to fucking eat that shit. Like they want eat cheeseburgers. Right. You know, it's not as simple as a, do you want some more coffee man? Who wants to make small clubs? I would love some more. This is fantastic coffee. I'm just, it's, it's starting to sink in. I'm getting fired up now. We got plumbing, caveman coffee. Right. Perfect. Um, it's, it's hard to get people to choose a salad over a fucking ice cream, but I feel like it is prevailing. [inaudible] I mean, I don't know about when you were a kid or whatever, but nobody was saying Mcdonald's is bad for you.

Speaker 3:          00:53:47       Right. Nobody was saying cigarettes are bad for you. At some point in time, you know, at some point in time, doctors were prescribing things. Did you ever see that j Edgar Hoover film know Capria Oh no, I never saw it. It's a good movie. And one of the things in the movie was Leonardo Dicaprio or j Edgar Hoover's mom telling Leonardo Dicaprio that he should, you know, smoke the cigarettes that the doctor prescribed to make him heartier, you know, to make him more really prescribing cigarettes to make you like refer stronger. No. Yay. Yes. Doctors prescribed cigarettes. Yeah. Well, you know, before the, before the vibrator doctors would give yes. Hysteria, right? Yes, yes. Hysterical hysteria being connected to hysterectomy the, and you had to define me. That's signed a way to log it into the book. That's medical book. Yeah. It's like the connection hysteria and hysterectomy like that. That's where the word comes from wildly.

Speaker 3:          00:54:48       And these women, I mean I'm doing a butcher job of the definition of it, but these women would go to the doctor and the doctor would, uh, just finger blast though. That's the doctor would tell, you know, I mean with a cigarette in his mouth and then the origins of the word hysteria. Yeah, right. Probably right. Yeah. It's, it's, it's wild how much things can change in a short period of time. Yeah. And it's an, it's an accelerating thing as well. Uh, but I think we're, you know, we'll look back on this time and say, I can't believe we did that the same way we're looking back on 40 years ago or 30 years ago and saying, I can't, I can't believe we did that. So, uh, there's definitely a movement into the direction of, uh, getting back to the food thing into a direction of a more fulfilling diet.

Speaker 3:          00:55:36       Yeah. Hysteria. The describes unmanageable emotional excess. The fear that can be centered on a body part or most commonly on an imagined problem with that body part. Disease is a common complaint. Uh, see also body dysmorphic disorder and heal what I was reading or, no, sorry, listening to a podcast, uh, I think it was radio lab or I dunno, something like that. And they were talking about using a woman using a pms as a defense in a court case. Oh yeah. For, uh, for punching or hitting her kid or something, something like that. And, and how the implications of that on the legal system, whether or not, uh, whether or not you're psychologically there when you're experiencing that

Speaker 2:          00:56:24       hormonal imbalance that comes with that time of the month. Yeah. Well people have used sugar as defense for murder. Like yeah. Some guy use Twinkies eating Kate to make Twinkies and went crazy. I believe that was in northern California. Yeah, female hysteria. That's the the thing. I was looking for a once common medical diagnosis exclusively in women, which today no longer recognized by medical authorities as a medical disorder. It's diagnosis and treatment where routine for many hundreds of years in western Europe and one of the things they would do, they would blast water on a woman's pussy. There's, there's a photo, if you go to the Wikipedia for the, look at that cannon fire hose, there's blast and note how her legs are together and down. Meanwhile she'd be like grabbing the back of her knees yet outta here. It would just be flooding. Look at that wedding chair that doesn't look like it's ready for that kind of force.

Speaker 2:          00:57:21       I know it should be like some sort of a captain's chair like a captain Kirk had in the enterprise that's going to tip over and they will like. You see how the doctors keeping his distance ways he's firing that from a fair distance. The physician in 1859 claimed at a quarter of all women suffer from hysteria. One physician cataloged 75 pages of possible symptoms of hysteria and called the list incomplete. Almost any Aleman could fit the diagnosis. Physicians thought that the stresses associated with modern life cause civilize women to be both more susceptible to nervous disorders and to FAU to develop faulty reproductive tracks. What they just fucking gas back then. It's really amazing when you go back just you know a couple hundred years and you look at like the connections they had to disorders and diseases. They just guessed they were so off. Yeah, they didn't know what the fuck they were talking about. It's false. It's not true. Oh is that Snopes? But didn't some guy actually use something like sugar as a defense? Sugar as a defense. I'm sure some hot shot lawyer has attempted to use. What does he say? Anything to say? It never happened.

Speaker 5:          00:58:36       Uh, recently resigned. Uh, tweak your defenses over common. They recognized term. It says he got off with voluntary manslaughter. Defense argued the refined sugar and is junk food made them depressed it mentally incapable of premeditated murder.

Speaker 2:          00:58:57       Well, no, this, listen, this was an actual defense and he tried to use his defense was that he suffered diminished capacity as a result of depression. His change in die from healthy food to Twinkies and other sugary food was said to be a symptom of depression. So contrary to popular belief, his attorneys did not argue that Twinkies were the cause of the actions, but at the consumption was symptomatic of an underlying depression. So it was like confusing. So like he's deep, he's depressed. Look, heats all these 20, you must be depressed, depressed, and that's why he killed somebody. It wasn't that the Twinkies were causing him to kill some money. The Twinkies, we're just a consequence of his depression. Twinkies. Apparently we were never mentioned the courtroom during the trial, nor the defense ever claim that white was on a sugar rush and committed the murders as a result, however one report, his use of the term twinkie defense caught on and stuck.

Speaker 2:          00:59:48       That's people in a nutshell and that's me. I'm perpetrating it. Fucking keeping the ignorant chain rolling. It's funny how stuff like that works, you know? I mean essentially a lot of that is going on in Ferguson. Like someone gets an idea and then like my hands are up, don't shoot. Like they're pretending that this kid said my hands are up. Don't shoot. It's like people keep saying hands up, don't shoot, hands up, don't shoot. And then it's a better story. Witnesses that made testimony, the indictment there were saying that he rushed the cop and then he said, you know you too much of a pussy to shoot me. Who the fuck knows what really happened? It's just, that's not the sexy story. Exactly. Cops need to wear fucking cameras, you know? And a couple cops have argued with me about this online. Really? Yeah, yeah, yeah.

Speaker 2:          01:00:34       Saying that they don't think they should. Yeah. They were saying like, you know, do you have much more to go with calls but fuck off. How much is it go pro fuck off. You can get one for 150 bucks. Jesus Christ, you got fucking so much money is being a four K GoPro right now. So much money's being invested in the war on drugs. So much money's being invested in Afghanistan. I rack and just feeling the fucking blanks. Corn subsidies, I mean Jesus Christ, the amount of money that's being, do you ever watch king corn? The amount of money that's being invested in making sure that Mcdonald's still has fucking corn syrup. There's a lot of money going around folks. And the idea that someone who carries a fucking gun, that it's not a good idea to put a camera on them. Right? For all sorts of reasons.

Speaker 2:          01:01:18       Look, if that kid was saying on camera, you're too much of a pussy to shoot me and Juan and towards that cop and the cop shot him, we're good. We're done. This whole thing is done. So right now we're dealing with a lot of speculation and we have a bunch of people that are walking down the street and mass closing down freeways. Say yelling out, hands up, don't shoot. What's the cost of that now? How the fuck do we even know that? That was sad, like what are you doing? And like that black guy that are on Twitter was saying to the white rapper, you are blind to the facts in your attempt to be down. And there's a lot of that going on. There's a lot of track people. They want the narrative, they want the narrative, they want it to fit in with their idea of you know, what, what is just or what is exciting or what's really going on.

Speaker 2:          01:02:05       The other thing about the camera too is it's not just about what would have been captured, it's about what might not have happened. Well, there's a I p I tweeted a story or a tweeted a study rather about California that said that when they made cops where cameras that numbers of complaints against cops, the numbers of violent incidents and, and, and abuse dropped dramatically. When people are accountable, they don't fuck up on both sides. Both sides on both sides. If you are, if you're somebody who's committing a crime or not or whatever, you understand the consequences of that camera. Yes. That what you're about to say and do. There's a record of it and the cop knows he can't get away with anything. Both parties. Now you know what they should do if they find a cop tampered would fucking camera, they should put him in jail for 20 years and find a cod or erased footage or that purposely, if they can prove that a cop purposely fuck with a camera, there should be a high consequence.

Speaker 2:          01:02:59       Know what though? There's a way around that you could have it, uh, uploading streaming in real time. Yeah. You know, like, have you heard it? Do you have one of those drop cams or have you heard of them? You got to have heard of them. Yeah. So like set them up in five minutes. They're like this big, they connect to the wifi network and then boom, you're, you're streaming probably would be if you were in a place that was remote, you know, if you were in the Maine Woods or something like that, if you know ry fucking game warden or something, abusive cops could get away with it if there was no signal, but right. I mean if you had some sort of a fail safe mechanism where the, the data is being backed up by a Bluetooth, you know, to the hard drive of the patrol car, you know, or some sort of a signal that reaches the hard drive of the patrol car and it can't be tampered with.

Speaker 2:          01:03:41       Right. That doesn't seem to me to be outside of the realm of possibility. That would be great for everybody. Great for the cops and fantastic for civilians. I mean, I, I guarantee you that alone would cut back on police abuse dramatically. Would you per, so you get pulled over for speeding, right. You want the cop coming up in recording that? Yes. Really? Sure. Okay. Why not? I don't know. Some, there is some kind, there is a, uh, a feeling that being recording recorded as a negative thing, like the whole, you know, NSA type thing. But maybe it's different because you know you're being recorded. Yeah. You know, you're being recorded and you being recorded because you violated a law. Okay. Let's say you didn't go well then you say, I didn't violate the law, right? Whatever you say it on camera. Right. So some people would have a hard time asserting themselves, which would be an issue cause socially some people a bit more awkward.

Speaker 2:          01:04:37       That can be an issue. But I think that if someone comes up to you and talks to you about a crime and you know you're being recorded, I mean it's gotta be a lot of transparency there. Like if you were speeding and they have the evidence and they have all the data, I mean that's all the only thing that would be a problem as people wouldn't be able to get off for being cute or having a crying story or a girl with big tits. Yeah. Well and what percentage of traffic infractions you do actually end up getting convicted for the whole, the whole thing. Like there's no leniency there. And the amount of blow jobs at college receive would dramatically,

Speaker 3:          01:05:18       that's the real reason, right? I know a cop, well I don't know a cop rather, I know a girl who got pulled over by a cop and the cop said, look, it might be some other way we can take care of this. And she was like, what the fuck are you talking about? The cop went back to his car, wrote her a ticket and fucking centered on her way. You know, like he was been going on for as long as it's been cops. I'm sure he's floating it out there. Oh look, my zippers on done. Oh, your mouth is right there. Yeah, I mean it's been done. It's not like the first, I mean, how many times it has a girl offered. He's probably, a lot of girls are offered that. I don't know. I'm sure. You know. The thing is though, human beings cameras.

Speaker 3:          01:05:57       Why I was watching this thing the other night, um, and maybe you've heard of it called surveillance man. No, you heard of this. He recently got all these shit pulled off youtube. Uh, but this guy goes around and just records people. Regular people walks up to you, records you and puts it online and, and whatever. He edits it together and puts it on Youtube. Well that's Kinda fucked up. Take this very fucked up. That's it's, it's very fucked up. Is he a creep? I wouldn't know who. We know who the guy is. No idea. So he doesn't put himself on that ever. Fuck that guy. So he walks up to people and gets, uh, various responses. Some people, like he walks up to chew, all this stuff got pulled off youtube, but it's on live leak now. He walks up to two Mormons, the ones that go door to door and they're super polite.

Speaker 3:          01:06:49       They're like, whoa. They're like, oh, you're recording. And it's whatever. Like they have a nice conversation and they walk off. But then other people, they're trying to knock them out. But I think it's so, it's so interesting how the camera in and of itself almost has this social view of, of like, like a weapon in a way. It's like you're pointing that thing at me because you're attempting to take, the person's not doing anything wrong by pointing the thing. No, no, no. I mean the person that's getting recorded, you're not doing anything wrong. Why does it make us feel so uncomfortable? You're opening up a door for a bunch of other people to enter into your life. If you take a guy like I take a camera on you. Yeah, I don't know you, I find you, I take a camera and you know, and I put it on a youtube channel that has a million subscribers like yours.

Speaker 3:          01:07:35       Does he, let's say the person doesn't know that when they're being recorded. Okay. Dot. Right? Like if you're out in the street, probably doesn't count for you because somebody might know who you are and what in that case. But if you're a regular everyday person and someone walks up to you with their smartphone and they're just a few feet away from you, recording you that like that's what he's doing. He's not announcing that it's going to be on youtube, but people's reactions are intense. Yeah. Shouldn't be into his phone. It's still is fun. Kick him in the Dick. Fuck that. But maybe he wins. He wins that way. He wins the how's he win? Cause I stole his phone. No, because that's a way, because that's a way better clip if you don't get it, if you don't get that phone, oh, I'll get his phone. Let me get his phone.

Speaker 3:          01:08:18       Well, whatever you may, you may be more gifted than others who fail in his clips to get it from him. Is he like a sprinter while he's, he, he starts to get what he, he moves away at the right time. This guy's crazy. He interrupts like, uh, he, he, there are cases where he walks behind the cash register at Mcdonald's and starts recording people that are like making burgers and they're just like, what the fuck? Or in certain cases it's like he know he walks, he walks into like a um, a card game that's going on private card game and he's recording it. Like he takes risks to, to get that footage. But I agree with you, fuck that guy. But at the same time I think it sort of unveils something about humanity and how we're not completely ready for a fully recorded future.

Speaker 3:          01:09:04       We're not completely ready, but I feel like it's kind of inevitable. I think there's almost nothing to stop it from. I mean if you look at where things are going, you look at what was our access to information just a hundred years ago. What is, what is our access to information going to be like a hundred years from now, fully streaming everything fully streaming. Now I'm, I'm a big believer in that we're going to be sharing our lives that our lives going to be like, like, you know, I can go to your Facebook and look at your pictures and I think there's going to be a time where you're going to be able to read my fucking thoughts because my thoughts are going to be recorded on a hard drive and HD or my instead of my thoughts, whether my life, what I see, you know, the experiences that I have. And then from there it's probably going to be even more complex and complicated.

Speaker 3:          01:09:49       There's going to be some sort of a mechanism for a re-introducing emotions into an outside observer. Like I could find out whether or not you cried when you went to the movies. I'll watch a movie through your perspective. I mean, that might be a channel that you go to. Let's watch movies with Louis. Yes. You know, and like, Oh my God, Avatar 16 just made me cry. And I'm like, oh, he's crying like you were, you know, like you see it through your eyes. I could like see what you like to masturbate too and how, what, what excites you. But that's all it totally inevitable. But if you asked anybody to flip that switch tomorrow, it's like you're not going to be on the front lines. I don't know about all. Oh, you would, you're ready to broadcast 24 seven. I don't, not me, but I think a lot of people would jump right?

Speaker 3:          01:10:33       The phone. You have people on Youtube who almost do that. They upload a Vlog every day. Let's say. I like how you said that Vlog Vlog. I usually call it v log. Oh, okay. Vlog. Well, because it was pulled from blog. Right. But uh, and I, I sit there and I look at that and I'm like, damn, I am so happy that that's not me. That's not what I have to do. Well, you, you're a content based guy. You're, you're doing videos at unbox therapy based on your review of particular items, objects, things. Yeah. So people are tuning in, not, I mean partially for a glimpse into my life, but not, I'm not expected to create content out of my experiences 24 seven right. Whereas like I feel like a bloggers in this and this kind of space, not everybody, but some where they're trying to turn, I'm going to be not even consciously trying, but once you broadcast everything you do, how can it not become a performance?

Speaker 3:          01:11:31       How can it not be what you mean? Yeah. Well that was hunters Thompson a argument when they were filming him way back when he was doing one of his early documentaries and they did on him. He was saying that you're, you know, you're not going to really get it. Like that camera that you're putting on me changes the interaction 100% exactly. And that's what I was trying to get at with the whole, the whole thing before about the cop carrying the camera or the surveillance guy or whatever is like, are you you when a camera's on? Yeah. Well eventually you are potentially your you when the camera's on, what does that mean? I'm you now hear me now? No, I'm mean now. You mean now when the camera's on? Are you? Yes, like this camera on me as deep man. But I do, I do this so often.

Speaker 3:          01:12:19       I know in a podcast, like if you and I were having this conversation, the only difference would be I wouldn't be feeling these fucking things on my ears. Yeah. I mean it may be, but here's a bigger, quite personal information. Here's a bigger question. Are you the same? Me Too. Everybody not to people that I don't know if they might have like ulterior motives or they might be creepers or there might be weird, like there's people about certain things. Sometimes you're sitting in that chair and I'm sure I don't remember. One doesn't come to mind, but the guy across from you, you're not. You know what I mean? There's not a connection. Like it could be a, I don't know if you, maybe not if you disagree with that, but you must have had conflict before in this environment changed the you that you were most certainly me.

Speaker 3:          01:13:06       But you also would have, I mean any conflict outside of this environment. If you had conflict with someone and you want to trademark it would change who you were and how you interacted with them. You would be more guarded. You'd be like, Oh, this guy's a creep. Yeah. Yeah. See The you the, this is like deep shit. But like, but no, but seriously, I don't know that you can be the same person around everybody. Yeah. I think I know we all, I think we all do some kind of editing. Right? Well and not only that, I mean, isn't that kind of what being a human being is? We are, part of what we are is we are who we become when we're around other people. Yes. One of the reasons why we like being around certain people, they make us better. Yes. Interesting. And it made me agree with that.

Speaker 3:          01:13:52       They make you more fun or they make you more kind or they make us where we're not totally autonomous, we're just not. No, not, we're not completely individuals. We are individuals interacting with under individuals and those ingredients of these other individuals provide, they change who we are. That's it's important not to hang around with negative p. Yes, I had a friend who's a nice guy, but fucking dude was like, he, he always was involved in drama and bullshit. And when I was around him, like I remember thinking like this fucking guy, like everything in his life is always a mess. And when I'm around him I become a mess. Like when I'm around him, I'm arguing with him and when I'm not around him, everything is calm and his life remain. Koi. I stopped hanging around with them really slick way back in the day, but I stopped hanging around with him and his life just became more and more chaotic in mind.

Speaker 3:          01:14:45       Became peaceful because of it, because I eliminated this one, like super problematic dude from my life. But I have other people that I hang around with them and it's always fun. Yeah. You know, I hang around with them. It's always laughs and joking. It's always a good time and you feel better when you're around them. You become a better person. I think we collectively, at least sometimes for me, like we underestimate the importance of this stimulus. Yeah. The people that are around us, the things that we surround ourselves with. Like Facebook recently did something controversial. Um, I don't know how recently, but they started auto playing videos as you scroll through and you know that the, some of the shit that's out there you don't want to see. Yeah. Right. Yeah, I know. I definitely don't, I don't play sucks in general. It sucks in general.

Speaker 3:          01:15:34       But I guess what I'm getting at more with this one is it's like the Internet opens up this door to see as much as you want, right. And to, to use your eyeballs. You get in a metaphorical sense as like the vein to insert the drug. And so I don't, I don't know that we are collectively aware of the fucking heavy duty consequences of that, that the web, the web giving us everything is, that's the best thing about the web. But it's also the worst thing about the web in that you're changed forever. You watch a guy's head get chopped off, you're different. It's true. It's true. There's no, there's no going back. You've seen it. You know what that looks like. I mean, up until I was in my twenties I didn't know what it looked like when the guy got his head sought off by a buck knife.

Speaker 3:          01:16:28       You know it's right. Then you see it and you go, oh Jesus Christ. And I remember I can still to this day remember I think the first time I ever saw like faces of death, same and to this day I was way too young to see that. Yeah, I would just remember like the weird like tightening of your body. Like the, the intent me ask you this. Do you wish that you hadn't seen it? No. No. I'm fine now. Well, I mean I've seen them now. It doesn't make me a worse person. Just it is what it is. I know what it is now. No, it's like you don't go out of your way to watch more of it. No, I do not. I avoid it. These recent ones with these journalists that would be headed by the isis guys. I. I. W I avoided all of them because you need, the objective of those guys is to attract your eyeballs.

Speaker 3:          01:17:16       I don't need to experience that. I know what it looks like. I know what's going on. I don't need to express, but I do know I did watch one cause I couldn't believe it was on fucking youtube. Somebody sent me a link to it on Twitter, something about isis and I was like, what? So I clicked on it thinking, this is a youtube link. This is not going to be anything serious. It was a full on execution. Them cutting their heads off. Both Youtube and Twitter are having difficulty keeping it down because of the speed at which it's being replicated in re uploaded. These guys from a social media perspective are fairly educated that you hear the guy's voice, he's got an English accent. It's like these are not who we think they are. Right? Right. We think of them as being an uneducated savages are unaware who were living in caves.

Speaker 3:          01:18:01       That's when that, and that was the narrative for so long. Yeah, that that's what that was about. But it's interesting how people subtract themselves from the overall equation like, and by that I mean that by watching it, you're a perpetuating it sort of, yeah. Being away. Yeah, because the entire objective from an Roi, this sounds gross to say it this way, but from an Roi perspective, Roi, return on investment from a return on investment perspective, Isis has mad legs via one dude. What's the cost? The one dude, right. That's the scary part is that the Internet has allowed for the proliferation of a piece of content, an idea, something that all of us collectively recognize as negative but can't keep our fucking eyes off. Whether it was something that someone tweeted [inaudible] who's a part of Isis. We was talking about how everybody gets crazy when one person's body part gets removed.

Speaker 3:          01:19:05       But meanwhile a hundred people get blown to bits. Yeah. By a robot. There you go. No one says a word. There you go. It's hard to argue with that. I mean, I'm not supporting isis, but it's hard to argue with that logic. Like we have some weird ways of looking at loss. Somebody tweeted me the other day, um, that there was an objective to kill 40 people and they wound up killing 1,417 people in their attempt to kill these 40 people. Like that's a lot of fucking murder for no reason. I mean that those other people that collateral damage, those people have families, those people have lives. Those people had friends, those people had lovers. All on these were gone. So long as those people on TV speak a different language and wear a different outfit and look different than us. Buya Bulia choose. Let's do it. Yeah. And the all that is affecting us all that's changing us.

Speaker 3:          01:20:00       Just like having negative people in our life. Just like communicating with shitty people. Just like being in a bad neighborhood, all that is your reality. You are a combination of your reality and your take on that reality. This membrane here like is not nearly as strong from a structural perspective as we like to believe it is. Yeah, no shit. Right. That's what I was saying with the, with the fast food thing in, in uh, targeting black people in black neighborhoods and kids and this and that. It's like the informational world. We just don't view it like torpedoes or heroin or whatever, but the consequences are very similar. Like when you let shit in, it changes you. Like we both just said emotionally, how is it you can watch this thing that you know already happened, right? Like how I can't change what happened there. Right.

Speaker 3:          01:20:50       When when a guy gets his head chopped off, there's literally nothing that I can do about it. So it might as well be fiction at this point. It might as well be Hollywood at this point, but it's not, I watch it and I know the difference and I can't steer clear of it. I can't escape that high. Yeah. You can't escape that input. I mean, we are essentially a product of our input. Yes. Our interactions, our input and how we, how we process all of it. That's, that's what we are, that's what makes a person, a person. That's why people that have lived color for lives are so interesting is because they have so much input. There's so much variety in their input. Right? Yeah. And when we all become connected and some sort of a weird hive mind way. Yeah. Is it, is everybody more fucked up than we think?

Speaker 3:          01:21:46       There's a lot more fucked up shit than we think. Yeah. I think we based a lot of our ideas of reality on media. Yup. On, when I say media, I mean like fictional depictions of pain songs. Coldplay songs. Yeah. And there's a lot of women to think dudes are like the guy who Coldplay song don't, please don't. I have a whole like tangent on Rom coms about how like what's a Romcom romantic comedy, how no self respecting dude should ever take his girlfriend, wife to any of those movies. Those move, that's fucking terrorism right there. Give me an example, Jennifer Aniston movies when she was like a cop, that shit, every fucking time it's selling one thing. The grass being greener always Amy, you're the fucking, you're the current lawn. You know what I mean? You're in a current fucking line and you're taking your, you're taking like, it's crazy to think that, oh, we're just going to enjoy it and we're going to laugh and whatever this and that.

Speaker 3:          01:22:53       There is no Romcom. There is no, no, none of that structure without the triangle. The Love Triangle and the love triangle opens the door to the third party. See, we don't work that way dudes. For the most part, we're like stimulated by other shit as you know. But on that side of the fence, it's all imagination. It's all like, yeah, the fucking pool boy or the the delivery man or whoever. Someone's always going to treat you better or whatever it is. And as you know, anytime you're in a, in a, in a relationship, you learn really quickly that, I think we talked about this last time about, you know, the, the honeymoon phase and how things change and that's just part of growing and, and whatever. But in those movies it's never about that. It's never about, oh look, they've been together forever and they still fucking doing it.

Speaker 3:          01:23:46       Right. It's always some prettier dude has to come along. [inaudible] you're a fucking idiot if you're taking your wife to that shit. Okay. What should you take her to I planet of the Apes, Dystopia fucking version of reality where gorillas become sentient and they start getting machine guns and shooting white people may mean that what we need. No, maybe not that. I don't know. I don't know either. I don't know how to solve that shit, but all I gotta say he's don't participate, but what have you enjoyed them? No, you don't. No. No. It's not a chance. It's fucking impossible. Ryan Gosling movies, no way.

Speaker 3:          01:24:22       Drive maybe, which I haven't seen and tells him 21 jump street one. Who's the Guy Tatum? That guy, that handsome bastard. What about him? Fuck 'em all man woe. I take it back chatting. I didn't mean it. You gotta do what you gotta do. And if you know, if I look like that, I'd probably do the same goddamn thing. But truthfully, like it's, it's, it's, it's weird how much we turn our lives into the stories that we want them to be. Well, we've definitely pretend we definitely pretend. And the, the, the, the other issue is that when that's a part of the input of reality, your drawer you're dealing with like faulty data, you're dealing with like fictional accounts, rive reality, the fucking glitch. A bunch of writers sat down. They were in a room, they worked for weeks lines. That would sound absolutely ridiculous in the real world.

Speaker 3:          01:25:11       Music plays when the guy delivers some, his head is 60 feet tall. He's on a giant fucking screen. The perfect words, his features are perfectly symmetrical. Everything is wonderful. So Dreamy. Yeah, I mean look, think about like what they can do in movies. Now Look, how about the movie 300 those guys didn't even really look like that. Like, I remember when I saw that dude, Gerard, whatever the fuck his name is, Butler. Yeah. In real life. And I was like, oh, look at this fucking flabby because I couldn't handle that movie. Really? No. Why is that? It was too far beyond the realm of what I was willing to accept. I feel the same way about a lot of Zombie Shit. You know, I was watching, I was like sorta off the walking dead for a while. I watched the first season and then, you know, I dunno, it got old for me because of the zombies stopped being as, as they were early

Speaker 4:          01:26:04       on. Right. If they're all slow and shit now. Yeah. You know, and it's like, well fuck, I don't know. I want the zone. I want a dangerous zone. You want a 28 days later, Zombie love 28 days later. If I need to be afraid of something like second nature for them, you know, to, to kill them now. But anyway, I'm watching that shit and it's like, oh, the girls look fucking awesome. They got makeup, they got makeup. They're, they're, they're prepped up. I want to see the Real Zombie movie. People look like shit. Well fuck it. All of Hollywood needs to tone down the appearance. I that my suspension of disbelief in my enjoyment of all of Hollywood is being hindered by the fact that they can't put normal looking people in stuff. I was watching the Jurassic Park trailer this morning. Looks Wild. It looks wild, but at the same time I'm thinking shit's hitting the fan, this and that and the fucking eyeliners perfect.

