Speaker 1:          00:00:03       Three, two, one.
Speaker 2:          00:44:36       And we went from that to unbelievably strict protocols and now what you're seeing is you're seeing, first of all, we saw a radical change in the physiques have some fighters where we did have some suspicions and those suspicions, at least in my eyes had been confirmed and now we're seeing the good side of this with what in your estimation might have been moved over into a position where, okay, now now it's getting a little bit ridiculous in terms of like what we can detect and what is what is causing fights to be cancelled. Exactly. So interestingly enough, the world antidoping agency or water, they're next code revision is 2021. And so they regularly put out, hey, what are the issues going forward that we want to address? And one of the major issues is potentially establishing thresholds for these low level substances that keep appearing.

Speaker 2:          00:45:35       Um, dah cmt being one of them, austrian being one of them. And so the idea that water is looking at and has a working group of worldwide experts is, hey, if if something that gets reported back at under 50 pika grams, all the evidence is showing, more likely than not, this is from a very low level contaminant issue. We've never seen an issue of microdosing or an intentional use that's reached that level. Why are the labs even reporting at sub at quantities lower than 50 pika grams or 100 peak grams? I think very soon they're going to come out with a recommendation. We are going to adopt that before 2021. Once that working group and we're in communication with them, comes up with those recommendations. You'll see it implemented first in the ufc program. Again, I've always said fairness, due process in a program is just as important as the strength and comprehension, comprehensiveness of that program.

Speaker 2:          00:46:32       You'll lose faith in your athletes. You could have the strongest loophole free program in the world, but you start implement ting things unfairly. You'll lose faith just as much as if you had a bunch of loopholes and the program. It's got to be fair. Are you aware of the female skier that tested positive because of lip balm? Uh, I think, yeah, it's vaguely recall about that. What was someone else use the lip balm before her? No, no, no, no. It was a, uh, a lip balm for sunburn. It was for sunburnt lips and it had some ridiculously small trace amount. Was it austrian cve? Her name is jo jo burg.

Speaker 2:          00:47:14       Trying to remember her name. Well, there was the, the cocaine kissing defense was actually won an arbitration. So something similar. Somebody tested positive for, you know, low level metabolites of cocaine and basically said, look, you know, hey, whether that was good or not, but um, you know, the arbitrator bought it and the science shows, hey, that, that is a possibility. The detection levels are so low. If you kiss somebody who had just done cocaine, they are now able to detect at those levels, in the person that kiss that person. That makes sense. Do you find this woman doping label on the label? Which is why they gave her a penalty apparently. Oh, I see. Okay. What is the, um, who fucks reading labels on lip balms? You know what I mean? See, that's how crazy it's gotten. I mean, all our athletes know when, when they're using a creatine or a protein or whatever, I think most of them are pretty careful right now, but to tell them, hey, you need to read your lip balm and your deodorant.

Speaker 2:          00:48:11       I mean, where, what level of we get into here? And these levels of detection. So she 29 year old star of norway's powerhouse squad of skiing, cross country skiing, tested positive for an anabolic agent listed in the contents of a treatment for sunburn. Um, this could be similar in some ways to what Chad mendez tested positive for, for something for psoriasis, correct. Sat Chad mendez has obvious psoriasis. You'd see it on his body. He's talked about it pretty openly and you use some sort of a cream and accepted his penalty. Wasn't aware that this cream had something, some type of a steroid into it. Yeah, I had seen him publicly state that now he chose not to present a defense or go to arbitration. So I haven't seen anything in detail to review. He just wrote knowledgeable opinion on that. Yeah, he did. Um, what.

Speaker 2:          00:49:00       So let's get back to the frank mir case. Frank mir tested positive. Was it also also same thing, longterm metabolite of world to rentable. here's the difference. Frank mir the same as John Jones. His first time through was sanctioned. John didn't get off the first time they showed up in his system. He got, you know, he was looking at potential for years, went to arbitration, presented evidence, enacted some other clauses in the policy that reduced his sanction. What does that mean? Well, one of them was a substantial assistance where he assisted usada in some way, shape or form, and he got a reduction for, for doing that. Assisted in what way? So I don't know, and this is the exact reason why I do this. So I insulate myself from that interaction between usada and the athlete. They are the sole, a dirty jew, decatur in this.

Speaker 2:          00:49:53       They do not, you know, get me on the phone, say, hey, we're thinking about going this way. They adjudicate completely in a vacuum and you are, you're just so people know your title is safety, health and safety, athlete health and performance. Vice president of athlete health and performance. Yeah. So you no longer work for you saw? I've never worked for usada. That's, that's a big misconception. A lot of our fighters think that I've never worked for it. I was a federal agent for 22 and a half years. I'm the latter part of my career and got involved with all these ped distribution cases. Two thousand 15 fertitta and dana white through a mutual friend contacted me and said, hey, would you come out and kind of talk to us? We're contemplating maybe putting our own program together. We've had some recent high profile positive, so I came out to vegas a talk with them and a week later I get a phone call asking if I want to come work for him and kind of implement this new program, but I've never been an employee of usada.

Speaker 2:          00:50:49       OkAy. So that's. That's good to know because that's been stated by some public figures that you used to work for usada and now you work for the ufc. Shale was one of my favorite words. Um, so you never worked for usada you, uh, brought usada to the ufc or communicated with usada and facilitated this agreement? Correct. So I, I'd never worked for you sada. I did work very closely with usada. So you saw that when I first started these series of investigations back in 2002. Look, I knew all about how to work a heroin distribution organization and cocaine distribution organization, methamphetamine, but when it came to performance enhancing drugs, there was no class that myself or really any other federal agent or law enforcement agent goes through surrounding distribution of performance enhancing drugs. So I was examining the discarded garbage of balco every week when they put it out to the curb, began seeing notes, rappers, all these substances.

Speaker 2:          00:51:49       I had no idea what these things were. I didn't know the difference between testosterone, epitestosterone, erythropoietin, hgh. I knew nothing. So what I did is I figured out who those experts were, who were the people that could very quickly get me up to speed on what I was looking at. Um, dr catlin, who ran the ucl olympic loud one of the first and he started, um, you know, kind of walking me through this, he put me in touch with usada and you know, they began educating me as well. So, um, over the course of those investigations, um, I got a lot from them in terms of educating on these substances. They were bringing some of their cooperating witnesses to me and then we go off and running on criminal investigations but never, never worked for them. So you sought to correct me if I'm wrong, but the way they would work would be very compartmentalized.

Speaker 2:          00:52:40       Like they would not specifically communicate with you on all of the details of this. Correct. And they don't. Now pendants aspect, I don't as these deliberations are going on, what they're looking at, I don't know. It's cooperation. Just for me to be frank would in my eyes, would mean that something was done purposely illegally and this person had some knowledge of purpose, purposeful, illegal aCtivity, and that they would somehow communicate this to facilitate some sort of catching of someone involved in a criminal act or an act of cheating. Yeah, that would make sense to me too. He said that would be what we were talking about. Usada would allow john a shorter if he actively participated in helping them catch people that were cheating, that that's the understanding. I don't know. Implied implied. I don't know to what level that was done. I don't know if it was that or if it was, hey, here's how this drug works.

Speaker 2:          00:53:39       In more general. Here's. I don't know what it was. I purposely that would mean that john would have to know about cheating. If you were saying like this, this is how this drug works. This is how I used it. I mean this would he would. That would mean his initial defense would have to be thrown out the window because it wasn't an accident. Well, I mean, I don't know about that. If you knew something separate from, you know, that he wasn't someone else. Yeah. And again, I don't, I don't want anybody to reach that conclusion. I have no idea what his substantial assistance entailed. None. Um, and that's a slippery slope. It is a slippery slope and look, transparency's important in any program, but you know, only to a certain level. Look, if you are transparent about what everyone's, you know, cooperation or substantial assistant was and the whole world knew about it, you're never going to get anybody after that coming in and, and, and cooperating.

Speaker 2:          00:54:30       I saw this definitely on the criminal side with informants. You don't, that's not something that's that you want to be transparent about or disclose. Right. But there's going to be a bunch of people that have a real issue with that. The idea that jon jones, you know, one of the greatest fighters of all time is actually working as an informant. I mean it's, it's listed in the, in the, you know, in the mclaren's ruling that that was one of the reasons for the mitigating factor in the reduction. But I don't, again, joe, I know to leave that alone. Nothing about it. It's been stated. We know what it is. Okay. Or what we know that it's a thing. Um, when it comes to the john's initial test where he was sanctioned and was suspended for a determined period of time. Frank mir also was sanctioned and was for a determined period of time as well.

Speaker 2:          00:55:21       He was two years. He was. John was shorter than that. John was shorter and cooperate on a bunch of other to fail. So you, you, you not only cooperative, he went to arbitration and put on a defense. He put on a defense that, look, the evidence here shows no intentional ingestion of it, and in fact that claire and gave him a further reduction based on. There was no evidence of this was intentionally done. Frank mir didn't put on any. He had every right to go to arbitration put on his own offense. Didn't do that. What about josh barnett? Josh barnett, you know, a completely different set of facts. His came from a contaminated supplement. It was a different substance. He went to an arbitration hearing. The arbitrator ruled with josh and said, yep, you know, based on where we are now based on the care and effort that you took your right, you deserve to earn to have time served at the time of that arbitration.

Speaker 2:          00:56:13       So again, I think that's a good example of the checks and balances in place here. You've got me overseeing the program, taking a look at how these things come out. You've got the ability from the to go to mclaren's group and judge, you know, the set of facts. And in that case mclaren's group said usada, I think maybe overreached a little bit here and I believe josh and josh is, you know, basically time served. So you know, you'd want to see, you want to see them get it perfect right every time. But you know, and the reality and the real world is that doesn't necessarily happen and that's why you have these checks and balances available. I'm josh barnett. Take on. The matter is that they tried to paint him as guilty even though he was not in that he, he feels like he definitely got a bad deal and that he was labeled as someone who is taking this substance.

Speaker 2:          00:57:03       He was suspended for a long period of time while he was going through this and although he was found not guilty that he feels like not enough emphasis was put into establishing that he was not guilty and that he, he feels like they chased him down over something that you didn't do. Yeah, I mean, well, well, here's what he did do is he used a supplement that if he would have listened to anything that we educate on that you saw to sends out regular reminders are fighters are required on a quarterly basis to go through videos and their whereabouts, filing that deals with these issues. If he would have followed any of that advice when it came to his supplement choices, you would have never chosen the supplement he used. I, you know, when, when I heard about that supplement and what was on the label and how it was marketed, I said, okay, well that's, that's likely the candidate of where it came from.

Speaker 2:          00:57:53       So I mean, the analysis would be, hey, you know, that pool will be careful. There's sharks swimming in that pool. They can eat you and the person jumps in the water anyway saying like, I didn't want to get eaten by a shark, but shark comes up and ate them. It's like, hey, we told you that this was the case. You didn't follow that. Now there also needs to be a differentiation between someone who's intentional cheating, intentionally cheating, and someone that's just, you know, makes a naive supplement choice there, there needs to be a differentiation between that. And there was, in that case, josh didn't get, you know, the full penalty of what was, what that substance would have rendered. But he did have to go through a long period of time where he was unable to fight. He did. But, you know, again, he had the prohibited substance in his body.

Speaker 2:          00:58:38       Um, as you saw it, it has to look at, hey, even though you did that, didn't do that on purpose, did that give you a performance enhancing benefit? Did it allow you to recover a little bit better? Did it make you a little bit stronger? And you know, that's why those strict liability provisions are in there. Otherwise people would just take these prohibited supplements and say, oh, I didn't know exactly it was just accident. Exactly. Meanwhile, they're getting a benefit for. Exactly. So they have to have some sort of penalty in place. I think so. Now I also think, again, there needs to be a differentiation between the intentional not intentional. And we do have that in our policy. There are definitely mitigating factors available in our policy that if you didn't do things on purpose, you're not, you're not sanctioned as hi. Tim means is a great example there.

Speaker 2:          00:59:21       So tim means used a relatively benign supplement. It was a creatine, creatine, you know, generally doesn't have an issue as, as, as opposed like testosterone booster supplements. We tell our athletes stay away from anything marketing as a testosterone booster. It's one of the most common with contaminants are purposefully spiking purposeful spikings to means use a creatine. It had a austrian and in a very small amount, uh, we found it in their australian is the two year sanction. He got six months, um, you know, so back relatively quickly. So I think that's the thing with yoel romero so correct. Yoel romero used a natural diuretic product that had a psalm in it. I'm in all these cases, not only does the prohibited substance need to show up and what the athlete has says they've used our ready to eat, but to protect against making sure the athlete isn't purposely spiking it, you saddle will go out on their own, on the market, independently procure, hopefully the same lot of product.

Speaker 2:          01:00:26       And in the case of joelle and tim, they were able to do that, test it completely independently of the athlete, determine what level of the prohibited substances in that, based on the interview with the athlete of how much did you use, when's the last time you used it relative to this test, do the science calculations just to make sure an athlete's not saying, well I know this creatine is spiked with australian so I'm going to go use austrian and then I have a built in excuse when I test positive for australian in order to be able to match contaminant levels with what's being excreted in the urine. You would literally have to have phd chemistry degree and I'm not aware of of any of our athletes have in that. It'd be very, very difficult to do that. And so these detection levels, again, we're talking about nana grams.

Speaker 2:          01:01:09       We're not talking about large quantities that would work pika grams grams. Okay. Correct. Now what, why was, why was this moved from vegas to California and why? Why did the California state athletic commission, why did they accept this fight taking place here? And why did vegas say no to it? So internally the ufc wise, we first, in fact donna marcaine, who you know who works with me, a shout out to donna. Exactly. We're a two person shop and the woman's a hawks and one of the hardest workers I know. So she's. She's awesome. She's taken a look at something that we have access to called the clearinghouse and it's basically a recording of all the tests on our athletes so we can get on there. Somebody says, hey, how many times was john tested last quarter? We can get on there and pull that up. The public also has access to our testing records, not with a specificity that the clearinghouse has, but the public can get on and you saw it on a weekly basis.

Speaker 2:          01:02:13       Updates how many tests and athletes done. So there's some of these, some guys out there on the internet from the day one of the program have kept track of what week they're numbers tick up so you can go find spreadsheets on the internet at least from a, from a weekly basis of when our athletes were tested. Now many times every week, god bless those dorks. Crazy, huh? So the clearinghouse program is very specific. We can get on there and see the actual date of the collection and next to that we see negative, positive or pending. So donna came to me late november, early december saying, hey, I'm looking at john's tests and I'm seeing pending still back from, it was maybe august, september. I think something's going on here. And of course I'm like, okay, well he's fighting pretty soon. I hope not, but let me reach out to you sada.

Speaker 2:          01:03:01       So I reached out to them. They said, we're working on something, we're conducting a study, we're talking to other professional sports leagues, we're talking to the laboratories out there and don't have an answer for you now that, but stand by. So I think it was a december six. They sent a letter to us and they sent a letter to the Nevada state athletic commission saying, just so you're aware, over the last six months, um, early in this six months, we've seen a reemergence of this longterm metabolite in john's samples. We lost was this. So this was early december, December 6th, um, we and the Nevada athletic commission were notified. You were notified, but the test was from previous. Just so the tests, these tests, I'm covered from august through november. Okay. So there's white test. Several of them. Oh, so more than one test showed this metabolite. So what they said was August 9th, negative August 29th, eight pika grams, September 18th, eight, eight September 18th.

Speaker 2:          01:04:09       So I mean there's a, there's a good. So he's negative on the ninth, 20 days later. So inside the 22 two checkups, 22 day window, he shows an eight pika gram, no short term metabolites, no longterm, no parent, no medium term, no medium. I'm sorry. No medium and longterm. Thank you. Um, we then go to the 18th of September, 19 pika grams. And then that's followed by four negative tests, September 21st october, second, October 11th and November 14th. So at this point, late november, early december, you saw it says, okay, we've done our studying those two low levels in august, our residual, there's no evidence of any real administration based on lack of short and medium term. And parent based on our consultation with other leagues with these labs that are seeing this, we're calling this, this is would be double jeopardy if we did them again. Okay. So this is something that should be really emphasized because there's a lot of people that don't understand this.

Speaker 2:          01:05:12       This is not just this one test. These are many tasks that have been done over the course of john suspension and then ultimately relicensing that are showing this exact same metabolite at a very similar level that according to previous tests, specifically on clomiphene, that this could be this pulsing correct result of existing and not existing. But this is not indicative in any way that can be provable of microdosing. Correct. And not only that, but this is over. We're talking about this being over long term, long periods of time. Many months, yes. Okay. And consistent numbers over many months. Yes. So, and again, going back to what one expert Dr. Bauer said, you've got to be careful what you're talking about. Single double number rams. And you see some variance. You got to be careful about saying, well it went from nine to 18. That means real administration, no, it's inexact science at that level.

Speaker 2:          01:06:10       The water labs, this is a non threshold substance, so all his water requires them to say, to report back to water, positive or negative. They're not required to quantify. However, these water labs, I've also realized there's an issue when you're getting under pika grams. So what they're doing is going back after reporting the positive, hey, let's see if we can estimate with this level is it's an inexact science at pika gram quantities and my understanding, um, to estimate what those levels are. Okay. You can see some variations. So Nevada is unwilling to sanction the fight based on all this information. So they get, they get the initial notice that we got. Also, I think it was december six saying, look, there was an issue in, in august these longterm metabolites reappeared. Appeared again. But we've since had four negative tests. We don't believe that the august, you know, reappearance is a re administration.

Speaker 2:          01:07:07       There's no sanction here. Nevada, you don't even have jurisdiction over the august test. Again, keep in mind these are ufc tests. Nevada doesn't mandate it, but Nevada says, look closer to a fight. We do take jurisdiction. We will adopt these usada tests. So you saw it didn't need to to notify. They thought out of an abundance of caution, let's let Nevada know that this issue exists. Goddamn usada what they said, but wait, that's all good. And you saw that it gets this. I talked with them. They're like, whoa, this is, this is concerning, but we don't see anything within our jurisdiction here. So I certainly hope that no subsequent tests show up positive because that could be an issue. And sure enough you saw to collect a sample from john on 12, nine, they expedited the results because they knew the fight was coming up and they do that now when fights or clothes or the collections are done close to a fight and here, you know, he pulses back up to uh, you know, between 60 and 80 pika grams.

Speaker 2:          01:08:06       So Nevada gets this. Uh, this was last week, man, the days of run together for me. So, uh, a week ago, friday we have in a bob bennett who's the executive director. While I'm a big fan of these great guys talked shit about Nevada, but I remember fbi agent so we gotten a ton of ground. He is. He's one of the reasons why it probably wasn't sanctioned in Nevada was because they're so by the book. I get angry because I wanted to fight to be in Nevada, but I understand bob's position that implicitly so. So let me make clear what happened. Bob came in, Anthony Martin elle, the chairman of the commission came in and a couple representatives from the vat attorney general's office. So they are the ones that prosecute and cases involving ped use at violates Nevada regs. So we share all this with them and list like you did with me.

Speaker 2:          01:08:54       Correct. Share it all with them and look, there's some misconception out there. They did not say this fight absolutely not happening next week. In fact, they, I think we're understanding these issues, but said, look, you know, optically, this doesn't look great and we feel that out of an abundance of caution that we need to have a public hearing and be very transparent about this because this is. This is some weird shit. Um, this was last friday, so we're eight days out from the fight, so, you know, we start talking about, hey, when can we potentially have this? And unfortunately christmas holiday, several of the commissioners weren't even in town and basically what they said is, look, we will absolutely do this if you want us to, but likely that hearing would not be until tuesday, thursday or maybe tomorrow, friday. And you know, marinello is like, look, I, I, I'm starting to get my head around this, but I can't guarantee you that my other commissioners or me are going to come out the same way.

Speaker 2:          01:09:58       So you're taking, you're taking a chance here that, that we could say, well, we need more information. So. So basically they were willing to listen to it. Um, I think they were starting to wrap their heads around it but didn't feel that they were up to speed enough on it. Um, they didn't have the luxury that andy foster and California have. Remember when john tested positive in July, 2018, that fight was in California because that fight was in California, California retained jurisdiction. They've had two very public hearings on john when they suspended his license and most recently a week and a half ago when they reinstated his license. So andy in the commission, we're very familiar with the world termina ball. They were very familiar with the longterm metabolite and in fact andy was somewhat critical of usada during the last hearing. He thought after looking at all the details after reading, you know, mclaren's a position that there was no evidence that this was done on purpose.

Speaker 2:          01:11:01       He thought, man, maybe they went a little bit hard on him and he stated that in that, in that second hearing. So with the reemergence of the pika gram quantity of this m three longterm metabolite andy in the commission, unlike Nevada, didn't need to get up to speed on it. They've already had two public hearings on john's issue. They were intimately familiar with some of these dynamics of this drug and the metabolites and, and that's why he felt comfortable based on their familiarization with it and based on these written absolute statements by these experts. So there was no real ingestion one. And then the second thing which we haven't covered is these experts said, based on these low level pika grams, there's no performance enhancing benefit. And that's an important point because if you would've told you fc look, this is still remnants from a year and a half ago, but we can't rule out that he's not getting a performance enhancing benefit from it.

Speaker 2:          01:12:00       Well, in that instance I'll tell you, and you know, I, I stand by this I, w I would leave this company if somebody told me otherwise, if there was any indication that there would be a benefit from him, even though it technically wasn't a violation, I'm not going to stand by while anybody licenses that guy to fight could have been. Could this have been somehow or another mitigated by communicating these results to Nevada earlier? Well, we didn't announce the fight that john was going to fight and in Nevada until october, but in october. So you have said, hey look, here's this issue. Sure. Potentially. But the issue was you saw that hadn't come to that they were in the middle of that point of consulting with other professional sports leagues with the other water labs. They hadn't reached their conclusion there. Science expert hadn't determined, hey, this is definitely residual.

Speaker 2:          01:12:55       No performance dancing. They were still going through that data at that point. So what they've told me is, look, we tried to hurry that along as fast as possible. We wanted to make sure that, that we went through this and very, very detailed and no stone left unturned. When, when did they reach this conclusion? This. So this was early december. So December 6th, that letter went out saying we've had these two low level positives back in august. We're okay, but here we are. I mean this is the end of december. What could this have been headed off at the pass? Well, again, when Nevada first got notified, they thought like, we were hoping, well, he's had four negative tests, so he's probably going to be negative going forward here, right? I mean, that's what, you know, the lay person would think, okay, he's probably out of the woods now, but you know, again, getting back to what period of time is this in john's preparation and if you look at some of these numbers and when these metabolites appear and disappear in early august, john was preparing his defense for this arbitration.

Speaker 2:          01:13:55       I think he had an idea based on talking to his attorneys like, hey, we got a pretty good shot here of some mitigating factors where this is potentially going to get reduced. So I think, you know, he starts to get a little bit motivated, gets in the gym, starts training again clearly in early december. That's a period of time when our fighters that close to a fight are bringing down that body weight right there, cutting body fat, they're losing a little bit of water. So it certainly seems to correlate these, these, these pulsing effects with when this theoretical right, that close tissue. Absolutely it is. So, uh, this positive result was announced when, so a week ago yesterday as you saw it as announced, sought notifies us the ufc. That always happens. And they notify if any commission has jurisdiction at this point. This close to a fight. Nevada has jurisdiction.

Speaker 2:          01:14:51       So I get the call and you can imagine what's going through my head. I mean, I, I've gotten so many of these calls now. I literally, for the first five or 10 minutes, can bury my head in my hand and think through exactly how this thing's going to play out. And you know, it's going to be, hey, nevada's going to say, wait a second. What's going on here? We need to root this out. John's going to say, jesus christ, like, what is going on in my life? I can't get a fucking break. I'm trying to be careful. I even went through with dc how dc is going to react and he reacts. He's going to be. I fucking told you this was the case. This guy's a cheater. You know, you saw it as bullshit, novitsky bullshit. All this stuff goes through my head and the first five or 10 minutes, what's, how's dana going to react?

Speaker 2:          01:15:38       How hunters are gonna react when I have to go over to his office and explained this out to them. It played out exactly as I saw it. It's, it's, it's some of the worst days of my career when I get these calls. Um, but you know, every bone was notified and in Nevada was in our office two days later. And again, I mean, there's been some criticism of them out there. I don't fault them. This is a complicated issue that optically doesn't look great and to do anything in a rush manner would be difficult. They did everything they could to afford us. Having a hearing problem was, it was just, it was too close to a fight. So essentially to get this out, this issue with optics, right? Because if you go on twitter, everybody's calling him a cheat. Everybody's saying that you know, anybody that sanctions this is your sanctioning cheating for someone to get an understanding of what this is like.

Speaker 2:          01:16:32       It actually requires probably more than we've done now over the last hour and 15 minutes. Yeah. And I appreciate this forum. I mean, dana and I went on sports center and announced it in three minute hit and I came out of there going absolutely everyone in the world's going to say, this is bullshit. You can't. This is what. We're going to have a hard time doing this in two hours here, mrs. Yeah, you've got. You've got to delve into it and you've also have to put your trust and reliance on these experts. They have a education professional career of 20 to 25 years to come up with these absolutes. There's no one else in the world, but maybe a dozen people that can come up with these conclusions. You do have to put your faith in, in their background and their careers and their knowledge and education and you know, read those absolutes were that there was no evidence of any reinjection.

Speaker 2:          01:17:21       This is by multiple experts and that john would not have retained any performance benefit based on these low level pika. Gram amounts. Well, I'm happy that we were going to have this out there so people, if they have the time, if they're really that interested in it. This is probably a more in depth discussion of this then you're going to get anywhere else, but I really wish we could have gotten something like this to Nevada and Nevada could have gone over this and looked at what, what I'm saying, what you're saying. It seems to me that we could have just had some sort of a meeting and kept his fight in Nevada and it would have saved everybody a lot of heartache. Yeah, I mean I think things were pointing in that, but there was no guarantees on that dice baby. It's still come on.

Speaker 2:          01:18:04       It's vegas. You know. The other thing that was being looked at was was fairness to these athletes. Really you're going to. You're going to put john and gus maybe more importantly in a position where he doesn't know until two days or a day before whether this fight is happening or not. I mean these and not even mentioning the other fighters on the card and look, you can talk to and I have to sean and mick and dana and hunter. All these fighters want to be on the big paper reviews. They know the bigger the fight at the top of the car, the more eyes are on that fight and when you have a spectacular fight in the first second fight on the card, if it's on a big pay per view with a giant fight at the top of it, that can propel your career, your next fight, you could be fighting the main event on fight pass and progress from there.

Speaker 2:          01:18:50       So I think, you know, I think it's accurate to say that generally everybody wants these, these cards to be as big as possible and when all the experts are telling us a hundred percent, this isn't a sanction be he's not retaining any performance enhancing benefits. I think, and clearly dane and hunter thought this, we have an obligation to do what we can do for fairness for john. Definitely for, for gus, for the rest of the card to try to make this fight happen going forward. Is there any way we could ever prevent something like this from happening again with a similar situation in place like Nevada? So here's. I think we have a couple solutions to that and it's not necessarily relative to the commission, but one thing that obviously protected john a lot, and this was the frequency of testing. If you look at his numbers and these were these were instances where they collected samples, but in many of these cases they did multiple tests on him and that means you know, the tests I'm reading were for the anabolic steroid panel, but in addition to that, they may have done the biological passport tests on that same collection that may have done in hgh test and epo test and this is all confidential that you sought.

Speaker 2:          01:19:57       It doesn't release all this information with these numbers on the publicly available website that you don't see what those tests are done. So the reality, and they just told me this is john was one of the most, if not the most tested athlete over these last six months. When you look at total amount of tests on samples, excuse me. One thing that obviously protecting them here was that volume of testing. And so you saw to came to us and said, you know, hey, we think that you probably should, you know, up the amount of tests that you're doing. So, um, we just renewed a contract with usada and reduced. We're increasing our testing numbers by 30 to 40 percent. We currently, uh, the first three years of the program were under contract for approximately 2,700 tests and starting this next year we're going to up that to around 43, 4,400 tests.

Speaker 2:          01:20:47       So I think there going to be more of a burden they're going to be, you know, you saw to showing up in more doorsteps early in the morning, have more of our athletes. But I think this is a perfect example that, that increased volume of testing actually can be a protectant to the athlete, especially when you talk in these low level pika gram quantities and contaminated cases and things like that. We just got to get athletes to stopped taking any supplement. It's not third party tested. Great point. So here's what we've done in that area. So about three months ago you saw a hosted a working group. It included the ufc, myself and our nutritionist clinton wattenberg, who you've met, were there major majorly baseball, was there, the department of defense was there, there's been war fighters who have purchased supplements at bases over in Iraq and Afghanistan that contain ephedrine and other bad products.

Speaker 2:          01:21:38       Some of them potentially have died as a result of ingesting them, so they definitely have an interest in safety and dietary supplements and you saw it as experts were there. What we did is we invited in the major third party certification companies and each one took a half day presenting what their programs look like. We went back and huddled after each one and huddled at the conclusion and said, what is a platinum standard third party certification look like? Let's all these presentations we got what was and one's weaknesses and the others and we have to put a perfect one together. What was it? What does it look like over the last month we've been offering, um, a paper that's going to be published in a scientific journal going over with that gold standard platinum standard. Looks like I'm going forward any third party certification company that can meet that and there's some that are very close.

Speaker 2:          01:22:30       I think we'll be able to do it very quickly. We are going to say, you saw it is going to say this is an approved line of supplements. We approve you to take this and this is something that we've been unable to do in the first three and a half years of the program and I tell you, joe is the most common question I get from our athletes. What's you sought approved and as soon as I say you doesn't approve any supplements, but here's how you ensure your safety. They stop listening. Goes in one ear out the other. This is a silly suggestion, but why doesn't the ufc come up with its own supplement and provide them to the fighters and say, you can't take anything else. Yeah, I mean it is after they've been through. It's had sponsorships with other supplement line. Exactly. There's a lot of dynamics to it.

Speaker 2:          01:23:16       It's not as easy as doing it overnight and distillation method. Just if you could say, hey, you can take creatine, you could take, you know, all the multivitamins, you could take a branch chain amino acids and all these things that have been proven to be effective, but that's weird too. Right? It's like they're effective. Meaning they enhanced performance and recovery, but they don't do enough to be considered a performance enhancing drug. Yeah. And their president in the food supply. So like basically out of community you can go eat 10 chicken breasts or you know, have a couple of scoops of protein if you're on the go and don't have time to do it. So I think again, apples and oranges in terms of performance enhancing or not. Um, so the theory would be we have an approved when, when I'm or dawn or asked that question, what's approved, I can say here's, let's say nsf nsf has 1200 supplements that are approved.

Speaker 2:          01:24:07       I'd say all 1200 of these or approved. You should only use these. If something were to happen to an athlete that used and approved line of supplements to get out of jail free card. If they can prove it. And you saw it independently, prove it. There's no sanction. I think that is going to go a long way and I'll give you a reason for that. Major league baseball does that. They have for the last couple of years now they have some advantage and that all their athletes are employees and are coming into the same facility for during the season. So they have some control over there. Well we don't. Our athletes are spread amongst 46 countries throughout the world, so it's more of a challenge. But baseball's said the only supplements we're allowing in the clubhouse or in a facility are. They use nsf supplements. They had zero contaminated supplement cases last year they had, I think they're testing numbers were four times the amount of our testing numbers and zero contaminated supplements.

Speaker 2:          01:25:01       I mean the proof's in the pudding right there. So they had worked with deal with nsf. I don't know if it's a deal other than they've examined who those certification companies are and they feel that they're at the top of the line. We don't want to exclude any. And that's why we're contributing to this paper to say, look, anyone could be one of these approved lines, but you must meet this criteria for platinum standard program, but it's coming from someone who's in a supplement business. Me, that's the wild west out there. Boy is it. I mean there's a. There's a lot of shit out there that's just. They purposely add performance enhancing drugs to their stuff because it's cheap and people take it. They experience these gains and then they sell a lot of it and then you get a following. Exactly. I saw that when I was with the fda, there is what they normally will do for maybe the first six months of the product.

Speaker 2:          01:25:52       They'll spike it with something if they're going that route and then to decrease liability thereafter. They've already got the following, stuff's working like like hell, and then they back off just in the government and it doesn't work. And people go, oh my body must have adapted exactly this. It's really such a shame because this is such a fantastic fight. I mean there's so much drama involved already. Just having John Jones returning, having alexander gustafson looking absolutely sensational in his last fight with glover to sharer all the trash talk and hype and intensity in the fact that this is really other than dc versus john. This is the fight that people want to see in the light heavyweight division, and look, nobody's saying that. I'm certainly not saying that john didn't do anything wrong. He obviously did. John has two times now tested positive for prohibited substance, says however, in both occasions, arbitrators have determined that it was not done intentionally.

Speaker 2:          01:26:53       So anyone who says that, oh, john's getting off light on this, he's been suspended for almost two and a half years, for lack with a lack of evidence of any intentional use are cheating. You know how much money he's probably lost in those two and a half years. How many tens of millions of dollars doesn't reputation? Anybody who says that he got off scot free on this? I would argue the otherwise he was held to the strictest of liability standards out there. Someone at the top of their game, money earning potential like him. There's also an incredible amount of stress and, and it's on him just a human being, he feels and he hears what people are saying about them and that's, that's got to be very difficult also, again, coming off of this massive suspension. So he's coming off of the suspension, which was huge, very public, very worldwide after the cocaine, the car accident, the, the previous, the dick pills that had the stuff and I mean this is so many things.

