Speaker 1:          00:00:00       We smoke weed,

Speaker 5:          00:45:43       It was a really clever workaround for prints, but it was essentially in response to these devious practices by these fucking record companies. Right? So in that sense, I think like if someone, if you have an album and everybody loves it and then people start pirating it and then it gets all over the place. Like some musicians. I had Paul Stanley from kiss and he was, I heard that one. That's kind of what I'm referencing is super adamant about it. But he's so old school man. He sold, squeezed, super adamant about it that it's still, I get this vibe from those conversations that like, it's almost like these people are kind of. They're wishing that an ecosystem existed still. That doesn't of course. Well he made fucking hundreds of millions of dollars through that ecosystem. But I think the truth is the hard truth is that at least on the economic side, music isn't worth what it used to be worth.

Speaker 5:          00:46:37       Absolutely. And I, and I don't like saying that because to me it matters and like I, I engage with it and it hasn't like an a in a non economic weight. It might mean more than ever now that more people have access to it and you can be exposed to so much more of it. But unlike a purse song basis, it's a supply and demand situation now of we have an abundance of potential music to interact with. So there's no way that each song can possibly be worth what it used to be worth. Well, there's no way because it's so easy to access now. That's one thing. And the other thing is the sheer numbers of songs that get put out every day, they all exist now. You could go back and listen to some Roy orbison from the 19 fifties or you can listen to some shit that some new band that you haven't heard of just put out last week. They haven't stopped making bands. They haven't stopped making music. It's all just adding up. So let's say collective pilar music is massive. I would say

Speaker 2:          00:47:34       accelerating because the barrier to entry in actually creating continues to be lowered. Yes. Like actually the equipment you need

Speaker 5:          00:47:42       laptop, that's it. No laptop microphone. When you can create music on Garageband, 100 percent, you really can create a good. Have you ever heard of tone, Netta? You to Annetta? No tone. That is an interesting cat man. He's a guy who lives in Toronto and cool link up. He's like this weird androgynous guy in his fifties. He's got a kid who makes his own music and he got famous for these songs on Youtube. This is a him. He makes these videos were just puts up a curtain behind him and he makes these youtube videos and he sings these songs and some of them are fucking good, like, pull up a really big cock that's uh, that's one of my favorite place to start. But here's the thing, it sounds like ridiculous, right? But it's actually a cool song. Like, listen to the. Let's, let's play it. Give me some volume. Jamie,

Speaker 6:          00:48:43       look at this guy. There's no money in this forum. It was just some Weirdo hanging out.

Speaker 5:          00:49:10       Good songs.

Speaker 5:          00:49:14       So of baseline. But look at this video. I mean, this could not be any more geo cities.com. This is so low rent. He does it in his apartment in Toronto. He just has a camera pointed at him, like really primitive. He's got a bunch of different weird dresses and he puts on outfits and it's just really strange. But this guy, he does it all himself and he's got this massive cult following from doing this all himself. I bought his vinyl. I have A. I owned this stuff. I bought it on itunes and I bought the vinyl of it too. Support

Speaker 2:          00:49:50       and you know what? That's a great point you make there. I remember reading something recently, don't quote me, I don't know the figures, but that artists, a lot of artists are actually making more off the vinyl than they are off the digital even though the volume is so much lower just because the actual per unit cost is so high. So like big bands are doing special edition releases on vinyl and such to kind of get back some of that lost revenue that's existed because of digital. So that's an interesting angle to take. But I think people are like you where you're, you're, you're, you're kind of almost doing it. Not because you really need to have it on vinyl, but because you want to support something you like a. unfortunately, I think there's a small percentage of people that do that. Most people, if they can get it for free, they get it for free because most people are constantly worried about their bills, you know, and if you can get something for free and download it and no one's watching, I mean that totally makes sense.

Speaker 2:          00:50:40       Yeah. Artist making more of vinyl sales. The streaming services. If the article will streaming services are the worst, but are they? They are and here's why. They're owned by the record companies and they have circumvented the whole selling album system. Right, but is it, isn't it, isn't it the demand from the customer that is always going to drive the marketplace. If people want streaming services, sorry to break it to you. That's the reality. We have what they want free money to. If you could just hand out from under, that would be great as well. But I mean in this particular case with music, doesn't music work better when you can just launch any source process on the planet? Streaming services are profitable and they're making a lot of money now. The streaming services are making a lot of money. The artists aren't making artists and artist doesn't need to be on spotify plant.

Speaker 2:          00:51:24       There are plenty of examples of people who pulled their stuff. I'll spot Taylor swift. Oh, my podcast won't. I won't put my pipe. That's easy. Yeah. Well it's because of the amount of money that they pay you is fucking ridiculously low. Right? It's insane. Taylor swift pull that shit off. Spotify when you get a big art, it's like Taylor swift pulling their shit off. Spotify, I don't know how much you made off spotify. The figures maybe could discuss a couple million or something, but no, she didn't make a couple of minutes. Maybe 500, maybe $500,000. No, no, no. It was so low. It was insane. I think it's somewhere in there waiting for the biggest. That's the biggest artists that exists on the platform. Well, there was like we went over this before where we put. We looked at the one song that got played the most on spotify and how much that artists got for it and it was like 2000 bucks.

Speaker 2:          00:52:11       A fraction of a penny per play. But see, my, my feeling though is is the spotify audience, are they a crossover of the itunes audience or are they a crossover of the pirating audience? I think there are radio audience because it's like instead of tuning into what I'm saying is in the absence of spotify, did those millions and millions of users, do they turn to itunes and give you the ninety nine cents or do they give you nothing? Because if they're giving you nothing and stealing it right thing. Isn't spotify better than that alternative because at least you, if it's the pirating audience. Exactly, and this is the fear that this is the thing that the music business doesn't seem to want to address, is that when napster hit, everybody was a pirate. I don't care who you are. I walked around and talked to him. He was a pirate. It was so superior to any other method for discovering music. You even if you wanted, you didn't want to steal things. It's like, fuck, this is too good. Right? But the problem is this is not pirating because pirating, nobody benefited from. Everybody got free stuff, but no one profited with this recording, these training service three, would that be. Well, again, this is not a direct, but hold on, let me finish my sentence. Go ahead and record. Companies created a platform of financially profitable platform to stream from. That's a big difference between

Speaker 3:          00:53:26       that and pirating because pirating doesn't have any central location is just they're just floating around. The only central location was napster. Right? So Nat Napster got taken down because of that, but napster was a really profitable like these spotify is. They've figured out a way to sort of circumvent this whole downloading situation, make things streaming. They stream everything. There are alternatives to spotify, like Jay z's service title. Yeah, and there are equally criticized. Yeah, except that one is owned by artists and record labels and they have. They have similar issues in trying to pay actual artists because at the end of the day, if they raise the price of their service, if spotify goes from 10 bucks to 20, people aren't going to have it. Well, what are the percentage of people that use spotify that actually pay? I bet it's way less. I bet most people get the free spotify go quite fast.

Speaker 3:          00:54:17       Majority. Let's see. Let's see. I'm sure that the data is out there. It's a good question, but I don't think. I don't think people are paying for it. I guess what I'm trying to get back to it was just this idea that music just simply isn't as valuable as it was and I think that it's tough as an artist. Again, like I can sense I consent. I feel the pressure of artists right now way you're saying, yeah, I know it's problematic in the way you economically, economically. I'm not saying the value, the inherent value in expression, like maybe a better way to say it as the market is completely changed and dissolved there you can see it's not that the work is less valuable. It's arguably more valuable and troubling times. These are certainly troubling times and music is a massive source of info inspiration and yes, and mood and enhancement and that's why I also occurred it by saying like it's more.

Speaker 3:          00:55:05       It's arguably more important emotionally and all the rest of it, but I'm just specifically talking about that I think until I think artists need to recognize that and then they can use whatever system comes forth for how to deliver, uh, the future of how we listen to music. At least they're involved in that process instead of just being like participating in the current one, like it's like you need to be on spotify for a number of different reasons as an, as an emerging artist because that's the way people are discovering music. So there's a lot of pressure there to participate even in the, even though you're not getting rewarded for it as an emerging artist, but as an artist that already is established well and established making money and you realize that spotify needs people like you in order to legitimize its company, then it becomes an issue.

Speaker 3:          00:55:53       Right? Well, our subscriber growth in the last six months or two felt it was, what does that mean? Okay, just 10 million paid subscribers, apple music, 10 million quota stats. Now, spotify just crossed $100. Million total users paying number could be more than $30 million. Why don't they tell you that? But what does that mean though? That's not a real number. They're saying could be more whenever someone says, could be more, could be three people, could be more than $30 million, but it could be like five dudes. Doesn't spotify announced as $20 million paying subscriber. Okay. Back in June of 2015, spotify announced as 20 million paying subscribers with an ad based fee free user base of $55 million. Okay. That's a pretty 75 million total and $20 million paying subscribers. Huh? See the problem is to. They can. They like if you have a podcast on it and they can get rid of your ads, they could put their own shit on it.

Speaker 3:          00:56:48       They want us and I can't. I'm not making an argument for spotify. I'm just like, I just peaked my interest in a number of. A number of times that is being discussed is like I think yeah, big artists, they can take a stand. Taylor swift can take a stand. She doesn't need the 500,000 bucks, but if you look at those numbers, those numbers, that's a lot of money. Yeah. You're talking about 75 million people, so 50, whatever they are. Fifty dollars million. They're using ad revenue and then the other $25 million, they're actually paying for the service and bucks. That's an insane amount of money. Yet 75 million people paying $10 a month, but you can see 25 million people paying $10 a month and then the other 50 just getting their ad revenue from. That's a lot of fucking people. Yeah, but you can see that. You can see the breakdown.

Speaker 3:          00:57:31       It's not like a. it's not like hand over fist. They're making money, but it's still the record companies, the record companies, the ones that are in charge of this, like they're. They're massive contributors to these shows. Companies. Yeah, of course. So they figured out a new way to not pay artists and to stay open. Stay valid. Yeah. Artists appear to be people that get taken advantage of have been for the last 15 years. Jay z things, a great thing to have artists doing it, but see he see he was charging more and, and that's why their user base there and they're in trouble. Uh, he apparently they're in trouble because they couldn't build a substantial user base at the cost they wanted to get he charging well, what is it, like 20 bucks? Yeah, but a higher quality. You're getting to your higher quality audio.

Speaker 3:          00:58:14       Yeah. Lossless audio, higher quality audio 20 people don't care about that though, which is the issue it for free or get they just get the 3:20 kilobyte because I can't hear the difference. It's really hard to. Well I had an amp once that I attached to my ipod. I had an ipod and an ipad amp. I set it up once, never using it again. It was bullshit, like it's barely better. Convenience. That's, that's the thing. Convenience. In many ways, trump's quality. The trumps your uh, well that's the beauty of itunes. And then apple's music streaming service. We'll see. But in the case of Itunes, you can make the argument like apples then involved in the promotion of your business. Right? Because they're getting a huge chunk of the biggest distribution of music right now. If you wouldn't break it down that way, no cds are being sold at like best buy.

Speaker 3:          00:59:01       Unless you can really search really hard and find the one best. Buy The house. Know who the fuck has cds anymore through a Ct. I had a white stripe cd in my office that was cleaning out my office and I was sitting on my desk. I'm like, I'm just gonna. Throw this out. I have it on my phone. Why would I want. I want a stupid copy of it that I'm not going to plug in and where's the thought on that? I've been having a lot recently because I've seen some things happen. If all of the musiC, like let's say

Speaker 8:          00:59:22       speak your 10 favorite albums of all time, you Don't have them a physical copy of, but you have like the. You have them saved on your apple music, whatever it is, whatever service you pick, if it's all in the cloud, they can technically go change that music whenever they choose to change it. Yeah. Kanye west has been doing some really recently right now where he put out an album on title last month and for about a month they were kind of tweaking it. They were changing the mastering on it. They were changing the featured artists on it even on one song. So while it was up, he was tweaking. He's gone back on another album that's already been out for a long time now and change some of the mastering on two of those songs and some people think he might be doing more. No one knows what, but it's a thought that I've been having that.

Speaker 8:          01:00:00       Um, one of my favorite albums I went to go back and find that the track little orders out of it's out of order now. Some of the songs are missing and it's because that artist has decided not to have to the portion of that album up on I or on spotify the way it originally was. So if you wanted to have that album, you need to own It. The way, the way he put it out in 2011 where you never have that actual album you have with whatever they have existing in the cloud and that's some deep shit or that's some deep shit.

Speaker 3:          01:00:27       See, I support someone being able to do that because that's kind of interesting like what he's doing by changing the mastering and adding new tracks and fucking around with things. It actually is compelling like it makes you want to kind of tune into it and it's very intelligent on his part. I think he does like as dumb as that dude is egocentric [inaudible]. That dude Is. He's so ridiculous, but he makes some really good moves. Like when he goes on this massive rant about bill cosby being innocent right before it releases his shit. I mean it's, It's a classic role. Yeah. It's a little too much for me most of the time, but he's so entwined in the world of hate though. He has so much hate coming at him. It almost makes sense to cultivate that hate and use it like judo, which in the right direction.

Speaker 3:          01:01:11       He knows what he's doing for sure. One hundred percent, 100 percent. It happened when he tweets something crazy. I mean, look, do you really Think he thinks bill cosby's in a sense. Get the fuck outta here. Nobody thinks bill cosby's innocent. Even bill cosby sitting around with his one fucking good. I going, maybe I did rape those girls. Even he Is like coming to terms with the fact that you might be a piece of shit. His wife left him. I mean even that crazy wife, uh, his smile through all those interviews, she's like, I'm ghost dark. That's dark. you look at those interviews and you watch her. Like she's smiling. She knows, she knows something's up. Well, she's been protected by royalty for so long because he existed as a celebrity in a strange time when an artist can get away with almost anything. I mean you Were in a bubble.

Speaker 3:          01:01:55       You were different. And I think that being in a bubble. And also I think for a guy like you were I to try to even understand what it's like to be as famous as bill cosby. It's impossible. I think it's probably an unmanageable level of fame at a certain point in his life, you know, especially when he had bIll cosby himself and the cosby show and nbc. He was fucking royalty man and during that time he was inviting these girls to come over and read scripts and suck his dick and fucking drugging them and they'd wake up with her panties down by their ankles and, and their hair. They dIdn't know what the fuck was going on and he just got away with it over and over and over again. And because he got away with it because of the way people treated him, it's sort of fostered this rear really crazy sociopathic behavior that he had.

Speaker 3:          01:02:40       Did he. Where does that stand? Oh, he's going to jail. He is. Oh yeah, they're going to. They're trying him and he's got the criminal case is gonna go, go forward. The judge already ruled that she had signed some shit saying that she couldn't testIfy against him, that she wouldn't bring charges and that she wouldn't reveal the details of the case. But then she did reveal the details of the case. So you know what he did? He sued her, so he's suing her for going back on her deal because he paid her off. I think he paid her like several million dollars to keep her mouth shut and because she is now talking about it now, he's suing her for that money back. And the argument was that because they had made this deal, he shouldn't be able to be prosecuted, but unfortunately for him the deal that he had made was a verbal deal only.

Speaker 3:          01:03:30       There was nothing written down. This is one of the things that the judge had said like, you got to get this shit written down, dude, we're going to trial. So he's. He's going to be charged. And it was recently announced it over the last couple of days that they're charging him. There's a criminal case on me and he's an old old man with half an eyeball. Would that be a jury in that case? That's a good question. Or a judge? I don't know. That's a very good question because you gotta wonder being a juror up against bill cosby. I don't think anybody would think that he's innocent at this point in time. I don't think anybody thinks he's innocent. Right. I think it's the water's completely tainted in a way. Kanye west, he believes that. I think in a way what they're doing. Well, chuck d, that was one of the fucking sad as shit. Chuck d was calling him dr cosby.

Speaker 3:          01:04:18       Why is that? Because of the show. Was he a doctor on the show? Because he's a doctor, lIke an honorary degree. They retracted. Oh, so he was calling from public enemy. What does with those titles? You know, like you're a doctor, so everywhere you go everyone has to call you doctor. He actually wanted people to call him dr cosby. That was one of his things. He's so fucking weird guy, man. I've told this story before, but I'll say it again just for you. There was a show that I did in seattle, the seattle area, this casino, and one of the people that was working there said that cosby used to have these people sit down before the show. He had the. All the employees like the ushers, the door people, they sit down and watch him eat dinner, who sit there and eat curry and they had to watch him stand in the room and watch him eat well before the show.

Speaker 3:          01:05:07       Watch him watching me. It's one of those things you want people to watch him eat his curry so you'd sit down there and eat and they would all just stand there and say nothing. They weren't allowed to talk. They sit down there and watch them eat and he also had security guards tuck him in bed at night like you'd go and lay down in his bed and he wanted them to tuck him in. Shut the lights out. Let me ask you this. Is this the case of justIce? Severely fucked up individual or it's just the case of have a relatively normal individual getting fucked up by circumstances like being this super famous theorist. You're responsible for getting fucked up. If you're a normal person and you get super famous and you become fucked up, you are responsible. It's like a high percentage do though. Yeah, but not in that way.

Speaker 3:          01:05:50       That's an extreme version. It's a different kind of way. Ego ego might get in the way and trip off a lot of people who might trip over the dick of ego. That's comment I saw when, um, when prince died recently I signed infographic. I don't even know. Maybe you tweeted it about the average age of male pop stars when they die. I dunno, I dunno who tweeted it. It was how he was the exact age, 55 or whatever age he was. Fifty four, somewhere in there. That that's the average age for a male pops are female. Wasn't too different either. Well, his situation was he was addicted to painkillers, painkillers, pink pill pull out. It just recently recently came out that he had overdosed by. He had been refusing treatment for aids as well. Is that true? I don't know if that's true. Oh really?

Speaker 3:          01:06:34       Yeah. Let's, let's look that up. But I know for sure he had a hip issue, like a severe hip problem that he probably need hip surgery and he was taking pain medication and he had had overdosed on pain medication. Yeah. Yeah. No, he was definitely addicted to pain medications while I just realized I just remembered a story coming out shortly after about hiv that he had believed that, that he wasn't going to take treatment. Print suffered from aids, but refuse treatment. Believed god will cure him. Us tabloid claims. See? Yeah. See, that's a us tablet clamps. But he was a christian scientist. Wasn't near a jehovah's witness. Jehovah's witness don't use the medicine medicine, right? Isn't that what's going on? Because he. Cause he got it back in a minute. Then how the fuck is he taking pain pills then? Supposedly he was on opiates too, so I don't think.

Speaker 3:          01:07:19       Well that's pain pills. Yeah. That doesn't make that logic doesn't make sense I suppose. Well, people are just fucking convenient with their logic on thing. yeah. The things that weird guy, man. First of all, prince was like androgynous and is all about free love anymore. High heels, but he didn't like gay people. Do you know, one of the things that prince prince is like a known homophobe and one of the things that he said in a recent interview, and I hate to disparage him in his death because he was a brilliant artist and all that good stuff, but he was talking about how one of the problems with the world today is that god said all these rules and then people just decide they want to stick their dick and this whole with that hole and just do anything they want to do and you can't do that.

Speaker 3:          01:07:55       And they were asking them about gay marriage and you know, he was saying that this is not what god wanted. This is not what god asked for. Like see if you can find the exact quote because it was pretty disturbing coming from a guy that you expect because of his sort of androgynous nature and how weird you think he's like going further in that direction because he's getting older. No, no, no, no, no. I meant just maybe because of his actual personal experience, like, like in a way, you know, some people they overcompensate on one side. Honestly, I think with prince was based on what I've seen of his interviews, I think he was insanely sheltered because he was so famous in that he could basically say anything and nobody would disagree with him and he he cultivated some really fucking wacky opinions. First of all, he believed that the government was spraying things in the sky that made people fight in the ghetto.

Speaker 3:          01:08:45       I remember that. I heard that interview. Yeah, it's insane. It was like everybody would be fine and then they would be spraying the sky and then why is everybody fighting? Why are we all fighting? Because you're poor. You're living in the ghetto and there's crime and that's just what happens. Crime riddled areas. There's violence. It's not the government spraying the sky like what a random thing to do. The government just decided to spray the entire city and then hope that everybody beats the shit out of each other. For what purpose? Very convenient. They have money in ambulances, like what? Where's the. Where's the profit margin in this? Millions of dollars a spraying the sky with anger, chemicals and what fucking chemicals have been proven to make people angry when you sprayed from the sky? Um, yeah. Whiskey vapor probably be more fucking and hugging. I mean, what percentage of people actually get angry when they get drunk?

Speaker 3:          01:09:33       There's another one because think about all the people that go to bars, right? Yeah. You get up fucking bar filled with people. You've got a thousand people in there. How many of them become angry when they're drunk? It's not even one. It's a small percent. It's a very rare thing that people get super angry and violent because they're drunk. Most like, I get happY. Same when I'm drunk. I'm hugging and laughing and I might get a little obnoxious, but I'm not mean. I'm definitely not looking to start fights. So yeah, that's a weird one. I think, um, some people will say like, hey, that's, that guy is an angry drunk. Like you've heard that people are. Yeah. You've heard that before. But is that just maybe who they are all the time? I think there's a deep seated. Yeah, and then the alcohol sort of course is it out of them?

Speaker 3:          01:10:16       Maybe the alcohol releases your inhibitions and you're angry. What does it say? Prince denies anti gay rights remarks. New yorker stands by story. This is from 2008. Yeah, but see, the problem is they quoted him. It was like there were direct quotes. He. Well, as far as this story came out, I'm assuming when he died, a lot of coats came out and stuff you said in this, this story which I traced back, which was when he was still alive, obviously he came out after the story came out, the new yorker said he was grossly misquoted and they took everything I said out of context. right? Stood by their story. However. Well, let's read the context though. I mean even when you read the actual quote itself, here's the quote. It's a little bit higher. There we go. Sponsor. He goes, you got the republicans. Basically they want to live according to the bible, but there's a problem with interpretation. uh, and you've got some churches, some people basically doing things and saying comes from here, but it doesn't. Then you've got the opposite of the spectrum. You got blue, you've got the democrats, and they're like, you could do whatever you want, gay marriage, whatever, but neither of them is right. I'm asked about his perspective

Speaker 5:          01:11:14       on social issues. Gay marriage, abortion. Prince tapped his bible and said god came to earth and saw people sticking it wherever and doing it with whatever, and he just cleared it all out. He was like, enough, okay. That's hilarious because a lot of people fucked each other in the ass listening to let's go crazy how many people, how many people suck? Cock, because it was like, we're going to party like it's 1999. And they just said, fuck it. I'll just do ecstasy in my asshole. You know? I mean it's, I think he's sheltered or was sheltered and I think he's a brilliant, like, like the outlier of outliers when it comes to brilliant artists and I think that you just, you by yourself to luck too much. You don't, you don't get to mingle, you don't get to hang with. You don't have real conversations.

Speaker 5:          01:12:05       But that's why I say like even in the case of bill cosby, are we looking at a condition of the circumstance because if we have data that says, hey, pop stars are dying, I'm 30 years before any regular public on average like these, these people obviously have an unusual enough circumstance that it's affecting all of them the same. Unless the type of people drawn to that career in the first place are already substantially different than the rest of the public. Well, they're definitely substantially different than the rest of the public in that they've developed as an entertainer from their formative years. I mean prince was an artist and a musician when he was very young and then when he came out with, I want to be your lover. I think he was only like 20 years old or something like that. How old was he when I wanna be your lover came out?

Speaker 5:          01:12:52       Yeah, definitely. Yeah, that was a fucking jam too. God damn, that was a good song because I remember I was living in boston. I'm 48. He was 55, so he's not that much older than me. When he died and I was living in boston when that song came out and it was a jaw dropper, I was like, who is this guy with no shirt on and the cover trying. You're trying to figure out what the hell it is, 20 or 21, 20 or 21 and that is a fucking beautiful songs to this day. I'll play that song out of nowhere and it's just, it's who was an amazing artist. So if he was that good at 20, 21, I mean he was involved in music from the time he was a small boy. So he developed in a very bizarre and strange way and was under the microphone at an incredibly young age.

Speaker 5:          01:13:37       Went to be that huge at 20 years old and also to be such a revolutionary guy when it came to style and fashion today I had an overcoat when I was like 21, a long overcoat because I saw principle just to listen to prince music. I loved prince when I was a kid. He was so good. It was so different and interesting. You know, with so many good songs like controversy, you know, he had some and then also like some guys sort of like came along with him like morris day and the time because they were in purple rain. TheY sort of came along with him and they got famous for a brief period of time too. He was amazing, man. It was amazing. But I thinK I've always said this, that I think you can't. There's, there's a balance in this World that you can achieve when you achieve greatness, when you achieve that kind of greatness.

Speaker 5:          01:14:23       I think it's at this, at that is that the sacrifice of balance, whether it's balancing your social life or balance in your, your ability to have a, a healthy and a objective perspective. I think in order like, and I think that's what we're seeing with kanye west to in order to like really go after something and just be obsessed with it to the point of just carving out this magnificent diamond of art. You got to be a fucking nuts man. You've got to be richard pryor. You know, you gotta be nuts. You gotta be out of your fucking mind to make something perfect, and what he made was perfect. I mean, purple rain is god damn perfect. He was perfect. This is shit that he did that you just to this day, you just go, god damn. He was so good that all the other stuff is probably a symptom of a lack of balance and development and his overall life that led to this incredible brilliance and his art form.

Speaker 5:          01:15:21       Right? So there has to be. It has to be. You have to sacrifice, you have to take from somewhere where they say james cameron's out of his fucking mind frame. They say, James Cameron is out of his fucking mind, and if you're on a set with james hamman, like if someone's painting a wall, he'll fucking take the paint brush away from you. I can do it like this. And they'll start doing it. Right. It's got to be like this because he's a madman. And that's why, I mean James Cameron made a fucking submarine and went to the bottom of the ocean with it. You know about all that I heard about that. He was researching for the record, for know for his new movie. It's going to do avatar to underwater this crazy fuck his filming shit under water. I mean he's not just like a groundbreaking guy.

Speaker 5:          01:16:00       He's like the groundbreaking guys are calling him up for advice because he's way ahead of everybody. He's a maniac. He's making a fucking submarine to film a movie and he's breaking world records in a single manned submarine. Look at this. This is him. I mean this is. He fucking went to the bottom of the ocean by himself in this fucking thing that he created. I mean, he's revolutionizing the science behind filming underwater things so that he can make movies. You think anybody tells him what to do. Who the fuck? Tell him what to do. Like nobody, like none of nobody. He's wife better shut the fuck up to everybody, but shut the fuck up. You're James Cameron talks when they're about to make a movie and he goes in there and it's just like they just write the check and get the fuck out of. They don't even write checks. No, I bet he probably writes the checks and then they wrote a check to and what after it's all over. He's insanely wealthy, insanely brilliant and some of his movies are some of the greatest movies of all time. I mean he's just, he's just knows how to do it big. Like, you know, there's some people that thought like avatar was both pocahontas and spoons like stop, look, yes, there's iconic themes that exist in a bunch of different mediums, but that movie is fucking amazing. And if you

Speaker 2:          01:17:10       overthink it and you say over the soil food, this is fucking wow. you mean you could say the same for a lot of the classic stories, but he just, he nailed this insane version of that genre. It's like a rock and roll song. Like there's some classic rock and roll themes that you would, you'd see if you heard this song is like themes and songs that you can just kind of accept because it's cool to hear them in songs and that's essentially what he's done on a grand scale or an avatar. Yeah, no doubt. No dispute. Yeah. Cameron's a bad ass pad motherfucker. To be that bad of a motherfucker. You got to be crazy. He's making for avatar. Sequel. Yeah. You got to be a bad motherfucker to do that, you know, but I imagine the stress, the stress of having that project. Yeah.

Speaker 2:          01:18:01       Oh yeah. Moving people around. Oh my god. Yeah. GeTting location and go to the bottom of the ocean and that's the only way to make a movie. You can't make a movie by yourself. No. You got to have actors. You've got to read the script. Todd. I have a guy who points the camera. I hate the whole. All that. All the baggage. All the people. it's a nightmare. It's weight. That's why I'm a comedian, dude. That's really simple. Well, that's why I'm on youtube. So simple. Just do whatever you want. I had a bit of a nightmare situation out here. Out here. Yeah, out here. it's why I'm out here. I'm ouT here to be here on this show right now, but yesterday I was, you know, it was on. I was on set. I had to shoot this day. I'm not gonna mention any brands or names, but it's like fucking 100 people on set, of course.

Speaker 2:          01:18:48       I mean, you don't need them and then they want to try the ges and the soup. Yes. Yeah, that's the best way to put it and it's just. How about if you wear a different suit for every different segment? It's like I've made over 850 fucking product videos that millions of people choose to watch, choose, choose. This is not one of these situations where you've got to stick it in front of their face on the way to where they're going. This is something people like, like let me look at the god damn thing and get excited about it. Well guess what? News flash. We don't have to fake it. They fake shit that doesn't need to be faked because it fits the protocol of the machine. You know what I mean? It's like it just sucks the life out of all of it. Like I think there's this thing that happens.

Speaker 2:          01:19:38       I mean, and granted whatever, james cameron's brilliant and the shit they do in hollywood is fucking amazing and all the rest of it. But I'm in this weird situation where like, I'm the guy. Yeah, I'm not acting right. I'm the guy. So if I go on this thing and I don't look like the guy, well that's not why I'm here. like what are they trying to change? Like what are they specifically fucking with? Oh man, all of it. You may love it. You name it. That's so great. Okay, so here's an example. Like when I do my videos, I want everything to be live. Everything we shoot three concurrent angles. If we catch it, we catch it. If we don't so be it. That's what it was. Right? So it's authentic. Yeah. Because I want to capture like, you know, I feel like your relationship with the product is a lot like a relationship with another person. Now you can. You guys think I'm perverted at this point. I don't mean in tHat way, joe. Okay. Okay. I didn't say anything, dude. You just, just the way you're looking at me looking at you that way all the time, but I'm saying it's like, it's like this process of like getting to know the thing and well, as a person who watches you, sorry to interrupt you, but yeah,

Speaker 5:          01:20:41       that authenticity comes through and it's one of the reasons why your videos are so compelling because like when you open up a video and you're checking out a new phone and you're going over the edges and you're experiencing it for the first time with the person that's watching the video.

Speaker 2:          01:20:53       Yes. I want to be you the proxy version of you. like how would you engage with this thing? And in many cases the defacto standard for these types of videos was like a person who had, um, was, was, was more sort of journalistic. Like they had it. They're, they're, they're expected to make a report on the thing. And he's like, that's cool. I respect that. That's part of it too. but at the same time it's like it doesn't, that part of it doesn't necessarily capture the excitement associated with the thing, the oohs and aahs and and all that kind of natural reaction, which is impossible to fake all the rest of it. You can all the rest of it when it comes to like, let's do that line again because I don't know, I didn't say you didn't say the spec, right, or whatever. Like that would be the equivalent of the situation I was in yesterday. But it's like I'm willing to sacrifice some of that to get the intangible stuff, which is the oohs and ahs that will never happen again. Not in the same way, you know.

Speaker 5:          01:21:49       No, I, I agree with you and I think that you understand what you're doing and you understand the appeal of what you're doing and to sacrifice that, to polish it, to make it more professional or to make them. That's actually going to lessen the appeal of it. And that's what they don't understand. It's a fine line. It's like those fucking videos where people have these edits every five seconds they say something is a cut and they say something as a cut, you know that style of youtube video cut, that shit is gross man and there's a guy who did that recently. It was a video about bow hunting and he's trying to do that style and bow hunting, which is one of the most organic, visceral, primal things you could ever engage in as a human being. You're going to go out and collect your food with a sharp stick, you know, and so this guy is using this like this common thing that you see like these girls do, and then I was like, there's got to be a better way.

Speaker 5:          01:22:43       A little app, but I'm not bouncing around the screen that was in this corner. Then I wasn't doing that. He was standing right in front of the fast cuts. Like there was no pauses and it was disconcerting. It's like throws you off. That is the opposite of authentic because you know that there's all these edits and those edits take you out. Also, those edits treat you like you're a like, you're so fucking stupid. You can't even listen to a guy talk. Here's your attention span is so short. I can't listen to louis open this vr box and go to this thing in real time and inspect the overall.

Speaker 2:          01:23:21       To be quite honest with you, I'm kind of, you know, you mean you have this platform here where people sit down for hours, you know, that's, that's becoming not, you know, that's not the status quo on the internet. The internet keeps chopping it in the other direction. Getting shorter and shorter conversation has to move faster. You got to jump to the bowhunting guys. Got to jump around the screen and so on. And I mean if you get obsessed with the analytics and stuff, you can see like how, how often an average person watches for and so on. And there's no, there's no denying the fact that people's attention spans are shrinking, but it's like, do you want to contribute to that or do you think that there's enough people that are willing to accept the alternative because you know, you've got. You've got an example here, which is unusual. Why do you think, what do you think happens here? That people stick around for three hours?

Speaker 5:          01:24:13       I never thought about it. That's what happeNs. I never thought about it. I just said I like talking to people, so let's record it. Right. You know what I mean? But man, I took a lot of heat in the beginning. You were telling me I had to edit it. Oh really? People. Oh my god. It was like some of the earliest comments were like, why is it showed three hours long? This is bullshit. No one's going to listen to three hours. Like even my friends were telling me this like, dude, you to edit it, make it an hour. I go, why go after an hour? People just shut it off. If they don't want to watch more than an hour or listen to it was listened back. Then you don't want to listen to more than an hour. Just shut it off at an hour. Who gets interesting? Yeah, but it was a who gives a fuck thing?

