Speaker 1:          00:00:06       Oh Shit.
Speaker 6:          00:34:21       You know what I mean? That's something wrong. Right. Since the kid was getting good grades in school, they just go, you know what, he's getting a crate. Right. They never addressed the problem that he's fucking crazy. Right. Like my parents, you know, I got bad grades, but I was always a good guy. Like, if I saw a homeless guy, you know what I mean? I would give them a dime or whatever I had in my pocket. You're, I mean, I was never an evil person, you know what I mean? I had a good heart. Right. But they didn't acknowledge that part of me. You know what I mean? They only acknowledge that. Is he getting good grades? What's college is just going to go do it. Right. So as soon as the, the guy shut up the school, the Korean community harbored. Okay. This kid did the appearance of the kid.

Speaker 6:          00:34:58       So that's why you can't find an interview online with the parents. Like what the fuck happened? Right. The Koreans harbored the parents, so you couldn't get the media couldn't get to them. Then they shipped him to Korea. The ship to parents occurring. Yeah. The Koreans don't live here anymore. Wow. They live in Korea hiding. You know what I mean? And Poo song or something. You know what I mean? Some village, it's kind of a fascinating thing that when someone does something fucked up, you never blame who made them. You know? Like, if my dog goes out and bites people, like all of a sudden you asshole. You know, what did you do with your dog? Why is your dog so mean? Why? How come your dog wasn't contained in your yard? But if your kid goes out and fucking shoots with people and shoots up a school, nobody looked, pulls you aside and go, hey, what fuck was going on when this

Speaker 2:          00:35:38       one was being made? Yeah. Jeff Dahmer's parents still, you know, defend themselves. Like you can't defend that shit. You can, but you can't rather. But who's to say that someone can't just be broken? Who's to say that you can't just have normal people and this kid's just got a fucking wild screw loose period and there's nothing you can do about it. But can I say something, Joe, and I disagree with you on this point. Okay. Because you know I met your daughters, right? Shit. These well-adjusted, beautiful kids, right? I guarantee you they're not going to eat. He'd somebody. Yeah, yeah, yeah. That's a poor example because that's just a few that worked out well. And we're not talking about the average person. We're talking about if there's like the thing about Dahmer is a perfect example because apparently he was never abused, you know, and, but his parents weren't together.

Speaker 2:          00:36:20       They weren't together. But that doesn't mean anything. And the father at, when he would saw to Dahmer with a dead dog, I brought home a dead animal right. To my dad. Right. Look, Daddy, I found the cat. Right, right. He beat the shit out of me until I could no longer even move. Really. And I never brought home dead cats anymore. Did he make you eat it? Right. This is a, this is a guide that was killing a bunch of things when he was really young. Right? Yeah. But the, the, the, from what the, he's one of the few cases that, from what I've read online, and maybe you know more about the case than I do, but what, from what I've read more online, there's no evidence that he was ever molested. Never had any stories about it. Yeah. And his parents were seemingly normal.

Speaker 2:          00:37:01       Yeah. Maybe you're right. Maybe you're right. But I think, I think a lot of it has to do with up nurture. A lot of it does, but maybe not all of it. I mean, look, if someone can be completely psychotic like that Virginia tech shooter or like many other serial killers, I mean, who knows? It might be a variety of things that can go wrong. It might not just be nurture. It might also be nature. That might be possible. But they're also, I mean, you can, you have to admit though, that there is a mental deficiency, right? Something going on and there are medications out there, right? Decade. Are there medications that you can give you a soul? That's true. You know what I'm saying? There's some people that are sociopaths and they literally, they have no feeling for other people. All they think about themselves, we know a bunch of them.

Speaker 2:          00:37:41       We know a few comics that are sociopaths and see as a clear, so no, no, no question. Yeah. You know, there's, there's a disconnect between, you know, these people in reality, for whatever reason, and almost all of them, it's some sort of sexual abuse when they're young. Almost all of them. Well I, you know, yeah. Mencias I guess it came out in a different way. That was what you're saying. You know what I mean? Instead of like slaughtering a village, you can come out a bunch of different ways. You could come out and drug addiction. It can come out and you know, prostitution and girls who do porn, you know all my view. But you know, my view, I've been seeing it, you know that, you know, I see a side to him that no one like you guys don't see, give some love. I know, you know, I've always for a long time, you know what I mean? So I don't see associate paper that, you know, when will, what was dom or like, well he was a nice guy. He always said hi and yeah, maybe I am the, then it was kind to me. Yeah. Maybe I'm the neighbor. You're the neighbor, right? Yeah. But the neighborhood doesn't get it.

Speaker 2:          00:38:44       No one knows that evil is evil to everybody. I mean fucking maybe Ed gain had a nice cat and other he treated well fuck fucking creepy to you. And just in sense that like, you know, inspiring these huge movies like that sounds the lambs and yeah, it's, it's fucking scary thing cause he was doing it back when there was no other examples of it. That was just what he's supposed to be doing. It's not like this guy learned about it in the movies. He was making clothes out of people. Right, right, right. But I think that, I think baking a lamp shade right is worse than making clothes. They found lampshades from World War II there made it a, not the Nazis made out of Jews. All of those, if I won recently was preserved.

Speaker 2:          00:39:28       It's horrendous. No one's going to buy that. Like, how could you put that out in your living room speaker? Some people did. They make like clothing too. And I like everything. You're just lampshades like did they have roles? I think they just fucking slaughtered people and did whatever they want it to them. Don't ever, ever say to cross in front of me again. Do you have in your house, like a room devoted to Kim Jong you like, like, like newspaper articles over we'll wall circles and the private investigator. Why would we maybe do you have, do you know him? Do you mean I know him because he seems like he would be your enemy right now if I was you alive because it seems like he's in everything right now. Do you feel some kind of tie, know anything about the dude? Brian has brain damage.

Speaker 2:          00:40:06       When he was a young man, he was asleep and he lived out. You know what I meant? And for you made that has to be carbon dioxide was blown on his head. A little bit of it. I'm not kidding. This is brain damage. They say something to you. Okay. When I was born I saw all the shows that you saw. Right, right. Cause we had, I was lived in America and TV. I listened to the Beatles. You know what I mean? I smelled high with my friends on a hammock. When did your parents come here? In the late sixties right. And what's crazy about my parents that they didn't even meet in Korea. They met here. Wow. But they met in a disco and they're both Super Korean. There's a to Korean. But yeah, very traditionalist. But I mean, not a now. So now you grew up in San Diego right now?

Speaker 2:          00:40:45       That's where I met Bobby. When Bobby, Bobby, Bobby was a doorman. Do your doorman, the doorman, it was like 97, 96 maybe? Yeah, maybe earlier, maybe earlier. Yeah. It was a, I just moved to La. I'd only been here for a little while and I was doing a weekend at the La Jolla comedy store and it was me and Jimmy Schubert, Hobby. I don't think he was still in Seattle at the time. And, uh, we went to a strip club in San Diego and there was this Mexican gang bangers that were like the real deal, like tattooed tears in their face and the whole thing. This one dude was, he had these crazy murderer eyes and um, you know, and Jimmy Schubert was like, I dunno what happened. Jimmy was trying to get a dance from one of their girlfriends or something or said something in one of the girlfriends.

Speaker 2:          00:41:30       And so the guy got up and he'd gotten Jimmy Schubert's face and Jimmy Schubert was trying to apologize and Bobby Lee just got all crazy like fuck these fucking pussies Bobby Lee like you, like these guys ain't shit. These guys are pussies. And he was saying it like loud and the guys were looking at us and I just got up and I said, well, I'm leaving right now. Whoever's come with me, he's coming with me. I'm leaving right now. Like I knew we were like moments away from someone getting shot. Really? I don't know, metal has had to have street smarts. Oh my God. Talk about negative street smarts. These dudes had tattoos on their face. There's certain dudes where you look at them and go get these guys are posers these guys who were murderers, there's no question about it. A shotgun, we are 15 minutes away from Tiawana.

Speaker 2:          00:42:07       Okay. And this is a, you know, this is the old days when it wasn't even hard to go back and forth. Back in the 90s brow. He needed a driver's license. It's all you needed. You didn't have to have a passport to go to Mexico or come back and forth. Dudes were coming back and forth all the time. Oh. And cab drivers didn't even, they could just drive back and forth. It's so easy. So we, there was a lot of crime and dangerous crime. It was like you would run into pockets of, of like extreme danger. And that's what we were in involved in a pocket of extreme danger. And as Bob Dylan could fuck you guys, you guys eat shit. Fucking guys are pussies. These guys are pussies. Okay. That's like saying it loud and I don't know if you were drunk at the time. United going.

Speaker 2:          00:42:40       No, no, no. Are you sober? Like I was 20 I was 23 I just left my hometown. Poway was where I'm growing. I grew up Poway it's called the knowledge. Yeah, there's a, it's outside of San Diego East at 30 25 minutes east of like downtown San Diego. Right, right. And I didn't know much. Okay. I just do it. Started doing, stand up. I wanted to impress you because you know what I mean? You're a headliner and I'd never met headliners, you know what I mean? That he's a headliner, so I'm willing to act tough, you know what I mean? And I came across looking at it. Good fucking asshole. Well, it's not how you came across. It was the threat that you had put us into. You'd put us in a bit. I apologized over the last 15 years. It's just a funny story. I still love you.

Speaker 2:          00:43:18       I likes to, funny story, but I just remember like this little motherfuckers gonna get me killed and I remember that. I remember it vividly. He was so incredulous. Even now we're waiting to get in the car. Ah, you guys are overreacting. Like get in the, I don't know what was wrong. Yeah. Yeah. I'm like, there's, I've seen murderers before. I've met them certain, there's a certain tweak in a person's eye when they've already killed somebody. Sounds like nonsense. I was just in South Africa, I did some shows out there, three o'clock in the afternoon, I walked out of my hotel room and all of a sudden I'm on the floor. What? Yeah. I got, why am I on the dirt? Right? And these two black guys from South Africa were rotting me. Whoa. And I, and, and I don't know, have any smarts. Yeah. I mean like they were, what would they hit you with something or they throw you out?

Speaker 2:          00:44:02       I walked out and I just could, I saw these two guys kind of following me. Oh. Like I don't have an instinct right here. I'm in. And the next thing I know, they throw me out of the ground. These two huge black dude, right? And then like my face is in the dirt and they take my blackberry and I had some cash in the other pocket. You're right. They ran off. And then Ian Bagg, you know, impact. Yeah. Ian Bag. And I looked for two hours for them. But what are we going to do? What we might do nothing. Why would you look for it? That was going to buy my blackberry offer them. Oh, that's good. Like they're going to accept money that's worth money for your money.

Speaker 2:          00:44:39       That's the dumbest thing I've ever heard is telling you this happened. And the thing is is I just don't have any street smarts. Wow. Yeah. I just don't have that instinct. I grew up in the suburbs. Wow. That's not just not having street smarts. That's like, that's like, you haven't thought this out. And Ian Bagg was down with this plan. Yeah. What's his problem? He's, he's from Canada, I think. Me and Bobby. He's Canadian. Other in the same apartment. He's Canadian. Wow. That's pretty crazy. Yeah. Yeah. That's the same kind of thing that Africa is very tricky, isn't it? It's crazy. How long were you there for? A month and a half. Whoa. What were you doing there from Mike? I did a bunch of shows in Johannesburg, Durban and Cape Town. It's crazy. It was crazy, bro. I did with great comics who have been see a, not Mitzi. I'm Pablo Francisco.

Speaker 2:          00:45:21       You keep getting them confused. I know Pablo Francisco, you know all those guys. Gabriel glaze. It was Pablo, me, uh, Ian Horny Adams. Wow. Okay. I saw a photo with you and [inaudible] online somewhere. That was it. Yeah. Yeah. So what was the experience like? Well, first of all, what are the audiences like? They're Africans. No, there's just white and blacks. It's amazing words. Do the best audiences I've ever played in front of. Really. You crush you absolutely crush brown. Really? Because comedy is only like 10 years old there. Whoa. Right. And they get all, you turn on the TV, you see two and a half men. All these shows. Did they get from America? Right? They can't do it themselves. No. They have a couple of, there's a guy named Trevor Noah who's a huge star out there. Really? Yeah. And he's a black guy. He's huge. And there's another guy named Luis. Right? So it's new. So like now know if you're a standup in South Africa, you get ad campaigns. It's like just Verizon and Trevor Noah. You know what I mean? Just huge posters. It's a market. Do. Donna is now playing out there. Who? Jeff Dunham. Like everyone's going out there now. Really? Yeah. Rogan, Joe.

Speaker 2:          00:46:26       There's plenty of places. I don't get to go to America. I got to get back to Houston. I haven't been to Chicago. I can Houston. You're to fucking Africa. But what I'm saying is, is that if, if, if you know, they don't know me, you know what I mean? And they're still coming out right? They probably got mad TV. Did Not. They don't know. No, they don't know who the fuck I am. I opened bro. Really? Yeah. I mean, I had already and all these guys go back to know horny is no, but the thing is, is that the producers of the show were like, because Asians are third class citizens there. Whoa. We're like, we're like the blacks of South Africa. Right? Oh. So it's like, you know, we were like riding the back of the bus like, but up until 10 or 10 years ago.

Speaker 2:          00:47:03       Really? Yeah. Did a back of a bus for Asian, like back of the bus. They just, they were not, we didn't, we weren't able to vote rich 15 years ago. Yeah. Yeah. So they view me as like, you know what I mean? Like [inaudible] which is crazy. Hear me. It is absolutely unfounded. The ball, you know what I mean? So it's like, so I went up first and I could feel every show did people going, oh man. You know what I mean? Like just, and I just know, you know, Bang, Bang. You know what I mean? You could, so you could feel that they were like judging you, judging me, but there was a feeling of like, what the fuck is this shit? Right. Really? How is that not judging you? Maybe. But the thing is, I know as soon as I opened my mouth and I just said the first couple of jugs, I had him on my side, you know what I mean?

Speaker 2:          00:47:45       Wow. You just crush. Wow. You know what mean? Because a, they've never really seen Asians that have an American accent that done it doesn't have an accent. Right. So that in itself is shocking to them. And be me just talking like an American, which I am and then me see being funny. You know what I mean? Shock them too. You know what I mean? Wow. So it's crazy. Yeah. So you were there for a month and a half. Yeah. I mean, how many shows did you do? I caught a lot, bro. I did like, I don't know, 35 Holy Shit. 30 to 35 book that there's a festival out there every year. You should do it to, it's 39 I'm not going to go. I can't do it. I don't want to, I don't, I don't like go on for any place. I don't even like going places for four days.

Speaker 2:          00:48:24       I like three days and done in and out. But for me it was just like, you know, cause I just ended ever been there and also, you know, that was, it was just a slow time, man. Wow. 35 fucking days in Africa. And did they pay you and gold coins and trunk and heads? Yeah. What's an aids? Good? No. The food is worried about malaria is worry about you go towards Cody got malaria. Yeah. Dude. It's like, it's like being, he did it really. Oh he didn't like being anywhere else. Kind of like if you're in Cape Town it's like, oh there's a coffee shop and uh, you know what I mean? Clothing store, you know, I'm mean Starbucks are there. No, there's another thing called this is the only difference is they rob you everywhere during the day. They have to have no, people get robbed all the time.

Speaker 2:          00:49:06       Wow. I that one of the producers of the show. So yeah, it was on the freeway during the day and some black guy just walked up to the door, his door, her door and said, I want the car. She just got up, gave him the car. Well, they pass on Africa police. Is there a lot of flights? Like, like the whole, no. Dude. Why would you tell me to go to a place where you get robbed all the time? What's so great about it? Because I'm just saying no, because I just think that you're a great comedian. Stand up. You know what I mean? And I just think that there's no one like you that's ever played there and that you could clean up. I don't want to hang out with the outward man. We could just have a law and words over here. They're hanging out with you.

Speaker 2:          00:49:42       I love them. I love them. I called this a cell phone. That's his, his voicemail beat boy. Oh, I love that. I love them. I love them. Cool. Yeah. We uh, we went Gaga on them when they first came out on the podcast, but that's how I know about them because of, because of us South Africa. Oh. Because of being a big there and also you don't feel, so you found out about them way before everybody else. Yeah. And also those guys, they, even the way they look, that's what some of the light of the lot of the white people look like. How popular is DMT were in South Africa, was it? Yeah, I know. But you go to a, like a hip hop stood have hip hop stores, you know what I mean? Yeah. There's a poster or whatever, you know what I mean? And you know, and you know, they have radio stations that play just regular music.

Speaker 2:          00:50:23       It's a normal place, you know, it's just all intense. It's just, it's just new. You know what I mean? Civilization is new, right? Yeah. Man, Joe Wise is new. That's what's scary about it, man. And its borders so much wild shit. But that's, you know, that's how Russell Peters, he had had his first theater show in South Africa and that's how he got the momentum. You wanna Sorta, but Russell's just, first of all, you know, here's a huge following in the Asian community, you know? Yeah. Tunes and Asians and they're just so happy that there's another comic like, you know, or a comic like him out there and they just come out and massive drove supporting them. The community is so strong. Yeah. But they don't support, Russell sells out like that everywhere. It's not just, you know, he's crazy. Yeah, it does too. Now this is the row or he had that really, yeah, yeah.

Speaker 2:          00:51:07       Hits First Theater show was in South Africa. How far is that flight? Isn't that like 16 hours. It's a 24 hour Gail, cause you do 12 to Amsterdam and they use one of the 12 to South Africa. God, I know. It's the worst. Really. It's 24 hours in the air. You feel like it feels like two weeks in the, in the air. Oh my God. You start sweating. You know he starts sweating after awhile. Right. It must wreck your body too, but yeah, it was 24 hours. Jet Lag. Here's your lap. It tears you up and you have to do business. Business class at least tell me this, what the fuck is going on on planes that make you feel so fucking bad when you land? Because I feel like I drink. I feel like when I'm on a plane I feel like it's like the same feeling I get when I do a show and have like three shots.

Speaker 2:          00:51:53       That's what it feels like. The air quality here. You're pretty much hotbox other people's insight here. Is that what it is? Yeah, and you don't know what you know. People are just filthy animals. Really sleep on a plane. You'll always sleep with your mouth open because you're sit back like this and like no matter if you look at it, everyone has their mouth open. So you're just sucking it in through your mouth. What is the way around that? There's no way around, oh, I went to a strip club in South Africa. It was the worst place I've ever been to my life. I did a lap dance from a girl. I kid you not that look like dog, the bounty hunter. Oh yeah. I can get in and that she had facial hair, you know what I mean? Huh? Yeah. Her breast was like, you know what mean shriveled up.

Speaker 2:          00:52:31       Um, it was awful. She was touching him. Yes, he's touching me, but I'm laughing the whole time. You know what I mean? So you did it on purpose. You want to do for fun, you know? Awful. Did you worry about getting robbed there? No, no, no, no. He just don't work. That was happening. I got robbed the last, like the second to the last day I was there bro. Wow. So it was like my, let me know. So did you just let, like when the guy stole your blackberry, did you try to get another one? And it seems like you know why? Because I know I'm leaving this, God forbid in place. You know what I mean? I could go back to it. Siblings hate it man. You're trying to get me to go there. What's wrong with you? You know what I'm saying? In terms of this rap Joe, in terms of like, you know what I mean, what you would do their business and wise, you know, it's all, to me what's the most important thing is having fun and 24 hours in the plan is not fun.

Speaker 2:          00:53:14       You know like I got a gig coming up in Australia, I'm doing some place called Rudy Hill. It's a outside of Sydney. It's like the suburbs. It's like oh I could get, because it was like a last minute thing. I that's cause I'm doing the UFC out there. I like doing those gigs are doing the UFC and so the night before I'll do a gig somewhere in Australia and I've done them in England and I've done them in Ireland. I've done them all over the place. Yeah. But I'm not traveling somewhere for 24 fucking hours to do an audience to do a show. Yeah, I can do that. I can do that in Burbank, man. Yeah, I'm saying that in my car and do that. Yeah, it's not, you know, that's just too crazy. It's too much of a commitment. You, but you know, that's the only Emma, when you were at a point point in your life worth right now, the only winner revenue you're getting is like shells.

Speaker 2:          00:53:56       Right. Just kind of have to go fuck it. You know why? Why fuck it when you just build up your audience in America, man. That's how I feel. I mean, I don't, I, there's nothing wrong with doing it and there's nothing wrong with traveling with, for me, first of all, part of his kids. I have kids. I can't just go somewhere for a month. They would fucking drive me crazy. But I wanted to see great white sharks and shit like that. You know, Tim? Yeah. That's kind of interesting. I mean, that was interesting about Australia too. I've seen crocodiles and shit and rose and find out that fucking Kangaroos kill more people than anything. Kangaroos fuck people up in Australia. They do. Yeah. There's big, giant futile. There's apparently two different types of kangaroo. Forget what color the big ones are. The big ones will fuck you up.

Speaker 2:          00:54:30       They're like 300 pounds. It shouldn't make gut people the kick you with their towed out there, that's ramping. Everything was trying to cash in Australia that they shipped there from a different place. Right, because they had locus or something that they wanted to get rid of. So they shipped these indigenous frogs from South Africa, but that the locusts were so high up on these leaves that the frogs didn't eat that locust or whatever. So they just multiplied poisonous. So today's will ramp. Yeah. People are so God damn smart trying to fix ecosystems it. Fuck that. Spray the bugs. You spray we cunts. Bobby. What was M and m like? What kind of what? We met him and M, right? Yeah. Yeah. What was he like? Did you meet him in him? I did what? I was in one of his music videos. Oh really? Yeah, I, yeah, he, I got a call saying it will come down now because they need you.

Speaker 2:          00:55:26       Right. So I came down, I did the three sketches. I played Sulu then I played an Eskimo in Wa. Yeah, yeah. And um, yeah, he's nice. I, you know, I hadn't met him before and that got to be Dr Dre, which is great. He has a huge black hand that just takes my little hand and it surrounds my hand and it's so dry into perfect. You know what I mean? To a doctor, Trey's hand and he's so gentle, like a chai giant, gentle guy. He put his hand on your past. She's huge. He's, if something happened, he started lifting weights and got gigantic, but he's kind, he kind guy because I grew up with Nwa. I love that stuff. Yeah. So it's like, it was a big ice cube once I was the fucking coolest thing ever. When ice cube said, what's up Joe? I'm like, kid knows my name. It's great. It's great. It's a trip. It's so crazy. The people that I want to tell. I was in Miami that was in the front row. I was in the front row was Gloria Estefan. Whoa, get the fuck out. I didn't know who she was. Holy Shit. So, um, somebody backstage before I went up to

Speaker 6:          00:56:24       glory has to fonts and the audience, it's Gloria Estefan is, she's huge. I go really? She is huge. So I went up on stage and this is what I said, this is, I'm an asshole. Oh No, no. I get up onstage and I go, ladies and gentlemen, Gloria Esteban, and then you know how they shined the light on her? Like, you know what I mean? Yeah. And she's blushing. She's kind of waving to the audience and I'm still smiling cause I don't know, I fucked right and a bond. And then afterwards she just left. Let's do, I was never able to meet her and I, and if you're listening, Gloria Estefan, I googled you after that. You know what I mean? And I know all your stuff and I really sorry for the disrespect.

Speaker 6:          00:57:06       Maybe she thought you were doing like an Asian joke though. You know why she's not Asian? No, no, no, that you were mispronouncing it. You know like you were doing like a character because I don't do that. You know what I mean? So like I trust me, it came off fucked up hours cause even the audience went, oh you know you could hear them. That's hilarious. That's what I mean. And it went down. I don't know what people like sports people aren't. I mean I did this one commercial where these two old men and that was like telling one old man to go get me a cup of coffee, a cup of coffee. You just got one. It was like, all right. You know what I mean? And at the end of the two I was, I was laughed and they're like, you know who those guys were? I go, who? Stan Mikita and Gordie Howe who are huge soccer hockey icons. Right. You had Gordie Howe going, getting you coffee. He did it in a, it was, it wasn't like I was a joking kind of like, can you get me one of those too? You know, it wasn't like telling him what to do.

Speaker 4:          00:57:59       I was not a hockey fan when I was a kid, so I didn't know. I knew Bobby [inaudible] was like a, a name. I knew it was a big deal. And so I was working at the Boston athletic club and Bobby or used to come down and work out. And um, that's, uh, one of the, one of the first times I'd ever been around a professional athlete that had been fucked up from his sport. I did not know how bad some dude's got jacked by their sports, but Bobby Orr had scars up and down both legs where he had some insane amount of knee surgery, was like 16 fucking knee surgeries. So I'm crazy. It might even be more than that, but his knees were so bad that he would play racketball and if the ball went to the left or to the right, he would just lean and follow the ground.

Speaker 4:          00:58:38       Literally couldn't move. It was the saddest shit ever, man. It was the saddest shit ever. And, uh, he would get, you know what a versa climber as it's like a, a poll. It's at an angle. It's got handles for your hands and for your feet and you kind of, you, you go up and down, up and down with this thing and it simulates that you're climbing something first or climate can't it? I used to have to put him on this thing. I still help him and when I used to do is to have to get behind him and I would have to hold his waist and he would put one foot in one of the stirrups and then you'd have to kind of lift them a little so he could get his foot into the next one because his knees didn't bend. His knees literally didn't bend. They, they, they went from like fully extended. So like one quarter is take John Mccain's arms. It was way worse.

Speaker 2:          00:59:22       Well John Mccain, it seems like you can't move them past a certain point where your shoulders, he's got bad shoulders and needs to rehab that shit. You know, I think rotator cuff, I feel whenever I see him, I feel bad because Asians did that to him. They, yeah. Is that what happened? Yeah. It was torture for five years. Really? Yeah. They put them in straps, you know what I mean? In rope. That's a fucked up his shoulders. Yeah. Brilliant. Well, what do you think that would even happen? Mattresses in car bag and maybe slid into third and the bag with his hands. That's, that's really what happened. They fucked up his shoulders and they made me play. John Mccain was at Monte. I met T I can look it up. Shut up. Put Bobby Lee. John, it sounds silly, right? They got the call. I got the call that I want you to play John Mccain.

Speaker 2:          01:00:02       I go, no. They go. Why? Because people like me tortured them. I'm not playing him to Vietnamese. It's pretty distant for Koreans, but you know what I'm saying now. Right. If someone said it's even getting Meese though, you'd be upset. Wouldn't be Vietnamese at all. I love them. Okay. It's not that you don't love them, but you'd be like, you're an idiot. You don't the difference between Vietnamese, Korean because a difference. Yeah, there was a big deal. Can you just say something? The reason why I said what I said, which part when you guys put not you guys. Right. When he bumped up to video I said, I think that, oh, that junk and most people have no idea what we're talking about here. Well, I don't know if you read it online. Yeah. Well most people are not going to read the story about you online.

Speaker 2:          01:00:44       Bobby Lee once was playing around and said something about Vietnamese. Wow. That's you as John Mccain. You look like Donald Trump. Fuck Frank Caliendo it doesn't it look up Bobby Lee is John Mccain and it just not looked like John Wayne. The reason why I said that was because of Gat Fan. You don't like that? No. My route, I wanted to know where my resentment, what? Why I said would say something like that in the first place. People. Yeah, and it was because at that time he was way bigger than me. You know what I mean? And I knew in my heart that I could just destroy him on, you know what I mean? As a stand up and everyone was saying like they bothered, bothered be done. Right. It bothered me then because he was saying he's the funniest Asian guy. Avar right. And I'm like, I know coy, I know Margaret Cho, you don't, I mean I know a lot of Asian comics that are very funny.

Speaker 2:          01:01:34       Well you know what he had was a killer five minutes, you know, on, I saw dad fan, I was the one of the judges for a last comic standing on the fucking kid destroyed man. I mean he came out and destroyed. It wasn't the best material in the world. Yeah. It was like, you know who, who cares? You know? It's like pop comedy. That's what he was doing. But he destroyed and then for whatever reason he really, he was really funny. But for whatever reason it just never caught on after that. That was it. But the thing is is that I know I'm on the club level, right. And I know exactly what he can do. Like in terms of like, if you were to put dat, Mi Khoi like any of the other Asian guys, other than that, you know what I mean? That it would, you could, would be able to see, don't you think that that's corrosive thinking?

Speaker 2:          01:02:16       Don't you think that, that, that kind of thinking is a detrimental as a, as a person to you? Like when you worried about what other people can do and comparing your center now I don't, because I know when we were saying, okay, it's like, you know, Ken, John, you know, his success, I'm very happy for him because I've done, I've went on tour with Ken. I mean, we did the Asian tour, right? Right. He's been on 1516 sketches at mad TV. I know his level and I, and he's a hard worker. Nice guy. And is a talent. Right. Okay. And you know, I feel the same way about Jo Koy or Steve Byrne or any of these guys, right? Yeah. No competitiveness with anybody. But I just, I just know, you know what I mean? At people's talent level and I just felt that he didn't deserve it.

Speaker 2:          01:03:01       Yeah. But what do you care? This is my point. Like why, I know I'm old, but Jill, I'm better about it now. Of course you are, but you're still sort of defending it, right? No, not really. I'm not really detecting I, that's what I'm saying. What I asked is do you think that that behavior is corrosive by saying you're better than that? Now you're saying yes, it is negative, right. It's very negative and you know, it was a bad time. Really bad time. For me, it's tricky with comedians when we were talking about someone else or, oh, that gets jealous about people. There's, there's, it's very tricky with comics for some reason, when comics see one person success, they've somehow or another thing, it is being taking away something from them yet is that it's an end. For me, it's like I, I have accepted, you know what I mean?

Speaker 2:          01:03:40       I accept what I have in front of me. I love my life, you know what I mean? But at the time it wasn't turmoil. Like I wasn't really, you know what I mean? I didn't know what I was doing. You know what I mean? And I was going, you know, I had just gotten sober again. You know what I mean? So it was a rough time, you know what I mean? Just, you know, you're just sensitive in our mailers and so, yeah. I mean I, in retrospect it was really ugly. Yeah. My point of it's one of those things you have to learn from now. You know, you, you see it so much in the open mic night days. You remember when you were an open Mike night guy and you were, you're just starting out and then there'd be guys that you work with.

Speaker 2:          01:04:15       It started getting work. Yeah, yeah, yeah, yeah, yeah. Dude. Everyone would hate, I would hate, I totally hate on people that would start, I'd be like, this guy's going to be good with fucking him was, but he's obviously good enough to get a job. Like, you know, it's not what hit him. Getting that job was not taking anything away. This is, yeah. But the thing that we learned over time though is, is that you realize there's so much work out there, right, that there's, I feel like there's enough for everybody, but at the time when you're not getting jobs, you know what I mean? You know that you're funny. It's just a difficult transition corner, man. That's all I'm saying. Is it because Dat Pham is a Vietnamese? Does that have anything to do with it? Uh, no, no, no, no, no, no. Because I know dat from San Diego.

Speaker 2:          01:04:54       First of all, he's a liar. I remember like during the show, he said he'd been doing it for two years. I started with the guy, you know what I mean? In San Diego. I mean, I mean, I have photos with him, you know what I mean? From back in the 90s so he had been doing it a long way long, you know what I mean? Living underneath a desk, all these things that he said he would claim claiming he was doing. You know what I mean? It's not true to me. It was not true. And also Margaret Cho wrote him a letter because he had stolen a joke from her. What joke was that? I Dunno what, Jock, you know what I mean? Asian jokes. It's very tricky. It's like what a buddy of mine, my friend Jon Tobin from New York is to say this, that when you work with a a bunch of black guys, he goes, it's uh, it's always, if there's three, there's three comics and two guys are white and one guy's a black.

Speaker 2:          01:05:38       The black eyes always like, yeah man, I was supposed to be closing. I heard her. I was supposed to because he goes, unless there's two black guys in the black guy, then they're like, yeah, I'm supposed to open. I got to get out of why he was all the black shows. That is so fun. It's so true because there's so much hack shit that guys would just rely on cause it would work every time. Now you're white people looking around, seeing if you could laugh at this Jewish material. Every person that's a Jew has to talk about them being a Jew and it's like they all did the same material. When I went to her with uh, on the fork, three Korean for Koreans, we didn't kings of comedy, it was me, Steve Byrne can and Kevin Shea and no one wanted to close while we would like kind of fight backstage like I, you know, I mean I had have to close sometimes, you know what I mean?

Speaker 2:          01:06:23       And it was very difficult because there's so much that we went over the material. It's just the fact that, you know, all Asian comics have at least 10 minutes, right. Of their act about being Asian. Right, right. The point of view might be different or the angle. Right. But you had all those probably have the most material, right? Yeah. I have the most material, but yeah. But now I asked you to kill her shit is Asian that do you still do that bit about the the Vietnamese guy hiding in the camp? No. Fuck it. That's why they win. The war that can hide, they can hide in trees for three weeks was just a banana. That was, it was a killer, but I was in that video you were talking about, right? Just before that we put up the, uh, the one that you got in trouble for that video.

