Speaker 1:          00:00:04       Four, three, two, one.
Speaker 2:          00:40:05       just bugs me that companies pay these guys knowing that they do this or like as a Jew, he's like, see, he's signed with caa who's signed with a bunch of comedians they probably took, you know, they're taken from the same basket. So it's like, it is weird, right? Yeah. Now if he was going on stage and doing their acts, she's been doing appearances. Right. He's got a book. He's been on TV shows. Well, I don't know. I don't know what he's doing. He's doing by maybe showing up, but he's. Look, he's obviously used it for profit. He's figured out a way to profit. It's weird. He must be weirded out by this fuck jerry thing too, because you might be. Must be sitting there going, okay, all right, here was going to leave me alone.

Speaker 3:          00:40:46       It's, um, you know, comedy central was advertising on the fuck Jerry page, which is like Jesus folks. I didn't know that. Yeah. It was like Jesus folks, can I just sit you guys down? Go over a little history.

Speaker 2:          00:41:02       Sure. Comedy. Well, I mean it might've been car. They didn't learn that either, you know. Well that was while it was happening, you know, they, they did learn eventually they let it go eventually. But that was also because the ratings have dropped through the floor or

Speaker 3:          00:41:15       you know, comedies on fucking easy to make up, you know, especially like meme kind of comedy that's done by folks that are working in offices, meme kind of comedy, some of the funniest fucking comedy on earth. And it's done by regular people. It's not like a, it sound like most

Speaker 2:          00:41:34       memes are written by high level satirists that worked for the New Yorker. No, they're fucking regular folks who think something's funny. You know, I think what's going to happen is that as technology improves, the like being able to scan a photo and go, well we could tell the first time this was ever put on the Internet with from this little girl, she took a photo of it has all the data in the picture and that's now used on this mean that's making this much money in this game. Then it's gonna be kind of broken down like a, you know, any kind of artists. Yes, yes. I mean the idea for the buyer and the argument for the block chain getting involved in here because we could tie that. You can, I guess it can be in the data and the bins like. No. Let me ask you this.

Speaker 2:          00:42:14       What if someone uses a picture of your band, so you have a band, they use a picture of your band and then they have a funny meme under the picture of your band who owns that? Then that's what like, I think beyonce tried to get that picture taken off the Internet from her from the super bowl a couple years ago because it was like a bad picture. She didn't like how she looked in it. That's hilarious. Yeah. That's how the fuck is that lady to take a bad picture. I just, she doesn't talk to her. Go listen. It's good. It's not your best, but you look fucking great. Like if that shit was on tinder, you know, you wouldn't be on like did it? Who? If someone was paying for that meme should be onstage gets some of the money or that's. That's the question you would have with like a corporation.

Speaker 2:          00:42:56       Right? Which should someone be able to grab photos that are out in the public domain, make something with it and then profiting. That's the, that's. There's been a lot of bands. I'm sure that that's why I said bands because they're like really good at protecting copyright and their logo and shit. If you had like the kiss band logo, you don't think gene Simmons would come at you. He's coming at you with some lawyers, 100 percent, right. That's just what he's going to do, but it's who owns those photos? If it's like Gene Simmons, like spitting fire out and I think if you took the photo and the cameras were allowed inside the event you took it, but it's not for what the cases though. Most of the photographs or people that are putting out there, just putting them up online and someone takes it. It's like say if you gene simmons spitting fire and then it has a joke about eating hookers, pussy or something like whatever it is.

Speaker 2:          00:43:43       Like make something funny there. If that's online and that becomes this giant meme that gets all these likes and that somehow or another someone, how the fuck do you profit from you? From instagram? You don't profit from individual posts, but those individual posts will boost your signal. Yeah. Some posts are profit. Instagram, you have to say add on it to say sponsored post, right? Yeah. What legally exposed to, but I'd probably say 90 percent of them aren't. Right. A lot of people don't write, especially if it's like instagram is you can get away with it. Instagram models talking about t I e s t, eh? Yeah. It's a whole instagram model is a fucking hilarious position. It really is. Powerful position. Yeah. It's hilarious though. It's, it's amazing how many of them there are and they make money. No, it's smart. It's amazing how butts are such a big thing now.

Speaker 2:          00:44:38       Yeah. And like when I was a kid that no one cared about butts. It was big. But you're like, Ooh, listen, wait. Yeah. We talked about this before when I said let's start mixed a lot of change the game and everybody's like, oh you like big butts. Hey, I kinda like for whatever reason, it wasn't even an issue back then. Girls would have giant fake boobs and tiny flat butts and they were perfect. My grandmother would have millions of instagram model hits. Fat bottom girls was before that slightly, but no one really. It didn't make the rock world go round. That's a great God damn song. I didn't see Bohemian rhapsody. Did you? Did you see it? I heard it wasn't that good. What the fuck are you guys talking about? I heard it was amazing. Did you? Yeah, I did. I'm a giant queen fan though.

Speaker 2:          00:45:25       I love them. That's my number one cryogenic song when I'm in the crowd chambers dragging attack to do because you got to move around when you're in that 240 degrees below zero. It's hard to just sit. Still do a little dancing in there. Uh, he did a rainy Malik, I think is the, the actor's name that played him Freddy Mercury. Oh, good job. But before it happened, Sacha Baron Cohen was sort of in talks for it, but you wanted to take the character in a different direction that no one was really comfortable with it. I would've rather have seen that. No Man. What does that mean? That's a weird thing, man. You can't because it's been said to that get spicy talk, but you can't just add stuff. My wife an art piece like Bohemian rhapsody, although it is an art piece, it's a documentary of a guy's life.

Speaker 2:          00:46:19       Like in some ways you're documenting it right? Like it's supposed to be his life, you can't make up things that never really happened or I forget what movie, but it's like a, it's the difference between like a bio pic and an actual biography or documentary. Like what is the difference you're making a Hollywood movie versus. But what is the difference in terms of the story creative? I think creative control. I like being creative with some. Like we know this event happened in this event, happened that day before and in the middle. What would happen where one one is knowing all the facts, the foxcatcher versus a documentary about Mark Schultz parts in there that you specifically know. Yes, we're fucked with for no resistance sake. Not just the parts that I know, but I didn't even talk to mark about the movie, but there was a bunch of parts that I think he was furious about where it made it look like they were doing blow and maybe doing some gay stuff. It looked, it was, uh, it was, there was a lot of weird scenes that things were implied or just seemed odd. Like, how do you know this happened in less mark told you? And so, and mark was furious at the end, uh, after it was released. And then on top of that, I like the big one was that they changed his opponent when he fought in the UFC. They gave him a Russian guy when he in fact fought big daddy

Speaker 3:          00:47:30       goodrich who's a legend, like big daddy goodrich's an MMA legend. He was a pioneer. He was in the early UFC, the giant yoked black dude with the Geeky. I mean he would fight with the guy. He has one of the most brutal knockouts in the history of the sport where he fought this wrestle. Paul Herrera and Paul took him down and they got into a position where a big daddy goodrich was lying on him sideways and he elbowed him in the face like 10 times in the course of like three seconds. And it's so horrific. You watching his head just bounce off before they stopped the fight. It's fucking brutal. Like one of the most brutal Kales you'll ever see in your life. So this guy wasn't a just a regular guy like you just substitute them out and make the guys named Tom Instead of Bob. No, it was big daddy goodrich.

Speaker 3:          00:48:24       That's who mark Schultz fought when he fought in the UFC. Watch this, watch this. Boom, boom, boom, boom, boom, boom, boom. I mean that guy is cop out and his arms are trapped in his legs. A trap. Big Daddy's got him in like a, a like a crucifix position and it's from Paul tried to take him down. I mean that was a. So that guy, big daddy goodrich is a. he's a famous fighter. It's not like they took some nobody and removed him from the movie and changed the name of someone where it was. It didn't really matter. It was a historical event in mma. That's the reason anything.

Speaker 2:          00:49:04       No one knows. Some crazy producer. I think you should fight the Russian guy because this is. We're in the cold war again baby. I don't know. You boot and I don't know how you feel about politics and some producer. Just one of the judges on the soup. Some writer just wanted to cup his own balls, squirt one off into the fucking stew. That's probably what happened. Yeah, the screenplay to make it to watch better. Who knows? The only other thing that makes sense is maybe they would've had to pay get daddy goodrich. Right. And they didn't want to pay him. Maybe. I don't know if that makes sense. That makes sense. I mean like Mike Tyson, you know, he had that video game a long time ago with Nintendo and they had to pay him to use Mike Tyson's punch in, punch out and then after like a couple of years he was like, I hadn't done like this in.

Speaker 2:          00:49:48       So now it didn't. It was just called punch out. It wasn't even Mike Tyson in the game anymore day. Like take it off. Some new dude. Yeah. Have you done the Vr boxing game yet? I haven't done the Vr boxing game, but it looks cool. Like the rocky one. Is that what it is, is a whole bunch. A whole bunch of them too. They're amazing. Yeah. It's like a regular boxing game. You playing on TV is so stupid. I mean they're fun, but in comparison to a vr game, in a Vr game, you're boxing, you're, you see your hands in front of you, the guy's throwing jabs, you're slipping, you're like standing in front of them. You can catch punches with your hands, you can throw shots to the body. It's crazy. You get tired doing it. Like you could really get a workout doing it. It's amazing.

Speaker 2:          00:50:28       And this is it right here. Like this, what you had sent us, the new rocky when they just updated clubber Lang. Mr. T's in it or is it just random guy with Mohawk? Well, that's clubber Lang. But look, look how everybody is. Imagine if people were really that Jack Town. I mean this is. So what does that Drago and he's fighting. There's drago versus rocky. Yeah. But we can't see. You want to see what it looks like from your eyes. And this is a, um, that's a regular video game or that is just for testing of the. And this is just a teaser that showed. I guess I was looking for the updated. You want to see what it looks like when you've got those gloves in front of you. Have you tried Vr pull yet? No. No, no. I like regular pool. Vr are so great.

Speaker 2:          00:51:13       I love it. I just need to get it out of my living room. It's just too much for my living. There's things that you couldn't do with Vr pool that you need to understand. If you're actually playing pool with real pool, you need friction. Wow. This looks great. It's crazy because it looks nice. It looks a little bit of haptic feedback for this to get maybe the next step to look how he's using his hands to block too crazy. The thing is, man, when when someone swinging on you, when this fake person in front of his friends, it's nerve wracking. You think you're going to get hit and when you do get hit and you see red where you see white rather, you just killed them. It's funny watching the guy. It's pretty amazing how vr really gets immersive like where you were like the resident evil video game.

Speaker 2:          00:51:58       I mean, that's scary as fuck. You really think zombies are coming after you. You. Yeah. You really do. You know that game. The thing about that game though, it doesn't necessarily. Boxing thing does not necessarily reward perfect technique. It's just you could kind of just do this and do that. So you'd have to like be. If you wanted to use it as a workout, you'd have to actually be disciplined and use good technique. Well you'd probably do is put gloves on, put some velcro gloves on and put the, the, the little fucking hand thing glove close to. They're better than the next year. Two. You can just duck tape it year or two. It'll be in the glove itself. Yeah, there's actually a, I think it's called the knuckle controller is the next version of the vive controller. It fits around your hand like a glove. It's not just goes around your neck if you don't have to grab sort of in the same way.

Speaker 2:          00:52:43       Right? Yeah. Cause um, when you have your hands this way, like with thumbs up, thumbs up shows the gloves like this on the screen for some strange reason. So when you're throwing punches, it doesn't look right, they need to change that, but other, because they, it's like they want you to just do this, but that's freaking me out. But when you're actually doing it though, if it looked like your hands in the same position as your hands, it would be a worthwhile way to learn. Like a guy like Freddy Roach could literally do a game where he showed you, all right, I want to see the gap right here, right here, right pop. And then here comes the hook, duck under, and then we'll go to the body, go to the head, and you could do that and do drills

Speaker 3:          00:53:26       with a guy. And actually you could pick up real skills in a vr game, especially with boxing, boxing, particularly kickboxing, maybe a little less because you're moving your legs, you're not just moving your hands, like you'd have to have some sort of sensors on your legs so I can know what you're doing to make sure you're not showing bad technique. Like your knee might be down or you might be doing something funky. But if you have boxing, those two things are just like gloves, all you need to learn as all the other things you need to learn how to punch it out and move around, but you can effectively with just holding onto those things, you're, you're staying in the same position that you would be if you were really boxing and you can move around the ring too. Like it's a, it's an area like the size of this desk maybe like a little bit more so it's not like you're in one place and you don't have footwork. You could actually develop footwork too, so they can have like a facility Loma Chanko doing like footwell drills, footwork drills rather where you would learn on a virtual reality thing, where to step, that'd be fucking bad ass. All that stuff that you could learn some shit from those things.

Speaker 4:          00:54:29       I like how the Vr is. There's an amusement park or a buildings now, kind of like chuck e cheese where it's just vr rides now we're just like, oh, you're a parachuting or you're on a rollercoaster and stuff. I like how they're doing that now. A lot of malls have that

Speaker 3:          00:54:44       now. Yeah. Yeah. I've done those. I've done the little spaceship ones too. When you roll a Dune buggy around on the surface of that.

Speaker 4:          00:54:50       Have you done the star wars one in Vegas yet? I guess you actually have like five people in your group that you can see in the game and there's like a, you know. Have you played at the Glendale Galleria? They do, yeah.

Speaker 3:          00:55:02       Do the dopest one they have. Is that the Disney land? The same Disneyland village, but the Disneyland village one is. There's a start star wars one and then there's also a wreck it Ralph one. The record. Ralph one is fucking amazing. Is the same company avoid? Well yeah, that's it. Same place. So they have the star wars one sometimes, so they'll have like one game set up for like a couple of weeks and then they'll have the other game. We went to Disneyland and that was the dopest thing. It didn't really. Yes. By far. Fucking amazing dude. You wear the suit. Okay. So you have this vest on, so you're feeling when you get hit, you feel in your chest, you feel heat. They have moved places where you walk through and it's like lava below you. You feel he was the star wars one.

Speaker 3:          00:55:47       When you're getting shot, you feel it in your chest. No Shit. You pick the gun up off the wall and you've got like storm trooper arms. You see you're holding the gun in front of you. It's crazy. Awesome. I didn't know that was in Glendale do. They're getting so good. This still. You still are super aware that you're in a game for now. But this, you know, go from Pong to fucking what's the best red dead redemption. That's probably the best graphics. I mean fucking insane graphics. That's what does that 30 years, 30 years they went to that these virtual reality games, 10 years from now are going to be insane. No one's gonna want be in regular life.

Speaker 2:          00:56:24       Regular life's going to suck. Yeah. There's not going to be at Disneyland or Disney world anymore. It's just going to be vr. It'll still be there, but you'll be able to get on every ride.

Speaker 4:          00:56:34       I haven't watched this myself yet, but the MBA makes a viewing and vr available now. Not every game, but it's like once a week they have a particular game you can. You can log in and watch that. They changed the cameras a little bit. I don't think it's perfect yet. Holy Shit. Very cool though, Dude. Like watching this on the floor. You're on the floor and they'll. But they'll move you around so you can sear in the footage to it. I think they have a separate announcing team, so they're. They're talking about what you're seeing versus like listening to the normal TV. Quite not there yet. We filmed a couple episodes of kill Tony and Vr and we had some of the top of the line cameras for it and still wasn't there yet. It was more hassle than it was worth.

Speaker 2:          00:57:16       This seems like something that would be fucking amazing for the UFC though. Oh yeah. I mean this would be a major basically have your view. Yeah, except you. The cage. The cage would be in the way, but there's gotta be a way that they could film through the cage if they just had a camera in a reinforced position where it was far enough back behind foam that there's no way it could interfere if someone crashed into it but yet close enough that it could see through an actual hole. You could get the entire octagon if you did it with several. Several different ones. Are those

Speaker 4:          00:57:53       they had or they had it at least at this, isn't it? I guess, but it was a ground level. I think they call it the Phantom Cam, but maybe it had a different name and it was vr. It wasn't vr. Know the UFC is used it a few times. They always try out things there. They're very experimental. They don't always show everything they're trying out though. But problem with. Cool to try. Maybe one time. Ideally you'd want it right in the middle. Like not above or two below. Okay. And it would have to have because it has cameras all around it. So

Speaker 5:          00:58:21       you know.

Speaker 4:          00:58:24       Now that's hard to do with the cameras. I guess a without getting in the way, if everything.

Speaker 2:          00:58:32       Yeah, you'd have to. You'd have to find a good spot for it, put it on a burst buffers head and let him just go to town. Well, they used to do that with pride. Pride used to have like they would wear glasses with like cameras next to the glasses and you'd get the referee vision. Yeah. It was crazy. It's cool separating fighters and breaking it up and waving the fight off. Yeah, that's Kinda cool. Yeah, it's pretty bad ass. Yeah, it is. It's A. I guess it's just a little team. Marshall camp is what? It's going Pov Cam, but that's just point at me, man. Sometimes. Yeah. There's one like that that's pointed at me. Oh yeah. I guess. Sure. I have seen that there. Yeah, they use that sometimes when you know, when we go crazy when we jump up fights happening. I didn't know that was even. I didn't know that's what they did it for until one day I saw online. I go, oh,

Speaker 3:          00:59:21       that makes sense. That's a smart thing to do because sometimes we do get animated. There's been several fights were me, anik and DC or dominick Cruz. We're all standing up like, well, while the like the end, like Amanda Nunez when Amanda Nunez knocked out Cris Cyborg, we just, we were like, what? Like your whole body is like, she's us. What the fuck did I just say? Sometimes you just can't sit down. You just, your buys just like God damn it. It just goes. You don't, you're not even trying to control it and you just let it go. When you see somebody do something fucking insane. Like there's some wild crazy francis in Ghana knocking out Alistair overeem type punch. Yeah.

Speaker 3:          01:00:06       Yeah. It's me and Dominic and John Eck and annex up and I'm leaning back. It's crazy job, man. It's crazy job. So that was the moment. And you see the one below it. See that? Go back to that. So that one below it where I'm staring at the camera in the upper right. I know that froze up video taken by John Wayne. Par. John Wayne Parr who is a multiple time world champion and friend of mine, a great guy who lives in Australia, was there at the fights in Australia when Holly Holm knocked out Ronda Rousey and he filmed Holly Holm head kicking Ronda Rousey and then turns to me and I turned to him and I was like, what the fuck just happened? I was like, Whoa, whoa. But when you see it, like in that moment when you see, when you see something that, that fucking nuts in that moment, you're like, oh, I can't even believe what I saw.

Speaker 3:          01:01:04       That was mailer. I looked at him and he looked at me and were like, Whoa, dude. That was crazy. There's no sport like that. Some sports just, you know, they just have this moment where everybody gets a jolt of a drug. You know? Everybody just gets it. I mean, that didn't happen last night at the Super Bowl for you. I left before it ended. I was at a friend's party, went to a superbowl party. It was fun. The lowest viewed one in the last 10 years. Are you serious? But not by a lot, but yeah, it's because they knew that that handsome man was going to take your shirt off. Oh Levine. It's beautiful man. No nipples, nipples. Now he has a Nice Brown Nicholas. But then we're like Janet Jackson, like the big crazy. Why is he loved shows nipples. So both. This is bullshit, sexist bullshit. And his Dick Route. This is. Oh my God. He had decreased showing God is bullshit. He just wanted. Everybody knows he's got beautiful tattoos and a fairly good body. Doesn't move. He does a lot of squats though. Right? That's what's interesting. He's around like the greatest super athletes in the known universe. Actually. It was pretty good. Right for

Speaker 2:          01:02:20       today. He was pretty good in those. Random for today was. I mean, he's not always around the greatest super athletes, right? No, no. Yeah, yeah. Um, yeah. It looks pretty good. It looks like he's in good shape. Happy to take your shirt off with this California stomach tattoo. But the point being that guy is around, he's around six foot five, 290 pounds super athletes who could jump over his fucking head. They literally could run through 100 of him, like they were paper walls, just raw. That's what he's around. He's around the fucking super bowl, the greatest physical specimens in the known universe. And he takes his shirt off like, hey bitches, I'm here to. They had an event set up over the weekend. Uh, some people could test their 40 speed up against other NFL teams, whatever. They had this hilarious Hussein bolt did it and it's in his shoes. They said street shoes or whatever. But she didn't have cleats on. He tied the fastest ever. NFL 40. He's probably did with a full stomach. It probably just a track a couple of beers. Fuck it. I'll show these bitches what's up?

Speaker 2:          01:03:30       Yeah. It's just, it was weird like watching on tv, it's due to shirt off, like, oh, this is a different thing now. Now this is like a sexy concert for. It was like a football and that's what I think he's getting shit for it because he didn't need to take a shirt off. Right. You know, he, he, he had his shirt on and then like after the second songs, like, you know what, let's get sexy in the super bowl. No, no, but I mean, why else would you take this shirt? At least make it Hashtag. Hashtag sexy in the superbowl. Gets sexy up in this bitch. Well, he's a sexy man. Can't, don't be hating. Beautiful Man. Yeah, I mean, but. But that's the whole thing that your audience is a bunch of guys jacket on with Jack and on. Well, it was cold out at first, but then he started to warm up a sweat.

Speaker 2:          01:04:14       Never trust white men with Nicholas's. That's my message for the one now he's got the little necklaces and the bracelets for the falcons land on. Wait a minute. Those are spiritual Nicholas's. If you have wooden beads for whatever reason that makes you spiritual hemp or gold. I can't even tell you allowed to wear necklaces because like people go, oh, you like really indoor ganache stuff really into macro, but that's gold is gold. Yeah. That's the other one was just a weird lighting. I can't wear necklaces, man. It bugs me. Did you ever wear necklaces? Necklaces? Sure. Yeah. It's never been a staple, but it's a, it's a, it's a weird thing if, first of all, if it's, if it's big enough, it's like this target, right? If you have like a bill gold necklace, people want to steal it. Right? There's a lot of Nicholas snatchers out there.

Speaker 2:          01:05:02       Brian, I don't know if you know that. Yeah. But then the other thing is, uh, like what are you doing? We're doing with that big old shiny thing around your neck. Are you doing. What? Are you a chick? Remember it in the nineties, chokers were thing and I used to wear a choker. How gross is that? Like dog choker, just a really tight necklace. Yeah, hemp necklaces. Oh yeah. Those were the little bead. The bead at the bottom. The beads. Critical. Kind of have the bead. Yeah, multicolored bead. Think over. You're cool. Yeah. Like, it's weird, like, like some guys will wear like little anklets with beads and they tie them off and they'll walk around barefoot and you're like, okay, what's kind of like that? Look that you're not shop. Look where you have like the really tight, like your pants go up so you can see your socks, you know, you show a little leg. You know why they do that or sneakers. Those guys show off the sneakers. False. That's what she told me to do that Jamie. That's what my parents have that actually for it.

Speaker 2:          01:06:03       That's how the uh, that's funny. That's how the pants are made. You don't buy those pants, man, that you're not buying pants. Where do you buy your parents? Lady store. Do you buy? Do you buy it at coach? Do you buy those pants? Icu Doc on? Gosh, that's hilarious. Do you don't do that too? You know? How dare you, how dare you have a pair of a very comfortable underarmor running shoes on? How are those trouble? That was in your shoes the other day. Um, they're a little too tight for me. Okay. They bind my feet a tad bit. When I got to the store, I had to swap them out for A. I had a pair of converse all stars, which you might go to. You Got Yeezys right? Jamie gave me a pair of yeezys about a year ago and he just to talk to them. You just keeping them on ice dead.

Speaker 2:          01:06:45       Socked him. Is that always called that stock dead stock. Dead stock. Oh. Do you know a dead naming is? Do you know what dead naming is of? No, no, it's a new thing that's illegal on twitter. It just something I wish I knew I didn't know until after the podcast, but dead naming is a. it's banned. So say if you decided tomorrow to become a woman and you're like, I'm not no longer Bryan. I'm Bryan INA Brianna. That's what have you thought the servers. So I'd be like, okay, Brianna, but you're still a man. And then boom, that's deadnaming you can't call someone something other than their preferred gender. So like if that identify as a woman, but their biologically male, you're not allowed to say their biologically male, uh, you're not allowed to call them a man because that's deadnaming. You not allowed to call them.

Speaker 2:          01:07:40       Like you couldn't call Caitlyn Jenner. Bruce. If you called her bruce, you'd be dead naming her. But that's just like, that's not illegal or I mean like, oh, it's winter rule. If it is a new poll, please pull that up. I did not know this. I did not know this. It. It's been around for awhile, but I'm checking the twitter. That's kind of weird. Dead Name. He has been banned for a while or don't know. The term term has been around. I just found out about the term maybe a couple weeks ago. I had heard the term for the first time somebody wrote dead naming and I was like, what? What is that? And then I had to look it up. I saw the new rules. We have to deal with that fucking article. There's an article that I was reading. Go ahead. I'm looking right at their terms of service. It's directly word for word in there. Okay. Where's this?

Speaker 3:          01:08:27       Okay. Dead naming of transgender individuals repeated or nonconsensual slurs or epithets? Racist and sexist tropes or other content that degrade someone. Okay. Well hold on a second. Like what does degrade someone? So if you. If you contact me and say, hey bro, you're fucking short. You're not funny. That's degrading, like is that not allowed? That's crazy. You have to. You have to have that be allowed. We are targeting individuals with repeated slurs, tropes or other content that it tends to dehumanize, degrade, or reinforce negative or harmful stereotypes about a protected category. See, that's where it comes from. Like white people are not protected. This includes targeted mis-gendering or deadnaming of transgender transgender individuals. Oh, I love how they just went with the giant corporation and they just went with some new word that's only been around for like a month. How long has deadnaming been around for

Speaker 2:          01:09:33       the urban dictionary? Had It in there from 2014. He never even heard that, but they're on the ball. Tell you that, but you to stay ahead. Twitter still allows goat season and all the porn you want. It was interesting to me. Yeah. Well, porns consensual. I love that. That's hilarious. I love that. That's all. I love the. I love the chaos of it all. I love the fact that

Speaker 3:          01:09:56       trying to sort everything out. I just think it's. The whole thing is crazy. It's so bizarre that they're trying to, in that sense with that like that's so vague to dehumanize or degrade what every joke about someone, every joke about trump, every single joke about trump that every single comedian and slash or commentator in or person makes is in some way degrading. When you talk about how fucking stupid. It's like Rob Reiner had a joke about him, called him a piece of shit or call them a piece of crap yesterday and said he couldn't believe how fucking dumb he is.

Speaker 2:          01:10:34       Trump talking about hillary though. He's doing it to him.

Speaker 3:          01:10:37       Percent. One hundred percent. One hundred percent. So that's so vague. That's so vague

Speaker 2:          01:10:42       and dead naming is not a real word. So like how are they using fake words in this?

Speaker 3:          01:10:49       They're trying to say it is now. It is a real real word. Yeah man. I don't know if your name used to be bruce and you change it to Caitlin. I can't say that. That seems bananas. That seems bananas. So like if you're fucking with somebody, say somebody became a woman and it's still an asshole. Like you can't call him Mike, you know. Hey Mike, look, I'm sure you're bitter about this whole changing your sex thing. You can't bring that up. But uh, you're still an annoying guy. You just don't have your deck anymore by like if someone says that they can't say that, why can't they say that they should. That's to me stupid. Why? Well, I'm not saying that that's hurtful, I guess to transgender people and that's can be considered hate speech or hate whatever but own. But only when it comes to like gender, right? Like if you could tell someone, hey, you're short and fat and stupid and they don't. No one cares. True. Right? You could say you, uh, you're ugly as fuck your noses. Disgusting.

Speaker 3:          01:12:01       What happens there? Is that the same? What is it the same thing? It might be if you do it repeatedly, right? If, once you just throw one out there, probably. Okay. Probably one time you could shit on someone's looks. But it's like what? Like deciding what you can and shit on someone for like what I'm saying is if someone's an asshole and they're like, here's a perfect one. That woman who used to be a man, she's transgender woman who was in a store screaming at this kid behind the counter that it's ma'am, it's man, this is a perfect example of that guy was terrified. She's fucking huge and she used to be a guy and clearly still looks like a guy and she's saying it's fucking ma'am. Like you mentioned, knocked some shit over. She got violent. Yeah. In that situation you're telling me that it's not cool to say, how about you settle the fuck down because you look like a guy. You're acting like a violent guy and you used to be a guy. Pardon me if I think you're still a fucking guy

Speaker 3:          01:13:03       that's deadnaming. But that's a good thing to say in that particular instance. So without nuance, right? Without context, it's saying you can't say anything to degrade someone. Well clearly that would degrade that guy, but if that guy was saying, fuck that kid, he did it on purpose. On twitter you're saying someone can't respond, hey man, I'm sure you're really upset that you got your Dick or moved and these still look your guy, but fuck you. Like why can't someone say that? Because that's people communicating how they feel about you being a dick. Like if you start out being a dick and then they communicate about you being a dick by being a dick as well. Are we banning? This is the product is covering their butts and there's probably not like of like Jamie said, it's dangerous in a lot of ways. It's dangerous to control people's thoughts and behavior because who are you to say and when does it end?

Speaker 3:          01:13:51       You know? It just keeps going and going and going and going. It gets. It gets very slippery when you have one group that thinks it's right and they're trying to control another group that thinks they're right. Man, that is a. it's. It seems so simple when you just talk about deadnaming transgender people or not degrading people based on their or their ethnicity or their this or that, but what you're doing is you're trying to dictate how humans communicate with each other and people don't like it when you tell them what to do. The problem with telling people what to do is they want to do the exact opposite is one of the first things you realize when you have kids like, oh, they don't want to listen to me. Like I got to figure out a way to sneak information into them. You know, or you gotta you gotta figure out a way to not be too bossy.

Speaker 3:          01:14:34       People don't want someone telling them what to do. This is what I missed when I was editing, headed into that conversation. I missed how other people looked at that guy and what he stands for. I don't think it's correct. I think it's way more complicated. I think it's an insane business to run it. I don't think he really knew why Alex Jones was band or anybody else has been. I don't think he really knew. I think he's dealing with a giant corporation and he's a young guy anywhere. Sandals titling company here. Wait, wait. What kind of Sandoz is a weird ones. Like the Nice Guy. Let's just choose. He runs a couple of different companies. He's not. He's not sitting at twitter office. That's another thing that Alex Jones brought up today that he sponsors the podcast through the cash app, which is also. He also runs 100 percent true, but I would have, and I think we talked about it on the podcast.

Speaker 3:          01:15:26       We even talked about the cash app being a sponsor and about how it's helped. Justin wren is fight for the forgotten charity. So Alex Jones erroneously said that I didn't mention it, so we did mention it. It's worth mentioning and Alex Jones is a having to like respond to people that want to know if I've seen what Alex Jones has said about me lately is one of the weird things that I have dealt with because first of all I've always had good dealings with Alex in person, person to person, but he's obviously in a world of shit right now. There's a lot going on with him with the sandy hook stuff and he wasn't entirely honest with me about what he had said about Sandy Hook. Maybe he didn't remember. Maybe a. He was trying to phrase it in a way other than the way I interpreted it when I saw the videos, but there is a media matters video that shows all the time where he said that Sandy Hook was fake.

Speaker 3:          01:16:23       This is a very complicated. To me, this is one of the reasons why I struggled with bringing him back on the podcast. That's very complicated. It's that is. Even though I've known the guy since 1998 and if I'm around him, I'd say that's my friend Alex Jones. He's a friend. He's awfully. He obviously did something fucked up and the parents that had to deal with what he did. There's parents that had to deal with people calling them a crisis actor. They had to deal with people harassing them at the courthouse and harassing them if they met them in public because they were saying that they were lying about their kids being killed. So not only are their kids being killed, but they have to deal with someone harassing them and saying, you're a liar and you're enactor. It's insanity and I wouldn't. I would think about it differently.

Speaker 3:          01:17:16       I definitely think about differently if I wasn't friends with Alex, but I would also think about it differently if he hadn't made shit up about me. He said that I was told to stop talking about conspiracies are they threatened my family that's 100 percent horseshit and he has my phone number he could have called me. I called him after I heard about it. He told me that someone told him that. I told. I talked to the person who told him that I'm like, this is fucking bananas. Like you out of your mind, call me. This is so stupid. You think I'm not talking about whatever. Fill in the blank. Whatever. Ridiculous conspiracy, the rothschilds, the Rockefeller's, whatever it is. I'm not talking about that because the government threatened my family. That is fucking wrong. It's ridiculous. And now you've put it out there. So Alex Jones went on afterwards and he apologized and corrected it.

Speaker 3:          01:18:08       Then recently, because I haven't had him on the podcast, he decided to start saying that I worked for the CIA and that, um, uh, George Soros talking points, which I don't even know what these fucking talking points, our talking points about him and specific not talking to anybody. No one's giving me talking points, not George Soros, Eddie Bravo has been saying he wasn't good. He got good information. Even say that. So stop. Joey Diaz did fuck with it for awhile though. But, but the point being, the point being Alex is you're out there. I still like you as a person. If I saw you, I'd still give you a hug, but you're making shit up. And this is, this is not helping anybody wants to defend you. It's not helping me as a person. Talk about the good qualities in you and you know, the, these things that you're saying are made up.

