Speaker 1:          00:00:02       Uh,

Speaker 4:          00:54:51       Yeah, yeah, yeah, yeah. The mycelium, right? Yeah. So like, so when you, okay, so everything's eating itself, but if you imagine that what you're looking at is actually only one half of the thing, because we can't see into the nothingness that happens after death, then it could be that you're actually looking at one, just one part of a process, right? You're seeing just what you're, you're seeing a limited part of an infinite process that's happening where death is just one piece of it. But the thing that dies doesn't, um, isn't annihilated it.

Speaker 7:          00:55:31       Okay.

Speaker 4:          00:55:31       No, go ahead. It's not, it doesn't go. So the idea is it's like, okay, what you are is a thing growing out of time. Right? You're growing from that, which is not into that which is, or that which is not known to that. Which is is nice because where are you? Where were you before you died? Who knows? I know you, you're born before you were born. Oh, right. Same thing. According to some religions, but uh, so when you look at that as part of a continuum, right? Instead of just like you are born and then you die and then nothingness, if you look at it as part of energetic continuum of which we can only witness this particular part of the continuum, we don't have the technology yet to peer into the other part of the continuum. So if you look at it as an actual cycle, then the brutality of the universe becomes a little less significant because you realize like, oh no, it's just like things diving out of the nothingness into somethingness are returning to the nothingness.

Speaker 4:          00:56:31       Then the same way a dolphin jumps up and goes back down into the sea. That's what we're doing. Only when we dive into time, we take on a form. When we dive out of time, we become the formless and then we come back out of time again. That's reincarnation. It's reincarnation is, I'm sorry if I've said on this podcast before, but reincarnation is like a fucking dolphin trick only in this case, the trick that you're doing is called your incarnation and the particular way that you live, whether it's as it is for most people, a kind of failure cause how the fuck are you going to figure out what to do when you dive into time for such a temporary fleeting lifetime, like to suddenly to be able to do back flips and shit. It's maybe you're not gonna be able to do that right away, but you dive out of time or out of nothingness, come into somethingness incarnate, incarnate, incarnate. Here we are as a being have a life and then you go back into the nothingness again. And so the people that we are most amazed by in history or just people who did really awesome tricks where they're temporary human current incarnation is they came jumping out of the nothingness. That's what we're in right now, man. Just a temporary transitory state of harmonized Adams that have become aware of themselves, that are about to go through of incredible energetic shift where you become nothing and then maybe become something again for infinity.

Speaker 5:          00:58:01       We have a real hard time having the perspective of your body turning into bacteria or you couldn't back to, you're consuming your body when you die of that not being a bad thing, that it's a part of life and that you will be conscious inside that bacteria and then maybe your consciousness leaves this and travels with you with your cells and your DNA as you're being consumed. Yeah. And then it becomes a part of some gigantic matrix and that's what maybe that's what you're tapping into when you're doing things like dmt. Yeah. When you hit that well of consciousness, whatever the fuck that is that you hit when you, you run into that sea of reality. Yeah. When I say reality like this, but just intense God, like no bullshit. Like there's, it knows everything. There's no bullshit. It's like you and you, you, you have to abandon all your worldly thoughts.

Speaker 5:          00:58:54       Yeah. Abandon all your ideas of life and death and ego and just give in and be one with the whole thing. And maybe that's what we do all the time when we're sleeping, man. I mean it's entirely possible that what we don't remember is existing in that realm and that that realm is something that were just shut off from because for us to get done what we have to get done with this monkey body, you can't be fucking contemplating that all the time cause you're not going to get shit done. You're getting, you get, you're going to be your, you're going to be philosophical,

Speaker 3:          00:59:22       you're going to be too confused. You're going to be so blown away by the images of that other world. You can't handle it. So you just, the reality of life just completely takes over.

Speaker 4:          00:59:34       Dude, you didn't, I mean I don't, I don't think you meant to do it, but you are take, you waited when you said that the essence of so many different religious systems, which is that here is this Omni present, infinite ever replenishing creative matrix of intelligence that is so much bigger than I am. It's incomprehensible and an end, like you said, you have to let go of all your worldly ideas, your thoughts, your ego. You have to let your ego die because what the fuck are you going to do in the face of that thing? Are you going to hold on to the stuff you're proud of? Are you going to hold onto the, the victories that you've achieved in your mind, newt flickering human incarnation? When you're in the presence of the source of victory in the universe, what are you going to do there? What's the correct reaction to have if a thing like that? We're real. And so depending on what religious system you subscribe to those, all of those are answers to that question. You know, and you hear the answer coming up, uh, in a similar way usually, which is you serve it. You try to become a servant to it because, because what else are you going to fucking do? Are you gonna you gonna are you gonna teach it? Are you going to show it how to do something?

Speaker 3:          01:00:58       Are you going, what are you going to show? Hey guys, relax. I'm here. Uh, I know you've been waiting for a long time. Infinity. Finally, I'm amongst you with my wisdom, my 47 years on planet earth as a tire salesman who finally does dmt for the first time. Everybody sit down. Oh, got it. You come back. Yeah. Yeah. Let's start with roses. I liked the color of them, but maybe we make it a brighter red. What do you think? How about make it so dear? Don't want to eat them. My mom, she has a fucking garden. She's always mad. The deer is eating them roses. Yeah. This is, this is the, um, so this is,

Speaker 4:          01:01:45       yeah, this is why I really love this. Bhakti Yoga, which is a cause it like takes that idea. There is a super intelligent creative force in the universe. And the word for it is Bhagavan and it basically means maximum everything. So ultimate beauty, ultimate intelligence, ultimate attractiveness. Ultimate, ultimate love. It's the ultimate of ultimate's. Right? So this thing has, um, inadvertently, I, it depends on what version of it. Probably not inadvertently, but this thing has a kr, this, it's so potent that the way it's interacting with time is that it's breaking into an infinite number of pieces that have all become semi or super aware. So it's consciousness is dispersed itself through its creation and every single minute element, like some fractal, every single little piece of it is a possessor of this infinite consciousness. And so that infinite consciousness is the source of love. And um, it's basically, uh, let's you fall in love with it if you want to and it loves you too, which is the, what's really trippy to imagine.

Speaker 4:          01:03:06       This is a thought experiment, man. Imagine that thing you just described, that infinite fucking thing, the no bullshit thing that demands that you drop your history like a fucking old nasty bag of shit. Imagine if that thing also was aware of you completely and also loved you. Imagine that shit man. That's the craziest idea ever. That's a crazy fucking idea. That's better than you know, like when you like kind of like a girl and you start thinking like maybe you don't do this because you're a fucking muscular super billionaires. It's the host the UFC. But somebody like me, when I, if a girl starts liking you, you start thinking like, holy shit does this girl, I think this girl likes me. I think this beautiful, incredibly beautiful girl likes me. Could this be, that's the beginning of all love songs, right? That's the beginning of, of like all human happiness is holy shit.

Speaker 4:          01:04:07       The girl I like likes me back. I think she likes me. Holy Shit. I think she's falling in love with me. This incredibly beautiful girl. So Bhakti Yoga is that exact concept transferred to the universe. So now you're like, wait a minute. This entire, the source of all things in the universe has a personality and it seems to love me. Not No fucking tame way. Not In like the way that you might hear, like Jesus loves you and then you imagine it being like, that means you could go over to his house and sit down and have like a boring cup of tea and leave, you know, like that, that, that kind of love. No, this is a fucking wild, savage, unpredictable. Love the way your best friend loves you or the way that like a comedian loves you, which is like, you don't know what the fuck's going to happen.

Speaker 4:          01:05:02       It's not the way the comedian loves you. Yeah. You know, like comedians are going to do weird shit. If you're friends with Comedians, you're going to get a lot of like weird fucking pictures sent to you. You know, on a regular basis. You're going to get people calling you and playing tricks on you from time to time for no other reason than just to do it. Right. But they love you. They fucking love you. That's what's behind it. So in the same way, this is the concept, it's not a team kind of love. It'll kill you, like it'll eat you, but it's still loves you. And it'll eat you because it knows that you're just a fucking pair of virtual reality goggles. You're just a temporary flickering thing that's going to keep going on forever.

Speaker 5:          01:05:43       This ego in the survival mechanism is what makes us think that it's more important to root for our team. Like we have teams, right? So first of all were teen prime mate. Don't eat any primates. Yep. Once you get past team primary were teen mammal. So if you have a choice between killing a gigantic fish or killing a gigantic mammal that you thought was a fish, you got to kill the fish so you can kill fucking blue Marlin's all day long. Bring those bitches in, chop up and the stakes. But don't make oil for lamps. I love Moby Dick. That's fucked up. Fucking oil out of the suite, the bad guy. You're the bad guy. And I agree. You know, for whatever reason, especially with uh, with whales, I have a thing for whales, have a thing for whales and orcas and dolphins. I'm fascinated by them, like legitimately perplexed.

Speaker 5:          01:06:32       I think that it's entirely possible, but both by, both with both dolphins and orchids, that they're just as smart as us. They just don't express it the same way. They have a, they have a different, different kinds of existence. They don't need, they don't want to dominate other than controlling food. They just want to have food. And once they have food, I, you know, I don't think, I just think when you, when you listen to a scientist talk about their dialects and the fact that the pod stays together for life and that they, uh, they form these tight bonds and they communicate over great distances with sound frequencies and these complex languages that they recognize are different in different areas. So they recognize they're similar sounds, but there's a dialect to it. They still don't know what the fuck they're saying. And part of the reason why we don't want know what they're saying, it's just like how we were talking about emojis being like a form of hieroglyphs.

Speaker 5:          01:07:22       I don't think we can understand the context of communication. When you live in the fucking ocean and you kill fish with your face all day. I think what we would think of is, where is your house? Do you guys have cable? How do you guys find out about, you know, when the movies are playing, know that this idea of communication to us, like what, what they're trying to do is locate each other, let each other know their moods, let each other know their whole right. Let each other know. But we think that, that, that's rudimentary in comparison to our complex system of sounds and very repeatable sounds that we can all express back and forth to each other. But we just like emojis, like what they're doing, dressing themselves in, in a, in a way that they all understand. Yeah.

Speaker 4:          01:08:08       Yeah man. And don't forget they have an awareness of, of part of the larger part of the earth. We don't know what the fuck is down there. Right. That's one of the, that's one of the, uh, moby Dick right after the spoiler. They kill the fucking whale moby Dick back right after the, in the description, the description of the way they kill this fucking thing. The way they did it back then, which is you know, you getting a ship, you roll up to the thing, there's a harpoon year, he's got a fucking Harpoon, he's got to sing it at the thing and then you've got a tire it out. Real it. And this is a fucking whale, right? This is a Leviathan, right? You're just a little fucking human in a fucking boat and you're like nailing this thing with a harpoon. Finally, when it gets tired enough, you have to find its heart.

Speaker 4:          01:08:54       Oh my jam, the Harpoon into its heart. And then basically like fuck the whole with a Harpoon, just jab it in and out of that fucking hole until finally, this is description makes you want to cry. It's so awful. Finally like the whale out of its blow hole at like shrieks like uh, like car breaks or something. Like it's screaming in pain and then it just blows chunks of guts and lung and heart out of its own glow. And then it fucking dies. Then you got to get it back to the ship. You tie it to this side of the ship. Sharks start feasting on the fucking thing. So you have like sharks and your God damn whale. It's somebody's job to get lower down with a Harpoon and kill the fucking sharks. And Melville Describes Melville, describes killing sharks. He's like, you will stat, you watched the hard paneer stab the shark.

Speaker 4:          01:09:46       The shark will start eating its own inch rails cause it'll, it'll just start eating itself. And then just like tying itself up into a, not as it eats itself in a frenzy. That's our Melville describes it. Those poor fucking whales man. But after the, uh, they kill a whale. Ahab, Captain Ahab, poor sad, Captain Ahab. He comes out and he like does a funeral for the whales head. And he like says like, what have you seen down there? What have you seen the graves of millions of sailors, the wrecked ships that no one will ever know or there, that's what a whale see. So they just have this awareness that we don't like. We'll never know what the fuck's down there. We hardly can. Yeah. We don't know what like, I mean the earth is three quarters water, right? Yeah. So the, what's the low? Yeah. What's below the water is a two thirds or three guide on.

Speaker 4:          01:10:44       Now there's a three, five and measured lately. Whatever it is, it's a lot, right? It's a giant chunk of the earth. Yes. All water. That's why it blew the, the underneath stuff we so rarely see. I mean, do we see it? Is that we do we see at 1% of what we see above ground? The um, Oh God, I hate to always talk about it, but a brief history, nearly everything he describes it as like, and this could be wrong, I don't know, but what we know about the ocean, imagine if someone took like six tractors and drop them in the middle of Middle America and they drove around for a few nights with their lights on at night. Some, some description like that. Can't remember. But it's like it's, it's that limited because getting a fucking thing underneath all that pressure, it's not going to break down. Getting out there in the first place, you know, to get the thing down that can survive that pressure. Forget it. Pasta takes a

Speaker 5:          01:11:38       special kind of crazy person that's willing to get in a submarine. Oh, oh Jesus fucking Christ. I think I'd rather go to space. I think I'd rather go to space and be stuck at the bottom of the fucking Osha and then see a drop of water on the side of the wall going, what is that? What is that? What's going on? Shit, man. What is that noise? Did you hear that noise here? Yeah. Twinkie. And you know, it's just like a fucking beer. Can I, one of those? You ever see a stripper crush a beer can with their tin. They hold a beer can up and they have one of them whopper tits, like those double f jammies and they hold it by the base because those tits are always like, you know, they're, they're sort of like a, like a ball on the end of a, an old rope.

Speaker 5:          01:12:17       Right. You know, cause you have the big round ridiculous sized implants and they hold the beer. Can they just molly whopped up beer can and crush it. That's how I would feel if I heard a clink clink clink that I knew that eventually the thousands of pounds of pressure was just going to smush that, that tank. I just, that's a fucked up way to diamond here. They go, look, look, look, look behind you. Boom. Oh Wow. I didn't know this. They do this boom boom, which is crushing them with her tits. That has to hurt. We'll get Steve Harvey. Hmm. There you go. Wow. Now you know it's a thing. Now I know. So that's what I think of when I think about submarines. You think when she did that?

Speaker 4:          01:13:08       Yeah. Man. You think she did that the first time she did that? She was angry?

Speaker 5:          01:13:14       No, she was on meth the first time for sure. Is that what she said? No, that's what I would guess. I think a lot of girls have done that. That's a trick. That's like the when you not, but she keeps sucking. That's that mixed boobs. Crushing beards. First girl to crush a beer can with her boob was on match. No, she's probably a real girl. First of all, like she had real boobs. I mean, not just a real girl. Yeah. You're all real girls by the way, and everybody's a real girl. Yeah. If you want to be a real girl, you're a real girl. Right? Right. But like how many guys are broken beer cans with their dick? How about zero? Tits are way more powerful and Dick in that regard, and what guys ever like held a beer can down and smashed it with his hog oak has a greater man than anybody in this room. Plus, especially if he does it right side up and he gets the lip of the, the beer can the thin park slams against his dick with the kind of force that's required to bend a beer can. You're going to

Speaker 2:          01:14:11       crush your deck, you're going to hurt your Dick. I gotta disagree with you, man. I think he becomes, I think he becomes the hero if he's like, if he's tied up and he's got to use his dick and the beer can as a form of escape device, like at that point it becomes more heroic than just, but you're right. I mean, no matter what, if you smash a beer can with your cock, then you join some invisible, more elite than the Illuminati. I bet it's smaller than the seven families that control everything. Do you think there's like a 14 inch club was all dudes were 14 to talks just hanging out.

Speaker 2:          01:14:51       There's gotta be more than one dude on the planet that has more than a foot long duck. Right? If there's girls that have kids like that, and obviously those are fake, but people are weird, right? People are built strange. There's guys that are seven feet tall. There's people that are five foot one. There's a whole bunch of people in between and someone out there as a 14 inch Dick for sure. Like how many of them? Well I mean based on my own experience. Three and they're all assholes. But well there was that one guy who kept getting caught at the TSA because he has his, his, his hog is gigantic. So he, I keep saying hog cause it's fun. Yeah. Why is you calling her a log? What are you 12? Yes. Um, he's got a like a fucking sock. Like a rolled up sock.

Speaker 2:          01:15:36       Yeah. That's what is his hog is we know the story or we've probably talked about in the park, you know the story of John Malcovich, right. Being John Malkovich comp, John Malcovich the actor. Right, right. So that supposedly they had to get him a body double and a nude scene in a movie because his cock is so gigantic that they thought nobody would believe that was a human's Dick. So they had to get a body devil with a smaller cock to, uh, have him stand in. Because his penis is so large that it would disrupt the flow of the narrative to the guy who's telling you this suck your Dick. He'd said it while he was sucking my Dick and the WHO I believe our biggest dangers, his dick, a survey they're looking at. I think it is. It feels lucky enough phonies. They look up as if that's confirmed somewhere.

Speaker 2:          01:16:27       I think it's confirmed. I have a feeling that's what's called a rumor. I have a feeling John Malcovich has a great publicist. Yeah. He's like this story. That's a good move. Well, if I, I could imagine he would have a giant hug. James Woods supposedly has a giant hug. That's the word he's telling him about it. He's talked about it pretty openly. Trump trump has a giant one did. He says, fine. He says it's fine in comparison to his hands, but it's the fact that the guy's running for president and he was joking around about his dick not being tiny. That is hilarious. I don't, you know, I don't know if he's going to make the best leader of the free world, but, uh, I welcome someone who's willing to make a dick joke while they're running for president. I welcome that. Well, it's going, it's like,

Speaker 4:          01:17:10       it's gonna be, uh, it's going to be a, it's going to be really, um, interesting. You know, I was thinking, we were talking about the fucking elections anyway, man. And, uh, you know, what's causing all the trouble right now? What? It's this, it's, this is all technological disruption. Like we're looking at, this is all a result of technology. I was thinking like, what's the, um, what's the F if, okay. If you could like locate the problem, right? It's the, I don't mean to jump from a damn fantastic conversation about an enormous cox to some kind of political shit ever worry about where our conversations go lover. So thank you. So, so, uh, the, the, the, the, what you're looking at here, man, is, uh, what Ray Kerr, this is a quote from Ray Kurzweil, which is things aren't getting worse. Our information's getting better, right? And so with Hillary Clinton, who is a career politician, right?

Speaker 4:          01:18:15       And we've all known since we were young. Most people, I think when they think about politicians, they don't think those are some honest people. Those politicians, they usually, you're telling the truth. I think most of his think politicians, they lie, they warp things, they fabricate things. They use a form of deception to gain control of various power structures. That's what the animal does. So that's not new information when you find out that Hillary Clinton and the DNC, and I don't know if they completely connected those two, but when you find out that they, they, they were not, uh, they didn't do what they're supposed to do. They helped Hillary Clinton become the Democratic nominee and they actively tried to fuck up Bernie Sanders. Right. That's creepy. Yeah.

Speaker 2:          01:19:01       What? It's not a new thing. I know, but it is creepy. It's creepy. And it's even more creepy that the woman who was in charge resigns and then immediately gets hired a great shot and got a great job. Hillary Clinton's like, fuck it. I'm going to hire you and it won't do anything. She hires her. She's so fucking unafraid of what's going to happen that she hires the woman who did such shitty thing. She had to resign booed off stage, hires her into her fucking party cause she's like, fuck you, I'm getting elected. You're not stopping it. Right. But this is again tech. It's gangster too though. It's also a move in on her part where, I mean she's looking at like what trump is calling her crooked hillary. Yeah. It's a gangster move to hire a woman like that. Like right in front of you. Yeah. Wasserman Schultz top post mission accomplished the DNC. But this is, this is not a new, this is not a new thing man. This is what exactly, well let's go over this. Cause what exactly did they do that's so awful about Bernie? What did they do? So

Speaker 4:          01:20:08       they apparently came up with a way to disseminate information to the press, highlighting certain aspects of Bernie Sanders that would be unappealing to the voter. And they did

Speaker 5:          01:20:16       this. And this has all been confirmed. Can you, can you, uh, Google that? Find out what they actually said. Let's find out what the actually summarize the Wiki leave. We think they're being a bunch of whiny bitches, but for sure they wanted him look, she's got way deeper arms in politics. She's way more connected than he is for sure. There's, and this is what we're seeing too, there's like a big part of being a political candidate is how many favors do you have? How many people you are you connected to, how, how deep does your influence go? And obviously her influence didn't just sit within her are her own little group of people that were working for it had gotten to the DNC itself. So she's, she's deeply embedded in this whole system, whether it's because of friendships or ideologies or people just wanted her, she's the chosen one.

Speaker 5:          01:20:58       Whatever reason, whatever deals were made or whoever, who knows who knows what it is. But when you find out that an organization that's supposed to be the head, it's supposed to be, if we, if everything was on the up and up, it's supposed to be objective and looking for what the people want or as the best party. But no, they're actually actively steering, which is massively corrupt and kind of scary because if these people are deciding to steer an entire party yeah. Which is 50% of a political process because there's no, look, you've, we've got libertarian party for the first time, people are taking Gary Johnson. Seriously, it's going to do that. Um, uh, a town hall debate on Wednesday or town hall, one of those town hall things on Wednesday on CNN, but for the most part it's Democrats or Republicans in most people's eyes. So what they're essentially doing is rigging half of that process. Yup. That's carrie that we just, we don't think anything's wrong with that, but we put Martha Stewart in jail for not telling exactly the truth about where she bought and sold stocks or whatever the fuck

Speaker 4:          01:21:55       we eat about. We do think something's wrong about it, but we can't do anything about it. We do think something's wrong, but right now, okay, so if like that institution is corrupt and if the Republican institution is in some ways corrupt, I think it might be safe to say, and I don't think too many people would be outraged at the idea that there is a institutionalized corruption in the entire American political system and it's very similar to the problem that happens in bike racing. If one mother fucker regs their bike or gets on fucking doping stuff that can't be detected. If you want to have a fair advantage, you've got a regular bike and start doping to, or the person who rides their bike will always win. So if politics is a competition, which it clearly is, and if members of the competition are using nefarious means to achieve their goals, which they clearly are, which they clearly are, then that would imply that if you wanted to survive in that system, you would also have to use nefarious means dom, dom,

Speaker 4:          01:23:06       and this is not new. This is old, old, old shit. What's new is technology. What's new is now people like Julian assange are shining a light on the corruption and his whole ideas. If I reveal this information, it will force reform via the outrage of the people who are supposed to be represented by a person who's breaking the law. That's his idea. We need reform. And right now we're at the point where it's very similar to when you're in a family and this is one of the worst things can fucking happen, man. In a family. If there is somebody who's molesting somebody, it happens all the time where, uh, a father or a brother, we'll start fucking molesting somebody, right? But in people in the family know it, but they don't do anything about it. Because to talk about what GRANDPA does every couple of years means that complete disintegration of the fucking family and apocalypse for the family and the same way is more of these revelations become clear, which we always knew.

Speaker 4:          01:24:15       But you could always float into a happy place and be like, Nah, I'm just being a conspiracy dude. I'm sure the stuff they're doing up on Capitol Hill is all fair and square. I, you know, you can just believe it guiding. You just pretend to believe. Now it's like, well now you're wrong. Look, hey, here's the fucking proof and here's going to be more proof and there's going to be more proof and there's going to be more proof until finally the American people are going to have to either just be like, oh, I'm just going to believe that fours three and three is four because I have a nice comfortable life and I don't want to fucking deal with this shit, man. I'm just going to trust the banks because the banks light, they like money and at my job and as long as I keep my job, I'll keep my benefits.

Speaker 4:          01:25:00       Yeah, and by the way, ps, man, when you consider that, it's like there's something pragmatic about that. As sad as it is. There's as, as, as depressing it is, is it is, but they're, the real awful problem is that this country, I think is that they get metaphysical machine that was built by some very intelligent people who understood the energy flow that comes through a society and the elections were supposed to be an outlet valve for the pressure that builds up when people feel that they're being repressed. Right. And if you start fucking with that output valve by putting up fake politicians that don't truly represent the people and hope that the people will believe that they have elected these people, if you put two shitty choices in front of us and we're supposed to look at that and be like, okay, everything's fine, then you're, you're missing the point, which is that there is an energetic system that needs to get released.

Speaker 4:          01:26:00       You know, at some point the energy's got to out. If it doesn't go out, you get revolution. That's the way the energy goes out the wrong way. The idea is let's fucking the American revolution, brutal, bloody, awful fucked. These geniuses, many of them freemasons got together and they were like, you know what? Is there a way that we can program history so that a society doesn't destroy itself intermittently with a fucking revolution? Because if we could do that, we'll build one of the most powerful never ending societies on earth because we figured out a way to outflow the pressure that builds up. So when you start fucking with a goddamn political system and pretend that everything's gonna be okay, you are missing, I think the the point which is that people who are very smart, maybe a lot smarter than then the politicians we have today recognize something, built a thing and said, let's just trust the fucking people. Let's trust the people release the steam and while ah, everything runs according to plan. Now the gears are a little fucking gummed up man. A little, yeah, a little how gummed up? How gummed up the gears.

Speaker 5:          01:27:14       Really crazy gummed up. I think this is the first time we're realizing how much money people make by running for president. How much, you know, money it costs to run for president. But how much money top political figures make and donations and in speeches. Yeah. Have you, have you paid attention to how much they make and speeches like Rudy Giuliani and Hillary Clinton and Bill Clinton, you may, may bribes. Well, this is what it is. These corporations can fund various, uh, universities. They can donate money to all sorts of different programs where they would have someone speak and they can decide who gets to speak and who doesn't get to speak. And they also have like the Clinton Foundation, people donate money into that. They don't donate fuck loads of money. Now it's her, all these things, but hold on a second says all these things, what they are essentially, or you're, you're paying someone to speak for an hour and you're gonna give him $750,000.

Speaker 5:          01:28:07       And you want me to pretend that that's normal. That's crazy. And what does this person do? They are a public servant. Okay. Okay. So there are public servant, and while they're publicly serving, they're also making $750,000 to talk. Huh? That seems a little crazy, doesn't it? Like why do they make so much money to do that and who was paying them and what, what, what do you have to benefit by having them come and read some nonsense, bullshit, boring speech. A friend mine went to see Rudy Giuliani after post nine one one when he was on his victory tour, he was on like a lap of the country doing these, these speeches because everybody loved him because he saved the world during, you know, September 11th he was the guy who stood strong, everybody like wow, rudy Giuliani, he's a good man. So he rode that and he started doing these speeches and would come to colleges and a friend of mine went to see him and said it was dog shit that he just, it was a boring ass like reading with no passion.

Speaker 5:          01:29:00       It a chick chain. Go in there and say some nonsense about freedom and the American way and terrorism or whatever the fuck and first responders and just there wasn't anything real. It was just, it was a performance. It was like he was doing a one man show all across the country for exorbitant sums of money. God, that'd be fucking great if he was actually doing a one man show, hundred and $53 million in bill and Hillary Clinton speaking fees documented. This is just, Jamie just pulled this up. That dad is stunning. That's s dunning amount of money and what we're 15 years is from 2001 to about now it's it still it's more than, yeah, that's mean. Well, it's perfect then because that's $10 million a year. This is more recent of what she, she had 20 225,000 that's our standard fee. Oh my God. She prefers a private jet and prefers a gulfstream four 50 or larger. The memo outlines had Clinton requires travel by private jet. Yeah.

Speaker 4:          01:30:04       You know, it'd be fucking cold out. Is this like what if you are like a mad billionaire? Could you just get Hillary Clinton to come to your house and like just speak to you for an hour and your living room?

Speaker 5:          01:30:14       This is fascinating. Hold up, scroll back down there. She made $21 million doing what? She made 21 point $6 million in speeches and just under two years.

Speaker 4:          01:30:25       That's amazing. That's incredible. That's so much money. She's like a kind of like crazy animal that you can like lure with money. Like you can actually, if you have enough money you can learn to Hillary Clinton into your house. Like you just have to lay it out. She'll show up. Like if I put carrots in my backyard, I'll probably get a rabbit or two. If you have enough money you can get politicians to come and start feeding it your mansion. Where do you, when does it become,

Speaker 5:          01:30:51       when does it become bribe? Okay, so should she like say, well you can never be, it's weird, right? You couldn't be someone who is in public office and go and also have like a a book reading tour where you read from your novel about crime or something like that. You'd have to be like a no fiction person who's we? When you're talking, you're talking about what you do for work. That's part of what you're talking about. Like, nobody's going to re ask Hillary Clinton to come and speak about the history of jazz in the United States. Right. She's not going to give speeches on that. It's going to give speeches on politics. Right, right, right. So, okay, so why is that okay. Why can you like have two jobs? That means you're having a second job. Like you're doing your job. Like you're, you're saying the things that you say during your job, but somebody else is paying you to, why is it okay that, why is it okay to do that? Like that seems like that's like, that seems like very problematic. Right?

Speaker 4:          01:31:48       Why is it okay for your husband to go talk? Who has he talked to you that the head of the, whoever the prosecutor who was it eats district. His Bill Clinton went and had this secret meeting with what's his, who was it about what? Well, right.

Speaker 5:          01:32:03       Oh, right, right, right. Lindsey, what the Hell is her name?

Speaker 8:          01:32:10       Lost it.

Speaker 4:          01:32:11       Damn it. The point is like, you just are openly like hiring, hiring the, the, the woman who somehow warped the process of getting a Democratic nominee there. Yeah. What's her name? Loretta. Loretta Lynch. Doesn't that sound like a country singer? Is that? Uh, yeah. That's fine. First I was like, yeah, Loretta Lynn, right. That's what it sounds like. Loretta Lynch. Yeah. Now she met Bill Clinton meets with the attorney general on an Arizona Tarmac now. Right.

Speaker 5:          01:32:39       By the way, flew in on his private plane and said that he, it was impromptu who not fuck flat and prompt to on a private.

Speaker 4:          01:32:48       Yeah. Yeah. Hey, you know what? Hey, who are we flying over right now? Wait, are we flying over Loretta Lynch? Oh, come on, stop down and we'll get a piece of apple pie. She's a good wall. And we're going to sit on the porch and drink lemonade. Talk about our grandchildren on the porch, on the tarmac. Nothing I love more than a nice, a nice picnic on the tarmac of an airport.

Speaker 5:          01:33:10       This is the other thing that she lied about being dead broke after leaving the White House. Not only dead broke, but in debt. She said that apparently the system, so not true.

Speaker 4:          01:33:21       Yeah. And now and now it's like t tea to make matters worse. It's like you have to, there's this weird idea that it's like, listen, you might not like Hillary fucking Clinton. Can you go back to that real quick? But they're like, you better shut the fuck up about her because do you want trump to be president? That is what's going on, right? Yeah. So

Speaker 5:          01:33:42       it says here, this is what, this is where it's confusing. It says, when Hillary filed a financial disclosure document after entering the Senate in 2001 she reported assets of less than 1.8 million in liabilities are more than 2 million. Well, where are they doing? What were they doing with all the money? What he's spending money on? There's like, who the fuck? Okay, who has like $2 million in assets and in $2 million in debt? Do you have $2 million in debt? No. Most people don't have $2 million in debt. That's, that's a crazy amount of money. Like, did you guys have a budget? You're dead broke. Now you guys are crazy liquid. He party and you guys do a blow and buying Ferrari's. Just staying on a Amazon later. Who the fuck gets $2 million in the hole like that. That is like, if you want to have someone that you wanted to balance the budget, wouldn't you pick the person that doesn't get 2 million in the hole? I mean, no man, it tried, trump's been bankrupt a gang at times too, right? As he been bankrupt.

Speaker 4:          01:34:41       Yup. That's what they say. He says he likes going bankrupt. It's somehow part of some plan. But now the question, what about the shit about Saudi Arabia? What is this? You don't remember this? I remember when it, it's like Saturday night live was making jokes about them stealing like, uh, like silverware

Speaker 9:          01:34:58       and fine China and stuff from the, when they were like leaving like on their last days there last, oh, that's what year was. This was like two and from 2000, like when they were literally leaving in the bushes were coming in. Oh my God. Taking all sorts of extra artwork and all kinds of things. And I don't know if it's true, but it's, I don't think the meme has gone away.

Speaker 5:          01:35:17       I don't know, man. Ha. That's hilarious. Oh No, no, she's so gangster. Pardon me. Look, look, I, I kind of appreciate it in a way. She's like our Putin. Great, great. Just what we need. We appreciate some gangster, she is, there's a video going around of her talking from 2000 about not having email and then imagine if she had emails like what the investigators would find. Sure. Of course if fine. It's on Mike Pence, his twitter page. Didn't she take money from Saudi Arabia or is that bullshit? Allegedly? I'm not really her accountant so I can't just, I don't know. I just, you know, man, I think it's a, it's like a crazy time right now because we're actually getting to witness that. The, the cool thing about all this shit is nefarious as these assholes want to be there. There they can't keep up with technology.

Speaker 5:          01:36:10       They are being exposed technologically and that's going to continue to happen and that's pretty fucking bad ass man. They get, no matter how powerful or gangster Hillary Clinton is, she has apparently zero security on our computer systems are very little security. And maybe if she had great security, she still couldn't stop the infiltration of a hackers. And this is going to keep happening and happening and happening until either we just accept that our politicians are innately corrupt or we come up with some fucking way to starve them out to make it so that they are. But how, I mean we'll, do you think Bernie was like the first step in that? Like Bernie's no perfect person, right? I'm not the most gigantic Bernie Sanders supporter because of talk to economists that tell me that what he was proposing is not fiscally possible. Yeah. So I don't know if they're right or he's right.

