Speaker 1:          00:00:03       Five four, three, two, one.

Speaker 2:          00:42:32       I mean, when you go to buy gas, everybody has the price right up there. And I look around and if one place is 2 cents cheaper, that's where I'm going. Right? So, but if, if the gas stations didn't even bother to put the price, and I said, what do you care what the gas costs? The insurance companies paid for it, right? I mean, that's what we have with the healthcare system. We have a system that government created where people rely on health insurance to pay for everything. Health insurance should just be for very expensive things that are probably not going to happen to you, right? I, I get hit by a car, I get cancer. You shouldn't use your health insurance every time you go to the doctor. And if we got, if we got people to pay for their health insurance, the way they pay for their, their, their auto insurance or the life insurance, if we separate health insurance from employment, health insurance will be much cheaper.

Speaker 2:          00:43:16       You know, it's the government that married the two, right? And that's why people say, well, if you lose your job, you lose your healthcare. That's because the government fix the tax code. And people, you know, you don't lose your auto insurance when you lose your job. But the other important thing, and here's why obamacare doesn't work. See the thesis of Obamacare was, Hey, let's make it so that insurance companies can't discriminate against people that have a preexisting condition, right? So they can't charge people more money just because they happen to be sick. Right? This was one of the appeals of it. Now, here's the problem with that. The only reason people buy insurance when they're healthy health insurance is because they know they can't buy it when they're sick. Like let's say with the auto insurance, if there was a law that said that, or auto insurance companies couldn't discriminate based on preexisting conditions. If you can buy the policy after your accident and get coverage for the same price as if you bought it before, right? Nobody would buy auto insurance. You would just wait until you had an accident.

Speaker 3:          00:44:18       Auto Insurance, a weird argument because auto insurance is mandatory. Like you have to have it where health insurance not mandatory. Well it's obamacare kind of makes it mandatory, right? You're just saying it's mentoring for the wrong aspects of Eve insurance that

Speaker 2:          00:44:32       it covers the wrong things. Well even look, fire insurance isn't mandatory either. Oh No. Insurance is in certain states it is and of course not all coverages mandatory and you know you haven't pulsory coverage. You have to have some which is similar to what you're talking about with health insurance. Compulsory health insurance, like for catastrophic injuries. Well they made it, they obamacare made it compulsory gives. The point is this that if auto insurance was not compulsory, right and you can just decide whether or not you wanted it. If there was a law that said that insurance companies couldn't discriminate, nobody would buy it because you would just wait until after you had an accident. But the problem is not just that. Well the reason why auto insurance is a bad example is because you are going to hit my car and you going to do damage to me.

Speaker 2:          00:45:14       Have you have no insurance on your car. I'm not going to be you run into you on the street and collide with my body and hurt you. I somehow now I don't have health insurance and so you get injured from me. I look, just don't you think that's a different argument rather than even make that argument, let's just go to fire insurance cause there's only one person involved me. So I have a house. You know, would I buy fire insurance if I can go to an insurance company after my house already burns down and by the policy for the same price? So the reason that people buy fire insurance policies before their house burns down is because they know that nobody will sell them a policy after it burns down. And the insurance companies couldn't stay in business if the only people who were buying policies where people whose houses already burnt down.

Speaker 2:          00:45:55       I agree with you. So here's what happened with obamacare. So Obama says we're gonna make it. So insurance companies can't discriminate against people who are sick. Well, the result of that is no healthy person's going to want to buy insurance. It's a waste of money. Why pay premiums when you're not sick? Wait until you get sick. So what am I can't discriminate against you because you have a preexisting condition. So the way Obama tried to combat that was, okay, we're going to force people to buy insurance. We're going to, we're going to require employers to provide it. And if you know you don't get it from your employer, we're going to find you. You're going to have a penalty if you don't buy the insurance right now. Two things about that. One, the penalties were too low, right? Because the penalty for not buying insurance is so cheap that it's cheaper to not buy insurance, pay the penalty, and then wait until you get sick to by the insurance.

Speaker 2:          00:46:42       That's why the insurance companies are losing all this money, and that's why premiums are skyrocketing because nobody wants to buy because the punished if the penalties were too low. But politically, everybody likes the idea that insurance companies can't discriminate based on preclinical. So what the Republicans tried to do was have their cake and eat it too. They said to the voters, we're going to keep the ban on preexisting conditions, but we're going to get rid of the mandates. We're going to get rid of the penalties. We're going to get rid of this. You can't do that. You have to have both. The real problem was the taxes were too, the penalties were too low. They needed the jack those penalties up because so many people were paying the penalty and not buying the insurance. But the reality is we need a free market insurance because the Republicans want to say you should be able to buy the type of coverage that you want. You should be

Speaker 4:          00:47:30       able to buy the kind of inch, which is true, but then insurance companies have to be able to deny you coverage. If they don't want to cover you, they have to be able to charge you more if you're already sick. I mean the only way to have inexpensive insurance is for the insurance companies to discriminate and to charge people more money if they're already sick. And it's because of that. That's why healthy people buy policies because they know, hey, let me buy it now why I'm healthy, because if I happen to get sick and it's going to be a lot more expensive. So what the, what the government is trying to do is just trying to destroy the market for health insurance. Meanwhile, the costs are skyrocketing, insurance is getting more expensive. Healthcare is getting more expensive. If you go back to the days before the government was involved, uh, healthcare was not a problem.

Speaker 4:          00:48:15       It wasn't expensive. You know, in the 1920s, 1930 [inaudible] 1940 [inaudible] 1950s, healthcare was not expensive. People didn't worry about medical bills. They were not high. If you needed a catastrophic insurance, it was inexpensive. If you had to go to the doctor, it wasn't expensive. You know, people didn't even worry about it because it was cool or is quality care and it was at a low cost. And with all the advancements that we've had in medicine, with all the technology, with all the drugs that are here, healthcare should be cheaper today than it was in 1940 [inaudible] and 1950s on a, on a real basis. You know, and I hear all the time people make the argument, well, the reason that healthcare is more expensive because it's more complicated now because we do all these things that we didn't do well. If that were true, then why isn't my cell phone today more expensive than a cell phone 10 or 20 years ago?

Speaker 4:          00:49:07       Is it as does more expensive? No, it's certainly ends. It's just you get subsidized by your, your company, no matter who you are, the they, they drag out the payments. They like, if you buy a cell phone from verizon, they're not selling you the full. Like if you buy an iphone seven they're not selling it to you at the full rate. The full rate would be like 1,012 hundred bucks. Yes. But I paid $1,000 in the 1980s for my first cell phone that didn't do jack compared with this very early days of Gordon Gekko ones. I've got this Mac Mac book air in front of me here. And so this back book air, obviously this is a a, you know, cost me like 12 1400 bucks. My first computer that I had in college was an apple, two e and that computer and I got a dot matrix printer and I had a floppy disk and my dad spent almost $5,000 on it in 1981 and all it was was a glorified word processor, right? So obviously the power in this computer is so much greater than the one that I had in that apple two e yet it's less expensive. Even forgetting about adjusting for inflation, it's actually cheaper in actual dollars and did, despite the fact that it's more complicated. And my point is that just because something is more complicated and more doesn't mean it's going to be more expensive. Healthcare today should be cheaper. All of this, all of the new technology be bringing down

Speaker 2:          00:50:28       the cost of medicine. The reason it's not is because of government's involvement. Cause if government was involved in the computer industry the same way it's involved in healthcare, then we would see skyrocketing computer prices that, you know, okay, so now why does the government, and you're saying that the government wants to destroy the insurance industry, that they don't want to, not adroit as troy, but what, why do they want to complicate it the way I do think? Well, first of all, I don't think they're smart enough to destroy it on purpose. I mean, it's just the unintended consequences. They're trying to get votes, they're trying to get elected. And of course, you know, people want something for nothing. So number one, you know, you get a lot of votes by promising free healthcare, right? So number one, but also why do the insurance companies, because there are massive subsidies for insurance companies, right?

Speaker 2:          00:51:11       If I can get the government to require people to buy my product, then I don't have to offer a good product. Right? I mean, when she, wouldn't you like to government to require everybody to listen to the Joe Rogan podcast? If that was mandatory, super furious at me. Well, it's exactly the way it is, but although, but you know, but there are a lot of businesses rather than having to win. Well maybe if you had a lousy podcasts that nobody listened to, you'd want the government to say, Hey, too many people are listening to Joe Rogan forced them to listen to my podcast instead. So, you know, you have these big healthcare companies or insurance companies that want something from government. They want the government to mandate people buy their product or protect them from competition. No, you can't. If you wanted to buy an insurance policy from a Japanese company or a Swiss company, you can't do it.

Speaker 2:          00:51:52       They can't. Some Swiss company can't come over here to California. Hell, they won't even let companies from other states sell you policies. I mean, why is that? We need more competition. But government is protecting companies from having to compete with one another so they don't have to do as good a job. But Obama was already in office, right when he was trying to do this. Well, what was the incentive for trying to pass this once he's already an office, a wants to get reelected, which he did. He did get reelected, but there's a lot of political pay off. You have to, you know, pay off the people that help put you in office and you know, he wants to help other Democrats get elected, you know, and, and, and maintain, maintain that power. But nobody ever debate this with him in this sort of a rational, pragmatic way.

Speaker 2:          00:52:34       The way you're laying it out right now, I have no idea. You know, and you don't know when it comes to a politician, you don't know if they're doing stupid things because they're stupid or because they don't care that they're done. They're just the ramifications of what they're trying to propose and why, as I said, either either that people believe in liberal philosophy or these programs, either because they're ignorant or because they have an ulterior motive right there. There are probably some politicians there that are actually dumb enough to think that this is a good idea, right? Like we talked about the minimum wage. There are some people that actually believe that it's a good thing, right? They don't know how bad it is, but they're doing it because they're, they're thinking with their hearts and not with their heads, but there are probably some people who support the minimum wage knowing that it's bad, but they know it's good politics or they're afraid to come out against it because that's such bad politics.

Speaker 2:          00:53:24       So you don't for sure. If somebody is in favor of something, do they actually realize how bad it is? Right, and they're doing it anyway. Are they just dumb enough to actually believe it? I have to say if you adjust for inflation, you're probably right about cell phones. So I'm thinking now like a Motorola startac. Oh yeah. How much were those? Those were expensive. How much were they when they came out? I think there were like five or 600 bucks, but if you adjust for inflation about how much it costs to use them, that's the big one. The roaming costs were extraordinary, but even if you didn't roam I distance and long distance. My first plan, I think when I was in, I had my first phone and I think it was like 70 80 bucks a month. And I had like a half hour of talk time.

Speaker 2:          00:54:03       Right. So I would, if someone called me on my cell phone, I was quick because I had to quickly get off because if you went over your minutes, you know, now I have unlimited, not only is it unlimited, I can talk, I get, I can see people, I see their faces, I could talk to people in other countries. Now there's companies that are offering unlimited data too, just cause there, because we didn't even have database keating. Yes. Because there can be, okay. It was 1000 bucks. Oh, so wrong. See, especially if you adjust for inflation. Oh yeah. And then just reinflation of a startac phone, which was a piece of shit comparatively. It was amazing at the time. And the battery lasted like a half an hour, 45 minutes of, you know, and so a brand new iphone, it's probably like 1200 so yeah, you adjust for inflation. You right?

Speaker 2:          00:54:47       Now, when you're talking about Bernie Sanders and you're talking about some of the policies that that guy was proposing and some of this, the idea of, you know, Robin hooding the whole deal taking from the rich and giving to the poor, that's extremely appealing to people, right? How do you, how do you lay it out to people in a way that they can understand that although this looks like a great idea, that this is not a good idea and ultimately it's not going to benefit you. It's going to make things stagnant. It's gonna make things harder for business and it's gonna make things harder for jobs. A lot of people listening right now to even me saying that they're tweeting me to get mad. You fucking a shill. You sell out you 1% or you piece of shit. I, that's the thought process between Eh, behind anybody who says anything even remotely negative about socialism, that you have to be some sort of a sellout or you just want to keep things the way they are so that you can benefit.

Speaker 2:          00:55:40       And it's amazing that so many people find socialism appealing. Yet they'll say, Oh, you know, fascism is really bad. Right? The Nazis were really bad. They don't realize that the Nazi party that stands for national socialism, that's what it was. It's national social. So socialism is a broader economic theory that encompasses cat, uh, communism and fascism. They're both forms of socialism. So, you know, yeah, it's all bad. Right? And the whole idea, the, all the whole premise of socialism is bad. It, you know, it, the free market being a libertarian is all about the individual. It's about freedom and, and, and, and recognizing the value of, of the individual and their rights to pursue their own self interest or own happiness property. But in, in your question, how do you talk to people and get them to see how bad socialism is? I mean, I mean, first of all, I mean, look at the countries that have tried it in its extreme form, right?

Speaker 2:          00:56:35       Whether it was like the Soviet Union or a North Korea or Cuba or East Germany, you could look at examples where you had people moving in this direction. These promises of, you know, from each, according to his ability to each according to his need and it was a disaster. So it's not like we don't have a long history of failed socialist experiments. And you know, you can look at the countries that are the most prosperous and those are the countries that have the least amount of socialism. I mean, obviously, you know, socialism is going to exist in a certain degree. It's hard to find any place on the earth now where there isn't some elements of socialism that have crept into the economy. But the extent that countries have managed to limit the amount of socialist policies they have, they have maximized the standard of living of their people.

Speaker 2:          00:57:23       So the more like look at Venezuela, right? I mean people, you know, and I, I uh, and president, um, uh, uh, uh, trump was tweeting out not too long ago. Oh, you know, he's, he's upset that they don't have enough democracy. We need more democracy. They don't need more democracy. Democracy is what got them into trouble because they voted for socialists. What they need in Venezuela is more capitalism. They need more freedom, not just more people voting for other socialists. Notice of the appeal of socialism. Essentially the same appeal of turning Puerto Rico into a state that you're going to get something for it. It's going to benefit the people. Yeah, I mean people, you know, like the idea of getting something for nothing. And you know, there is a certain, if you think of that superficially, and that's why you know there's an old expression, right?

Speaker 2:          00:58:06       If you're not socialists by the time you're 20 you don't have a heart. But if you're not a concern, by the time you're 30 you don't have a brain. It's because people are caring. I mean, in general, most people care about their fellow human beings, including conservatives and libertarians. I mean they care to just at. A lot of liberals think that conservatives are mean because they don't support these programs. It's not because they're mean, it's just that they recognize the unintended consequences of these programs, that the programs actually make it worse for the people that you're trying to help. But younger people who don't have as much real world experience, they don't know any better. So it's very easy to be a socialist when you're 16 1718 you'd never had a job. You've never run a company, you don't have much real world experience, but you're carrying human being.

Speaker 2:          00:58:48       So I don't fault young people for being socialists, but I do. But when you get to your thirties and your forties and you haven't grown up, to me that's like a little kid still believing in Santa Claus. Right. How come you didn't learn anything? Right. Here's Bernie Sanders. He's like, you know what is he 70 something years old and he's, he thinks like as a teenager, I mean he didn't learn anything from all this life experience. You know, he's, he it, he didn't get any smarter because it doesn't need to have a bunch of houses. I think Bernie owns a few houses. Yeah, I think he does. And didn't mean one of the, he's in hot water right now because his wife, yes. Why she decided to go full on capitalists for this small college and buy up a bunch of land. And the, the company went bankrupt.

Speaker 2:          00:59:28       Yup. The college, which is essentially company, right? The way that you can get young people to understand, look, most people, even if they're not in the 1%, they want to get to the 1% right. Every body. Some people would say that's not true. Some people would say, no, that's not what I want. I want to be comfortable and I want to pursue whatever my interests are. Why? But what, and again, and what are those interests? I mean people and be their art. Maybe it's, yeah, but they still have to eat. They still have, they still need clothes. So we just wanted to be comfortable. They don't necessarily want to be a white person, but you're going to get those things better from the free market. The free market is going to make you more comfortable than a government program. And if you're just trying to have a shortcut and say, look, you know, just steal some money from that rich person and give it to me.

Speaker 2:          01:00:11       But most people even don't just want to squeak by. I mean most people want to achieve something. They want to strive to get the most they can out of life. And you know, you know, if you want to get a job, I mean somebody has to hire you, somebody has to have the capital, somebody has to be able to pay you, right? You, you're not going to get a job from a poor person. Right. They don't have anything to offer. They don't have capital to give you. They can't pay, you know, write a paycheck. You know, so people understand, hey, I got my first job from somebody in the 1%. Okay. You know, and now I'm, I'm in the 1% myself because I, you know, I was able to gain some experience, gain some knowledge, you know, so you could talk to younger people and really show them the different, a different path.

Speaker 2:          01:00:52       One is, you know, relying on government and thievery. Cause that's really, you know, most people would agree that theft is wrong, right? If the two of us got together and beat you up, although obviously we can't, but as soon as we could, we beat you up. And we took your money. You would say that's wrong, right? You can't do that. Well, if we got together and voted for congressman to take your money, you know, we outvoted you two to one. Why is that any any better? I mean, why is it okay to steal through the ballot box, but it's not okay to do it directly. So the argument against that would be that it's not stealing, that you're just creating policies that even the playing field and that stealing people that are in the 1% like these hedge fund dudes that have these giant houses in the Hamptons, they've accumulated massive amounts of wealth and they're using that to influence politicians and change laws and they shouldn't be able to use it to influence politicians.

Speaker 2:          01:01:39       That's why we have to take the influence away from politicians, take away that power. But there is a wealthy hedge fund guy. That doesn't mean I have the right to go steal his Maserati just because he's rich and I don't have the right to tax him to take that maserati either. It's, it's just another form of theft. When you believe in the free market, libertarian, you know you're giving somebody that I did. Look, you don't have to get rich by stealing with somebody else has. You can do it on your own and you know you, you can benefit from what other people have because the only way people get rich and a free market is by delivering service is that other people value. The only exception is if you get rich through government connections. And that is not a fault of capitalism. That is a fault of when you empower government to sell favors for the highest bidder.

Speaker 2:          01:02:23       That is not an indictment of capitalism. That is socialism, right? And so that's what we have to stamp out. We have to make sure that you can't succeed by bribing a politician, that you can't use government power to create wealth. That if you want to get wealthy, you have to be wealthy as a result of voluntary interactions with other human beings without government involvement, right? Government is there to protect my rights, protect my property, protect my life from other people who might infringe upon my rights from people who could steal it. But government is not there to give you things. It's not there to give you a job. It's not there to give you a health care. You need to earn those things on your own. And now obviously, are there going to be people who are just born, they're just not. They may be they have deformities or they're not smart enough or they have handy some kind of and they can't fend for themselves.

Speaker 2:          01:03:07       Yes, I recognize that, but my solution for that is not to, is not to steal from some wealthy person and say and give the money to somebody who needs it. I believe in voluntary charity. I believe that human beings care enough about other human beings that if somebody really is in a dire circumstance, that private charity, we'll take care of them. And what I do know is when you have private charity, right, it's very efficient, right? If, if, if you donate a dollar to a charity, 90 cents is going to go to the people who need money. Ideally, we have obviously some massive exceptions to that, but with the government, the government will take a dollar in taxes and only 10 cents will go to the poor people. The rest of it goes to the government bureaucracy. And the problem with government is when you have a private organization, they really want to do good, right?

Speaker 2:          01:03:54       I mean you have these government antipoverty programs, they don't want to end poverty. They want to expand poverty. They want, they want more poverty because then their program gets bigger. Then they have more power. The last thing they want to do is end poverty because now they're, they no longer have a job. So they're not there to try to make sure that the people who are getting the aid actually need the aid. I mean, it's different when it's private money and private charity, uh, you know, there, you're really trying to do good instead of just perpetuate the poverty so you can grow your power base. Have you ever sat down with Bernie Sanders? No. Wouldn't you love to, when you love to have a debate with him, like a long form conversation, like a three hour podcasts? I wouldn't, I wouldn't shy away from it. I mean, I, I, you know, I do know he's, he's sold at this point that it's hard to believe that I'm going to persuade him that he's wrong, that he's going to come to his, you know, after living in entire life believing in something.

Speaker 2:          01:04:42       Well, I'm not even necessarily saying that you would persuade him, but it would be nice to see people counter, you know, or hear rather the counter to his arguments that he puts forth that are very appealing to a lot of these young people that you're talking about. If you're 20 and you're not a liberal, you don't have a heart, you know that these, these ideas are very pervasive in our culture and they were thought to be the solution to the ails that were in, they were thought to be the solutions to the problems with the bailout. Why is the government getting all this money and giving it to the banks when they could be giving it to poor people and, and propping up the income inequality like that,

Speaker 4:          01:05:18       that, that conversation. And now we're big problem. And I knew that at the beginning because see I was, I was against the bailouts, but I knew that when the government bails out banks, now you've created a precedent. Wait a minute, if you're going to bail out those banks, why not bail out the little guy? Right. And I have a lot of sympathy for that argument, but I don't think two wrongs make a right. We shouldn't have bailed out the banks. See the government shouldn't steal money from, from one person and give it to somebody else. You know, regardless of who they're there, they're there, they're giving it to. But once you create that precedent, and of course, you know, a lot of people should have been allowed to lose money in that financial crisis. A lot of banks should have failed. A lot of people should have lost their jobs and they didn't.

Speaker 4:          01:05:59       And so that's a moral hazard because the government created a condition and said, hey, if you're going to speculate and do all these things, you know, you know, we're going to bail you out. And you know, it wasn't, you have to realize that it was the government, the government was guaranteeing all those mortgages. The governor was guaranteeing all those bank banks, bank deposits. The government was through Fannie and Freddie, encouraging reckless activity, encouraging banks to make loans to people who they knew couldn't pay it back. I mean, all this was rooted in government incentives and government subsidies. If there was a pure free market, the banks would not be able to assume all that risk. But because the government, you know, had their back then they were be able, they were able to do things that the free market never would have allowed. That's why for years, you know, while the housing bubble was going up, I was pointing this stuff out.

Speaker 4:          01:06:43       I mean, you go and you know, look at some of the youtube videos, um, you know, for all of my appearances back then that eventually became that Peter Schiff was right video. Um, I understood the, the ultimate consequences of what the government was doing, you know, but then the bailouts just, you know, allowed the government, like the government never wants to waste a crisis. They always want to use the crisis to get bigger, to get more power. We should have learned something from the 2008 financial crisis. Instead, we have repeated all the mistakes, right. Everything that has been done by Janet Yellen and Ben Bernakie, since the financial crisis has actually made the u s economy worse, we're in much worse shape now, economically. So I think the crisis that we're coming to, the next one is going to be much worse than the one we had to know.

Speaker 4:          01:07:30       Eight to get to that in a second. But what, what was the argument for the bailout? Well, the argument for the bailout was that the banks were just so big, right? They were, they were interconnected. Yeah. And that if we let them fail, it's just going to be so much worse. Right. Cause it's just, you know, we got, you know, we, we got to a bail amount because, you know, even though it's bad, it'll be worse if we don't do it. People like me and maybe Jamie had money in these banks and that money would dissolve. Well people would have lost, certainly would deposit of, had lost some money. Yes they would have. But you know, I agree that had we not done the bailouts, it would have been worse, but it would have been healthy. It would have been a step in the right direction.

Speaker 4:          01:08:12       You know, you, you know, you work out, it's like no pain, no gain. I mean, you know, like, you know, we, we, you've got to bite the bullet on this and, and, and, and, and do what's right. Or I look at it like, you know, we were strung out on cheap money. We were like a drug addict. And had we just gone cold Turkey and gone into Rehab, yeah. It would have been a big downer. Right. It wouldn't have been pleasant. And we would had to go through all this stuff, but at the end of the day we could emerge healthy instead models

Speaker 3:          01:08:42       being projected, projected, like did bid, people look at the two possibilities, like having no bail out and we were looking at us here in nine years later or having available,

Speaker 4:          01:08:52       well, you know, I don't think they, if they looked at anything, it was just very short term, right. Because all these guys are politically motivated, right? An election is coming up, right. Because all the bailouts happened, uh, in, uh, summer of Oh eight, a lot of big ones. And the election was in November of [inaudible] eight. Right. I remember John Mccain interrupted his presidential campaign to come vote for a tarp bailout. And, and so politicians can't see beyond the next election. And if your horizon is that short, yes, the bailouts ease the pain, but at the cost of exacerbating the underlying disease, that is the cause of the pain. So because we did all the wrong things and o eight o nine o 10, instead of fixing the problems and having a healthy recovery, we have the weakest recovery in the history of recoveries. In fact, I don't even think it's a recovery cause I think the average American is sicker now than he was when the recovery began.

Speaker 4:          01:09:47       Well, you look at personal net worth has gone down. Real incomes have gone down. We've eviscerated the labor force. I mean people have lost good paying jobs and they now have two or three low paying part time jobs. People are working longer for less. Uh, their net worths of gone down. They're loaded up with debt. We now have record high cardio loans, record high credit card debt record, high student loans. The only thing we don't have as record mortgage debt. And that's because home ownership is now at a 60 year low. But we do have rising rents and so our standard of living is falling, uh, because we didn't do the right thing. But because we didn't do the right thing, this next crisis, as I said, is going to be so much worse where we're just going from crisis to crisis because nobody has the guts to do the right thing because in the short run it means they might not get reelected, right?

Speaker 4:          01:10:34       Nobody wants to get reelected, promising. You know what? Things are bad. We've made a lot of mistakes. We're going to have to suffer through this recession. People are going to lose money. People are going to lose their jobs, but you know what? Don't worry. The free market is going to work. You'll get different jobs. You'll get your, you know, nobody has the guts to tell the truth to the voters. Everyone wants to pretend that they've got, you know, it's like, you know, by my Miracle Cure, you don't have to work out. You don't have to die it just rub this cream on your, your thighs and the side lights going to go away. That's what people want. They don't want to be told, you gotta hit the gym and you've got to stop eating junk food. They want the miracle cream. That's the guy that gets the vote.

Speaker 4:          01:11:10       So we set ourselves up for, I think a crisis, not just a financial crisis where were mortgages are in trouble, but we're, the dollar itself is collapsing, our money is collapsing, prices are skyrocketing. It's going to really hit the average American much more than just the stock market going down. But when your money is going down, right, when the cost of living is skyrocketing, right, that is going to be a big problem for a lot of people, that that's where we're headed. It's ultimately going to be a dollar crisis. And that's really, you know, like my, in my business in my brokerage firm and Euro Pacific capital, that's what I've tried to do is help people protect their wealth by getting out of US dollar assets by investing in Singapore and Switzerland and New Zealand and Hong Kong and other countries owning other assets, you know, to try to protect themselves from this crisis that you know is coming. You know, and most people are going to get blindsided by just like they were by the last one.

Speaker 3:          01:12:02       So what is the crisis and how exactly do you feel it's going to go down? Because I did watch some of your videos about the housing crisis from 2008 you're predicting it years in advance. Yeah, I mean look, you know, things always happen, you know, I see things years before they happen cause like you're not the only one, right? No. This is something amongst your peers and your colleagues, you guys are all discussing this. Well, I mean, I mean there are people, oh

Speaker 4:          01:12:24       most people who feel the way I do maybe aren't, they weren't on television saying it. They were saying it to their buddies, you know, in their own living rooms and they were getting laughed at just like I was, you know, I guess I used to get emails from people, Hey, I've been saying this is exactly what I've been saying and everybody thinks I'm crazy and you know, it's just, you know, they're the same one. It's everybody else. That's crazy. That just, it gets caught up in it. But what's going to happen is we are going to go back at some point into another statistic. Recession. I mean I think that we've kind of been in one this whole recovery cause I don't think the government numbers are really that accurate. I don't think that inflation is as low as they claim at least as measured by the consumer prices.

Speaker 4:          01:13:03       So I think that the economy has actually been contracting during the years that we've been pretending it's been growing. But I do think at some point statistically we will go back into a technical recession where even the government admits that the economy shrinking, right where the GDP is negative for a couple of quarters in a row and then what is the government going to do as a result of that? They're going to do exactly what they did before. They're going to take interest rates and bring them back to zero from wherever they are. The differences. Normally they lower interest rates and then by the time there's another recession their way back up, four or five 6% this time they, they barely got him back to 1% and they kept them at zero for seven, eight years, which is unprecedented. And of course the mistakes that are made are consequence of money being too cheap, right?

Speaker 4:          01:13:48       The reason that we had a real estate bubble, the main reason was because Alan Greenspan lowered interest rates to 1% and left them there for about a year and a half and then took about a year and a half to rise to raise him back up to normal. So you had a few years of artificially low interest rates and that gave us this huge housing bubble. Well, we had seven, eight years of zero. I mean the, the mistakes that had been made under Obama dwarfs the mistakes that were made under Bush. And these are mistakes that are a consequence of money being too cheap of the government setting the price of money as opposed to the free market. You get too much debt, you get too much speculation. And so we've got a much bigger bubble now and when the, this one pops because it's so much bigger, right? So then all of a sudden the Fed has to cut interest rates again.

Speaker 4:          01:14:31       And now what happens to the dollar? Because see the dollar has been rising in these past few years because everybody thought, oh, the Fed's going to normalize interest rates. The Fed is going to shrink the balance sheet when none of this stuff happens. When the Fed goes back to another round of quantitative easing, when they got to crank up the printing presses, when they don't shrink the balance sheet, but they bloat even bigger, right? It goes to five and a half trillion, six and a half trillion. I think the bottom's to drop out of the dollar. I think the dollar is going to get killed. The opposite of what happened in Oh eight when the financial crisis hit no aid, the dollar had been falling for seven years. It was at an all time record low, and then when the crisis hit, it actually caused people to buy the dollar.

Speaker 4:          01:15:09       Uh, but I think this next crisis is going to be the big sell signal for the dollar. It's because people are going to rush out of the dollar as the Fed has to go back to more qe as people realize that this is what I said from the beginning, this is a monetary roach motel, right? The Fed checked us in and they ain't checking us out. There's no way to normalize rates. There's no way to shrink the balance sheet, and when people realize that this is a permanent situation, the bottom drops out of the dollar and then commodity prices really start to rise. Remember when oil prices went from like $20 a barrel and 19 and 2001 up to 150 right? That was happening because the dollar was falling and as the dollar starts to fall, all these commodity prices are gonna rise again and now inflation is really going to pick up the way they measure it and the, the governor can't do anything about it.

Speaker 4:          01:15:54       They can't raise interest rates because if they raise interest rates, they collapse everything. All the banks that were too big to fail. They're bigger now, and it would be even worse if they failed. So they can't let rates go up because banks absorbed other banks, they got bigger, and now you have all these banks that have all these long term loans that have low coupons on them. If interest rates go up, all these big banks are going to fail. I mean, people think rising rates are going to be good for banks. They're gonna destroy the banks. They're gonna destroy the housing market. I mean, and the government, this is the biggest thing. Look at the national debt. The national debt is about 20 trillion, the bonded debt. And that, of course, that doesn't even count all the unfunded liabilities. That's just where the government has sold a bond, right?

Speaker 4:          01:16:33       A treasury bond, that's about 20 trillion. But what would happen if interest rates went to 10% well, it would cost the government $2 trillion a year just to pay the interest on that 20,000 on the 20 trillion we don't have anywhere close to that. I mean, right now, interest rates are almost zero. And we're spending about 250 billion a year on interest. But if interest rates actually went up because the Fed had to fight inflation, the treasurer would have to default. They would have to tell the cro, we can't pay on these bonds. What are you showing me? Jamie's this, the national debt. The national debt is 20 trillion yet. Oh, it's so clause 19

Speaker 2:          01:17:10       nine seven three looking at spinning. Oh God. Yeah, I know it. Terrific. But um, and so obviously the Fed has to keep interest rates low so the government can service that debt. Look at Medicare, Medicaid, Jesus Christ. What is happening? You add it all up. You didn't even a billion. Is that a trillion? Huh? What does that right there? What is that? No, that's one point. 1 trillion. Oh, it is. That's a lot of those budget items. Those are budget items. That's the budget. Social Security, that's not the debt. That's what they're spending. Oh, see, look at those numbers. If you go down lower you, they'll probably have all the unfunded liabilities that page somewhere, you know, and then they break it down and they break it down per capita, per tax payer. I mean, it's an art, but my point is that we've got like an adjustable rate mortgage on that national debt.

Speaker 2:          01:17:58       The government, Scot ultra cheap money. If interest rates spike, there's no way that the government can pay that debt. This is hypnotic. It really is terrifying. They're seen it before. I've never seen it before either. That's why I'm saying Puerto Rico, Puerto Rico, it'd be, it would be so idiotic for Puerto Rico to want to join the union and absorb their share of that debt. Now, for the average person like myself, was zero understanding of the financial system. You listen to trump, talk about the economy booming and it's on an upward the thing and the unemployment is down and jobs are up.

Speaker 4:          01:18:30       Yeah, I mean bullshit. Yeah. That's what's really bothering me about trump is the hypocrisy. Because when trump was a candidate and he got elected, because by and large he told the truth about the phony nature of the recovery. Obama was out there talking about how great things were, and trump was like, bs. It's not great. Oh, you're talking about low unemployment. That number is bogus. The real unemployment rate is 20% or 25% is people stopped looking for jobs and it doesn't count anymore. People are, you know, they gave up looking. So they don't have a job. They're not counted as being unemployed. And he pointed out that all the jobs like here, this is irony, right? So what are the byproducts of obamacare? Obamacare said that if you have a full time worker, you have to give him health insurance. Right? And full time was anyone that worked 30 hours or more?
