Speaker 1:          00:00:04       Five, three, two, one go.

Speaker 2:          00:42:21       Now I took a shot. It seems to last longer. It seems to work better. But why do I do it? First of all, because I'm not competing against anybody and it makes me feel better. Um, it worked. My body works better when I take it mean that's what testosterone replacement is all about. But when it comes to professional athletes doing it, man, it's very tricky because on one side, an athlete can take it and it can make them feel better and they can perform better when their career would be over. Like you take a guy like a Roger Clemens, and I don't know whether or not Roger Clemens doing anything, but most people believe he did. And he's a baseball player. And then deep into his forties all of a sudden the mother fuckers, he's still throwing 95 mile an hour fast balls and he looks fantastic.

Speaker 2:          00:43:06       He's built like a brick shit house. What's going on there? And we'll most likely he got on hormone replacement. So the idea being that when you're getting older, you're getting wiser and you have accumulated all this experience and all this knowledge, but your body does not perform the way it did when you were younger. It just doesn't, the hormones, they go away. Your body is preparing for death. I mean, essentially that's what's going on. But it isn't bullshit because it's kind of the way the world works. You know what I mean? We were only here for a short amount of time, otherwise fucking Aristotle be sitting right there. You know, he'd still be around, but you know, I'm on this show. It would probably be a boring passengers. I don't understand his language either. Yeah, no, I'd love to hear. I'm just kidding. But you know, you know what I'm saying?

Speaker 2:          00:43:50       It's like everyone has their time and when your time, this is obviously hypocritical coming from me because I just admitted that I did take testosterone, but when you're a fighter, there's, there's the guys that they've gone through all this experience. Their bodies started to fade off and then they get on it and then boom, all of a sudden their world beaters. The best example is Vituro. Yeah, right. Vito Belfort, I maintain that TRT v tour was one of the most spectacular fighters in the history of fighting his knock out of Rukh lock. Luke Rockhold, his knockout of Bisbing. I mean his knockout of Dan Henderson. I mean, he was a fucking destroyer when he was on test. Yeah. He would show up with muscles on his fucking eyebrows. I mean, literally he had muscles on his gums. His whole body looks like a muscle. It was insane and he was so aggressive and so confident.

Speaker 2:          00:44:43       It was a completely different vetoer than the Vito that fought like Sakuraba when he fought in pride, which was a decade earlier. Yeah. I mean it's crazy to see something like that happen. Yeah. And on one hand, one hand, I love it. And one hand I want to see Vituro fight like that. I want to see a destroyer. I'm a guy walks watching entertaining fights. I like watching spectacular performances. But on another hand I want to see, I want to see someone fighting someone where it's just will and determination and discipline and focus and you, you, you work towards something and then you achieve it and you do it just by hard work. Sure. I don't want it to be a Goddamn pharmacy competition. Yeah. You know, and that's high level sports. It is quite that and kind of a moral conversation. Let's, let's skew this a little bit.

Speaker 2:          00:45:34       So you look at like stem cell research now, is that a performance enhancer? Yeah. It's going to be reattaching an ACL from somebody else's ad, a performance enhancer. Sure. It can be right. I mean, well it certainly can fix a bad body and that will enhance the performance of that person can be. It's an interesting, and I've heard [inaudible] say this before and I'm not defending, I'm just say that. Yeah. Yes. I don't know if he's performance enhancing that. I think he was making a reference to Weidman who had gone over to Germany I believe, and had some sort of Regena keen. I don't know. Well I've had that he's wrong and it comes to that doesn't enhance your performance. It just makes your inflammation go down. Okay. I mean Weidman has mangled knees. I mean he's had arthritis in his knees so bad that he can't even get his foot to touches.

Speaker 2:          00:46:23       But like lift his head. He looked like this like I'm doing sitting right here. He can't, he can't do that. He couldn't get his heel to touch his ass. His knees are so arthritic and yet he's still beat Anderson Silva twice like that with those knees. Cause he's a fucking monster. He's a monster. He's not even 30 oh yeah, he's a monster. But what he did was not, it's not going to make him like me. It'll make his knees work better, but that just, there'd be like normal knees. It's not like he's going to get to a point where he has like, you know, like when you saw Vic tours muscles, that shit wasn't normal. So that was above average. Yeah. Like an average 16 year old kid who works out, you know, once or twice a week has better knees than the middle weight champion of the world.

Speaker 2:          00:47:06       That's the point is it's the actual pliability of his joints itself. I mean, does that increase some mechanical advantage when the knees work better? Yeah, but it only makes it like a normal person. It's not like, you know what you can get if you're tested up to the gills. So I don't see how you can make that comparison. Yeah. Aesthetically. And where is the, where's the line on medical intervention to performance enhancement or supplementation? Supplementation is a good one because that's, yeah, creatine. Well, I remember beach and that simple. Bj was shitting on. Um, and I'm a huge Bj Penn Fan will be to the day I die. But BJ was shitting all over GSP, you know, hey, you're taking a test. You know, he'd taken Gh, tell the truth what's going on. And then while you watch BJ working out and he had a fucking, he had a counter filled with these different supplements.

Speaker 2:          00:47:54       There's a bunch of shit that they would give him after every, uh, every meal. It was all legal. It was all like, you know, glutamine and things along those lines and, you know, fish oil and all these different, various supplements. But those various supplements, it's, that's not food, that's food that has been broken down and they've isolated very specific components that they've shown to enhance performance. So you're taking performance enhancing supplements when your taking anything. I mean, any, the reason why you take multimineral and multivitamins is you want to enhance the performance of your body, period. I mean, that, that is what's going on. It's just going on it, uh, uh, uh, an edge level as opposed to a jump. Like when you're tested up, like [inaudible] tested, they caught him before. This is what made them cancel. Um, testosterone replacement in Nevada. I mean they had already had issues with it but they started testing guys off you like just randomly like come here like pee in that cup would hook.

Speaker 2:          00:48:53       That's how they got Overeem. Vito tested an average person. It's like an average males because of 300 to 800 is like a high level. V was 1,475 man, that's insane. It doesn't exist in nature. It just doesn't exist in nature. And that was one of the reasons why they were like, ah, okay. And this is not idle speculation coming from me. By the way, this is me talking to people that are in the know people that were actually there. The whole conversation that went down, I was privy to a lodge and it was very tricky because they, you have to find out what, what's ethical. I mean they loud it in the first place because doctors were saying, my client has low testosterone and he has an issue Gonad ism or whatever. Hypergonadism whatever the issue is. My client has low testosterone. Um, I as a doctor believe that he has a medical issue that needs to be addressed.

Speaker 2:          00:49:43       We're going to supplement his testosterone. So the athletic commissions allowed this, but they didn't totally understand what they were allowing because they didn't know that you could take testosterone. And if you took testosterone and then got off testosterone, you're let natural levels crash. So then you show up at the doctor and you say, hey man, test me. I feel pretty weak and that the doctor says you have low testosterone, I'm going to write you a prescription for testosterone. Then you bring that to the athletic commission. My doctors, uh, allowed me to take testosterone. Here's my blood work. And they go, all right, it seems pretty good. Go ahead and take it. I mean, that what was going on? That's what happened with Nate Marquardt. That's what happened with a lot of people. Um, that was the issue with, uh, when Nate Marquardt was pulled out of his fight with Rick Story.

Speaker 2:          00:50:26       The very last minute is because the Pennsylvania Athletic Commission tested him and he was jacked through the roof and they were like, what you do you are you doing is dangerous. What was his number? Do you remember? I don't remember so I won't say it but it was [inaudible]. It was astronomical and it was very high. It was not a number that exists in nature and that's the issue is that these guys were same as mark Hon. It was not a number that exists in nature that these guys were taking hyper levels of testosterone when they give you testosterone unless you are going to the doctor and that doctor is the only one who administers testosterone and they do it right in front of you. You can, you could put in as much in as you want. Sure. You know, if, if Mike Dolce gets a prescription for testosterone and you go to your doctor, your doctor's going to give you a fucking month supply and you could say, I don't want to put the whole month and right now see what so look out and then he just fucking running through walls.

Speaker 2:          00:51:19       Like the thing from the fantastic four is it's, it's very weird. You know, it's, it's very, I mean like if you're on anything else, if you are on any other kind of medication, they'll give you, you know, you take two pills in the morning, you take two pills at night and here's, here's your pills, take those pills. Yup. But you could just decide to throw the whole bottle down your throat if you're fucking nuts. Like the only way you could prevent that with testosterone is by restricting access and making that access only through that medical provider that does it. You know? Right. There were no, everyone knows. And so they decided to just stop the testosterone replacement. There was no way they could regulate it. There's too many ethical concerns. There's too many concerns with, but the thing is they started it and they let these people get on it and then they got him off of it.

Speaker 2:          00:52:09       And when you get people off of it, their whole endocrine system just crashes and there was no transition period. None. Yeah. You need a long transition period. Like this v Tour Weidman fight is going to be spectacularly interesting from that perspective because vittores previous performances have been some of the best performances I've ever seen in all my years of watching MMA. He just looked fantastic and if there was no concern whatsoever, if uh, there was no issue with testosterone, he wasn't on anything. He was just fucking training like a wild man and putting in, you know, if he was younger and this was all going on, if he didn't have like a noticeable dip and rise and change of his body anatomy, he would be like one of the most heralded contenders ever. But everybody looks at him sideways. Even to this day. Like Weidman is a huge favorite coming into this fight. I mean, I don't know what the numbers are, but I remember the last time I looked at it was it was a pretty heavy favorite. Maybe you can look it up, Jamie. Find out what Chris Weidman over Vito Belfort is. If you look at how v toward destroyed Dan Henderson, you could have destroyed Luke Rockhold. You look at how he destroyed Bisbing. Who would say, how could anybody be a favorite over this guy? And the

Speaker 4:          00:53:26       reason is is because the testosterone, sure it's 100% no one wants to bring it up. I mean the UFC, he's probably upset that I'm talking about it right now. You know, cause they don't like bringing it up. Like when I do those countdown shows, we don't talk about testosterone. I would like to, I would like to talk about it. I would like to bring in experts. I would like to, I would like to talk to a guy like you. I'd like to talk to an endocrinologist. I'd like to say what up, what up? What is the recovery process? Cow. Can a man bring his natural levels back up to where v tour was, you know, is it possible that's going to be difficult, not knowing what his blood work or how bad off he was. You know, going into the TRT program, he's going to come out worse off when he said he was at 180 that was what he said, which is really low and I would believe that no one, a lot of the Brazilians, a lot of those kids get on in their early teens because it's a social medicine over there.

Speaker 4:          00:54:16       You walk into a gym and that's what the coach hands them, and I heard this story from dozens of of Brazilians and it's nothing against the culture. It's just something that's normal. Well, it's legal, it's legal. It's like walking into a GNC and get some protein powder. It's not like it is over here. What's over here? You've got a bit, get your, you know, if you're going to go to a gym and become a bodybuilder and you want to get testosterone or steroids, you're going to have to do dealings with some shady people. Brazil, you go to the pharmacy, you go in and you get it done properly. But unfortunately you open up four to one. That's almost five to one, five to one that's big over veto. The veto that destroyed Dan Henderson the first round, the veto, that wheel kick Luke Rockhold into oblivion and someone's a five to one favorite over him.

Speaker 4:          00:54:58       That's incredible. And that's because of that. It's amazing. Everyone Remembers Vito when he fought Randy when he was 240 pounds and it looks like a lion. Absolutely. And those are the days I think that if caught up with him and yeah, cause the issue, well that was back when he was training with, uh, his, his friend Curtis, who was as a bodybuilder friend who's dead now, guy died from, from steroids. That's right. I remember that. We used to call them garden hoses because, uh, we would, uh, work out with this guy who'd be at the gym and he had garden hoses for veins. I mean, he would stand there like this and they were just garden hoses all over his body. He was so big, he was so big. You couldn't believe that he was a human being. It's a guy's like that from the nineties error bodybuilding days.

Speaker 4:          00:55:42       They're all fucking dying now. Yeah, I've been seeing that. Mike Matarazzo just died. Yeah, crazy Nasser, that big circle, somebody, he's dead. He died. Those guys were just just red lining the body and red lining. The capabilities when the sports, so we think of bodybuilding like the golden era is like the Arnold Schwarzenegger, the Franco Columbia, the pumping iron days and the body's didn't change that much. Seventies to eighties they were kind of similar and then the early nineties that's when Dorian Yates came and just exploded on the scene. Then Ronnie Coleman followed up in these 260 pound mass monsters. Five six, five, six fucking insanely crazy rip, 3% body fat garden

Speaker 3:          00:56:24       hoses running everywhere and it's wasn't as much from what I understand. I've been working on a mass building strength building book now, so I've been researching more of the bodybuilding side and I'm coming across all this information where they're talking now about it. It was like insulin and IGF one and growth hormone. When those things came into play in those early nineties that's when the body's changed. But now you see what's happening. 1520 years later, these guys in their forties and fifties are dropping dead of terrible, terrible conditions almost directly with that, where you see guys like Arnold and Franco, you know, still walking around, knocking on the door of seventies Arnold's back on the spike. She knows muscles. He's pretty fucking big. That Hollywood money, man. Come on man. Right. Media took care of everything I have to get. There you go. Yeah, he, but he is, but you know, Dorian in all fairness is fine too right now.

Speaker 3:          00:57:19       Yeah, right now. You know, and that's the thing. And He seems like a smarter guy. Just knowing a little bit. Actually when we were in Birmingham, I swung by temple gym and get a chance to meet him. What his historic, you know, to meet that guy. Fucking crazy. But we'll see. And hopefully, you know, you don't want to see anything bad happen, anybody, but it's, you know, those guys are like on death watch to a degree. What, um, what fails when they do that? What fails in their body. All these guys, it seems to be heart related. Their hearts are just exploding on them. They're enlarged for starters, and then they're just some sort of shut down, break down and they're just exploding for lack of a more technical term. But it's almost all cardiac related. Like that's what Matarazzo he was waiting for a heart transplant.

Speaker 3:          00:58:00       Oh, it wasn't even 50 years old yet. Wow. You know, and he's, he's a Boston Guy, right? Yeah, yeah, yeah. I remember when I was just a kid at that time and that's, I was a fallen when I was watching these guys, like, you know, that's what I want it to be. And I was like, well maybe a couple of them. So now you've take steroids. But like now he's, these use a muscle tech and he's using the eas creatine and that's you. I believe that both, not never flex wheeler and flex had fucking kidney transplant. He did it. Yes. I'm don't quote me on the kidney transplant, but he had kidney failure and that's what took him out of bodybuilding at his absolute prime. I'm 90% sure was it is a transplant, isn't that the kidney thing? Due to cutting weight, they would dehydrate the shit out of themselves.

Speaker 3:          00:58:39       Massive prescription diuretics. So it's cutting weight is one thing. Using a very powerful pharmaceutical diuretic that's like water and fucking, you know, I'm rubbing alcohol as far as you know, putting that into your body. And that's what like Mohammed, Ben Aziza and I think Andrea is months or some of these famous older bodybuilders were just huge into those prescription diuretics and they just fucking blow their body up from the inside out, look amazing on the outside. And then guys like Paul the let you know, I'm kind of really, you know, going back 20 years in my remembrance is a bodybuilding. I remember these guys collapsing and just thinking like, oh, you know, they didn't, they look like such specimens. Why are

Speaker 5:          00:59:21       they so unhealthy? And that's really, I think what turned me into what I am today. I saw that, you know, and, and take my story back even farther and I touched on it, you know, years ago where I saw my father collapse massive stroke. I was eight year old kid and he was like really in shape. He was a thoroughbred horse trainer and he just fucking had a massive stroke. I was like, how the fuck like spun, how is this even possible? And then all the doctor's visits and all this shit for years. Well he was burning his candle at both ends. Fucking drinking coffee in the morning, not even until late at night, working like 16, 20 hour days. Really, you know, hard, hard work and days, you know, sitting back, kicking some beers and whatnot. Burnt his body out from the inside family history of heart disease, hypertension, didn't take care of himself.

Speaker 5:          01:00:02       Boom. Fast forward, I see this, this bodybuilding shit and it really fascinated nails fascinate as a, as a boy all the way up through fascinated. And as I continued and I was 280 pound power lifter at some point brought my body, we'd all the way up my mid twenties, 280 pounds. And, uh, one day I go to the doctor for a basic health tests, wellness test, high cholesterol, high blood pressure, hypertension, sleep apnea, get hooked up to a holter monitor and heart palpitations doctors like, what are you doing? I'm like, I don't fucking know. I'm trying to be big on, you know, I tried to be Arnold Schwarzenegger over here. And she's like, yeah, this got to change. And that's when I, my mind spun. I just saw it for what it is. I've pictured my father was like, I got to fucking change this immediate. And that's when I was performance science-based, lots of supplements and lots of micronutrients and you know, protein ratio and all that, that bullshit, that bodybuilding bullshit and then spun it.

Speaker 5:          01:00:53       And that's when I became this fucking organic like pseudo hippie health longevity dude. And when I focused on that and he lost 110 pounds, you know, through my own personal experience and what I was always working with athletes. You know, he like when I was, since I was 17 years old for so my training business, I was always working with athletes and I took that performance side and I went to the longevity side. And what I saw is once we all started focusing on longevity protocols as opposed to performance protocols, everybody's performance went through the roof, their lean mass. So when you say longevity protocols, yeah. What do you, what do you mean specifically? I mean, I mean real food, getting rid of all the supplements, getting rid of all the pseudoscience, getting back to what's most natural, you know, and I use the term earth grow nutrients because I used to say whole foods and people thought that meant go shopping at the supermarket, no eating food from the planet.

Speaker 5:          01:01:39       That was like really the first step for me. And I don't care as much about micro nutrient ratios and Wayne, cause I used to weigh my food and I used to sit there and I would spend a half hour every night and program all my meals and come up with all these different, you know, training cycles and I was, you know, that do that. It's insane dude about making these performance enhancements fast, this fucking ridiculous sneak to focus on eating real food, extremely nutrient dense foods from the planet's fresh as possible, as live as possible. And all the science that's out there shows that that's the healthier way. And all these different cultures that eat like that tend to be much healthier, perform at a higher level for a much longer period of time, longer age, you know, a longer lifespan and a high utility. And that's really the difference.

Speaker 5:          01:02:21       Not only do they live longer, they have a very high utility while they're living longer, 50608090100 plus years old where they're still able to go out, fish, swim, do all these different things. That's what really turned my mind. And this is back shit 15, probably 15 years ago now. Um, and then I started implementing that with my athletes, whether it's the power lifters, the wrestlers of the grapplers, and then your early two thousands and years was the NHB athletes before MMA. That's like kind of how I got the start into, uh, you know, the MMA world was through team Henzel, Gracie on the east coast, guys like Kurt Pellegrino and Dante Rivera when they're fighting for that ring of combat, you know, Nhb, you know, titles and whatnot focused on, you know, those guys. And it was all real foods and it was like everyone was like, what do you mean I don't have to take my CytoSport, my protein powder and pop all these fucking pills?

Speaker 5:          01:03:09       I was like, no, you know, it was like almost like a leap of faith that for a while for a lot of athletes to buy into. Like, you mean I have to eat salads and fruit and make a smoothie and just like, you know, now that we talk about in the culture is a little more advanced. I think the science is out there and it's, it's been proven for, you know, a decade plus that people realize, well that's the better way to go now. But going back, you know, 10 15 years ago that was like everybody was living at a fucking jugs, you know, protein patters and GNCs and all that shit. That was the big rage in the late nineties all the way into the early two thousands and such. So spun that, switched it focused on the real foods and that's what we've been doing with the athlete sense.

Speaker 5:          01:03:47       So going back to the longevity, when I work with an athlete like a, a Tiago, that's her Rhonda Rousey or, or whoever else, my goal is not for them to win a world title. My goal is not about their way into my goals, not about really anything sport related within the next five years. My goal is for them to be 120 years old, healthy, fresh, vibrant, showing their great, great grandkids, photos of back when they won the UFC world title and all these great times that they have 120 years old. Is that really pop? Has that ever been done? It's possible now if we focus on it now because we're talking, that's 80 years from now and with the medical advancements that are happening with the way science is continuing to evolve, it's possible if we don't fuck it up early, and this is where I talk to the athletes about the weight cutting Stuart's 52 weeks beforehand.

Speaker 5:          01:04:32       If we don't fuck everything up now, science is going to advance to the point to keep us healthier, longer offset some of these issues at a later stage of life. Instead of having a like Matarazzo Nina fucking heart transplant when you're 40 instead of, well maybe when you're 80 it's slowly starts to give out because you've eaten fucking great, highly nutrient dense foods your entire life. You've been resting your body completely, not burning your nervous system out. You're training intelligently enough to stimulate progress but not enough to shut anything down and break anything. Now you're living a rewarding, happy life surrounding yourself with positive people and that's something that you talk about here all the time and that's almost the most important aspect is being a very well adjusted, happy, positive individual. And this is something that when I work with athletes, a lot of people think that it's just this, this fucking diet dude, or I'm just making eggs for her hand in my athletes water.

Speaker 5:          01:05:23       I think that's the least of what I do. The most of what I did was I try and get inside the athlete's head, hadn't helped them focus on, excuse me, focus on their life and what they, what they want out of their life, setting up goals and helping them develop action steps in eliminating this negative energy around them so they can truly realize their full potential. And that's, you know, I call it, we put a bubble of positivity around the athlete, especially as we get closer to the competition because that's when it's most important. But it's really, we try and keep that around them their entire life. Give them the tools, teach them the lessons now that they can carry on. So we'll, we all lift 120 I don't know, but I've read scientific research that assumes or believes that there's humans being born right now on the planet right now that will exceed 200 years old. Now. Will that happen? Who fucking knows Jamie? Look at him. Don't make be. Actually it could be he's fucked me as fuck. He's gone. Can I get more pussy? Oh that.

Speaker 2:          01:06:17       Oh, there you go. Yeah. Um, but you, you bring up some really important points about stress and about surrounding yourself with positive things and positive energy. You can tell the difference. Like if you have some bad shit in your life, you have some conflict, you'll feel bad about that conflict you feel. And the key is to resolve that stuff as much as possible. And then, you know, figuring out a way to make peace with the rest of it and move on with your life. And just the less you put out battling it, the better you'll feel about it. Yeah. Just you know, when I was younger I would argue to people that everything was constantly involved in conflict. And then I realized as I got older, the less conflict I have, the better I feel. And the more I resolve conflict and not and not and not get in it, it's better for everybody.

Speaker 2:          01:07:01       It's better for that person. It's better for me this certain shit that's unavoidable. But like all these people that are running around suing people all the time, those are the mother fuckers die heart attack. So those are the mother fuckers that have stress cause they're constantly involved in battle and not the right kind of battle. Either. Not like a competition, you know, but just trying to lash out and then dealing with people lashing out at you and all your day is spent thinking about it. And if he says this, I'm going to say that. And then if she says that, I'm going to tell her what the fuck is up. And that kind of shit wears on you man. You're grinding your gears all day, eats you alive and people don't think of it. Do you think you don't think of that as being a stress like they think of stress as being bills. They think of stress as being traffic, no stresses. Every, all those things are stress, relationships, friendships, work conflict. When you're at work all day and you hate your job, that stress, that is stress that grinds on you. That feeling like when you get out of work at the end of the day and you have that weight lifted off your shoulders, that means you're in a bad job. You got to figure out a way where you don't have that. If it's possible, if it's possible, find that way. That was me 10 years ago was a municipal tax assessor,

Speaker 3:          01:08:16       the state of New Jersey. Oh, amazing. It was the just saying all those things together make me want to fucking jump off a roof on Friday. I would literally get depressed on Friday because I knew Monday was coming. Yeah, I know that feeling and it was fucking, it was God damn hell, but I was making a shit load of money. My mom was so proud of me. I had the 401k in the six weeks off vacation. I was living the American dream. I fucking hated myself. I sat around, I remember this was the turning point for me. I sat around a boardroom table and it was a lot younger than my closest peer. And I'm looking at all these older dudes and we're all sitting there in suits and like, we all were so fucking important, you know, being those dickheads. And they're all overweight. They're all, they all have red faces and they're all talking about how they're going to fucking, you know, sneak off to the bar before they go home because they don't want to deal with the fucking family and the kids and all the fucking bullshit.

Speaker 3:          01:09:03       I get it the fuck out of here. I have to get the fuck Outta here where I'm going to fucking die like this. I got to change my life. And that's what we did. And I kind of threw that away, resigned from the position, took the job as the strength coach at team quest up in the Portland, Oregon. Moved across the country for fucking minimum wage to clean toilets and left that job behind. And I fucking loved it. I loved scrubbing disgusting, Shitty Gym Mats at five o'clock in the morning and not sitting at a beautiful corner office, you know, for x amount of dollars per year. Because I was, I was doing what I love and I gave myself the opportunity and the chance, you know, to do something with my life and get rid of the stress. I think that's why I'm kind of veering off it.

Speaker 3:          01:09:41       That's what it was talking about was so stressed out and I was riding my bike. Fuck. I remember it was freezing cold, fucking raining. And I'm riding my fucking stupid bike cause we only have one vehicle. You know, my wife had to go fucking work. I'm a riding my fucking bike six miles to the gym and I fucking loved it. It was such a pure, crisp, cold morning and it was just so alive in life. You know, and it was, everything was brand new again and I was in my mid twenties at that point, mid later twenties at that point. It's fucking cool shit man.

Speaker 2:          01:10:07       Ah, yeah man. Taking chances and, and branching out on your own. When it works out and rewards you, it lets you know that the universe rewards risk. It rewards calculated risk and passion. It really does. And if you, if you don't live your life like that, you're living your life. Afraid of risk. You God man, you're gonna, you're not gonna get any reward either. You just going to be stuck. You're going to be stuck in this bland, boring ass grinding existence and then it's over. Then it's over. Yeah. It's not like it lasts forever. That's the number one thing. Everybody wants to stay, stay safe and comfortable. Shit, this doesn't last. This is not going to last. You got to be uncomfortable. I'm uncomfortable all the fucking time. I don't like 90 ship. 90% of what I do. I don't like in some ways, you know, whether it's the exercise or writing or even performing the gist, but I hate editing my shit.

Speaker 2:          01:11:02       I just had to edit my comedy special today. I fucking hate staring at myself. I don't like it. It's uncomfortable. You got to do shit that's uncomfortable. You get over it and then you get, but you don't like certain about it. You've got to figure out what don't I like about it? What's not good, what's, what can I make better? And then you make it better and you keep pushing and working and the more you do that, the, the more exciting it is. The more you have. You get a little bit of a reward, a little bit of juice at accomplishing something and then you're onto the next thing. But your life is constantly fun, filled with exciting shit. This thing's going on all the time. You'd got to assess and move on and move forward. And if you don't do that, you're just stagnant. Your pond water that you can't drink, you know your fuck festering.

Speaker 3:          01:11:45       Diane, what drives you? Have you ever kind of analyze like what drives you to get your ass out of bed, make yourself uncomfortable yet again on another day that you can just fucking put your feet up,

Speaker 2:          01:11:55       been laid by the pool and enjoy the sunshine. Mental illness. That's what drives me. There you go. That's what's wrong with me. There you go. But I don't feel like I ever deserve breaks. The only time I ever feel like I have to have a fucking brutal day where I can enjoy television, but if my birthday's brutal enough, all like, all right bitch, she could sit down and watch a little TV and you know, that's the only way I'll allow myself those, those rewards. But if I do do that, I can really enjoy it. I could really enjoy a nice foot up, you know, relaxing, sit there, you know, have a, have a cocktail, watch some television. I can enjoy that. But if I don't, I can't enjoy it. I think a lot of people, they're giving themselves rewards all the time, but there's no risk.

Speaker 2:          01:12:36       And then there's also, there's no, there's no like sacrifice that led up to that reward. And you got to enjoy the sacrifice. You got to enjoy the grind. You know, when I say that, 90% of the Shit I do, I don't enjoy. I don't, but I enjoy that I can do it. You know, like who the fuck wants to lift weights? No. You want the reward of the lifting weights, you know, and the only way you get a strong body is if you do shit you don't want to do. When you get to that third rep, you're like, I'm good, but you're not good stupid. You've got seven more to go. And if you don't do those seven more, you're gonna feel like a fucking loser when you put those weights down. Yeah. You're like, I'm a bitch. I should have fucking kept calling. And I stopped. You know, if you stop, you're missing out on the whole point. That is the grind. That is the keeping going, the good kind of grind, the working towards something, grind,

Speaker 3:          01:13:23       last name. They're like, dolce, do you cheat or can I cheat or do you have a cheat day? And I always retort. Why are you going to cheat? Have you earned it and that that's what we use. Is it earned mills? I don't fucking cheat meals. Not a cheat day. It's an earned meal. Have you earned it? And I'm like, well, I don't know. Well then you have it like, like you when you know if when you fucking kick your own ass, you're totally spent. That's when you reward yourself with your earned TV time or whatever it is. Your cocktail. Same thing when it comes to health and fitness and this is goes to the accountability side. If you want to be successful, you want to set yourself up to succeed. Well, you have to be accountable. I can't fucking do it. I can't do it for you. I wish I could. There's 7 billion people on the planet. I can't do it. I can barely do it from my own self, let alone every other fucking person out there and each one of us, we are entirely alone. 100% we're by all this

Speaker 5:          01:14:12       stuff, which is just a facade. It's all bullshit. It's easier to kind of amusing, entertaining and often distract us. But if we're going to be successful, it has to be because it comes from the inside. That driving force to make us successful so that people that want to cheat on Saturday, Friday, Saturday, Sunday, they go to the gym, they do their little thing, they eat their chicken and rice, you know, Monday through Friday, maybe they're kind of, okay, they cheat just a little bit here and there. They'd go off menu, let's say, and then Saturday is my cheat day or Sundays, my cheat day football's on. And what happens Monday look fucking exactly the same. And then they do the same basic workout for the same basic wraps and they do that, you know, the same. It's just the fucking same in there on that rat wheel. So it'd be really, you know, talking to the people out there.

Speaker 5:          01:14:46       You really want to break out. You really want to be spectacular. You really want to start to fulfill your potential. You have to make yourself uncomfortable. You have to challenge yourself and then you have to earn it. So with my athletes, with myself are earned meals or maybe once or twice a month. And what is an earned media? I don't know. Maybe it's my wife's birthday, maybe you know, it was just going to see a fucking movie or something's coming out. And then what is my earned me on my earned meals typically a little bit more food that I normally fucking love anyway because you know, our recipes are fucking delicious. I'm not going to eat some shit burger outside when I can make a kick ass grass fed fucking burger with baked sweet potato fries, whatever. Eat four of those motherfuckers instead of just eating my traditional six or eight ounce one. So that would be a basic earned meal. No Krispy Kreme donuts. Oh God, I would love to. And they're the former DOJ. What I would fuck, I was the farmer, don't former dude 282 pounds.

Speaker 5:          01:15:39       You know, once upon a time I was the dude that I get a whole pizza and I put a half a pound of provolone cheese on top. Eat that whole motherfucker, half gallon of ice cream, big king size snickers bar and something colored to finish it down colored beverages only like, hi, see what I see fucking crush Hawaiian punch. And what if it was colored? It had more calories so it's fucking drinking it. Yeah. Oh hell yeah. Grape soda root beer in the summer. And was that a cheat day or was that, that was, that was the time performance science. That was me trying to hit 10,000 calories a day so I could squat, you know, 700 800 plus pounds and dead lift, you know, six, 700 pounds. That was when I was only goal oriented. Performance oriented, tons of fucking protein powders, weight gainers, creatine and CMA and fucking ATM. Those weight gainers, like you see those tubs. It was not just calories and sugar garbage. It's all fucking garbage man. Um, unfortunate. They're all, it's all preservative. It's all chemicals. It's all coloring. It's all additives and it's very little of the nutrition you're actually purchasing it for. It's such watered down components of what is on the front label. Just enough to leave. So they can legally put it in there and not get fucking sued and it's a shit load of everything else.

Speaker 2:          01:16:46       So your journey to becoming this MMA fitness Diet Guru, you've kind of like changed your own life in the process. You've sort of figured out what makes you happy, what makes you consistently perform well and in the process you've sort of become this guy by trial and error and education and application and now, now here you are

Speaker 4:          01:17:10       in this position where, I mean fucking 90% of the guys that I see that are doing well in MMA, I see the guys with these dolce diet shirts on. I mean you have so many athletes that that, that follow your protocols and whenever someone is in trouble and they have a hard time cutting weight, they come to you. How did all this start? Like how did you become this guy? Was it through like what you said Kurt Pellgrino and then someone, Kurt told other people and that kind of shit. And that was, that was like 2002 2003 I was working with guys on team Henzel Gracie. I was young, started training with under Hanzo and I had been a power lifter for years before that and I was an amateur wrestler for years before that. So I've been cutting weight since I was 13 years old. I was a varsity captain as a freshman, so four year Varsity Letterman, captain of the team and I was just, since I was eight years old, father, you know, fucking massive stroke.

Speaker 4:          01:17:59       I dove into body building and weightlifting at that age and I was just attuned to it. I was like, honors science is biology, mathematics and I just had that type of analytical brain and I would analyze everything and all this shit so you know, won't get too deep into that. As I went through, I was always cutting weight, always trying to get bigger. I was trying to get stronger. I was rather short, had no money, family was broke, want it to go to college, how the fuck am I going to get poor kid from fucking New Jersey? How am I going to go to college? Only way I could do it was through a scholarship. There's no cash. Mom's working three jobs and there's no heat on in the fucking house so there's no extra money for, you know, for this kid number three to go to fucking school.

