Speaker 1:          00:00:03       Three. Two. One. Okay.
Speaker 4:          00:38:36       because I knew how to handle myself, my professionalism, the craft of what I know one out, but there's no following that with what I do, which is totally different. And having the audience go, oh, this takes it to a whole new place. No. Did you ever listen to the day the laughter died? Rick Rubin's with them. Yeah. Yeah, yeah. Fucking phenomenal. Great album. Just eating shit, right. Chill hours. He showed up at danger fields for people who don't know. It's literally, I will never forget, I was just starting out. I think he did this look this up when that was, I want to say it was like 1989 1990 no, it was after that. It was fairly early. It was fairly early because I was very young in my career. It might've been then cause I was still living in Boston. No, no, it might've been then because 89 yeah, because I was thinking about me living here now, but it was the, it had came out the first time I lived here.

Speaker 4:          00:39:33       Well I was living in Boston and I was just starting out and there was a great comedian named Mike Donovan who to this day, he's one of the funniest guys I've ever seen in my life. And uh, Mike Donovan was laughing to the point where he couldn't breathe at dice doing this set while he was doing fucking stadiums. I mean dice was doing enormous Nassau Coliseum. What's in the bowl, bitch? Oh, 20,000 people. He was the biggest comedian of all time and he just decides to show up at danger fields in New York city randomly. And I'll come Monday and a Tuesday night. It doesn't tell anybody he's going to be there. I mean there's 1320 people in the crowd. He records two different sets and he has no material. I mean fucking none. He's making things up as he goes along and people are getting angry at him and they're walking out and he did a bit about Richard Nixon about how he eats ass and when he eats ass he does it like Richard Nixon.

Speaker 4:          00:40:34       He was like, Oh, I love this fucking house. He was doing this Richard Nixon impression of eating ass and for whatever reason Mike Dunn, Vin thought it was the funniest thing he'd ever seen in his life. He was wheezing, like couldn't breathe, talking about dice doing this impression and I was like, wow, this is like comedy for Comedians. But for the people that were in the audience, like a guy got up, he goes, you're about as funny as our glass of milk. The Guy said that to him and then left. That's one of the best things when the album, these people from like Kansas getting your about. It's funny, as our class on milk and walking off and dice shitting on them, but the two to have them mindset to be at the, not just the top of his game but literally the top of standup ever.

Speaker 4:          00:41:18       No one before him had ever sold out Madison Square Garden multiple nights in a row the way he did. I mean guys have done it since then. You know, Dane and Louis and this been a bunch of guys who've Aziz, but no one did it like he did then. He was the first ever to do that and to do that and then to record these fucking awful sets and then put it, uh, we'll go on a fucking pool. I guaranteed that was Rick Ruben's ideas. Do you think so? Without a doubt. But you know, dice, dice, dice, and I know Rick Rubin. I bet it was both of their ideas. Well maybe he didn't fight Rick Rubin up to ask Rick Ruben next time I see him. Yeah, asked, never asked him that. But that sounds to me like Rick Rubin going, let's do this. Interesting. Yeah. But it was such a crazy bold move.

Speaker 4:          00:42:08       I remember thinking at the time, because I was terrible in 1989 when it came out and I was just like confused. Like how does one do that? Like one is so confident they release something that suck. Cause I had as, I was a, when I was 19, it was me and my girlfriend, Mark De mi and Marta were sitting in my car and I had a cassette player and we're listening to dice. It was just called dice and w crying, laughing, crying, laughing. It was before I'd ever done standup. And I remember thinking, Wow, this guy is fucking something. Like what, what? Like the, the, the amount of power that he had like on stage. And these are the roars from the crowd and we're sitting in my car laughing our asses off to this seat. This cassette wasn't even cd. Um, that couple years later he decided I'm just going to put out something that's sucks.

Speaker 4:          00:42:59       The day the comedy died. Did they? Laughter died. Yeah. And he's got like one of them fucking paper Boi hats on the cover. Oh, it's a, it's a little old man boy. And there's the little picture of him on there. Is that what it is? I can, yeah. Small picture I think or maybe it's a big picture of him. There it is right there. I remember was the big picture. We should get a Oh yeah. So, so, but is small in comparison to the actual CD? Yeah. See if we can get Jamie. Um, let's get a framed copy of that and put it on the wall somewhere. Is it released as an album? I Dunno. Guarantee Image. I guarantee there's vinyl guaranteed. Let's get, find it. See if we could buy it. And Vinyl, look on Ebay right now for the day they did it again. Get it three years later.

Speaker 4:          00:43:53       I've seen him do that at the store. I've seen them go up late night at the store. I'm like, look, good. You look at you over there and just start talking shit to people like mean. What does he wear? Weightlifting gloves whenever. He wasn't like touching people's hands. Is that what it is? Yeah, yeah, yeah. And Big Jay oakerson whereas weightlifting gloves in Oman. He does. Yeah. Yeah. That's great. Yeah. I was trying to get the two of them together in a podcast, but scheduling wise, it never really worked out. Shaking the photo on the final, Oh, for 400 bucks on Amazon. Oh, by that shit. No, no. We're going to frame hundred bucks. I'll go to dice. He might have it. Yeah.

Speaker 2:          00:44:32       Guarantees. Got It. Hey, yeah. You're pay for lunch. I'll give you the, the, the album. Have you ever seen his instagram? You a go to dices instagram? No, it's hilarious. It's just so random. It's like an older rich, famous guy who does whatever the fuck he wants. Opposed to had coffee or lunch with them a million times. I had never had. It's one of those things never happen. Yeah. Yeah. He, um, instagram is him like Wa with a Gold's gym tee shirt on with crazy sunglasses and he'll do like these little sketches, but there's so random and weird like him talking to a girl, like maybe we should do something later in the girl's like, okay, like click on this, play this. This is like his, this is his whole thing.

Speaker 5:          00:45:20       I was thinking about it. We should do that. Can you cook dinner for her? Here's the question. What are you, what's your name? Nicole. Nicole. All right. I'll call. I'll call you. I've got to go and take care.

Speaker 2:          00:45:44       Oh, it's the end of it. Afterwards he goes, he's got another one, a followup when he gets mad at himself for not doing anything about it. Like go to the next video.

Speaker 4:          00:45:55       Yeah.

Speaker 2:          00:45:56       That's cited. There's another there. Play this way. What a beautiful night. Huh?

Speaker 5:          00:46:03       Beautiful.

Speaker 4:          00:46:07       It's, it's just this little beautiful night. Eleanor Carrigan.

Speaker 2:          00:46:13       Yeah, they're so random. The videos or I guess the text in that video was like, I should've done something was wrong with me. Yeah, it's, but this is him.

Speaker 4:          00:46:23       Why did I leave? I'm so dumb. But they're so random. It's like, what is he doing? He's just been dice. He used to do that at the store. He used to have comics do these little sketches is, okay, you're going to run through the door there and you're going to knock him over and you're going to go, what the fuck? Okay, go. And the guy would do it and you run into the door and knock the other guy over and go, what the fuck up? Perfect. Do it again. And he would just, he would just film, this was like vhs tape, you know, I go old school one and then he would edit it together himself, but he did nothing with it. And this was like dice was giant, just fucking top of the world giant. And this is what he's doing to amuse himself. The comics would just do it. Oh Jesus Christ. You're just so happy. Dice is talking to you. He's the reason why I started doing the road. I would just do the store all the time. It was constant. The store. One time were in the bag goes, it's funny, you know you should do the row. I go, yeah. He goes, hey, he goes, you don't want to rely on these fucking assholes for money. He goes, you could fucking do whatever you want. Go through road. I was like yeah,

Speaker 2:          00:47:29       why don't I do the road cause I was just doing tv shows and then you know, do you do on TV shows? You kind of trapped in this, this is how you make your living. You got to kind of always be acting and always be going on auditions. I was like yeah I was cause I wasn't making, you don't make real money at the store. You make like 15 bucks a set or whatever you make. You know I, I've spent one year I'd ever collected a check and then they'd ever had them again at the store. Yeah. I probably, I'm guessing that the number of sets I did probably about $2,500 $5,000 probably donated. Donate it back to the club. Yeah. Tony hit it back to the clubs and not donated to any charity by on behalf of the store. Yeah. No, not a charity. You're donating to the charity of the store. I don't care. I don't care. Yeah, that's good. Good. Good donation. Yeah, that's a, a place is a fascinating place really. I was gone for seven years and you know, I've been back for four now and it's, uh, it is, uh, I love the original room. Oh, it's incredible. It's the room that's got it going. The main wildlife, all three. I don't, they're all different. The belly rooms. Okay. And the main room, Eric,

Speaker 3:          00:48:40       by the way, the main room performing in the main room does not bother me. I hate it.

Speaker 2:          00:48:43       The green room really hate it. Why?

Speaker 3:          00:48:47       No cane piano in the middle of the room and the best piano. Oh yeah. The point being is most of those people, I don't want to see, oh, hey around back there. Yeah. They just steer it. I know. There's just such a negative vibe. I think that there's a lot of comedians at play there that are a big bowl of dead weight. Wow. Yeah. Wow. But there's a lot on the names, but Baba, if there's a lot that are joyful and great, and I dig and I like watching and my favorite thing to do is laugh at my fellow Comedians, but on the flip side, some people just, man, they're there. Their presence just depresses me. Interesting. Yeah. I don't feel that. Okay. Maybe do an impression of just mimed my, no, no, no, no, no, no, no, no. But some really, I think, yeah, because you know the thing, when I started in comedy, which is 82 working through comedians, really, we're a group that stuck together.

Speaker 3:          00:49:46       You don't think that's the case now? No. I think that bridge, I think for the past, I think it started changing in late nineties two thousands to where it was every man for himself and a lot of people, it wasn't like, you're part of this fraternity. It was like, fuck you, I'm going to do this. You know? My thing with competition is I go do your thing. If the audience digs you more, great. If I'm auditioning and you're auditioning, go beat me in the room. I don't give a crap, but there's such a competitiveness. And I know that's part of why Eddie doesn't do spots because Eddie Murphy, Eddie Murphy, because when I work with them,

Speaker 2:          00:50:27       I would say, why don't you go? He, he'd say, the, the looks that I get and the vibe that I get from comics, it's not pleasant. And I go, I know exactly what he was talking about. That's so weird. I have the exact opposite feeling about comedy now and about a particular, like the store and like the comradery of that place. I don't, I don't get it, by the way. I dig a lot of people there, but the people who I dig know I dig them right. And I, and the other one, so I don't dig, don't know anything. It's not like I spent hours, but there's lots of guys and gals that are great, but so plenty of them that like please step away. I was just having a conversation about this with a friend of mine recently who was living for a while and the place that he hated.

Speaker 2:          00:51:11       And he was saying that if you're in a place where everyone's negative, you really kind of forget that people can be positive without a doubt. Yeah. So why should I leave the comedy store and at least half of the Times I play, they're leaving. They're driving home feeling like not positive. That's so weird. Whereas by the way, I sometimes now arrange it. The only set that I do at the comedy store now is I sometimes will close the seven o'clock original room show. Uh, cause there's no one after me. So if I'm five minutes long, no one's giving you crap. Right. And they've already seen the whole show. There's no it just, and I can do that zip and do it and get the hell out. I'll do a benefit in the, in the main room or like I did, uh, Tony Show, right. Killed Tony killed. Yeah.

Speaker 2:          00:51:59       We're gonna bring into the fold Jeff Garlin bring wedding to the fitting you into the fold of the nice people. By the way, I know the Nice, we have nice conversations with him, but the other people are always, they're hovering hangovers. I don't like I'll go, I don't like a hover over is a stopover. And Ted is brutal when you're having a good conversation and if you're not into a group, if your group is not about making people, like, I don't care whether your political, social, w w how you do your comedy. But if your ultimate goal isn't to bring joy into peoples lives, what's the purpose? If it's not about the laughs and joy. And so I find, here's the thing, I don't dig lot of ego running around the store when I'm there. And most of the people I don't like have the biggest egos.

Speaker 2:          00:52:50       Do you think that the most common you because you're a very accomplished guy, so maybe that's why you're getting that weird vibe. Okay. I've been told that before, but if I thought that that would be weird. So I don't maybe, well that's cause you know, there's a great line, I'm not an, I'm not an alcoholic, but I do know this line from the program, which is what you think of me is none of my business, which I love. That's a great perspective. Great perspective. So what they think of me is none of my business, I just know what they're putting out there. That's all. Yeah. I think sometimes people will look at you and go, well here's a guy who has been on

Speaker 3:          00:53:26       some of the all time greatest television shows ever. You know, your, your guy that's got a massive, like your, your, your resume, your accomplishments as a comic and performers. It's very enviable. So maybe perhaps a city like this myself as a generous guy, I'm every level. I like being generous and I like helping comics, you know, sticking my hand out, doing what I can to help. So I don't feel that I put anything that they should be fearful of out. No, but I think it's their own issue. I mean I remember when I was yes, but I was starting out. I would get real uncomfortable when I was around really famous people, I'd be like, wow, this feels weird to be around this guy in real life. I mean I get that. That can be you. You've always been very, very friendly. That's what I want to do.

Speaker 3:          00:54:16       I like to be a warm, thoughtful person who most of the time prefers to stay at home. If I'm going to go out, if I'm going to go to the farmer's market, if I'm going to go to the comedy store, I'm prepared to talk to people, take pictures of people, be warmed to people, engage with people. Cause if I don't want that, I stay home. Right? And so if I'm in a negative, bad mood, um, I really will go do my set and get out. But that doesn't happen very often. But I'll stay home. Yeah. That's why you need that downtime, right? Cause you gotta be able to recharge. Gotta be able to recharge. And I never, I used to not allow myself that I used to be worked so hard. I was reading this article yesterday about Tom Cruise, about Tom Cruise's life being very strange.

Speaker 3:          00:55:00       Jesus Christ, Jeff Garland has going on with your phone. What was that? My brother Ringer. What does that, it's a theme to a man and a woman, but a Duh, Duh, Duh. Do, do, do no. When a man and a woman is, I thought it's a French movie. She's, but hold on a second here. How am I supposed to know that? But actually I actually sing that with, you know jeff who plays piano in the Jeff, not Jeff, Richard, Chuck Scott, Scott. He and I, I'll start, I'll look at them and I'll go, I'm not singing tonight. And the audience, most of the time goes, ah, it's if I'm known for a second, which I make fun of them done in the middle of the show, I'll just look at them and go, you're Jones said Johnson, Lyndon more sentimental alone. Joan said, and I sing. And then when I'm done, I tell the audience that I'm in a very accomplished at French jibberish, which is what it is.

Speaker 3:          00:55:55       Um, but yeah, it's a great song. So do you have custom ringtones for different people call you? Oh, I just have the one and Julian my ringer's off, which is off now last thing, I was listening to his buddy guy. Those is alive and well, but he guys' newest album, he's a, I think about to turn 82 I'm going to go to Chicago for clear out the new album and just put that too. And it's a bad ass album. Of course it is. Oh, he rips it the whole hour. He said magazines, but that inspires me to still, by the way,

Speaker 2:          00:56:24       everything about aging is about relevancy. How are you contributing? Right. Like George Carlin, no one would care. The George Cardinal was, doesn't matter. 75 or whatever it was. Doesn't matter. He's relevant. He's tripping Ireland. That's what I aspire to. Relevancy to contribute to mankind, to my art, to everything. So I'll never be like, you know, if someone says who's that old dude and I'm not doing anything based on what I'm aspiring to do, that's their issue. Right, right. You know, because I will be to my best ability. Relevant. That's an interesting perspective because it's really true, but it's something that people don't think about. You know? It's like, like rock stars in particular, like no one looks at Mick Jagger and go, why is that guy still doing it? Because when you watch him do it, you're like, oh Jesus, he's still doing it. He's still doing it. He's like, yes.

Speaker 2:          00:57:13       Watching them live is ridiculous by the way. He really moves. No kidding around like at the oldest 30 no, he looks phenomenal. He's ridiculous. And he's 70 70 something still shooting loads into hot models. He had a baby recently. That's my stage name by that is it? That's my band. How do you have that state name? And that's my band's name. I didn't license it though, so I'll give it back to you. I put my apologies. Bruce springsteen's another one springsteen's in his sixties I saw that show. I saw that show and I, my jaw was on the floor. I could not believe that's Broadway show Broadway show. It was one of the greatest things I've ever seen before. He turns to Morrow, Jesus Christ. And he works out, I believe twice a day. Every day. Does he really? He does yoga and he trains with weights and see if he could find Mick Jagger shirtless. Uh, as an other as cotton. Yeah. But I mean like recent, right. Well then I would go to tools, go to tools to the right and, and then go to uh, yeah. Time. Yeah. There we go. I know. Say right recent.

Speaker 2:          00:58:28       See if he can find a recent one. There's a lot of pictures of him on his clothes off Jesus Christ. Put a fucking shirt on. A hot model. He's a interesting man. That's why I say to you, there's always exception there. Far Right. What do you got there? That's a model. Oh, that's not Mick Jagger. You son of a bitch. That's him at 40 with the beard. I know that for sure. So that's the oldest one I seen. Okay. Well either way the guy, he's what is movements or what's amazing is voice as not. I think it's still amazing and the way he moves. Yeah. It's so fluid. It's so beautiful. He does a lot of yoga. I'm pretty sure Google is workout. Mick Jagger's workout cause um, he's incredibly disciplined apparently. And then look up, uh, Barnaby Jones reunion. Oh, just out of curiosity. Common look at him. Look at that right there. Takes up yoga at 73. There you go. I was already did. Yeah. Oh I should. Oh, it takes up aerial yoga. I guess you're doing it on the ground. It didn't work for him enough anymore. Need to take it to a new level. That's just ridiculous. Yeah. Incredible. Mick Jagger at Diet and exercise program. Live long, long stay young. What if he only eats peppers?

Speaker 2:          00:59:48       I was just in Thailand. And um, when you go to the bathroom right by the toilet, they literally have one of those garden hoses that you would wash a car with. Play with big days. Because with those peppers, are you eating that Thai food? Like this kind of splatter that you're creating that like let's just, let's be honest. Toilet paper is not good enough. You're going to need a hose down. So funny if there was a guy waiting outside the bathroom to explain that to you. You just walk out, he says you, you're probably a little confused but toilet papers and I'd explain it or nothing there. There's something that I put up on my instagram today about a sign that I saw that said, please don't pee on the floor. And I'm like, How many people have to pee on the floor before you put a sign up that says please don't pee on the floor.

Speaker 2:          01:00:32       And by the way, if you're a person who pees on the floor, are you really going to go? Oh, I was going to, but now I'm not at all. I'm stopping the [inaudible]. Exactly. It's like, please don't rape. By the way, the truth is about Floor Ping. It it p ends up on the floor. Some does. Yeah. Some done for dudes. Yeah, for dudes. And the other thing I read that, that's very honest that I've read that I agree with. Some guy said because of Smartphones, I pee sitting down much more than I would like to admit. Oh, that's a fact. We did an episode about that on a curb your enthusiasm. I sit down like, well, just take a shit and if it doesn't come out, I'll just p and I'll read my phone. Yeah, I'll just read. Just read stuff you guess? No, I can look at people with their phones.

Speaker 2:          01:01:17       That's a whole thing. Yeah. The a problem with phones as a tool. No, I do not. But as a avoiding being in the present, I do. Yeah. They're addictive. They're addictive. Very addictive. And by the way, I gotta be honest, I don't remember the last show where somebody didn't pull out their phone the last show, like when people are texting people or someone is, even if it's one person, I can't even remember somebody not doing that. And that's the ultimate, that's so disrespectful. Well, one of the things I did before my last, uh, Netflix special that I've filmed in April was I went on tour for three months where you had to use those cell phone back. Did those yonder bags? Yeah. There a giant fucking pain in the ass. I, by, by the way, I play a lot at largo and I would just make an announcement and then if someone does, you could come out.

Speaker 2:          01:02:08       No, I mean some people just feel like, yeah, yeah, but I got to just answer this text. Yeah, yeah. But I just got to do this. Hey. But I, I'm a big fan of it is. Yeah. But, but my response is yeah, yeah. But I'll see a lighter. Yeah, there's a, there's an issue. Um, but what I was going to say is that it's a big pain in the ass, those yonder bag. But the show was like 10% better because no one had their phone and you just sit there and you would actually be connected to the show. But people are your, but waterfall fuck plan leader would have, I got a deuce waterfall. Go to Turks coming in. What's that character's name? I don't have one. You don't have a name for the care, Doug? Oh, no, but I don't let stand how toby toby. Okay. Toby. Toby, toby. Fuck him. Fuck. I got a call coming in. I'm going to leave the show to answer the phone. Tell me what your, your buyer to the Caribbean movie is your favorite. Oh, all of them are fucking huge. Johnny Depp found one of the reasons,

Speaker 4:          01:03:00       it's why I did that because, um, cause Chapelle was telling me how much he enjoys it and Hannibal, Hannibal burress who tell me how much he enjoys using those bags too. But another reason was this woman complained that, um, when she went to my new year show that some girl behind her made two separate phone calls and was saying happy new year to people during the show, during the show. She was like, this stupid fucking bitch was making phone calls while the show was going on.

Speaker 2:          01:03:26       The way I've, I've, I've been behind in front of next to that person. That's a crazy thing to do. To me, you were at

Speaker 4:          01:03:34       form, it's a live performance and you're calling people and talking to them or even answering the phone and talking on the,

Speaker 2:          01:03:39       but I think if you have signs with a stern language saying you'll be no, I was like peeing on the floor, Bro. No, but I gotta be honest with you, I really respect my audience and I really think that that would eliminate the handful of people that would be douchey most because I play at Largo a lot and at Largo they make the announcement and I have, I have never seen anyone during my show. That's an exceptional place. Yeah. But, but you can create an exceptional vibe, but yes. In your audience with, by respecting them. I certainly agree. I'm like, it's like, you know, when I go someplace and they want to put a stamp on my hands, I just go, no, no, no, no, no, no. There'll be no stamps on my hands. And you're, the doorman usually says, okay, really? Yeah. So when they do not look, I don't really drink alcohol, so, but so, but like if I go to the bar and order a drink, the guy who's going to look for my stamp point being is fuck all that.

Speaker 2:          01:04:34       I got to have respect for it. But if you go to like a mythical festival, it's like also when you go to the bathroom and they have the sinks, I don't mind the sinks where it senses your hand even though it doesn't always do it. But man, those times, those ones where you push down and you get 10 seconds, that's so disrespectful. It's wrong, wrong, wrong, really wrong to mankind, you know, bothers me. What? When you wave your hand and a thing and it gives you a tiny little strip of paper, you know? Yeah. A little stingy ass piece of paper to dry your hand wave and the second time give me a real fucking piece of paper. What's great? Those powerful new blow ones? No, those are no good. I'd dig them. There was an article that I tweeted about those things. What are the problems?

Speaker 2:          01:05:14       There's like shit dust in the air for people and all that bacteria by, by, by the way, let me ask you, the premise of the shit does. So you're saying people take a dump, wash their ass, wait, yes. And then don't go to the sink to wash their hands. They just go straight for the dryer thing cause it's fun and let's spread this shit around. The thing is with that, when you hit that dryer dust from that the wind kicks up ups. This is science. Scientists are, there's too much for me to think about it too much for me to pick up. Listen man, I did no research. I just posted an article that I read said that those things are hygienic and then somebody goes, hey if if joe posted and it must be true because he did his research can be very click baity right.

Speaker 2:          01:05:59       They could've just got you some bullshit, some bullshit. Some guy named Bob who's a doctor. I'm tone Ya. They're shit there. That's my character of Bob was an angry doctor. Third shouldn't here am I right toby? Shit dust. Yeah, yeah, yeah. I was on the phone and I didn't have time. I'm tired. Wash my hands, hand dryers, sucking fecal bacteria and blow it all over your hands. Study finds. See Bro, we go enjoy. So I will not be using that anymore. I wouldn't use the borough dryer and when I touch the thing to have the tower will come down. I know that that's very clean. Yes. No, no, no. That's not, but at least it's not, but there's no cool. Let's just send it. Just put it this way. There's no winning, no winning. No, but you gotta take a dump in public. There's no wind.

Speaker 2:          01:06:43       Well, there's also the issue of like becoming some ocd person who's fucking completely crazy. Sports rl all over their body everywhere they go, because they're afraid of everything and they touch and then they don't build up immunity. I had, that's, I have a giant issue with, with that many people who in auditions won't shake an actor's hand because they've got, that's not, well, da friends with Hawaii. Yes. I know that. How he doesn't touch, he doesn't even bang knuckles anymore. He was banging knuckles for a while. He wouldn't. He even do knuckles anymore. He's gotten worse. That's his business. He's a good man. He's a very good man. He really liked that guy a lot, but I want to hug him. I want to go, come get him on the fuck. Give me a hug and give me a kiss. Right on the lips.

Speaker 2:          01:07:26       Imagine you said he's such a nice man. He's a good man. He's a very good guy. But I want him to get over that because I think it's insane not going to happen. Why not? You think people haven't worked with them on it? It doesn't make any sense to want to change Joe. Ooh, your own psychiatrists don't want to change. You're not going to change. That's true. And that's what the addiction with anything. If you don't want to do it, nobody try the way when it comes to addiction or behavior, like how he's, logic does not enter the right. You can present your logical cases to all those different types of people. It doesn't matter. They got to wanna. Yeah, well he um, he goes so far as that he puts down a trail of paper towels in his hotel room so he never has to stay on the carpet. So yeah, I did not know this. I don't want to know this. I

Speaker 3:          01:08:16       don't want to think about how we in hotels, sorry, I want him to be happy in hotels. Well I'm sure he's happy once he steps on that paper towel. You know what special I loved as a kid. Well, how are we from Maui? Oh yeah. It was hilarious. He told me, I told him this the other night. He goes, that was shit. And I go, no, no. I laughed really hard at that special. Well, it's because he's very funny that he's self critical. Every funny person I've ever known thinks they're the best response is just thank you. Yeah, that's a good response. Thanks. I'm glad you enjoyed it too. I feel that way. Look, when people come up to me and they go, you're my favorite character on curb your enthusiasm. What I could really do is look them in the angle. Really, really the guy who does all the exposition.

Speaker 3:          01:08:55       Larry, David's not your favorite. I think you're wrong by the way. Every blue moon, when somebody says that to me, I can tell that they mean it, but all of them wouldn't know the difference. Cause I thank say thank you to all of them. No one needs to hear that shit. People do say stupid shit that they don't really mean just cause they want you to respond to them. Yeah. I want to tell you, you're the best famous, weird. I learned that when I was at 100% true and I had this moment where it became clear to me, I found myself waiting at valet parking with Tony Danza and it wasn't like we were even looking at each other or we had an awkward moment together. I really wanted to say hello and not because I'm a big Tony, Tony fans a fan or any reason. It was just the fame factor wanting me to talk to Tony Danza course. Not even like, Hey Tony, I'm Jeff Garlin Wright. Just Hey Tony Danza oh you know, hey. Right. And so I thought, oh this is fucked up. Shut up. I didn't say anything. He seems very approachable. He seems like a very nice fella. But, but that is not, yeah,

Speaker 4:          01:09:55       when I was a young man, um, I always wished that I was as nice as Tony Danza. Cause when I see Tony Danza on taxi and all those shows him like he always seemed so friendly. Like why can't I be nice and friendly? Wouldn't be weird. As you got into show business, you found out he was a prick. But the truth is I've never seen, I've never heard a bad thing ever said about him. There was a fist fight with him at the comedy store one night. Oh really? Yeah, yeah, yeah. Long, long time ago. I want to say like it was before my time and I started there in 94 so someone said something stupid to him somewhere back in the day. And Tony Dan's was a professional boxer. Yeah, go really good boxer. He actually took a pro fight in between tapings of taxi, driver of taxi rather when he was a first season in between first and second season, he was offered a few months. He's like, fuck, I'll have a fight. And then he was like, what am I doing? Fucking actor now? Yeah, he is, but he's, somebody got mouthy with them.

Speaker 3:          01:10:52       Well, by the way, when you see someone like that get into a fight, you know, whoever approached him really, there've been times where I felt like it was just not worth it. Yeah. Because you lose that person, you lose, I don't care if someone calls you a Nazi kike any bad word, uh, just along, that's the other reaction, right? Like there's some people that would come up to you, Jeff Garlin. Hey boy. That'd be like, Oh, you fucking think you're all funny cause you're on curb your enthusiasm every like maybe once every two, three years. But you're really continuing the character. Was it as is? No, but some guy. Was that toby toby? Yeah. Jimbo math. Jimbo was on math. So sad. No, but, but I just avoid, you know, I don't get into it. You know what you think of me is none of my business that includes fame.

Speaker 3:          01:11:44       Right? So people come up and say things. Thank you. That's the right thing to say. Yeah. And then, and then you want to say to them sometimes, and you know this one, could you move along? Because they just stay. They just stay there and it's really awkward. There was a dude at the comedy store scared the hell out of me because he told me how much I meant to him and then he didn't leave. And then he was telling me personal things about him that were not the, I'm not going to repeat them because I don't want to let them know that I'm talking to him. But he started telling me things like, oh wow, you're really a scary individual and I want, I never have said the words move along, but I actually moved along into an area he couldn't enter. A number was behind the rope, you know, buy the cars or in the bar, you know, the something to get away.

Speaker 3:          01:12:30       And he still tried, you know, it was scary and people get crazy. You know what bothers me? Sometimes you'll be in the middle of a serious conversation with someone, a tea. They're telling you something like really intimate and someone to call here, hey man. Hey, what? Buy, buy, buy, buy, buy, buy and you're like, but Tony's just telling me he's suicidal. Yeah. In the middle of a competition thing about jumping in front of a bus and you don't give a fuck. No, it's, it's, it's a big bowl or wrong it just because really just be respectful and kind. Anyone that comes up to me as respectful and kind, I'm kind to, anyone comes up to me as an asshole. I'm kind to being an asshole. They just don't know cause they are either you're an asshole, you're not either or you're not. But there's also taught, you have a couple of drinks and you don't know what to say.

Speaker 3:          01:13:15       What's the number one rule with someone who's, who's drunk too much, but telling them that they're drunk. That's good too. You know what I'm saying? Hey man, you drunk. Yeah. Hey man, I didn't really, I don't really talk to drunk people drunk. Oh always. It's the, it's, it's the only goat too. There's no other goto in that situation drive. I, yeah, I can do it. Yeah. And so because whatever it does, it really plows into your ego. And so I just make the quickest connection and get, get out. Yeah. That's a good move. Yeah, it's true. But I'm appreciative when people come up to me, I'm appreciative and I treat them the way. If someone I dug, especially a comedian, if I told them I dug them, I treat the people the way. And the more the warmer and the more interesting the person is, the more I give them of myself.

Speaker 3:          01:14:05       How does Larry David handle it? He's not bad. Yeah. Yeah. I'm a big fan of, oh, thank you. You about that. Yeah. I've seen them go through, because it was, I saw him become famous, you know, he was on Fridays. He created Seinfeld, but that still wasn't the fame that he has now. So I saw him through curb your enthusiasm become truly iconic. So he's had trouble figuring out how to, people want to take a picture of people, you know? Well, how do I do it? And it's always changing. He's never an asshole. It's truly one of the greatest comedy shows of all time. Well, thank you. I 100% and I have to say the new season we're about to film in October, the storyline may be my favorite and it's really subtle and fun. It's like one of those things like, oh, I, it's like, I think people watching it will feel that they're living a fantasy and after the first one airs, I'm happy to come back and talk about it.

Speaker 3:          01:15:03       You know what I mean? Because that premise of where we're going is delightful. I love how hbo gives him sort of carte blanche. They're like, you know, take a couple of years off, do whatever the fuck you want. Like, yeah, take some pretty great. Well, for Larry, it's not about the money. Of course it's about can I do another good show? And that makes us different than most shows in history. Yeah. And uh, he, um, he only wants to do good work and enjoy himself otherwise there's no reason. And, uh, an HBO is smart that way. Their genius there. I mean look, and you think about the show soprano's fucking game of thrones and now they know how to let a show be a show. They, from what I understand, they give a lot of notes on their pilots, but once you become a series, they kind of leave you alone.

Speaker 3:          01:15:55       That's amazing. You know? Whereas when you're doing a network show or from other pay sources, I've heard that the notes never stopped. Well when I was on the radio is the easiest thing to ruin with notes. Drama can survive notes. Comedy cannot because it's like the uh, you know, doing comedies, like, you know, the, the, the dominoes and if you take one of those and just move it a little to the left, to the right, you're screwing up the whole thing. That's very good point. When I was on news radio, we weren't successful and that is when you get the notes. We were, so my friend Lou Morton, who was one of the writers, he would wear a shirt every Monday after the ratings would come in with a number on it. It would take a white t shirt and write it. And one day came into the number, said 88 I go, fuck dude. Really? He goes, yeah, we're 88th I'm like, fuck. I was like, God damn it. I'm going to say three years, right? Five, five years. So the point being is that was an immensely successful show. Barely, barely made you stay on the air. That's pretty great. No, no, no, for sure. It's definitely better than being canceled. But the point being is that we were never a hit, so we always got notes. We're constantly getting notes like we need a gay neighbor, we need a black guy, we need a, we need

Speaker 4:          01:17:09       of this. We needed that. We needed a love interest. We need a fucking watch that show, by the way, the gay neighbor and the Black Guy, if that was the name of the show, I'd be in. That's what probably good name of sitcoms gaining black guy was next door, gay neighbor. And it's the problems that, there's a lot of sitcoms and I don't want to name names, but I watched them and I know they're very, very, very successful and I watched them and I'm stunned. I don't understand it. It's like they're speaking a different language. I don't get it either. I don't, I don't, but I don't watch comedy, man. I'm Erica. I think there's, there's something going on with tired people.

