Speaker 1:          00:00:04       That's fresh.

Speaker 4:          00:44:50       And as he's talking, I looked down at the stir up people's tattoos and it was a apartment building. Brick building on fire in front of apartment building is a mass burglar. Black burglar would like the old school rubber mask on with a bag of money and the gun. Why? Yeah, I was like, shout out to that terrible tattoo. Jesus. He had a bad fight though. And that was kind of his, you know, his platform to do something, but I don't see him being the next like big thing. Yeah. He can tell Floyd too is like, mm hmm. Before he's like, this is the next up and coming guy. He's a nice Floyd Mayweather and now I'm like, he's, he's the next 40 million. He's like, hmm. Not really. No.

Speaker 4:          00:45:28       He had a rough fight too. Yeah, it was a rough fight. He clipped that dude behind the ear or behind the head, but that's just like, we're punches land where people duck is sometimes shit happens and you know, the guy was complaining about it. He went down. I'll tell you what was cool is after the fight, I'm in the back and I see American, Terrence Crawford and uh, Andre Berto. And so I go to talk them and they were all like super complimentary of Conor Mcgregor. Like, dude, he getting box, man. I'm like, ride like, what'd you think? You're just going to go in there, look like an asshole like Bart Simpson and fly. I was like this, like, what'd you expect to happen? Like, we just didn't expect him to get any rounds. We thought it was just gonna be out class. I'm like, Nah man, he looked, he has tremendous belief in himself and he had a weird style that that's strange style of offspeed punches extending his arms fully and then pop them in there and Paul in the backroom, Polly goes, I gotta be honest.

Speaker 4:          00:46:21       I was kind of glad to see that cause when I went and against him like the first four or five rounds, I couldn't land shit cause that style, like it takes forever. Just get used to it. I didn't know what to do. He's like, so I just thought maybe I was having an off day. But once I see that, I see Floyd do this kind of the same thing. You know? Granted Floyd fly to different style. I don't give a shit. Yeah, that style is legit. It's legit. You know? I mean that's just too big a leap. That's all it is. Hope for Connor to go and his first professional fight fight arguably the greatest fighter of all time. It's like he's 100% in the mix now. At d and o get 50 and now it's 100% in the mix that he's the greatest fighter of all time.

Speaker 4:          00:46:59       You think about defensively, no one's even close. No one has been hit as little as him and honor him. Yeah. I used to beat everybody and obviously fought Conor different way than he fired everybody else. That's a fact. But he'd kind of hit it more than any fighter that every huge Kudos to Conor and Floyd, but especially Connor. When's the last time you saw an exciting Floyd Mayweather fight? True Condo went at him. Yeah. That's when we kind of acid the fight. I made them, I turned them into a Mexican. Oh, that's hilarious. Do you say that like, yeah, he didn't know that. No condom. I miss a lot

Speaker 2:          00:47:30       of, Connor brought the fight out of them for the first time since I don't know who you can say, well, let's finish was Victor Ortiz? That was shit. That was kind of a cheap shot. You didn't really didn't bring it to him, but just daughter brought it out of him and this was legit. It was cool, man. And when I watched it the second time, knowing the result, then you really appreciate what Floyd's doing because although Connor did catch him, he definitely caught him with a heart upper cut in the first round that's shut. Yeah. That was interesting because that was like, oh shit. Like you got to realize mind your p's and q's. This guy's legit. But Conor never, even though he clipped him with that shot, it never really heard them except the one shot to the body. Which I was surprised. I got to be honest in my prediction.

Speaker 2:          00:48:07       I thought Connor was gonna do well like you did in the first rounds. I called that. I thought he was gonna run four to five rounds and then I thought he would want, I thought maybe that Upper Cup would wobble them and that would be enough to win Connor kind of the spectacle but just it Kinda, you know Floyd's Chin and you know just the boxing power's a little different man. It definitely is different. And I don't think Conor is loading up either. You know, I don't think Conor is a really like digging in on these shots cause I think he was probably concerned about his endurance. You've got to realize also this fight was relatively short notice. So short notice that I had already booked the DC Improv in advance and it was sold out by the time they announced the fight. Correct. So are not the DCM Prov that the Warner theater in DC.

Speaker 2:          00:48:47       So if you think about that, that's fucking months in advance. Three months they did this fight was announced three months ago. That's nothing. That's nothing for this man. Not to do have a fight. Most of the time a fight like this is six, seven months out. Oh my God. They'd be more, when did they announce Canelo triple down a long time in a while. I think between the time they announced it and then when the fight starts, I got to feel like it's five months at least. At least. Which is norm, I would assume. But, but at least they, but they also, boxing was smart because they set it up. Right. So the at Canelo is a Chavez Jr. That was a joke, but that was literally just a setup to get him to trip to triple g and they both knew it. So you're looking at basically a year in the making and before that, what two years in the making.

Speaker 2:          00:49:29       And here's more importantly during that entire time they're both box. Connor's not, I mean he's not really sure if he's going to actually have this boxing match with Floyd Mayweather it. Right. So he knocks out Eddie Alvarez and then somehow or another, the rumblings get started. But that's just not enough time. Well, did you, did you hear lunch to prepare for Floyd? I agree. Especially in that arena. The best of all time in that different arena. Floyd goes, listen, I tried making this fight before this and the, you'll turned it down and he goes, I will see what happens. And then he goes, then I came back and was like, Yo, this how much money we could make. He goes, and then they were like, all right, let's do it. He goes, but I tried making this fight a while ago. But even before this, yeah, I remember the discussions, but to be the be that close, like when they actually announced it.

Speaker 2:          00:50:14       Okay, this is actually happening. Crazy. It's crazy to have it so quickly. Especially this man to have a fight. Yeah, it's nuts. So if something like that, if you gave Connor like six months, maybe he could get in better shape where he could survive. He's always going to fit. He's, he's never going to be against a guy like Mayweather. It was so efficient and his movement is so crisp. And this is how I was describing it to a friend of mine. I was like, does your friend have all boxing or martial arts background any fast? He was trying to figure out like why he would get so tired. Gotcha. And I said, I go, okay, when you tie your shoe, you tie your shoe. You don't even think about it. He just called right now. But if you have to think about tying your shoes, it takes more energy so you don't want it.

Speaker 2:          00:50:54       And you have to think. And then you've got your tents. I go Floyd's just tying the shoes. He's reacting. Yeah. He's just so, he's so good. He's been doing it so long that he's just got it ingrained in his movements. Connor has to think way more than Floyd does. And Floyd is constantly pressuring them. So cars backing up all the time, which wears you out. And also the, the volume of punches. He set a really high pace. He thought, I think he thought he was gonna be able to stop them. Well, maybe a little more. Stop him from coming forward. He wasn't prepared when, you know, when Floyd put his head in his chest and did work the raft and allow him to get his rest in the clench. But listen, at the end of the day, I'm all about the glitch in the Matrix, man. I think Connor's is a glitch.

Speaker 2:          00:51:33       It was so much fun that even pulled this off. It's awesome. He didn't dishonor the sport. I thought he did really well. Um, the only, I told colonics and I'm proud of you, man. What he did. We win or lose. This is not, his belief in himself is incredible, but even that is not enough. If you find a better boxer and your body gets tired. So that's what we saw in that fight in the beginning of the fight. If he could have maintained somehow or another, if he was in good enough shape that he could maintain the pace that he had. He had in the first three rounds for the entire 12 you had a fight. It's a well a way different fight because he's dangerous. He's quick, he's moving away. He has a huge endurance problem. And this is like something that comes back to for boxing.

Speaker 2:          00:52:17       Obviously you don't think he has insurance prime in UFC as well. He May. Cause if you look at his [inaudible] Nate Diaz fight the, I went five rounds the first fine. Yeah. But if you look at his attributes, that same durance is, you know, and everyone knows I'm a counter, a Dick Rider. But if you go on, you know his strengths I, I'd say it's at the bottom as far as his strengths. I agree it's not bad. Where it's like, you know, it's not good. It's not good. Look, here's the best endurance in the sport. Mighty mouse for sure. He doesn't count. He's out. True. You're 125 pounds. You're out. Cain Velasquez counts. Cain Velasquez did count cats at the, at the height of his career. You know, who else has phenomenal cardio and Neil Magni, no magnet. You don't mind me? The Gazelle has some phenomenal, phenomenal cardio, uh, amazing pace. Sodas. A, you look at guys, you know Jon Jones has gift card. Very good cardio. Yeah. Might be BPO. We'll figure it out. I was on and we need to talk about that. You can't trust anything. I'll just pointing. Was that how disappointed he was? That broke my heart. John Jones. Dude, you broke my heart, dude. Jamie. Jamie sent it to me. I was at a universal, my wife and my kids, I had no doubt was texting you because what was I doing? Uh, I forget. Oh, I

Speaker 4:          00:53:26       think, oh, I was working in for showtime and I have my phone and then I, I look at, I have 70 miss tax and 23 minutes called like, what the fuck happened? I'm like, someone died who died? And I look, it's like John Jones, like, ah. So when as well with the hi Jamie sent to me. I thought it was a show. Me Too. I thought the people were messing with me. I looked at my phone, I was like, this is, and then you sent to me that you're the first one it takes. I'm like, is this real? You went, yes. Well Ron, my heart, John Snow. Once you start talking, once he started talking back and forth with the golden snitch that go on Snitch, there's zero jokes there. And listen, when the golden snitch comes out with something, they've brand that pisser through a ton of test.

Speaker 4:          00:54:05       It's not like, it's not fake news. His was plastered shit. Apparently a court, well, hold on. I can't, I don't think I can say this because I had an expert. I talked with an expert about this drug and he fucking dropped some knowledge on, okay, this is what I've heard. This may not, may or may not be true because this is the reason why I don't tell you to say this cause I'm, I'm not, I'm not 100% aware. Maybe we can find some information online available. What I had heard is that this drug is not detectable in blood. That it's a drug that's detectable in urine and they have to in a new test, right? The test, they said a new test. What from what I heard too is the Usada is they have a new test, obviously the only announcing, hey we're doing this now.

Speaker 4:          00:54:48       Everyone welcome to the party. And this drug was also, it's, it's very common around power lifters cause you can use in competition and by the time you get tested after it has, uh, hours, a half life. So the shelf life is super short but you take it and makes you super aggro and strong. So it they, and they go, it's so hard to obtain legally. Most everyone gets a black market. And when you get a black market, you don't know where it's coming from. And a lot of time, and this happens with a lot of power lifters in their athletes, when they test hot for this, it's because they got a bad batch or something else mixed into it. Oh, this is gone from my super knowledgeable dude who knows about it. It makes you angry or Oha confident. Passive. And it goes in it. It lasts maybe an hour, maybe two hours Max. And that's how your system, he goes, he goes, so that makes sense by someone would fail directly after cause it no, no, no, no, no, no. He, he failed after the weigh in. That's when he failed.

Speaker 4:          00:55:48       This is after the weigh in? I don't think so. Yeah. He sure. Yeah. Yeah. We'll either way. Yeah. Well maybe it's like lingering. Well that's what he's saying. What he's saying. He's saying, well, but also I heard that they would use the new test to maybe someone gave him a tainted sandwich. Maybe some tainted Dick Pills. Either way. He broke my heart. I'm off. I'm off the train. I'm off the God damn train and I'm sick of the, we have no idea what happened. It was just Dick Pills. I'm like, I'm out. I'm out. How dare you? Well, is he offering up any possible scenario for what happened? No. He tweeted out like, this is when I find out who my real friends are. Hashtag boy

Speaker 2:          00:56:24       fuck that noise. That sounds like you're feeling sorry. She's just ain't helping you out of this one. So much to be grateful for the UFC money, but yeah, that's good. Um, yeah, he's got a nice family. It's true. Good friends. Hopefully whatever. Whatever the fuck is happening. But here's the thing, man. They have a second fire. Joe, listen to it multiple times as much Sada since the golden snitch has been around and he's a motherfucker. I liked the guy. But if you're a fighter, motherfucker, well, hey, he's doing exactly what he supposed to do. Kind of doing, staring with sport baseball first. Now you're hitting all the fighters are ruining it because they know what the fucking parameters. I agree. I agree. I don't look, look, here's the thing about this fight. Do you think Dana's ever like God, what kind of testing was done for this Floyd?

Speaker 2:          00:57:09       Maybe with Conor McGregor fight those new lights. What did he at Brody? I like where you're doing the place, man. You know what man? I like the curtains right when I pulled the new studio, I'm gonna do the curtain. Yeah, you should man. Uh, yeah, but Novitsky is a guy that you don't want on your bad side. Oh No. But do you ever think days like Damn Bro, relax me. But Jesus, they knew what they were getting into and you know what they just decided, this is only one way to clean up the sport. Bring in the guy who was the very best to catching people for doing drugs. Bam, Bam, Bam. Did they do, and here's the thing, Jon Jones, since you sought us, come in, he's failed three out of four tests. The only one he did a full on was a copper OSP. Coke is coke, coke is coke.

Speaker 2:          00:57:52       Coke once. Oh, so that's fine. Oh, coke, you a few lines and just fucking Vandelay Silva pride style. Just, um, how can we can't drink like a giant monster energy drink. That's one of the sponsors APP cause it's not coke because it's like Goddamn turn can, have you ever done coke? No. Haven't have you now? No. It's one of the few I know, but I didn't do heroin but one when I did get my knee operated on, they had me on a drip on a, I guess it was morphine, morphine and I get to hit the button every time you launch this. And I would just, Bram was firing her name. You I celebrate. I guess they let you fire it into a point where you can't die. Oh, that's can't imagine you'd be able to keep hitting that button and then dodge that? No, they can't.

Speaker 2:          00:58:39       I remember, I wonder, I wonder like what the limit is and how many times. It depends who you are, right? Because you probably have a high pain tolerance for with your background, but also I was bored. So if I'm bored and you would give this me this button and let's get [inaudible] watching some terrible local television show, the teaching channel. Oh, I'm sure. We'll see. It's super addicted. I'm sure. Yeah. Someone gave me a bunch of uh, these, these gummies, these weed gummies and I can't rest it and I'm always thinking about something. So I took the weed gummy and Mars attack was on, that shit was happening. I've seen it so many times. It's, I feel like it's always on late at night for me. It's like my go to, it's a great movie. It is like a truly great movie, right?

Speaker 3:          00:59:22       And it's so like silly, like everything all done and the cast is just phenomenal. They want to Redo that. I feel like, didn't Jack Jack Nicholson played two different people in that movie. He played like the high roller, like Vegas Guide and else played the president. Yes. Jim Brown's in that movie. That's right. Jim Brown's fucking everybody up plays like a fucking alien up character. Look at, Tell Your Dad Jack Nicholson is the high roller and then Martin Short's in it to go get the fucking picture of his body in Jesus Christ. Look how cool the alien looks. Thank God. They were awesome man. Look at his clothes. That was when the alien was the girl. Remember he thought he's going to hit, she was all hot. Yeah. And that was peers, peers. Bronson was in it. Yes. He was in it too. Am I crazy? Ad and then remember his him and uh, what's her name? Whatever from sex and the city. I remember her and him get their heads get switched on to dots, right? Yes. Right. They cut their heads off and put them on dogs. What a fucking great movie. Oh Gee. We were at Jack Black. He had the military and he just runs out and gets murked right away from the family on TV.

Speaker 3:          01:00:35       He's all, fuck it. I'm going in. Rushes in. There was so fun. See if you could pull up just a video. We could see them moving around. I feel it. Especially for a 1996. This was some Avatar Shit. All my God. Yeah, man. I did a, uh, a movie or why was it that I did, I did something with, one of the Gat was Christina Applegate and that to, oh, what's her name? Who was that girl? She like it's, and that was the girl from, uh, the big Lebowski. Tara Reid. Wasn't that her? It's not her. Oh, that was that. That was like the yoga bitch who was all into it. And remember shot releases the dose. What's her name? Warren Beatty's wife. Annette Bening. That's who that is. That's that is, that's that is here come the power from all

Speaker 5:          01:01:24       good dude. Look at this. Not Be too rash. Interested in the White House to meet with a really broad boom. It's an, that Benning was with Jack Black. Jack's a shotgun. Cultural misunderstanding about being prepared for a few changes to what? Oh, what a great,

Speaker 3:          01:02:26       the marshy can teach us professor. Quite a lot about her. I forgot about the giant robot. Me To really, grandma figures it out by music kills him. Oh, that's right. Spoiler alert. The crazy ass grandma. We all make mistakes. Mr President. I remember they swallowed a nuclear bomb. They like tried to Newco, man. They landed a balloon then inhaled it. Tim Burton, shout out to Tim. Tim Burns a pirate. No backer. Hell yeah. He's made some awesome movies and they're always so weird too. It's like what a crazy guy. He must be. It must be up bat shit. Crazy. That's right. He did pee wee. Which one did he do? The first one was the greatest man. What time did Batman? He did. He did the early Batman did to write it. First of all, he sold Michael Keaton as Batman. Yeah, that's right. Just about the joker movie that they just announced.

Speaker 3:          01:03:35       He's not going to be in there. Make a Martin Scorsese and Todd Phillips or making a joke or a world stories. That's my boy. I thought Jared Leto. Everybody loved him as a joke or not going to be in this. No, but he has a d. You're talking about two different ones, so Jared loves doing a spin off joker too, but this one my boy taught Feldman put together with Todd Phillips and Martin Scorsese, Scorsese, Saz, Jesus Christ, speech impediment. Anyway, the joker origin story on deck. Todd Phillips got silver. Martin Scorsese and it's dark. It's like a dark joke or like how as a kid he had like a permit smile and everyone made fun of them and it's like on the streets of Brooklyn, it's like super dark, real. I can't wait. Who's playing the joker and I don't think they announced yet. I'm going to make the announcement hair. It's going to do it.

Speaker 3:          01:04:19       Yeah. Right. I can't wait to, I love that stuff. A tricky role. Right? Like Heath Ledger did it, you know that's one of those roles were like, Jack Nicholson did it. Ooh, cheers. Levels killed it too. They sit on set. He would like send the cast like weird shit in the mail. He went full joker. He'd send him like dead rats in the mail. I'm going to have to take, I'm like, Bro, come on now. I get the whole joke or thing that in the mail send me like Gucci Cape. You learn for God's sakes, not the Goddamn snakes keeps sending. He was in a movie that documents his issues with a record company that Jamie, you're always recommending. What's that called again? If Jared veterans in it, it's called the other day, I'll look at Real Brooklyn. It's a, it's something about, um, his band, his band seconds for mark.

Speaker 3:          01:05:03       Yeah. They had some deal or are the record, it's called artifact. Artifact. That's the name of the documentary. So he had some deal with a record company and couldn't get out of it. And it was, apparently they made a brutal documentary about it and it got that, won all these awards and on that flight got to tell you, I've gotta be honest with you. When I see like awards in between those leaves, when they write things in which we, those leaves, I ignore it cause it looks pretentious. Frames. I'll speak it. It must be good. Why do you have what you have to say framed in between fern leaves is this ancient Rome, what the fuck are you doing? Because this was this hieroglyphs it doesn't work at all with me. We're just the opposite. It's like when I see a company that says world's best coffee, I'm like, I gotta try it on that.

Speaker 3:          01:05:46       You shouldn't. You should start framing all your posters that you send out for your Gig. Leaves. Quotes about you. I'll make a quote. You could put it in inside leaves. I'll say he's fucking hilarious. It's like you put it in between two least. What am I funny as friends between two palm leaves. Joe Says he's all right. Get tickets here. Why the fuck is with the palm leaves man? Fishel stupid. Pull that back up again. That shit looks stupid. God, I see that. I'm like, this shit must be good. First of all, why do they have five of them? Get the fuck Outta here. Kenn palm leaves cause that movies. That's why does Jared lentils involved? That's why no, you get 10 palm leaves you took up on it. Make those quotes bigger so I can actually read in my reading glasses. Look at much smaller.

Speaker 3:          01:06:32       The quotes are then the fucking, the subtitle. It's a bunch of independent awards. Gun independent film awards. Audience Award Winner Doc, New York City Festival. Official selection. Oh, it's all bullshit. Toronto International Film Festival. People's Choice Award South by southwest 24 beats per second. Official selection. Oh, you put that, you put that in inside of palm leaves. That's official selection bullshit. One one's getting shit. Melbourne, Melbourne International Film Festival. Official selection. He just want to have your shit and in palm leaves. See that's exactly what I'm saying. That's why they have the quote so small. They're fucking with you shop and he'd just eaten it up. Eat it up. I'm going to go home and watch it. Don't let them get you with those goddamn leave shop. They got me brother every time. Every fucking time. I'm not, I'm not impressed by leaves. No. How about one good quote from somebody that I think I respect their opinion.

Speaker 3:          01:07:26       Legit act or like I enjoyed this move and Martin Lawrence, he always taught the fucking record business was shady. Kevin Hart. Yeah, that'd be great. That'd be great. Yeah. Selection. What does that mean? You didn't win? Did you win or did you not? When you want, you want some cool awards and even win that award. That's an official selection. You get selected bitch. That doesn't mean shit. Can't put that inside of palm leaves. Hugger picked a date with that girl. Did you fuck her? No, no. She selected me to go the selected me. There's something, I just, it just have Brock I brought up because I just thought there's something interesting about Jared Leto suits. You guys think about the SA. He's got a pseudonym that he'd direct Sunder Savile

Speaker 4:          01:08:16       new co Cubans. Cubans I think befallen me. I just say you see it pop up from time to time directed it. It's his name. Oh that's smart. Cause he doesn't want people to think about him. He just wants them to think about the de moving pig an easier name. But can we just call him bart onset? Barneys happens. Maybe it was on like fucking some shit. Dude. He did a, the MTV awards last night before. Like he's all, he's sponsored by Gucci. Soy is like way too much. He has Gucci scarf. Cape the class is all this shit on. Just because they sell it doesn't mean you have to wear it anyways. So they're asking, they're asking him about his appearance and like his performance. He's like, trust me. You've never seen anything like this? I don't want to give it away and how much Jared little fan, I was like, this can be some shit.

Speaker 4:          01:09:03       This motherfucker just did the PR. You mean the Predator? He just did the night vision Predator thing. Look at this. Come on with the home. Would he do, he just did the Predator vision. We did this in the 90s look, that's it. That's the whole video. He was like, it's like some Avatar Shit. You've never seen this before. It's kids. First of all, you're not really obsessed with this, like he's obsessed with himself. So that's part of the problem. And then second of all, you probably know the same drugs he's on, but if you work go full screen with that. I don't feel like you're giving the full faculty. You're talking about the Predator now. It's a little bit more than that. It's a little bit more than that. It's kind of freaking out. Well, that's kind of detailed. Kind of like it. He's got a hat on.

Speaker 4:          01:09:41       You can see it through the hat. It's not that creative though. I feel like interesting that you say this and he's a creative dude. Maybe it's good. Maybe if you're high on ecstasy, this would be the best video ever. Yeah, he might be right. I don't know how much that has to play into it too. Are they good band? Yes. He's, he's phenomenal. I've never literally never heard their music. I like the, you would know they've been around since the late nine. That boy can kind got a lot of kids behind them. Well else people dancing on son. I like the answers dude house. If everywhere you went you had dancers be kind of cool is bear. You don't think that looks good now? The hair has been due to, how bout, how bout this Joe Mtd fucked up so bad and I love him too.

Speaker 4:          01:10:25       How would they fucked up? How about cause Jared Leto toward, with Chester, the guy commit suicide for Lincoln Park and with the guy from uh, Soundgarden. Who else commits suicide? He's known him. Two of his best friends. So they have him do an open monologue for him, right? Yeah. Like just tell him like how great they were and he goes, all right. Uh, let's, let's cut to the last time. Chester performed on stage here and they're like on top of Hollywood and he's singing and MTV cuts the new Mintos. Gav, you had your meant fresh breath today and they cut. They just cut it off and they come back like let's, hey, it's Nikki Minaj his ass. Yeah. They like did this whole dedication to them and then halfway, not even halfway me. 20 seconds to performance. Cut It to commercial. Huh? Is Rough. Why would they do that? I don't know. When they play the full song. I don't know. People are so

Speaker 2:          01:11:14       upset. They thought was so disrespectful. Send an accident. I don't know. I don't think so. I think they're just like, oh, we gotta cut the brake kit. That meant those commercial man. I, you know, look, I'm very biased about this because I don't interrupt podcasts with commercials, but there's a big difference between like watching shit on Netflix and watching shit on regular TV or watching shit on HBO and watching Shit on regular TV. I don't watch commercials. The you get brought out of the of the, like the, the whole hypnotic effect of seeing a show. The breaks your focus a hundred percent if game of Thrones at commercial, there's sometimes the game of Thrones I don't breathe. Like when that red wedding, I was like, oh dude, just after just wait, this is shit happens with certain said Dragon. Try not to get so close to anyone because everyone dies the fuck up.

Speaker 2:          01:12:03       You can't get close. They got close. I cannot get some handling Polisi man. I'm like, Oh Shush, Shush, Shush, shush. We can't talk. You can't talk. I can't say any slave. She's such a, she's the mother of all drag. I know she's not a slighter. She never slay the dragons. That's true. You know what I'm saying though? Yeah. To, yeah. There's like interruptions in the, in the, in the game of Thrones. It's like I'm in the zone, man. I'm in the zone. I tried to watch him walking dead once on regular TV in real time and I was like, I can't even do this. I just flipped through all the chat. As soon as commercial I flipped through, I just record them so I can fast forward through. I don't get how they make money off these ads anymore. Well that's what my point is that this is a very ineffective way to promote things and I think it would probably be a more effective way, like think of all the ads they have in a show, right?

Speaker 2:          01:12:47       If all these shows, wouldn't it be like me? Way more effective if they had one very good or two very good ads at the beginning of the show and they say like game of Thrones is brought to you by boom, they do it. If you've got to do that. I agree. Having in the beginning and know that this show sponsored this entire episode so that the episode doesn't have to have, that's just like they do that business greedy. They do it, but yeah, they want to do those 32nd spots to get all that money for the network. But the thing is like those breaks, they ruined the art so they make the creation worse, so it makes it less valuable. It makes it less valuable to sell ads on. And also no one's watching them. They know it's not going. You're going to get a fraction of the people watching them and a lot of people are going to be upset by them.

Speaker 2:          01:13:33       I agree. And it does. It does. They just don't work that the advertisement agency, you know that come around off, see podcasts and cause if someone's going to listen to your show for three hours a day, you know, it's just a different dynamic. But you're also not up there reading, you know, whatever. Sponsor me on these we have coming to me undies. You're reading in the middle of like, if you're like, hold on Britain, let me do this real quick. A lot of people do do that. I just don't think it's the right way to do it anymore. I just think the only reason why we're doing it that way is because everybody always did it that way before. That's how you saw it on television. That's how you heard it on the radio. They always interrupted for these ads. I don't think that's the most effective way to do ads.

Speaker 2:          01:14:09       I just think that we got used to doing it that I think it upsets people. Definitely does. I think it turns people off where they're like, fuck that product. You know when people used to say, well, what if someone has to get up to take a leak? Well do you don't have to do that anymore? You can pause things now. You can watch HBO on pause it. I mean we have different control over media now and ultimately we're going to get to a point where you can watch things almost everything's going to be on demand the way Netflix does it. That's the future. It's the future. Imagine what donut comedy central special and there's commercials to your special. That's where mine was my last special. I had a break it up and they edited it for commercials and I even like recorded it for commercials.

Speaker 2:          01:14:47       Like I knew that it was going to be 44 minutes. I had to do it during this constraint and these were when we're going to drop things and so it had to make sense when you shut, shut it off and then went to commercial. It's very complicated to edit that way. It's tough enough as it is. Yeah. And it does, it's not good to watch it that way. It's just not me. It's better than not watching it at all. But the best way to watch something is all the way through. But here's the question is say if you're a company, right? Like, uh, outside of podcasts, which are pretty easy, just do the ads in the beginning. How do you, how do you sell things now? Like say if you're, you know, pick a product. If you're mentos Mentos to fucking night, I, uh, I, uh, sponsor that show and I pay enough where they don't need the other ad revenue and I get at the beginning and the end.

Speaker 2:          01:15:34       But is it worth it for them? Because that's a tangible amount of money, right? If, if you're going to have one sponsor for the entire show, think of how many sponsors the video music awards must have. Like, yeah, it doesn't, how many of them don't do this? Performance is brought to you by Pepsi. And then they hit it, you know, which is, which is almost better than doing a full Pepsi commercial gas. I don't know. Still don't want to hear it. Like what? How do you advertise something without interrupting? Something else has got to be a way because it seems so sneaky, but they've always done it this way. You're watching something. You don't want to hear the ad. You've got to sit through the ad. All right. All right. All right. Get back to what I like and then you get back to it, but I wonder if there, they must be seeing a return because otherwise they'd stop.

Speaker 2:          01:16:15       Right. Obviously I bet it's down, but the advertising agency so big then she's so big because who really watches things live now besides sports, like game of Thrones. I mean, I'm in season four for God's sakes. Came out years ago. There's other shows like my other shows, hard knocks HBO, no commercials. I've just, I've, and if there's commercials, I literally just, I won't even see one who's really sitting there when it's live. I watch commercials on Hbo for upcoming programs though. Those aren't really commercials. They're not selling you a product. They're showing you other cool shit there. Developer previews at the movie. Yeah, I take that and here's some cool shit you might want to watch. You're not selling you anything. Exactly. But even at AMC when they, those delicious ice cold sodas pop out, I'm like, you know what? I might have to have one. Yeah, but that's before the movies. He price back that and they also have that after they showed you a bunch of really cool shit with the preview. You've already got my approval or any friends or if you get their real real early, it's a slideshow. All those are fucking

Speaker 3:          01:17:10       a loser. When are you going to start showing me some things that lights are on? Bright white screen and then it's just like ag. Yeah, that's right. It's like a local Italian restaurant. Oh, with the best bread in the fucking things in between. We'll call leaves or their awards are in between leaves. Yeah. It's just you and your buddy. Yeah. I feel like it makes you feel like a loser. Like, oh my God, we're idiots right here so early. You know there's a lot of these movie theaters that are taken off that are in places where you get assigned seating and they sell booze and they bring real food. That's what I do. There's a lot of those now man. This ton of different ones. Yeah, I pick you go there. It's so nice. My so many of them now. You don't have to like, it's good food too.

Speaker 3:          01:17:51       Like really good. Yeah. Some dude was eating a steak next me and shit. Does that synopsis here we go to that one. No arc lights good too. There's some really good ones. Well they figured it out man. It's like the same thing that airports have figured out. Hey, we don't have to have only shitty food. How about you have a nice little restaurant right here in the airport and they started doing that with like Wolfgang puck's at lax and then they have lemonade salary. There's a lot of good stuff at the airport now. Good coffee. You can get real food. San Francisco has like straight up five course meals. Real food. Dia has a chop house. Steak House. Oh yeah. Oh yeah. New York has a JFK, JFK, some serious restaurants. Jason Kilar, Italian food. Really killer. Like really good. Some serious shit. Yeah, there's everywhere. Has figured that now.

Speaker 3:          01:18:41       They're like, look, we, you're, you've got people coming in and out. A lot of these people are business people. Like people have money. Yeah. They don't want to just eat McDonald's. Even the plain foods getting better too. They have an Asta Rhea and lax. Now I know like a fame, like a fancy schmancy little place. We it with a tasting menu. I love that shit. I'm getting hungry. Let me tell you know, he's still sticking to the Kito Diet. Uh, I went pescatarian. Oh, how dare you now just to mix it up. How did keep forever and I'd go back to it. I'm, I'm asking the 10 only fissured, eat scallops and muscles to scalp and muscles. I'm him lobster. My huge lobster fan. How dare I made some lobster. Grilled it up real proper. Like grilled it up. Why don't you just throw it in the dirt and let it get heated up with a son?

Speaker 3:          01:19:28       Grilled. Blockbuster. You don't? What do you like? Your labs are boiled. Boiled like a man. No, that's the JV. See Grill, that thing. I don't kill anything. I just buy it from the store tales. Fucking, Oh, you're grilling blabbing for God's sakes. Don't lobster tails. Jesus Christ. What do you do? What the hell? Fuck. And I'm alive. Oh, fuck up. You get them live from two. It's 2017 fucking. What are you talking about? Grocery stores have tanks. You'd go to a grocery store. Jamie, what's the last time you saw God damn lobster tank. They do. You go to Ralph's or some shit and maybe that the inhumane tank [inaudible]

Speaker 2:          01:20:08       to get out. Do they have it? A lot of places? Yes. Listen, I've seen that since I was a kid. Have when a Gelson's right up the street from here. You go there. Does a tank of water scoop up a fucking laugh, sir. Until you give me that one right there. It's about two pounds, sir. Okay, we'll take that one. Oh, that's a good one. Am I batshit crazy? I haven't seen that in four. And you only go to whole foods. That's why I'm fancy. You don't fuck around your Amazon bought whole foods here about that ratio, change slashing prices and their stock. As soon as they bought it went boom, boom, boom, boom. They paid whatever, 12 billion. Here's what I put up. 22 billion of that. You want to make some money? Yeah, sure. Get rid of this fucking people in the parking lot that harass you when you're walking out with a car, you got ice cream.

