Speaker 1:          00:00:02       Sure.

Speaker 3:          00:44:32       eat them, it just feels like some sort of a completion, like it feels good, whereas it just feels like a good salad if I get it at a store. Right. Well, it's a year. It's interesting. You're almost subsistence living in a way because you're hunting your own meat and yeah, you're growing some of your own produce. It's pretty cool. Yeah, but I, I wonder. I'm just need the. I need the grid for electricity. Right. You know what I mean? Someone's gotTa build the bows and the arrows. I buy from a manufacturer the yet you're very strict tolerances. It's sort of subsistence, but it's. There's all these companies that are involved behind creating the materials that are used to. So it's, it's like capitalism is a slash sepsis a subsistence, but it's. It's interesting because it's, it's, it's the point I made earlier. You're further along in the path of sustainability or further along the path of some sort of righteousness and the way animals are treated and all that kind of stuff than a lot of people are.

Speaker 3:          00:45:24       So it's a step in the right direction. Right. I just wonder if people, just to play devil's advocate again, the working class family that at the median household income of $40,000 a year, if they, if we got rid of some of these animal practices which are important, but if we got rid of them, you know, are they willing to pay 13 or $14 a pound for their beef? They probably couldn't afford it. And that's a real problem. I mean, it's absolutely a real problem and I think that, um, there's a lot of people that don't do, they don't even take it into consideration. I mean, that's, that's, that's probably the biggest problem that we've, we've made this system and everybody who was born into this system, you know, obviously we didn't create it, but we're, we're born into a system and it took us until we were probably like, I didn't even know what a factory farm was until I was 30.

Speaker 3:          00:46:08       I'd never even heard of it. And then you hear about factory farming, you go, wait, what does that. I think all these animals, they all stuffed together and you're like, what? I thought the farms were like, animals roamed around like I didn't, I didn't know what. I never even thought about it. Yeah, terrific. I remember in the late nineties on TV, like on public access or on like I don't, I think it was just on public access. You would see these guerrilla filming sessions that these guys would go to these farms and like break in and take all these pictures and it was like for some animal rights activist group or whatever. And I, I was always familiar with it. I just never. I mean I'm guilty of saying like, I never really thought about it too deeply beyond that sadly because I was just.

Speaker 3:          00:46:42       I thought about the economic realities of it where I'm like, this is a terrible thing and we can fix it. Well, we just have to have a conversation as a society of what that's gonna mean for food because the exact inverse has happened with produce where we figured out ways to really dramatically alter seedlings. And, and you know, I was just reading about Norman Borlaug who won a Nobel peace prize for what he did to wheat, making wheat and we got, sorry, golden week I think. I think that's what it is. Yeah, like where the protein and yeah, and like a higher yield but the stock wouldn't collapse and all that. And he's apparently responsible for, you know, like there used to be these doomsday prophecies in the sixties and seventies people. People forget that earth kind of golden rice. I'm talking, I'm sorry. Different things.

Speaker 3:          00:47:22       Sorry. It's okay. Uh, there was this people look back at the original Earth Day, I think in 1970 when they often talk about some of the, the prognostications of what's happening to the earth and all of that today. But a lot of people will lost sight of the fact that a lot of what people were talking about then was that we were going to die of famine. That the earth, Earth's population was growing way too quickly and that they would have these guesses by the late seventies, early eighties and go read it. It's fascinating. They would be like, by 1980 5 billion people are going to die of starvation because we can't feed everyone and all these kinds of things. That's what they were originally talking about. So there's been these pioneering heroes and agriculture that have figured it out that have had these high yield crops and all of that and we're fine with that because obviously crops flora are different than Fonda.

Speaker 3:          00:48:02       They don't, you know, they don't feel they don't have, they don't have some sort of connection with them. They don't have a brain. So I understand the differences or are there, but it's funny how these things have totally basically switched sides where now where you have these high yield produce, that's great. We have these high yield ways of getting animal meat but, but no good. And I, I think that there are different things, but does it suggest that we have to be more Vegan or vegetarian? All those kinds of things. I don't. I don't know if that's the answer. I think we have to have a complicated conversation and maybe it comes down to this idea of cloning meeting or whatever they're doing, like making meat and you know, process these weird chemical processes to make beef that's indistinguishable from real beef. I mean, that's fine if that.

Speaker 3:          00:48:37       If it tastes good, I think that's probably what's going to happen. I think it's probably going to be like these headless cows. You could just grow in a lab, just sliced chunks off of them or something. I mean, I don't know how they're doing this meat thing. I don't really know either and I'm sure it brings up a whole new slew of bioethical questions too, but that's just that. Also probably health issues is probably. I mean who's going to be the first person to live 10 years off of that bio meet before they figure out it causes some inoperable colon cancer, right? Because your body doesn't know how to process it correctly and it sticks to the walls of your colon and starts creating abscesses and they have to remove your colon and make a new one with stem cells. Cut you open like a fish and who's going to ditch this new shitter inside of you?

Speaker 3:          00:49:18       Who's going to get, who's going to be the Guinea pig? Someone will be as always, I don't know. And again, not everybody can go hunt wild animals. And if you did, there would be no more wild animals. I mean that's really what the great market hunting of the um, the early 19th century. That's in the 18th century as well, I think. I think when they started that, I think they started in the 17 hundreds, started hunting buffalo and antelope. And by the time the early 19 hundreds, it was almost like completely wiped out. We had almost no animals left because it was from market hunting, wasn't people hunting for their own personal use is that they didn't have refrigerators back then remember. So you had to get meat and it didn't last very long and they had to get a new supply of it constantly and they would just go out and they would take these guys that were from the war and they didn't have jobs. And so this was their job. Now they would go out and hunt antelope and elk and deer and then sell that meat at the market. And what's interesting too about that is that it's the human condition. It's not only like the more modern human condition, I'm reading a book or I just read a book called 1491, which is about the condition of the, of north and South America and Central America before,

Speaker 5:          00:50:28       before Columbus. So there was biking contact and stuff. But, um, and they were talking about, you know, which is I think, well known to a lot of people that, that the native Americans, the Paleo Indians wiped out tons of animals before, when there was literally only a few hundred thousand of them, you know, because they were over hunting them. So this, this cycle continues know, regardless, and you even hear about that in Iceland with a nurse that lived there, were they like depleted there? They're very precious woodstock there. There's no animals. A lot of it's not just modern humans that are, that are challenged by this. A lot of, you know, the, the woolly mammoth and all of these animals were wiped out by humans, you know. So it's very

Speaker 4:          00:51:05       virtual by the way that, that is. Um, there's a lot of people that believe that that had to coincide because the dates coincide with the end of the ice age. And there's a guy that I've had on this podcast several times named Randall Carlson and he has some very compelling evidence that points to the possibility that it was asteroidal impact that, that wiped out these animals and mass. And it's one of the reasons why in certain parts of the world you could find mass graveyards of animals that were killed almost instantly. And this was 10,000 years ago, were saying interesting because I had 12,000 years ago. They think there's two possible large impacts that happened.

Speaker 5:          00:51:40       So they weren't bold lives. They were, they were actually, they actually struck the. So they weren't like the Tunguska event with an explosion. They actually hit.

Speaker 4:          00:51:46       They think it struck the ice sheet above North America. Oh, interesting. So there will be no evidence. Well, North America will though. They think that that was the reason why there's this, it's a fascinating podcast to go back and listen to. And He, um, I had him on with another guy named Michael Shermer was a famous skeptic and Graham Hancock who was also a proponent of some of his ideas and they showed all these images of like these deep fissures that were cut into the, into the land that must have been a massive amount of water over a very short period of time. And he thinks it was probably a large body that slammed into the polarized caps are slammed into rather the ice caps that are above, you know, North America, somewhere around 10,000 years ago at two miles high of ice, over much of the surface of it and all sudden boom, gone.

Speaker 4:          00:52:33       And that's what caused the Great Lakes. The Great Lakes are essentially these gigantic glaciers that melted and there's all sorts of features in these various landscapes that he believes point to massive amounts of water that happened over an incredibly short period of time and the explanation for that and the peaks in the rises and the falls in temperature during that time when they do like a core samples of the earth, he thinks that that also points to some sort of an impact. That's fascinating. Yeah. Randall Carlson studying this his whole life, he had an idea once when he was on acid. He went and looked at this, a gigantic canyon when he was on acid and he had this idea that this all happened because of water. It was trying to piece it together and then it became fascinating and started studying it and then

Speaker 2:          00:53:26       got really into asteroidal impacts and he's a wealth of knowledge but really, really fast and you've got to talk to you. That's fascinating. I love that stuff, man. That's what's so frustrating and why I didn't study in college are really super interested in ancient history or even, you know, Paleo history in prehuman history and stuff because it's also hypothetical. You'll never really know. You know, you have to just kind of trust people much smarter than you that they have these, these, these good ideas that sometimes conflict and. But you'll never really know the answer. It's, it's so frustrating to me. Those ideas definitely do conflict here. This is the area that he looked over here, place them in, so you get some volume on this.

Speaker 6:          00:54:05       Probably Brian, based upon the president flood, he had the flood that a few days a week whenever they would not have been washed away,

Speaker 2:          00:54:45       a long, long detailed thing. I mean he's talked about on the podcast for hours and hours. I've had them on several times and it's still. There's still a lot of information to cover because this guy has been studying this as whole life. I'm going to look into that. That sounds interesting to me. Absolutely positive that humans had an impact on wooly mammoths and a lot of other animals, but there's a lot of people that are very, very hesitant to blame the entire radication of these animals on people. Yeah, I don't. I don't know enough about it. I do recommend the book though. Digit. Just an interesting insight into a 1491. It's called just an interesting insight into, into agriculture and so just some ideas that kind of cobbled together some sort of like vision of this place before, you know, mainstream European contact because obviously a few places that I would.

Speaker 2:          00:55:34       I mean if you had a time machine and we've always thought about this, like if you could go in some sort of an invisible bubble and experience the earth at various stages. There's two, two things I would love to see. I would love to see during the great pyramids, like when, when they were in their prime, I would love to see what it, what was Egypt actually like before they burned the library of Alexandria and I would have loved to have seen a native tribe in North America. Pre colonization. Right. It'd be fascinating and that's the frustrating thing is we'll never really quite know the answer, but it's. It's fun to speculate about and I was reading it. I think you'd find interesting. I was reading about the Easter islanders and how they have. They have sweet potatoes on the island which are not indigenous to the island and the sweet potato to kind of spread around Polynesia, presumably from South America

Speaker 5:          00:56:24       and there's this interesting thing that the name, the word, I don't remember the exact word, but the word that many Polynesians are. Many Polynesian societies that were separated from each other. Use for the sweet potato is identical to what they were using on the South American mainland indicating that the, the. The islands might've been populated from the other direction that they assume that people came down from like what is I guess like Indonesia and to Australia and then kind of hopped over to those islands. But people are suggesting that there must've been contact from Paleo Americans on those islands because they eat sweet potatoes which are indigenous to South America and they call them the same exact thing. That the societies that we're thousands of miles apart, um, had, had experienced, and you hear a lot about a lot of this was there cross transatlantic contact, could that, and then it gets into crazy like conspiracy theories about the pyramids and stuff, but were there with the phoenicians come over where, where the Egyptian contact to the Chinese come here that the Romans, I remember that there was this, uh, this theory that Romans might've been on the Pacific coast of North America because they found, um, I guess they apparently found some coins, Roman coins and they found these jars that I guess were ancient Roman are or supposedly ancient Roman anchors for sure.

Speaker 4:          00:57:35       I've seen that. That was, these are recent discoveries.

Speaker 5:          00:57:39       I think so over the last 10 years maybe. Yeah.

Speaker 4:          00:57:41       Yeah. I mean the human history is, it's, you know, kind of pieced together by what we find and every now and then they find something, they go, oh, okay. You know, I mean, what's really crazy is that the native Americans, when the settlers got here, when Europeans got here, they didn't have horses, but horses actually evolved in North America. Horses evolved in North America and then by crossing the bering land mass made their way into Asia and all throughout the rest of the world. Even zebras, they originally started in North America wild, but then somehow or another, so for some reason they went extinct in North America and you know, they survived and thrived in Europe and then they were reintroduced and Dan Flores, he's a wildlife historian. He maintains that the native Americans once, once they had firearms and the horse, that they would have wiped out the buffalo on their own. That it had nothing to do with like market hunting and all the things that the Europeans did was terrible and it happened quite rapidly, but he maintains that it was, it was gonna happen anyway. Just just the nature of what kind of an animal it was and that humans were eventually going to get to them anyway.

Speaker 5:          00:58:57       Yeah, I mean that's what we were talking about, the human condition and how things don't seem to change regardless of who you're talking about. And I'm always fascinated by these gentle kind of connections between these different societies that we're learning more and more about that the world is way smaller than I think we thought it was in antiquity. And even before that, um, they were talking about how some greenland and Newfoundland and New Brunswick and all of these kind of had these Indian tribes that definitely probably had extended contact with the vikings for a long period of time. And, and these words kind of find their way to like the St Lawrence Valley that describe the same things. And then when the French fur traders come, they find that they're using words that they shouldn't know. And yeah, it's, it's super fascinating. Like the, these, these brilliant scholars that kind of put these things together for us to write about.

Speaker 4:          00:59:42       It is amazing, you know, and just think of how much we don't know. I mean God to be able to go back 60,000 years ago and just be a fly on the wall and some ancient civilization and see how they interact with each other.

Speaker 5:          00:59:57       Oh, awesome. That will be honest with you even read about. There were these great, there's outside of St Louis, I think it's like Cahokia or something like that. It was this massive native American metropolis in North America. We often think about central and South America is having these may, Aztec, Inca, all these major cities, but there were major mountain cities in North America that were populated by maybe 25, 30,000 people and they were wiped out before we even got here or before our European ancestors got here. Um, and it's so god, you're right, because it would just be so interesting to see how, how do they live, how do they farm, how, what was their commerce lake, um, you know, what was their languages like, did they, did they, did they have written records that didn't survive? And I don't know. But again, that ties back into a venn diagram of frustration because you'll never really know.

Speaker 4:          01:00:40       There's a ranch up in central California that I go to sometimes called to hone ranch. And there's these stone circles that are carved in rocks. So they have these massive rocks. And then there's like these concave, like dug outs where they would make bread. So you're, you're looking at places where they would grind grain into these rocks and these holes are, you know, who knows how long they existed, who knows how long ago these subsistence farmers or subsistence, uh, people lived there and did this. And so you're, you're stepping over these rocks and staring down on. There's some getty images of him. Those holes were carved by the native Americans and they were done over fucking years and years of grinding stones into the stone. And know what's interesting is a lot of the ancient Egyptians I went to see the mummy exhibit at the Natural National Natural History Museum or the Science Museum. Which one is it in California? Anyway, they had a museum exhibit on mummies and they said all their teeth were ground down and it's because when they would make their bread and they would grind stone and the stone, it would create sand and that sand would be in the bread interested to be eating this gritty sandy bread. And that's, that's what they ate. And they would just chew their fucking teeth away to nothing.

Speaker 5:          01:02:07       That's fascinating. Yeah, it's, it's, it's this marriage of archeology and anthropology and sociology. Even that gives. I'm always disconcerted that more people don't find this fascinating. You're a real student of history. I mean, you really love history.

Speaker 3:          01:02:20       I do. I love it. I mean, I thought that was a really interesting subject when you and I were talking the first time you, you and you were a young guy, but you embrace it, you know, I think it's fascinating. Someone has to do it. It's not, it's not practical. I always tell people people have gone, you know, over the years, fans of mine have gone to school for history and asked me should I study history and politics and I'm like, you can, I think you should do what makes you happy. I think it would be much wiser for you to study pharmacy or chemistry or something. And there's not a lot of money in history. Yeah, there's nothing. I mean, I remember when I was about to start Grad school when I, um, when I got my job in the gaming industry and I left and um, I remember, uh, professors being like 50 percent of all history phd is, will never find a job in the field 50 percent because there's no, it's the same thing with archeology.

Speaker 3:          01:03:03       Like I played around with the idea of doing like a American archeology, which is a growing movement. They're digging up Jamestown there, the, you know, all those kinds of things and there's just no money in it, you know. Um, and so I, I try to just, I want people to just love history, like the way I love it and understand it. And I think a lot of it is because it's not told well it's not. The stories dates and times are interesting. I remember them and I think I have that kind of brain, that right, that kind of right centered brain where like, I remember facts and dates, but that's not really what's important about it. And if people taught history Morris stories than which I think is what I'm trying to do with my show, then I think that people will enjoy it more.

Speaker 3:          01:03:38       So I think that's like the greatest pleasure of what I do with people saying like, I hate history. I hated history of God. I thought it was so boring, but this is such, this is so interesting. Thank you for bringing this to my attention. And I was like, well, you know, more power to you and now we can remember what happened in these stories are interesting and they're important. They are important in how many people are taking advantage of that? How many people are passing these stories around? I mean, how many Dan Carlin's are there in the world? Yeah. Not many. Not many. And pretty much. No. One of his skill. Yeah. Hey Jamie can be one of them. Caveman's please. And another one of these jammies. You want to caveman coffee? Want to get jazzed up? I'm okay. Thank you. I don't drink coffee. You don't drink coffee?

Speaker 3:          01:04:13       I just don't know. Not. I have no problem with. I just don't drink it. You just don't like the taste. It's not getting jacked. Oh No, I don't mind. I don't mind getting. Yeah, I could do some energy, but. No, I'm good. Thank you. I always feel like I'm missing out on something because people really love it. Like my girlfriend's the same way. My Dad Super Coffee Connoisseur. Yeah, he loves it. He loves coffee and like feel like that would cigarette sometimes. I know cigarettes are terrible for you and I think they smell gross, but I see people taking a big drag of the cigarette and he seems so satisfied and excited by it. I'm like, hmm, maybe I'm missing something. Yeah, I always see. I always see people outside of work in my neighborhood. You kind of get to know the characters in your neighborhood. Right. And they're always standing outside smoking, you know, having a little more time. I'll tell you what though. I, I smoked one of Tony Hinchcliffe cigarettes before a show once a, I think I've done it twice now. And uh, you, your, it's a real cognitive booster. I mean, it really does stimulate you in a very strange way. Thank you, sir. Do you think you were better when you after, after having what's better? I don't know. Sometimes you're not bitter stimulated. Especially doing standup. Sometimes you're better balanced and calm you, but it's

Speaker 4:          01:05:18       mentally, it's, it definitely stimulates you in some sort of a weird way. I was like, whew. So like a different sort of feeling. It's like if you ever smoked a cigar. Yeah, yeah. You get high off cigar. Yeah. I can only smoke half of it or actually start to get like almost nauseous. So yeah, you get high, like the nicotine and a fat stokey definitely gets you high. There's something to it. It makes me think about these old, these old timers are people still do it, but my friend growing up, his GRANDPA would always. That smell reminds me of him because he'd always just sit on the porch and smoke, but it just chain smoke like cigars. And how are you not animals people. It's incredible. I uh, but yeah, I. How is uh, you were doing the sober thing for the sober October. So today's the last day.

Speaker 4:          01:05:57       How do you feel about saying I'm nervous devers smoke pot again? Tell you that God, I haven't gotten more than two days without smoking pot in 15 years, so I don't even know. It's weird. I'll tell you the big, the big change is your sleep. You have radical dreams. Really? Yeah. Radical. Really realistic. I'm confusing. Dreams were in the middle of the dream. You don't realize that it's a dream. Like I had a dream that I was lying on this couch, a couch that actually exists a couch in my house and that I was cold so I grabbed this blanket and I was pulling the blanket over me, but the blanket was kind of stuck in the pillows so you know, like kind of struggled with it and get the blanket over you. And then I woke up and there's no fucking blanket. I was like, oh my God.

Speaker 4:          01:06:42       Like I dreamt that I was pulling a blanket. I mean, it was so realistic that I would have sworn if I woke up that I had struggled to get that blanket over me while I was taking a nap on the couch, but there was no fucking blanket I was reading and as I was reading I decided I was going to lie down right here and sleep and I must have passed out and decided that I was cold and went through this elaborate dream sequence where I pulled a blanket over me, but I was convinced that I had woken up cold and had to adjust and pull the blanket over me and went back to sleep. It's mainly very vivid, fucking super vivid, but there was no blanket anywhere near me when I woke up. I mean there's just fucking couch pillow. That's it. No blanket on the ground.

Speaker 4:          01:07:27       Not to like I could have gotten up and put it over there and sleep walk. There's no fucking blanket. But in my mind if you had asked me like, did you wake up and pull a blanket over it? Yeah. Yeah, I did. Yeah, I remember. No, I don't remember. Shit. It was fake. Are you, so are you looking forward to not doing this anymore or are you kind of like, or do you want to keep, keep doing it? Like are the benefits or the pros outweigh the cons? I think there are real creative benefits to marijuana. I do too. There's um, there's states that I think you achieve when you smoke pot that are unattainable without pot. I think pot makes me more introspective. It makes me nicer. It makes me calmer. It makes me a, I have a better sense and understanding of like the importance and value of community. It makes me more sensitive to the things

Speaker 3:          01:08:16       that I'm saying, you know? Um, I don't, I don't think pods bad not. I think it's always good to take time away from anything just to get a better baseline to bring yourself back down to neutral. Yeah. I feel like I, it's something that maybe I should challenge myself to do as well because I remember, I mean I've been, I've smoked marijuana regularly my whole adult life and it becomes the, some people dip in and out of it. Like, it's something that you do recreationally or you want to get stoned before a concert or whatever. But I always found that it was, uh, it was, uh, as, as sad as it sounds. Some people, I think that it was almost part of my process in a way where even in college I was writing a paper or as working or, or whatever the case might be.

Speaker 3:          01:08:56       You know, I feel like, yeah, let's take a take a smoke a joint or something like that. And, and I agree. Like I, I get most creative to this day, late at night when I, if I smoke or do something like that, um, I'm writing good stuff, I'm having good ideas. I'm writing ideas down and then sometimes they come back to them later when I'm not stone and I can flesh them out more or whatever. But I agree that there's great. Um, there's great creative benefit to it. And I also feel like I'm really happy that in a very short amount of time, uh, American society has come around to the benefits of marijuana, not only medicinally, but just recreationally. And the number is the polling numbers from the early two thousands to today are radically different. We're talking about ships, I'm like 30, 35 points and how people feel about them and I'm like, any, like you're saying like with anything in moderation is probably key.

Speaker 3:          01:09:42       I often in my life don't because it can make me lazy too. We can get me very interested in music or something like that and I get distracted. So in my general day to day I don't smoke until I'm done with what I like the administrative shit I need to do. I'm done. I, I've gone to the grocery store, I've done all of these things. Okay. Now it's time for me to relax. You know, your grunt work. Exactly. And so, uh, so. But do you have like a, do you have a, like a specific joint or something strand ready that you want to smoke when to get back into it? Are you gonna ease back into it? Are you gonna? Are you gonna pull? It just says Jamie just pulled something up. Holes of PSA. Find supportive legal weed and an all time high. That's great. Yeah, no, I just, I'm just going to smoke some pot.

Speaker 3:          01:10:18       I'm gonna do it tomorrow with Owen Benjamin or doing a podcast together, so I'm going to get high for the first time on air. Nice. So that'll be interesting for the audience. Yeah. Should be interesting for me to um, yeah. I'm, I'm a little nervous because I know it's going to hit me like a damn a bet. My tolerance is down to zero, but that's gonna be fun for you because now you'll, you'll, yeah, because I do feel like there's a plateau obviously. Oh, for sure. Yeah. Like heavy duty, hardcore daytime stoners, you know, they don't, they don't feel anything. Yeah. It's almost like a, it's almost like sustaining some sort of feeling but you're not, you can never reach that. That feeling again, which is again, why moderation is important and it's the same thing. Alcoholics frankly feeling other people's views, things so, but marijuana, we have a very infant style sort of approach to what marijuana is because of, I think because of the all the prohibition bullshit that people went through from the 19 thirties on. There's this, you know, this weird propaganda that, that marijuana is the devil's weed and it's terrible for you.

Speaker 4:          01:11:13       There's a lot of like cultural and societal benefits to achieving those states of mind. I think they really do make people nicer. You know, I think it, it calms you down. It May. Here's the big one that everybody's worried about. Paranoia. It makes you paranoid. I don't think that that's. I don't think that that's a bad thing necessarily. I think that paranoia, that feeling of vulnerability, it probably makes you more honestly assess how you interface with the world. You know, there's a lot of real danger in the world, you know, and I think that marijuana probably makes you really think about that real danger in a way that you perhaps ignore or put in the back of your head, but it's always there. It's always there in your subconscious to sorta grinding away. Whereas marijuana brings it to the front, has a light shines that light on it goes, hey, maybe she'll look at this. How about the fact that your lungs don't work so good anymore, man? How many more years you got? Many more summers you think you'd have on this planet, you know you've got 40, you got 15, you got 60. That's it. If you're lucky, if you're lucky you got 60,

Speaker 5:          01:12:19       but you're right. It's fascinating because if it. If it opens up these places in our brain that are creative that let us write better, that make us funnier and with your comedy for instance, or whatever the case might be, then you know it makes you kinder, which I agree. It makes me a people out. Then of course it would make sense that it opens up these dark recesses in your brain that hide or shield these things that you don't want to think about and I agree that confronting those things is normal. I think a paranoia I think is a is a side effect of marijuana for sure, but it's about how you harness it and if you think about it within the terms that in the parameters that you're talking about it, which is that these things exist. So you're just thinking about. It's not like you're. It's not a manifestation of something that doesn't exist.

Speaker 4:          01:12:55       No. And it makes you aware of some things that are very easy to ignore but are pretty fucking huge like space. Like my. One of my favorite things to do is a smoke a joint and go out and sit in my backyard, has pull up a lawn chair, put my feet up and just stare up at space and just think of how fucking insane it is that there is this in immeasurable view of infinity and it's above our head and we sort of take it for granted and we barely stare at it. We barely look at it. We barely taken into consideration. It's just, it's just a thing that we completely take for granted. But when I'm high I can really freak out about it. It can get to. One of the things I like to do when I smoke a little pot is get to the base of a hill. There's something about being in the base of a hill and lying down where you're looking up and you see the hill and then you see the clouds moving over the hill in the background, the blue sky and the clouds. There's something about that that gives me a more accurate understanding of atmosphere of this thin layer of protective air that keeps us shielded from radiation, the magnetosphere above all this

Speaker 5:          01:14:12       stuff that that's above us. That's just sort of like slowly moving around this just this giant globe is that there's that view where you're laying back and you're looking up at the clouds rolling over the top of the mountain. It gives you like a more of an understanding of the spiritual nature of the planet and the fact that it is draped in this atmosphere. There's just a real weird, trippy reset sort of a feeling that I get from that. Like we're on like a convertible spaceship. Yeah. It's, it is remarkable that it brings, it brings memories forward of like that, that rare earth hypothesis. The idea that we might not necessarily be alone, but this is so unique that maybe it's worth, you know, the um, the, what was it that Harvard professor that did the mathematical equation of how if we're alone or not army parents.

Speaker 5:          01:15:00       Yeah. Like where he gives us kind of numbers to various things and, and uh, the suggestion there is that we probably life based on the confines of a, of a 13 point 5 billion year old universe that is expanding at the speed of light is probably that we're not very alone, but the idea that light this planet with just this and just the right place with a moon that protects it from a lot of ancient astroid and comic collisions that I'm with oxygen and it's just so fascinating and I think that we often don't think like in a weird way galactically about are universally about like how everything that we experience is based on our experience on this little globe hurdling through space as temporary life forms. It's. Yeah. And I, I like it because it, it removes this to me. I'm an atheist. I don't believe in God.

Speaker 5:          01:15:49       And I, I feel like that's liberating in a sense. I don't mind if people of faith, I come from a family that, you know, Catholics and they don't agree with me, but that, that you almost let go and just be like, we're here. We have a finite amount of time. It's probably a mistake that were here are some sort of just random occurrence and it, it's liberating because you used the time you have to do what you want to do and then you're gone. Ashes to ashes and I and a lot of people look at the ashes to ashes as like this dark thing and I'm like, it's kind of Nice. It's kind of interesting, you know, like, like what's here is gone. What will be, is made from what you are, you know? Well, people absolutely terrified of the idea that they're not going to be around to experience something.

Speaker 5:          01:16:25       You know? It's weird because everybody's afraid to die, but no one's afraid to sleep. That's, that's deep. And it's true. I mean, I, I hope that I get to see things. I feel like one of the things that I'm, I'm bummed about for our, for the time in which we live, you and I, is that I feel like we're in this middle space where some crazy shit's going to happen in probably 2100 and beyond. When we really start exploring space and what's happening right now, I think we're at the embryonic state of crazy things happening and I, I, we might, you know, think about how far we've come even in the last 15 years, so who knows, but the idea of traveling to other star systems, the idea of meeting life, man, imagine how frustrated you would be if a contact like situation Jodie foster, Carl Sagan like situation happened while you're on your deathbed. Yeah.

Speaker 3:          01:17:10       Or even if you have 20 years left and they don't give you this, this radical mathematical equation of build a spaceship, but they're just like, hey, we're here and we're 150 light years away and, and you have to literally take 150 years to send that message. It will take that long to send the message back and then another 150 years to get the message back and so on and so forth. What if they're all like Putin's Russian mob, but in space. You know what I mean? He's this idea that they're going to be some sort of altruistic, beautiful alien race that's gotten past war. And what if it's like a race of Harvey Weinstein's out. The university's creditable. They come here a mouth fuck us off.

Speaker 3:          01:17:47       I mean, who knows what, why they would care about us. I mean, I'm also, there's this assumption that they would treat us better than the way we treat monkeys that we find in the Congo because we don't treat primates very well. Well, it is funny how that's true. We don't treat almost anything very well except for our dogs and our cats. But the, the um, it is funny to think about this kind of, these kinds of thought experiments that people do and [inaudible] and whatever about what, what would be the, why would they come and what would be the nature of them and what is their, you know, why are they taking the initiative to contact us? And it, it's interesting that a lot of people do settle on the. They, if they're going through this trouble, they're not coming here to, to fuck with you.

Speaker 3:          01:18:27       Like silly. But I think like, why not, you know, I don't know. Why would you make an assumption based on human understanding of anything, what they're gonna do you know if this is a very. In terms of like resources, this, this planet. It's very rich, you know? I mean think about it. What if there are from a planet that's low in water, we're three quarters water. The surface of our planet is mostly water, right? We have all sorts of weird minerals and who knows how, I mean, they're rare in our solar system. So what we find on earth in terms of the biological life is insane, right? We haven't even found biological life anywhere else in the solar system. So it could be that this is just the ultimate fucking sweet spot. I mean we are in what we call the goldilocks zone, right? But then there's also, my thought is always why just like it's such a limited thing to think that biological life as we know at carbon based life on the planet earth that exists between the temperatures of x and y, you know, and it has a lifespan of whatever the fuck it is.

Speaker 3:          01:19:28       Like there's the only way life can be like, why? Yeah. No, I never bought that. I always was confused by that. Why can a species breathe ammonia? Yeah. And you know, like I, and that's why they use the term, I guess a life as we know it. Uh, but I'm, I'm of the same mind as you, I think with just the mathematical permutations, you know, multiplied by the amount of space covered. Even the exoplanets we're finding now, I know a lot of them are gas giants and stuff like that and the really close to the star system, but they indicate that maybe we're not all so unique. And I was reading a thing about Jupiter and Saturn even in relation to exoplanets being found that are similar to them that they might have been far closer to the sun when they formed. Then we're pushed out.

Speaker 2:          01:20:08       So maybe we're seeing solar systems earlier on in their, in their lifecycle. And, and there's a lot of. I love space, do I? I think it's a super fascinating study. I wish that I was smarter with math, with physics and all those kinds of things so they have a very, very limited understanding of that stuff, you know, like the, um, that maybe I would have explored that instead, but I don't have that, but my brain doesn't work like that, you know, I can't do calculus. Are you a fan of science fiction? Yes. Do you like, did you like the Battlestar Galactica series? Loved it. Loved it. Great. It's awesome. One of the most underrated series ever. It was awesome. I knew one. Yeah. Yeah. The one from 2004. Yeah. Yeah. I, I, uh, I loved it because, uh, I think it married really well. Saifai believable Saifai with, um, the problems we're encountering maybe with ai now with the cylons and then a religious aspect, a monotheistic polytheistic cultures kind of clashing, a lot of, there's a lot of depth to that that I think people don't see because they're turned off by the setting.

Speaker 2:          01:21:04       But I think a lot of people just missed it because it was a retake of a. was in 1977 or [inaudible] 79, 1987 with that. Yeah. It was a retake of that show. That seemed to be at the time to be a star wars rip off, you know, it was like, there was like, you're luke skywalker character that was starbuck, you know, there's all this, there was all this stuff to it that people like, ah, that's a fake storm trooper. This show sucks. I know it was a movie. Yeah, it was the show rather. Yeah, it was. Yeah, it started as a, uh, like a mini series, which is about the cylons turning on the humans and then, or I guess the end result of them turning on the humans. And then, uh, and then they expanded into four seasons, I think. I think the show is amazing and show.

