Speaker 1:          00:00:00       Yes.
Speaker 3:          00:41:34       having a kid, I'll tell you that having children is very healing on, on one hand and then it dredges up a lot of other stuff on the Internet. Yeah, that's what I'm kind of worried about too. I don't want all this damage to figure it out beforehand. Yes. Yeah. I just don't want to be insane all the time too, which affects the kid. Sure. Yeah. Right. Um, but uh, but I do, I know you guys are. I'm a garth brooks fan. I love Garth Brooks. He's such an interesting character. Is he not Hashtag Hashtag there together at your Mr. I can't. I can. What is winning first for all of our viewers? Let's First Watch garth brooks to give you all a little taste and then we can kind of try to get inside his head because garth Brooks, I don't understand what's going on. I can't get a read on this too.

Speaker 3:          00:42:30       I think it's important because we talk about it when we talk about him. It's important for people not in the note because it's fair that there's different genres and you don't know who knows what to recognize how inconceivably famous. This guy is good. It is out of this world. It's bonkers. I think, and I may be wrong, but last time we were talking about him on the show, he's like the number two or maybe the number one best selling. Oh yeah, yeah, yeah, yeah. Here's the thing. He outsells the big pop stars of today. You know, Bruno Mars, beyonce, like he is doing stadiums like we're fucking football games are played and they sell out under an hour. He's a thumb with a cowboy hat. Yup. It's other level. But you know that he was, I saw a thing of him on Ellen and he, uh, he put out like an anthology thing, like just released one and it was like this.

Speaker 3:          00:43:29       And even she goes, Jesus Christ, she goes, this is volume one, like there's gonna be more. He's like, I think so. He's like, most people release these when they're dead. That's no fun. He just puts out raised Christ Jesus Christ because you fucking hillbilly slapped him in the face and in his eyes, you fucking monster. She doesn't curse. No, no, she didn't say it like Ellen too, because I find her fascinating. He goes, well, but also super famous. Let's. Yeah, I think it really fucks with you to be that famous. I think so too. I think so too. But, but garth, but here's why we find him fascinating because I look and no one's disputing that he's very talented and he's very successful. We're not dumping on this guy for that. But it's that there's something that doesn't read, like don't understand the man. Right. You know what it is.

Speaker 3:          00:44:20       It's like if you go, what's Ethan like, what's he like? Which Christina like and you go, this is kind of their personality, but with him it feels like a manufactured personality in the social media posts. It always feels like we're saying the right thing at the right time and it feels that reads to a lot of people as inauthentic. I'm not saying that necessarily is, but he reads like this can mean if, if it's just like a four is you're like, yeah, is he just euphoric? And I said, I don't think so. I think he's a creep. I think by the way he's in the videos, he's just like, thank God, thank God for my life. Like he's just this euphoric guy. Like maybe that's just who he is. I think if maybe I want world peace. I think what happens too is you do these three hour plus shows to 80 100,000 people screaming and everyone's like, you're the gray like that many people.

Speaker 3:          00:45:20       Your your the same bet that he walks around like, you know, like that. I really liked that. Well, for a long texts, everyone watching less with let's enjoy some of that recent highlights of the beautiful and wonderful a national treasure, if you will, or garth brooks. I regret in my dream for us to love one another. All of us, he leans in because borderline that almost like if you took the words out saying that is like, I'd like to fuck you in the ass hard tonight. You know, it's like a weird sexual tax. He's saying that his wish for. What was that? What was the beginning of world peace? My wish is for all of us to love each other, but it's like for this Christmas a one of those things. It's like, what's your wish? And he's like, well, my wish is for world peace. First of all, whenever someone's like, what's your wish for world peace? No, you're not only an abusive. Yeah.

Speaker 3:          00:46:24       See, that's the real question. What is garth wish? Garth's wish he doesn't know. By the way, I've seen him wear this shirt, this nike shirt in multiple press outings, which makes me also think that he's like, it's kind of. This is what people were Kesha Grand Knight, Knight. Tommy, I think you've hit on it. He's pretending pretending to be a person. He's actually like a building. This stadium store he's going to do right now. No Shit. He's going to earn like $400 million. And the thing is that, that's crazy. Country Music is all about. I'm just an average Joe. I fucked my cousin, but that's okay. The Yankees don't like it, but we think it's all right. Yes. And so that's actually one of. Not that guy. It's all about still being. I'm keeping it real and I'm just, I'm, I'm just one of y'all shocks like a private jet. But that's the thing is that it's got. It's all about. I'm just like, y'all all this money, bull shit don't

Speaker 2:          00:47:30       mean nothing. And that list. And I may have a jet stream five. Yeah. But oldest money shit don't mean nothing when you can't fuck your cousin. Yeah, exactly. All right, let's watch this and have some fun and let's get fiscal playing music. Kind of like that. You hold it too long. I love this. Thank you. God bless you guys. I love that. Thank you for this. Thank you for my life. God bless you guys. Instagram. Hashtag ask. Garth asked me anything. Okay. Hashtag happy. Hashtag Gore. Mr Harwood. Oh, Hashtag you're in. What do you mean? What do you mean? Hey, if you have to ask yourself, is making it rain? Do you think that those four seconds stares at the end of the videos are because he's told somebody like, like when when I'm done I smile at you. Let that Shit fucking roll. So they. No, no, no, be relaxed or do you think he's like, I think when I'm done talking you'll know I'm fucking done when I smile and then just let it roll.

Speaker 2:          00:48:38       People like when I smile and they're like, alright. And then he finally came too old school. He's posing for a photo with. For his aunt. Yeah, exactly. And he just holds it. Geez. And also what's disingenuous about the smile? Because real smiles, your face lights up, it's in the eyes. The smile is always in the eyes and the smile doesn't match the eyes. The chew like a three year old man. They tell you to smile. The picture. Yeah. Like fucking John Wayne Gacy. When you look at his face, I mean he. He's such a Dang dingus human hot dog. He's so real. He's a fucking official dad. Like he could be on the debt front page of Dad weekly with a big head stadium. Was the daughter of your cousin called the daughter of your cousin? You have a cousin had a dumb job. No, I was setting it up. I was just trying to set up a country song where just because my daughter is my second cousin, don't dump man. I love her any less. I'm going to write some tunes. They weren't ready to go. I to remind me of fucking crickets thing. That's brutal. Oh yeah, yeah, yeah, yeah. I love that. I like that. I really like that. I want to watch that one again because we've watched it on this podcast, but it's such a fucking masterpiece. That is one of my favorite videos. Well, I guess it's official tearing down the walls. You know what's happening now is that this is picking up steam now on twitter that garth brooks is feed is weird. Like this

Speaker 3:          00:50:28       is. We're starting away. Have you guys, you know he's going to. He's not going to understand. He's like 20 million phones and he didn't be like, well I'm fucking garth brooks. No, no, no, but it's like 19 million people that want to see you be weird. Millennials, I want to say tim and Eric make a episode with Garth Brooks. Like, all right, let's ahead. This humid hot dog. Yeah,

Speaker 5:          00:50:50       just the player over radio on radio.

Speaker 3:          00:50:57       Oh, is this vic burgers? Cut. No.

Speaker 6:          00:51:01       Queen's birthday. So I'm taking over all are socialists Hashtag happy birthday tuition.

Speaker 7:          00:51:16       Let me ask this question to why on Trisha's birth birthday

Speaker 3:          00:51:20       is he taking over? He asked me how I know. Well, why is he taking over Trisha's socials for her birthday? It's like, how is that a president gift? A gift is that I'm the best and you're not going to take over. You could have made a post on your own self. Don't be like, send her some love. Right? He's like, you know what, I'm not going to shit post on my own social page. I'm going to do it on yours. Right? Her fans open. They're like, oh, thank God it's garth. This is awesome. Hey, go hashtag. I'm Mr. uh, Mr Today. That's her last name, her last name. So what he's doing is doing this condescending thing of like, I'm the mega star. She's down here, but I'm, I'm so humble. I'm down home today. Just today, just today. Um, Mr Gear. But here's the thing, man.

Speaker 3:          00:52:10       It's like that. Um, I love Mike. That post is a, what is that? That's a perfect husband posts. Yeah. All. He goes, it's like from the beginning it's like I love her so much and show her how much you love her to just put pictures of cakes Tagore. And it's like, so if you watch that, you're like, oh, this guy's just this normal sweet guy. Just loves his wife is bullshit. And what does he do for a hobby? That's what I want to isla thinks. Isla has this amazing, authentic and transparent what they tagged that as I look at the thumbnail alone, so let's do this one too. It was like pay attention to those odd voice like octave changes. There's so there's so deliberate and the choice to do them. They're deliberate and they don't line up. Like why? Why you would go? I like, well like that.

Speaker 3:          00:53:04       I really liked the thing about reads the growth, but the thing about this is that it's so rehearsed. It's like, yes, it's like a beat for beat. Like I feel like this is take 100. Oh yeah. And he sent it to an assistant and goes, just finished this gold fucking post that right now. Shithead. And then the guy was, all right, put that up. Garth said to put it up right here. It was a very telling moment to put it on when he was reporting to us from studio g and I know what you're going to talk to. And he was doing his spontaneous garth thing and then the door opened suddenly and he's like, is that supposed to happen? And you can see the rage behind his eyes and what it is. It's his birthday and they're surprising him with a cane. It's a fraction of a second inside studio g you see the rage behind his eyes and make sure out. I'll be up there for y'all. I'll be singing my songs. And then he goes, is that supposed to happen?

Speaker 3:          00:54:05       He's like, happy birthday. Happy Birthday to Ge. Refers to himself. Yeah, that's on. That's on a facebook studio. G posts inside studio g or that one? Were you in that moment? Was It on facebook? I want to see it when he's, uh, when he's given you backstage, he does like a GE alert and he does, uh, he, he's like, Hey, look at all these, uh, like it was rehearsal sound check. And he's telling you how, like everybody, they come to my shows sometimes they're like, look at that guy, look at that guy. It's so neat watching everybody else work. Like trying to give credits, fighting guide. So neat. Yeah. And then he goes, he goes, hey, dave turned that down. Dave. Turn it down. And you could see days like, oh my life's about to say, but that's the real guy. Yeah, Dude. I bet.

Speaker 3:          00:54:58       He's like, I really like. That is a control. He's a dictator, is the way I think he is. This is the guy whose music never ended up on Itunes, get an exclusive deal with Walmart. That means he's business savvy, but he's also really in control. Really calling the shots. And also let's talk about his alter ego. Chris Gaines, this guy is a gold mine. It's just bizarre. This gains is one of the weirdest thing that ever happened to one of the weirdest things ever happened for people they don't know. He got so famous and board being garth did. He created an Australian, I think alter ego's very weird. Aaron died. Let me throw up. But here's the other thing. Oh, savagery of this is that Chris was almost wiped entirely to internet. Do you know how hard it is to do that damn near? It's really very little out there.

Speaker 3:          00:55:48       He's coming back because people are talking about Chris Gay dude. He. This whole kind of Garth Brooks' name that's brewing is going to be something new for him because you cannot fight against me more. Fair. What if it went like this for a while and then like it built it, built it pissed him off and then they were like, guess what? Garth Brooks has 10 bodies buried on his fucking land. Like He. That would make sense. Yeah, he's makes sense. Can you talk about that? When he did Chris Gaines, a photo shoots, he would suck his cheeks and because Chris wasn't supposed to be as big as Garth, so that's why I. So you can see us do. It was like a vampire. I think it looks cute as Chris Gaines. I'm digging Chris Gaines actually, he's Kinda Gotten Kinda hot. It's cool. It is an odd choice though, right? To be so it's, it's essentially like ever never been anything like that.

Speaker 3:          00:56:40       Right. Like the biggest star in music. But like I'm done. I'm going to do this realize because I was reading so much garth stuff that when he did this, you know, no one could talk them out of it. Right. Do you think his manager, I'm talking about this don't do this, and he was like, I'm Chris got, I'm doing it, and then they're like, it did poorly, obviously, like it wasn't. It was a disaster, but still just people knowing that it was him doing it. I think I want to say it moved somewhere close to a million still, so that's still like, that's huge. Yeah. Yeah. But he was like, I'm still 25 million, I'm sure just what I do. And then they're like, oh, I only sold a million. He was like, oh, that sucks. But I think it's part of that crazy insane ego. Ego's ism where he's like, I'm going to go make pop music.

Speaker 3:          00:57:27       Can be an email singer. Yeah, that's exceeded that. It just looked it up. His Chris Gaines album went double platinum, filtered a tremendous failure. That is how successful that guy's used to being, I guess. Well, actually I remember reading, and correct me if I'm wrong, they had like this huge release and they bought tons of albums and it was filling all the music stores and while he did sell a lot, there was a little bit. Overstock. Overstock for sure. Sorry. I know I'm just reeling. I'm also thinking of rock stars. I'm sorry. Actors that became rock stars. It's like I'm not really successful in this thing. Let's fuck that up by trying to coordinate. Let's list who we can think of. Juliet Lewis is doing it right. She does that. She's like actually still touring. Great though. I think she does. Bruce Willis. Oh yeah. Oh, you got to see that Keanu. Keanu. Yes. The Johnny Depp very actively to the greatest of all times to golf. Golf course plays a seller. Okay. Yeah. This is really something. There was one billy Bob Thorton, I dunno if you guys recall. He was very serious about that. Okay. There's another one. He went on a late night show I recall and they were, and he was like, I'm only here to talk about my music.

Speaker 3:          00:58:53       Eddie Murphy a murder, and that guy has an amazing voice, but somehow it was just the corniest thing ever. It was awful. And he was like, I don't want to. Even he joined twitter, I want to say he joined twitter to put out a music video. Yeah. And people were like that. He was just like, I'm going about my album now. I will say the person, the one person I can think of who it really worked for was Donald Glover. Oh, that's true. He's childish. Gambino. Drake. Okay. I thought I was a lesbian before, but this is like Donald Glover can actually really do all those things.

Speaker 3:          00:59:34       You know, he can. He's really good at it. So I think some of the other guys were talking about like 15 plus years of being a movie star. Like you're a household name a thing, bro. No. See you saying, man, you wasn't shit. I want to ask you guys about a story here. Sure. Don't know what to make of it. It's one of the most bizarre things. Yeah. Um, so let me, let me start here. Okay. There was a teacher who is in a hot water after getting into a fistfight with a 14 year old student after the student berated him, calling him the n word and throwing a basketball at him. Jesus. So now there's a video. There's a video of this. This is what's so crazy to me. Let let me show you the video first and then I'll tell you about the aftermath, which is really what's perplexing to me. So let's enjoy this a right in our American school system and they'll skip forward to where the good stuff happens.

Speaker 2:          01:00:34       You could tell this kid's a little piece of shit all day nine and if you're the one lying bro, you know you said that shape right here at home. You want me to wait first of all this?

Speaker 3:          01:01:03       It is still. It is insane that for me that a student is like, just like in front of the class saying that shit. I don't know what leads to this, but it's crazy to watch. Well, apparently the backstory is that this teacher was beloved by the school and he is meant to be very calm. Nice guy. Right? But I guess something just snaps in him in this moment as you'll see. But this kids like him, he's the shit and he's trying to get under them. Right. And I think they have a history together as well.

Speaker 2:          01:01:40       These schools are rough though. Like cuts.

Speaker 8:          01:01:57       Oh yeah, he, he broke them in. I mean it's obviously not okay at all. But I think that kid, he's probably been doing that for a while. Yeah, that's fucking crazy. It's crazy to see. He really goes after and feel me just one that's a grown ass man. And now here he act like he doesn't remember what happened.

Speaker 2:          01:02:44       Oh yeah. Now he's. Yeah, he's panicking. Yeah, he's playing. He's playing a. He was like, who hit him? What happened? Yeah, yeah, yeah. No that was it. That was mad. And we missed it. Just prior to where you started. It was when he had a basketball. The kid threw it at him. Why? He actually did instigate the physical aspect of it. Did I miss? Maybe it's when it's still vertical basketball. So the kid throws the basketball per teacher. So. So here's the part where it gets really surprising. Okay. Well what do I feel bad for everybody? It's a rough school, I'm sure. Like where? Where is life? Where it's in La? It's here in la. I think that's what I read. Oh, Portola. Junior high. He's a music teacher of all things. Yeah. You went. I went to, but I did go to public school or two of them in La and they're pretty horrible. Yeah, the ones I went to anyways, that's pretty much some shit that happens. Yeah, you can see some really bad homes and it's hard. I don't know how to deal with a kid like that, you know? But regardless. So now, uh, opinions are deeply divided. Yeah. Um,

Speaker 2:          01:03:57       and here this is the part that blew me away. This guy is a pro. I mean he's definitely going to be fired, right? Yeah. He's definitely going to have to think so. But then now there's a go fund me for this guy, $150,000, God. And I was like, Holy Shit. What does it say here? This is, is that him saying, hey, this one's real. I just want you all to know and I'm letting you know that this go fund me page is legit. Yeah, that's about it. Where's maywood? Maywood Academy High School. Oh, he was. He was sent to jail. He assaulted a child.

Speaker 9:          01:04:38       Yeah.

Speaker 2:          01:04:40       Where does it say it? Said what you have seen the video. I will not post here. And sadly he was handcuffed and sent to jail, which does make sense. I mean kind of. I mean he assaulted as we kick the shit out of. You can't really do that. Like if he threw one punch I, it'd be like, oh, he was threatened. But then he's beat the shit out of it. Listen, I understand kids trigger the shit out of you, but you can't hit them. You know, he really, he, he went after that kid is may and started beating like La South La, south La Belle. It's,

Speaker 10:         01:05:18       I mean, I think everyone relates to that teachers

Speaker 4:          01:05:21       feeling, but you just. I mean if you're the EDC you can't do. That's what I'm doing. And so I was like, wow, that, you know, I feel bad for everybody. But then when I saw that they had raised 150,000, that blew me away. I was like, who is why it happened to the kid and the kid can't get in anywhere. There's no news. It's just Mr Riley is a. They did. They did actually expel the kid. They did. Yeah. Well the PR, they're transferring to a different school to try and cut down on the drama basically. I mean, look, the thing is popping off five, 100. This is three minutes ago. It really is. So there you go. Dude. I wish. I wonder if someone would do that for me. You know how to really think about that. Just you can punch me in the phase right now or vice versa, whatever. I wonder if people will be like, yeah, we got it. We got to help out at a step up for Tom.

Speaker 2:          01:06:12       I've never seen a teacher had a kid. I've. No, it's not. Well, one time I had saw a teacher. CIOCCA kid. Oh, that's pretty scary. Pine. It was a nice private school I went to. I was in kindergarten and this kid wouldn't stop eating roly polies, you know, those little bugs. And um, I think her name was ms dot darlene choked him once in a while. It was wildly throw. It was a 1980. Yeah, that was it. I've now I'm just remembering this and she choked him and he turned red. I remember how she,

Speaker 4:          01:06:45       that'll teach you not to eat. Rolling, you know, I was having flashbacks now to have. We had a principal and he wasn't fired for this and I found it quite traumatic. There was this girl, she was just seemed fine, but she was really anti authority and this was like in fifth grade and he came into the class and he whispered something to her like, Hey, I need you to come into that office and we're all watching. It was like a whole scene. And she's like, no, I'm not getting up. And he grabs her arm and he yanks are so hard. That desk falls over and he drank and she drags her by the arm. What age? We weren't fifth grade. So what the fuck dude? And he wasn't fired for that. They thought that was all good. That's different time. His name was Mr Monday mine, which makes sense because everybody fucking hates Monday. We hated that guy.

Speaker 2:          01:07:43       I remembered. I see.

Speaker 10:         01:07:45       I remember hearing up things. I never saw a teacher really do something that crazy, but I do remember seeing we have trouble like a troublemaker kid and in high school and he was fucking off and like one of the administration people came in the room and a big guy and the way that he yelled at this kid who was already a bad kid, we were all like, holy shit man. I feel like I turned like just. He goes, you're never gonna amount to shit.

Speaker 3:          01:08:16       You're nothing. And you're like, nobody lectured them like that. And it just got really aggressive. We were all like, fuck to hear an adult yell at a kid who is already problematic and be like, you're not going to amount to shit and nothing. And we were like, it was, it was way. It was more brutal than I'm think seeing somebody get hit just because he just tore him down. That's crazy. Yeah, the thing is I actually, now that I'm a little more mature and having a baby soon, I understand that kids, these kids are already kind of like a. They came up in a bad place that's so fucked up, so they are blameless in in a sense that he likes. He got it right with this guy too, so fucked up. Kid was a piece that you followed him since and while that was happening, you're like, I'm gonna, I'm gonna. See if he's right now. So follow. This is a piece of shit. It didn't go well. It didn't turn out well. The question is would he be. If he didn't get that, maybe he was destined. He was. It was going to be. I was always going to be rough for him and it ended up

Speaker 2:          01:09:18       being pretty rough. So true man. All those kids. I grew up with two, there was one kid that used to flip his eyelids and right on his arm and permanent marker and he was like hyperactive and crazy like he grew up to be a drug dealer and you can lose her to kind of know when they're losers. Kids even I can tell a preschool. I dropped my kid off, my God, my kid's a fucking loser. You can tell a fucking psycho already. Yeah. Oh yeah. Problem is they have shitty parents. That's right. It's not the kid. It's a shitty parents. You got to pay attention to those parents. You still, you. You'll see it right away. You'll start to key on it more now, but when you do like go to a park or something and you look at the adult and you're like, oh, this motherfucker.

Speaker 2:          01:09:55       No Way. No Way. When you just started about judge or a whole new world, here's the thing, my mistake, because I started going to those mommy and me classes and stuff and I thought, oh, it's like this cool sorority, like we're all in this club of people that birth other people and all these women are going to be awesome and it turns out it's just like a fucking office. Like when you work in an office and you're like 90 percent of these people suck it really hard and maybe there's like two cool people you don't want to

Speaker 3:          01:10:22       can shit out of baby. That's the thing that I'm starting to feel with Isla private. It feels so special and amazing. It's exciting and I'm already like, love this kid so much and feels incredible. I, I, I. The only thing I can relate it to is our dog, which I since we got him has been like the center of my life. I love him so much. Yeah. And I'm like, oh my God, this baby's going to be like way beyond that. And it feels like so unique and special and then you realize that everybody's got a fucking kid and that's part of the problem. But do you realize how many of them. Do you ever think about how many of them don't go? Like, oh, this is the fucking most amazing thing. There's definitely a lot of people like that who are like, yeah, we haven't a kid.

Speaker 3:          01:11:02       My mom, I'd say a lot of people are like that and they just treat it like no big deal. I think it just really, I think mean Ila got so lucky in the timing of it. We've got everything in the right place. I could see if I, if I had a baby when I was 18, that baby be fucked. So I think about that a lot. That baby would be fucked. Oh yeah. You think about when you busted in some chick and you're like, shit, if she had had that kid, I'd be fucked. Yeah, it'd be like talking to like my 22 year old son right now. And He'd be like, we're worried. I'd be like, I was trying to do shit, man. Things are all right now. Do you want to go to Jamaica? Let's go. I'll take you. I mean you probably would.

Speaker 3:          01:11:40       You probably wouldn't. You'd probably be driving a truck or something. Yeah, probably. I mean I didn't know what your capacity is. You would not be living your dream. Yeah. You know what I mean? But have you had those thoughts though about like this gang that skank some other scanning all the chicks that you would call them and manny with protection. Think about dumping all those clips into those family wagons and you're just like, man, that could have been my baby mama. How many women as I can we talk about partners? How mean it's got to be less than we go with the horse? Shit. Let me tell you, I won't lie. You think he lives about how many people you know? Here's a firm number. Well, let's, let's crush Tom. How many paid love you? Fuck that. You can ballpark it. Here's the. It's not that high. What it is is this. This is the truth. I W I didn't have many relationships. So there's like. I'll think of the numbers and I'll be like, oh, it's not that high, and then as I'm counting, I'm like, Oh yeah, there was that beach week where I met that chick so well. I couldn't even tell what race she was like before I became monogamous with Isla. I did all this and I have like a from rough estimate in my head and obviously that accountant has not given up, but I'm around 10.

Speaker 3:          01:13:05       I'm not much more high. Higher above that. Why don't you just guess that is where I know I'm saying changes every five years when I asked how I'm out there. I think so. Yeah, I think so. No, it is. It is. It is. It is. It's like it's. I think it's like, I think it's somewhere between 14 and 19. You know what I'm saying? That's a big difference. Well, I guess you do have some. There are some weekends in college and my cognitive thing is there are some you forget for sure there are. How are you forgetting who you are? Jacket, hooking up with people you're in relationships with and I didn't want to. I wanted it to be like, what's up bitch? Just take her back. I get it. But I already crunched the numbers. I really thought about it one day and I was like, oh yeah, there was no.

Speaker 3:          01:13:53       They were all almost all bad by the way. I feel like random hooking up was always just so fucking. It wasn't. I'm not built for dating. I'm a monogamous all the way. I could not survive in today's like disposable human. Like swiping left. We actually, we can make a loop there. I think we could probably figure it out. Jesus. So done. I'm sorry. Um, I think maybe though. I think we can. I think I really do think it's like 15 or something, but I just haven't really hammered. It's nothing crazy man. 50 pluses. We're no, wait, what's your number? We didn't endorse. It's very small. Very small. Like less than five. No, that's good. Oh wait, how many? It's a three. So interesting. I know me and another one, but I don't know if it was the third one is. Well now you have your own to tyler problem. I'm curious, but it's not a.

Speaker 3:          01:14:56       we'll talk about it. We'll talk about it later. Now I'm pissed actually. I know about him. What's your number? It's under 10. Which the number you gave me shit about none. Same thing for freshman numbers. Last time I had a new fresh deck. It's wet now for 14. Rusty and ashy. I will say this. I will give you credit for this. You know their names. I know their names. I know who they are. I would say 85 percent. I don't know their name. That's weird. I know. 80 five percent. I wouldn't know their name. Know because I find is like a short Asian fault. Like I know that stuff about them but I don't know anything else are crazy. But looking back I think a lot of like the one night stands I had was just like a, you know what it is, is that I was always looking for monogamy but it was always just almost like a confidence thing.

Speaker 3:          01:15:57       I'm secure and you just want to be like, feel desirable. This is why we are fucking one. I'm exactly the same. I'm serious. Yeah, I'm exactly the same. I was the same way, I was looking for a relationship and lack the confidence to insecure and then I would just, you know, do that and then half the time I swear to you, I was, you'd think I was the guy that was like hooking up later. I was like, what are you doing later? And then the girl would be like, Ugh, like going home, like I don't want to hang out with. You played it real cool with me. Then what do you mean you weren't, you weren't like that with me. What are you talking about? I was the one that was like, c'mon, let's do it. Yeah, because you were like a total slu tea, but I was not really, that's not what that means.

Speaker 3:          01:16:42       I it, I said no, she was a triple dsl. But when I met her and then I was like, you were, you were like, let's smash. Come on. Stop being a bitch. That as she dick, he was supposed to be my first one night stand because I was just out of relationship of four years and I said, I'm going to finally do this. Everyone else has been doing. Yeah, I'm going to just fuck a person that I think is cute and just move on with it. So he was supposed to be a one night stand and I just liked him too much. That's great.

Speaker 2:          01:17:10       Grateful poet. Bounce. I threw some really good day. Then I was really. I was really giving it to you. It was performing. Where are you really? And you concur. You were like, oh, that was a good one. I liked him so much. He was great in bed and he was great. Here's the thing. I was 25. Yeah. I was really there for longer. I think he's even cuter. I think you're cuter now more than ever. You don't ever say I'm cute. I don't hear as smashing the Isa. Isa. You're the cutest. That's more dead. Come on. Tell them I say that. How cute do you think it's okay though? I, I, I'm secured enough. Now. I do require a little coddling. I do want a little affirmation. Uh, you know, but I'm okay. I require a lie. I would like a lot. I can see you and I are similar that way. Where I, I liked the praise. I like the peds, I want it all, but I get by on what I know that person, but I, I lay it on you, right? I give it to you. Right? And you like it. Let's do this. This really interesting because you give what you like. I love your kid. I mean what I say and I want you to feel good and happy, but uh, I want to hear that. I'm cute. Okay. Can we? Maybe. So now we're waiting.

Speaker 2:          01:18:43       So how, how do I look? How do you show them that you love? What's your coffee in the morning? I'm defending. She wants me to coffee and that's very sweet always. But sometimes I go downstairs, I make it and I'm bringing it up. First of all, I want to clarify that you're not doing this everyday. Isla isn't going down to cooking breakfast and like taking care of sometimes and sometimes it's me by the way. I just want to make this picture clear. Sometimes he'll surprise me with coffee in the morning. I think that's very sweet. I appreciate that. I remember when she used to do that.

Speaker 2:          01:19:27       She didn't say it was good before we had the second baby. I was bringing you coffee, but then I got to run down to that second baby. I think you look Super Fox. Who was like my glasses, my mom eyes. I like it a lot. This is great. I do. This is like the Valentine's Day episodes, but I have to say Tom's been doing. He will make marital love and then he'll be like, I didn't fart that whole time. You usually drink sex? No, I never do, but I'm saying sometimes I look for a little bit of approval for doing that. Like I'll be like, do you realize that I had to Fart the whole time and I didn't know. No, not

Speaker 3:          01:20:08       right away, but a few minutes later. Oh yeah. I feel like I would fart what I feel like I would because I have a personal. It's a principle that I will never hold a car. I will never hold a fart. Yeah, but you said you like you didn't even know I was starting there and no, I haven't noticed too far. Well, I don't remember specific times, but I don't. I on principle do not hold farson. I think it's a good move to hold them in probably during sex. So you think you would just let it go? Yeah, really think she'd be like, hey man, maybe let's take a break.

Speaker 3:          01:20:44       Well, so far pay. No, not even a sex break for a second. And she'd be like, let's air this thing out. Let's pick this up next week. Yeah, go back to your jerking once a day. I know it is. Yeah. I don't know if I. I'm just saying that I. I generally am not. I'm against holding cards. I choose my principle in life. One of my guiding principles, timelines it when I buy him stuff. You like presence, right? He's right though because what else do I do a lot? I give you presence. You liked what? You get a gift giver. I love giving gifts. Really? Yeah. I always, I've always been a gift giving and I guess that is true. It's like you're kind of saying like, hey, why don't you give me something new, what you do, what you will, but that is a good relationship tip for everyone watching.

Speaker 3:          01:21:36       If you're with your significant other, see what they do for you when they're being nice. That's what they want. That's what they want. Yeah. You want me to bring a coffee? Right? I want you to bring me coffee to. All right. No worries. That's all you. But I have to say, I do love being monogamous. I love and I can share this sentiment with you guys because you guys are the greatest. But um, I love so much. Being in a good monogamous relationship is the best. It's amazing. I wouldn't, I don't know how to funk. I mean, I was obviously single before that and I don't think it was for me, you know, I really don't. I think um, but I feel much more grounded and normal and everything in a committed relationship literally. And even more so with babies and stuff. I was going to say that actually it wasn't until we had children. I think that you really, you, I just see you really happy now. Like Alice, our son is almost three years old and you know, they play together. It's the cutest thing ever. It's really nice. It's really fun. It's really fun. Yeah. I mean, what is dance has stopped futzing with your mic. It keeps going. Hi. What do you. All of a sudden my grandma bought some, but um, yeah, it's the best. Monogamy is the best thing. I remembered the cricket. Cricket, right. Let's

Speaker 10:         01:23:05       let people know. So a cricket obviously is, it's cold as Jesus. It's so fucking mean to drop. I mean, you know, it's funny among friends but I'm saying in real life to do, to do quick, they'll do that. Like on, on radio, somebody bombs, you know, like that's, that's like that's me reeling in that moment that, that feel bad. Oh yeah. It feels bad, right? The universal. Your bombing. Yeah. So I was working at a comedy club and to be like real clear, like the comics are obviously separate from all staff. Like there's no such thing really as staff unless there's a long history getting in on the joking right. And there was this guy and he wasn't very good and he was trying to stand up definitely later than he should have been trying, but he started at like, I know he, he started at like in like he was a corporate guy, let me talk in like a suit, you know, and he's, and he's, and he's, he's all of a sudden gets this thing I want to do, stand up and he works out a deal where like these clubs, he would do provide some service like on the business side and then they would let him host shows.

Speaker 10:         01:24:22       It was a bad deal for both.

Speaker 3:          01:24:24       So that's almost a betrayal to him because you cut, earned that. Exactly. Doom.

Speaker 10:         01:24:29       That was really weird. He was taking spots from like working comics. It was weird. So I do a weekend where he is hosting the show and he's, I mean you look, he's not the worst but he's just not. It's not good and you can tell it's probably isn't going to pan out and the the Dj, the sound guy from the Dj booth during this guy set in front of a packed house,

Speaker 3:          01:24:54       the guy would hit a joke and the Dj would play crickets and I was, oh my God, my brain loaded. I was like, what are you doing? Because it was so cruel and like, but also like kind of ballsy like the guy in a weird way. It didn't deserve that he deserved being fucked with. But like the whole thing is burned into my memory because I also felt for him onstage. I'm like, you can't do that to him, but that's how much. He was like, Oh fuck you man. He was like, he snapped back and I was like, I remember I was sitting in the bathroom. I'm like, I've never seen that. I've never seen the fence. I've never seen the guy be like, fuck this comment. Wow, hit hit the crickets. Well, welcome to the podcast, but he goes, crooked car smashes me with that at least several times, but I liked that between you guys. So that I can do it too, like I guess that would be insane if we didn't tell you guys are, well we're, we're friendly. But like say it's just some random person. You're like, you're just like, yeah. And then we, I should test that out. It's a quick. You could, you could really

