Speaker 1:          00:00:05       Welcome.
Speaker 5:          00:40:54       I don't want to just go and drink for myself and I want to talk about comedy. And she was like, are you trying to invite me to your room? And I go, no, that's not what I want. But yes, that is what I want. But like as a comic, not a fucking like, oh my God. And it just spiraled. No, it's like I want to go back to the day where I could just say it and then not hit on you and be a good guy. So did you go back to the room? Oh, I fucked her. But like soaking cause obviously, but no, we went back to the room. Um, I basically bring her back to the room. That's fine. Just whatever you do. Don't stand in front of the door and don't, and pull down your pants and jerk off. How is Frank [inaudible] Frank? I can open it.

Speaker 3:          00:41:33       Was that, was that the weirdest meet till that with ever, that was the Louis C k reference and the saddest because it's like so weird and not worth it to lose such call comedy like hero. But yeah, he'll be back. He'll have, he'll have insane mass masturbation joke his, when he comes back, his first joke, he says he's going to be one of the best jokes you've ever in your life. Are you saying that very much wishing or you have a scent? I just know him. He's a brilliant, he's a brilliant, brilliant mind. He has been sitting by himself with his thoughts for the past, what, five months, four months it hasn't like, it's not like he's been on a time out that long and he won't come back for a while, but when he starts coming back, the we'll get, we'll get like, it's like, uh, it's like when an Artie Lange after he stabbed himself, right.

Speaker 3:          00:42:23       And uh, and he, first time he got back on stage, he has a joke. He said No. So how was everyone's fashion week if you give him that was time. He's going to come back with something that's fucking insane. Yeah. And I bet and we'll hear it in the community cause we'll see him work out bits. Yeah. But when he does that special that he'll pay for himself will release himself. Not everyone will buy it, which is fine. I'll definitely buy it and I'll sit and watch them fuck out of it. I will. I definitely will. He was the one guy was that was immediately like I definitely did all the things owned. I was like Whoa. Pretty aggressively. That's a Wa that's almost quicksand level of fetish. You know what I mean? My Room. And then all of a sudden, hey, you want to come in my room?

Speaker 3:          00:43:13       Okay, here we go. Do you mind if I jerk off and sat in front of the door? Here's the question, right? Like this. And by the way, this is a really slippery slope to even bring this up to even suggest this. But like say that is what you're sorry. Say That is your fetish. Right? It's like say that that is the one thing that turns you on is masturbating in front of and they can't escape. No, no, no, no, no, no. Just say masturbating in front of you. Okay. Let's simplify it. Let's just say masturbate in front of people. That's the thing that turns you want, right? Right. How do you go about your credit? You hire a prostitute, you've, oh, yeah, yeah, yeah. I guess, I mean, you ever say something to someone and then you don't realize what you're saying? Like I said to someone the other day, I go, I go, here's, okay, here's I guess, well, I was just, I didn't even begin to finish answering that question. You got me. You got me. I said to my wife and son were friends. I said, we're talking about something. I go, well, here's the problem is I was talking about Kitty Porn. They're talking about Kiddie porn, and I go, yeah, but what about this is that these guys that would be pedophiles at least, or just watching Kiddie porn, and then my wife goes, what about the children in the second video? And I was like, oh yeah, good point. Good point. I didn't think it through. Yeah, yeah, yeah. Right, right, right, right, right.

Speaker 3:          00:44:30       Exactly. Like you say, uh, I don't know, but you can, I mean, you can find a consenting person. Right? I guess that was his move is that he would be like, do you mind if I masturbate in front of me? I guess. And it's also the places he did it was that they do it at a bar and no one calls foul are you find a random girl and you go on a couple of days, maybe he doesn't like the dates, it's just the random, hey, how you doing? Bob's your uncle, God bless, see you later. But I think the problem was that they were familiar and were working where it was a power structure.

Speaker 3:          00:45:03       Like, Hey, do you mind if I jerk off in front of you? And you're like, oh. And I remember saying to my wife when that went down, and by this, by the way, this is just honesty and if you're through the roof about me sharing honesty, I apologize. But this is, I'm just talking. I said to my wife, I go, I go, but why didn't they just say no? Like, why didn't they just walk away? And my wife goes, okay, let me role play it for you brock Lesnar and you are in a hotel room. And he's like, Hey, do you mind if I jack off? She's like, do you think given an option in there? And I'm like, yeah, good call. Also. It's just so startling. Have a question. Yeah.

Speaker 2:          00:45:35       And I bet you're probably like, wait, is this going to be a joke? Is this going?

Speaker 3:          00:45:39       Sure. Sure. Like, yeah, go ahead. And then all of a sudden he drops trial and you're like, Whoa, what do I do now? And then it's already started and you're like, okay, we're already can do it. Yeah. Yeah. That, it's just a weird situation. By the way, I'm a fan of Louise. I love my favorite.

Speaker 2:          00:45:58       Surely find my, I found myself thinking about him like if you remember like a week ago and I told you I hope, I hope he has some good friends around me that will keep him like, you know, like I, it's, he's probably going through like the worst time possible

Speaker 3:          00:46:13       they took away. I mean like, like this, he has daughters like it's got to be so bad. I was just talking about my wife jacking me off and my special and my daughters will see that and be like, eh. You're like, well mom's not good at it. Yeah, I did see that by the land and jobs can be, they can be a tug sometimes. She tried to get me one the other night and I was like, no. It's like I'd rather just go to bed unsatisfied. Just go to sleep. Thank you. She was like trying to problem solve it. What am I turned off all the lights I go, yeah, like a ghost is jacking me off cause the middle of two lab. Yeah. No I, yeah, I can't by the way. Secret time available now on Netflix. Definitely check it out. You all have netflix.

Speaker 3:          00:46:56       Everybody has netflix watch. Secret time. Thank you. After this podcast, you can watch it now. Pull up another window. Like it's a free world barking. Yeah. Anyway, I did actually, I did want to ask you, I have a whole lot to get to, but since we're talking about secret time now on Netflix, um, Bert Kreischer, um, we had spoken, I see, I saw you do a gesture and, and the special where you're talking about the Alabama wet wipe. Okay. And, but that, the joke was great, but what peaked my interest was this. Oh my God. Oh, was that when you went to the fucking jerk? Can I tell you when I, I didn't, I, it's so natural because I white from the front. I went from the front, I went from the front. I'm a front white.

Speaker 3:          00:47:51       Thank you. Okay. Because the thing that kids do, they go home and you go, oh, hurry. Discriminated against for front wiping. I've been ostracized. I ain't feel like I'm at the forefront of an important, I love us will notice that. Oh, that's so far ethan. He just wiped from the front. And I was like, well, and I, and I'm, and I feel if I'm being, and I don't want to flower this up and we make a hyperbolic statements, but I feel like Rosa Parks of the wiping movement for men. I can, I tell you the word, I always thought I'm a foreigner. I always felt like a four runner of wiping. Yeah. As you lift the balls, when you wipe, I lift and pull to the side. I'm getting that old, right. I and I rap. You can wrap them around the hand. I go in and add it. I like it. Like you're lighting a match, right? Like I go, I don't go, I don't drag or it was a cool, you should all of your balls.

Speaker 3:          00:48:53       And I said, Oh, don't you wipe shit up your back. What's wrong with you doing this for decades? I literally cannot wipe from the back. I don't. I try it. It's insane. What are you stand up fucking idiot if you walk in on me wiping. I looked just like chilling. Yeah. So growers from the back and he just goes, imagine you have to, and you look at your toilet when you're white, you have to stand up. There's not that much space back there going to get shit on your ass. The front half labor, Vagina from the back. You ladies do that because you're not, you're not, you wipe your vagina from the back because you don't want to risk the lady's like a germ. The ladies, the ladies are supposed to pull it back away from the uh wow. That's what the ladies do. But I thought you went from front and back backs.

Speaker 3:          00:49:53       Can I tell you the anecdote that I've ever said? This conversation was sprung out of one time. I was in college with all my friends and my, and one of my friends was telling a story about how he had a friend with one arm and I said, wow, how does he lift his balls up anyway? And I was with like four other friends and they all went and they all were back wiping psychopath and they all said what they were like, what the fuck? And I wouldn't pay no joke. Okay. Two gig salary to be in a time machine in that room with you guys. And the look on your face wipes is that everybody was making fun of me because they were all back wipers. And the thing that was crazy about it is that we didn't know each other existed. There are two types of people in this world.

Speaker 3:          00:50:47       Right. And they don't know they existed until I'm again the nes Nelson Mandela of ass white dude. And I've opened this dialogue. Thank you. I hope that we'll find people like us and we can share our own secrets. Well, yeah, I and I, I took a poll on twitter today cause I wanted to get to the heart of this. Yeah. 60% from the back, 40% from the front. So we're not that rare species. That's almost a perfect split. I once, uh, brought it up on stage because I went, I did the, did the joke and someone goes, oh, you wiped from the front. I don't even think of it. It doesn't even matter. It's just how I wipe. And I go, Yo, how do you wipe? And the guy who was, I swear to God, he goes side to side. That's the most fuck what I go, but hey, where does your hand to enter?

Speaker 3:          00:51:36       He goes, it doesn't matter. It's side to side. Was this a bit of a heckle? No, it was in Atlanta. It was in Atlanta and I was like, wait, what? Like yeah, I have always been. Here's the other thing is my dad, we talked kind of talking about this with my family. No, my dad goes all who wipes from the front and I go, Dad, you taught me how to wipe my ass. I, yeah, you there? The first time I did it, why didn't you stop me then and put me on your right path. This is where I'm at. My Dad had the same conversation because he's listening to the podcast and he goes, I failed you as a father. I'm like this week. And I'm like, I'm your son, Dude. I don't know how I learned to lift up my boss and scoop out the shit.

Speaker 3:          00:52:17       I've picked that up from somewhere. Or maybe you didn't fucking teach me. Yeah, you did fail me. And by the way, my method of wiping that I learned on my own is better. Can Hot shit can high five buck. Yeah. My way of being way of wiping is so much better. Superior. Yeah. You can't get the fuck out. You go wet you and wet or dry. Are you pure dry or do you use a baby? What? Oh, it's Alabama wet wipe. You actually do that. Fucking kidding me. It's serious. Try it when you're done. You have a hairy asshole. No, he doesn't have stick. Okay, so if we're going to get into the specifics of this. Yes. When you're in a bind. Okay. A road trip. Gas Station. The paper toilet paper like this pamphlet. Good. Legit, right. Scrolls on like you fold it, fold it, fold it. You need a clean side. You need a straight up clean site. First piece of loose leaf, just a little bit of a spit. It's cool if it's got a little bit of a little bit of consistency to it. Hear me out. It's my asshole. Okay. Drink some water and then go in and just give it a good one. You'll go back and forth at it. Cause that's when you start losing paper and had stairs. So the, I think what you were, your advantageous

Speaker 5:          00:53:26       is that you're using the Torah paper as you described. I don't know. We're all papers. Yeah. Well maybe think of a Torah. Exactly. Yeah. I don't use the actual Dora. How would be inconsiderate, but yeah. And then, but now I got, uh, I got the water spraying toilet. Okay. He got the bid day. Yeah. Sometimes it's free for like two years. I've, I've had days where I'm like, I'm gonna roll it. I think I got everything. Do you get shit streaks in your underwear? I don't want to wear, oh, you get shit in your pants. I don't know. Too Dark. I don't know. And you are living wild and free. Yeah. I'm, I'm, I'm a foreigner. And was that at Tom Segura thing the day? Boy? I know you got the bid day first. And I went to his house, I walked into his bathroom and this wasn't open, like screaming.

Speaker 5:          00:54:20       And then I was like shit in his house and I came out to him and he goes, I go dude. He goes, I know it's amazing. I was like, well where did you get that? And he was like, dude gave me the name of his place. We redid our house and I told my wife, I go, I want one of those toilets. But I had seen them in Japan. I'd gotten them in Japan. No so obsessed him with them in Japan that I would sometimes sit on my toilet and relax and just have it hit me in the bubble that they're just going, oh God. All the years it did hose down. We had this conversation with them on a company's sent us one of these toilets. But what's the name of the place? I know the place while bio but it's the same ones we got guaranteed like that.

Speaker 5:          00:54:56       I just need to install it. It's a little complicated to install and you know, do you need a plumber and you need electrician? Don't start shit cause you got to have a man job. Well don't you wish you could. I mean you seem like a handy guy. Do you? Can you do stuff or is it complicated? No, that one's really cool. You got to rewire all the shit. You need a plug inside your bathroom and then you need a separate entrance for the water to go up. Like it's really complicated. Yeah, fence for the ass massage. This whole massage. It is so it's gotten to the point, not even joking that sometimes like when I was on the road doing travel channel like right, because I think right towards the tail end is when our first, when I was first got him, was in Japan when I was doing travel channel is that I go in with a bottle of water and just squirt.

Speaker 5:          00:55:45       It was like, oh, would you wipe when you did that? When I did that not start try before the first squirt. Oh, I don't know. I just get enough pressure. Huh? Oh God. It's like a power wash. It's got so much pressure. It can break the o ring sometimes and it turns into an enema. I'm not even joking all. I've definitely had a break. They'll ring where it gets inside you and you're like, okay, that's coming out. But it's warm so it feels good. And then it's just jumpstart in the next month. Waterpik a lot like a waterpik. Can I tell you the invention I want? I want a waterpik inside my shower so when I'm showering I can just waterpik my teacher. I love

Speaker 3:          00:56:25       clean it out. Right. Extra long are and be like, let's hose him out to switch between two a mouth. Ever heard of Acmr? Yes. So I've been meaning to watch a Isamar videos. I have never in all of our career online watch some more videos. I've been meaning to talk about it forever. But I thought that you would enjoy to watch it out given your affinity with the uh, wonderful things with the Internet. My daughter's got into asm or really I think it's a lack of living, a real authentic life that you go like, I need something real like, yeah, women eating pasta like God and it's like really hate, right? I mean like whispering and chewing. I mean there's a lot of interesting ones here. For example, this is, so this is kind of a par for the course here. Okay. This is a normal regular one.

Speaker 3:          00:57:30       This is the most popular Acmr channel on Youtube. And by the way, 5 million reviews. Look at the views on her channel. Look at this. Oh, she's 26 million. 24 million, 20 million a year yet. What do you think this would be the same if she was ugly? Absolutely not. No, no, they, it's uh, it's uh, I was watching these before the show in our intern was putting them together for me and I'm like, I feel like I'm cheating on either right now. Like this is so weirdly intimate that I am uncomfortable watching this being married. Like I was surprised. You say your daughters watch it cause well there's, there's so many different varieties. My kids are the popular ones. My kids are into people eating and like, and like one of the Smr is that they do is those slime videos where it's just, they have it. She was a slob. My daughters have a slime dude. That's a new generation of quicksand. A it bro. Bro, there will be people going, oh my God, listen to her pop. She's like, actually this one, this she's how old is? You don't have to say she's killed. This is the one that I was watching. I was like, I feel like I'm cheating on Isla right now. This she's doing this. Holy Shit. What the fuck is that?

Speaker 3:          00:58:51       You don't do this for me. I get nervous from this sound. That's the opposite to me. Shut up and put that hand to job away. Can I get some of this? Which you remember when we were kids when I was kid and you do this. You go and then you go behind someone and it sounded like a b. What? I've never done that. You quit. You can't do it yourself. Do it to someone else. It's not like a B, right? It's not happening in the early day Smr. But watch this and tell me how uncomfortable you are right here. Let me crank it up. Everybody

Speaker 8:          00:59:25       Smr, why are just feeling relaxation? I so they whispered. Crinkly gain all the way up so you can hear every little thing. Start you off with Jagger zero. She's going to put lotion on her hands. I need to do a poll a bit. When people like me who like this makes me the opposite of relax. It's making it be relaxed. I'll lead off really.

Speaker 3:          00:59:53       I actually might listen to this in the car. I find it relaxing. I find it very relaxing, but it makes me like nervous and

Speaker 8:          01:00:01       like

Speaker 3:          01:00:02       if I put this on at night, I feel like

Speaker 8:          01:00:05       a creep

Speaker 3:          01:00:07       because, well, not a creep. I'm not gonna. I'm not going to label everyone that enjoys his videos, but I feel like I'm in an intro. I feel like I'm cheating on you. I really do. It's like, hmm.

Speaker 8:          01:00:15       Yeah.

Speaker 3:          01:00:16       This whole role play thing. It's like a,

Speaker 8:          01:00:18       I mean man, okay, this shit that is topic. Why does this,

Speaker 3:          01:00:38       this is lotion. I hope she puts it on her lips. Her Lips, who lived looks really fucking dry. Anyway, at the end she ends up putting up her ass. It's a crazy twist, but it's very pornographic or what's the end?

Speaker 8:          01:00:50       Okay.

Speaker 3:          01:00:52       This is so bizarre. It's so weird. I just think that it's really a lot of lonely guys out right

Speaker 8:          01:00:59       there.

Speaker 3:          01:01:00       This is akin to like one of those futuristic movies.

Speaker 8:          01:01:05       Okay.

Speaker 3:          01:01:05       She just grabbed a bag of baby wife. She's got whatever fucking nearby man. This is just the idea that she knows this would play well. Yeah, he's a pro. Well, honestly I just wipe my wonder who started it.

Speaker 3:          01:01:23       I do get, I do have a sensation, although they say it's supposed to be in your scalp, but I feel like here, oh, if I watch a video where like a dude falls, like you ever see the videos where the guy tries to dive off the balcony and misses the pool man's on his back. My asshole gets taken away. Like goes, it goes really bad. You don't ask for more videos on like our, um, our chiropractors. Mm. Listen to like a role play or just type in them chiropractor and you can hear a guy cracker guys back. For some reason. It makes me feel like, like I worked out or something. Yeah. Let's watch the ace chiropractic. Yeah, just type it and smart chiropractor. I guarantee you just all these backpackers and they just, it's like they mike their chest and then crack the guys back. But is it real? Real and I'm, I could watch I, there's a lot on instagram, but it looks like she's having a baby. I was still, a lot of them are cute girls in like spandex too doesn't hurt. It's like we're going to have a cheese burger. Let's eat it outside this fucking guy. Oh, do you hear that? This fucking guy. There it goes. Great. You telling me this guy doesn't grab ass a little appropriately or inappropriately? Every now and then. Yeah. He doesn't just brush a little too close on that ass.

Speaker 9:          01:02:35       Like that comp.

Speaker 3:          01:02:40       That's what I'd be. Sound effects? No, no, no. Oh, I guess they could do anything, right? Crossbow thought. Oh my God.

Speaker 9:          01:02:49       Good. Right.

Speaker 3:          01:03:00       This is weird. Chiropractics might be all for me. Oh, this will be a good one all the way out.

Speaker 9:          01:03:09       Oh,

Speaker 3:          01:03:10       did you feel it a little? I could feel it. A little bit of a relief.

Speaker 5:          01:03:15       I gotta tell you. I think it's edited though. Sounds, I don't think, I don't know about that either. That's to break it up.

Speaker 9:          01:03:21       Follow it. Because they, they do it. They, all they say is from our channels to do this

Speaker 5:          01:03:27       same thing where they turn the gain all the way up and they're super quiet so you can hear all these little things.

Speaker 9:          01:03:37       That sounds real. Here we go.

Speaker 3:          01:03:41       Oh, I want that done. He was so angry after he did it. Feel like slam the towel on this. Oh wait, I got to see that move again. Whoa.

Speaker 9:          01:03:53       Okay.

Speaker 5:          01:03:53       Hang on. Watch this movie. Yeah.

Speaker 3:          01:03:55       Oh fuck. Oh Man. So funny. Back in like

Speaker 5:          01:04:02       1990 1997 I got a, what they called it dat recorder and you'd record it. Just did really crisp audio who were expensive. They were like 600 bucks. It's like, it's basically an h four and or like an h six one of the zoom recorders. Yeah. But I could record things and it would, it would sound more clear than it did in the room. And so I would, me and my friends got high. It was right when I moved to New York and spend them in 1998 99 and I would record us all hanging out without them knowing and then I'd play it for them and they'd listen to it. US hanging out five minutes ago in their headsets, they'd be like, this is amazing because it was so Chris. Hmm. So clear. You were like, I can't believe I'm in the room in, you know, like, so I guess I should have gotten into smart back then. I'd be oh yeah. You would would've been a trailblazer for sure. A trillionaire um, you know who liz, who actually does listen to these every night. Who? Ian?

Speaker 9:          01:05:04       Yeah,

Speaker 5:          01:05:04       the intern. Oh, for real. [inaudible] are you there? Uh, yeah, I'm here. So you are a consumer of Asm are right? Yeah. Not every night, but I watch a few.

Speaker 3:          01:05:18       What does it do for you? You, what you want it to fall asleep while do you watch it? Like what do you get out of it is relaxing. It's kind of calming. It's like instead of just putting a show on TV to fall asleep to, I have someone whisper in my ear. You liked the cute girls, right? It, those are the ones you picked out, like the cute popular girls. I, I just searched a smr and those are always the top ones that come up. So not, not enough. Right. To find the alternative. Do you ever feel seduced by these girls? Do you ever feel like you're, I mean it is quite intimate. Do you feel that intimacy? Oh, well we're all in love, right? Yeah. Girls. Yeah. Yeah. I've felt like I've formed relationships with people that I called the one line long healthy way. A lot of them, like a lot of them, I followed them and I get someone to their lives and then I'll be like on instagram and I'll be like, Adam. Yeah. Um, do you ever watch it with guys? Do you feel,

Speaker 3:          01:06:16       uh, I've seen one or two. I've been auto rolled into a guy. And do you feel like gay at all when that happens? I mean, not to like put it bluntly, but I feel like intimate. You get with your get with your boys and have him whisper in your ear and you know it's fun. Okay. There's some, I would like to take ai smarter. The next level do like black eyed a movie theater, a smr where you're, you're going can hear the movie theater and everything we use here. The black guy just talking like, man, this ain't going to happen. He's a west spring, but he's with with away brother doesn't envy what they have a bunch of role playing stuff for real. Um, here's one guy that's super popular. I just think he's got a whole thing going. This isn't a real human [inaudible] his name. No, this isn't it. I thought that was a robot. Yeah. His name is Tony. That's not a real name.

Speaker 3:          01:07:09       Have you watched Tony Bam. Bonnie and I have not. My name is Tony Bomboni. We'll be doing your makeup today. Do you feel relaxed by this one? Do you feel the same way? Can I tell you I really do. In a weird way. Like, I feel like he's an anesthesiologist. The way he introduced himself, I was like, I'm going to be putting you under today. Need to start cutting backwards from what kind of makeup? You're lucky. So I say weird thing. So He's just whispering. Yeah, I can't stand like the home. That's the shock. No one usually tells me that, but thank you. What did I say? What did I say? Yeah, wait, wait, wait. Let's compliment like you look like a fucking robot. No one ever tells me that you remind me of Max headroom. But then so then we get really weird. Okay, now let's go down the hole. The rabbit hole. So here's one that's very popular. Bitchy, popular girl knew stepsister role play. So it's both. So she like humiliates you. Yeah, very cute girl. Obviously that's how it works. I'm learning. Oh my God. Humiliate you while she relaxes you. Wash this. Oh,

Speaker 3:          01:08:12       I don't know what my dad does. He's in your mom

Speaker 8:          01:08:16       or for that matter, but let's just be clear. We are not friends. Not Want to be associated with you. Can you? Any circumstances. Okay.

Speaker 3:          01:08:29       What do you think about that?

Speaker 8:          01:08:31       No, I'm not okay with it.

Speaker 3:          01:08:36       Imagine trying to fall asleep to this. This is your shit, right dude, I want, I need to go deeper into it then. By the way, I will just be doing this on open tabs next week. This is fucking genius.

Speaker 8:          01:08:54       It's all right.

Speaker 3:          01:08:56       I just said, I just joking when I said black out a movie theater. They really do this, but I don't know if black on them. That would be such a hilarious, just the mercy of black. I'd be like, Oh man, they're going to kill the woods. Oh Shit. All right. I wouldn't go there. Hey pastor the popcorn. I just love the idea of someone like an laying in a bed at night who have usually this is the asm are relaxed and you've just got this girl like bitching at you and your ear. It's like you're relaxing and she's also like humiliating and bitching at you. Can we just give it up to Gwen Jizz? Is that her name? Gwen? Yeah. Quiz quiz. Quiz. One quiz dude. She's got a tip jar. Just a straight up paypal link. Shut up. Oh, I pay her. I give her some glute cause let me tell you something. She does 17 minutes and 59 seconds of Improv about being a bitch. I'm curious. Are you kidding me? Yeah, she is drawing this from a real place. This is the real thing. What could you talk about and Ansa Mar for 20 minutes without having to go to a script. Well, there's another one mean bipolar girl. Oh mean popular girl. I don't want bipolar girl that, that's deep. I fucking hate you. I love you. Oh yeah. I, let's see how this escalates. Let's skip to the end.

Speaker 8:          01:10:18       Oh, she's like, Oh, you can kill time by just filing your nails, which she's combing your hair.

Speaker 3:          01:10:27       She's, Oh my God. This is fucking genius. Wait, you think that she flipped coming your sister's hair, the new sister there. She makes fun of your hair. You're right. You picked up on that where that is so cool. I could totally get into this.

Speaker 8:          01:10:50       This is kind of dropped app a little bit. So much depression. Oh No, you're stupid. Yeah. This bitch has never put on makeup before.

Speaker 3:          01:11:08       So anyway, it gets much weirder. I mean, this is just the surface. This is insane. What's going on here? Why are all my notes on here? Come on, get out. Get the fuck out of here. No, I closed it. I want it. I want to think of my asm are role playing that I could get in. So what would that be? Um, okay. Well it's gotta be something people connect to, right? It can't just be something that you're into, but it's gotta be something that people connect to that you can do for 20 minutes straight without looking at a script. So shoe. Nice. Do you know? Sure. Nice. Oh, he's a legend. He eats yoder and chase's alcohol. So he made that. I've heard of him actually. He made a asm are eating chips video. Okay. He just eats chips. All right, well I'm going to do an answer more of drinking Tito's and soda.

Speaker 3:          01:11:57       Hmm. I'm going to do this. I'm not even joking. I'm doing, I don't want to do one role play. I'm trying to think of like, oh my, my Tito's. Okay. Mine would be talking to a stewardess on a flight or like going and she's cutting me off, but I'm trying to get myself at off. Hey, I'm so sorry. Am I talking loud out there? The guy next to me, he's a doctor and he's trying to get me bills. I'm afraid of flying. Oh my God, that is fun. That is insane. God, I've been wanting to do an smr for a long time,

Speaker 10:         01:12:31       but I haven't done it.

Speaker 3:          01:12:33       If it's just so funny, so fertile, it's, I, I feel like this is going to sound almost sociopathic. I feel like it's something you just gotta do a lot of to see you get better, get better and better for Christ the mark. Hey guys, it can be anything at all. I think it's, I thought you said challenge and I think I like the birth, Christ your ass. Some more challenge where people ask them all as me, they're getting character is me and do smrs for 20 minutes as Bert in different scenarios. Jesus, I like that. The bird crazy. Calling it out now guys, the Berg crazier as smr. Uh, one's me trying to get them to open the door at Mcdonald's. Hey, over here. Okay. Um, so why did you guys close? Yeah, maybe food back there. Cause usually closet. Tell my 15 what is this is the deal

Speaker 10:         01:13:27       web of, of uh,

Speaker 3:          01:13:30       apparently relaxing. Some is already giving me anxiety, buck land that,

Speaker 6:          01:13:40       so that's like a whole horror genre, right? So for those who can't see, I don't know how to describe it as creepy, Matt.

Speaker 3:          01:13:53       It's a bird mask, but it's like a, it's like a steam punk bird mask. Creepy Shit. And he's got potions all on a top hat. I was trying to think how to describe those potions with white gloves on. And a bow tie looks like, uh, a cedar at a nice with

Speaker 2:          01:14:11       a leather white leather steam punk mask. Right. Thank you. That was very well described. I, I watch this one a lot. Yeah. So there's that. But then there's, there's ones, they're really popular. Asm are kidnapping roleplay and this one features a dude, which is a band like Alex Jones. They banned Alex Jones and they've got ass kidnap rope. I mean it, it's kind of like a rape fantasy. Like this is the one that the women watch. If I'm being frank, 400,000 views, we ended up, there's a guy with a beer, he's holding a knife, he's grabbing the camera like he's caressing your face. Oh flag his video.

Speaker 2:          01:15:02       He got into this way. I can always be me and girl pick one new sister. I can even understand what all a mask and I get like a lunatic years. People are loving. What are the, what are the comments though? Like the like ratio is really good. Is it? Yeah. He's only gotten 214 dislikes for the lever. Very good acting. I would, I don't know. I don't know if it's great acting. Funny Story. Brilliant. So well thought out and about as real as you guys again. So are people just, is it like a lot of experience while they chill? I don't know man. It's a smart baby. It's a whole brave new world. I liked it. It's all done whispering. Yeah. It's almost like, like it like takes out the acting part of it and just like, oh, just whispered hall. I felt like there's gotta be people who hate whispering.

Speaker 2:          01:15:53       Right. It doesn't bother me. I know you are not a fan of the whisper. You don't like whispering? No. And you don't like that. I totally get, you know, one time I was with, I was dating a girl in college and I thought things were going really well. She was, I was, I was into it and I thought she was really into it too. It was going great. And I'm hanging out in her dorm room. This is freshman year. We were in the dorms and we're hanging out just the two of us. And I just, and I never do this. I don't know why it did, but I just call it like that and she fucking snapped and like never talked to me again. She goes, excuse me, can you please never do that again? And I was like, Whoa, yeah, I want to to get a horse, the diamond and I and I so that I know you don't like it but not, and I was, that was one of my crazy female interactions and quality, insane. Like I thought it was going great. Like I thought we are. We were really hitting it off. All it took was one of these, my wife, it's pulling her ponytail. You pulled my wife's ponytail. What happened? Like two, eight irrational place. Here's the kicker. You Ready? Her Dad pulls her ponytail, all the tongue. It shouldn't say a fucking word. And I went, I

Speaker 5:          01:17:10       can analyze that. I, while we were in Alabama and her dad came up and said, what's up frog and pull the ponytail. And she went, Oh Daddy. And then, and then I went up. I went up like a minute later, I was like, what's up frog and porter buddy, don't do it. I don't ever fucking do that again. And I went, he just did the same thing. She goes, it's very different. Very different. And I went, okay. Wow. You do not pull my wife's ponytail. Have you got, have you tried to undo? Oh, have you tried to understand that? No, I think that she wasn't allowed to have, I mean, yeah, my, her dad is not watching this. I don't think she was allowed to have a voice with her dad. And I think that because she was afraid he'd leave because her mom bailed on her.

Speaker 5:          01:17:48       She was, it wasn't, she was right and she didn't like it, but she couldn't vocalize that. And then when she feels safe with you, she vocalizes it. Like, what's a compliment? Really, when we all go to dinner, I want you to just call her my wife, her ponytail and see if she vocalizes it to you. And then I'll just do it. Were like right after you can see her lose her shit. So you're, so when we go out to dinner, you're inviting me to pull, your wife's just pawn it and just go, what's up frog? What's up frog? I think I get punched in the face. She's slow. She said, well, yeah, she's gotten a lot slower the older she's gotten recently. I was amazed to find out that you completed a triathlon. I know, I mean like you don't see his eyes go right to my belly.

Speaker 5:          01:18:36       Literally went like that was a me too moment. He just went. You don't look, you look like, I mean not totally in shape, right? Not, not totally in shape. No. I am definitely out of shape. But like you also on one hand did a triathlon. So can you be at both things? I think so. I think, I think I am the most in shape out of shape guy in the world. Like I ran, it started with, uh, it started with, I ran the La Marathon with no training at all. How many miles was that? 26.2 what will, how did you place uh, not, I mean good rent, five hours and 33 minutes. So, but not like great, but average is that about average? I think average is like probably for four hours and 30 minutes or say you were, you were almost untrained dog training. I can't, I can barely run around the block, dude.

Speaker 5:          01:19:31       I, well, what happened was run around the block. We did that sober October challenge me, Rogan, Tom and Ari and we finished it and we were all, you know, I felt brave. I had a little bravado cause I'd just not drank or done drugs for a month and so I'm like, I can do anything. And then when we all get drunk on Joe's podcast, and I said very confidently, I could definitely run a marathon with no training and everyone, Joe, in all fairness, Joe was the voice of reason and he was like, I think you could do it. I think it would hurt, but I don't think you could do it under five hours. I go, I can do it on a five hours. And Ari was like, oh you couldn't. My Dad doerries dad is a holocaust survivor and 80 years old and he had done it in like six hours.

Speaker 5:          01:20:13       Well I've, I can definitely beat your dad. He's 80 Ari. But how did you know that you could do that? Because like I said, I am, I cannot run around the block. I didn't do you run like how can I run like a, like a regular person would? I'm not like a long list. Go for runs. I tried to do it often but like three miles, there's a lower east side. Well how are you, if you're running through miles regularly, how are you still so in shape I drink a lot. I think I drink a lot is what the number one thing and so, but so then I said I could do it. So I signed up the La Marathon, no training other than regular, just like I didn't do it parents on plan. I just basically jogged whenever I felt like jogging and I didn't jog when I didn't want to jog or drank the night before, showed up, no training and I was bragging about it.

