Speaker 1:          02:37          Okay.
Speaker 4:          36:17          Uh, going off of that, uh, is that basically you're like piece of equipment you can't live without or do you have something that you really, really love that you take everyday? This is, this is it now. Like before when I did shows, oh my gosh, I had to hire like a, you know, a company cause these amps are so heavy. And of course I like to be melodramatic. I have lots of like different amps. So they come in like with a big truck, unload everything, and then all my pedals and this or that. And now this little thing on the floor, you just put it in a backpack. Uh, you know, I don't carry it. My Fiance Rambo carries it, but still it's easier. It's easier for me. It's easier for him and he likes it too. Right. Okay. Good answer. Next question. Hi, thanks very much for coming.

Speaker 4:          36:55          You're music is amazing. Thank you. Um, I what you're talking about with what you've been doing with the electric cello reminds me a lot of, um, have you ever heard of Ronald Yankees? He's a keyboardist. Um, I've seen some of his videos on youtube. Um, but he has this one song that's called guitar sounds that he's using a keyboard. I actually thought the first time I heard it that it was just entirely electric guitar. Right. And I was so surprised when I learned that it was actually a keyboard. So it might be something interesting for you to look into because he's doing something similar. Is it with a keyboard that you do with the electric cello and, yeah, definitely. Yeah. We'll run. We'll junkies. Yeah. Thank you. Yeah. Maybe you can play with him and Ramstein one day. Yeah, that'd be really cool. Signs mine. I'm not sure how amazing concert opportunity, but I don't, I mean, you don't reach out to him, so he would have to find, you.

Speaker 4:          37:47          No, know I check other artists out and stuff, but it's usually for like people that like, you know, I don't know. I don't know what it is. I just feel like energetically is that, is that wrong? Should I be like, I just don't want to be one of those people like, oh, work with me please. I'll play cello for you. Balance. There's a balance. You know, I try to, it's more of like dangling the carrot. Like you could reach out to Ramstein is all I'm saying. Hmm. Yeah. But I'd be like heart, so embarrassing. Heartbroken if they said no, thank you. But then nine, but then they're not cool. Okay. That's fine. I'll give it five more years and then, okay, next question. So, uh, speaking of, um, metal, uh, what are you listening to? Recently?

Speaker 4:          38:25          Not a lot of metal recently. I have to be honest. So, uh, recently I've been obsessed with financial, a youtube videos. I have them on a playlist and I listened to them every, if I'm putting on makeup. Uh, but as far as like metal, obviously rom sign is like my big, uh, obsession, obsession. And I'm, I'm more into like when you mentioned earlier about my cello metal album, more of the classic, uh, old school metal. Like now I'm honestly, I haven't heard a lot of like new, new bands that I'm really, really into. Huh? White Chapel. Yeah, the white chapel is cool, you know, but I'm like old school stuff, black sabbath, Metallica and whatnot, but more, more industrial metal for sure. Yeah, it'd be so cool. Have you played with the, like there's these newer bands, I don't know if you were thinking about these, but like behemoth and like, like a, you know, sleep, like there's just like more, you know, newer bands that I think would love, I'm going to hook you guys up with them. Yeah. Okay. Yeah, it's going to happen

Speaker 7:          39:20          next.

Speaker 8:          39:23          Hi. Hello. So I'm a pianist and a huge gamer. And I remember reading on the Bio intro that you also worked with League of legends. I'm kind of curious how that went.

Speaker 4:          39:32          Oh yeah. So I play, oh my gosh, I forgot what year was, I think it was three championships ago when it was in la at the staple center. Do you remember? I think it was a few years ago. Um, they just reached out and said, uh, would you want to play for the, for the championship? So we opened it, uh, it was myself, West Berlin from limp Bizkit. Um, and then the drummer from a combat Christ who just left the band and then crystal, crystal method and an orchestra. So it was like this big, like not a mess. So it was like organized mess of just stuff. Um, and yeah, it was a lot of fun.

Speaker 7:          40:06          Okay.

Speaker 4:          40:06          And my brother was really, my little brother, he's a huge league of legends player, Him and his wife. So they were like totally geeking out. And they, I remember they gave us a gift bag and there's just like stuffed animal thing from, and then they're like, oh my God, can I have it? I'm like, sure, you can have it. So they were happy about it. I think they were more excited than I was. You know, you also have a god of war music video coming out, right? Actually, yeah. It just, it came out I believe last month. Um, so yeah, I did a cover of the God, a god of war. I tried to play the game. I'm not very good at it, but it's good. But it's hard. Really hard. Oh my goodness. But yes, the, the video is out on youtube now. It's really cool. You guys check it out.

Speaker 7:          40:40          Thank you.

Speaker 4:          40:42          But time for one more question.

Speaker 7:          40:44          Okay.

Speaker 4:          40:45          This smells good in here as, yeah, there's that curry. Is that it? We good? Okay. Well thank you. Good. Well, you guys, uh, it, can you tell, can you tell people where they can find you on the internets? Yeah. So Tina, whoa. Gee, you, Oh, uh, if you just go to [inaudible] dot com that is my website and there's links to everything I'm on, you know, the usual Facebook, Instagram, Twitter, Youtube. I don't need to tell you guys. If you just Google it, you can write to me. Oh, Google her. Right? Yeah. But thank you so much for coming. That was so awesome. Thank you.

Speaker 7:          41:19          Yeah.
