Speaker 1:          00:00:00       Yeah,
Speaker 3:          00:45:11       yeah, when the child doesn't have that said, we have all this data now these 70 different areas where children do so much worse when they don't have a father involvement. So let's look at the next stage of that. When, when, when that father does not do this roughhousing housing and as just one example of many and um, and does not as not enforcing boundaries, the child then doesn't learn to have that postpone gratification. So we have hard data on this that children grow. Children raised predominantly by dads, are only 15 percent likely to have adhd, children raised predominantly by moms, so 30 percent likely to have adhd. So if we looked at what we just talked about, the children that are raised by the dads are learning that they have to postpone that gratification you see in order to get the reward that they want. Now you take that capacity to postpone gratification to school. The child without postpone gratification assigned a homework assignment, doesn't really feel, is oftentimes distracted by a text that's come in, distracted by, um, the opportunity to play video games distracted by wanting to exchange notes with other kids is distracted, distracted.

Speaker 2:          00:46:21       Well, yeah. If the distraction thing about the disc, there's no need to explain adhd. What there is a need to do is to explain why every kid doesn't have it. And the answer is, the answer that you just laid out is that some kids learn how to control their district. Distractability doesn't require an explanation because people are distracted by what's immediately rewarding. And that doesn't require an. It's like addiction. Actually, addiction doesn't require explanation either. What requires explanation is the development of the resources that allow you to withstand addictive pressures in the face of the fact that they're always, they're everywhere and they're powerful. So it's, it's, it's development of control. That's, that's really the curious issue. And I've never heard this, I've never heard anyone make this connection between the use of play as a reward. And that delay of gratification. Now it's a very, very interesting idea. That's very interesting.

Speaker 3:          00:47:15       And then let me take it another step further. So when this delayed gratification is happening or does not happen, and then the boy isn't able to finish homework, he started speaking, beginning to feel ashamed of themselves, or if he's athletic and his parents believe that it's really going to be helpful to the child to have beautiful dream. Sweetie, you want to be an NBA player and you're tall and you know, you continue practicing. You can be an NBA, NBA player, you can have your dreams, but he doesn't have that postpone gratification. So cannot do the boring repetition that comes with all success, including being an Olympic star or an NBA player or anything else

Speaker 2:          00:47:55       playing the piano or learning to read or

Speaker 3:          00:47:59       great example. Certainly the violin. Um, and so you, so anything that is his dream, the bigger the dream, the bigger the disappointment and it's not just disappointment that he fears will happen to his parents. Uh, but also the sense that he says he's gonna do one thing in school. His P, his teachers, his peers are not respecting him as much. He, um, he, the cheerleaders aren't going first and 10 and a concussion again to him, they're doing it to somebody else at first and do it again. The um, and so the, the boy is beginning to feel shame.

Speaker 2:          00:48:34       Yeah. Well, you think, you think shape. Look here. Here's the precondition for shame. So let's say that you are attracted by goal naturally. And you know, maybe that's scaffolded by your parents, maybe it's scaffolded by your peers, but it's something that you're naturally turning your attention towards. It grips you in some sense. Okay? And and we'll assume that it's a difficult goal. And so then there's an ethic that emerges out of that, which is that if that goal is valuable and it's difficult, then there's sacrifices that have to be made, delays of gratification that have to be implemented in order for you to be worthy to attain that goal. Okay? That's all part of the game. If you think about it as a game, well then then if you observe yourself unable to play the rules of the game, play by the rules, then how can you not have any?

Speaker 2:          00:49:22       How can you not suffer shame and self contempt because you've already adopted an ethical framework, which is this is worth attaining. And if you observe in yourself, then the inability to attain it because you're constantly being distracted, then you're going to have contempt for yourself. There's no way out of that. This is something I learned from nature. Here's the terrible thing about that because that's a great pathway. Denial isn't because let's say you pause it for goals in succession that you find valuable and then you observe yourself unable to discipline yourself to attain the goals while the most after four successive failures, it's like, ha, homer Simpson said to bark, he said to Bart, um, you tried and you failed, and then you tried and you failed again. What did you learn? And, and homer says to Bart, the conclusion is never try. Right? And so if you fail a few times, that's at attaining something of importance because you see that you have no discipline, then the logical response to that is to cease positing goals.

Speaker 3:          00:50:31       Absolutely. And that's a, that's exactly what happens. And, but we have through technology, so to have a perfect escape and that escape is into video games where you can identify with the hero and you can lose the game as often as you wish to with nobody noticing. And then as you begin to get better with certain, you know, certain manipulations, you can play that game with certain types of people and increase your, your skillset at the game, but you're never able to translate that into everyday life, uh, where you know, uh, and so you start becoming addicted to that game, which is, you know, which are designed to increase your dopamine without having to actually achieve anything.

Speaker 2:          00:51:15       Well, the thing about the games that's, that's different, like the video games, what's different? So again, for a little kid has to be immediately rewarding. That's why rough and tumble play works, for example, has to be immediately rewarding. And then the game shades into real life. But as the game shades into real life, what happens is the rewards are deferred and you get more and more disciplined at not being immediately rewarded. Like when you're learning to read or play the piano for the longterm goal. The thing about video games is that they do require the development of skill but be there, but the immediate reward is built in along with the delayed reward because otherwise the game wouldn't be fun for someone who's learning. And so the problem is is that a lot of real life games aren't necessarily fun while you're learning them because you have to attain a certain level of mastery and that requires discipline. That's also what's wrong with the idea that children can just learn in keeping with what they're spontaneously interested in. It's like there's some truth in that because why not file follow a child's interests, but the problem is, is that many highly skilled endeavors, virtually any endeavor that it's going to be of economic or productive utility requires a apprenticeship where there's a lot of grinding. There's a lot of just disciplinary disciplined repetition. And so, okay, well alright, so,

Speaker 3:          00:52:39       and then one more dimension of that is that as the boy gets to boy, girl age, if he's, if he begins to sense that he's heterosexual, he noticed is that the girls are far more interested in going out with the quarterbacks. So the student body presidents or the performer type boys that are sort of honored in the school system and in life in general, and so he begins to start withdrawing and fearing that he can attract those girls, especially the ones he's most biologically addicted to. Beautiful ones that cheerleaders, he starts withdrawing into porn and porn is not a huge issue, but the porn basically, his stimulus is based on, uh, the dopamine increasing with each new stimulus. And so as, as it gets addicted to that dopamine, he begins to get addicted to only being able to be stimulated when the risk taking is higher and higher.

Speaker 3:          00:53:34       So finally, he succeeds in one girl, woman being able to come over to his house and be sexual with her, but he's so unable to be turned on just by the mere maybe light touch of a hand, um, or turned on by just being fascinated by what she's saying. And the interaction or some combination of the drama of being with her combined with a little bit of touch is so used to a huge amount of stimulus that occurs. And when he gets to be trusting of her a little bit, she said, he says, can you be this way? Can you do this? Can you act this way? And she feels like just some piece of object that is being traded in for the poor and eventually gets disgusted with him, withdraws and he begins to say, you know, all right, this convinces me I him as worthless as I thought I was, and the only thing that will give me satisfaction is back to the porn.

Speaker 3:          00:54:21       And what became a little bit of an addiction becomes more of an addiction even as he's also becoming simultaneously frequently addicted to video games at the same time. And so all of this is that slippery slope from the the rough housing that the father is not able to articulate to the mother about the value of that combined with the trust that you were integrating with. That combined with the lack of post, the bond, a combined with the postpone gratification being taught. And then when the Postgrad postpone gratification is not taught the slippery slope down the hill to shame, self disgust and fear that if that. If he tries anything, he's just going to prove to himself and to everybody around him that he's one more failure and the degree to which he articulates that desire to try something is the announcement publicly to a group of people that he's pretty much going to say today, I'm going to try this and tomorrow it's gonna be a failure until he, until he becomes enormously shamed. In worst case scenarios, this can lead to such depression that it creates a, a desire to commit suicide and in the very worst case scenarios. It's a belief. I believe we've seen the school shooter. Yeah.

Speaker 2:          00:55:35       Yeah. Well that bruise resentment. Absolutely man. That bruise resentment and anger like nothing else

Speaker 3:          00:55:41       and and who they have resentment and anger about who were the people that have rejected him, who were the classmates? It's the teachers. Nobody appreciates that sweet sensitivity inside of him and sees him well, I am so angry at that and one day I just want a. I have a desperate need to get their attention and say I count. I matter. Pay attention to me. And you know, at the worst case scenarios, only a very small percentage, but in worst case scenarios, you can understand the school shooting, shooting, emerging from that.

Speaker 2:          00:56:13       Yeah. Well for every, for every kid who goes and shoots up a school, there's a thousand who were fantasizing in a direction that's headed that way, you know, and not. And some of that's at the beginning of that, it's something like, while I'm very angry at people because they don't see the value in me, but if they get to the point where they're doing something like fantasy, extreme violence there are so far past that even they think they've developed a real hatred for everything. And, and, uh, wish to see it obliterated. And, and that's, you know, that's. Well obviously that's the most terrible, terrible outcomes that might be generated. Okay. So you talked about, you talked about rough and tumble play and delay of gratification. You tied empathy into that. What are their other cardinal things that you're seeing fathers do? Because that's pretty early on in life, right? So you're looking at the interaction with kids there between say a year old and five, six years old, seven years old, something like that. Um, what do you, what else do you see happening with fathers both out the early stages and then also later on?

Speaker 3:          00:57:15       Yes. Another important thing is, is the concept of hangout time now for, for a mom listening to this who has a daughter, uh, we now know that children who have daughters who have a significant amount of hangout time with, with, with your dad's, that creates more psychological centerdness than any other single phenomenon with, uh, with boys. It's also very important. So for example, um, let's say you're in a divorce situation and a father has the child for a short period of time, let's say on a Saturday. And he picks his child up from a soccer game and says to, let's say Josh, Josh, how did the game go? The and the kid is more, especially if more likely to say, okay, it was okay, well tell me more josh. It was just okay dad. And so, but if he can. So if at that time the dad has to drop the boys off to the moms because it's the end of visitation time, there's nothing that happens beyond that

Speaker 2:          00:58:18       is going to be, you know, people, kids in particular, I think although it also happens with couples is that, you know, one of the things that you do to the person that you're with to task if they care, is to be somewhat withholding of information that might be relevant to see to what degree you will be pursued. Because, you know, if you asked me whether I've done something, how it went, one of the things I'm going to want to know is do you really care? And if you're my father, I'm really gonna want to know that? And so one of the ways I can I can gauge that is by asking you, but that that's, that assumes that your answer is going to be reflective of your actual being. And there's no reason to assume that a better way of doing it is for me to be a little bit withholding and a little bit resistant because then I can see, you know, are you going to poke me a bit? Because that's a fun thing to do. If you're Kinda Tz you can say, look kid, you know, poke him in the chest a few times. It's like loosen up and talk to me, you know? And usually if you do that with a kid or even an adolescent, they'll laugh and kind of push your hand away and go dad. But they're happy to have that additional product, right? To bring them out of their shell. And it's a demonstration that the kid actually cares. And you do need time for that.

Speaker 3:          00:59:39       So. So you see the kid, if he's done well or she's doing well, I'm very happy to say, Oh, I scored three goals today. That's more than it's ever been scored in the history of our school. Is that incredible? No problem. They'll share that right away. But the reason for the hesitation on saying something that they're ashamed of, like I remember one father was saying that the boy came home and he had been the goalie the week before, but the following week he was not chosen to be goalie and he couldn't understand why. And so he hesitates to say something for his dad because he doesn't want the data to sort of either lecturing him or disapprove of him or be disappointed in him and, or be, um, you know, sort of like feel like that's not my son, you know, I want my son to have scored the goals.

Speaker 3:          01:00:28       Um, so with all those fears, the child, especially the boy when it comes to performance, will keep any failure to perform effectively to himself. But now if, if the dad drops the child off at mom's, that never gets sorted through. If the dad has hanging out time with the children, let's say they're doing homework together and dad maybe is watching the TV and the kid is doing homework and then they appear about the same time getting something from the refrigerator and they have a little discussion about what he wants for dinner and they and the data asks him to help make dinner with them rather than just sit and do take no responsibility, which does tend to do so. They asked the children to be helpful with the dinner making and preparing, not just serve them and so in that process of the child chopping up stuff and doing that type of boring the thing, the child will tend to say, you know, dad, you know, I was goalie last week but I wasn't going this week. What's that about? And the data will and what the FA and the child might say that to the mom even more quickly, but the child's expectations with the mom is the mom will give the child assurance the end and say, sweetie, it's no problem. You're fine. You're wonderful. You're a very good goal. Maybe the coach wanted to give the other, the other kids a chance because you're so good, et Cetera, et cetera. Whereas expect from data bit more confrontational questioning. Okay.

Speaker 2:          01:01:48       Well, one of the things I've noticed in talking to my clinical clients about their intimate relationships is I've been trying to gauge rules of thumb for minimal necessary interaction, time to maintain a relationship. And with couples I've observed that they need like one or two sessions of intimate time together a week at minimum, something like that or things start to go south, but they also need, as far as I've been able to tell about 90 minutes of communication time across a single week. Just keep each other updated in relationship to their stories. And so, two questions. One is, do you have some sense of how you would characterize hangout time and how much of it there is, how much of it there needs to be in order to not go below, you know, a dangerous minimum. And then the other thing I'd like to pick up on is you had talked a little bit about, um, the more confrontational approach that a father might take when discussing a failure or an inadequacy or something like that on the part of the child.

Speaker 2:          01:02:54       And so I wanted to relate something that I've learned about talking to majority male audiences in the last year and a half, two years about responsibility and discipline and all of that. See, you might think that calling someone on their failure is harsh and judgmental, but, and it is in a sense, but it's not harsh and judgmental about their potential, you know. So if your kid comes to you and says, you know, I screwed up and here's what I did, and it did go so well, and you say, that's okay, you're a wonderful kid. Then the kid stuck in a bind because they're not feeling so wonderful and they failed. But if you say, well look, you know, you're, that was stupid. Like, what the Hell's wrong with you? Here's what you could do. Like, you're better than that man. Get it together a little bit. Let's come up with some strategies so that you can figure out how that's never going to happen to you again, and so instead of putting your faith in who the child is right now, which I would say in some senses, the heart is the hallmark of impulsive empathy. You put your faith in who the child could be and that's encouragement and I would say in, in circumstances of failure, especially where the child is motivated to try again, encouragement, beats, it beats impulsive, empathy, hands down as a mark of faith and who the child might be.

Speaker 3:          01:04:14       Yes. And it takes a while for the child to both reveal its vulnerability and also to have a faith that the, that the parent, um, that, that the child tends to open up like a flower to the, to the degrader she went when she or he realizes that the security that the father is creating by being with them and talking the problem through, is there now an ideal setting, a father who's wise or a mother who's wise, I will not give a solution right away, what we'll ask the kid. Something like, um, so what did you observe? What's your best guess as to what happened last week versus this week? What do you think was the judges? It was the coaches best intent, um, and let the. And oftentimes inside of the child is a willingness or is a sense of probably what really did happen. But a fear of acknowledging it to himself or herself and especially acknowledging it to anyone else because the person who they might acknowledge it to will not have respect for them.

Speaker 3:          01:05:18       And so being able to sort of have the hangout time facilitates enough time to feel both that large basket of those large arms of security and nurturing surrounding him or her, uh, the, the fact that the father is not going to give up on time, uh, with me, uh, we'll be here for me and I can. And then when the father or the mother facilitates the exploration inside of himself about what the problem might be. Let's say the help in, in a Carl Rogers, yeah, Rogerian type of sense, um, uh, to, to, to find out the part of him that already knows the answer. Then the child is experiencing both respect and a willingness to be confronted by a. If I don't have the answer inside of me, my father will tell me the truth about what I might be a need to do next. And he'll have an that telling me the truth about what he needs to do next is his way of respecting me without even paying. He's respecting may because he wouldn't be confronting me with the truth if he didn't respect me.

Speaker 2:          01:06:22       Yeah. And more specifically, not even more specifically than me, if he didn't respect my intrinsic ability to overcome obstacles and to grow, right, which is the best, the best answer to someone who says I have a problem, is, well, I have faith that you can overcome that, right? Not that you don't have a problem or that you're okay the way you are. It's like, yeah, yeah, that's the problem man. But you know, and then you know, there's another thing that you're talking about that's very much in keeping with, I would say standard, but relatively deep clinical wisdom, which is that, um, people are much more likely to follow a set of injunctions if they generate them themselves. And so we've had some really interesting experiences with the program we designed, designed, called the future authoring program. And it helps people come up with a life plan.

Speaker 2:          01:07:12       So they have to craft a vision for their operations across the six or seven basic dimensions of life, like intimate relationships and family and career ambitions and education and resistance to temptation, drugs and alcohol care of mental and physical health. And so on. Those fundamental dimensions, use of productive use of time outside of work to ask themselves what they would want if they could have what they wanted to need along those domains, three to five years down the road to craft a vision based on that, um, on that array of wants and desires, and also to write a counter vision which is, where could you be if you allowed yourself to fail, catastrophic, where, what might that look like in three to five years and then to produce a plan. And it's had remarkable effects. Particular now young men are doing worse than young women in academic environments.

Speaker 2:          01:08:04       So the program doesn't seem to have as much effect for young women, but that might be because they're already doing better, but it has a walloping effect on young men. In fact, for Vo in vocational junior college settings, our latest piece of data which was generated was published last year, showed that we could reduce dropout among young men, especially aimless ones who hadn't done very well in high school. We could drop their dropout rate 50 percent and so and, and one of the things I've observed about young men, and this might be because they're more disagreeable and confrontational than young women, is that unless they have formulated their own plan, they're unlikely to do something. So when you're talking, I think this is true with, with, with young women as well, you want to talk to them and say, well, look what, what do you think about what happened and how you're going to get out of it? Which is an excellent question because it says to the child, you can think about what happened and be accurate and you can think of a way out of it. And that's the encouragement, right? And that's what you want is to, you don't want to protect your shelter, your child. You want to encourage them. And so that collaborative problem solving is a great way to do that.

Speaker 3:          01:09:12       Absolutely. Right. And I've seen this over and over again and certainly the data that I gathered for the boy crisis very much, um, uh, shows that as well. And you said the hangout time is part of what helps to do that, but also the, the, the checks and balances of parenting is so pivotal for mothers and fathers to understand. And right along the lines of what you're talking about is, is um, so mother and father, let's say, have the child come home from school and say m and S. and the child says, you know, Mrs Meyers, she hates me. She hates me. I, I can't, I can't be okay in school. And maybe the child's in second or third grade and a mother is sort of reaction will tend to be more likely to be something like, oh sweetie, let me hear more. And then when child complains more about how much Mrs Meyers hates the child, the mom will tend to come up with a solution like, let me talk, wait till next week on Monday I'll talk to, I'll make an appointment with the principal and we'll talk about seeing whether you can get into a different class than Mrs Meyers a dad will.

Speaker 3:          01:10:17       Dad's will tend to say to a greater degree, um, sweetie, in life, you have to learn to get along with people who can't get along with you. Um, what do you think is making Mrs Meyers upset about you and the child may or may not be revealing. And so the child will say, well, you know, um, do you want me to talk to Mrs Meyers about it? No, no, no, no, no. Uh, so, well if I talked with Mrs Meyers about it, you know, what do you think Mrs Meyers would say, and then the child under the threat of possibly the dad talking or the mom talking with Mrs Meyers will begin to say what a little bit of what Mrs Meyers fields and then, um, and then negotiate a, a, an opportunity to talk to Mrs Meyers and then bring this as Myers and the child together have a discussion together.

Speaker 3:          01:10:59       And so to see whether the child did Mrs Meyers can work out and understanding where the child begins to understand. No, it is not the Mrs Meyers inherently and hates, hates Jimmy. It is that there's something else going on here. And so the result of working all that through, um, is a way of facilitating the child to discover, um, it's almost solutions to a problem talking rather than getting a solution rather than being enabled by the, by the system to, and by the parent who will eventually disappear from the child's life or worse yet not disappeared from the child's life. And uh, and so, and so these, um, these are, but oftentimes the mom says, you know, the child is having a problem here. Uh, why are you being so insensitive? What are you blaming, you know, Jimmy, for, for creating this problem. Um, he's, he's telling you that not only does this is Myers hate him, but he also, she had other kids hate Mrs Meyers as well, and so it's not Jimmy's fault that I use. And so the mom will feel dad as being insensitive. What in fact dad is being differently sensitive. Um, and, and, and sort of longterm postpone gratification sensitive.

Speaker 2:          01:12:16       Yeah. Well that's, that's the thing. And not that's a lot colder, a virtue, you know, because it also sounds very much like it's grounded in these psychobiological, at least partially cycle biological differences between men and women. So women are higher in negative emotion and the more empathic and that's that short term empathy. And so that's perfectly in keeping with the approach that you just described and the advantage. See, that's a particularly advantageous approach to very, very young children, especially infants, because to be wired properly, to take care of infants, the infant is always right. Hey, up until about nine months of age or maybe a year of age, the right response to your infant, if that person is crying, is there's something you should do about it as fast as possible. We've talked a fair bit about what fathers can do to, to help their children learn to delay gratification and so on. We've talked a little bit about what might, what mothers can understand about how to facilitate that and how to trust it. Um, maybe we could talk a little bit about what families might do in order to improve the, improve the performance of their boys. And their girls, you talked a little bit in your book about a family dinner nights and their importance.

Speaker 3:          01:13:32       Yes, the most important. We, we already know that family dinner nights are important, but what makes family dinner nights even more valuable is when they don't become family dinner, nightmares and knowing how to structure them so that they don't become family. Dinner Nightmares. Uh, when somebody comes up to me after a presentation and says, know I can't get my children to give up electronics at dinner. I already know the beginning of the problem. That is that the children are in charge of the parents. Um, and well, what can I do to encourage my children to get involved with, you know, to, to leave the, the, um, the behind. And, you know, number one answer is to require them to get what is not an option to sit down at dinner. But maybe some nights you'll want it to be, some nights not. But if you're having a family dinner night, especially structured family dinner night, the number one rule is no electronics at dinner. If that rule is violated, then the electronics are taken away for a reasonable period of time and to take it away right away for a reasonable period of time. Once the rule is understood,

Speaker 2:          01:14:38       right, and you could imagine that instigating wars in various households.

Speaker 3:          01:14:42       Yes, exactly. And so, um, and then you begin to structure that family dinner nights so that everyone has an opportunity to talk and everyone has at the beginning I'm a structured amount of time that they can check in, just say how their week went or how that week was going since the last time. So everyone knows that it's not 40 minutes for so and so. And one minute for me, the interest in family dinner night be zero for the one that's one minute.

Speaker 2:          01:15:11       Well, that's an extension of the idea of a fair game too. And a refereed fair game.

Speaker 3:          01:15:17       Everyone has that. As a family, our job is to make sure everyone's needs are being handled, thought of, and cared about, which is the way empathy is created. Empathy is not created by a parent who's always empathetic with files, needs or desires. When a parent is always empathetic with each child's needs and desires, the child becomes narcissistic, not apathetic, and that's one of the things that we have made a mistake with.

Speaker 2:          01:15:42       You could say that three or four times in a row I think, and that would be really good, right? Because that's so crucially important because you know if, if what you're learning is to put other people's feelings at the same level of importance as your own, then obviously that's associated very tightly with delay of gratification with learning how to listen with turn taking with fair play with a, with a refereed interaction, all of that and so, so the other. The other thing that happens too and you see this with couples, is that if they have that time together, something analogous to family dinner night. Although I think the family dinner ideas are really good. One for reasons I'll mention here in a moment is that what you're doing. Imagine your family has a story and the story is where we came from, where we are and where we're going together as a unit and then so and then each of the individuals within that story has a story and then what you're doing in those family dinners.

Speaker 2:          01:16:40       That interaction time is you're taking the individual threads of the individual story threads and you're weaving them together to make the collective story and that keeps everyone up to date and on the same page and and able to unable to empathize and also a deep manner. Because if I don't know where you are, what you're up to, I can't figure out what you're thinking or feeling. And so I have to know what story you're acting out right now and so to you. And in order for you to know that. For me to know it. You have to be able to tell your story and I have to be able to ask you questions about it. And then I think the other thing that's really important about the shared meal is that, you know, human beings are really weird creatures because we seriously share food and we're social eaters.

Speaker 2:          01:17:22       People don't eat well if they eat on their own. And so it's deeply rooted into us that idea of sharing food. And so part of the extended process of socialization is to get everybody to sit down around food, to be polite and thankful for the fact of the food, to enjoy that, but then also too, to be able to give and take well that's being shared. And that's, I would say if the most fundamental element of socialization is something like the embodiment of rough and tumble play, the next layer on top of that would be the ability to sit down and share food and have a civilized and have civilized discourse.

Speaker 3:          01:17:58       So literally, and that civilized discourse really needs to have the respect for story is so, so pivotal. So I teach, as you probably know, a couple of communication courses around the country and one of the, one of the dimensions of the single most important, um, thing that kills marriages are almost all relationships are biologically oriented, inability to handle personal criticism without becoming defensive. Uh, so my first job is to teach couples how to get around that biological propensity to become defensive when they hear criticism, one of the many steps in that process, which is much too long to go into now, but to give them a picture of, of a picture of a person, happens to be Mario Cuomo, the former governor of New York. That was the, that was done by four artists, have a picture that was taken at the exact same time, same place, et cetera. And there are four different types of artists that paint a picture of him like Andy Warhol and Modigliani and so on.

Speaker 3:          01:19:01       And so the end work with every couple of. To understand that when you hear your partner's story, you will owe, even though you're all looking at the same thing, there will be a different picture that is being. That is being created by each person at the table. And so the job of couples is to understand how much of a sacrifice each person would make so that the other person would live and yet how we're often not able to handle personal criticism and to sort of reorient ourselves before we handle personal criticism, to move ourselves into a place of really being fascinated by our partner story, but at a fail, but at a family dinner table, um, that has to happen with every single member of the family that, that when I say, why, what, when person a says let some things, what would, what were you talking about in school? And somebody says, well, we're talking about the me too movement. And person a says, oh, the me too. Movement is stupid. So person besides the me too. Movement is the best, most progressive thing that's ever happened. Um, and so it is, it is very important that the person who says it's the best thing that ever happened is listened to fully by the person who is a who believes is stupid and vice versa. And that there is no, there is that there is facilitative questions that the family trains people to ask. Now this is

Speaker 2:          01:20:21       right. So part of it is know the story before you offer criticism. No, Carl, Carl Rogers had good advice about that a and, and you probably already know this, but it's worth reiterating for people who don't. So Roger's rule was when you're listening to someone, then first of all, don't assume that either you or they know what they're talking about or what they're going to say because people think people think by talking, so you've got to give them a chance to get it all out before you jump on it because they might change their own mind in the mid, in mid stream, but so. So that's important. Let them formulate the problem before you jump in with a criticism. But then the next thing is, and this I really love this, I think it's really useful, which is that once the person has laid out their story, you get to say, this is what I heard you say.

Speaker 2:          01:21:14       Do you agree with my formulation? Because that stops the list. First of all, it indicates to the speaker that the listener actually listened, or if if if there's an error, then the speaker can say no, that's not what I meant at all, and then there can be some clarification, but it also forces the listener to not turn the speaker into a straw man because it isn't only that. I have to summarize what you said. I have to summarize what you said in a way that you agree with and you know that that's also a useful technique if there happens to be some wide variation in verbal ability among the participants and there might be because of age, for example. And so you know, because it might be that even if you're a somewhat incoherent and stuttering and impartial in your formulation. If I'm an older sibling, say I might be able to summarize it back for you in a way that's actually helpful to you from the perspective of a cognitive scaffold.

Speaker 2:          01:22:09       And so, yeah, so, so the thing you know, we know that human beings organize their personalities at the highest level through narrative and that narrative is not only thought it's spoken and so you speak your personality into being in these sorts of shared environments that you're describing and without that your story is fragmented and incoherent and so were you. And so you can see why those shared social look, if shared meals weren't so damn important, people wouldn't evolved the capacity to engage in them. Right? I mean there are central to our social life and to have that abandoned in a family is really a catastrophe. I think so

Speaker 3:          01:22:49       really is everything you said? Absolutely. Every part of it. I so agree with you and we know when you say did that historic something, oftentimes someone will say, I'm repeat what they heard. They say and then the person you asked to die distort anything and the person says, yes, I think you just sort of this. And then the other person will argue and say, no, I said that. And you know, the rule of the game is the person who is speaking whatever makes them feel heard, that's when you have a distorted anything and it's your job, it's your job to assist is like the customer's always. Right,

Speaker 2:          01:23:25       right. But that doesn't mean you have to agree with them. It just means you have to have got the damn story straight.

Speaker 3:          01:23:31       That's right. And that's. So that's also important. Some people really do make the mistake of thinking that if I get correct what they, that they had said that means I agree with them. No, it doesn't mean it only means you've heard them. And then, you know, part of what a family dinner tonight is about is having a chance to have somebody, if it's a personal criticism or be able to respond to that and have the person who, um, who is listening to what made the criticism to begin with here that response and ask if there's any distortion on what they've heard to begin with. And the, the, the biggest challenge for people. Almost everybody. I remember I was interviewed once by NPR and they said, you know, how can you, you know, some of the people who are allied with the men's movement. They are, yeah, they seem like hateful people.

Speaker 3:          01:24:18       And I said, well, if you're, if you're calling yourself progressive as opposed to a as we do, because I consider myself more on the liberal side of most things. Um, and then our first job is to listen. When people feel heard, they stopped painting and you know, hating is, comes from a buildup of not being seen, not being heard, being distorted, being blamed or caricature in a negative way before your, before your heard it. So that is the job of every, you know, every person that calls themselves progressive is to start hearing rather than arguing first.

Speaker 2:          01:24:59       Well then at least you can figure out what to argue about because one of the things that happens with, with Kristalina communication in the family when the stories are being unfolded, as you can identify what the problems are and what they're not like. If you, you know, you might be irritated at having to listen to your spouse layout in the stumbling and they're stumbling manner, a particular problem, but if you understand at the same time that they might be dispensing of 98 problems and only focusing on two, it's worth the wait. So, okay, one other, another question for you. Um, there are people who aren't in the position where they can have male involvement with their children, let's say. And so what, what do you recommend, if anything, for single mothers who are trying to do the best job they can with their kids but are having a hard time pulling in male attention, what do you think they can manage for, first of all, acknowledge yourself for the enormous amount of, um,

Speaker 3:          01:25:56       faceted job. You're either taking a second as you look through the differences, mothers and fathers to ask yourself whether there's any way you have maybe not valued your former husband in a way that can, um, that would, that would draw him into the fold. But at the answer to those questions are in no, I have value at him and I still can't draw him into the fold. Essentially a deadbeat. Sorry about that. Um, then here's some options. The number one, the, the greatest amount of evidence is it involving your children with cub scouts is a very, um, has a very well developed program for developing character, motivation, integrity, loyalty, um, a sense of making promises that you keep. Um, so very good. Studies have been done, have children involved in cub scouts for two years or longer, but this means not just getting your child involved in cub scouts here or there.

Speaker 3:          01:26:58       Um, but, and if your child doesn't like something that's happened, making sure your child gets back into the fold and deals with what, um, know that it shouldn't be your child's choice to go to cub scouts or not. Go to cub scouts as part of your parental responsibility to get him there later to boy scouts. Or it doesn't have to be cub scouts or boy scouts. Uh, the y's. Some y's have good, good programs also for, for young boys of mankind. Project has good programs for young boys now for the first time, they have a real good help, assistance to help boys with fathering. Um, the boys clubs have some good programs with young boys. Get Your, get your child, um, that a male mentor try to get your child to a school that has a significant number of males in at the age that your child is, especially if your child is very young.

Speaker 3:          01:27:51       It's very important that a child not go from a mom only home to female only schools because the child will start searching for an identity from somebody that's usually destructive, like a gang leader that will give a false identity. And so these are just some of many, many things. If you see it, we often think that a child needs a male mentor. Yes, a child does need a male mentor. Try to vet the mentors carefully, obviously, um, or you get your child to have faith if you're at all involved in faith based communities. And even if you don't believe in God, God or not, not get your child involved in a faith based community, uh, where there's a good male counselor, um, who has groups for children, for young people, oftentimes young people that are having troubles, um, the, the, the ability to be encouraged to express your feelings to other males and see that your son is not just having the, is not isolated in the problems he's facing.

Speaker 3:          01:28:54       Um, but, but there's many other boys his age that are having the same problems. Getting him to be able to express his feelings about that, his fears about that to see me, to have a, have a little experience has done where he paints a mask for themselves and what the mask says. And then what, what is really being said underneath the mask. A good fiscal male facilitator can be a wonderful encourager of a boy to express his feelings rather than repress his feelings in a society that is as well. And then we, what we all have a need to do is to get out there and say something very damaging has happened in our society in the last 50 years. We've had what I started this work with the government, with the commission to create a White House council on boys and men. I started that after a call from the White House to say asking if I wanted to be an advisor to the White House Council on women and girls because of my background with the National Organization for women. And I said, absolutely, but there also needs to be a White House council on boys and men. Well, for eight years we work to make that happen and now we're working with the trump administration to make that happen. And no one is getting on board yet. But the importance of making that happen is that there has to be entire change in attitude and atmosphere, that we are not just living in a patriarchal world dominated by a patriarchy. That the world was dominated by a need to survive.

Speaker 2:          01:30:21       Yeah, right. Absolutely.

