Speaker 1:          00:03          Yeah.
Speaker 9:          44:48          stick news is the university has left me alone completely. I shook hands with the dean two weeks ago. We're on friendly terms. They don't want this to go any farther than it has already. The students were tremendously welcoming. When I came back to teach in January, I haven't had a single negative incident at the university and I've received thousands of letters from people all over the world, all of which have been in support. I've received two negative letters. That's it to the people. People have it in Kuwait, longing to have the sort of thing that we're talking about articulated. And so don't be thinking you're alone. It's just that people can't talk, they're afraid to talk or they don't know what to say. And, and those are real problems. So if you're reasonably articulate, like start talking and sharpen yourself up. I mean the enemy is, is a cloud. Their cloud is nat. They're only courageous in groups. They're only courageous. And moms, if you stand your ground and don't apologize and articulate things properly, they'll disperse around you. Like they're not even there. So most of it's illusion. So don't be be afraid, but be afraid of the right thing. And the right thing you should be afraid of is not saying what you say. Cause that's the same as not being. And here you are suffering away. You might as well be at the same time, at least then there's something to you. So,

Speaker 3:          46:13          so

Speaker 7:          46:14          one of the other things I wanted to ask your opinion about is what rule do provocateurs play in the debate over free speech? So, uh, the example of the day is, is obviously Milo Yiannopoulos. Um, are these champions of free speech or do they undermine public support for the right or are they simply self interested people who are hijacking a right in order to promote themselves and their own interests? Um, and obviously is this a new phenomenon or is this something that is, is, is age.

Speaker 9:          46:47          They're all of those. Marlowe is a classic example. He's an amazing person. I mean, he's, he's a contradiction. He's a walking contradiction. You can't pin that guy down, right? Like, what is he half Jewish, half English gay, uh, Catholic, provocateur Catholic. Who's, who's, who's really, who's really, yeah. Who loves black guys and who, who, who is it? Who Appeals to American Republicans? It's like, what are you going to say about something? Somebody like that. It's like he's a, he's a, he's a trickster figure. Archetypically speaking, you know, and he's, he's a provocateur and a comedian. And the funny thing about Comedians, they're like gestures in the king's court. The gesture was the only person who could tell the truth because he was beneath contempt. And that's the role that comedians and provocateurs play. They're poking, they're poking and laughing and making fun and you know, Milo Christ, even dresses like, what do you call those?

Speaker 9:          47:41          A Harlequin, you know, he's a trickster and trickster figures, emergent times of crisis. And they point out what no one wants to see and they say things that no one will say. You can say all the terrible things about him. He is a provocateur, he's an EGOMANIAC, he's a, I don't think he's narcissistic, but because he has the real capacity for self reflection, but, and he's brave as can be. I mean, and, and he's unstoppable on his feet. He just amazes me. I've never seen anyone ever, I don't think, and I've met some pretty damn smart people. I've never seen anyone who can take on an onslaught of criticism and reverse it. Like he county. It's bloody amazing. But he is all those things you described, but you know the times call forth us the speakers and we've called Forth Milo.

Speaker 4:          48:29          Yeah, well then that tells you what our times are. Milo's been on my show and he's supposed to come against him. He's at, he's exactly the things that Jordan said at times. He, he has an ability to depart from truth. You're speaking to shy. So for example, when he says things like, there is no such thing as lesbians. I appreciate his provocateur nature. But then it'd be nice to stay closer to the truth. But to the extent that he is getting a lot of young people engaged probably more than Jordan and I could, you know, in our lifetimes a lot of people are associating to him and so as a central message is truly important. So even if once in a while he makes a departure from truth, our grant him that because his greater, uh, his own death is quite important. So I certainly support them.

Speaker 8:          49:21          Oh, just add that a is the so called extreme speech that pushes the envelope and that ends up in the long run being fundamentally transformative. W The top question ask always is, you know, is it true or to what extent is a true or why is it not true? Truth is always the thing too to think about. We should never be concerned with whether something is quote extreme or not. Cause that changes from year to year, from decade to decade. I mean you think, you know, in 1969 it would have been extreme to advocate for gay marriage. That would have been an extreme position with less than 1% support. And today in many quarters is considered extreme to say that gay marriage is a bad thing. So extremism changes from, from year to year, decade to decade, month to month. And it should never be a criteria for your speed is an extreme or nuts. That's not the right question. The question, is it true or false? Is it right or wrong? Those are the questions to ask. Okay.

Speaker 4:          50:22          Um, really quickly, one final question. Um, part of the debate that we have,

Speaker 7:          50:28          uh, when we talk about free speech is in universities. Is is a university of public institution or is it an institution of higher learning? No one would dispute that the manning center is free to invite disinvite or not invite anyone that they want to come to this conference to learn and to train. But because universities are recipients of large amounts of tax dollars, are they more of a public institution that is required to provide a bigger forum for speech free speech? And where do you draw that line? When organizations that receive large amounts of charitable tax benefits are freer to disinvite or not invite or not host, you don't have to give a platform to someone who speaks, who disagree with, but when do you, when you're the recipient of public monies. Okay.

Speaker 8:          51:16          Well, I think in the current context with, with the universities and receiving $13 billion a year from taxpayers in that particular context, I think that they don't have the right to behave as say, a private institution like Trinity Western University, uh, which gets no government funding. That's very different. If Trinity Western University, uh, said we're going to ban the expression of, of um, atheism or Islam on campus and see what's private institution as long as they're up front about that, that when you go there, you know that, uh, pro Islamic or pro atheist speech is outlawed and you still choose to go to that university. But ironically, uh, what I've heard from people, uh, currently and in the past that are attending trinity is they do have Muslims and atheists and gay people there. And it is a healthy, vigorous intellectual climate. But in response to the question, if, if you're a private institution, you can invite or not invite, you can do whatever you want. Uh, but for the university is because they're holding themselves out as supposedly in favor of academic inquiry and free expression. They should be required to honor that commitment that they've made to, to taxpayers.
