Speaker 1:          00:00:00       Yeah,
Speaker 2:          00:50:35       Despite the fact that their own damn data indicate, for example, that Asians are overrepresented in the legal profession. Which I know that the whole idea is if you have a theory and then you have a data point that invalidates the theory, that's a reliable data point, then your theory is wrong. And the fact that the white dominated legal profession actually promotes Asians at a rate that exceeds what you would expect by a population and that was just absolutely invalidates the idea of systemic racism, but it doesn't matter because the law society's been taken over by a small coterie of extraordinarily dedicated postmodern activists and the, the amount they care for facts zero since they don't even believe in the existence of factories. So

Speaker 3:          00:51:20       we've had, we've had the same thing happened to the law society in Australia. Um, my husband's a lawyer and he brought home the Law Society magazine. And on the front cover was an article about unconscious bias training and how it's going to be mandatory for all lawyers in Australia. I sent off a couple of emails to psychologists I know who do research in this area. And one got back to me saying there is no data there. There are no Meta analysis and there are no randomized controlled trials that show that unconscious bias training has any effect after a couple of hours. Like it might have an initial effect on people when they're doing a pencil and paper survey. But after a couple of hours, that's all gone and there's no long term effect on any measurable outcomes in the workplace. So there's no shortcuts. It's a complete scam. Yeah, yeah. Stem

Speaker 2:          00:52:25       and it is based on, on the, you know, the implicit association test of course, which is being pushed by people who have a very explicit radical left when you gender by the way because measurement, but now she is known quite well for that. It's been absolutely misused. Like the relationship between so-called implicit bias and and categorization isn't well understood. We don't understand the relationship between implicit bias and the kind of in group preference that makes you love your own family, for example, as opposed to, you know, equally distributing your care across the entire expanse of 7 billion people, 7 billion people that make up the human race, which of course you just simply can't do that. Behavioral effects of that implicit a s a categorization, let's call it rather than bias, aren't well understood and there's no evidence whatsoever that unconscious bias retraining programs do anything that's positive whatsoever. And yet it's being pushed especially and being made mandatory. It all sorts of levels of corporations and like, I can't understand why the lawyers, for example, put up with this. It's like they're being accused. There'll be, there'll be accused of guilt before innocence, which is all a bunch of racists. They're being accused in the most appalling way because they're saying, well, it's. It's even unconscious. They're going after the know the, their targets, unconscious perceptions, which is so totalitarian that it. If it isn't even something that the bloody associates could have thought out.

Speaker 3:          00:53:55       Legal profession as far as I'm aware, relies on the reasonable person standard and the practitioners. So lawyers and judges are supposed to be free of bias. I mean I, I mean they're not. If you, if your, if you are in trouble with the law and you go to a lawyer, he's biased toward or she's biased towards you, but if, if you, if the legal professionals are now saying that their lawyers are inherently racist and sexist, I mean that undermines the entire profession.

Speaker 2:          00:54:34       Well, I would also say that that's actually the reason that this is being done is to undermine the entire profession. Because the Meta story behind the postmodern and Neo Marxist activists is that everything about Western civilization is corrupt and oppressive and should be taken down to. It's stripped down to its roots and rebuilt, and so the fact that the implicit messages, while you can't trust the legal profession, is no problem for the people who are doing that because that's exactly what they think. They think the entire editors of Western law is nothing but a oppressive patriarchal construction, which is so appallingly backwards that it's almost beyond comprehension. I mean, I suppose compared to their utopians you, it's an oppressive structure, but compared to every other system in the world, it operates like a charm.

Speaker 3:          00:55:22       I think that's. I think that's the view of the, the postmodernists and the activist, but I think that I think there are sensible people who aren't familiar with postmodernism that go along with this stuff and I see corporations and people, you know, the legal society is implementing this unconscious bias training. I think. I think a lot of it has to do with mitigating the risk of lawsuits and then if they do get a lawsuit, for example, if someone wants to see a female employee, whether it was to sue them for gender discrimination in the workplace, they can say, oh, well we've, we've had this bias training. We're trying to do the right thing. For example, Google have been google, now I have a class action lawsuit against them. Uh, a handful of female employees are suing them for Jenna discriminate. They're saying that there is systematic gender discrimination because they were paid less and some male engineers that were hired at the same time that they were and were promoted more quickly. And so I think, I think a lot of this, these policies are, uh, companies and corporations just trying to cover their backside when it comes to threaten legal action.

Speaker 2:          00:56:43       No, no, I think that's right. I think that's driven than the United States by legislation like title nine because that's held over, especially in educational institutions, which is primarily applies that's held over their heads, like the sword of Damocles and, and it's been tremendously damaging. But the problem is for the corporations is that they're, they're chasing away a small table and letting a way bigger devil in at the same time. And so as a short term solution, it's, it's somewhat acceptable. But by participating in these mandatory unconscious bias retraining processes, they do two things. The first thing they do is admit their guilt, right? Practically pragmatically speaking, and that's a big mistake. It's a massive mistake to let someone accused you of unconscious systematic racism and bias and then to allow yourself to be retrained because you're basically admitting guilt. And I can't see that that's going to put them on a stronger legal ground moving forward.

Speaker 2:          00:57:44       Because by saying what we need this training, you're admitting that the problem exists at precisely the level that it's being diagnosed. And you know, my experience especially with say with large law firms is that they're so goddamn desperate for talent that they do everything they possibly can say to retain their women over backwards and tie themselves into knots. Because if you have a female high performing team, male lawyer who's also capable of generating revenue in those people are incredibly valuable. And that, that doesn't mean that there isn't conflict between the men and women in the law firms at an individual level because the other thing that you see happening in high achieving professions among high achieving people is that there were very, very competitive. And I've certainly seen like I've had many women in my, uh, in my coaching practice, let's say who were under constant stress from the men in their immediate environment wouldn't cooperate with them.

Speaker 2:          00:58:43       You know, and my point always was, look, it's not surprising that these men aren't cooperating with you. You're a threat, you're very good at what you do. And they're, they're not only trying to be good lawyers, they're trying to win and you are actually doing the winning. And so they're not going to help you in the objection of the women generally who were agreeable. Women say no. So more on the feminine end of the spectrum was, well, we're all on the same team, same team. We should be pulling together. It's like, well, that isn't exactly how competitive men work. Is that partly they're conscientious, which is the primary characteristic of a high achieving lawyers as well as high verbal intelligence, but they also tend to be very disagreeable, especially if they're litigators and obviously they're disagreeable because they wouldn't be litigators otherwise just scribbled. Men are competitive and they want to win.

Speaker 2:          00:59:36       And it's another thing that we will talk about the camp talk about is how in the world men are supposed to compete with women because men don't know how to compete with women. Winning is, is preferable to losing let's say, but it also tends to make you into something of a bully. And that's a big problem in competitive environments because the competition is actually part of what drives the productivity. That's right. So it's, it's also on an Nada, not a straightforward thing to sort out at all. And, and I don't know exactly what we're going to do about that, but um, so some of what's regarded as say, prejudice against women. Some of that can be nearly attributed to the fact that men are competitive and they, they treat each other harshly as well. It's not as if it's limited to there. In fact, I, I know perfectly well that it's essentially mitigated in the case of women. Men are harsher with each other than they are with women even though they can be perfectly plenty horse with women. So, but it's part of the, it's part of what's accepted as normative in, in, in primarily male situations show.

Speaker 3:          01:00:47       Sure. And the, it's a, it's a different kind of middling or you know, the, the, the casual insults. I mean that it's not taken as offensive often email only groups. It's, it's almost a way of bonding. Yeah.

Speaker 2:          01:01:06       It's also part of the mutual testing that goes on because one of the things you want to find out from a new work crew member, let's say, and I really saw this when I was working in, in working class situations, is you, you really, uh, um, harass the hell out of them for a couple of weeks. You know, put them down, give them nicknames, make fun of them. And a huge part of the reason you're doing that is to see if they have the kind of emotional and psychological integrity that would indicate that they could take a joke, they can give a take, they can stand some competition and that they're not going to, they're not going to shirk and they're not going to fail in a crisis and men are good at doing that with each other and it's harder to do that with women. It isn't obvious exactly how you should do that.

Speaker 2:          01:01:51       And I mean it can be managed, but it's not. It's definitely not the same thing. It's a thing. And yeah, I mean I think part of the reason too that men are bailing out of so many university disciplines is because they also don't know how to manage the environment when it becomes female dominated, they're not exactly sure what the rules of engagement are. Like I respect my, my, my attitude is something like no holds barred and let the devil take the hindmost. Right. It's something like that. And I can be as harsh and blunt and straightforward as I want to be in a situation like that and then, but the rules aren't the same when dealing with women and it isn't exactly that. I know what the rules are, I just know that they're not the same and that's quite confusing, you know, like my TV appearances, one of my producers is always cautioned me about panels that are mixed sense and, and, and he said it's very bad for him on television to, to be on the attack in a mixed sex panel because you come across as a bully.

Speaker 3:          01:03:01       Yeah. And, and, and,

Speaker 2:          01:03:04       and fair enough, I understand that, but I also don't know what to do about it because it seems like, like pulling my punches so to speak seems like seems necessary but also oddly inappropriate.

Speaker 3:          01:03:18       Yeah.

Speaker 2:          01:03:19       It puts me at a loss. I'm not, I'm not exactly sure how to manage it.

Speaker 3:          01:03:24       Yeah. Well, you know, it's one of those, it's one of the situations where there's a lot of variation among women and um, any, any. If you don't know anything more about a person other than the fact that they're a woman, you don't know if they're on the sort of male typical, they're more masculine or they're on the highly agreeable, you know, feminine, you, you don't know anything about their personality, so you don't know if they're going to be able to handle that given. Take. One thing that I find really interesting is that we know, we know quite a lot about male competition, but we don't. We haven't studied female competition a great deal. I know that some evolutionary psychologists have been studying it like an capital, but you know, women compete with each other as well and women have their own forms of aggression. But it's all, it's, it's very. It's not spoken about much white culture. Well, we don't even in the workplace, women compete with each other. And um, and, and I think that's it. You know, we're, you know, women might come up against hostile or hyper competitive men, but women come up against other women as well. And, and it could be the case that a younger women and not what one speculation or hypothesis that I've had is that younger women don't always find it easier to work with older women because there is competition there and hostility. No,

Speaker 2:          01:04:56       there is evidence that women are happier with male bosses than with female bosses. And your, your observation about us not understanding the competitive landscape is spot on. We don't understand the male dominance hierarchies very well because females, females in the workplace or in a female dominant Turkey and the male hierarchy and the rules are not the same. And there's certainly, there's a, there's a kind of sexual attractiveness tension between older women and younger women. That's, that, that doesn't play the same way with men and and it, it puts a strange dynamic into the workplace and it's certainly by no means evidence, evidence self evident that women are women's best friends in the workplace either. So these are all things that we don't understand well and are afraid to address. And I'm very curious about the female dominance hierarchy because it's not predicated on the same presumptions as the male dominance hurricane.

Speaker 2:          01:05:52       I had a friend of mine who's a very, a very insightful person and he was talking about, um, the mode of dress that's characteristic of repressive Islam, you know, and one of his hypothesis was that it was a way that the older women exercise control over the sexual attractiveness of the younger women. And then it's actually not primarily a phenomena that's associated with male dominance of women at all. I think that's a really interesting hypothesis and highly credible because young women have a tremendous amount of sexual power and, and that needs to be, well, that's a, let's call it a complicating factor. We could at least get along. We can at least get away with that. It's a massively complicating factor and we also don't know the degree to which women use sexual attractiveness in the workplace as a, as a motive, achieving dominance and power.

Speaker 2:          01:06:41       And you know, one of the things I've thought about for example, is, um, and I'm not suggesting that this is something that should be done, but you know, truly a Gal, a society that was truly aiming at removing sex bias from the workplace might ban makeup. Because it's not, it's not self evident to me that that's, that's appropriate from a, from a technical perspective in the workplace because it mixes sexual attractiveness with functionality in a way that, well, in a way that at least is complex now. I wouldn't ever say that we should go so far as to ban makeup in the workplace, but there's a point to be made there, which is that we haven't separated out the politics from the sexual politics and that's a major, major problem. And, and, and partly because we can't have real discussions about it. Generally speaking, it's something that stays unaddressed.

Speaker 2:          01:07:33       And so, so I'm going to stop, I think. Yes. Uh, I'm very happy that you agreed to talk with me today. I'm, I'm a great admirer of your website. I think Colette has done a remarkable job. I hope we get a chance to talk again. I'm certainly going to encourage all the people who are watching and listening to contribute to your patron account because I really believed that support for that is going to be in everyone's best interest, let's put it that way. And so, um, thanks very much for the conversation and I hope that we get a chance to talk again in the relatively near future and I'll let you know when this is up and all of that. Okay. Right. Thanks. Nice talking to you. Alright.
