Speaker 1:          00:00:01       No.
Speaker 3:          00:32:35       Exactly. I said this on Brian stelter show on CNN is they were going over, this is when, when trump was tweeting against Hamilton, and I said, like, let's, let's be fair to both sides. If Obama had done this to a nascar event, like some Nascar event in 2011 boot, Michelle, and he'd gone on and said, these Nascar people should shut up and apologize. Basically, you know, it would've been applauded, but he would have been applauded by the left. And now trump does on Hamilton and it's just the end of the world. Oh my God, he's going to shut down our beloved Hamilton. And he's, by the way is right. It's an overrated musical. But the, but, but on the other side, I haven't seen it on the other side. Uh, you know, he had people on the right and they're like, yeah, look at trump.

Speaker 3:          00:33:08       Really punching, really, really taking it to them. I was like, all right, but when Obama did exactly the same sort of stuff, when he was calling out Fox News by name and saying that it was that they were destroying the political process, we were saying, wait, the the president of the United States should be going out and attacking specific news outlets for how they report. That's really gross. It's so funny. I had somebody tweet me saying, why didn't you ever say this stuff about Obama? And I linked directly to a video from 2013 I said exactly this about Obama and it's in again, you could probably spend your whole life trying to correct the things that people tweet. But that's what happens is that people get into this, the, the, the, they get into this mode where, yeah, when Obama did it, it was the Democrats didn't care.

Speaker 3:          00:33:43       And it's like, yeah, but that, that argument also applies to you. You did care when Obama did it and now you're pretending not to. So the hypocrisy argument cuts both ways. It's double edged sword. He can't claim the Democrats are hypocrites about trump at the same time that you're being a hypocrite about Obama. All right, so let's shift away from a little bit of the horse race pilot from broader themes. So the free speech stuff, you have been in the thick of it. I mean, yeah, it's going to party truly, truly in the thick of this, you get protested at pretty much every, when's the last time you were at a university that you weren't protests? And I mean, I would say half the universities. I go try, I protest protested. I mean I go to a lot of universities. I, I've, I've spoken at 10 in the last two months I would say.

Speaker 3:          00:34:17       I guess I only hear about the one, we only see the headlines about the ones where there are heavy protests had taken maybe a third of them. I get heavy protests. Okay. So about a third of them, you're getting heavy protests now. I would venture to say that for everyone that's listening to this interview so far, whether they agree with you or not, you don't seem to be a hate monger or some sort of white supremacist or Jewish supremacist or some other Nazi related something or other like, okay, what are these people thinking? What do you really think is going on for these people? Cause it's a lot of misguided nonsense. And, and I've spoke at Ucla with Milo, which is a whole separate crowd. Your crowd obviously. Uh, but there are protesting him too. Yeah. Well, I mean I think that the, for the most part people, I don't assume my own level of notoriety. So I think that most of the people who are protesting me, I've never heard anything that I've said or read anything that I've written.

Speaker 3:          00:35:05       Yeah, exactly. When I was at Wisconsin, one of the things that a lot of the fliers come out and the fliers put like the most provocative title they can to get people to come. Right. Um, and then usually that they're, they're fine. But it did. But, uh, for example, Wisconsin, I had people getting up and chanting. I had a guy right at the beginning stand up and say something about how I was enabling Hitler. And I was like, dude, do you see the Yamaka? Like what are, what are you even talking about? Like what are you talking about? And then they were chanting, they were chanting f white supremacy. It, man, it's like I've been spending this entire election cycle under assault from the white supremacists, right? Because I told them that they, that they're wrong. And I think that they're evil and the, and literally the number one online target of the, all right, so how about right?

Speaker 3:          00:35:48       Yeah, exactly. Yeah. And so, but I'm getting protested by it, by the, by the blm crowd. And so it's, I think that it comes from ignorance. I think it comes from this place where any opposing view must be attacked and we don't even have to do our research. We don't have to try and debunk it. It's a bunking. It actually takes effort going and yelling about it doesn't take any effort at all. And that's why whenever I do these lectures, the first thing I do when we do q and, a, as I say, if you disagree with me, you get to go first. All people who disagree go to the front of the line and it's and it, cause that's always more interesting and I treat the people who disagree with me actually with respect. If you're not, if you're not yelling at me and you're not flipping me off and shutting f white supremacy, I'm happy to treat you with respect and have a civil discussion.

Speaker 3:          00:36:28       I do it all the time and that's the one you can win over. Right, exactly. It's selfishly rewarding for you because that's the guy who was on the fence that might come to your thigh or at the very least we can have a discussion where the person gives a point. I get the counterpoint and all the, all the whole audience is smarter for it, that the audience is not smarter for having these people chance and stand in front of the stage and try to disrupt an event and me write more ons on the trop board behind them. I mean, it's fun for me and I think it's fun for the crowd, but it's not, but it's not informative in any way except to show that there are these people who are out there. How does it feel just just on the personal level when this stuff's happening?

Speaker 3:          00:37:01       Cause there are threats. I mean, again, when I was at Ucla, I think there was a bomb threat. People bashing on the door, seemed like they were coming in screaming like we didn't know if by, you know, uh, anything violent could happen. Like all that stuff. Like just on a purely personal note, you are a person, you're a relatively new father I think. Like, yeah, I've got two kids in three years. Yeah. Okay. So just on that note, like putting yourself out there like that, what do you make of that? Uh, well, I mean, I don't tell my wife about it. She, she not on twitter, on twitter. She does not do the facebook thing. I off everything. Yeah, exactly. Like, Hey, she's, she's kind of protected from it. Um, I have, I feel like I'm usually the safest person in the room. I'm the only guy there were security, right?

Speaker 3:          00:37:38       So I've got my own private security, uh, that we contract to do these things. The first time we did it, I was like, why are we even doing this? And turned out that was cal state La and there's like an actual riot there. So it's, so yeah, I'm now, I'm now, I've got security guys who come with me. Um, I'm always relieved when it's not that because again, I would much prefer to have just a normal, like I'm not looking for the, I really am not looking for the headline that says protesters come in, Shapiro finishes protesters or whatever like that. Honestly, that's easy for me. It's not hard. Like these people have a combined icu in single digits. It's not difficult to make stupid people look stupid. It's more difficult to actually have a conversation with somebody who has a point of view and some facts to back them.

Speaker 3:          00:38:15       I was more interesting. Um, but you know, as far as the personal safety aspect of it, um, I, it doesn't, it doesn't concern me. It's physical safety as much as just sort of your men mostly puzzled. I'm like, what? Why? Like what am I saying? Like I'm here preaching decency and non identity group politics and I'm getting protested for that. Like I have people yelling at me and threatening violence because of that. Right. I could understand if I were coming here and I was saying something that's, that's you know, actively calling for violence or something or even implying that violence is okay in any way. But half of my speeches are about why violence is never okay. Right? Like you don't get to hit people if you disagree with them. And then to prove my point that come and they try and hit people who disagree with them.

Speaker 3:          00:38:50       It's just like, it's so bizarre. Right. Where were you with the, with Christina Hoff. Sommers Paul. Yeah. Paul. Which depaul is banned by low. Right. And then the, the, well they ban Milo and then they immediately banned me on top of that. Right. Like housing. They're like, and, and then first of all, this is absurd. They Ban Milo. Everybody knows about the disagreements that I have with my, but it's absurd. Milo getting banned from campuses. I'm sure it makes me really happy because the headline, but um, but it's, it's stupidity of the highest order. Uh, if you disagree with him, go into bunk him. Um, if you disagree with them, don't show up. I mean, that'd be the worst thing you can do to Milo is just not show up for one of his lectures. Um, but it's it. But the, you know, they banned me on top of that at Depaul.

Speaker 3:          00:39:27       Uh, and then they didn't even give it like they're only excuse was the security and it was like, he can't control your own students. That's not my fault. That's your fault. You're a university. Should be doing that. And then you can go view the video. They actually, uh, we announced that Christina was going to be speaking there and I was going to, you know, accompany her and they wouldn't let me in the building as a guest. They wouldn't let me in the building as a member of her team and they wouldn't let me in the building and just sit in the audience. What are they saying to you at that time? Are they saying because their people are threatening violence and there were no threats of violence? That was what was amazing at Depaul. Like we walked up and the whole day they'd been telling my security team that if Shapiro shows up that we're going to arrest him.

Speaker 3:          00:40:03       If he shows up then we will literally and at the, at the place for trespass. Right. So I mean that would be the crime is trespassing on their campus. They literally went out and got a share from Cook County to sit there to facilitate the transfer of arrest. If the campus police arrest you, they have to have somebody from the county actually be, it's actually, you have the guy sitting there in the law? No protesters anywhere. None. Right. I mean it's 30 police officers and security guards and me and I walk up and I was like really? Like I can't it like Sofa. And I said, you know, if I take two steps forward, are you going to arrest me? And the guy said, yeah and giant guy. Yeah. People were like, you should have, you should have gotten arrested. It's like well you know at that point I'm really not so hot on spending the evening.

Speaker 3:          00:40:41       And They Cook County prison, Cook County jail for the, for the of your beliefs, but not to the point of, well again, they actually have the right to arrest me. It's a private university. If it were a public university, I would have walked, if you were in private, if a Republican diversity, I would have made them arrest me at a private university. They do have the, they do have the legal right to, to band whoever they want. It just demonstrates how ridiculous they are that they're willing to arrest me. And the fact that again, that they're taking everyone from you to milo, it's like that's showing real intolerance. Cause it's not just a sleep. It's not just [inaudible]. It's people that disagree wildly on things. Exactly. Well they except, except if they are remotely construed as right wing. Right. So if you're, if you're in a, if you're a terrorist convicted in Israel, you can speak at a, they had one speaker in 2014 I think at Depaul. So if you, so you have to be within a certain spectrum, but they refused to even acknowledge a spectrum. Right. Although depaul actually did write depaul, depaul came out later and they, and they tried to distinguish kind of what I say from what Milo says, which is kind of interesting. But that didn't change their behavior enough to actually let me speak.

Speaker 2:          00:41:45       Yeah. All right, so let's, let's just do the Milo thing quick. I don't want to, I don't want to dwell on it, but, but so many people ask. So for the record that you sitting here right now, I will fully say what I've said many times on twitter, which is that my low had the original idea of doing it. He sent an email to our team, said, let's do this debate. Me and Ben, table moderate, you immediately responded, yes, you gave dates. And then Milo basically dipped out that says the truth. As much as I know it

Speaker 3:          00:42:13       and say, no, that's exactly right. And so, and then went around the country proclaiming that I had chicken down and trying to derive this rivalry with me that I could not care less about. Like Milo, I wish nothing but success to, to my low based on the good things he does. I hope nothing but failure for him, for bad things that he does just like anybody else. And it's, and you know, as in, you know, I'm not going to play Lucy and the football with him and he ducked out. He chickened out. And uh, and I mean, look, the fact is that even the fact I was willing to do it in the first place after he was tweeting pictures of me as a black baby on the day that my son was born because I'm a cock, it was, was a bit generous. But then now that I'm not gonna, I'm not gonna play that game. That's not my game.

Speaker 2:          00:42:53       And the thing is, I genuinely liked both of you and I think we could have done something really good. I have my own coming back in in February. I think that, my guess is that the ground, the ground is a little too scorch. Yeah. I'm not, I'm not interested.

Speaker 3:          00:43:05       Yeah, okay. Again, I'm not interested in doing the Charlie Brown lucy routine so that he can go around the country proclaiming that he's brave after having checked it out. Yeah.

Speaker 2:          00:43:11       And for the record, when he comes in in February, I'll say the exact same thing to him and he can say, well, that's fine. That's fine. Um, all right. I'll be very sophisticated in British stuff. Uh, the alt right thing. Now I have done a couple of videos on the alt right. I general feeling, although I think something is changing now that trump is in power, is that for the months leading up to the election, this was mostly a bunch of shit posters. It was mostly a bunch of anonymous four Chan and reddit people. It was not really white supremacists and neo Nazis. There were some of these people in the mix of it, but it was just people who were home in their basements or wherever that were tweeting at people in power media, people, politicians to upset everybody, to get them retweeted, to get everyone to show, I'm such a victim, look at me, look what's happening to me online. I'm separate. And basically what I've said is if we deal with some of these issues, honestly, like immigration or Islam, Islam or something, that's how we'll defang some of the rhetoric around all this stuff. And so I think there's truth to that. Now. I think it's starting to shift a little bit now that, that trump won the election,

Speaker 3:          00:44:14       right? No, I think, I think there's truth to that. So what I've distinguished in interviews or talking about this is the outright philosophers and promulgators Milo's a problem we had of the alt right. Uh, and he denies head, but he likes to play the clown nose off clown nose, offer a teen and clown nose on clown nose offers him with the outright. Yes. I'm not, I'm not really a member of the outright. I just write stories giving they're expressing their viewpoints. Uh Huh. Um, but it's, uh, but the, the piece that he wrote for, for Breitbart about the outright is a really definitive piece about what the alt right is. Uh, and I think that for the most part it's pretty accurate. Uh, there, the, the outright philosophy isn't a lot of people who consider themselves outright right or not technically outright right? They are, as you say, shit posters, right?

Speaker 3:          00:44:50       There are people who have been drawn in by the idea that they're being politically incorrect and they're violating taboos. And it's kind of fun to do that. And it's very teenagery and all this kind of stuff. Um, the people who are actually hardcore old writers, people who, Milo, he knows that her philosophy and he talked about it and that piece, right? The people, the Richard Spencers and the jury, Taylor's and all those groups, those people out, our actual honest to God, white supremacists. And there's a line in that piece where he talks about about civil as Western civilization being inseparable from ethnicity, uh, which is white supremacy, right? That that is definition of white supremacy. So it's a, so that's the philosophy, but a lot of people consider themselves outright, had been dragged into that by people who have been inaccurate in their definitions of the alt right.

Speaker 3:          00:45:29       So instead of just saying, okay, there's the, the people who actually believe this white supremacist crap, and then they're a bunch of people who are just posting stupid stuff online to get a rise out of people. They had conflate the two. And then what's even worse is that you get people who are legit, you know conservatives who don't know what the alt right is. And so they assume that everybody who is antiestablishment is outright. And so that gives them a number that they don't actually hold. Right. The number of people who are definitely, who are really outright, like the people who actually believe in white nationalism or white superiority, that's a really small number of people. It really is. And then they've built themselves out. They've kind of built this, this, there's the, there's the core and then there's the chaff. They've built this kind of large chaff sphere around themselves.

Speaker 3:          00:46:11       And one of the, I think tasks we have is to try and separate the core from the chaff and say, okay, you know, all you people who are anti establishment, listen, I'm antiestablishment too. I think Mitch Mcconnell is terrible. I was not a fan of Paul Ryan, but that's not the same thing as being alt right. And so, you know what I'm fearful of is the winks and nods to the actual outright. Like I think when I say winks and nods, and I've been saying this for awhile, like when, when Donald Trump was on tv and he was asking about the KKK, I don't Kkk, I've never heard of them. What are you talking? Okay. Like we all know that you've heard of the KKK. We all know you've heard of David Duke. You're your microphone didn't malfunction. You were, you'd be like you, it was two days before the Louisiana primary and you didn't want to alienate voters who thought you were going to win in the Louisiana primary.

Speaker 3:          00:46:50       Right? That's, that's what was going on there. That was, that was a wink and a nod, right when Donald Trump was retweeting white white nationalist accounts, right. When he's, when he's granting legitimacy to some kind of, I wouldn't say fully outright figures, but people who are very popular with the alt right, the Alex Jones crowd. Uh, that's, that's the kind of stuff where you're getting into kind of a gray area. Um, but the do I do, I think they're an upward moe, an upwardly mobile threat. I think. No, because I think their philosophy is so repugnant that most people, the vast majority of people think that's stupid. But I think it's easy to sucker people into thinking they're all right. And the game there is you sucker people into thinking they're all right and then like me attack the outright, then they go, oh, he must be attacking me. It's like I'm not attacking you. Yeah. Okay. So you post a puppy meme, like, okay, so I think you're stupid, but I don't think you're all right. Right. I think, but as I said before on your show, and I got a lot of flack for it, if you tweet at me something that's indistinguishable from David Duke, it's not my responsibility to determine your motive. Like it's a tweet. I'm going to treat that the same way that I would treat treated tweet from David Duke. It's an idiotic tweet from an idiotic person. So how much

Speaker 2:          00:47:54       then is just related to the Internet culture in general? Because so when I saw the, was it spencer in DC? Yes.

Speaker 3:          00:48:01       Yeah. Okay.

Speaker 2:          00:48:02       So I've had a family members on both sides. My Dad's side and my mom's side die in the Holocaust. I suspect you probably did as well. Um, so I don't take kindly to that in any way. Uh, I don't like it. I'd rather not see neo Nazis and all of that stuff. However, I saw that and my thought was these are 200 losers. And unfortunately we've now, the media will now run this. It'll be on CNN all day long. Everyone will keep talking about it, talking about and talking about people. Tell me all the time, talk about it. Talk about it more. Yeah. And it's like all we're doing is inflating this thing that these people have always existed. Hate is always going to exist. I can't make every person Niagara eight black people, I can't make every person not a juice or gay people or whatever it is. It's, it's human nature. You may not like it, but it's human nature. And I think we're, we're inflating this stuff.

Speaker 3:          00:48:51       Yeah. So I, I agree with that and I've, and I've argued against sort of the inflation, but by the same token, I think that there's been empowerment of the fellow travelers and people who the outright sees a sort of ideological forebears people like Pat Buchanan and I mentioned Alex Jones. Alex Jones probably isn't technically all right or wouldn't consider himself thoughts, but when he talks about Jewish influence in the media, in his rand's, he's obviously granting them a lot of kind of credibility and, and he's giving them some ammunition to feel like they have a allies. There are a lot of people who seem to be okay with, with benefiting from the shit posters and the, and the alt right groups. Uh, if they can gain traffic. That was my main critical Breitbart by the way. Like when I said that, that Steve Bannon was appealing to the alt right.

Speaker 3:          00:49:28       That's because he called himself the Plat Breitbart a platform for the alt right. And the idea was that he was, and this is always been my critique of Steve and the left doesn't understand anything remotely approaching moderation. So my critique of Steven Breitbart was always that what had happened was that Breitbart had been moved and direction when they were willing to pander to some of the worst people on Earth. My posting material that appealed to those people. Uh, and, and that demonstrates to me a tremendous will for power from, from Steve and a willingness to work with anyone to get there. And that's my main critique. And the left immediately sees done, oh, well he must be an antisemite. It must be a racist. And it's like, no, that's what I said. I said, he's an opportunist. You've gone out of your way to say that you don't think he's in it, but no, I don't. I don't have any evidence at all. But Steve's an antisemite. Yeah, no, I think Steve's an asshole. But I don't think she's an asset to them.

Speaker 2:          00:50:13       Right. So what do you make of that then? So you worked with the guy who worked, he was technically your boss, right? And you're like, yeah, and he's chairman of the company. Yeah. So he was technically your boss. You have no evidence that he's an antisemite, right. You as the, as the Adl said, you were the number attack, a recipient of antisemetic abuse online. So you are aware of the idea of it. For sure.

Speaker 3:          00:50:33       And I will say it again, there are people who probably will get this following. So for example, when Milo was banned from twitter at my Auntie's medic feed went down 70% immediately. Really? Oh yeah. And so, but see the question, to know where those his, where those actual antisemites or shit posters in all likelihood they're shit posters. Yeah. I would guess that 90% of them are. But what you are doing is you're mainstreaming the idea that this sort of rhetoric is okay. Because in, this was always my critique of, of sort of the, the notion that it's the same thing to be politically incorrect as it is to just be a bad person. Right. Like if it like political, the, the whole point of fighting political correctness is so you can say true things in order to promulgate better ideas. It's not, you can then you're not doing it in the world any good by just shouting the n word.

Speaker 3:          00:51:13       Yeah. Right. Not doing me any good or the world any good by just tweeting people pictures of black kids. Cause you're a cock. Yeah. What, what, how, how is the world become a better place because it has the dialogue become any better because of that. You certainly have the right to do it. I'm not arguing. You don't have the right to do it. Yeah. But you also have the right slap yourself in the face of the frying pan. You know, that's the, you have the right to do lots of stupid thing. Yeah. The question is there are people who aren't making the affirmative case that this is making the country a better place and making the dialogue more open when in reality what you're actually doing is you're breeding the resistance to the dialogue. Right, because then,

Speaker 2:          00:51:40       yeah, look, I guess what those people would argue is that the system has become so rigid and so afraid of everything and every idea that the only way you, I mean, I think my actually said this to me on my show, which was a year before the election that this was the only way we were going to break any of this,

Speaker 3:          00:51:56       but even Milo knows he's lying. Yeah. Next one mile is on. Ask Him one question if he thinks that's true, ask him to say the n word on your show. That's the most rigid taboo in American society. Asked me to say the n word. If he really believes that all taboos oughta be broken because taboos are worthy of being broken, and then we have to break down the system. Ask Him if he has the ball sitting on word on your show.

Speaker 2:          00:52:13       I will do that. I guarantee you, he says no. All right, so I'm going to guess that we can't solve the entire alt right thing right here, but I think something we can possibly solve is the media question related to all of this because mainstream media is absolutely crumbling. Everyone knows it. Yeah. When I was on with you on election night, what I kept saying was we've watched the mainstream media slowly crumble as the online media has risen, and I think as of the election, it's actually starting to tilt and now the online guys are kind of winning, which is why you're seeing all this stuff about fake news. Not to say that, and some people online are a bushing out fake news. I get that. They are, but what do you think first of the, of the meme of fake news, it seems pretty obvious to me, although I don't know who the full conspiracy behind it, that someone in power is pushing out this idea because they lost control.

Speaker 3:          00:53:00       Yeah, I mean, I don't, I don't think it's a conspiracy so much as somebody says, there's one story that comes out, right. And fake news and everybody sees is on it. Right. Which is usually how I like being in the right way. Media works. It's, it's, it's like, it's a, it's a, you know, to sharks grom like it's, it, the, the term is in the water. All the sharks come. So somebody says fake news, they go, ah, that's a great excuse for why Hillary Clinton lost because everybody believed all these fake things right now

Speaker 2:          00:53:20       mirasee of basically lazy.

Speaker 3:          00:53:22       Yeah, exactly. That's exactly right. That's exactly right. And think that, that it's, again, that's not to say there isn't such a thing as fake news. There is, I mean, there are a lot of stupid headlines that glow around that are not true and that we spend time to banking, you know, from the right and from the left, things that things that are just patently false. Um, and it's, and trump himself was a rather large promulgator of things that were false. And it was important to try and debunk those. But the media had so shredded a total credibility that it couldn't fairly debunk any of this stuff because they were saying things that were false were true for years. And then along comes trump and he basically runs a post truth campaigns. You have two candidates running post-truth campaigns, the media insisting that only one is running a post truth campaign.

Speaker 3:          00:54:01       And then everybody going, wait a second, like you don't get to be the arbiters of truth because you blew all your credibility a long time ago. Well, the problem is that now no one's an arbiter for truth. So I, the, the media certainly wasn't. So I'm glad to see them come down. Yeah. What I would like to see take its place is okay, now it's honestly analyze what's true and what's not true as opposed to what serves our interests in what, what doesn't. So The Washington Post called me recently and they asked if you're trying to determine whether a news source is credible or not, what are sort of some quick keys. Yeah. And I said, well, the easiest thing is are they open with their bias and do they run stories that counter their bias, right? If their, if their news outlet and they only run leftwing stories and there are left wing sites, they only run leftwing stories.

Speaker 3:          00:54:39       They never run a story that counters anything that they say, then you know, you should what you should double check for sure. They're probably just a propaganda outlet. But if they're a site, like I think the Washington Post actually better than New York Times this way. The New York Times is entirely one perspective. The Washington Post not, not talking bout their opinion columnists. I'm talking about the news that they break. Like the Washington Post is actually breaking some anti Hillary News in the past, in the, in the last three weeks before the election cycle. And so, you know, I think it's important to distinguish those. But um, yeah, I mean when there's no gatekeeper, the good news is there is no gatekeeper. The bad news is there's no gatekeeper. Yeah. It's not a full, it's not a fully great thing because nothing has emerged yet that act as a, that and it maybe that's just because we're demanding more of people, but people have to demand more of it. I'm not saying there should be somebody who like, I'm not the gatekeeper. You're not there. No one is the gatekeeper. But I my own gatekeeper. Right. I analyze the news for myself and I don't just believe every headline that I see on facebook. Yeah. And that that I do think is a concern because that's going to polarize the news. If you're just picking the headlines that reinforce your bias. Yeah. Then you're in, you're not likely to, to achieve anything remotely resembling the truth.

Speaker 2:          00:55:41       And it almost seems obvious that this is where we were going to end up because everyone, this is what everyone does on twitter. You cater things to yourself. I try not to do that, but every now and again, something gets to me to the point where we're like, I cannot follow this buzzfeed, my final Straw. We, I unfollowed them already before that gains thing. But I was like, wow, that's why I am followed this drivel. But, but even that, there's a risk in that. Yeah. By slowly just filtering everything into your own little ideology that

Speaker 3:          00:56:09       the best indicator is if somebody is hated by both sides, that's a pretty good indicator that they're at least baseline honest. Yeah. Right. That's, that's, that's like that. There's a level of honesty. And what I mean by that is, is not, you know, people who are obviously conspiratorial, but people who are flack from every side because they don't please one side all the time. That's it. It's not a foolproof test, but it's, it's an okay test for people who tend to be more honest. So you exist sort of in both worlds. Do you consider yourself a more, more mainstream than no, I'm kind of straddle it. But because you're on Fox a lot and you're on CNN a lot me on that often that because they, because again, I have the troublesome quality. If not, they don't know not, I'm gonna say. So it's, it's a little bit of a problem.

Speaker 3:          00:56:51       It's hard for them. A little. They'll have me on like I'm on a Fox News once every three weeks maybe, and I'm on CNN once a month perhaps. But I'm not like a regular guest on any of these places. So if they continue to crumble and if the online thing grows, and as you're saying when there's no gatekeeper, anyone's in, and this is a problem now, okay. As you said, it can be on us, it can be on, it should have us individually, but most people don't have that real risk there too. People are lazy. Right. And that's, and that's, and so that laziness is going to apply except there's not even a shred of, of gatekeeping. So that the problem with a lot of the news that the problem with the fake news critique is that it's encompassing a lot of angles on the news.

Speaker 3:          00:57:30       So it's not that the news itself is wrong, it's angles on it. It's like how politifact does their analysis. So politifact, we'll say about, Mitt Romney will say this, I, this happened during the campaign. Hillary Clinton said something about she liked open borders. Trump goes on stage and says, Hillary Clinton says she likes open borders. Politifact analyzes it and gives it a half true. Right? And he's just repeating exactly what she said, but say, I bet his implication was that she was saying x, y, and Z. It's like, well now that's your calling his stuff fake news, but you're the actual fake news because you're reading implications that you're reading into him. Uh, once, once you get into reading other people's implications, uh, you ended up in some pretty dicey territory. But it used to be that when there was actual fake news, people lost their jobs, right?

Speaker 3:          00:58:09       Like Jason Blair promulgated Fake News and lost his job at a publication that we on the right hate the New York Times. Um, but that's it. There's a difference between that and the angle on the news is wrong or the facts of the story, right? And the angle is wrong. That's not fake news that you don't like the angle on the story. Right? And so, but the left and the right trade, it should recognize this. Not everything that comes from the Washington Post or New York Times is false. It may just be that the angle that they're giving you is an angle that you don't like or an angle that that doesn't reflect underlying truth. It's been out of the facts of the story, right? Yeah. The facts of the story. Right. So when the New York Times reports something like, you know, a, when the New York Times reports a, the, the, if they'd reported, uh, the hands up don't shoot thing just straight.

Speaker 3:          00:58:49       That's, that's fake news. If they report that a black guy was killed by a white officer in Ferguson, Missouri, and then they went with proceeds to report it as though it's a serious problem all across the country. The fake news part of that is their angle. It's not that a black guy was shot by the white guy, you know, in, in Ferguson, Missouri. And what I've seen is that people are throwing the baby out with the bath water. So it turns out you can't believe anything in the media says right now you can't believe their angle. You can't believe anything they say. So if they say Donald Trump hasn't turned over his, his irs reports, he hasn't turned over his, his tax returns. There's a tendency for people to say that's fake news is we know that that's not fake news. That's true. You might not think it matters.

Speaker 3:          00:59:24       You may have 10 excuses why it's stupid, but that's not fake news per se. When everybody just called stuff they disagree with fake news and it's happening now again on both sides. I've never felt simultaneously less bipartisan and more bipartisan about life than I have in the recent past. And then again, that's where I think opportunities because there's so much being reset right now. W what do you think about the risk of, it's not coming from the government in some ways, censorship right now, but we know what's happened with prager u videos where they've put hard restricted lists. We've had, I did an interview with John Mccain who is on, who was on cable news every single day to decided to demonetize it. I mean, you know, I did my interview with Ion Hursey. I leave 80 monetized. Uh, we have all kinds of stories now. If things getting hurt and algorithms, even my low being banned, I get it.

Speaker 3:          01:00:10       Twitter can do what they want. Yeah. So all of this stuff is starting to add up to something, right? Like there's something cracking down on this new wild west out here. Yeah, for sure. And I think that you've seen, you know, twitter pay for some of that and in market share, it's going to be incumbent on people on the right to build an alternative structure to these things. And that's very expensive. And people on the right don't tend to think in terms of media too much. So we invest a lot of money and politicians and we invest a lot of money and think tanks, but we don't invest all that much money in media. There are a few kinds of people who will invest money in media, but the number of like we gave $100 million to somebody to start a business very low. You'll see a lot of people who spend like five to $10 million to start something, but to start an actual twitter, you know that that requires enormous expenditures, the capital.

Speaker 3:          01:00:56       And most people on the right don't see that as a winning business proposition because people on the right tend to think in terms of Roi and twitter hasn't even seen an Roi, right? Whatever twitter is losing money still. So it's, and, and also it's, it's hard to go up against the behemoths like youtube, like there've been some attempts to go up against against youtube before there is a conservative attempt to go up against youtube. It didn't do particularly well because the problem is that it was billed as the conservative attempt to go up against youtube. It wasn't built as open to everyone. And so you sort of have to, to do the open to everybody routine in order to really succeed. But you're at it, you artist systemic disadvantage. Youtube has existed for, for forever. But again, youtube is just what the New York Times was 30 years ago.

Speaker 3:          01:01:36       The only thing in the space as, as things progressed, I think that you're, I mean the truth is that youtube is just a search service with a lot of big w with a lot of servers that provide space for the videos. And I'm, I'm old enough to remember when ask jeeves was a threat and then Google eight. So or hotmail, I mean like all the prodigy. That's probably before your time. Yeah, exactly. They're all, all these things look insurmountable at the time and then over time the market destroys them, right? Aol was the big thing and now nobody uses say, oh well, I mean the thing is, look, this show is on one of our, our main method of distribution is youtube. So I want youtube to work, I want to work. So it, and I think that it's, it's, it's a very interesting debate.

Speaker 3:          01:02:19       I will say it's an interesting debate when people look at private companies like youtube and they say, well, they shouldn't ban anything. And it's like, well, you can make the argument that youtube should ban certain things like a, like a graphic terrorist video, for example. Should it, do they have the right to do that? Now for me, I'd rather err on the side of everything goes up, then think and then certain things come down because I don't really trust people in charge of anything to to to do that. This is why I'm more libertarian, even when it comes to things like youtube, but I see the argument. I mean not all, not all forms of speech are created exactly equal, at least in their merit. They are in there in terms of your right to say them, but they're not necessarily in terms of merit. And when you're in the private sector, you're speaking about merit. You're not just trying to speak in terms of right to say.

Speaker 2:          01:02:56       Yeah. Do you think there could be a first amendment issue related to all this? Now I get it. It's

Speaker 3:          01:03:01       governor. When people try and make the utilities argument, I don't think it's a particularly good

Speaker 2:          01:03:04       really, because to me it seems, it seems maybe not fully because we don't know what a public utility, if there's something else going on. So it's not utilities. But I would argue that the owners of these companies, the people on the board, you know, Jack Zuckerberg and all these people, they are so intertwined with our politicians right now. Yeah. That now we actually, I'm not saying it's directly a first amendment thing, but there's something there because it's almost collusion with it.

Speaker 3:          01:03:29       So I, I agree. And the, and the solution to that is to downsize the government radically, not to, not to have, you know, our guy do it. Right. You know, that's it and that, that's, that's what I'm saying. That's what I'm seeing generally is like it's a, it's our guy doing it so it's okay now. But um, but yeah, of course. I think that that Zuckerberg working closely, here's the thing, Zuckerberg wouldn't be working with the government if the government were powerful. Right? Like if we, we spend a lot of money on the government, we give money to political candidates. We spend all of our time talking about trump or hillary because the government's powerful. I think anybody spent tons of time talking like in 1836 about, about the national election. I'm sure they spend some time talking about it, but it wasn't dominant the way that it is now. The idea that people were just, they could be the most important decision that I was. People not dating, right. Destroying their lives because if who won the presidency when it was Franklin Pierce, no, nobody, nobody was doing that. This is part of the reason is that the federal government just was not particularly powerful. So what do you care what some bureaucrat in Washington DC is doing? It doesn't affect you.

Speaker 2:          01:04:26       So that really, uh, I've said this a couple times. To me that's the best argument for small government. Yeah, I agree. Which is if you don't like Hillary and you don't like trump, it's not, well then I should vote for more Democrats or vote for more Republicans. These idiots out of our way.

