Speaker 1:          00:00:04       No.
Speaker 2:          00:36:56       And on January 30th, I will be in Irvine County or I will be in Irvine, which is in Orange County, California. Uh, and there will be a surprise IDW guests with their, with me there to the standup shows have just been great. Like I'm getting back to my roots. I promise you it's a standup show. Like you have not seen. It's sort of just a free for all. I just sort of do a town hall. I tell a couple of jokes, but I'm just messing around with the crowd. I give stuff away and it's completely politically incorrect and we're just having a ball and I think you'll enjoy it. Uh, Robert, you're getting a mug. Here you go, Robert. Thank you very much. Okay. I felt that was a particularly good signature. Here we go. Let's see. Um, man, this a zillion look at this question is just flying in here.

Speaker 2:          00:37:40       Um, hey Dave, will there be a video slash live stream of you shutting down the Patriot account on the 15th so we've been discussing that. I actually think it would be pretty cool if I have my laptop and I literally just like walk up to the camera over there and press delete. So we have a whole bunch of scheduling things going on. January is completely bananas because I'm going to be in Australia for most of February, so we're taping a ton of stuff in January. Um, so that we have content obviously for February, but I think we'll probably do that. I want to make sure that there aren't technical reasons why we couldn't do that, but yes, I think we're gonna try to do that. Um, thanks for stepping up and being a leader in this freedom of speech and helping us all have a voice.

Speaker 2:          00:38:21       You know, I have nothing better to do. That's really the truth. Uh, why have you in Jordan not performing Germany yet? 20, 19. Yeah, I think we're going to be in Germany either in May or June. We're working out the rest of that European tour. Um, let's see. Um, holy cow is lot here. Um, how can we get in on the Beta test version of your and JPS Patrion on alternative? Uh, I think there will be an answer to that probably within the next month or so. I think they'll probably end up being a landing page and sort of an invite only to the beta. So hang tight on that. I mean, it's not just that, not only do you have to build tech and solve these problems and address terms of service, it's like there's a whole bunch of other stuff you've got to figure out about branding. We got a business to build, like there's a million, a million million things.

Speaker 2:          00:39:06       So I think our one sort of, um, slight mistake was that in the first video that I did with Jordan, um, Jordan said that he was going to try or thought it was possible that maybe we could get it out by December 25th or January 1st. That was probably a little bit, uh, over ambitious just because we really wanted to solve a problem. So it was like, holy cow, can we do this quick and just, just get some bare bones thing up. And then when we really thought about it, it's like you really do have to be methodical and you want to make sure that, that, that all of those pressure points that you can be taken down on either technologically or because of the mob or everything else or because the media is going to come after you. You want to make sure that you're covering all your bases here.

Speaker 2:          00:39:44       So we are covering our bases. I promise you that. Ben, are you ready for a mug? I'm sending you a Mug. Thank you, Ben. Alright, there you go. I'm going to need more mugs guys. And you're getting a t shirt to everyone that gets a Mug, gets a tee shirt. Dave rubin.com/donate a is where you're going to do that. A superchat happy new year. Thank you very much. Uh, I absolutely love your show. How do I get my wife to watch your show with? And you put that part in caps. I like that. Um, that's funny. You know, I get a lot of messages from people that are having problems. I get messages from people that are getting divorced over politics because it's you usually not always the case is that the woman is a lefty SJW the whole thing and that the man has been trying to um, you know, show her some of these videos or just break her out of that mindset.

Speaker 2:          00:40:32       It's not always that way with the female on one side of the male and the other. Um, but I've literally gotten messages of people that are getting divorced over politics, which is sad. And it's also like that's why not everything should be political. And it's why if you look at my Twitter, I don't tweet about the political machinations everyday. I don't think I've tweeted once about the government shutdown. It's like politics is starting to become incredibly boring to me. What is interesting to me is what is happening culturally and what is happening with the way we relate with the way we relate to government with the way we relate to these platforms and the way we relate to conversation and our ability to communicate with each other. That is really interesting to me. The little machinations of politics. It's like, man, you've got, you've got half the country that, that says Trump is Hitler, which is so absolutely bananas ridiculous.

Speaker 2:          00:41:19       And at the same time, their answer is they always want more government. And it's like, no, you should always want to strip the power away so that when it's somebody you don't like, they don't have a lot of power. And then the trade off is when it's somebody you do, like maybe they can't get everything done that you want in your Utopian society. Um, okay. Uh, shout outs. No, El Cerrito, Mike, he, Wayne Christian, Linda, Mike, Chris, Peter, Nicholas and Paul. Thank you guys very much. I really do appreciate it. Um, okay. A lot of people are saying that I should delete the, uh, the Patriot account online. So maybe I'll do it. I'll just bust out the laptop and just do it in front of you guys. That would actually be pretty fun. Um, there's a lot of super chats coming in. I'm, I'm trying to try and read them here.

Speaker 2:          00:42:00       Um, let's see. Uh, freedom of speech is worth a bit of inconvenience. Close my patron on account after January 1st auto payments and also paypal since they're complicit, we'll look, this is, this is the payment processor thing and believe me, I did not know what a tremendous amount about payment processing, uh, until the last couple of weeks. And there are certain payment processors that are a little more willing to stand up to the mob. Some of them aren't. If, if an entire company has been sort of infected by by the progressive dogma, then they're going to drop anybody at the first sign of trouble. Um, so we're talking to all sorts of people. Uh, as I said, yes, tomorrow I have it just an insane day basically from 8:00 AM to the end of the day just taking calls and taking video chats with all sorts of people that think they have solutions. And so now it's like I've got like an as if I wasn't busy enough between the tour and I'm writing the book and I'm doing the show and doing standup.

Speaker 2:          00:42:52       It's like, now I have this alternate job as like a, as like a tech guy, which uh, is quite bizarre. But life is strange. Um, let's see. I'm a strong conservative that has changed some of my beliefs because of your show. While I appreciate that, you know, it's, it's cool. You know, it's funny, there was this, um, this data and society ridiculous report that was funded by some Soros group, doesn't matter, um, that did all this, this whole thing about how youtube is converting people into the alt right. And they somehow connected. They just use lines to connect people that have talked to each other. So I'm connected to Joe Rogan and this guy is connected to Tim pool. This guy's connected to Sam Harris and this guy is connected to this. And it's like, there was no methodology behind that. Of course, as reclined at vox tweets out how important of a study it is and all this endless bullshit and buzzfeed does pieces on and the rest of it.

Speaker 2:          00:43:39       And, um, the whole idea being that we're, that you're watching this show that you person watching this right now or watching this show, you're watching, the conversations that I have listening to the things that I talk about are my guest talk about. And somehow you're being radicalized to the alt right that you're hearing about the individual, and that we should treat people as individuals and treat everybody equally and should not be racist, and we should not be prejudice and all of these things. And that somehow that's turning you ultra bright. Um, of course it's dribble. There was actually, Tim pooled did a video on this. There was a guy who recently did a true analysis of a lot of these channels. And it turns out in many cases, when people watch these shows, you have people that are hard, more hardcore, right? Let's say, that are actually shifting a little bit more liberal.

Speaker 2:          00:44:21       Um, it's all just dribbled. But I will tell you this, that the focus, you know, it's why, why is there so much focus, buzzfeed and vox and New York Times and the rest of these things? Why are they always focusing on like this little crew of youtubers? Why do they want to take down puny pie so badly? Well, it's like people are actually watching this. People are watching this and those companies, they're, they're just funded to the tilts, but they're, they're dying, they're dying, they're dinosaurs that should die and hopefully something better will be, will come after them. So there you go. All right, shout outs to Thomas, Robert, Robert and Irma and Dana, you're getting them on sister. I'm going to sign it right here.

Speaker 3:          00:44:56       Here you go. There you go.

Speaker 2:          00:45:00       You know what? I will also offer up, I don't know if I was going to get in trouble for doing this, but you know when we, uh, when we flipped our set, uh, when we, this past September, we have most of our old set, we've got the chairs from our old set. I need to hang onto the red chair cause I still use it. Um, when I do the three way conversations, but we've got to have the guests chairs that my guests were always sitting and you may remember those awkward chairs and we've got the old table, the old coffee table. So I would say make us an offer that we can't refuse and maybe we can get you one of those if you want one of those. Um, that would be a logistical nightmare probably in the shipping and ridiculousness. But let's see. Okay. Um,

Speaker 3:          00:45:41       th

Speaker 2:          00:45:42       the left doesn't care now that they control the media and the Internet platform, company companies, if you want to know how they react when they are on the other side of the coin, see the 1960s freedom of speech is a right, regardless of which side you are on. And Dave and Jordan are right. What is going on is very ominous and Orwellian. Well, we'll look, I agree. Both sides can, can be pretty bad when it comes to speech. Remember it was the right that used to be all about video game violence, right? That video games are causing violence and they should have warnings and shouldn't be sold and they were going to boycott the stores and all of these things. So this is not necessarily our left right issue. And again, we talk about this all the time, but this is also one of those things where it's like the left right paradigm is just becoming increasingly meaningless because you're either basically libertarian in that you're sort of, that you're for personal freedom, which can be a little bit messy because that means someone else is going to have personal freedom to, and they might be doing something you don't like or you want central planning, you want state control over things.

Speaker 2:          00:46:37       I think you guys know where I fall out on that. Um, what I would say is that we want to build something that will be as open as possible, that will also be protected from, I mean, I've said this board, it will be protected from the mob. It will be technologically sensible and it will offer some answers to some of these things. There's a little bit more that I could tell you that we've accomplished already, but I just can't quite get into all of that. And I wish I could. Okay. Uh, conservative Mexican, he's back. Can I pick up my mug and shirt when I see you at a CSUF? Uh, I met you at the Improv in Irvine. Um, yeah. You know what, we'll make that happen guys. Can you make a note of that conservative Mexican? We're gonna, we're gonna bring him the shirt when I do that show on January 29th, which, uh, that reminds me, January 9th, I'm at Ontario Improv down here in southern Cali.

Speaker 2:          00:47:28       Bret Weinstein's going to joining me for that. When I do about an hour, then will join me for about an hour live. Sit down. January 30th, I'm at Irvine, California with an undisclosed member of the intellectual dark web and I'm at CSUF cal state, uh, on January 29th, which is a college Gig, but they are selling tickets to the public on that too. Okay. What the hell are we doing here? A little radio reset for you. We are leaving patrion on January 15th. That's it. That's it. They don't want to respect free speech. You got to stand up sometimes in life. It's weird. Uh, I'm watching my monthly revenue drop like hell and uh, and I'm getting emails from people that are inspiring me. Um, so it's a little bizarre. Uh, if you go to Dave rubin.com/donate, uh, we are gonna send you a Mug and a tee shirt. If you jump in for a $50 and above, and I'll sign the mug right here for you.

Speaker 2:          00:48:16       If you do that on a monthly level, 25 bucks, you're getting the limited, never going to be printed again because they were just for Patriot tee shirts. Whew, that's a lot of talking. Okay. And five bucks in above. And I'm just going to give you a shoutout right here. So I'm going to give a shout out to Jacob, to William and to Garret and Aaron, Lawrence and Ricardo. You guys are getting mugs and that's a running out of mugs again. All right, here we go. There we go. Mama Mia, keep the questions coming guys. I'm seeing all these and um, I promise you I'm going to get to as many as possible. Okay. Um,

Speaker 4:          00:48:50       okay.

Speaker 2:          00:48:51       This is real, right? It's real and it's raw. That's what I can tell you. You guys, um, let's see.

Speaker 2:          00:49:00       Uh, I seriously hope I can continue to listen to you and many others that I do. I think it was positive that you're taking a preemptive step versus waiting for the ax to fall, assuming that it does. Well, that's interesting. So what I can tell you is this, so if you think about sort of the whole IDW crew, whatever that actually means to you, but let's say this group of 20 or 30 or so people, I can tell you that the, the Sargon thing by Sargon getting booted, everyone realized, even though some of the people had never met him, some of the people didn't know who he was. There were several people who didn't even know anything about him. Everybody was like this, this one is just, you know, in life you don't get the perfect opportunity the second you want it. You know what I mean?

Speaker 2:          00:49:39       You're either going to swing early sometimes and sometimes you're going to swing too late, but sometimes you just got to swing. And I think what I realized, at least for this one was it was like, not only because as I said to you earlier when I started waking up to some of these ideas, Sargon was someone that was doing this on youtube. And although I don't know everything about him and, and truth be told, I don't think I've watched a video of his in a year. I've just been extremely busy. Um, I know that he's basically a decent human and I know that he's not all to write. And I know that he's been fighting the forces of racism and the rest of it. And it's like we could just sit quietly, right? Like we could like the chances, I suppose, well, I think some of you would disagree with me on this, but I think the chances that they're going to come from me, let's say in the next couple of weeks or a couple of months, are pretty slim, right?

Speaker 2:          00:50:24       Like basically, cause that would be such a massive vine that it would be bananas, but we just saw a massive move the line. So it's like we just don't know when it's gonna happen and you don't get that perfect moment. So maybe Sargon isn't the perfect case here that everyone's going to jump aboard and defend Jordan. And I felt it was the right one and, and here we are. Um, okay. Let's see. Um, would you have tried to launch this new platform if paypal, stripe, mastercard, et Cetera, had not caught off patriots competitions, subscribed star? That was big. So, you know, it was interesting when, when this whole thing happened, subscribed star sort of came out of nowhere and everybody was like, well, you gotta jump on subscribed. Sorry. It's the Patriana alternative. And what I kept saying, everybody, and this was before I was even discussing with Jordan about doing a, uh, an alternative platform, alternative platform, was that just jumping to another site?

Speaker 2:          00:51:18       Even if their intentions are good, it's just a, it's just a little stop gap. Like this is a frog in a pot that is slowly boiling in the frog, doesn't know when it's going to be dead. That's sort of where we're at at the moment. So just jumping, this has nothing to do with the people that subscribe star, any of that, but it was just going to jump to sort of an earlier version of patrion which then lets say in a year from now if it had gone successfully, would've had all of the problems of a patriot. So that's why I didn't want to do subscribe star. I suppose right now if substrate subscribe star had not had, I guess it was stripe and paypal and mastercard and whoever else. If they had not cut them off then I think there would be a little more legitimacy behind what subscribed started doing.

Speaker 2:          00:51:58       But that's why I'm saying this is a massive technological problem that perhaps can only be solved by blockchain and in the meantime if we can just remove as many middlemen as possible for all that you guys see. That's another interesting thing is that there's a real generational shift here. We know that most of the people that watch these videos on youtube are younger, younger people are more willing to spend their hard earned dollars supporting people that care about the things that they care about. So like back in the day, I'm not that old, I'm 42 for most of my life. You had bundled cable. So let's say you only wanted to watch ABC, NBC, Espn, and TNT. Well you, that wasn't a package. You couldn't just pay a couple bucks for each of those and get that. They forced you to buy a bundle basically. So you'd end up with lifetime and we channel and comedy central and a zillion other things that maybe you'd never wanted.

Speaker 2:          00:52:47       And that's the only way you did it. As that model crumbles, and it's so interesting because we're watching the television model crumble. The cable model crumble as we're watching mainstream media crumble as we're watching the political establishment crumble or watching all this happen at once. But as that crumbles, people are going, oh, I don't have to spend say 120 bucks on cable a month anymore. I could say spend, say 40 bucks a month. And I could divvy that up amongst eight creators that I like, give him five bucks each. And if enough people do that, all of these people that care about the things that I care about, we'll be able to go on and live and hopefully do more and, and all of those things. So there's also an interesting age thing happening here and, and it's very cool to be part of truly a, okay, let's jump back to shout outs.

Speaker 2:          00:53:30       Andy Drag, uh, Andy drew, Zachary, Camille, Michael. Thank you guys. And we got some more mugs. Todd and Peter with a d. He's on there. And Brandon, thank you guys. So you guys are getting mugs that I'm signing right now signing the mugs right now. You guys are getting a tee shirts that will get out to you as soon as possible. And the last one, there was four a for Brendan. Thanks man. Appreciate it. Um, it's cool, right? Like it's actually the other thing that, it was so interesting just on a personal note, you know, this year, this past year, 2018 was definitely without question. It was the most rewarding of my life personally, professionally on, on every front. Uh, the work that I'm doing I think is important. And good. It's, it's, I, it's brought a certain level of happiness and success to my life, which is great.

Speaker 2:          00:54:23       Uh, going on this tour with Jordan where we did about a hundred stops in all sorts of different countries and went all over the United States. And as I said, we're going to extend it now into, into Australia for February and then we're doing all these European stops and meeting all of you guys. Like that's the thing, it's like I know that online, it seems like an endless hate fest and, and it often is in its, we're owning the Lib tards and the cuckservatives and all of this nonsense. But it's like there are good people everywhere. And I saw them and I see them every single night. One of the things that we do at the, uh, at the Jordan shows, he does a meet and greet after a, and I do a meet and greet now for Jordan's meet and greet. Obviously it's, it's Jordan's show. So he gets let's say 300 people that go to his meet and greet and you get a picture with him and he does a little talk minor are usually somewhere between like say 20 and 50 people.

Speaker 2:          00:55:13       And it's really cool because we go into a private room or sometimes there's like a bar area at the theater. Um, and we get to chat. Like I sit around, we try to get the, the, the chairs in a circle and we sit around and I get to hear from people about their concerns or what's what they're excited about or whatever it is. And they asked me questions. Sometimes I ask them questions. I know that people meet after we've been, we've been meeting people that are starting the ITW groups, uh, people are hanging out after sometimes at some of the shows. There are people that hand out fliers in there. Like if you want to talk about some of these ideas afterwards, um, meet us at the bar down the block. And I've, I've gone to one or two of them actually at the, uh, we did two shows in Stockholm, which were two of my favorite shows that I loved, loved, loved, loved the Nordic countries, but Stockholm particularly.

Speaker 2:          00:55:57       And we did my meet and greet and there were a ton about like 60 people there. We were jammed in this little room and then I was like, you know what, why don't we just wrap this thing up early and go to a bar? And then like 60 of us went to a bar. Uh, Aaron Flamm was there, who's a comedian from Sweden who's been on the show in a couple of other influential people there. Shout outs to Rs. Derek, Laura and Joseph. Thank you guys very much. And a mug and a t shirt for Dylan. Thank you brother. I already signed that one guys. I'm going to need more mugs. Um, yeah, so, uh, lots of, lots of cool stuff happening guys. There you go. That is the Dave Rubin Mug. I'm renting out a room at the table here. Um, okay. Um, if mastercard or other payment companies can prevent me from supporting the artists or makers who are engaging in illegal activities that I prefer, there's no limit to what they control.

Speaker 2:          00:56:44       It's definitely a big issue and I think that the left doesn't understand how giving this type of power to a corporation can swing back around on them. Have you reached out to mastercard so that that Harkens back to an earlier question. One of the, one of the reasons that this is so crazy is that, so think about it. You've got half whatever it is. There's certain set of people that think Trump is the antichrist. He's Hitler or any of this nonsense, but generally speaking, people on the right, generally speaking, right, if you're a, generally speaking, a conservative or libertarian doesn't want to use state power to accomplish their goals. They want the market and individual people to solve things. Now on the left, they believe that state power is the answer to most things. Bernie believes that state power is the answer to most things.

Speaker 2:          00:57:26       Elizabeth Warren believes this. Kamala Harris believes this is what 99% of progressives believe. Now, obviously I don't agree with that, but let's give them a benefit it out that sometimes the government can do some good things. Okay, sure. The government has done some good things by the way. A one, I mean, if you want to watch really interesting interview, I talked about this with Peter Teal and then he said at some point it just stopped working. He said, he said something to the effect of, I'd have no reason to be a libertarian if any of it worked. Um, but what the real scary part of what's happening right now is it's like, okay, so let's say we give the power, let's say the Conservatives and Libertarians are like, you know, what does d platforming thing is so dangerous and, and it's because it's coming after us. We're gonna, we're gonna.

Speaker 2:          00:58:04       Um, we're going to shave away on our ideals. And you know what? The government can get involved this one time because Google controls so much information. The government can do it this one time. Well, what happens then when, let's say Trump is out and now you've got a progressive in the White House who believes the government control everything. Now you've just given the control of the platforms to people who are even more politically, uh, against you and have more power. So this is why everyone has to be very careful and why, once again, I would still say this is about ingenuity of the American people. Okay, let's see a hundred bucks on super chat. Keep up the good work. Great work. Thank you. I will do that. Uh, thank you penny. Thank you Andrew. Thank you Leslie. Thank you Donald. And a Mug for Keanae. You've got it.

Speaker 2:          00:58:48       Here we go. Um, man, I wish we could move the camera a little because I am surrounded by mugs right now. This is pretty crazy. Um, okay. Hey Dave, what about Maxine Bernina? Is there an interview coming soon and love the show. Keep up the great work. Yeah, we've got to, Maxine Bernay is a libertarian up in Canada, which you know that the government has gone completely out of control if Libertarians are gaining steam and Canada. We've got him be a Skype. Uh, I believe it's next week, maybe a week or two. Uh, but we are doing that and I'm looking forward to doing that one. Let's, I love you so much for the stance. You're making. No tolerance for censorship. I love you too. Thank you for taking a stand against censorship and providing exceptional content. You got it. Hey Dave, huge fan here. What things did Patrion do well that you guys want to nail down in this new platform?

Speaker 2:          00:59:35       Also, can you tell us everything knew about it? We didn't previously know. Have a great day. So I can't give you all the specifics on what we're trying to do and, and a lot of it's still is a morphous and believe me, we're bringing in a lot of the voices that you'd think we'd bring in and we're bringing in some voices that maybe you wouldn't think we'd bring in. What are, what did Patrion and knew? Well look, they were the first one that solved a massive problem. There was a problem that creators could not figure out a way to make a living despite making good content on youtube. The, the CPMS, meaning the cost per thousand views that the eds, the advertisers were paying out, he's extremely low on youtube. It's something like two bucks per thousand views. Then there was the heat, the whole demonetization issue, which by the way, he's still real.

Speaker 2:          01:00:13       So, uh, although generally speaking, it's gotten better for our channel. Um, you know, right before Christmas, who, who do I have on? Right before Christmas, while I did a show with a rabbi, David Wolpe from Temple Sinai here in Los Angeles, and he was sitting in that chair and I, and this chair was a bishop Barron from the archdiocese here in la. Uh, that was monetized. What was the show that I had on earlier in the week? Just two days before? Uh, it was a mom to Ed. They did not, they demonetize that one by not only the algorithm do you monetize it, but then manual review. So I can talk to a rabbi and a priest monetized. I could talk to Ema, not Monica. It's like, it's just all bananas and subjective. Um, so patrion what do they do? Well, they were the first one that said, let's find another way that creators can come together in one spot and people who are interested in creators would have some discovery.

Speaker 2:          01:00:59       So maybe you'd go on there. Let's say you were, you were a a Jordan Peterson fan. You might go on there, you might donate five bucks a month to Jordan and then, uh, you might look around and I think they had like a sort of related channels kind of thinking. You might go, you know what, I've got 20 extra bucks a month or I'm going to drink one less beer a month and I'm going to take that six bucks that I spend on a beer month and I'm going to give three creators two bucks, or whatever it is. So they really did do that. Well, there were other things that I loved about, you know, they did some of the backend stuff. So I was doing voice and video chats with groups, small groups, and one on one people over the last couple of months we eliminated the one on ones cause I just simply didn't have any time anymore.

Speaker 2:          01:01:35       Um, but I've loved, by the way, doing the group chats, you know, I do, I still do a series of these, um, which we are phasing out, but I've met so many people and it's really cool. So I spend about a while, at one point I was going from 8:00 AM to 8:00 PM. I was a whole day of talking to people, um, where I would bounce around. I talked to somebody in Japan and then somebody in Australia and then you know, somebody in Mexico and Brazil and Iceland and Sweden and blah, blah, blah. It was like, man, the amount of perspective that I would get and just talking to interesting people who were thinking about the same things all over the world. It's pretty freaking awesome. So patron, this is not, I don't, I don't hate Jack Conti. I don't hate this Jacqueline heart. The head of a trust and safety.

Speaker 2:          01:02:16       It's like I think they're not particularly good at their jobs. I think that they're not standing up for the right principles. Um, but if either one of them want to come and, and talk to me again, I guess I'd be happy to do it. Although everything Conti said to me last time, it turned out, turned out either to be intentionally lying, but I don't like to attack people's motives. So he was either mistaken, didn't realize the problems that were coming down the pike or just didn't know what he was talking about. I don't, I don't know which one of those is, is the truth. Uh, Yo Dave, check out youtube or law. He's a tech lawyer looking to take action. Seems like he has a lot of support from the legal and so I know people have sent me the videos. I haven't seen them yet, but I will take a look at that.

Speaker 2:          01:02:53       Um, the IDW has made my husband and I closer. We need more IDW women to speak up. I know we exist. Absolutely. You do. Look there. There are, there are, there are plenty of women from ion and Christina Hoff summers and I would say Caitlin Flanagan and, and Claire Lehman. And you know, there, there are plenty of others. But yeah, I think we could, this is the irony of the whole thing, right? It's like we don't care about identity politics, but you want to feel that there are people from all sorts of walks of life that are represented with good ideas, not because of the color of their skin or their sexuality or gender or any of that. Um, but yeah, the, we'll look, I promise you guys, as long as I can keep doing this show and we can keep making this thing work, I will, uh, I will keep finding people regardless of any of those immutable characteristics. And if it happens to be more women than so be it.

Speaker 2:          01:03:40       Let's see. Um, you and Jordan's bromance is awesome. Please come with Jordan to the UK soon and somewhere a student can afford tickets. Have a great day, Dave. We did about six or seven stops in the UK, which was actually totally fun and cool and it was nice to bounce around the country. One of the most fun things that I did in the UK was during one of our days in London, I had a couple of hours off and I spent the day at Mckayla school. Jordan's daughter happens to be named Mckayla, but that is not connected to this. Uh, you may remember my former guests, Catherine verbal Singh who was on at the end of August and she, she runs a school called Mckayla. She used to be a big lefty. She realized how leftism was teaching just no personal responsibility and always kicking the can down the road and throwing money at things.

Speaker 2:          01:04:24       And she has this school where they take inner city kids from every walk of life and they, they teach them how to be responsible, smart, um, self aware adults. I mean, I, so I sat up, I didn't know what I was doing. I just showed up there. She's like, you're going to have lunch with these kids. I sat at a table with a, with a bunch of kids, like eight kids, and we added this incredible conversation. They, I, they took me to all these classrooms. I gave a talk at the end of the day to the, to the teachers there, but they, they, you know, they're not allowed to talk. Uh, they're allowed to talk about a specific topic during lunch. They can't talk in the hallways. They have to walk on certain sides of the thing. Like it sounds sort of authoritarian in a way, but they're teaching these kids incredible personal responsibility.

Speaker 2:          01:05:03       It's, it's pretty awesome. All right, let me jump back in here. Shout outs to Kyle, Matt and Scott and uh, just a reminder, Dave rubin.com/donate if you do it while I'm doing this right now, 25 bucks a month and you're going to get a Reuben report tee shirt, which will never be printed again because it was the patriots shirt. And you will also get a signed autographed Ruben Report Mug, which I'm going to sign for you right here. I am surrounded by mugs right now. All right, here we go. I'm excited to see Maxime on the show. Is there any possibility of getting some more focused on Canadian politics? Uh, well there's obviously something going on in Canada. Uh, yeah. Well we're going to have, um, Stephen Harper, a former prime minister, Stephen Harper will be on the show, uh, I think in January if I'm not mistaken. And there, there really is something going on in Canada related to free speech and all this, which is why Jordan obviously is from Canada and Lindsay Shepherd and Ezra Levant and plenty of other people that are fighting this fight are in Canada.

Speaker 2:          01:06:01       Um, let's see. Dave, will your platform allow creators of legal erotic content writing, drawing, photography? Uh, yeah. I'm talking about what a lot of people call a porn. Uh, again, this is, this is all about trying to figure out what kind of platform we want to build. Do we want absolutely everybody on there? Should it be invite only? Do you need to be recommended by a couple of people? I know. Anything I say right now, he's going to make a certain amount of people mad no matter what. We are talking all of this stuff out, so my look, my general feeling, so I can only speak for myself for just a second. I can always only speak for myself, but particularly at this moment, my general feeling is I want as little gatekeeping as possible. If you are doing something that is legal, it is legal in the country that you live in, then I would, I personally would err on the side of that being completely fine on the platform.

Speaker 2:          01:06:56       Now that the problem with that at least optically is if you try to do that, then a certain amount of of people who are doing all sorts of racist, whatever, like truly racist and evil stuff, they're going to all flock to that platform and maybe that's going to overrun all of the, the good decent stuff that's there. That's just an issue to deal with because well even if even if you're okay with that, right? Well then you've got then the mob that comes in after and it's like see what this platform is. See what this platform is. It's an outright haven for evil, racist, and pornographers and the rest of it. And then whether you want it to be a problem or not, or whether you believe in all of these people's right to free speech or not, if they then come after your payment processor is the mastercards and paypal's well not, you've still got a massive headache.

Speaker 2:          01:07:40       So that's why we have to figure this thing out in, in a whole bunch of steps. Okay. Um, wow. There's a lot here. Um, thank you for all your hard work, Dave. I may just be a dumb mechanic, but I find all your content, very important. Best of luck to you in your adventures. You're not a dumb mechanic and thank you for that. Um, you can view the parade, oh, principal through two lenses. One that says 80% of people are worthless. The other perspective says that small businesses are more productive. Globalism is dead. It's like I snuck that in there. Well, you know, it's funny about small businesses because it really is one of the things that I'm most proud of. We ever seriously great small business here. We have built something that I'm super proud of that we, as I said before, we payable of our health insurance for our employees.

Speaker 2:          01:08:24       We give nice bonuses, we treat everybody well. I try to let people take more vacations than, than you would at a normal job. And we, and we work with people. However, however we can to make a good business. We have no debt. We own everything that we're doing here. I mean, I'm dead in the, in the, in the home, but I mean we have, you know, we own all of our equipment. We've run a very responsible business that I'm super excited about. Um, but I remember once, um, Jonathan Chait who's a lefty writer from either New York magazine or The New Yorker, I'm blanking. I think it's New York magazine, but somebody could let me know about a year or two ago. I saw him tweet something about how like small business, the phrase small business is just a, uh, it's just like a made up phrase by, by big government or by Republicans, something like that.

Speaker 2:          01:09:06       And I wrote back and I was like, you know, I gotta tell you I run a small business and I'm super proud of it. Um, and we have a couple of, we have several employees and you know, whatever. And then he retweeted me and he wrote back several employees mocking the fact that I only have several employees and I thought this is, this is exactly why people don't like elite liberals and and sort of the the, the coast liberalism and this big government nonsense. It's like, wait a minute. If I was a big company, you'd say I'm bad because I'm an evil corporation now I'm a small business and you mock me for only having several employees. I've created something. I've created content that's valuable. I've created jobs for people, which I'm super proud about. I don't know that he's ever created anything. I don't want to make this about him specifically, but it's like what is the right number? If you hate corporations and you hate small business, what's the right amount of people that I should have hired that then I would be in that sweet spot if I had 16 employees. Are we good? Are we good? Then like what, what are we really talking about here and there? And often there's really no answer because they have some sort of

Speaker 5:          01:10:04       mmm, okay.

Speaker 2:          01:10:06       I think if I just have an idea of what's right instead of having anything to do with what reality, what is realistically practical and Jonathan Shade is from New York magazine. Uh, Keith, Andrew, Angela and Camille. Thank you guys very much. Appreciate it. And uh, it's Dave ruben.com/donate guys, I'm signing mugs and I'm giving away tee shirts. Here we go. Might I suggest having bishop Barron and Jordan Peterson shared discussion on your show? That would be quite an event. I think that would be, it would be really a really, really interesting and I know that the bishop is a big fan of, of Jordan, so I will see if I can make that happen. Uh, have you looked at decentralized solutions like Alexandria Slash Open Index Protocol? I think the problem needs to be solved at the protocol level. So payment is decentralized, separate from content delivery. Um, I don't want to answer that one specifically. Suffice to say, as I said earlier, I have many phone calls tomorrow,

Speaker 5:          01:10:57       so think, think about it that way. Um, yeah.

Speaker 2:          01:11:02       Hey Dave. I realized a while ago that I'm bisexual and I'm having trouble accepting it as part of my identity. Do you have any advice based on your own coming out experience? Well that's, it's nice to get away from the topic for just a second. Um, the only, the only advice I can give on, on anything I think related to sexuality or anything like that is you just have to be yourself. Like you can try not to be yourself. You can, I did it for many, many years. I'm going to be writing about this in my book. I came out of the closet way too late. Um, I think I did damage to myself. I think emotionally, psychologically damaged my relationships, family, all sorts of things that you don't just put aside one day and her magically fixed. I think then you have a lifetime of sort of repairing those things.

Speaker 2:          01:11:45       Um, so, you know, it's funny, I don't regret anything I did because I got to a place in life that's good. But we all live with some of the scars of our former selves, you know. Um, but I would say if you are what you Popeye, I am what I am and that's all that I am. I mean, if you are something, whether you're gay or bisexual, whatever you are, if you are like, you gotta be it, whatever that means to you. And uh, if you think that people aren't going to accept you for it, then maybe you should find some other people to be around. Um, and that's not a fun thing to say or cool either. Um, but be who you are. It's all you can do. I, you know, like it's hard to leave one lie. This is what I would say.

